资源ID,资源分类（0=生物，1=角色，2=装扮，3=方块，4=道具）,对象ID,中文名称,资源路径,图片缩略图,后缀,下载模式,海外LITE（字段名：LITE+渠道号，目前的数字是随便填的，0=保留资源，1=去除资源）,教育版LITE（同左）,盒子版LITE（同左）
1,3,145,兰青蝶玻璃瓶,,2,,1,1,1,1
1,3,146,香粉蝶玻璃瓶,,2,,1,1,1,1
1,3,147,白香蝶玻璃瓶,,2,,1,1,1,1
1,3,148,龙信蝶玻璃瓶,,2,,1,1,1,1
1,3,149,舌钟蝶玻璃瓶,,2,,1,1,1,1
1,3,150,红土耕地,,2,,1,1,1,1
1,3,200,樱桃木,,2,,1,1,1,1
1,3,201,落叶松木,,2,,1,1,1,1
1,3,202,白杨木,,2,,1,1,1,1
1,3,203,红杉木,,2,,1,1,1,1
1,3,204,楠木,,2,,1,1,1,1
1,3,205,胡桃木,,2,,1,1,1,1
1,3,206,木板,,2,,1,1,1,1
1,3,207,秋叶橙木板,,2,,1,1,1,1
1,3,208,象牙白木板,,2,,1,1,1,1
1,3,209,海棠红木板,,2,,1,1,1,1
1,3,210,落日橙木板,,2,,1,1,1,1
1,3,211,深栗红木板,,2,,1,1,1,1
1,3,212,樱桃木树苗,,2,,1,1,1,1
1,3,213,落叶松树苗,,2,,1,1,1,1
1,3,214,白杨木树苗,,2,,1,1,1,1
1,3,215,红杉树苗,,2,,1,1,1,1
1,3,216,楠木树苗,,2,,1,1,1,1
1,3,217,胡桃树苗,,2,,1,1,1,1
1,3,218,樱桃木树叶,,2,,1,1,1,1
1,3,219,落叶松树叶,,2,,1,1,1,1
1,3,220,白杨树叶,,2,,1,1,1,1
1,3,221,红杉树叶,,2,,1,1,1,1
1,3,222,楠木树叶,,2,,1,1,1,1
1,3,223,胡桃树叶,,2,,1,1,1,1
1,3,224,小草,,2,,1,1,1,1
1,3,225,枯草,,2,,1,1,1,1
1,3,226,土笋,,2,,1,1,1,1
1,3,227,紫苏,,2,,1,1,1,1
1,3,228,独葵,,2,,1,1,1,1
1,3,229,玉米,,2,,1,1,1,1
1,3,230,巨布鲁果,,2,,1,1,1,1
1,3,231,巨布鲁果苗,,2,,1,1,1,1
1,3,232,攀岩藤,,2,,1,1,1,1
1,3,233,红土,,2,,1,1,1,1
1,3,234,水稻,,2,,1,1,1,1
1,3,236,青瓜,,2,,1,1,1,1
1,3,237,红杉果,,2,,1,1,1,1
1,3,238,荆棘草,,2,,1,1,1,1
1,3,239,巨鳞羽果,,2,,1,1,1,1
1,3,240,巨鳞羽果苗,,2,,1,1,1,1
1,3,241,番薯,,2,,1,1,1,1
1,3,242,仙人掌茎,,2,,1,1,1,1
1,3,243,野生玉米,,2,,1,1,1,1
1,3,244,圣诞树,,2,,1,1,1,1
1,3,245,水草,,2,,1,1,1,1
1,3,246,海带,,2,,1,1,1,1
1,3,247,漂浮的花瓣,,2,,1,1,1,1
1,3,248,漂浮的木板,,2,,1,1,1,1
1,3,249,松果,,2,,1,1,1,1
1,3,250,荷花,,2,,1,1,1,1
1,3,251,竹子,,2,,1,1,1,1
1,3,252,竹叶,,2,,1,1,1,1
1,3,253,竹笋,,2,,1,1,1,1
1,3,254,桃花木,,2,,1,1,1,1
1,3,255,桃花树叶,,2,,1,1,1,1
1,3,256,桃花树苗,,2,,1,1,1,1
1,3,257,珍木,,2,,1,1,1,1
1,3,258,珍木树叶,,2,,1,1,1,1
1,3,259,珍木树苗,,2,,1,1,1,1
1,3,260,无叶珍木,,2,,1,1,1,1
1,3,261,星光孢子杆,,2,,1,1,1,1
1,3,262,游戏版本过低,,2,,1,1,1,1
1,3,263,星光孢子种子,,2,,1,1,1,1
1,3,264,苍石灰木板,,2,,1,1,1,1
1,3,265,无叶珍木木板,,2,,1,1,1,1
1,3,266,变异土笋,,2,,1,1,1,1
1,3,267,变异紫苏,,2,,1,1,1,1
1,3,268,变异的植物杆,,2,,1,1,1,1
1,3,269,荧光彩色草,,2,,1,1,1,1
1,3,270,白色星光孢子块,,2,,1,1,1,1
1,3,271,橙色星光孢子块,,2,,1,1,1,1
1,3,272,紫红星光孢子块,,2,,1,1,1,1
1,3,273,淡蓝星光孢子块,,2,,1,1,1,1
1,3,274,黄色星光孢子块,,2,,1,1,1,1
1,3,275,淡绿星光孢子块,,2,,1,1,1,1
1,3,276,粉色星光孢子块,,2,,1,1,1,1
1,3,277,绿色星光孢子块,,2,,1,1,1,1
1,3,278,红色星光孢子块,,2,,1,1,1,1
1,3,279,青色星光孢子块,,2,,1,1,1,1
1,3,280,紫色星光孢子块,,2,,1,1,1,1
1,3,281,蓝色星光孢子块,,2,,1,1,1,1
1,3,282,褐色星光孢子块,,2,,1,1,1,1
1,3,283,灰色星光孢子块,,2,,1,1,1,1
1,3,284,淡灰星光孢子块,,2,,1,1,1,1
1,3,285,黑色星光孢子块,,2,,1,1,1,1
1,3,286,变异紫苏杆,,2,,1,1,1,1
1,3,300,风铃花,,2,,1,1,1,1
1,3,301,若兰,,2,,1,1,1,1
1,3,302,星辰花,,2,,1,1,1,1
1,3,303,龙血花,,2,,1,1,1,1
1,3,304,风信子,,2,,1,1,1,1
1,3,305,龙爪草,,2,,1,1,1,1
1,3,306,龙血树,,2,,1,1,1,1
1,3,307,红色龙舌兰,,2,,1,1,1,1
1,3,308,橙色龙舌兰,,2,,1,1,1,1
1,3,309,灰色龙舌兰,,2,,1,1,1,1
1,3,310,粉色龙舌兰,,2,,1,1,1,1
1,3,311,白椰花,,2,,1,1,1,1
1,3,312,黄钟花,,2,,1,1,1,1
1,3,313,野蔷薇,,2,,1,1,1,1
1,3,314,红藻,,2,,1,1,1,1
1,3,315,游戏版本过低,,2,,1,1,1,1
1,3,316,游戏版本过低,,2,,1,1,1,1
1,3,317,游戏版本过低,,2,,1,1,1,1
1,3,318,游戏版本过低,,2,,1,1,1,1
1,3,319,游戏版本过低,,2,,1,1,1,1
1,3,320,游戏版本过低,,2,,1,1,1,1
1,3,321,桃花堆,,2,,1,1,1,1
1,3,322,小花堆,,2,,1,1,1,1
1,3,323,落叶堆,,2,,1,1,1,1
1,3,324,结果的樱桃木树叶,,2,,1,1,1,1
1,3,325,结果的落叶松树叶,,2,,1,1,1,1
1,3,326,结果的乔木树叶,,2,,1,1,1,1
1,3,327,结果的珍木树叶,,2,,1,1,1,1
1,3,328,结果的红杉树叶,,2,,1,1,1,1
1,3,329,结果的胡桃木树叶,,2,,1,1,1,1
1,3,330,结果的桃花树叶,,2,,1,1,1,1
1,3,331,结果的白杨木树叶,,2,,1,1,1,1
1,3,332,粗樱桃木树枝,,2,,1,1,1,1
1,3,333,细樱桃木树枝,,2,,1,1,1,1
1,3,334,粗落叶松树枝,,2,,1,1,1,1
1,3,335,细落叶松树枝,,2,,1,1,1,1
1,3,379,乔木果实方块,,2,,1,1,1,1
1,3,380,灌木丛树苗,,2,,1,1,1,1
1,3,382,雨林乔木树苗,,2,,1,1,1,1
1,3,383,香蕉树苗,,2,,1,1,1,1
1,3,384,香蕉树叶,,2,,1,1,1,1
1,3,385,香蕉方块,,2,,1,1,1,1
1,3,386,香蕉树干,,2,,1,1,1,1
1,3,390,花纹细柱,,2,,1,1,1,1
1,3,392,灌木丛,,2,,1,1,1,1
1,3,394,星光粉尘树叶,,2,,1,1,1,1
1,3,395,雨林乔木树叶,,2,,1,1,1,1
1,3,396,雨林之芯乔木,,2,,1,1,1,1
1,3,397,苔藓,,2,,1,1,1,1
1,3,398,草木灰方块,,2,,1,1,1,1
1,3,399,草木灰耕地,,2,,1,1,1,1
1,3,400,炽炎矿,,2,,1,1,1,1
1,3,401,秘银矿,,2,,1,1,1,1
1,3,402,可燃冰矿,,2,,1,1,1,1
1,3,403,缠丝玛瑙原石,,2,,1,1,1,1
1,3,404,钨金矿,,2,,1,1,1,1
1,3,405,星能矿,,2,,1,1,1,1
1,3,406,琥珀原石,,2,,1,1,1,1
1,3,407,硅石矿,,2,,1,1,1,1
1,3,408,钨金块,,2,,1,1,1,1
1,3,409,琥珀块,,2,,1,1,1,1
1,3,410,炽炎块,,2,,1,1,1,1
1,3,411,秘银块,,2,,1,1,1,1
1,3,412,硅石块,,2,,1,1,1,1
1,3,413,花纹硅石块,,2,,1,1,1,1
1,3,414,竖纹硅石块,,2,,1,1,1,1
1,3,415,星能块,,2,,1,1,1,1
1,3,416,可燃冰块,,2,,1,1,1,1
1,3,419,秋叶橙地板,,2,,1,,,
1,3,420,海棠红地板,,2,,1,,,
1,3,421,土砖,,2,,1,,,
1,3,422,粗制石砖,,2,,1,,,
1,3,423,粗制黄砖板,,2,,1,,,
1,3,424,精制黄砖板,,2,,1,,,
1,3,425,釉面砖,,2,,1,,,
1,3,426,横格釉面砖,,2,,1,,,
1,3,427,竖格釉面砖,,2,,1,,,
1,3,428,四格釉面砖,,2,,1,,,
1,3,429,不规则釉面砖,,2,,1,,,
1,3,430,冰砖,,2,,1,,,
1,3,431,风铃花种子,,2,,1,,,
1,3,432,若兰花种子,,2,,1,,,
1,3,433,星辰花种子,,2,,1,,,
1,3,434,龙血花种子,,2,,1,,,
1,3,435,风信子种子,,2,,1,,,
1,3,436,龙爪草种子,,2,,1,,,
1,3,437,龙血树种子,,2,,1,,,
1,3,438,红色龙舌兰种子,,2,,1,,,
1,3,439,橙色龙舌兰种子,,2,,1,,,
1,3,440,灰色龙舌兰种子,,2,,1,,,
1,3,441,粉色龙舌兰种子,,2,,1,,,
1,3,442,白椰花种子,,2,,1,,,
1,3,443,黄钟花种子,,2,,1,,,
1,3,444,野蔷薇种子,,2,,1,,,
1,3,445,星铜矿石,,2,,1,,,
1,3,446,紫荧矿石,,2,,1,,,
1,3,447,神秘化石,,2,,1,,,
1,3,448,石油块,,2,,1,,,
1,3,449,星铜石块,,2,,1,,,
1,3,450,紫荧石块,,2,,1,,,
1,3,451,铜合金矿,,2,,1,,,
1,3,452,钛合金矿,,2,,1,,,
1,3,453,攻击符文矿石,,2,,1,,,
1,3,454,防御符文矿石,,2,,1,,,
1,3,455,效率符文矿石,,2,,1,,,
1,3,456,黄铜块,,2,,1,,,
1,3,457,钛合金块,,2,,1,,,
1,3,458,仙人掌幼苗,,2,,1,,,
1,3,459,仙人掌苗,,2,,1,,,
1,3,460,仙人掌花,,2,,1,,,
1,3,461,仙人掌果实,,2,,1,,,
1,3,462,鸵鸟蛋,,2,,1,,,
1,3,463,仙人掌分支,,2,,1,,,
1,3,464,菌丝体,,2,,1,,,
1,3,465,洋红毒菇,,2,,1,,,
1,3,466,星光孢子饲料,,2,,1,,,
1,3,467,变异土笋饲料,,2,,1,,,
1,3,468,变异紫苏饲料,,2,,1,,,
1,3,469,野生棉花树,,2,,1,,,
1,3,470,问号方块,,2,,1,,,
1,3,471,问号方块,,2,,1,,,
1,3,472,问号方块,,2,,1,,,
1,3,473,问号方块,,2,,1,,,
1,3,474,问号方块,,2,,1,,,
1,3,475,问号方块,,2,,1,,,
1,3,476,胡杨苗,,2,,1,,,
1,3,477,胡杨原木,,2,,1,,,
1,3,478,粗胡杨树枝,,2,,1,,,
1,3,479,细胡杨树枝,,2,,1,,,
1,3,480,胡杨叶,,2,,1,,,
1,3,481,胡杨花,,2,,1,,,
1,3,482,胡杨泪,,2,,1,,,
1,3,483,壁画,,2,,1,,,
1,3,484,帐篷,,2,,1,,,
1,3,485,珊瑚幼体,,2,,1,,,
1,3,486,角珊瑚,,2,,1,,,
1,3,487,白化角珊瑚,,2,,1,,,
1,3,488,气泡珊瑚,,2,,1,,,
1,3,489,白化气泡珊瑚,,2,,1,,,
1,3,490,圆盘珊瑚,,2,,1,,,
1,3,491,白化圆盘珊瑚,,2,,1,,,
1,3,492,树珊瑚,,2,,1,,,
1,3,493,白化树珊瑚,,2,,1,,,
1,3,494,荧光棒藻幼苗,,2,,1,,,
1,3,495,荧光棒藻,,2,,1,,,
1,3,496,发光的荧光棒方块,,2,,1,,,
1,3,497,耗尽的荧光棒方块,,2,,1,,,
1,3,498,调色架,,2,,1,,,
1,3,499,虚空宝罐,,2,,1,,,
1,3,500,火,,2,,1,,,
1,3,501,精制石砖,,2,,1,,,
1,3,502,裂纹石砖,,2,,1,,,
1,3,503,青石岩砖,,2,,1,,,
1,3,504,花纹岩石砖,,2,,1,,,
1,3,505,碎石块,,2,,1,,,
1,3,506,青石台阶,,2,,1,,,
1,3,507,黄砖台阶,,2,,1,,,
1,3,509,石质台阶,,2,,1,,,
1,3,510,水泥砖台阶,,2,,1,,,
1,3,511,精制石砖台阶,,2,,1,,,
1,3,512,硫黄砖台阶,,2,,1,,,
1,3,513,硅石台阶,,2,,1,,,
1,3,514,台阶,,2,,1,,,
1,3,515,秋叶橙台阶,,2,,1,,,
1,3,516,象牙白台阶,,2,,1,,,
1,3,517,海棠红台阶,,2,,1,,,
1,3,518,落日橙台阶,,2,,1,,,
1,3,519,深栗红台阶,,2,,1,,,
1,3,520,楼梯,,2,,1,,,
1,3,521,秋叶橙楼梯,,2,,1,,,
1,3,522,象牙白楼梯,,2,,1,,,
1,3,523,海棠红楼梯,,2,,1,,,
1,3,524,落日橙楼梯,,2,,1,,,
1,3,525,深栗红楼梯,,2,,1,,,
1,3,526,秘银栅栏,,2,,1,,,
1,3,527,黄砖楼梯,,2,,1,,,
1,3,529,石质楼梯,,2,,1,,,
1,3,530,水泥砖楼梯,,2,,1,,,
1,3,531,精制石砖楼梯,,2,,1,,,
1,3,532,硫黄砖楼梯,,2,,1,,,
1,3,533,硅石楼梯,,2,,1,,,
1,3,534,木围栏,,2,,1,,,
1,3,535,木围栏门,,2,,1,,,
1,3,536,曙光石块,,2,,1,,,
1,3,537,硫黄砖块,,2,,1,,,
1,3,538,硫黄砖围栏,,2,,1,,,
1,3,539,象牙白栅栏,,2,,1,,,
1,3,540,古老黄砖,,2,,1,,,
1,3,541,精致黄砖,,2,,1,,,
1,3,547,水泥砖块,,2,,1,,,
1,3,548,碎石墙,,2,,1,,,
1,3,549,青石墙,,2,,1,,,
1,3,550,荧光晶块,,2,,1,,,
1,3,551,粗制石砖围栏,,2,,1,,,
1,3,552,象牙白围栏,,2,,1,,,
1,3,553,木栅栏,,2,,1,,,
1,3,554,铜围栏,,2,,1,,,
1,3,555,木窗,,2,,1,,,
1,3,556,玻璃窗,,2,,1,,,
1,3,557,象牙白玻璃窗,,2,,1,,,
1,3,558,蜂蜜块,,2,,1,,,
1,3,559,焦糖块,,2,,1,,,
1,3,560,结晶的蜂蜜,,2,,1,,,
1,3,561,烧焦的蜂蜜,,2,,1,,,
1,3,562,胭脂红木板,,2,,1,,,
1,3,563,竹板,,2,,1,,,
1,3,564,胭脂红台阶,,2,,1,,,
1,3,565,竹板台阶,,2,,1,,,
1,3,566,胭脂红楼梯,,2,,1,,,
1,3,567,竹板楼梯,,2,,1,,,
1,3,568,竹围栏,,2,,1,,,
1,3,569,竹围栏门,,2,,1,,,
1,3,570,星球岩台阶,,2,,1,,,
1,3,571,星球岩楼梯,,2,,1,,,
1,3,572,星球岩墙,,2,,1,,,
1,3,573,星球岩石砖,,2,,1,,,
1,3,574,苍石灰台阶,,2,,1,,,
1,3,575,苍石灰楼梯,,2,,1,,,
1,3,576,苍石灰围栏,,2,,1,,,
1,3,577,苍石灰围栏,,2,,1,,,
1,3,578,雨林神像,,2,,1,,,
1,3,579,雨林乔木,,2,,1,,,
1,3,580,祭台,,2,,1,,,
1,3,581,天气预报器,,2,,1,,,
1,3,582,豹纹睡袋,,2,,1,,,
1,3,583,神像基座,,2,,1,,,
1,3,584,毒液,,2,,1,,,
1,3,600,象牙白棉花块,,2,,1,,,
1,3,601,朱砂橙棉花块,,2,,1,,,
1,3,602,胭脂红棉花块,,2,,1,,,
1,3,603,天青蓝棉花块,,2,,1,,,
1,3,604,鹅毛黄棉花块,,2,,1,,,
1,3,605,松花绿棉花块,,2,,1,,,
1,3,606,海棠红棉花块,,2,,1,,,
1,3,607,苍石灰棉花块,,2,,1,,,
1,3,608,浅苍灰棉花块,,2,,1,,,
1,3,609,青碧绿棉花块,,2,,1,,,
1,3,610,青莲紫棉花块,,2,,1,,,
1,3,611,宝石蓝棉花块,,2,,1,,,
1,3,612,深栗红棉花块,,2,,1,,,
1,3,613,翡翠绿棉花块,,2,,1,,,
1,3,614,赫赤红棉花块,,2,,1,,,
1,3,615,煤乌黑棉花块,,2,,1,,,
1,3,616,象牙白棉毡,,2,,1,,,
1,3,617,朱砂橙棉毡,,2,,1,,,
1,3,618,胭脂红棉毡,,2,,1,,,
1,3,619,天青蓝棉毡,,2,,1,,,
1,3,620,鹅毛黄棉毡,,2,,1,,,
1,3,621,松花绿棉毡,,2,,1,,,
1,3,622,海棠红棉毡,,2,,1,,,
1,3,623,苍石灰棉毡,,2,,1,,,
1,3,624,浅苍灰棉毡,,2,,1,,,
1,3,625,青碧绿棉毡,,2,,1,,,
1,3,626,青莲紫棉毡,,2,,1,,,
1,3,627,宝石蓝棉毡,,2,,1,,,
1,3,628,深栗红棉毡,,2,,1,,,
1,3,629,翡翠绿棉毡,,2,,1,,,
1,3,630,赫赤红棉毡,,2,,1,,,
1,3,631,煤乌黑棉毡,,2,,1,,,
1,3,632,透明玻璃块,,2,,1,,,
1,3,633,象牙白玻璃块,,2,,1,,,
1,3,634,朱砂橙玻璃块,,2,,1,,,
1,3,635,胭脂红玻璃块,,2,,1,,,
1,3,636,天青蓝玻璃块,,2,,1,,,
1,3,637,鹅毛黄玻璃块,,2,,1,,,
1,3,638,松花绿玻璃块,,2,,1,,,
1,3,639,海棠红玻璃块,,2,,1,,,
1,3,640,苍石灰玻璃块,,2,,1,,,
1,3,641,浅苍灰玻璃块,,2,,1,,,
1,3,642,青碧绿玻璃块,,2,,1,,,
1,3,643,青莲紫玻璃块,,2,,1,,,
1,3,644,宝石蓝玻璃块,,2,,1,,,
1,3,645,深栗红玻璃块,,2,,1,,,
1,3,646,翡翠绿玻璃块,,2,,1,,,
1,3,647,赫赤红玻璃块,,2,,1,,,
1,3,648,煤乌黑玻璃块,,2,,1,,,
1,3,649,透明玻璃片,,2,,1,,,
1,3,650,象牙白玻璃片,,2,,1,,,
1,3,651,朱砂橙玻璃片,,2,,1,,,
1,3,652,胭脂红玻璃片,,2,,1,,,
1,3,653,天青蓝玻璃片,,2,,1,,,
1,3,654,鹅毛黄玻璃片,,2,,1,,,
1,3,655,松花绿玻璃片,,2,,1,,,
1,3,656,海棠红玻璃片,,2,,1,,,
1,3,657,苍石灰玻璃片,,2,,1,,,
1,3,658,浅苍灰玻璃片,,2,,1,,,
1,3,659,青碧绿玻璃片,,2,,1,,,
1,3,660,青莲紫玻璃片,,2,,1,,,
1,3,661,宝石蓝玻璃片,,2,,1,,,
1,3,662,深栗红玻璃片,,2,,1,,,
1,3,663,翡翠绿玻璃片,,2,,1,,,
1,3,664,赫赤红玻璃片,,2,,1,,,
1,3,665,煤乌黑玻璃片,,2,,1,,,
1,3,666,水泥块,,2,,1,,,
1,3,667,象牙白水泥块,,2,,1,,,
1,3,668,朱砂橙水泥块,,2,,1,,,
1,3,669,胭脂红水泥块,,2,,1,,,
1,3,670,天青蓝水泥块,,2,,1,,,
1,3,671,鹅毛黄水泥块,,2,,1,,,
1,3,672,松花绿水泥块,,2,,1,,,
1,3,673,海棠红水泥块,,2,,1,,,
1,3,674,苍石灰水泥块,,2,,1,,,
1,3,675,浅苍灰水泥块,,2,,1,,,
1,3,676,青碧绿水泥块,,2,,1,,,
1,3,677,青莲紫水泥块,,2,,1,,,
1,3,678,宝石蓝水泥块,,2,,1,,,
1,3,679,深栗红水泥块,,2,,1,,,
1,3,680,翡翠绿水泥块,,2,,1,,,
1,3,681,赫赤红水泥块,,2,,1,,,
1,3,682,煤乌黑水泥块,,2,,1,,,
1,3,683,龙纹石块,,2,,1,,,
1,3,684,斜纹黑石块,,2,,1,,,
1,3,685,竖纹糖块,,2,,1,,,
1,3,686,巧克力砖,,2,,1,,,
1,3,687,香薰宫灯,,2,,1,,,
1,3,688,中式字牌,,2,,1,,,
1,3,689,中式镂空窗,,2,,1,,,
1,3,690,低音块,,2,,1,,,
1,3,691,中音块,,2,,1,,,
1,3,692,高音块,,2,,1,,,
1,3,693,乐器-鼓,,2,,1,,,
1,3,694,乐器-电子,,2,,1,,,
1,3,695,乐器-综合,,2,,1,,,
1,3,696,非循环-电子,,2,,1,,,
1,3,697,循环-鼓,,2,,1,,,
1,3,698,循环-电子,,2,,1,,,
1,3,699,循环-氛围,,2,,1,,,
1,3,700,星能产生器,,2,,1,,,
1,3,701,星能产生器,,2,,1,,,
1,3,702,星能增幅器,,2,,1,,,
1,3,703,星能增幅器,,2,,1,,,
1,3,704,星能比较器,,2,,1,,,
1,3,705,星能比较器,,2,,1,,,
1,3,706,蓝色星能线,,2,,1,,,
1,3,707,星能信号灯,,2,,1,,,
1,3,708,星能信号灯,,2,,1,,,
1,3,709,游戏版本过低,,2,,1,,,
1,3,710,丝线,,2,,1,,,
1,3,711,触碰感压板,,2,,1,,,
1,3,712,普通感压板,,2,,1,,,
1,3,713,生物感压板,,2,,1,,,
1,3,715,触碰按钮,,2,,1,,,
1,3,716,普通按钮,,2,,1,,,
1,3,717,发射装置,,2,,1,,,
1,3,718,推拉机械臂,,2,,1,,,
1,3,719,机械臂,,2,,1,,,
1,3,720,投掷发射装置,,2,,1,,,
1,3,721,地刺陷阱,,2,,1,,,
1,3,722,投掷装置,,2,,1,,,
1,3,723,桃木图腾,,2,,1,,,
1,3,724,开关,,2,,1,,,
1,3,725,轨道节点,,2,,1,,,
1,3,726,钢琴,,2,,1,,,
1,3,727,花小楼生日雕塑,,2,,1,,,
1,3,728,收音机,,2,,1,,,
1,3,729,加速轨道节点,,2,,1,,,
1,3,730,沙漠宝箱,,2,,1,,,
1,3,731,木质天窗,,2,,1,,,
1,3,732,黑龙雕像,,2,,1,,,
1,3,733,黑龙宝罐,,2,,1,,,
1,3,734,普通宝箱,,2,,1,,,
1,3,735,精致宝箱,,2,,1,,,
1,3,736,黄金宝箱,,2,,1,,,
1,3,737,简易罐子,,2,,1,,,
1,3,738,陶土罐子,,2,,1,,,
1,3,739,彩陶罐子,,2,,1,,,
1,3,740,熔岩之石,,2,,1,,,
1,3,741,混乱之石,,2,,1,,,
1,3,742,混乱雕像,,2,,1,,,
1,3,743,熔岩宝罐,,2,,1,,,
1,3,744,混乱宝罐,,2,,1,,,
1,3,745,硫黄弓手图腾,,2,,1,,,
1,3,746,熔岩雕像,,2,,1,,,
1,3,747,物资罐,,2,,1,,,
1,3,748,萤火虫玻璃瓶,,2,,1,,,
1,3,749,铜台阶,,2,,1,,,
1,3,750,秘银台阶,,2,,1,,,
1,3,800,不完整工匠台,,2,,1,,,
1,3,801,储物箱,,2,,1,,,
1,3,802,冶炼台,,2,,1,,,
1,3,803,游戏版本过低,,2,,1,,,
1,3,804,奇怪石头,,2,,1,,,
1,3,805,奇怪石块,,2,,1,,,
1,3,806,奇怪石砖,,2,,1,,,
1,3,807,奇怪青石,,2,,1,,,
1,3,808,奇怪裂石砖,,2,,1,,,
1,3,809,奇怪花纹石砖,,2,,1,,,
1,3,810,怪物召集石,,2,,1,,,
1,3,811,游戏版本过低,,2,,1,,,
1,3,812,轻木门,,2,,1,,,
1,3,813,绳索,,2,,1,,,
1,3,814,秘银门,,2,,1,,,
1,3,815,黄铜星能幕布,,2,,1,,,
1,3,816,巨布鲁果灯,,2,,1,,,
1,3,817,火炬,,2,,1,,,
1,3,818,星能幕布（依附方块）,,2,,1,,,
1,3,819,黑龙蛋,,2,,1,,,
1,3,820,书柜,,2,,1,,,
1,3,822,草垛,,2,,1,,,
1,3,823,游戏版本过低,,2,,1,,,
1,3,824,不完整工匠台,,2,,1,,,
1,3,828,简易睡袋,,2,,1,,,
1,3,829,魔药台,,2,,1,,,
1,3,830,烤肉披萨,,2,,1,,,
1,3,831,蔬果披萨,,2,,1,,,
1,3,832,神秘箱,,2,,1,,,
1,3,833,不完整工匠台,,2,,1,,,
1,3,834,炸药桶,,2,,1,,,
1,3,835,备用,,2,,1,,,
1,3,836,物理清除烟花,,2,,1,,,
1,3,839,收集传输器,,2,,1,,,
1,3,840,机械臂部件,,2,,1,,,
1,3,841,移动的机械臂,,2,,1,,,
1,3,842,秘银弹簧,,2,,1,,,
1,3,843,弹簧部件,,2,,1,,,
1,3,844,炽炎弹簧,,2,,1,,,
1,3,845,保险箱,,2,,1,,,
1,3,846,超级保险箱,,2,,1,,,
1,3,847,圣诞礼盒,,2,,1,,,
1,3,848,孔明灯,,2,,1,,,
1,3,849,禁怪烟花,,2,,1,,,
1,3,850,星星烟花（小）,,2,,1,,,
1,3,851,星星烟花（大）,,2,,1,,,
1,3,852,晴雨烟花,,2,,1,,,
1,3,853,昼夜烟花,,2,,1,,,
1,3,854,落日橙门,,2,,1,,,
1,3,855,深栗红门,,2,,1,,,
1,3,856,象牙白门,,2,,1,,,
1,3,857,炽炎门,,2,,1,,,
1,3,858,海棠红门,,2,,1,,,
