id,名称,浅海,草原,沙漠,峭壁,森林,针叶林,沼泽,冰原,红土,丛林,草地沙漠,河流,冻洋,冻河,冰山,红土海岸,沙滩,沙漠山丘,森林山丘,针叶林山丘,峭壁边缘,丛林山丘,烈焰星,空岛,盆地,盆地边缘,竹林盆地,桃花盆地,雨林,星球地表,星球山丘,星球地表-祭坛平原区,星球地表-高山,星球地表-丘陵,星球空岛占位,星球空岛,星球空岛子地形,星球空岛子地形2,星球空岛子地形3,星球空岛子地形4,星球空岛边缘,草原空岛地面,草原空岛天空,火山口,火山主峰,火山平原,火山山脉,火山岩浆网,深海,荒岛海岸,荒岛岛心,红土岛海岸,红土岛心,珊瑚岛海岸,珊瑚岛岛心,覆雪针叶林,雪山主峰,雪山副峰,雪山山脉,雪山中部,副峰雪山中部,雪山底部,冻湖,峡谷,峡谷边缘
3508,小恶魔野生,0,50,1,50,50,50,50,25,0,10,50,0,0,0,25,0,50,50,50,50,50,50,50,50,50,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120,恶霸屠夫,0,25,1,25,25,25,25,15,0,10,25,0,0,0,15,0,25,25,25,25,25,25,25,25,25,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,灯笼鱼,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,
3602,鳐鱼,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,
3604,淡蓝呆呆鱼,500,100,,,100,100,200,100,,100,,500,500,500,,500,500,,,,,,,100,,,,,100,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,,,,,,,,100,,
3605,深蓝呆呆鱼,500,100,,,100,100,200,100,,100,,500,500,500,,500,500,,,,,,,100,,,,,100,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,,,,,,,,100,,
3606,黑色呆呆鱼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,
3607,淡蓝奇奇鱼,500,100,,,100,100,200,100,,100,,500,500,500,,500,500,,,,,,,100,,,,,100,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,,,,,,,,100,,
3608,粉红丑丑鱼,500,100,,,100,100,200,,,100,,500,500,500,,500,500,,,,,,,100,,,,200,100,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,,,,,,,,,,
3609,金色呆呆鱼,10,,,,,,10,,,,,,10,,,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,20,5,10,5,,,,,,,,,,
3610,金色奇奇鱼,10,,,,,,10,,,,,,10,,,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,20,5,10,5,,,,,,,,,,
3611,金色丑丑鱼,10,,,,,,10,,,,,,10,,,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,20,5,10,5,,,,,,,,,,
3612,粉色呆呆鱼,500,100,,,100,100,200,,,100,,500,500,500,,500,500,,,,,,,100,,,,200,100,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,,,,,,,,,100,100
3613,黄色奇奇鱼,500,100,,,100,100,200,,,100,,500,500,500,,500,500,,,,,,,100,,,200,,100,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,,,,,,,,,100,100
3614,紫色丑丑鱼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,
3615,绿色奇奇鱼,500,100,,,100,100,200,,,100,,500,500,500,,500,500,,,,,,,100,200,,200,,100,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,,,,,,,,,100,100
3616,条纹丑丑鱼,500,100,,,100,100,200,,,100,,500,500,500,,500,500,,,,,,,100,200,,200,,100,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,,,,,,,,,100,100
3617,红色奇奇鱼,500,100,,,100,100,200,,,100,,500,500,500,,500,500,,,,,,,100,,,,200,100,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,,,,,,,,,100,100
3618,红色呆呆鱼,500,100,,,100,100,200,,,100,,500,500,500,,500,500,,,,,,,100,,,,200,100,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,,,,,,,,,100,100
3619,橙色丑丑鱼,500,100,,,100,100,200,,,100,,500,500,500,,500,500,,,,,,,100,,,200,,100,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,,,,,,,,,100,100
3870,野生猴子,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
3871,猴子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3872,豹子,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
3873,毒素野人祭司,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
3874,治疗野人祭司,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
3875,雷电野人祭司,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
3876,火焰野人祭司,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
3877,野人祭司,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
3878,羽蛇神,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3881,焱焱蟹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,,,,,,,,,,,,,,,,100,,100,,,,,,,,,,,,,,,,,0,0
3883,雀莺,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,0,0
3885,红薇蝶,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,0,0
3886,兰青蝶,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,0,0
3887,香粉蝶,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,0,0
3888,向阳蝶,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,0,0
3889,龙信蝶,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,0,0
3890,舌钟蝶,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,0,0
3897,灯谜鸟,,150,100,100,150,150,150,150,0,150,150,150,150,150,150,0,150,150,150,150,150,150,0,100,150,150,150,150,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3421,野生飞鸡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,0,0
3822,骆驼,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
3824,蝎子,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
3828,沙漠狼,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
3621,螃蟹,30,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,100,,100,,100,,,,,,,,,,0,0
3622,海鸥,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,0
3623,海马,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,0,0
3624,小海马,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,0,0
3626,水母,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,0,0
3627,飞鱼,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,0,0
3628,鲨鱼,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,0
3629,魔鬼鱼,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,0,0
3630,荧光棒藻鱼,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,0,0
3423,战斗鸡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,500,500,,,,,,,,,,,0,0
3225,小型海盗船,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,0,0
3226,中型海盗船,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,0,0
3227,大型海盗船,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,0,0
3912,牦牛,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,
3910,雪兔,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,100,,,
3913,小牦牛,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,
3914,藏狐,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,
3915,冰灵守卫,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,100,100,,,,
3920,新野人战士,220,220,0,220,220,220,220,0,220,220,220,220,220,220,220,220,220,220,220,220,220,220,,220,220,220,220,220,220,,,,,,,,,,,,,220,,,,,,,,0,220,220,220,220,220,220,0,0,0,0,0,0,,220,220
3921,新野人战士,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,,220,220,220,220,220,220,,,,,,,,,,,,,220,,,,,,,,0,220,220,220,220,220,220,0,0,0,0,0,0,,220,220
3922,新野人投矛手,130,130,0,130,130,130,130,0,130,130,130,130,130,130,130,130,130,130,130,130,130,130,,130,130,130,130,130,130,,,,,,,,,,,,,130,,,,,,,,0,130,130,130,130,130,130,0,0,0,0,0,0,,130,130
3923,新野人投矛手,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,,130,130,130,130,130,130,,,,,,,,,,,,,130,,,,,,,,0,130,130,130,130,130,130,0,0,0,0,0,0,,130,130
3924,精英野人战士,50,50,0,50,50,50,50,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,50,50,50,50,50,50,,,,,,,,,,,,,50,,,,,,,,0,50,50,50,50,50,50,0,0,0,0,0,0,,50,50
3925,精英野人战士,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,50,50,50,50,50,50,,,,,,,,,,,,,50,,,,,,,,0,50,50,50,50,50,50,0,0,0,0,0,0,,50,50
3926,精英野人投矛手,30,30,0,30,30,30,30,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,30,30,30,30,30,30,,,,,,,,,,,,,30,,,,,,,,0,30,30,30,30,30,30,0,0,0,0,0,0,,30,30
3927,精英野人投矛手,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,30,30,30,30,30,30,,,,,,,,,,,,,30,,,,,,,,0,30,30,30,30,30,30,0,0,0,0,0,0,,30,30
3928,虚空蛋,8,8,8,8,8,8,8,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,,8,8,8,8,8,8,,,,,,,,,,,,,8,,,,,,,,0,8,8,8,8,8,8,0,0,0,0,0,0,,8,8
3929,虚空野人战士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3930,虚空精英野人战士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3931,虚空野人投矛手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3932,虚空精英野人投矛手,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
3933,虚空野萌宝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,5,0,,0,0
3934,虚空使徒,200,200,200,200,200,200,200,200,0,200,200,200,200,200,200,0,200,200,200,200,200,200,200,200,200,200,200,200,0,,,,,,,,,,,,,100,,,,200,,200,,,200,200,200,200,200,200,,,,,,,,200,200
