id编号,标题,内容,作者,是否匿名
36,一些成熟的建议,沙漠里的沙子比海边多多了，大家快来沙漠玩吧！,某不原透露姓名的商人,
37,,体育考试好难，比跑八百米还难......等等，这两者似乎是一回事。,,1
38,,每次心情不好的时候，我都会去看看大海。,,1
39,,逝去的已经逝去，把握当下才是最重要的。,,1
40,,任何事情，只要有恒心坚持，就会变得简单很多。,,1
41,,龙响天下真好看啊，给牙宠点赞！,,1
42,,话说虚空军团为什么那么坏啊，难道它们也有自己的苦衷吗？,,1
43,,有没有可以一起联机的朋友啊啊啊啊,,1
44,,可以选择放弃，但不能放弃选择。,,1
45,,和好朋友闹别扭了......这种感觉谁懂？不是我的错，我要为了挽回友谊而先道歉嘛？,,1
46,,有人考试靠实力，有人考试靠视力......这是不对的吧？,,1
47,,我有一个问题：花露水到底算不算是香水？,,1
48,,他好像说了很多，有好像什么也没说，唉，好朋友的心思有时候比方程还难解。,,1
49,,我最喜欢吃汉堡包啦，但妈妈说汉堡不健康，有肉有菜有面包怎么就不健康了呢？,,1
50,,电视里的女主喜欢把头靠在车窗上，但是真的不会被颠到头痛吗？,,1
51,,寒假当然也不错，但还是最喜欢和朋友们在一起的校园时光。,,1
52,,好讨厌蚊子，能不能许愿让天下所有的蚊子都消失啊。,,1
53,,早起的鸟儿有虫吃，晚起的鸟儿睡的饱。,,1
54,,突然发现跑步可以让人心情愉悦，比看动画片还开心！,,1
55,,每逢佳节胖三斤，希望这次寒假可以减点肥。,,1
56,,笑一笑，其实没有什么过不去，,,1
57,,人生如戏，全靠演技，这么说来我应该是个群演。,,1
58,,做了一个提前写完寒假作业的梦，醒来后发现还有三本没写，哭了。,,1
59,,好喜欢月无双！我要集齐所有月无双的周边！,,1
60,,不知道是不是错觉，感觉每年冬天都别过去热一点点。,,1
61,,像我们这个年纪，开电动车一定要戴安全头盔，否则会被开豪车的同学认出来哦。,,1
62,,虽然我不会做饭，但我能点得一手好外卖。诶妈咪，你手机怎么换密码了？,,1
63,,谁抽了盲盒有多的皮肤？给我给我！跪谢宝子们。,,1
64,,睡觉是门艺术，不要阻挡我追求艺术的脚步。呼呼呼~,,1
65,,我是真的喜欢你，永远把你放在第一位，先不说了，游戏开始了。,,1
66,隐藏地图,隐藏地图有人知道怎么去吗？,,1
67,新功能试用,漂流瓶~滴滴~有人能看到吗？看到的祝你每天开开心心，健健康康！,,1
68,雨后春笋,刚才发现，下雨会让土块变成长草土块，挺好的，更真实了，让我想到了雨后春笋这个词,,1
69,期待长大,放假了，作业好多啊！好想快点长大，变大人了就不用交作业了！,,1
70,海里为什么这么黑,海里太黑了！听说真正的深海也是暗无天日的，期待有明一日能去看看~,,1
71,小心灯笼鱼,吓死我了！今天我在海底漫游，看到前面有一个亮亮的东西，还以为是啥宝贝，结果刚一靠近，一只潜伏的灯笼鱼破土而出，张着血盆大口向我扑来，幸好我跑得快，要不然你今天就看不到我了！如果你也要去海里看看，一定要小心啊，我的朋友。,,1
72,,快来海神殿找我玩呜啦啦啦啦,,1
73,提问,《觉醒》里面的图索变身之后是哪一个有友友知道吗~,,1
74,吃什么,今天中午吃什么捏，大家一起讨论一下呀,,1
75,开吃,今天吃红烧茄子、拍黄瓜、小炒牛肉,,1
76,,想知道家人们的游戏名称由来~,,1
77,许愿,好想要浣溪的皮肤，怎么还抽不中呜呜呜,,1
78,,大家的豪华宫殿都是怎么建成的啊，偶也想建一个。,,1
79,,吃饭、睡觉、玩游戏，本座的周末生活就是这么颓废而愉快。,,1
80,破防,不会只有我一个人觉得这些关卡这么难吧,,1
81,,真希望可以在里面和朋友一起组队探险呀！,,1
82,,月无双姐姐，呼叫月无双姐姐，莱柯和格莉菲塔对抗白手党成功了吗?,,1
83,,星灵波波，我要许愿考试门门一百分！,,1
84,,好想和熊孩子、胖哒、兔美美、迷斯拉一起在星际冒险。,,1
85,,有没有什么好用的武器啊，求推荐,,1
86,Cjt的劝诫,我始终坚信光会降临!,cjt（真,
87,久远的回忆,上次捡到漂流瓶的时候还是上次,不愿透露姓名的冒险家,
88,学习小技巧,奇变偶不变，符号看象限,,1
89,人生哲理,失败总是贯穿人生始终，这才是人生！守护迷你世界的荣光，吾辈义不容辞！,,1
90,温馨提示,作业做完了吗？工作忙完了吗？先干完正事，再来痛痛快快的玩哈，否则玩的也不会尽快，心里总是会担心,愿意透露姓名的冒险家,
91,气温变化注意保温,据说过几天会有暴雨来，气候变化，小心别生病呀，生病了要乖乖休息，别逞强，身体最重要。,酋长夫人,
92,金拱门社区公告,哦，我亲爱的老伙计们，谁要是再提那该死的疯狂星期四，我保证会像踢土拨鼠一样狠狠地踢你的屁股！,您的邻居麦克唐纳德,
93,养殖技术指导,一定要多吃青菜，注意健康喂养！,沙拉大王,
94,无聊,你能捞到我说明你也一定很无聊吧,,1
95,CPDD,直角三角形的两条直角边的平方和等于斜边的平方,登dua狼,
96,野生漂流瓶,hakuna matata,丁满,
97,宝藏,海洋的最深处能找到沉船，那里有守卫守护着的宝藏，击败守卫后就能获得这些宝藏；当然你需要一些优良武器和潜水设备。路上小心，有缘的冒险家！,不愿透露姓名的冒险家,
98,最讨厌的人,"我最讨厌两种人,一种是说话说一半的人",黑天鹅,
99,宇宙终极真理,妈妈第三次叫你起床的时候真的得起来了,熊孩子,
100,我的秘密,反正没人看到，我就说了啊。其实我每天晚上要抱着小熊才能睡着，嘤嘤嘤~~,迷你队长,
101,海洋探险小贴士,当黑凝浆块和水摆放成特定的形状会变成热泉哦。,大航海家,
102,海洋探险小贴士,注意！当魔鬼鱼血量在一半以下时，攻击会释放神经麻痹毒素。,大航海家,
103,神秘坐标1,据说在坐标15032，-2212的地方埋葬着上个世纪最伟大的航海王的宝藏，他在被送上绞刑台的最后一刻向围观群众大声喊到……(欲知后事如何，且听下回分解),说书人,
104,神秘坐标2,这都是假的。,,1
105,花小楼的梦话,炸鸡、汉堡、烤肉、可乐……啊，什么作业？,程锦衣,
106,,太棒了，逐渐理解一切……,理解了一切的冒险家,
107,你好,我是一个漂流瓶,,1
108,噢！我可爱的坐骑,出来吧我的坐骑！噢，怎么沉到海底去了，终于追到你了，但是问题来了，到底按什么键坐上它呢？,下班了快跑,
109,小心鲨鱼！,乘坐木船在海面上行驶过久的话，鲨鱼就会循着痕迹来找你啦！小心哦~毕竟它们看起来一点也不友善！~,传奇钓手,
110,深海宝藏,想要我的财宝吗？想要的话可以全部给你，去找吧！我把所有财宝都放在那里。,杰罗,
111,复仇计划,多年好友反目，惨遭双重背叛，v我50听我复仇计划！,钮祜禄,
112,海洋探险小贴士,找到并靠近海底那与众不同的荧光棒藻，会有意想不到的惊喜哦,大航海家,
113,太阳下山啦,但我们每个人都可以成为闪闪发光的星星，照亮自己前进的路,旅途中的小王子,
114,交朋友,一曲肝肠断，何处觅只因？uin：10086,蔡蔡子,
115,听说标题不能空,唉，不知道说什么，所以不说了吧,挚爱白切鸡,
116,世界和平,Mc和迷你和谐友好,,1
117,一个有关宝藏的秘密,幸运儿，我花了五百年积攒的宝藏已经藏在了海底深处，藏宝路线我已经写在信纸背后，先到先得！,不愿透露姓名的慈善家,
118,喵,喵,喵,
119,写个诗,天苍苍，野茫茫，外焦里嫩烤全羊。,从不赶时间的酷盖,
120,我是GM,我是超越三界（地球，火星，月球）的GM，你的一举一动都在我的掌握中，小孩，夜深了，该睡觉了。,我叫GM,
121,藏在内心的话,----.-.-......-/---...-..--.--./-.--..-.-----.-/-.-....--..----/-..----.--...../-..----.--...../-..----...--.-./-.-.---..-.-.../-.-.-..---.-.-./-..-...---..--..,,1
122,赶海心得,不要抓螃蟹，会被钳住，很痛。,初级探险家,
123,海神的眷顾,今天的海面风雨交加，海上的天空灰蒙暗淡，墙上的风铃剧烈摇晃，夹杂的雷电让人感到恐惧；但直到雨过天晴之后，天空出现斑斓的彩虹；这时能感觉到，海神还是眷顾着我们的,海民,
124,蔬菜价格,绿豆25，红豆35，薏米85，薏米85刚好就是我的身高,从不赶时间的酷盖,
125,这是标题,这是正文,这是作者,
126,陌生人的祝福,今天是2022年12月9日，我把这段话写进漂流瓶，你打开的时候是几号呢？希望你开心~,小白,
127,就是你,跟我混吧，以后有我一口饭吃，就有你一个碗刷,从不赶时间的酷盖,
128,,与其感慨路难行，不如马上出发！,克林克兹,
129,,你只有去探索才知道答案,海底两万里,
130,崴脚了,前天出门把脚崴了，走起路来1米86、1米85、1米86、1米85,从不赶时间的酷盖,
131,果然,摸了一下自己的脸，手被划伤了，果然我帅的就像一把锋利的刀。,从不赶时间的酷盖,
132,,6加3等于9，5加4也等于9，你做事的方式，不是唯一的方式。,跳二同学,
133,这不是巧了么,宫廷玉液酒，请接下语句,咩咩咩,
134,静夜思,窗前明月光，疑是地上霜。举头望明月，低...低...低,学前班小朋友,
135,还得是你,问：自行车—宫廷玉液酒+大锤—小锤＝多少？,咩咩的喵喵,
136,一个建议,给你提个建议，不要随便给别人提建议。,从不赶时间的酷盖,
137,,行路难，行路难，多歧路，今安在？,李白,
138,成功的奥秘,爱迪生这一生中从来没说过“放弃”两个字，因为爱迪生不会中文,从不赶时间的酷盖,
139,告诉,"我有一个秘密，
卡卡知道。
我有一个秘密，
小楼知道。
我还有一个秘密，
无双知道。

队长他有很多很多秘密，
我全都知道。

咦，你也知道?
嘿，你也玩迷你!
",,1
140,历史残卷,相传，收集到金色圣树的果实、巨龙守护的断剑、远古生物的眼睛，前往遥远北方的火山中击败来自虚空的可怕生物，将会拥有数之不尽的财富。,指点迷津的智者,
141,吃火锅,想和你一起在冬天吃火锅，不是冬天也行，不是火锅也行，不是你也行，不是我付钱就行。,从不赶时间的酷盖,
142,,十四是十四，四十是四十,瓜尔佳氏,
143,花语,每种花都有属于自己的花语，爆米花的话语是：看电影时不要讲话。,从不赶时间的酷盖,
144,,过去心不可得，现在心不可得，未来心不可得。,得道高僧,
145,,我听到传来的谁的声音，像那梦里呜咽中的小河。,林大仙,
146,,此地无银三百两,张三,
147,烦人的海鸥,今天开开心心拿着烤肉披萨来到沙滩，不料被这嚣张的海鸥把我的烤肉披萨抢走了，嘤嘤嘤~~~~,冰冰咯咯,
148,快乐星球,好玩又刺激，优雅不过时。骚年，快前往快乐星球吧！https://www.mini1.cn,快乐bug王,
149,我命由我不由天,剑气纵横三万里，一剑光寒十九州。少年郎，看与你有缘。这本《万剑归宗》就赠与你了。我等修炼者原本就是逆天行事，有各种磨难是正常之事，只要破棘而出就是了。嘿嘿，与人斗有什么意思，与天斗才其乐无穷！,万人敬仰韩天尊,
150,异界生存指南,海洋异变发生后，多了一种看不到的能量。下潜深度越深，体力消耗越大，氧气消耗越来越快，甚至连装备都会很快破损。为了你的安全考虑，请各位探险家穿着潜水装备及氧气背包下水探险。,龙傲天,
151,震惊！海底异变后惊现新元素矿物。,星历2022年，迷拉星海底异变后探险小队【猛】发现全新元素矿物，为了纪念发现这个元素矿物的小队，冒险家们将其命名为【锰】。,迷拉星路边社,
152,进化吧，世界,研究发现起源立方创造能力进阶，世界新增斜砖，斜半砖，竖斜半砖，竖半砖。,,1
153,投诉信,不知道为什么天气预报在萌眼星失灵了，我一直在等它显示天气。我要去投诉它的发明者，一点都不实用。,熊孩子,
154,海鸥频道,梦想是什么？是去码头整点薯条！,海鸥王,
155,苦恼,下次研发什么新口味的冰激凌呢？,兔美美,
156,,希望天堂没有爆爆蛋,胖哒,
157,,驾驶着甜星号兜风的感觉，真好~,兔美美,
158,,按照牛顿第三运动定律推算，熊孩子刚才撞在门上一定很痛……,胖哒,
159,,打遍天下无敌手~赛车这一块，我还是很有自信的！,迷斯拉,
160,,这回，我要把爆爆蛋藏在酋长的被子里，嘻嘻嘻,熊孩子,
161,,愿我的星之力能帮助到每个需要帮助的人……,星灵波波,
162,,快过冬了！好期待新年呀~,喜团团,
163,,一个、两个、三个……不知不觉竟然攒了这么多松果啊，我可真厉害！,金柚柚,
164,,圣诞节要给大家送什么礼物呢？我可得好好想想……,叮叮当,
165,,好想念家乡，那片永远莹白纯净的地方……,雪球球,
166,,这迷萌星的历史啊，可就说来话长了，不如，我们去温泉边泡边说？,迷梭梭,
167,,我才没有害羞呢哼哼，那是人家天生的红脸蛋啦！,啾啾,
168,,岸上的生活，也太精彩了，海里的家人们，看到这条消息快来找我玩呀！,余小乐,
169,,海底的生活好无聊啊，想去岸上看看……,余小欢,
170,,总有一天，我要从大海飞向星空！呃，等等，氧气的问题还没有解决。,章小丸,
171,,听说，附近有个森林半夜会有奇怪生物出没。带上我的相机我们去拍探险短片吧！,熊小吉,
172,,呱呱，呱，呱呱呱，什么，怎么会有人听不懂？我是说，夏天来了一起冲浪吧！,蛙太郎,
173,,橘子喵喵，好吃的跑不掉，好想吃甜品哦，你有什么推荐吗？,橘子,
174,,咕噜咕噜，你看我的气泡在阳光下可以折射出彩色的平行世界哦。,泡泡,
175,,请问，有人看见了我的小牧鱼吗？帮我找到小牧鱼的话，我会告诉你暴风雨什么时候来临。,洁莉,
176,,快如疾风，势如闪电！有没有人想跟我学轻功水上漂的。,快客小涡,
177,,哈鲁，鲁鲁，最近怎么这么多人玩飞盘呀，真是我的跟屁虫。,哈鲁,
178,,那个快客小涡再快，快不过我的鱼骨。,妙妙,
179,,很多人问我为啥要搞这么多恶作剧，怎么没人懂我的幽默呢？我就想做整蛊专家！,嘟嘟波波,
180,,采蜂蜜怎么会辛苦呢？这可是世界上最甜蜜的工作呀~,蜜多多,
181,,在山的那边海的那边，有一群，咳咳，有一群小贼消息贼灵，看我去会会他们。,小海侠莫塔,
182,,每一场魔术表演都有三个步骤，以虚代实，偷天换日然后就能化腐朽为神奇。,魔闪闪,
183,,你知道，星星和月亮为什么总是在夜晚出现吗？因为他们跟我一样失眠睡不着。,星月小梦,
184,,怎么说呢，我可能还真有点做甜品的天赋呢。,玉团儿,
185,,好喜欢橘子哦，你们不觉得她很可爱嘛？rua起来肯定很舒服。,琉璃酱,
186,,那些刀子嘴豆腐心的人，不如多吃我做的软心硬糖，这样别人相处起来会更甜蜜呢。,糖心小熊,
187,,呜呜呜呜棉花糖掉进海里了，怎么一瞬间就不见了！,芙洛丝,
188,,除了脚下的高山，我也想潜入深海一谈究竟！,泰林,
189,,我可不会劝你随意地踏上冒险的旅程，前方等待你的除了新奇的景色，更有可能是未知的巨怪！,艾菲莉,
190,,安妮的面包坊出新品啦，不知道会不会有我更爱的面包出现呢？,啦啦队长克莱尔,
191,,巧克力和篮球，小孩子才做选择，我全都要！,篮球队长卢卡斯,
192,顿悟,到了海边我才发现，原来普通青蛙不能在海里游泳啊！,蛙太郎,
193,修行,忍者就是要逆流而上，我要去咸水里历练自己！,蛙太郎,
194,,感觉科学比魔法还要神奇！,莉莉丝,
195,,人鱼的歌声，也不全是忧伤。,米娜,
196,,兰斯洛特先生的盔甲到了海边不会生锈吧？,梦歌,
197,,果然，穿着盔甲不能游泳只能潜水！咕噜噜噜噜,兰斯洛特,
198,,我讨厌阴冷潮湿的地方，这让我想起了故乡。,德古拉六世,
199,,木头可不能沾水，会长蘑菇的。,匹诺曹,
200,,海边对于我来说果然还是太热了啦！,雪灵,
201,,一起去海边玩吧，匹诺曹先生！,塔莎,
202,,真正的剑客，即使看到沙滩与海，也不会忘记修行。,千兵卫,
203,,大虾！鱿鱼！白灼花蛤！海边的好吃的看起来真多啊嘿嘿嘿（流口水）,叶小龙,
204,,向我许一个愿望吧！说不定立刻就能实现哦。,星灵波波,
205,,新买了一个体重秤！还可以设定体重值？嘿嘿，去吓唬吓唬兔美美去。,迷斯拉,
206,,新研发的洗澡机，还不用自己动手洗澡，这等好事，让他们羡慕去。诶不对啊，这个洗澡机怎么还打人呀？！,胖哒,
207,,砍价免费拿？是我最爱的笔记本电脑！求求你了，就帮我砍一刀吧。,兔美美,
208,,噗卡噗卡，看我的爆爆蛋多可爱？别害怕呀，它不会炸的。噗，咳咳咳，预判失败。,熊孩子,
209,广告,新品夹心糖，快来食趣星尝尝吧！,糖心小熊,
210,挑战书,向全世界发布1v1篮球挑战，够胆你就来。,篮球队长卢卡斯,
211,猜一猜,你猜这个猕猴桃，是甜的还是酸的。,弥禾,
212,迎宾,柿梓的柿园，对所有人敞开。,柿梓,
213,询问,有人见过外星文明吗？有的话记得电联我哦。,逐梦,
214,警告,白手党们，别再来动我们的画。,莱柯,
215,招揽,街头涂鸦爱好者们，想和同伴们一起来干点大事吗？,格莉菲塔,
216,小龙人,头上有犄角，身后有尾巴，是什么我不说。,天幕星龙 卡珀,
217,硬气,虚伪的感情，我不需要。,竹笙,
218,磕cp,甜甜的cp真好磕。,雪裙,
219,不解,为什么人总会变贪婪呢？,长发公主 萝拉,
220,宣示主权,平生最看不惯的就是侵犯！,烽灵,
221,认同感1,飞行器才是最厉害的，谁同意谁反对？,埃若白,
222,认同感2,埃若白是大傻子，同意我的举手。,梅珂玟,
223,寻找,有人见过一只可可爱爱喜欢讲笑话的小雪人吗？,雪莉,
224,招募,单子实在堆得太多啦，有没有人来帮帮我啊！,喵小糖,
225,推销,许愿，许愿，许愿就找星灵波波。,星灵波波,
226,邀约,有兴趣来我的风神宫瞧一瞧吗？,灵瑶,
227,星际公告,三天前，十位团子星居民突然失踪，根据现有线索，星际警察认定，这是一起十分恶劣的绑架案件。面对此事，所有迷你宇宙居民都有责任和义务提供破案线索，并积极主动地抵制买卖团子的行为。,《迷你日报》,
228,星际快递发展简史,不得不感慨迷萌星系的科技发展得太迅速了。曾经的星际快递，都需要专门的人员面对面投递和接收。可是星际快递传送基站建成之后，所有快递都有各自的识别码。通过识别码，接收快递的基站就可以准确地将快递顺着专用通道分配到不同区域，然后直达接收者门口。,《迷你科学》,
229,星际公告,近日，迷拉星海上火山隐隐有喷发的趋势，爆爆蛋也变得非常敏感激动，星际气象联盟派去监测火山的无人机被突然冲出来的爆爆蛋炸坏了两台，请诸位珍爱生命，远离危险。,迷你气候研究院,
230,"
星灵皮皮的信",嘿，我现在在柔兹星，告诉你，这个地方可太好玩了，我吃到了我生命中最美味的食物。对了，不要告诉兔美美，她要是知道她的冰淇淋不是我最喜欢的美食了，她肯定会生气的。不过，你可以偷偷来柔兹星找我，我给你留了1个蓝茅果，等你过来我们一起分享。对了，我最近在做一件了不起的大事情，是一个非常非常特别的星愿任务，我敢说没有任何星愿任务可以跟这个任务比，如果做成了，这会是一件非常伟大的事情哦，我皮皮就要变成最厉害的星灵啦……嘿嘿，具体的任务我先保密，等你过来再让你大吃一惊……,《迷你联萌大冒险》,
231,星愿任务书1,"任务地点：甜蜜小镇
任务目的：获得“糖果追击赛”的冠军 
任务提示：格纳爷爷的糖果店因为顾客太少，评分不够，即将关门歇业了。孩子们再也不能买到格纳爷爷亲手做的糖果了。",《迷你联萌大冒险》,
232,新闻报道,赛恩斯星环保创意大赛已于近日开启，此次大赛要求参赛选手用废弃物或闲置物品，创作出助力环境保护的机器。参赛者们将分阶段上传制作过程的视频，每个阶段观众都可以给喜欢的参赛作品投票，给参赛者慢慢积攒人气。目前人气第一的是来自赛恩斯星的“一颗萌圆圆”，人气第二是来自迷萌星的“来自天上的熊孩子”。,《迷你联萌大冒险》,
233,,每五年一次的星际博览会将于12.12~12.22日举行，本次展出的特色展馆有病菌馆、标本馆和化石馆。此次星博会将加入了最新研发的AI挑战系统。参观者以小队为单位进入星博会就能开启挑战，每个小队在不同场馆的挑战主题各不相同，完成三个场馆挑战的小队就能得到主办方精心准备的礼品一份。,《迷你联萌大冒险》,
234,,诚邀爱音乐、有梦想的有缘人一起参加乐乐星的最后一场音乐会。有车自驾更佳，附赠老头一名，可陪聊，能讲述乐乐星过去的故事。,《迷你联萌大冒险》,
235,,反重力星迷幻游乐园开启啦，最新悬浮城设计，更有旋转飞锅、涡轮伞、悬浮建筑赛、铁网钓鱼等游乐项目，快来体会反重力的感受吧！,《迷你联萌大冒险》,
236,透明人763号的留言,尖叫星游戏官透明人763号诚邀您前来尖叫星体验“抱抱透明人”惊悚游玩项目，我们将为您提供整个星际最安心，最舒适的游戏体验。,《迷你联萌大冒险》,
237,,今晨，尖叫星迷雾森林发生一起爆炸。据记者了解，此次爆炸跟艾力克博士广受好评的“透明人技术”有关。透明人体验官项目本来是尖叫星最受欢迎的体验项目，近期却有多名游客在体验的过程中遇到了危险。有人被透明人吓到，在逃跑的过程中扭伤了脚，还有一位顾客因为惊吓过度引起心脏骤停。幸运的是医疗救助小组迅速对这个游客进行抢救，没有引起不好的后果。今天爆炸的事情发生之后，艾力克博士决定，暂时停止运行透明人体验官的项目。,《迷你联萌大冒险》,
238,广告,"你有不能平复的遗憾吗？你有遥不可及的梦想吗？你有生命中想要修正的错误吗？你有想要重温的过去吗？
来谜想星吧！
谜想星拥有非常强大的虚拟计算机系统，在这里，你可以把你的意识和谜想世界连接，体验到截然不同的人生。
人生重来，由你书写！",《迷你联萌大冒险》,
239,迷萌日报,"今晚19:00~20：00，迷萌直播平台诚邀您观看两大人气主播迷斯拉PK鸡小飞，人气大比拼。
听鸡小飞讲胖哒如何化解谜想星危机，看迷斯拉带你练健身操《星辰入梦》。",《迷你联萌大冒险》,
240,迷萌日报,"七旬老者外出旅游后迄今未归，家属重金悬赏。
一个迷萌兔族的老人兔年年参加星际旅游一直未归，家属十分着急，苦寻无果。数日后，一名年轻人声称自己正是兔年年，因为去过蓝梦星探险，神奇地返老还童了。",《迷你联萌大冒险》,
241,蓝梦星论坛,"1 本人去过蓝梦星之后，力气突然大了十倍不止，开饮料直接把瓶子拧碎，和家人提起这件事情，他们以为我在作弊，多说几次，他们怀疑是作秀博关注，认为我精神状态出了问题。
2 有没有人和我一样，去了趟蓝梦星，眼睛突然有了望远功能，能看清至少300米远的书上的字？告诉我这不是幻觉，我快疯了。
3 一……直……有……人……在……我……耳……边……低……语……",《迷你联萌大冒险》,
242,,人气主播“带你走遍星系的体贴毛毛”邀你同游蓝梦星，观看蓝梦星圣剑打捞直播现场，寻找海盗红胡子的宝藏。为感谢家人们的支持，毛毛特意送出圣剑打捞直播门票两张进行抽奖，有意向参加的请给主播发私信。,《迷你联萌大冒险》,
243,多米娜星疯人院日记,天上的星星都掉下来了，地上的人四散逃去，好多的星星……有些在空中便发生了爆炸，数以百亿计的碎片……就像这样，轰隆隆地掉下来，砸在地上，尘土遮天蔽日，没有人能够呼吸。再小的星星碎片，砸到你屋子顶上，就变成了一座又一座的大山，到处都是死亡的呼号……多米娜星毁灭了！,《迷你联萌大冒险》,
244,科学大造谣节目播报,早上好呀，现在是迷萌新闻特报。关于忽然出现的时空裂缝，科学家目前还没找到它是什么时候、什么原因出现在这里的。另外，按照科学家最近的计算结果，那个时空裂缝居然膨胀了！而且膨胀了不止一倍大！据说时空裂缝目前的大小，足以吞没、吞没3个星球？！,《迷你联萌大冒险》,
245,迪安的求救信,塔图星上的星际超科搜证联盟被毁，曜灵晶失窃，怀疑有虚空势力潜入！SOS！快来救我！,《迷你联萌大冒险》,
