ID,名称,描述
600404,尋找最近生物,以%1為參照物，尋找%2%3格內%4最近的%5
600405,尋找最近的特定生物,以%1為參照物，尋找%2%3格內%4最近的%5
600406,生物對象,%1對象
600411,生物屬性,%1的%2
600412,特定生物類型,%1類型生物
600413,獲取生物類型,%1的生物類型
600414,尋找最近生物,以%1為參照物，尋找%2%3格內%4最近的生物
600415,尋找最近的特定生物,以%1為參照物，尋找%2%3格內%4最近的%5
600416,尋找周邊所有生物,以%1為參照物，尋找%2%3格內%4%5
600417,獲取周邊生物數量,以%1為參照物，尋找%2%3格內%4%5數量
600418,尋找區域內所有生物,以%1為參照物，尋找區域%2內%3所有的%4
600501,尋找最近方塊位置,"以%1為參照物,尋找最近的%2格內%3的位置"
600510,位置的光照強度,%1的光照強度
600599,投擲物對象,%1對象
600600,掉落物對象,%1對象
600601,道具屬性,道具:%1的%2
600602,特定道具類型,%1類型道具
600603,擁有的道具數量,%1擁有的%2的數量
600604,獲得對象道具類型,%1的道具類型
600605,尋找最近的特定道具,以%1為參照物，尋找%2%3格內%4最近的%5
600606,尋找最近的特定道具,以%1為參照物，尋找%2%3格內最近的%4
600611,道具屬性,道具:%1的%2
600612,手持的道具類型,%1手持的道具類型
601001,隨機數,生成隨機整數:%1至%2
601002,高級四則運算,%1%2%3
601101,位置組中指定編號的位置,%1中編號為%2的位置
601102,位置組中的隨機位置,%1中的隨機位置
601103,數值組中指定編號的數值,%1中編號為%2的數值
601104,數值組中的隨機數值,%1中的隨機數值
601105,區域組中指定編號的區域,%1中編號為%2的區域
601106,區域組中的隨機區域,%1中的隨機區域
601107,對象組中指定編號的對象,%1中編號為%2的對象
601108,對象組中的隨機對象,%1中的隨機對象
601201,計時器時間,%1的時間
610101,獲取對象位置,獲取%1位置
610102,尋找最近對象,以%1為參照物，尋找%2%3格內%4最近的%5
610103,尋找周邊對象,以%1為參照物，尋找%2%3格內%4%5
610104,獲取周邊對象數量,以%1為參照物，尋找%2%3格內%4%5數量
610105,尋找區域內所有對象,以%1為參照物，尋找區域%2內%3的所有%4
700001,行為樹變量（區域）,
700002,行為樹變量（位置）,
700003,行為樹變量（數值）,
700004,行為樹變量（字符串）,
700005,行為樹變量（布爾值）,
700006,行為樹變量（對象）,
700007,行為樹變量（對象類型）,
700008,行為樹變量（對象組）,
700009,行為樹變量（玩家）,
700010,行為樹變量（玩家組）,
700011,行為樹變量（方塊類型）,
700012,行為樹變量（道具類型）,
700013,行為樹變量（生物）,
700014,行為樹變量（生物類型）,
700015,行為樹變量（生物組）,
700016,行為樹變量（計時器）,
700017,行為樹變量（特效類型）,
700018,行為樹變量（位置組）,
700019,行為樹變量（區域組）,
700020,行為樹變量（數值組）,
700021,行為樹變量（字符串組）,
700022,行為樹變量（布爾值組）,
700023,行為樹變量（方塊類型組）,
700024,行為樹變量（道具類型組）,
700025,行為樹變量（生物類型組）,
700026,行為樹變量（計時器組）,
700027,行為樹變量（特效類型組）,
708001,全局變量模板（區域）,
708002,全局變量模板（位置）,
708003,全局變量模板（數值）,
708004,全局變量模板（字符串）,
708005,全局變量模板（布爾值）,
708006,全局變量模板（玩家）,
708007,全局變量模板（玩家組）,
708008,全局變量模板（方塊類型）,
708009,全局變量模板（道具類型）,
708010,全局變量模板（生物）,
708011,全局變量模板（生物類型）,
708012,全局變量模板（生物組）,
708013,全局變量模板（計時器）,
708014,全局變量模板（特效類型）,
708015,全局變量模板（位置組）,
708016,全局變量模板（區域組）,
708017,全局變量模板（數值組）,
708018,全局變量模板（字符串組）,
708019,全局變量模板（布爾值組）,
708020,全局變量模板（方塊類型組）,
708021,全局變量模板（道具類型組）,
708022,全局變量模板（生物類型組）,
708023,全局變量模板（計時器組）,
708024,全局變量模板（特效類型組）,
