ID,名字,描述,获得方式
30,遊戲版本過低,快去下載最新的遊戲版本吧！,
31,堅固冰稜,"很#c0aba1d穩定#n的冰稜,在它附近要帶好頭盔哦",
32,脆冰稜,"很容易會#c0aba1d掉落#n的冰稜,在它附近要帶好頭盔哦",
33,平凡晶核礦,要用@item_11013#或更高級鎬開採,稀有礦石，可能出現冰原#c0aba1d雪山洞窟#n和雨林的#c0aba1d地下#n
34,霜火石礦,散髮出陣陣寒氣的礦石，要用@item_11011#或更高級鎬開採，會使#c0aba1d周圍溫度降低#n,稀有礦石，可能出現冰原#c0aba1d雪山洞窟#n中
35,霜火石塊,大量@item_11824#加工，發出寒光的方塊，會使#c0aba1d周圍溫度大幅降低#n,
36,洞窟洞口刷新,,
37,洞窟通道刷新,,
38,洞窟大洞刷新,,
39,洞窟小洞刷新,,
40,虛空晶塊,用虛空晶體合成的方塊，可照亮周圍的空間，放置在@item_596#下方後在虛空之夜凌晨時會有最強力的怪物來襲擊，請慎重使用！,
100,長草土塊,地表方塊，鏟類工具可快速開採，#c0aba1d使用耙類工具可變為@item_102#，使用鏟類工具可變為@item_103#,對@item_101#使用@item_11226#可以獲得
101,土塊,使用@item_11226#或者雨後都會萌發綠意變@item_100#，鏟類工具可快速開採，#c0aba1d使用耙類工具可變為@item_102#，使用鏟類工具可變為@item_103#,地表之下隨手可得
102,耕地,可種植農作物，靠近水或用水源灌溉可保持濕潤，利於作物生長,
103,土坑,可種植花種子、樹苗，靠近水源或用水灌溉可保持濕潤，利於植物生長,
104,岩石,地下隨處可見，鎬類工具可快速開採,
105,青石,使用石料和苔蘚加工而成的建築材料,
106,細黃沙,常見於水邊和沙漠地區，鏟類工具可快速開採，是加工石英砂的原材料，石英砂常用於燒製玻璃#r會受重力影響下落,常見於水邊和沙漠地區
107,碎石堆,不牢固的碎石堆，鏟類工具可以快速開採。 #r下方為空時，站在上面會塌陷，小心站穩,
108,素紋黃磚,用@item_29#燒制的建築材料,
109,砂土,貧瘠的土塊，植物無法在上面生長，鏟類工具可快速開採,
110,散落的石塊,被風磨損的小岩石，開採後獲得@item_11627#，用來加工石質工具,
111,遊戲版本過低,快去下載最新的遊戲版本吧！,
112,黑晶石,受到虛空幻影的影響，地質結構劇烈變化，該礦石已不復存在,
113,脆冰,水上的脆冰，敲碎後化作星星點點消散天地之間,
114,淤泥,水底的土塊，鎬類工具可以快速開採,
115,鬆軟的雪,四分之一格高的軟雪薄板，可堆疊改變厚度,
116,萌眼星石塊,萌眼星的特殊石塊，抗爆炸能力強，要用@item_11013#或更高級鎬類工具開採,
117,萌眼星草塊,萌眼星的草塊，含有植物生長的必要養分。要用@item_11023#或更高級鏟類工具開採,
118,萌眼星雲團,萌眼星空島周邊的雲塊，踩上去就會開始破碎,
119,旱土,在萌眼星，迷拉星的@item_100#需要放在@item_1050#上才能保持養分，否則就會失去養分成為旱土,
120,凍土,在低溫環境下，@item_100#和@item_101#會轉化為@item_120#。喜歡寒冷的植物需要長在此類土壤之上。,
121,凍土坑,可種植喜好寒冷的花種子、樹苗,
122,厚實的雪,厚實的雪，遇到高熱的#c0aba1d岩漿#n或在高溫環境下會融化成水，會使#c0aba1d周圍溫度稍微降低#n,
123,自然冰,常見於寒冷冰雪地帶，鎬類工具可快速開採，碰到#c0aba1d高溫環境#n會融化成水，會使#c0aba1d周圍溫度稍微降低#n,
124,硫黃岩,烈焰星常見的岩石，在冶煉台可以燒煉出@item_11214#，用鎬類工具可快速開採。,
125,灼沙,散發著灼熱氣息的黃沙，用鏟類工具可快速開採,
126,魔古岩,未知之地的石頭，不易被爆炸摧毀,商人有時會出售
127,泡沫塊,具有裝飾作用的方塊,
128,紅沙,罕見的紅色沙堆，含有豐富的礦物元素，與@item_11201#混合之後會變得非常不穩定,在紅土島嶼和珊瑚島嶼中時有發現
129,厚實的雪,,
130,厚實的雪堆,想一起堆個雪人，或者來打雪仗,
131,堅固的冰,超級堅硬的冰，無法被撼動,
132,硫黃晶砂,出現在烈焰星的岩漿中，只能用@item_11025#開採，是製作@item_11219#的材料之一，被流體遮擋時會噴發#r#c0aba1d生命可貴，請勿模仿任何遊戲內的行為#n,#c0aba1d生命可貴，請勿模仿任何遊戲內的行為#n
133,空的蜂巢,現在還沒有蜂蜜入住，放到@item_255#下可以積蓄蜂蜜,
134,滿的蜂巢,裝滿蜂蜜的蜂巢，小心蜜蜂！對其使用@item_11320#可獲得@item_12511#,
135,神秘圖騰-大地,古文明中具有重要意義的石像，如今僅有裝飾作用,萌眼星瑪雅文明遺跡收集
136,神秘圖騰-天空,古文明中具有重要意義的石像，如今僅有裝飾作用,萌眼星瑪雅文明遺跡收集
137,萌眼星土坑,,
138,污染方塊,,
139,BOSS戰使用方塊,,
140,生命石座,“昔日者”文明留下的石座，聯繫著迷拉星的生命力量,
141,勇氣石座,“昔日者”文明留下的石座，聯繫著烈焰星的勇氣力量,
142,智慧石座,“昔日者”文明留下的石座，聯繫著萌眼星的智慧力量,
143,破損的祭台,古代石座，被挖掘後已無法恢復原狀,
144,紅薇蝶玻璃瓶,放置後可照亮周圍小片區域,在空島地形用小玻璃瓶捕捉蝴蝶獲得
145,蘭青蝶玻璃瓶,放置後可照亮周圍小片區域,在空島地形用小玻璃瓶捕捉蝴蝶獲得
146,香粉蝶玻璃瓶,放置後可照亮周圍小片區域,在空島地形用小玻璃瓶捕捉蝴蝶獲得
147,白香蝶玻璃瓶,放置後可照亮周圍小片區域,在空島地形用小玻璃瓶捕捉蝴蝶獲得
148,龍信蝶玻璃瓶,放置後可照亮周圍小片區域,在空島地形用小玻璃瓶捕捉蝴蝶獲得
149,舌鐘蝶玻璃瓶,放置後可照亮周圍小片區域,在空島地形用小玻璃瓶捕捉蝴蝶獲得
150,紅土耕地,可種植適應特殊的作物，必須靠近水或用花灑灌溉才能保持濕潤,使用耙開墾紅土獲得
151,紅土土坑,可種植特殊的植物，必須靠近水或用花灑灌溉才能保持濕潤,使用鏟子開墾紅土獲得
152,星球岩豎薄板,豎立著的輕薄石板，可堆疊改變厚度,在工匠台用萌眼星石塊加工
153,竹板豎薄板,豎立著的輕薄木板，可堆疊改變厚度,在工匠台用竹子加工
154,胭脂紅豎薄板,豎立著的輕薄木板，可堆疊改變厚度,在工匠台用胭脂紅顏料刷漆加工
155,水泥磚豎薄板,豎立著的輕薄石板，可堆疊改變厚度,在工匠台用水泥磚加工
156,硫黃磚豎薄板,豎立著的輕薄石板，可堆疊改變厚度,在工匠台用硫黃磚塊加工
157,石質豎薄板,豎立著的輕薄石板，可堆疊改變厚度,在工匠台用石料加工
158,精製石磚豎薄板,豎立著的輕薄石板，可堆疊改變厚度,在工匠台用岩石加工
159,鈦合金豎薄板,豎立著的輕薄金屬板，可堆疊改變厚度,在工匠台用鈦合金加工
160,黃銅豎薄板,豎立著的輕薄金屬板，可堆疊改變厚度,在工匠台用黃銅加工
161,雲母豎薄板,豎立著的輕薄金屬板，可堆疊改變厚度,在工匠台用雲母加工
162,秘銀豎薄板,豎立著的輕薄金屬板，可堆疊改變厚度,在工匠台用秘銀加工
163,熾炎豎薄板,豎立著的輕薄金屬板，可堆疊改變厚度,在工匠台用熾炎加工
164,檸檬黃豎薄板,豎立著的輕薄木板，可堆疊改變厚度,在工匠台用檸檬黃顏料刷漆加工
165,蒼石灰豎薄板,豎立著的輕薄木板，可堆疊改變厚度,在工匠台用蒼石灰顏料刷漆加工
166,深栗紅豎薄板,豎立著的輕薄木板，可堆疊改變厚度,在工匠台用栗紅木顏料刷漆加工
167,落日橙豎薄板,豎立著的輕薄木板，可堆疊改變厚度,在工匠台用落日橙顏料刷漆加工
168,海棠紅豎薄板,豎立著的輕薄木板，可堆疊改變厚度,在工匠台用海棠紅顏料刷漆加工
169,象牙白豎薄板,豎立著的輕薄木板，可堆疊改變厚度,在工匠台用象牙白顏料刷漆加工
170,秋葉橙豎薄板,豎立著的輕薄木板，可堆疊改變厚度,在工匠台用秋葉橙顏料刷漆加工
171,豎薄板,豎立著的輕薄木板，可堆疊改變厚度,在工匠台用木料加工
172,黃磚豎薄板,豎立著的輕薄石板，可堆疊改變厚度,在工匠台用黃磚加工
173,錳塊豎薄板,豎立著的輕薄金屬板，可堆疊改變厚度,在工匠台用錳結核加工
174,淺蒼灰豎薄板,豎立著的輕薄木板，可堆疊改變厚度,在工匠台用淺蒼灰顏料刷漆加工
200,櫻桃木,櫻桃樹幹，可在@item_800#加工成@item_11323#，可用於裝飾，也可以作爲燃料,在斧類工具上鑲嵌#c0aba1d完整獲取#n符文後砍伐獲得
201,落葉松木,落葉松樹幹，可在@item_800#加工成@item_11323#，可用於裝飾，也可以作爲燃料,在斧類工具上鑲嵌#c0aba1d完整獲取#n符文後砍伐獲得
202,白楊木,白楊樹幹，可在@item_800#加工成@item_11323#，可用於裝飾，也可以作爲燃料,在斧類工具上鑲嵌#c0aba1d完整獲取#n符文後砍伐獲得
203,紅杉木,紅杉樹幹，可在@item_800#加工成@item_11323#，可用於裝飾，也可以作爲燃料,在斧類工具上鑲嵌#c0aba1d完整獲取#n符文後砍伐獲得
204,楠木,楠木樹幹，可在@item_800#加工成@item_11323#，可用於裝飾，也可以作爲燃料,在斧類工具上鑲嵌#c0aba1d完整獲取#n符文後砍伐獲得
205,核桃木,核桃樹幹，可在@item_800#加工成@item_11323#，可用於裝飾，也可以作爲燃料,在斧類工具上鑲嵌#c0aba1d完整獲取#n符文後砍伐獲得
206,木板,基礎建築材料，在木製建築中被廣泛使用,在工匠台用木料加工
207,秋葉橙木板,基礎建築材料，在木製建築中被廣泛使用,在工匠台用秋葉橙顏料刷漆加工
208,象牙白木板,基礎建築材料，在木製建築中被廣泛使用,在工匠台用象牙白顏料刷漆加工
209,海棠紅木板,基礎建築材料，在木製建築中被廣泛使用,在工匠台用海棠紅顏料刷漆加工
210,落日橙木板,基礎建築材料，在木製建築中被廣泛使用,在工匠台用落日橙顏料刷漆加工
211,深栗紅木板,基礎建築材料，在木製建築中被廣泛使用,在工匠台用深栗紅顏料刷漆加工
212,櫻桃樹苗,可以作為燃料使用，但燒的非常快,
213,落葉松樹苗,可以作為燃料使用，但燒的非常快,
214,白楊樹苗,可以作為燃料使用，但燒的非常快,
215,紅杉樹苗,可以作為燃料使用，但燒的非常快,
216,楠木樹苗,可以作為燃料使用，但燒的非常快,
217,核桃樹苗,可以作為燃料使用，但燒的非常快,
218,櫻桃木樹葉,可以用來做@item_1200#燃料或者制氧原料，也可以作為#c0aba1d雪人的頭飾#n,
219,落葉松樹葉,可以用來做@item_1200#燃料或者制氧原料，也可以作為#c0aba1d雪人的頭飾#n,
220,白楊樹葉,可以用來做@item_1200#燃料或者制氧原料，也可以作為#c0aba1d雪人的頭飾#n,
221,紅杉樹葉,可以用來做@item_1200#燃料或者制氧原料，也可以作為#c0aba1d雪人的頭飾#n,
222,楠木樹葉,可以用來做@item_1200#燃料或者制氧原料，也可以作為#c0aba1d雪人的頭飾#n,
223,核桃樹葉,可以用來做@item_1200#燃料或者制氧原料，也可以作為#c0aba1d雪人的頭飾#n,
224,小草,天蒼蒼，野茫茫，風吹草低見牛羊#r#c0aba1d破壞#n後有可能獲得@item_11226#,天蒼蒼，野茫茫，風吹草低見牛羊
225,枯草,離離原上草，一歲一枯榮#r使用#c0aba1d鏟類工具#n收穫@item_225#，其餘工具則收穫@item_11226#,離離原上草，一歲一枯榮
226,土筍,在陰暗處生長的植物，是烹飪的原材料，直接食用#c0aba1d恢復體力#n但小心#c0aba1d拉肚子#n哦，據說會和萌眼星空島下的#c0aba1d星光孢子樹#n發生一些奇妙的變化,
227,紫蘇,在陰暗處生長的植物，是烹飪的原材料，直接食用#c0aba1d恢復體力#n但小心#c0aba1d拉肚子#n哦，據說會和萌眼星空島下的#c0aba1d星光孢子樹#n發生一些奇妙的變化,
228,獨葵,#c0aba1d餵食角鹿#n使其進入#c0aba1d產奶#n狀態,生長在#c0aba1d雨林中#n
229,玉米,可加工成@item_344#，@item_344#是烹飪的基礎原材料。可以在@item_1200#上烤熟,@item_11400#在@item_102#上種植，或收穫野生玉米獲得
230,巨布魯果,,在@item_102#上種植@item_11401#獲得
231,巨布魯果苗,有了陽光和水，再等一段時間，苗上會長出果實,
232,氣根,大樹上垂下的氣根，異常堅韌，可承受人的重量，別爬太高，小心摔下來！,
233,紅土,傳說中海上有座島，那裡遍地都是紅土，罕見的紅色土壤，含豐富且奇異的成分，在上面生長的植物都會發生一些神奇的變化,傳說中海上有座島，那裡遍地都是紅土
234,水稻,生長在#c0aba1d盆地的水域中#n，可加工成@item_12528#，然後在@item_794#內煮成@item_12529##r餵給嘟嘟鳥喫可以使它進入繁殖狀態,在底部為土塊或黃沙，且高度為一格的水面種植水稻種子獲得
236,青瓜,可在@item_102#上種植。#r可以餵食#c0aba1d墩墩#n獲得@item_11311#。,破壞陶罐、擊敗爆爆蛋時，均有可能獲得
237,紅杉果,紅杉木上的果實，是烹飪的原材料,
238,荊棘草,帶刺的小草，#c0aba1d破壞#n後有可能獲得@item_11226#,
239,巨鱗羽果,太大了，要切開才能吃！需要在@item_800#里加工一下,在耕地上種巨鱗羽果種子也可獲得
240,巨鱗羽果苗,有了陽光和水，再等一段時間，苗上會長出果實,
241,番薯,可在@item_101#上種植。可以在@item_1200#上烤熟,破壞陶罐有可能獲得
242,仙人掌莖,生長在#c0aba1d沙漠#n里，可以和@item_12001#一起加工成布滿尖刺的武器！,使用仙人掌種子種植在土坑中也可獲得
243,野生玉米,破壞後有可能獲得@item_229#,野蠻生長的玉米，因缺乏照料營養不是很足
244,聖誕樹,聖誕老人親手裝點的常青樹，通常用於裝飾建築,聖誕活動期間聖誕老人的商店中購買
245,水草,生長在#c0aba1d淺海#n的水生植物，因長勢錯綜複雜很容易纏住停留在其上的生物和道具，盡量不要停留太久，如果運氣夠好也有可能在其中找到稀有的珍寶,
246,海帶,生長在#c0aba1d淺海#n的常見水生植物，破壞後有概率掉落@item_12615#,鑲嵌完整獲取符文會收穫海帶
247,漂浮的花瓣,散落在#c0aba1d水面上#n，可放置在水面做裝飾,
248,漂浮的木板,放置在水面上可#c0aba1d承受重量#n,在工匠台用木板在加工
249,松果,落葉鬆的果實，可烹飪美味的食物,
250,荷花,生長在#c0aba1d水面上#n，可放置在水面做裝飾,
251,竹子,對#c0aba1d熊貓#n使用後，有可能將其#c0aba1d馴服#n#r#c0aba1d餵食#n已馴服的熊貓後，可獲得@item_11312#,生長在#c0aba1d竹林#n，也可在土坑中種植竹筍獲得
252,竹葉,可用作裝飾，破壞後有幾率掉落@item_253#,
253,竹筍,種植在@item_103#中可長成@item_251#,破壞竹葉有可能獲得
254,桃花木,用#c0aba1d斧類工具#n可快速砍伐#r可加工成@item_11323#，也可以作爲燃料,
255,桃花樹葉,可以用來做@item_1200#燃料或者制氧原料#r餵給飛雞吃可使它進入繁殖狀態，也可以作為#c0aba1d雪人的頭飾#n,
256,桃花樹苗,在@item_103#種植可長成桃樹,破壞桃樹葉有機率掉落
257,珍木,用#c0aba1d斧類工具#n可快速砍伐#r可加工成@item_11323#，也可以作爲燃料,
258,珍木樹葉,可以用來做@item_1200#燃料或者制氧原料，也可以作為#c0aba1d雪人的頭飾#n,
259,珍木樹苗,珍木的幼苗,破壞珍木樹葉有機率掉落
260,無葉珍木,生長在萌眼星的貧瘠地表上，側面可種植@item_12582##r要用@item_11003#或更高級斧類工具砍伐,要用#c0aba1d秘銀斧#n或更高級斧類工具砍伐
261,星光孢子桿,在其旁邊種植@item_226#、@item_227#會發生#c0aba1d變異#n,生長在萌眼星#c0aba1d空島下方的陰暗處#n
262,苔蘚,濕潤且富含水分的苔蘚，小心站在上面會滑倒，破壞掉落@item_11595##r白日不到處，青春恰自來,
263,星光孢子種子,#c0aba1d種植#n在陰暗處的@item_116#上，一段時間後會長出@item_270#,
264,蒼石灰木板,基礎建築材料，在木制建築中被廣泛使用,在工匠台用蒼石灰顏料刷漆加工
265,無葉珍木木板,可用於裝飾,在工匠台用無葉珍木製作
266,變異土筍,#c0aba1d食用#n後會獲得以下特殊效果#r#c0aba1d螢光、瘋狂挖掘或挖掘疲勞狀態。,將星光孢子接近土筍變異而成
267,變異紫蘇,#c0aba1d食用#n後會獲得以下特殊效果#r#c0aba1d螢光、生命恢復或中毒狀態。,將星光孢子接近紫蘇變異而成
268,變異的植物桿,生長在萌眼星#c0aba1d空島下方的陰暗處#n。,生長在萌眼星#c0aba1d空島下方的陰暗處#n
269,熒光彩色草,製作@item_12590#和@item_12591#的材料之一,生長在萌眼星#c0aba1d空島上#n
270,星光孢子,#c0aba1d食用#n後獲得#c0aba1d螢光狀態#n，概率獲得夜視或暈頭轉向狀態,生長在萌眼星空島下方的陰暗處，種植星光孢子種子也可獲得
271,星光孢子,#c0aba1d食用#n後獲得#c0aba1d螢光狀態#n，概率獲得夜視或暈頭轉向狀態,生長在萌眼星空島下方的陰暗處，種植星光孢子種子也可獲得
272,星光孢子,#c0aba1d食用#n後獲得#c0aba1d螢光狀態#n，概率獲得夜視或暈頭轉向狀態,生長在萌眼星空島下方的陰暗處，種植星光孢子種子也可獲得
273,星光孢子,#c0aba1d食用#n後獲得#c0aba1d螢光狀態#n，概率獲得夜視或暈頭轉向狀態,生長在萌眼星空島下方的陰暗處，種植星光孢子種子也可獲得
274,星光孢子,#c0aba1d食用#n後獲得#c0aba1d螢光狀態#n，概率獲得夜視或暈頭轉向狀態,生長在萌眼星空島下方的陰暗處，種植星光孢子種子也可獲得
275,星光孢子,#c0aba1d食用#n後獲得#c0aba1d螢光狀態#n，概率獲得夜視或暈頭轉向狀態,生長在萌眼星空島下方的陰暗處，種植星光孢子種子也可獲得
276,星光孢子,#c0aba1d食用#n後獲得#c0aba1d螢光狀態#n，概率獲得夜視或暈頭轉向狀態,生長在萌眼星空島下方的陰暗處，種植星光孢子種子也可獲得
277,星光孢子,#c0aba1d食用#n後獲得#c0aba1d螢光狀態#n，概率獲得夜視或暈頭轉向狀態,生長在萌眼星空島下方的陰暗處，種植星光孢子種子也可獲得
278,星光孢子,#c0aba1d食用#n後獲得#c0aba1d螢光狀態#n，概率獲得夜視或暈頭轉向狀態,生長在萌眼星空島下方的陰暗處，種植星光孢子種子也可獲得
279,星光孢子,#c0aba1d食用#n後獲得#c0aba1d螢光狀態#n，概率獲得夜視或暈頭轉向狀態,生長在萌眼星空島下方的陰暗處，種植星光孢子種子也可獲得
280,星光孢子,#c0aba1d食用#n後獲得#c0aba1d螢光狀態#n，概率獲得夜視或暈頭轉向狀態,生長在萌眼星空島下方的陰暗處，種植星光孢子種子也可獲得
281,星光孢子,#c0aba1d食用#n後獲得#c0aba1d螢光狀態#n，概率獲得夜視或暈頭轉向狀態,生長在萌眼星空島下方的陰暗處，種植星光孢子種子也可獲得
282,星光孢子,#c0aba1d食用#n後獲得#c0aba1d螢光狀態#n，概率獲得夜視或暈頭轉向狀態,生長在萌眼星空島下方的陰暗處，種植星光孢子種子也可獲得
283,星光孢子,#c0aba1d食用#n後獲得#c0aba1d螢光狀態#n，概率獲得夜視或暈頭轉向狀態,生長在萌眼星空島下方的陰暗處，種植星光孢子種子也可獲得
284,星光孢子,#c0aba1d食用#n後獲得#c0aba1d螢光狀態#n，概率獲得夜視或暈頭轉向狀態,生長在萌眼星空島下方的陰暗處，種植星光孢子種子也可獲得
285,星光孢子,#c0aba1d食用#n後獲得#c0aba1d螢光狀態#n，概率獲得夜視或暈頭轉向狀態,生長在萌眼星空島下方的陰暗處，種植星光孢子種子也可獲得
286,變異星光孢子桿,遇到@item_227#或@item_226#後變異的@item_261#,
287,無球鋸齒蕨,#c0aba1d紅土地#n特有的古老植物，葉片上鋸齒極為鋒利，有些還會長出@item_12619#，一但粘在身上就難以抖開#r遇到時請盡量繞道而行，尤其不建議空手觸碰,
288,結球鋸齒蕨,#c0aba1d紅土地#n特有的古老植物，葉片上鋸齒極為鋒利，有些還會長出@item_12619#，一但粘在身上就難以抖開#r遇到時請盡量繞道而行，尤其不建議空手觸碰,
289,鋸齒碎石牆,纏上@item_12618#後，@item_548#的防禦能力顯著提高，現在不但可以攔住怪物，還能把碰到的怪物彈開#r#c0aba1d小貼士#n：不太建議拿來圈養動物,使用工匠台加工獲得
290,鋸齒青石牆,纏上@item_12618#後，@item_549#的防禦能力顯著提高，現在不但可以攔住怪物，還能把碰到的怪物彈開#r#c0aba1d小貼士#n：不太建議拿來圈養動物,使用工匠台加工獲得
291,鋸齒星球岩牆,纏上@item_12618#後，@item_572#的防禦能力顯著提高，現在不但可以攔住怪物，還能把碰到的怪物彈開#r#c0aba1d小貼士#n：不太建議拿來圈養動物,使用工匠台加工獲得
292,椰樹苗,椰子種在地裡後長出的苗，過段時間就會長成椰樹了！,
294,巨大椰葉,這麼大一片葉子，做為#c0aba1d燃料#n使用的話似乎可以燒很久,
295,大椰子,種植在@item_103#中可長成椰樹#r#c0aba1d椰樹#n上結出的巨大果實，小心別站在它下面，被砸中可不是鬧著玩的,
296,異化巨大椰葉,受紅土影響整個葉片的顏色都發生了巨變，內部積聚了大量的不穩定物質，做為#c0aba1d燃料#n使用的話似乎可以燒的更久了。,
297,異化大椰子,受#c0aba1d紅土#n影響連椰子也發生了變化，內部聚集了大量不穩定物質，使得椰子無法繼續種植、不可食用#r聽說海盜似乎很喜歡用異化椰子製作#c0aba1d炮彈#n，不妨試試！,
298,燃燒的小火炬,放置後可持續燃燒一段時間並照亮周圍，之後便會熄滅，接觸明火可再次被點燃，例如：手持@item_298#點擊熄滅的、或是手持@item_299#點擊正在燃燒的@item_1200##r小貼士：小火炬在#c0aba1d雨天#n會被雨水澆滅且無法點燃,
299,熄滅的小火炬,已經熄滅的小火炬，接觸明火可再次被點燃，例如：手持@item_298#點擊熄滅的、或是手持@item_299#點擊正在燃燒的@item_1200##r小貼士：小火炬在#c0aba1d雨天#n會被雨水澆滅且無法點燃,
300,風鈴花,可製作@item_11228#和高級食物，也可通過@item_800#加工成@item_431##r手持還可引導#c0aba1d稻草人跟隨#n,可在野外採集，也可在土坑中種植風鈴花種子獲得
301,若蘭,可製作@item_11228#和高級食物，也可通過@item_800#加工成@item_432#,可在野外採集，也可在土坑中種植若蘭花種子獲得
302,星辰花,可製作@item_11228#和高級食物，也可通過@item_800#加工成@item_433#,可在野外採集，也可在土坑中種植星辰花種子獲得
303,龍血花,可製作@item_11228#和高級食物，也可通過@item_800#加工成@item_434#,可在野外採集，也可在土坑中種植龍血花種子獲得
304,風信子,可製作@item_11228#和高級食物，也可通過@item_800#加工成@item_435#,可在野外採集，也可在土坑中種植風信子種子獲得
305,龍爪草,可製作@item_11228#和高級食物，也可通過@item_800#加工成@item_436#,可在野外採集，也可在土坑中種植龍爪草種子獲得
306,龍血樹,可製作@item_11228#和高級食物，也可通過@item_800#加工成@item_437#,可在野外採集，也可在土坑中種植龍血樹種子獲得
307,紅色龍舌蘭,可製作@item_11228#和高級食物，也可通過@item_800#加工成@item_438#,可在野外採集，也可在土坑中種植紅色龍舌蘭種子獲得
308,橙色龍舌蘭,可製作@item_11228#和高級食物，也可通過@item_800#加工成@item_439#,可在野外採集，也可在土坑中種植橙色龍舌蘭種子獲得
309,灰色龍舌蘭,可製作@item_11228#和高級食物，也可通過@item_800#加工成@item_440#,可在野外採集，也可在土坑中種植灰色龍舌蘭種子獲得
310,粉色龍舌蘭,可製作@item_11228#和高級食物，也可通過@item_800#加工成@item_441#,可在野外採集，也可在土坑中種植粉色龍舌蘭種子獲得
311,白椰花,可製作@item_11228#和高級食物，也可通過@item_800#加工成@item_442#,可在野外採集，也可在土坑中種植白椰花種子獲得
312,黃鐘花,可製作@item_11228#和高級食物，也可通過@item_800#加工成@item_443#,可在野外採集，也可在土坑中種植黃鐘花種子獲得
313,野薔薇,可製作@item_11228#和高級食物，也可通過@item_800#加工成@item_444#,可在野外採集，也可在土坑中種植野薔薇種子獲得
314,紅藻,是製作@item_12715#的主要材料,生長在#c0aba1d深海#n海底，在熱泉周圍時會發出微弱的光亮
315,遊戲版本過低,,
316,遊戲版本過低,,
317,遊戲版本過低,,
318,遊戲版本過低,,
319,遊戲版本過低,,
320,遊戲版本過低,,
321,桃花堆,芳草鮮美落英繽紛,出現在#c0aba1d桃樹林中#n，用鏟類工具採集獲得
322,小花堆,落花時節又逢君,出現在#c0aba1d桃樹林中#n，用鏟類工具採集獲得
323,落葉堆,無邊落木蕭蕭下,出現在#c0aba1d桃樹林中#n，用鏟類工具採集獲得
324,櫻桃木果實,蘊含著成熟櫻桃的樹葉，破壞後可以得到@item_12500#,
325,落葉松木果實,蘊含著成熟松果的樹葉，破壞後可以得到@item_12503#,
326,喬木果實,蘊含著成熟喬木果實的樹葉，破壞後可以得到@item_378#,
327,珍木果實,蘊含著成熟氧氣果的樹葉，破壞後可以得到@item_12583#,
328,紅杉木果實,蘊含著成熟紅杉果的樹葉，破壞後可以得到@item_11403#,
329,核桃木果實,蘊含著成熟核桃的樹葉，破壞後可以得到@item_12603#,
330,桃花木果實,蘊含著成熟桃子的樹葉，破壞後可以得到@item_12601#,
331,白楊木果實,蘊含著成熟白楊果的樹葉，破壞後可以得到@item_12604#,
