ID,名字,类别名,描述
50019,玩家的私有变量（区域）,玩家,@1|的|@2|（區域）
50020,玩家的私有变量（位置）,玩家,@1|的|@2|（位置）
50021,玩家的私有变量（数值）,玩家,@1|的|@2|（數值）
50022,玩家的私有变量（字符串）,玩家,@1|的|@2|（字符串）
50023,玩家的私有变量（布尔值）,玩家,@1|的|@2|（布爾值）
50024,玩家的私有变量（玩家）,玩家,@1|的|@2|（玩家）
50025,玩家的私有变量（玩家组）,玩家,@1|的|@2|（玩家組）
50026,玩家的私有变量（方块类型）,玩家,@1|的|@2|（方塊類型）
50027,玩家的私有变量（道具类型）,玩家,@1|的|@2|（道具類型）
50028,玩家的私有变量（生物）,玩家,@1|的|@2|（生物）
50029,玩家的私有变量（生物类型）,玩家,@1|的|@2|（生物類型）
50030,玩家的私有变量（生物组）,玩家,@1|的|@2|（生物組）
50031,玩家的私有变量（计时器）,玩家,@1|的|@2|（計時器）
50032,玩家的私有變量（特效類型）,玩家,@1|的|@2|（特效類型）
50033,玩家準心所指的方向,玩家,@1|準心所指的方向
50034,玩家的手持道具類型,玩家,@1|的手持道具類型
50035,玩家,玩家,|@1
50036,玩家組,玩家,|@1
50037,指定玩家外觀,玩家,@1|的外觀
50038,玩家組,玩家,|@1
50039,玩家的私有變量（位置組）,玩家,@1|的|@2|（位置組）
50040,玩家的私有變量（區域組）,玩家,@1|的|@2|（區域組）
50041,玩家的私有變量（數值組）,玩家,@1|的|@2|（數值組）
50042,玩家的私有變量（字符串組）,玩家,@1|的|@2|（字符串組）
50043,玩家的私有變量（布爾值組）,玩家,@1|的|@2|（布爾值組）
50044,玩家的私有變量（方塊類型組）,玩家,@1|的|@2|（方塊類型組）
50045,玩家的私有變量（道具類型組）,玩家,@1|的|@2|（道具類型組）
50046,玩家的私有變量（生物類型組）,玩家,@1|的|@2|（生物類型組）
50047,玩家的私有變量（計時器組）,玩家,@1|的|@2|（計時器組）
50048,玩家的私有變量（特效類型組）,玩家,|@1|的|@2|（特效類型組）
50049,隨機外觀類型,玩家,隨機外觀類型
50050,獲取玩家的迷你號,玩家,獲取|@1|的迷你號
50051,獲取指定迷你號的玩家,玩家,獲取迷你號為|@1|的玩家
50052,發射投擲物的玩家,玩家,發射投擲物的玩家
60001,玩家組中的玩家數量,玩家組,@1|中玩家的數量
60002,玩家組中的玩家的編號,玩家組,@1|中|@2|的編號
60003,遊戲中玩家的數量,玩家組,當前遊戲中玩家的數量
60004,玩家組中指定編號的玩家,玩家組,@1|中編號為|@2|的玩家
60005,玩家組中的隨機玩家,玩家組,@1|中的隨機玩家
60006,所有玩家,玩家組,所有玩家
60007,队伍中的所有玩家,玩家組,@1|中的所有玩家
60008,区域中的所有玩家,玩家組,@1|中的所有玩家
70001,生物的位置,生物,@1|的位置
70002,生物的屬性,生物,@1|的|@2
70004,獲取生物組中生物編號,生物,@1|中|@2|的編號
70005,生物面向的角度,生物,@1|面向的角度
70006,生物的類型名,生物,@1|的類型名
70007,個體判斷,生物,@1||@2||@3
70008,類型判斷,生物,@1||@2||@3
70009,處於生物組判斷,生物,@1||@2|處於|@3
70010,處於區域判斷,生物,@1||@2|處於|@3|中
70011,狀態判斷,生物,@1||@2|擁有|@3|的狀態
70012,生物的隊伍,生物,@1|的隊伍
70013,指定生物類型,生物,@1|的類型
70014,隨機生物類型,生物,隨機的生物類型
70015,生物類型,生物,|@1
70016,生物組,生物,|@1
70017,指定生物外觀,生物,@1|的外觀
70018,生物組,生物,|@1
70019,生物類型組,生物,|@1
70020,生物,生物,|@1
70021,發射投擲物的生物,生物,發射投擲物的生物
80001,生物組中生物的數量,生物組,@1|中生物的數量
80002,生物組中指定編號的生物,生物組,@1|中編號為|@2|的生物
80003,生物組中的隨機生物,生物組,@1|中的隨機生物
80004,队伍中的所有生物,生物組,@1|中的所有生物
80005,区域中的所有生物,生物組,@1|中的所有生物
90001,掉落物的位置,道具,@1|的位置
90002,掉落物的數量,道具,@1|的數量
90003,玩家背包發生改變的道具的數量,道具,玩家背包發生改變的道具的數量
90004,道具的類型名,道具,@1|的類型名
90005,類型判斷,道具,@1||@2||@3
90006,掉落物處於區域判斷,道具,@1||@2|處於|@3|中
90007,投射物處於區域判斷,道具,@1||@2|處於|@3|中
90008,掉落物的類型,道具,@1|的類型
90009,道具類型,道具,|@1
90012,道具類型組,道具,|@1
90013,隨機道具類型,道具,隨機道具類型
100001,當前全局天氣模式,世界,獲取當前全局天氣模式
100002,位置與位置的距離,世界,@1|與|@2|的距離
100003,天氣類型比較,世界,@1||@2||@3
100004,方塊類型比較,世界,@1||@2||@3
100005,方塊的開關狀態,世界,@1|的方塊的開關狀態
100006,位置處於區域判斷,世界,@1||@2|處於|@3|中
100007,指定位置的方塊類型,世界,@1|的方塊類型
100008,位置到位置的方向,世界,@1|到|@2|的方向
100009,絕對三軸坐標方向,世界,X|@1|，Y|@2|，Z|@3|的方向
100010,絕對球坐標方向,世界,方位角|@1|，仰角|@2|的方向
100011,位置,世界,|@1
100012,區域,世界,|@1
100013,計時器,世界,|@1
100014,位置組,世界,|@1
100015,區域組,世界,|@1
100016,計時器組,世界,|@1
100017,隨機天氣,世界,隨機天氣
100018,地形組的天氣,世界,@1|的天氣
110001,指定玩家的載具,載具,@1|的載具
120001,隨機特效類型,特效,隨機的特效類型
120002,特效類型,特效,|@1
120003,特效類型組,特效,|@1
130001,獲取當前播放廣告位的名字,播放,獲取當前播放廣告位的名字
140001,方塊類型,方塊,|@1
140002,方塊類型組,方塊,|@1
150001,文字板,圖文信息,文字內容為|@1|的文字板，字體大小為|@2|，底板不透明度為|@3|%，編號為|@4
150002,漂浮文字,圖文信息,文字內容為|@1|的漂浮文字，字體大小為|@2|，編號為|@3
150003,進度條,圖文信息,當前值|@1|，最大值|@2|的進度條，進度條顏色為|@3|，編號為|@4
150004,指向對象的箭頭,圖文信息,指向|@1|， 箭頭大小為|@2|，顏色為|@3|，編號為|@4
150005,指向位置的箭頭,圖文信息,指向|@1|， 箭頭大小為|@2|，顏色為|@3|，編號為|@4
150006,指向對象的引導面,圖文信息,指向|@1|， 引導面大小為|@2|，顏色為|@3|，編號為|@4
150007,指向位置的引導面,圖文信息,指向|@1|， 引導面大小為|@2|，顏色為|@3|，編號為|@4
150008,指向對象的引導線,圖文信息,指向|@1|， 引導線大小為|@2|，顏色為|@3|，編號為|@4
150009,指向位置的引導線,圖文信息,指向|@1|， 引導線大小為|@2|，顏色為|@3|，編號為|@4
160001,隨機顏色,顏色,隨機顏色
170001,位置組中指定編號的位置,位置組,@1|中編號為|@2|的位置
170002,位置組中的隨機位置,位置組,@1|中的隨機位置
180001,區域組中指定編號的區域,區域組,@1|中編號為|@2|的區域
180002,區域組中的隨機區域,區域組,@1|中的隨機區域
190001,數值組中指定編號的數值,數值組,@1|中編號為|@2|的數值
190002,數值組中的隨機數值,數值組,@1|中的隨機數值
190003,獲取數值組中的最大值,數值組,獲取|@1|中的最大值
190004,獲取數值組中的最小值,數值組,獲取|@1|中的最小值
200001,字符串組中指定編號的字符串,字符串組,@1|中編號為|@2|的字符串
200002,字符串組中的隨機字符串,字符串組,@1|中的隨機字符串
210001,布爾值組中指定編號的布爾值,布爾值,@1|中編號為|@2|的布爾值
210002,布爾值組中的隨機布爾值,布爾值,@1|中的隨機布爾值
220001,方塊類型組中指定編號的方塊類型,方塊類型,@1|中編號為|@2|的方塊類型
220002,方塊類型組中的隨機方塊類型,方塊類型,@1|中的隨機方塊類型
230001,道具類型組中指定編號的道具類型,道具類型,@1|中編號為|@2|的道具類型
230002,道具類型組中的隨機道具類型,道具類型,@1|中的隨機道具類型
240001,生物類型組中指定編號的生物類型,生物類型,@1|中編號為|@2|的生物類型
240002,生物類型組中的隨機生物類型,生物類型,@1|中的隨機生物類型
250001,計時器組中指定編號的計時器,計時器,@1|中編號為|@2|的計時器
250002,計時器組中的隨機計時器,計時器,@1|中的隨機計時器
260001,特效類型組中指定編號的特效類型,特效類型,@1|中編號為|@2|的特效類型
260002,特效類型組中的隨機特效類型,特效類型,@1|中的隨機特效類型
270004,獲取道具類型圖標,通用,|@1
270005,獲取生物圖標,通用,|@1
270006,獲取生物類型圖標,通用,|@1
270007,獲取狀態圖標,通用,|@1
270008,獲取方塊類型圖標,通用,|@1
270009,獲取玩家當前角色圖標,通用,當前|@1|角色圖標
270010,獲取玩家快捷欄圖標,通用,@1|快捷欄為|@2|的圖標
280001,隨機投擲物類型,投擲物,隨機投擲物類型
290001,隨機音效,音效,隨機音效
300001,服務器獲取的位置,數據存儲,服務器獲取的位置
300002,服務器獲取的區域,數據存儲,服務器獲取的區域
300003,服務器獲取的數值,數據存儲,服務器獲取的數值
300004,服務器獲取的字符串,數據存儲,服務器獲取的字符串
300005,服務器獲取的布爾值,數據存儲,服務器獲取的布爾值
300006,服務器獲取的玩家,數據存儲,服務器獲取的玩家
300007,服務器獲取的方塊類型,數據存儲,服務器獲取的方塊類型
300008,服務器獲取的道具類型,數據存儲,服務器獲取的道具類型
300009,服務器獲取的生物,數據存儲,服務器獲取的生物
300010,服務器獲取的生物類型,數據存儲,服務器獲取的生物類型
300011,服務器獲取的計時器,數據存儲,服務器獲取的計時器
300012,服務器獲取的特效類型,數據存儲,服務器獲取的特效類型
300013,排行榜獲取的排名,數據存儲,排行榜獲取的排名
300014,服務器獲取的名稱（鍵）,數據存儲,獲取服務器和排行榜索引名稱（鍵）
300015,服務器獲取的玩家（鍵）,數據存儲,獲取服務器和排行榜索引玩家（鍵）
