ID,任务名,任务描述,任务追踪
1006002,星鏈能源,用@item_11205#加工@item_11331#@1#r(顧名思義，@item_11331#是星站供能的關鍵道具),加工@item_11331#@1
1006003,島在天上？！,在迷拉星上踏入空島生態#r(迷拉星上不可思議的生態，地表脫離懸浮到了天上，卻維持在了一個非常穩定的狀態),踏入空島生態
1006004,外來者貿易,在空島商人處購得@item_11334#@1#r(安吉洛星人有在宇宙中四處收集寶藏的癖好，同時又非常喜歡高處，在空島上應該能找到他們的身影。他們一定屯了不少@item_11334#),在空島商人處購得@item_11334#@1
1006005,組裝完成！,加工@item_11335#@1#r(迷拉星上的星站基本都被虛空破壞了，即便激活後也只能在星球內進行傳送，必須使用@item_11335#恢復其遠距傳送模塊才行),加工@item_11335#@1
1006006,修復星站,使用@item_11331#點擊@item_594#@1將其重新激活#r(激活後星站就能重新連入星鏈網絡了，只要多激活一些星站，旅途就會輕鬆很多),使用@item_11331#點擊@item_594#@1
1006007,升級星站,使用@item_11335#點擊@item_595#@1將其升級#r(升級成@item_597#後就可以進行相鄰星球間的傳送了),使用@item_11335#點擊@item_595#
1006008,星球旅行一大步,完成「星鏈工程師」目標中的所有任務。#r(修復星站後便可以前往烈焰星和萌眼星了，離打敗虛空幻影又更近了一步。),完成「星鏈工程師」目標中的所有任務
1007001,踏入雨林,在迷拉星上踏入雨林生態#r(迷拉星的雨林樹木高大且非常密集，處處充滿危險。在雨林的雷暴天中最好不要外出，被雷劈中可不是鬧著玩的！),踏入雨林生態
1007002,雨林之芯,破壞@item_396#獲得@item_11601#@1#r(雨林喬木的樹幹上偶爾會析出一些晶體，需要仔細靜下心來仔細找找),獲得@item_11601#@1
1007003,古老之鑰,用@item_11601#和@item_11329#加工獲得@item_11597#@1#r(@item_11597#上雕刻著古老迷拉星人的語言，記錄著「雨林神廟」開啓的方法),加工獲得@item_11597#@1
1007004,雨林神廟！,在雨林中找到@item_578#後，使用@item_11597#點擊以激活，召喚出雨林神廟#r(羽蛇神就在裡面！),召喚出雨林神廟
1007005,羽蛇神,打敗羽蛇神#r(羽蛇神的誕生源自一場意外。「神聖果實」深藏於其體內，經歷了不知多久的歲月……),打敗羽蛇神
1007006,神聖種子,獲得@item_591#@1#r(「神聖果實」中寄存的封印密鑰，通過遺傳基因代代相傳……),獲得@item_591#@1
1007007,生命之奇跡,把@item_591#種到土坑里，種出神聖樹@1#r(神聖樹與其他植物不同，無法使用@item_11311#加速其生長，只能慢慢等待),種下@item_591#@1
1007008,象徵「生命」的密鑰,在神聖樹的高處採集並獲得@item_587#@1#r(神聖樹高聳入雲，而果實長在高處的樹幹內。採摘的過程是非常危險的，需要小心),獲得@item_587#@1
1007009,展翅翱翔,加工並穿戴@item_11591#@1#r(羽蛇神的翅膀羽毛非常結實卻又異常的輕，把@item_11591#背在身上就能進行滑翔了),加工並穿戴@item_11591#@1
1007010,閃閃發亮的樹葉,在夜晚的雨林中採集發光的喬木樹葉，獲得@item_11596#@1#r(切記，一旦到了白天，葉片上星光粉塵將會消散),獲得@item_11596#@1
1007011,巫術？,加工@item_11569#@1#r(沒嵌入晶石的話，僅僅只是一根木棍罷了),加工@item_11569#@1
1007012,巫術！！！,加工任意法杖@1，比如@item_11580##r(晶石的種類有好幾種，野人祭司就是靠著這些晶石才有的五花八門的能力),加工任意法杖@1
1007013,謝幕！「生命之章」,完成「雨林迷蹤」目標中的所有任務,完成「雨林迷蹤」目標中的所有任務
1008001,抵達烈焰星,乘坐星站順利抵達烈焰星#r(烈焰星是星系中距離恆星最近的一顆行星，地表溫度奇高，且幾乎被熔岩所覆蓋。前往烈焰星前必須做好充足的準備),乘坐星站順利抵達烈焰星
1008002,黑龍試煉Ⅰ,戰勝遠古黑龍！#r(黑龍守護烈焰斷劍已過去了不知多長歲月，但仍未忘記其與「昔日者」們定下的約定。想要得到「烈焰斷劍」，就必須先通過它的試煉，向黑龍證明自己的力量吧！),戰勝遠古黑龍
1008003,代表「勇氣」的密鑰,獲得@item_588##r(烈焰斷劍里寄存了封印密鑰的其中一段，解除火山封印必不可少),獲得@item_588#
1008004,難度提升！,加工@item_11215#，激活@item_740#，召喚熔岩黑龍,召喚熔岩黑龍
1008005,黑龍試煉Ⅱ,戰勝熔岩黑龍！#r(黑龍化身成熔岩形態開啓第二次試煉，戰勝它，變得更強！),戰勝熔岩黑龍！
1008006,難度拉滿！,加工@item_11216#，激活@item_741#，召喚混亂黑龍,召喚混亂黑龍
1008007,黑龍試煉∞,戰勝混亂黑龍！#r(黑龍化身成混亂形態開啓了第三級試煉，這是最難的考驗了，需要充足的準備。),戰勝混亂黑龍！
1008008,獲得焱焱蟹殼,打敗焱焱蟹獲得@item_12605#@1#r(焱焱蟹能在烈焰星如此之高的溫度下生存，甚至能在岩漿中游泳，都離不開它身上這層神奇的堅殼),獲得@item_12605#@1
1008009,裝備防火背包,加工並穿戴@item_12277#@1#r(有了@item_12277#就能抵御烈焰星的高溫了),加工並穿戴@item_12277#@1
1008010,謝幕！「勇氣之章」,完成「亙古試煉」目標中的所有任務,完成「「亙古試煉」目標中的所有任務
1009001,抵達萌眼星,乘坐星站順利抵達萌眼星#r(萌眼星是迷拉星唯一的衛星，引力比起迷拉星要小得多。在這顆星球上生活著一群長相獨特的原住生物，似乎有點難溝通……),乘坐星站順利抵達萌眼星
1009002,驅散虛空侵蝕,幫助遠古巨人擺脫虛空的侵蝕#r(遠古巨人被虛空腐蝕太深，已經無法輓回，唯一的辦法只能將其破壞。#r需要找到祭壇後，在@item_1042#旁4格放下@item_408# 、@item_409# 、@item_449# 、@item_450# 才能召喚遠古巨人),幫助遠古巨人擺脫虛空的侵蝕
1009003,代表「智慧」的密鑰,獲得@item_589#@1#r(@item_589#曾是古老迷拉星人在人工生命領域的重大突破，裡面寄存著火山封印三段密鑰的其中一段),獲得@item_589#@1
1009004,「叮叮歷險記」,打敗萌眼叮叮，獲得@item_11077#@1#r(區分萌眼生物的辦法就是看它們的顏色，「萌眼叮叮」的顏色是白色的，非常怕人，但要小心它們吐出的炸彈),獲得@item_11077#@1
1009005,星啓石,用@item_11077#加工獲得@item_11075#@1,加工@item_11075#@1
1009006,激活萌眼星圖騰,使用@item_11075#激活@item_1042#@1#r(激活後能夠生成一大片的氧氣區，在氧氣區內就不用擔心缺氧了),激活@item_1042#@1
1009007,星銅礦石,採集@item_445#獲得@item_11073#@1#r(@item_445#是萌眼星的特有礦物之一，質地相比黃銅要堅硬許多),採集@item_445#獲得@item_11073#@1
1009008,星銅鑽頭,加工@item_11016#@1#r(想要加工@item_11016#必須先獲得@item_11087#),加工@item_11016#
1009009,紫色的礦石,採集@item_446#獲得@item_11074#@1#r(@item_446#也是萌眼星的特有礦物之一，但是產量極低，只在萌眼星空島少有發現),採集@item_446#獲得@item_11074#@1
1009010,飛天遁地！,加工@item_12006#@1#r(想要加工@item_12006#必須先獲得@item_11088#),加工@item_12006#@1
1009011,謝幕！「智慧之章」,完成「超'石'空救援」目標中的所有任務,完成「超'石'空救援」目標中的所有任務
2001001,石斧Ⅰ,加工@item_11002#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11002#@1
2001002,石斧Ⅱ,加工@item_11002#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11002#@1
2001003,黃銅斧Ⅰ,加工@item_11001#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11001#@1
2001004,黃銅斧Ⅱ,加工@item_11001#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11001#@1
2001005,秘銀斧Ⅰ,加工@item_11003#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11003#@1
2001006,秘銀斧Ⅱ,加工@item_11003#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11003#@1
2001007,鈦合金斧Ⅰ,加工@item_11004#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11004#@1
2001008,鈦合金斧Ⅱ,加工@item_11004#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11004#@1
2001009,鏈鋸Ⅰ,加工@item_11005#@1#r(主要通過消耗材料@item_11203#和@item_11911#加工而成）,加工@item_11005#@1
2001010,鏈鋸Ⅱ,加工@item_11005#@1#r(主要通過消耗材料@item_11203#和@item_11911#加工而成）,加工@item_11005#@1
2001011,石鏟Ⅰ,加工@item_11022#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11022#@1
2001012,石鏟Ⅱ,加工@item_11022#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11022#@1
2001013,黃銅鏟Ⅰ,加工@item_11021#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11021#@1
2001014,黃銅鏟Ⅱ,加工@item_11021#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11021#@1
2001015,秘銀鏟Ⅰ,加工@item_11023#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11023#@1
2001016,秘銀鏟Ⅱ,加工@item_11023#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11023#@1
2001017,鈦合金鏟Ⅰ,加工@item_11024#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11024#@1
2001018,鈦合金鏟Ⅱ,加工@item_11024#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11024#@1
2001019,鎢金鏟Ⅰ,加工@item_11025#@1#r(主要通過消耗材料@item_11203#和@item_11911#加工而成）,加工@item_11025#@1
2001020,鎢金鏟Ⅱ,加工@item_11025#@1#r(主要通過消耗材料@item_11203#和@item_11911#加工而成）,加工@item_11025#@1
2001021,石耙Ⅰ,加工@item_11032#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11032#@1
2001022,石耙Ⅱ,加工@item_11032#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11032#@1
2001023,黃銅耙Ⅰ,加工@item_11031#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11031#@1
2001024,黃銅耙Ⅱ,加工@item_11031#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11031#@1
2001025,秘銀耙Ⅰ,加工@item_11033#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11033#@1
2001026,秘銀耙Ⅱ,加工@item_11033#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11033#@1
2001027,鈦合金耙Ⅰ,加工@item_11034#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11034#@1
2001028,鈦合金耙Ⅱ,加工@item_11034#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11034#@1
2001029,鎢金耙Ⅰ,加工@item_11035#@1#r(主要通過消耗材料@item_11203#和@item_11911#加工而成）,加工@item_11035#@1
2001030,鎢金耙Ⅱ,加工@item_11035#@1#r(主要通過消耗材料@item_11203#和@item_11911#加工而成）,加工@item_11035#@1
2001031,石鎬Ⅰ,加工@item_11012#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11012#@1
2001032,石鎬Ⅱ,加工@item_11012#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11012#@1
2001033,黃銅鎬Ⅰ,加工@item_11011#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11011#@1
2001034,黃銅鎬Ⅱ,加工@item_11011#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11011#@1
2001035,秘銀鎬Ⅰ,加工@item_11013#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11013#@1
2001036,秘銀鎬Ⅱ,加工@item_11013#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11013#@1
2001037,鈦合金鎬Ⅰ,加工@item_11014#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11014#@1
2001038,鈦合金鎬Ⅱ,加工@item_11014#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11014#@1
2001039,鑽頭Ⅰ,加工@item_11015#@1#r(主要通過消耗材料@item_11203#和@item_11911#加工而成）,加工@item_11015#@1
2001040,鑽頭Ⅱ,加工@item_11015#@1#r(主要通過消耗材料@item_11203#和@item_11911#加工而成）,加工@item_11015#@1
2001041,星銅鑽頭Ⅰ,加工@item_11016#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11016#@1
2001042,星銅鑽頭Ⅱ,加工@item_11016#@1#r(通過@item_796#或@item_797#消耗材料加工),加工@item_11016#@1
2002001,肥沃的土坑,使用鏟類工具挖出@item_103#@1#r(手持鏟類工具，比如@item_11022#，對準@item_101#或@item_100#點擊使用按鈕（PC端長按右鍵）可進行挖坑),使用鏟類工具挖出@item_103#@1
2002002,濕潤土壤,使用@item_11628#給@item_103#澆水@1#r(使用@item_11617#點擊水方塊可將其裝滿，使用@item_11628#點擊@item_103#或@item_102#可使其濕潤),使用@item_11628#給@item_103#澆水@1
2002003,櫻桃樹Ⅰ,在@item_103#種植@item_11405#@1#r(通常生長在草原、森林生態),種@item_11405#@1
2002004,櫻桃樹Ⅱ,在@item_103#種植種@item_11405#@1#r(通常生長在草原、森林生態),種@item_11405#@1
2002005,櫻桃樹Ⅲ,在@item_103#種植種@item_11405#@1#r(通常生長在草原、森林生態),種@item_11405#@1
2002006,松樹Ⅰ,在@item_103#種植種@item_11406#@1#r(通常生長在高山針葉林生態),種@item_11406#@1
2002007,松樹Ⅱ,在@item_103#種植種@item_11406#@1#r(通常生長在高山針葉林生態),種@item_11406#@1
2002008,松樹Ⅲ,在@item_103#種植種@item_11406#@1#r(通常生長在高山針葉林生態),種@item_11406#@1
2002009,喬木Ⅰ,在@item_103#種植@item_11407#@1#r(通常生長在雨林生態),種@item_11407#@1
2002010,喬木Ⅱ,在@item_103#種植@item_11407#@1#r(通常生長在雨林生態),種@item_11407#@1
2002011,喬木Ⅲ,在@item_103#種植@item_11407#@1#r(通常生長在雨林生態),種@item_11407#@1
2002012,桃樹Ⅰ,在@item_103#種植@item_11409#@1#r(通常生長在盆地桃花源生態),種@item_11409#@1
2002013,桃樹Ⅱ,在@item_103#種植@item_11409#@1#r(通常生長在盆地桃花源生態),種@item_11409#@1
2002014,桃樹Ⅲ,在@item_103#種植@item_11409#@1#r(通常生長在盆地桃花源生態),種@item_11409#@1
2002015,白楊Ⅰ,在@item_103#種植@item_11410#@1#r(通常生長在草原、森林生態),種@item_11410#@1
2002016,白楊Ⅱ,在@item_103#種植@item_11410#@1#r(通常生長在草原、森林生態),種@item_11410#@1
2002017,白楊Ⅲ,在@item_103#種植@item_11410#@1#r(通常生長在草原、森林生態),種@item_11410#@1
2002018,核桃木Ⅰ,在@item_103#種植@item_11411#@1#r(通常生長在空島上),種@item_11411#@1
2002019,核桃木Ⅱ,在@item_103#種植@item_11411#@1#r(通常生長在空島上),種@item_11411#@1
2002020,核桃木Ⅲ,在@item_103#種植@item_11411#@1#r(通常生長在空島上),種@item_11411#@1
2002021,紅杉木Ⅰ,在@item_103#種植@item_11412#@1#r(通常生長在紅樹林生態),種@item_11412#@1
2002022,紅杉木Ⅱ,在@item_103#種植@item_11412#@1#r(通常生長在紅樹林生態),種@item_11412#@1
2002023,紅杉木Ⅲ,在@item_103#種植@item_11412#@1#r(通常生長在紅樹林生態),種@item_11412#@1
2002024,胡楊Ⅰ,在@item_103#種植@item_11421#@1#r(通常生長在沙漠生態),種@item_11421#@1
2002025,胡楊Ⅱ,在@item_103#種植@item_11421#@1#r(通常生長在沙漠生態),種@item_11421#@1
2002026,胡楊Ⅲ,在@item_103#種植@item_11421#@1#r(通常生長在沙漠生態),種@item_11421#@1
2002027,珍木Ⅰ,在@item_103#種植@item_11408#@1#r(通常生長在萌眼星),種@item_11408#@1
2002028,珍木Ⅱ,在@item_103#種植@item_11408#@1#r(通常生長在萌眼星),種@item_11408#@1
2002029,珍木Ⅲ,在@item_103#種植@item_11408#@1#r(通常生長在萌眼星),種@item_11408#@1
2002030,香蕉樹Ⅰ,在@item_103#種植@item_383#@1#r(通常生長在雨林生態),種@item_383#@1
2002031,香蕉樹Ⅱ,在@item_103#種植@item_383#@1#r(通常生長在雨林生態),種@item_383#@1
2002032,香蕉樹Ⅲ,在@item_103#種植@item_383#@1#r(通常生長在雨林生態),種@item_383#@1
2002033,椰樹Ⅰ,在@item_103#種植@item_295#@1#r(通常生長在沙灘生態),種@item_295#@1
2002034,椰樹Ⅱ,在@item_103#種植@item_295#@1#r(通常生長在沙灘生態),種@item_295#@1
2002035,椰樹Ⅲ,在@item_103#種植@item_295#@1#r(通常生長在沙灘生態),種@item_295#@1
2002036,仙人掌Ⅰ,在@item_103#種植@item_11420#@1#r(通常生長在沙漠生態),種@item_11420#@1
2002037,仙人掌Ⅱ,在@item_103#種植@item_11420#@1#r(通常生長在沙漠生態),種@item_11420#@1
2002038,仙人掌Ⅲ,在@item_103#種植@item_11420#@1#r(通常生長在沙漠生態),種@item_11420#@1
2003001,風鈴花Ⅰ,在@item_103#種植@item_431#@1#r(@item_300#通常生長在草原、桃樹盆地等生態里),種@item_431#@1
2003002,風鈴花Ⅱ,在@item_103#種植@item_431#@1#r(@item_300#通常生長在草原、桃樹盆地等生態里),種@item_431#@1
2003003,風鈴花Ⅲ,在@item_103#種植@item_431#@1#r(@item_300#通常生長在草原、桃樹盆地等生態里),種@item_431#@1
2003004,若蘭Ⅰ,在@item_103#種植@item_432#@1#r(@item_301#通常生長在森林、針葉林等生態里),種@item_432#@1
2003005,若蘭Ⅱ,在@item_103#種植@item_432#@1#r(@item_301#通常生長在森林、針葉林等生態里),種@item_432#@1
2003006,若蘭Ⅲ,在@item_103#種植@item_432#@1#r(@item_301#通常生長在森林、針葉林等生態里),種@item_432#@1
2003007,星辰花Ⅰ,在@item_103#種植@item_433#@1#r(@item_302#通常生長在空島、峭壁等生態里),種@item_433#@1
2003008,星辰花Ⅱ,在@item_103#種植@item_433#@1#r(@item_302#通常生長在空島、峭壁等生態里),種@item_433#@1
2003009,星辰花Ⅲ,在@item_103#種植@item_433#@1#r(@item_302#通常生長在空島、峭壁等生態里),種@item_433#@1
