keyid,名字,属性描述
46003,爆炸保護,爆炸傷害-
47001,韌性恢復速度,韌性恢復速度+
47002,韌性恢復速度,韌性恢復速度+
47003,韌性恢復速度,韌性恢復速度+
48001,跳高高,跳躍能力+
48002,跳高高,跳躍能力+
48003,跳高高,跳躍能力+
49001,變變變,使敵方變身概率+
49002,變變變,使敵方變身概率+
49003,變變變,使敵方變身概率+
50001,耐久保護,不掉耐久的概率+
50002,耐久保護,不掉耐久的概率+
50003,耐久保護,不掉耐久的概率+
51001,快速釣魚,釣魚速度+
51002,快速釣魚,釣魚速度+
51003,快速釣魚,釣魚速度+
52001,遲緩,使敵方減速概率+
52002,遲緩,使敵方減速概率+
52003,遲緩,使敵方減速概率+
53001,挖掘體力降低,挖掘體力下降
53002,挖掘體力降低,挖掘體力下降
53003,挖掘體力降低,挖掘體力下降
54001,隕石落,隕石落
54002,隕石落,隕石落
54003,隕石落,隕石落
55001,星星經驗加成,星星經驗獲取+
55002,星星經驗加成,星星經驗獲取+
55003,星星經驗加成,星星經驗獲取+
56001,技能疾速,技能冷卻-
56002,技能疾速,技能冷卻-
56003,技能疾速,技能冷卻-
57001,最後一擊,最後一擊傷害+2%
57002,最後一擊,最後一擊傷害+2%
57003,最後一擊,最後一擊傷害+2%
58001,擊退抗性,擊退抗性+5%
58002,擊退抗性,擊退抗性+10%
58003,擊退抗性,擊退抗性+15%
59001,野獸傷害加成,對野獸傷害+
59002,野獸傷害加成,對野獸傷害+
59003,野獸傷害加成,對野獸傷害+
60001,野人傷害加成,對野人傷害+
60002,野人傷害加成,對野人傷害+
60003,野人傷害加成,對野人傷害+
61001,精英傷害加成,對精英傷害+
61002,精英傷害加成,對精英傷害+
61003,精英傷害加成,對精英傷害+
62001,虛空傷害加成,對虛空生物傷害+
62002,虛空傷害加成,對虛空生物傷害+
62003,虛空傷害加成,對虛空生物傷害+
63001,外星傷害加成,對外星生物傷害+
63002,外星傷害加成,對外星生物傷害+
63003,外星傷害加成,對外星生物傷害+
64001,水生傷害加成,對水生生物傷害+
64002,水生傷害加成,對水生生物傷害+
64003,水生傷害加成,對水生生物傷害+
