ID,名字,描述
56,懸空,使用坐騎時，角色會離地懸空，同時自動播放螺旋槳旋轉音效。
57,貼地飛行,可在低空飛行一段距離，下落過程按住跳躍鍵不會掉血。
58,離地飛行,可在低空飛行更長一段距離，下落過程按住跳躍鍵不會掉血。
59,浮光掠羽,使用後可召喚出3隻小天鵝的虛影特效在坐騎周圍繞圈游動
60,天鵝湖,可以潛入水中遨遊
61,曦光飛行,可以在空中飛行一段距離，下落過程不會掉血
62,超能光波,戰機在移動時，會自動發射炫酷的光波
63,毀滅射線,戰機在移動時，會自動發射炫酷的金紅色光波
64,神聖光波,戰機在移動時，會自動發射炫酷的光波
65,淨化射線,戰機在移動時，會自動發射炫酷的銀紫色光波
66,凌雲,可以漂浮在空中進行短距離移動，下落過程不會掉血
67,破空,可以在空中飛行一段距離，下落過程不會掉血
68,時空跳躍,使用時空跳躍技能後，出現在所指方向的15格距離之外
69,旋風,使用後在車後方產生一個小型龍捲風跟隨
70,魔法泡泡,周身會出現很多泡泡圍繞。
71,風之翼,可以在空中飛行一段距離，下落過程不會掉血
72,魔法水流,周身會出現藍色水流圍繞。
73,神奇眼淚,可以形成一個能量盾。
74,紅芒,周身出現持續環繞的紅色光芒。
75,金光,周身出現持續環繞的金色光芒。
76,藍輝,周身出現持續環繞的藍色光芒。
77,落英,周身有小花飄落。
78,蝶繞,周身出現蝴蝶和花朵圍繞。
79,飛花,周身有粉色花瓣和花朵飛落。
80,揚帆,點擊跳躍鍵可以加速20%，持續10秒。
81,初級召喚,點擊跳躍鍵會出現1個小燈神跟隨。
82,中級召喚,點擊跳躍鍵會出現1個星靈燈神跟隨。
83,高級召喚,點擊跳躍鍵會出現1個明珠燈神跟隨。
84,神隱,點擊跳躍鍵後在半空中再點擊一次跳躍鍵可以進入隱身狀態。
85,化靈,周身會出現金色小齒輪。
86,紫電,周身會出現紫色閃電。
87,狂風,長按跳躍鍵蓄力可以召喚龍捲風吹飛前方的生物。
88,扶搖,點擊跳躍鍵後在半空中再點擊一次跳躍鍵可以盤旋飛上天空。
89,音浪,周身帶有鐳射光效。
90,電音,周身帶有炫彩閃電。
91,節奏搖擺,長按跳躍鍵可以給自己和一定範圍內的隊友增加生命值。
92,巨星駕到,長按跳躍鍵可以增加一定範圍內友方的生命值，並且減少範圍內怪物的生命值。
93,花飛,周身有花瓣飛舞。
94,浮雲,長按跳躍鍵可以在空中飛行一段距離。
95,玲瓏,可以在水面上行走。
96,清風,周身有花瓣飛舞。
97,舞扇,周身有花瓣飛舞。
98,搖曳,長按跳躍鍵可以在空中飛行一段距離。
99,迷醉幻象,點擊使用鍵可以發動幻像法陣，法陣中的怪物會陷入昏迷。
100,福從天降,點擊使用鍵空中會掉落肉骨頭。
101,藍燄,後方噴射出藍色火焰。
102,龍焰,身上環繞著橙紅火焰。
103,帝皇炮,朝目標位置發射異能量炮，對擊中的怪物造成傷害。
104,戰龍翱翔,飛行升空，在空中可以自由翱翔。
105,祥瑞,周身有金色光點和小元寶。
106,瑞獸,周身有升騰的雲霧，且有光芒和金幣在周圍飄落。
107,虎躍,向前飛撲，對擊中的怪物造成傷害。
108,虎嘯山林,發出怒吼，對一定範圍內的怪物造成傷害。
109,流星,周身飄散著粉色星星和藍色星星。
110,月華,周身飄散著白色花朵和黃色螢光。
111,祈願,周身飄散著粉色愛心和藍色螢光。
112,飛羽,長按跳躍鍵可以在空中飛行一段距離。
113,天佑,受到致命傷害時會獲得庇佑並增加生命值。
114,風動,周身飄落竹葉和流雲。
115,繪影,周身會浮現江山虛影。
116,自在逍遙,受到傷害時會增加移動速度。
117,千里江山,點擊使用鍵可以召喚群山對前方的怪物造成傷害。
118,星影,周身環繞閃爍的粒子。
119,聖輝,周身環繞變換的光芒。
120,卜夢,長按跳躍鍵可以施展魔法隨機獲得一個增益效果。
121,帝道,劍穗會形成具象火焰。
122,聖道,周身帶有流光火焰。
123,御劍飛行,長按跳躍鍵可以在空中飛行一段距離。
124,御劍雙飛,可以與小夥伴一起乘坐，雙人御劍還可以增加移動速度。
125,泡泡浴,周身漂浮著泡泡。
126,音符泡泡浴,周身有泡泡和音符飛舞。
127,夢遊,可以漂浮在水面上。
128,漂浮泡泡,長按跳躍鍵可以讓身邊的怪物被泡泡包裹漂浮在空中。
129,賣萌,周身飄散著許多愛心。
130,浮夢,周身會灑落赤色彼岸花。
131,輕靈,點擊跳躍鍵後在空中再點擊一次跳躍鍵可以二段跳。
132,千幻,長按跳躍鍵可以讓附近的怪物陷入幻境中互相攻擊。
133,兜風,周身飄散著喵咪腳印。
134,飛沙,周身飄散著沙粒。
135,踏沙,乘坐後可以降低沙塵暴的傷害。
136,似錦,周身飄散著白色的翎羽。
137,浮翠,周身飄散著綠色的翎羽。
138,琳琅,周身飄散著華麗的翎羽。
139,徘徊,長按跳躍鍵可以在空中飛行一段距離。
140,雀之靈,乘坐後視野亮度大幅提升，在黑夜也能看清身邊的環境。
141,流沙,周身環繞著流淌出的金沙流心餡。
142,靈樨,周身飄散著金色桂花。
143,浮月,可以漂浮在水面上。
144,打糕,長按跳躍鍵可以隨機生成一種食物道具。
145,忘憂,周身環繞著粉色鈴蘭花和點點光影
146,無憂,周身環繞著粉色鈴蘭花、點點光影和蝴蝶
147,風鈴,長按跳躍鍵可以在空中飛行一段距離。
148,香浮,有超快的移動速度。
149,滑行,周身會有楓葉和光線隨風而動。
150,動力加速,長按跳躍鍵可以向前衝刺一段距離。
151,飛行員,雙擊跳躍鍵可持續低空飛行，但是不能在水面和岩漿上飛行，再次雙擊跳躍鍵可降落。
152,豬豬反擊,受到連續攻擊時會將敵方的攻擊傷害返還給敵方。
153,燭光,周身飄散著光點。
154,飛躍,長按跳躍鍵可以蓄力跳躍更高。
155,兔兔重擊,在空中點擊跳躍鍵可以快速落地破壞地面上的方塊。
156,柔情,周身環繞著星星光影和花瓣。
157,粉漾,周身環繞著星星光影、花瓣和淺粉色光帶。
158,游轉幻境,長按跳躍鍵可以在空中飛行一段距離。
159,造夢空間,在兩個位置分別點擊使用鍵可以設置雙向傳送陣。
160,飄雪,周身環繞著藍色光芒和小雪花。
161,寒冰領域,進入周邊的怪物會被減速。
162,絕對零度,長按跳躍鍵可以冰凍附近的怪物。
163,超級能量,周身環繞著光圈。
164,許願,周身環繞著小星星。
165,驚喜,長按跳躍鍵可以向前瞬移一段距離。
166,雙騎,可以與小夥伴一起乘坐。
167,咕嚕,周身環繞著各種小小咕嚕獸光點。
168,奇跡能量,長按跳躍鍵可以隨機生成一個生物蛋。
169,撲騰一下,雙擊跳躍鍵可持續低空飛行，但是不能在水面和岩漿上飛行，再次雙擊跳躍鍵可降落。
170,粽香,周身飄散著精緻小粽子。
171,揚帆,可以漂浮在水面上。
172,海釣,在水面上長按跳躍鍵可以丟出粽子並獲得一隻海洋生物。
173,雲煙,周身籠罩著縹緲的雲煙
174,山中景,召喚坐騎可以提升挖掘速度。
175,水月花,長按跳躍鍵可以隨機召喚一個生物，該生物會主動攻擊附近的怪物。
176,甜夢,周身籠罩著糖果、粒子和愛心。
177,幻想,隨著玩家生命值減少，玩家的攻擊力會逐漸增加。
178,玩偶派對,長按【跳躍】以召喚快樂熊，使玩家和坐騎保持適當的溫度。
179,,
180,,
181,音律,周身環繞着跳動的音符。
182,逐月之音,周身有跳動的紫金音符伴隨着星月環繞。
183,樂音,雙擊跳躍鍵可以加速並恢復生命值持續一段時間。
184,星穹之樂,長按跳躍鍵可以讓附近的怪物眩暈。
185,碧葉,周身環繞着綠葉。
186,綠茵庇護,周身環繞着綠色能量及鮮花綠葉。
187,森之祝福,雙擊跳躍鍵可以恢復生命值持續一段時間。
188,自然共鳴,長按跳躍鍵可以對附近的怪物造成傷害。
189,奇光,周身閃爍著光點。
190,海緞舞者,周身閃爍著海洋生物的光影。
191,珊瑚屏障,雙擊跳躍鍵可以獲得一個抵御傷害的護盾。
192,潮汐之怒,長按跳躍鍵可以湧出浪花將附近的怪物擊退。
193,鯉燈,周身散發著亮光。
194,遊燈鯉舞,周身閃飄散著小錦鯉與光點。
195,錦福屏幕,雙擊跳躍鍵可獲得一個護盾，抵禦部分傷害。
196,富錦祥舞,長按跳躍鍵可釋放錦鯉之力，恢復一定的生命值。
197,夢幻,周身閃爍著光點。
198,童夢旋舞,周身環繞著翩翩起舞的童話小馬。
199,星光馳騁,雙擊跳躍鍵可獲短暫加速效果。
200,旋律共振,長按跳躍鍵可釋放童話旋律，使周圍的怪物陷入短暫昏迷狀態。
201,一騎絕塵。,周身飄散著塵土。
202,糖果攻擊,向四周投擲棒棒糖。
203,虛幻之影,周身飄散著平底鍋虛影。
