ID,购买提示
54,Buah terbatas dapat membantu kamu membuka item yang terkunci. Tidak keluar dari buah emas dan biasa.
55,Buah terbatas dapat membantu kamu membuka item yang terkunci. Tidak keluar dari buah emas dan biasa.
56,Buah terbatas dapat membantu kamu membuka item yang terkunci. Tidak keluar dari buah emas dan biasa.
57,Buah terbatas dapat membantu kamu membuka item yang terkunci. Tidak keluar dari buah emas dan biasa.
58,Buah terbatas dapat membantu kamu membuka item yang terkunci. Tidak keluar dari buah emas dan biasa.
59,Buah terbatas dapat membantu kamu membuka item yang terkunci. Tidak keluar dari buah emas dan biasa.
60,Dapat diunlock dari event
61,Dapat diunlock dari event
62,Buah terbatas dapat membantu kamu membuka item yang terkunci. Tidak keluar dari buah emas dan biasa.
63,Dapat diunlock dari event
64,Dapat diunlock dari event
65,Dapat diunlock dari event
66,Dapat diunlock dari event
67,Dapat diunlock dari event
68,Beli buka kunci (hiburan moderat dan konsumsi rasional)
69,"Unlock Prop dapat diperoleh di Even Garden Fruit, tidak tersedia dalam Golden Fruit dan Or (hiburan sedang dan konsumsi rasional)"
70,"Unlock Prop dapat diperoleh di Even Garden Fruit, tidak tersedia dalam Golden Fruit dan Or (hiburan sedang dan konsumsi rasional)"
71,Beli untuk membuka kunci (hiburan yang sesuai dan konsumsi rasional)
72,"Item yang tidak terkunci dapat diperoleh dari Event Garden Fruit, tidak tersedia di Golden Fruit dan buah biasa (hiburan yang sesuai dan konsumsi rasional)"
73,"Item yang tidak terkunci dapat diperoleh dari Event Garden Fruit, tidak tersedia di Golden Fruit dan buah biasa (hiburan yang sesuai dan konsumsi rasional)"
74,"Buka kunci item dapat diperoleh di penawaran khusus Toko, beli paket hadiah"
75,"Item yang tidak terkunci dapat diperoleh dari Event Garden Fruit, tidak tersedia di Golden Fruit dan buah biasa (hiburan yang sesuai dan konsumsi rasional)"
76,"Item yang tidak terkunci dapat diperoleh dari Event Garden Fruit, tidak tersedia di Golden Fruit dan buah biasa (hiburan yang sesuai dan konsumsi rasional)"
77,"Item yang tidak terkunci dapat diperoleh dari Event Garden Fruit, tidak tersedia di Golden Fruit dan buah biasa (hiburan yang sesuai dan konsumsi rasional)"
78,"Item yang tidak terkunci dapat diperoleh dari Event Garden Fruit, tidak tersedia di Golden Fruit dan buah biasa (hiburan yang sesuai dan konsumsi rasional)"
79,"Item yang tidak terkunci dapat diperoleh dari Event Garden Fruit, tidak tersedia di Golden Fruit dan buah biasa (hiburan yang sesuai dan konsumsi rasional)"
80,"Item yang tidak terkunci dapat diperoleh dari Event Garden Fruit, tidak tersedia di Golden Fruit dan buah biasa (hiburan yang sesuai dan konsumsi rasional)"
81,"Item yang tidak terkunci dapat diperoleh dari Event Garden Fruit, tidak tersedia di Golden Fruit dan buah biasa (hiburan yang sesuai dan konsumsi rasional)"
82,"Item yang tidak terkunci dapat diperoleh dari Event Garden Fruit, tidak tersedia di Golden Fruit dan buah biasa (hiburan yang sesuai dan konsumsi rasional)"
83,"Item yang tidak terkunci dapat diperoleh dari Event Garden Fruit, tidak tersedia di Golden Fruit dan buah biasa (hiburan yang sesuai dan konsumsi rasional)"
84,Beli untuk membuka kunci (hiburan yang sesuai dan konsumsi rasional)
85,Beli untuk membuka kunci (hiburan yang sesuai dan konsumsi rasional)
86,Beli untuk membuka kunci (hiburan yang sesuai dan konsumsi rasional)
87,"Item yang tidak terkunci dapat diperoleh dari Event Garden Fruit, tidak tersedia di Golden Fruit dan buah biasa (hiburan yang sesuai dan konsumsi rasional)"
88,"Item yang tidak terkunci dapat diperoleh dari Event Garden Fruit, tidak tersedia di Golden Fruit dan buah biasa (hiburan yang sesuai dan konsumsi rasional)"
89,"Item yang tidak terkunci dapat diperoleh dari Event Garden Fruit, tidak tersedia di Golden Fruit dan buah biasa (hiburan yang sesuai dan konsumsi rasional)"
90,@Null@
91,@Null@
92,Dapat diunlock dari buah di Kebun
93,Dapat diunlock dari buah di Kebun
94,Dapat diunlock dari buah di Kebun
95,Dapat diunlock dari buah di Kebun
96,Dapat diunlock dari buah di Kebun
97,Dapat diunlock dari buah di Kebun
98,"Item yang tidak terkunci dapat diperoleh dari Event Garden Fruit, tidak tersedia di Golden Fruit dan buah biasa (hiburan yang sesuai dan konsumsi rasional)"
99,"Item yang tidak terkunci dapat diperoleh dari Event Garden Fruit, tidak tersedia di Golden Fruit dan buah biasa (hiburan yang sesuai dan konsumsi rasional)"
100,Beli untuk membuka kunci (hiburan moderat dan konsumsi rasional)
101,Buka kunci item dapat diperoleh di Gashapon mount.
102,Buka kunci item dapat diperoleh di Gashapon
103,Dapat dibuka dengan cara membeli (hiburan moderat dan konsumsi rasional)
104,Dapat dibuka dari di Gashapon Tunggangan. (Hiburan moderat dan konsumsi rasional)
105,Dapat dibuka dengan cara membeli (hiburan moderat dan konsumsi rasional)
106,Dapat dibuka dari di Gashapon Tunggangan. (Hiburan moderat dan konsumsi rasional)
107,Dapat dibuka dari di Gashapon Tunggangan. (Hiburan moderat dan konsumsi rasional)
108,Dapat dibuka dengan cara membeli (hiburan moderat dan konsumsi rasional)
109,Dapat dibuka dari di Gashapon Tunggangan. (Hiburan moderat dan konsumsi rasional)
110,Dapat dibuka dari di Gashapon Tunggangan.. (Hiburan moderat dan konsumsi rasional)
111,Dapat membuka item dari paket khusus. (Hiburan moderat dan konsumsi rasional)
114,Dapat dibuka dengan cara membeli (hiburan moderat dan konsumsi rasional)
115,Dapat dibuka dari di Gashapon Tunggangan. (Hiburan moderat dan konsumsi rasional)
116,Dapat dibuka dari di Gashapon Tunggangan. (Hiburan moderat dan konsumsi rasional)
117,Dapat dibuka dengan cara membeli (hiburan moderat dan konsumsi rasional)
118,Dapat dibuka dari di Gashapon Tunggangan. (Hiburan moderat dan konsumsi rasional)
119,Dapat dibuka dari di Gashapon Tunggangan. (Hiburan moderat dan konsumsi rasional)
120,Dapat dibuka dengan cara membeli (hiburan moderat dan konsumsi rasional)
121,Dapat dibuka dari di Gashapon Tunggangan. (Hiburan moderat dan konsumsi rasional)
122,Dapat dibuka dari di Gashapon Tunggangan. (Hiburan moderat dan konsumsi rasional)
123,Dapat dibuka dari di Gashapon Tunggangan. (Hiburan moderat dan konsumsi rasional)
124,Dapat dibuka dari di Gashapon Tunggangan. (Hiburan moderat dan konsumsi rasional)
126,Buka kunci item yang bisa diperoleh di Gashapon (Harap belanjakan dengan bijak)
127,Buka kunci item yang bisa diperoleh di Gashapon (Harap belanjakan dengan bijak)
128,Buka kunci item yang bisa diperoleh di Gashapon (Harap belanjakan dengan bijak)
129,Buka kunci item yang bisa diperoleh di Gashapon (Harap belanjakan dengan bijak)
130,Buka kunci saat Anda membeli (Harap belanjakan dengan bijak)
131,Buka kunci item yang bisa diperoleh di Gashapon (Harap belanjakan dengan bijak)
132,Buka kunci item yang bisa diperoleh di Gashapon (Harap belanjakan dengan bijak)
133,Buka kunci item yang bisa diperoleh di Gashapon (Harap belanjakan dengan bijak)
134,Buka kunci item yang bisa diperoleh di Gashapon (Harap belanjakan dengan bijak)
137,Item unlock bisa didapatkan dari Event.
138,Item unlock dapat diperoleh dari acara.
139,Item unlock dapat diperoleh dari acara.
140,Item unlock dapat diperoleh dari acara.
141,Item yang dapat dibuka dari acara.
142,Item yang dapat dibuka dari acara.
143,
144,
145,Barang-barang yang tersedia dapat dibuka dengan berpartisipasi dalam kegiatan operasional.
146,Membeli unlock (hiburan yang wajar dan konsumsi yang rasional)
147,"Barang-barang yang terkunci dapat diperoleh di mesin undian kuda. (Untuk hiburan yang sehat, belanja dengan bijak)"
148,Barang-barang yang dapat dibuka dapat diperoleh di mesin kartu kuda. (Hiburan yang wajar dan konsumsi rasional)
149,Membeli Pembukaan (Hiburan yang Seimbang dan Konsumsi yang Rasional)
150,Buka kunci aksesori bisa didapatkan di mesin kartu kuda. (Senang-senanglah dengan konsumsi yang wajar)
151,Item unlock bisa didapatkan di mesin tarik kuda. (Hiburan yang sehat dan konsumsi yang rasional)
152,Membeli pembukaan kunci (hiburan yang sehat dan konsumsi yang bijak)
153,Item yang dapat di-unlock bisa didapatkan di dalam mesin kartu kuda. (Main dengan bijak dan konsumtif yang rasional)
154,Item unlock dapat diperoleh di mesin kartu penarik kuda. (Hiburan yang sehat dan konsumsi yang rasional)
155,
156,Dapatkan dari pembelian
157,Membuka elemen bisa didapatkan dari laci gunung. (Harap rasional dalam bermain game dan pengeluaran Anda.)
158,Membuka kunci barang dapat diperoleh dari Mount Drawer. (Harap rasional dalam bermain game dan pengeluaran Anda.)
159,Dapatkan dari pembelian.
160,Membuka kunci item dapat diperoleh dari Mount Drawer. (Silakan rasional saat bermain game dan belanja Anda.)
161,Membuka kunci item-item dapat diperoleh dari Mount Drawer. (Harap bijak dengan permainan dan pengeluaran Anda.)
162,Membuka kunci item dapat diperoleh dari acara.
163,Membuka kunci item bisa didapatkan dari event.
164,Membuka kunci item dapat diperoleh dari acara.
165,
166,
