ID,任务名,任务描述,任务追踪
1004015,"Di sini, mulai ulang","Tawarkan bintang kepada @item_596#@1#r(Klik @item_596#, lalu pilih “Tawarkan bintang”, Timi akan membawamu kembali ke sini kalau Anda bangkit)",Tawarkan bintang kepada @item_596#@1
1004016,Pelajaran Kedua di alam liar,Selesai semua tugas dalam “Belajar Tanpa Akhir”. #r (Belajar lebih banyak pengetahuan bertahan hidup.),Selesai semua tugas dalam “Belajar Tanpa Akhir”.
1004017,Sumber Cahaya Alami,"Kerajinan @item_905# atau @item_907#@1#r dengan @item_837# (sumber cahaya alami permanen, mungkin pengganti obor yang bisa padam)",Kerajinan @item_905# atau @item_907#@1
1005001,Kulit keras,Dapatkan @item_11307#@1#r(@item_11307# didapatkan melalui kalahkan Badak atau Rubah.),Dapatkan @item_11307#@1
1005002,Peralatan Tembaga,"Buat dan pakai peralatan tembaga apapun, misalnya @item_12216#@1#r(Lebih kuat setelah pakai peralatan tembaga.)",Buat dan pakai peralatan tembaga apapun @1
1005003,Sharper Weapon,"Use @item_11329# and @item_11323# to craft @item_12004#@1#r (With @item_12004#, your combat ability will increase significantly)",Craft @item_12004#@1
1005004,Menangkap pencuri,"Kalahkan Apostle Void untuk dapatkan @item_11911#@1#r(Apostle Void, mereka anggota dari tim Void yang jahat, cepat kalahkan mereka!)",Kalahkan Apostle Void untuk dapatkan @item_11911#@1
1005005,Meningkatkan meja tukang!,"Tingkatkan @item_800# ke @item_797#@1#r (Ambil @item_11911# dan lalu klik @item_800# yang ditempatkan untuk meningkatnya, @item_797# dapat langsung melihat semua formulanya)",Ambil @item_11911# dan lalu klik @item_800#
1005006,Cara memperbaiki alat,"Lakukan perbaikan alat atau peralatan @1#r (Gunakan @item_797# atau @item_800#, klik meja tukang untuk membuka halaman, lalu pilih ""perbaikan"" di sebelah kiri, dan letakkan item yang perlu diperbaiki .)",Lakukan perbaikan alat atau peralatan @1
1005007,Meningkatkan efisiensi peleburan,"Gunakan @item_11329# untuk memproses @item_799#@1#r (Tungku yang lebih canggih bisa melebur beberapa kelompok mineral sekaligus, dan efisiensinya lebih tinggi)",Buat @item_799#@1
1005008,Mineral lebih baku,"Kumpulkan @item_401#@1#r (@item_401# memiliki tekstur yang lebih keras daripada @item_451#, dan distribusinya juga lebih dalam. Diperlukan menggali beberapa lapisan lagi di bawah tanah untuk temukannya, tapi juga jangan menggali terlalu dalam )",Kumpulkan @item_401#@1
1005009,Peleburan Logam: Perak,"Dapatkan @item_11209# dari peleburan @1#r (Dengan @item_11209#, Anda dapat memproses alat dan perlengkapan yang lebih tahan lama, dan memproses lebih banyak blok. Disarankan untuk memesan lebih banyak.)",Dapatkan @item_11209# dari peleburan @1
1005010,Alat Perak,"Memproses @item_11013#@1#r (Kecepatan penggalian @item_11013# jauh lebih cepat daripada @item_11011#, dan dapatkan kemampuan yang lebih efisien setelah dipasang rune.)",Memproses @item_110
1005011,Kekuatan alam,"Proses @item_785#@1#r (Gunakan @item_785# dapat pasang rune pada alat, senjata, atau status. Ada banyak jenis batu rune, mari jelajahi di bawah tanah)",Memproses @item_785#@1
1005012,Inspirasi Kekuatan Rune,"Berhasil pasang rune #r (Klik @item_785# dan buka halaman, dapat pilih alat atau batu rune di sebelah kiri. Cobalah beberapa kali, tidak selalu berhasil ya.)",Gunakan @item_785# untuk berhasil pasang rune
1005013,Maju satu langkah lebih jauh!,"Selesaikan semua tugas dalam tujuan ""Penjelajah Terampil."" #r(Lanjutkan berjuang, supaya kalahkan Void Phantom！)","Selesaikan semua tugas dalam tujuan ""Penjelajah Terampil."""
1006001,Fragmen Kuno,"Kumpulkan @item_598# di bawah tanah untuk dapatkan @item_11205# @1#r(@item_11331# terbuat dari @item_11205#, Ada banyak @item_598# yang terkubur jauh di bawah planet Miras sejak masa dulu)",Kumpulkan @item_598#@1
1006002,Energi Celesthium,Gunakan @item_11205# untuk buat @item_11331#@1#r(@item_11331# adalah energi kunci bagi stasiun bintang),Buat @item_11331#@1
1006003,Pulau di langit? !,"Tiba di pulau langit di Planet Miras #r(Ekologi yang luar biasa di Miras, permukaannya terpisah dari tanah dan melayang ke langit, tetapi keadaannya sangat stabil)",Tiba di pulau langit
1006004,Pedagang asing,"Membeli @item_11334# dari pedagang pulau langit @1#r(Mereka sukai cari harta karun di seluruh alam semesta, dan sukai tempat tinggi; Mereka pasti punya banyak @item_11334#)",Membeli @item_11334# dari pedagang pulau langit @1
1006005,Perakitan selesai!,"Membuat @item_11335#@1#r (Stasiun bintang di Miras banyaknya dihancurkan oleh Void. Bahkan setelah diperbaiki, hanya dapat diteleportasi di dalam planet. Membutuhkan @item_11335# untuk memulihkan fungsi teleportasi jarak jauhnya)",Membuat @item_11335#@1
1006006,Perbaiki stasiun bintang,"Gunakan @item_11331# lalu klik @item_594# untuk mengaktifkannya @1 #r(Setelah diaktifkan, stasiun bintang dapat dihubungkan kembali ke jaringan Rantai Bintang. semakin banyak stasiun bintang yang diaktifkan, semakin mudah untuk perjalanan.)",Gunakan @item_11331# lalu klik @item_594#@1
1006007,Tingkatkan stasiun bintang,Gunakan @item_11335# lalu klik @item_595# untuk meningkatkannya @1#r(meningkat ke @item_597# untuk berteleportasi antara planet di dekatnya.),Gunakan @item_11335# lalu klik @item_595#@1
1006008,Perjalanan luar angkasa,"Selesai semua tugas dalam “Insinyur Rantai Bintang”. #r(Setelah stasiun bintang diperbaiki, Anda dapat berjalan ke Planet Flamas atau Planet Horas, yang selangkah lebih dekat untuk kalahkan Void Phantom.)",Selesai semua tugas dalam “Insinyur Rantai Bintang”.
1007001,Temukan hutan hujan,"Tiba di hutan hujan di planet miras #r(Pohon di hutan hujan sangat tinggi, penuh bahaya di mana-mana. Sebaiknya jangan keluar saat terjadi badai petir di hutan hujan, tersambar petir bukanlah lelucon! )",Tiba di hutan hujan
1007002,Inti hutan hujan,"Hancurkan @item_396# untuk dapatkan @item_11601#@1#r(Beberapa kristal akan muncul di batang pohon di hutan hujan kadang-kadang, dan perlu mencarinya dengan hati-hati)",buat @item_11601#@1
1007003,Kunci kuno,"Gunakan @item_11601# dan @item_11329# untuk buat @item_11597#@1#r(Cara pembukaan ""Kuil Suci Hutan Hujan"" tercatat di atas @item_11597# dengan bahasa orang miras kuno.)",buat @item_11597#@1
1007004,Kuil Suci dalam hutan!,"Setelah temukan @item_578# di hutan hujan, gunakan @item_11597#, lalu klik untuk aktifkannya untuk summon Kuil Hutan Hujan.(Dewa Ular bersayap di dalamnya!)",summon Kuil Hutan Hujan
1007005,Dewa Ular Bersayap,"Kalahkan Dewa Ular Bersayap#r(Kelahiran Dewa Ular Bersayap adalah sebuah kecelakaan. ""Buah Suci"" tersembunyi di dalam tubuhnya, dan telah melewati periode waktu yang tidak diketahui...)",Kalahkan Dewa Ular Bersayap
1007006,Biji pohon suci,"Dapatkan @item_591#@1#r(Kunci rahasia yang tersegel dalam “Buah Suci”, diwariskan dari generasi ke generasi melalui genetik……)",Dapatkan @item_591#@1
1007007,keajaiban hidup,"Menanam @item_591# ke dalam lubang untuk menumbuhkan pohon suci @1#r (pohon suci berbeda dengan tanaman lain, tidak bisa gunakan @item_11311# untuk mempercepat pertumbuhannya, hanya bisa menunggu perlahan)",Menanam @item_591#@1
1007008,"Kunci ""kehidupan""","Dapatkan @item_587# di ketinggian pohon suci.@1#r (pohon suci sangat tinggi, dan buahnya tumbuh di batang tempat tinggi. Proses memetik buahnya sangat bahaya, harus berhati-hati!)",Dapatkan @item_587#@1
1007009,Bentangkan Sayap!,"Buat dan pakai @item_11591#@1#r(Sayap Dewa Ular sangat ringan tetapi kuat, Anda bisa meluncur dengan pakai @item_11591# di punggungmu.)",Buat dan pakai @item_11591#@1
1007010,Daun yang mengkilap,"Kumpulkan Daun Pohon Suci untuk dapatkan @item_11596# di hutan hujan saat malam @1#r （Ingatlah, saat siang hari, debu bintang pada daun akan menghilang)",Dapatkan @item_11596# @1
1007011,Sihir?,"Memproses @item_11569#@1#r (Jika tidak ada permata yang dipasang di dalamnya, itu hanya sebuah tongkat umum saja)",Memproses @item_11569#@1
1007012,Sihir kuno! ! !,"Memproses tongkat sihir apapun, misalnya @item_11580# @1#r (ada beberapa jenis permata dan Dukun Barbarian memiliki berbagai kemampuan karena kekuatan permata)",Memproses tongkat sihir apapun @1
1007013,"Selesai! ""Bab Kehidupan""",Selesai semua tugas dalam “Petualangan Hutan Hujan”.,Selesai semua tugas dalam “Petualangan Hutan Hujan”.
1008001,Tiba di Planet Flamas,"Tiba di Planet Flamas melalui naik stasiun bintang #r(Flamas adalah planet terdekat dengan bintang dalam galaksi, suhu permukaannya sangat tinggi, dan hampir tertutup oleh lava. Persiapan yang cukup harus dilakukan sebelum pergi ke sana)",Tiba di Planet Flamas melalui naik stasiun bintang
1008002,Uji Coba Naga Hitam I,"Kalahkan naga hitam kuno! #r(Sudah lama sejak Naga Hitam jaga Pedang Api Patah, tapi dia masih belum lupakan janji. Untuk dapatkan Pedang Api Patah, kamu harus lulus ujiannya terlebih dahulu, Buktikan kemampuan pada naga hitam!)",Kalahkan naga hitam kuno
1008003,"Kunci ""keberanian""","Dapatkan @item_588# #r(Kunci segel disimpan di Pedang Api Patah, yang diperlukan untuk lepaskan segel gunung api)",Dapatkan @item_588#
1008004,Kesulitan meningkat!,"Memproses @item_11215#, mengaktifkan @item_740# untuk summon naga hitam lava.",summon naga hitam lava.
1008005,Uji Coba Naga Hitam II,"Kalahkan Naga Hitam Lava! #r(Naga hitam berubah menjadi bentuk lava untuk mulai ujian kedua, kalahkannya!)",Kalahkan naga hitam lava.
1008006,Kesulitan MAX!!,"Memproses @item_11216#, mengaktifkan @item_741# untuk summon naga hitam chaos.",Summon naga hitam chaos.
1008007,Uji Coba Naga Hitam ∞,"Kalahkan Naga Hitam Chaos! #r(Naga hitam berubah menjadi bentuk chaos untuk mulai ujian ketiga, Ini adalah ujian yang paling sulit dan membutuhkan persiapan yang cukup.)",Kalahkan naga hitam chaos!
1008008,Cangkang kepiting lava,"Kalahkan kepiting lava untuk dapatkan @item_12605#@1#r(Kepiting lava dapat bertahan hidup di planet flamas yang suhunya begitu tinggi, dan bahkan berenang di magma, semua karena cangkang keras magisnya)",Dapatkan @item_12605#@1
1008009,Pakai Ransel Tahan Api,Buat dan pakai @item_12277#@1#r (dengan @item_12277# Anda dapat menahan suhu tinggi dari planet flamas),Buat dan pakai @item_12277#@1
1008010,"Selesai! ""Bab Keberanian""",Selesai semua tugas dalam “Tantangan Kuno”.,Selesai semua tugas dalam “Tantangan Kuno”.
1009001,Tiba di Planet Horas,"Tiba di Horas melalui naik stasiun bintang. #r ( Horas adalah satu-satunya satelit Bintang Miras, dan gravitasinya jauh lebih kecil daripada MIras. Ada sekelompok makhluk asli yang tampak unik yang hidup di planet ini, emmm..tampaknya agak sulit berkomunikasi dengan mereka……)",Tiba di Horas melalui naik stasiun bintang.
1009002,Kosongkan Korosi Void,"Bantu raksasa kuno lepas dari korosi Void. #r(Raksasa kuno telah dirusak oleh Void terlalu parah, sehingga tidak dapat diperbaiki, satu-satunya cara adalah hancurkannya. #r Setelah Anda temukan altar, @item_408#, @item_409#, @item_449#, @item_450# diletakkan di 4 blok di dekat @item_1042#, supaya summon raksasa kuno)",Bantu raksasa kuno lepas dari korosi Void.
1009003,"Kunci ""kebijaksanaan""","Dapatkan @item_589#@1#r(@item_589#Itu adalah terobosan besar di bidang kehidupan buatan bagi orang Miras yang kuno, salah satu kunci segel disimpan di dalamnya.)",Dapatkan @item_589#@1
1009004,"""Petualangan Rocki""","Kalahkan Rocki untuk dapatkan @item_11077#@1#r(Cara membedakan makhluk Horas adalah warnanya; warna ""Rocki"" berwarna putih, sangat penakut, tapi hati-hati dengan bom yang mereka keluarkan)",Dapatkan @item_11077#@1
1009005,Batu bintang,Gunakan @item_11077# untuk memproses @item_11075#@1,Proses @item_11075#@1
1009006,Totem Horas yang misterius,"Gunakan @item_11075# untuk mengaktifkan @item_1042#@1#r(Setelah diaktifkan, Daerah oksigen yang besar dapat dihasilkan, dan tidak perlu khawatir tentang hipoksia dalam zona oksigen)",Aktifkan @item_1042#@1
1009007,Bijih Tembaga Horas,"Kumpulkan @item_445# untuk dapatkan @item_11073#@1#r(@item_445# adalah salah satu mineral khas Horas, dan teksturnya jauh lebih keras daripada tembaga.)",Kumpulkan @item_445# untuk dapatkan @item_11073#@1
1009008,Bor Tembaga Horas,"Memposes @item_11016#@1#r (Jika ingin memproses @item_11016#, harus mendapatkan @item_11087# terlebih dahulu)",Memposes @item_11016#@1
1009009,Bijih yang ungu,"Kumpulkan @item_446# untuk dapatkan @item_11074#@1#r(@item_446# adalah salah satu mineral khas Horas, nam sangat langka, mungkin dapat ditemukan dengan kesempatan di pulau langit Horas.)",Kumpulkan @item_446# untuk dapatkan@item_11074#@1
1009010,Alat Pengait,"Memproses @item_12006#@1#r (Jika ingin memproses @item_12006#, harus mendapatkan @item_11088# terlebih dahulu)",Memproses @item_12006#@1
1009011,"Selesai! ""Bab Kebijaksanaan""",Selesai semua tugas dalam “Penyelamatan Orang Batu”.,Selesai semua tugas “Penyelamatan Orang Batu”.
2001001,Kapak BatuⅠ,Memproses @item_11002#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11002#@1
2001002,Kapak BatuⅡ,Memproses @item_11002#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11002#@1
2001003,Kapak TembagaⅠ,Memproses @item_11001#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11001#@1
2001004,Kapak Tembaga Ⅱ,Memproses @item_11001#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11001#@1
2001005,Kapak PerakⅠ,Memproses @item_11003#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11003#@1
2001006,Kapak Perak Ⅱ,Memproses @item_11003#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11003#@1
2001007,Kapak TitaniumⅠ,Memproses @item_11004#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11004#@1
2001008,Kapak TitaniumⅡ,Memproses @item_11004#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11004#@1
2001009,Chainsaw Ⅰ,Craft @item_11005#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11005#@1
2001010,Chainsaw Ⅱ,Craft @item_11005#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11005#@1
2001011,Sekop BatuⅠ,Memproses @item_11022#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11022#@1
2001012,Sekop Batu Ⅱ,Memproses @item_11022#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11022#@1
2001013,Sekop Tembaga Ⅰ,Memproses @item_11021#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11021#@1
2001014,Sekop Tembaga Ⅱ,Memproses @item_11021#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11021#@1
2001015,Sekop PerakⅠ,Memproses @item_11023#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11023#@1
2001016,Sekop Perak Ⅱ,Memproses @item_11023#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11023#@1
2001017,Sekop Titanium Ⅰ,Memproses @item_11024#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11024#@1
2001018,Sekop Titanium Ⅱ,Memproses @item_11024#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11024#@1
2001019,Tungsten Shovel Ⅰ,Craft @item_11025#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11025#@1
2001020,Tungsten Shovel Ⅱ,Craft @item_11025#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11025#@1
2001021,Cangkul Batu Ⅰ,Memproses @item_11032#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11032#@1
2001022,Cangkul Batu Ⅱ,Memproses @item_11032#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11032#@1
2001023,Cangkul TembagaⅠ,Memproses @item_11031#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11031#@1
2001024,Cangkul TembagaⅡ,Memproses @item_11031#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11031#@1
2001025,Cangkul Perak Ⅰ,Memproses @item_11033#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11033#@1
2001026,Cangkul Perak Ⅱ,Memproses @item_11033#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11033#@1
2001027,Cangkul TitaniumⅠ,Memproses @item_11034#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11034#@1
2001028,Cangkul Titanium Ⅱ,Memproses @item_11034#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11034#@1
2001029,Tungsten Rake Ⅰ,Craft @item_11035#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11035#@1
2001030,Tungsten Rake Ⅱ,Craft @item_11035#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11035#@1
2001031,Beliung Batu Ⅰ,Memproses @item_11012#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11012#@1
2001032,Beliung Batu Ⅱ,Memproses @item_11012#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11012#@1
2001033,Beliung Tembaga Ⅰ,Memproses @item_11011#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11011#@1
2001034,Beliung Tembaga Ⅱ,Memproses @item_11011#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11011#@1
2001035,Beliung Perak Ⅰ,Memproses @item_11013#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11013#@1
2001036,Beliung Perak Ⅱ,Memproses @item_11013#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11013#@1
2001037,Beliung TitaniumⅠ,Memproses @item_11014#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11014#@1
2001038,Beliung Titanium Ⅱ,Memproses @item_11014#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11014#@1
2001039,Tungsten Drill Ⅰ,Craft @item_11015#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11015#@1
2001040,Tungsten Drill Ⅱ,Craft @item_11015#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11015#@1
2001041,Bor Tembaga HorasⅠ,Memproses @item_11016#@1#r(Bisa dibuat di atas @item_796# atau @item_797#),Memproses @item_11016#@1
