keyid,名字,属性描述
37002,Tahan dingin,Tahan dingin+
37003,Tahan dingin,Tahan dingin+
38001,Ketahanan beku,Ketahanan Beku+
38002,Ketahanan beku,Ketahanan Beku+
38003,Ketahanan beku,Ketahanan Beku+
39003,Berkat Alat,Berkat Alat
40003,Berkat Senjata,Berkat Senjata
41003,Berkat Peralatan,Berkat Peralatan
42001,Kerusakan Es,Tingkat Kerusakan Es
42002,Kerusakan Es,Tingkat Kerusakan Es
42003,Kerusakan Es,Tingkat Kerusakan Es
43001,Bonus Kerusakan Fisik Jarak Dekat,Kerusakan Fisik Jarak Dekat +
43002,Bonus Kerusakan Fisik Close-Range,Kerusakan Fisik Close-Range +
43003,Bonus Kerusakan Fisik Melee,Kerusakan Fisik Melee +
44001,Ketekunan,Pengurangan Kerusakan +
44002,Ketabahan,Pengurangan Kerusakan +
44003,Ketekunan,Pengurangan Kerusakan +
45001,Perlindungan Jarak Jauh,Kerusakan Fisik Jarak Jauh -
45002,Perlindungan Jarak Jauh,Kerusakan Fisik Jarak Jauh -
45003,Perlindungan Jarak Jauh,Kerusakan Fisik Jarak Jauh -
46001,Kerusakan Ledakan,Kerusakan Ledakan -
46002,Kerusakan ledakan,Kerusakan ledakan -
46003,Kerusakan Ledakan,Kerusakan Ledakan -
47001,Kecepatan Pemulihan Ketahanan,Kecepatan Pemulihan Ketahanan +
47002,Kecepatan Pemulihan Ketahanan,Kecepatan Pemulihan Ketahanan +
47003,Kecepatan Pemulihan Ketahanan,Kecepatan Pemulihan Ketahanan +
48001,Melompat Tinggi,Kemampuan Melompat +
48002,Melompat Tinggi,Kemampuan Melompat +
48003,Melompat Tinggi,Kemampuan Melompat +
49001,Transformasi,Kemungkinan Transformasi Musuh +
49002,Transformasi,Peluang Transformasi Musuh +
49003,Mengubah,Kemungkinan Transformasi Musuh +
50001,Perlindungan Daya Tahan,Peluang Tidak Kehilangan Daya Tahan +
50002,Perlindungan Durabilitas,Kemungkinan Tidak Kehilangan Durabilitas +
50003,Perlindungan daya tahan,Kemungkinan untuk tidak kehilangan daya tahan +
51001,Memancing Cepat,Kecepatan Memancing +
51002,Pancing Cepat,Kecepatan Memancing +
51003,Pemancingan Cepat,Kecepatan Pancing +
52001,Lambat,Kesempatan untuk Melambatkan Musuh +
52002,Melambatkan,Peluang untuk Melambatkan Musuh +
52003,Melambatkan,Kesempatan untuk Memperlambat Musuh +
53001,Stamina menggali berkurang,Stamina menggali menurun
53002,Mengurangi Daya Tahan Mengeruk,Menurunkan Daya Tahan Mengeruk
53003,Stamina Mencangkul Tereduksi,Menurunkan Staminanya Mencangkul
54001,Jatuhnya Meteor,Jatuhnya Meteor
54002,Meteor jatuh.,Meteor jatuh
54003,Jatuhnya Meteor,Jatuhnya Meteor
55001,Bonus Star EXP,Kenaikan Star EXP+
55002,Bonus Star EXP,Kenaikan Star EXP +
55003,Bonus Kenaikan Star EXP,Kenaikan Star EXP +
56001,Skill Haste - Kecepatan Keterampilan,Skill Cooldown - Waktu Jeda Keterampilan
56002,Skill Haste - Cepatnya Keterampilan,Skill Cooldown - Pendinginan Keterampilan
56003,Kepandaian Cepat,Cooldown Kemampuan -
57001,Serangan Akhir,+ 2% Kerusakan Serangan Akhir
57002,Serangan Akhir Terakhir,+ 2% Kerusakan Serangan Akhir
57003,Terakhir Hit,+2% Kerusakan Terakhir
58001,Resistensi Knockback,+5% Resistensi Knockback
58002,Resistansi Terpental,+ 10% Resistansi Terpental
58003,Ketahanan Knockback,+ 15% Ketahanan Knockback
59001,Bonus kerusakan pada binatang,Kerusakan pada binatang +
59002,Bonus Kerusakan pada Makhluk,Kerusakan pada Makhluk +
59003,Bonus Kerusakan pada Hewan,Kerusakan pada Hewan +
60001,Bonus Kerusakan pada Boarman,Kerusakan pada Boarmen +
60002,Bonus Kerusakan pada Boarman,Kerusakan pada Boarmen +
60003,Bonus Kerusakan pada Boarman,Kerusakan pada Boarmen +
61001,Bonus Kerusakan pada Elit,Kerusakan pada Elit +
61002,Bonus Kerusakan pada Elit,Kerusakan pada Elit +
61003,Bonus Kerusakan pada Elit,Kerusakan pada Elit +
62001,Bonus Kerusakan Void,Kerusakan pada Makhluk Void +
62002,Bonus Kerusakan Void,Kerusakan pada Makhluk Void +
62003,Bonus Kerusakan Hampa,Kerusakan pada Makhluk Hampa +
63001,Bonus Kerusakan Horas,Kerusakan pada Makhluk Horas +
63002,Bonus Kerusakan Horas,Kerusakan pada Makhluk Horas +
63003,Bonus Kerusakan Horas,Kerusakan pada Makhluk Horas +
64001,Bonus Kerusakan Aquatik,Kerusakan terhadap Makhluk Aquatik +
64002,Bonus Kerusakan Air,Kerusakan pada makhluk air +
64003,Bonus Kerusakan pada Makhluk Air,Kerusakan pada Makhluk Air +
