ID,名字,类别名,描述
10038,文字列を数値に変換する,共通,@1|を数値に変換する
10039,メインデバイス時間設定を取得する,共通,デバイスの|@1|時間を取得する
10040,メインデバイスのフルタイム設定を取得する,共通,メインデバイスのフルタイム設定を取得する
10041,ランダムブロックタイプ,共通,ランダムブロックタイプ
10042,文字列分割,共通,|@1|を分割し、分割符は|@2|、分割後の第|@3|段を切り取る
10043,指定された文字列を取得,共通,|@1|の中、キー名が|@2|の内容を取得
10044,ゲームサーバータイム取得,共通,ゲームサーバータイムの|@1|時間を取得
10045,タイムスタンプを時間単位に変換,共通,タイムスタンプ|@1|を|@2にする
10046,完全なサーバータイムを取得,共通,完全なサーバータイムを取得
10047,タイムスタンプを完全な時間に変換,共通,タイムスタンプ|@1|を完全な時間にする
20001,数値演算,数学,@1||@2||@3
20002,剰余,数学,@1| Mod |@2
20003,ランダム数字,数学,@1|と|@2|の間でランダム数字を生成する
20004,最大値,数学,@1|と|@2|の|@3
20005,整除,数学,@1|は|@2|を整除する
20006,位置の座標値,数学,@1|の|@2|座標値
20007,位置間の水平角度,数学,@1|と|@2|の間の水平角度
20008,位置間の垂直角度,数学,@1|と|@2|の間の垂直角度
20009,冪乗,数学,@1|の|@2|乗
20010,開平,数学,@1|を|@2|で開平する
20011,絶対値,数学,@1|の絶対値
20012,三角関数,数学,@1||@2||@3
20013,底を固定した対数関数,数学,@1||@2
20014,任意の底を持つ対数関数,数学,Log|@1||@2
20015,整数変換,数学,|@1|を四捨五入、方法は|@2
20016,角度と弧度の変換,数学,|@1|を以下に転移：|@2
20017,論理積,数学,@1|AND|@2
20018,論理和,数学,@1|OR|@2
20019,排他的論理和,数学,@1|排他的OR|@2
20020,論理否定,数学,NOT|@1
20021,任意値比較,数学,@1||@2||@3
30001,現在のゲーム時間,ゲーム,現在のゲーム時間
30002,指定ランキングのチーム,ゲーム,ランキングが|@1|のチーム
30003,現在のゲームの重力倍数,ゲーム,現在のゲームの重力倍数
40001,チーム属性,チーム,@1|の|@2
40002,チーム比較,チーム,@1||@2||@3
50001,プレイヤーの位置,プレイヤー,@1|の位置
50002,プレイヤーの照準位置を取得する,プレイヤー,@1|の照準位置
50003,プレイヤーの属性,プレイヤー,@1|の|@2
50004,所有道具数,プレイヤー,@1|が所有する|@2|の数
50006,プレイヤーが向いている角度,プレイヤー,@1|が向いている角度
50007,プレイヤーの名前,プレイヤー,@1|の名前
50008,個体の判断,プレイヤー,@1||@2||@3
50009,プレイヤーグループにいる判断,プレイヤー,@1||@2|が|@3|内
50010,エリアにいる判断,プレイヤー,@1||@2|が|@3|内
50011,ステータスの判断,プレイヤー,@1||@2|が所有する|@3|のステータス
50012,ホスト,プレイヤー,ホスト
50018,プレイヤーのチーム,プレイヤー,@1|のチーム
50019,プレイヤーのプライベート変数（エリア）,プレイヤー,@1|の|@2|（エリア）
50020,プレイヤーのプライベート変数（位置）,プレイヤー,@1|の|@2|（位置）
50021,プレイヤーのプライベート変数（数値）,プレイヤー,@1|の|@2|（数値）
50022,プレイヤーのプライベート変数（文字列）,プレイヤー,@1|の|@2|（文字列）
50023,プレイヤーのプライベート変数（ブール値）,プレイヤー,@1|の|@2|（ブール値）
50024,プレイヤーのプライベート変数（プレイヤー）,プレイヤー,@1|の|@2|（プレイヤー）
50025,プレイヤーのプライベート変数（プレイヤーグループ）,プレイヤー,@1|の|@2|（プレイヤーグループ）
50026,プレイヤーのプライベート変数（ブロックタイプ）,プレイヤー,@1|の|@2|（ブロックタイプ）
50027,プレイヤーのプライベート変数（道具タイプ）,プレイヤー,@1|の|@2|（道具タイプ）
50028,プレイヤーのプライベート変数（生物）,プレイヤー,@1|の|@2|（生物）
50029,プレイヤーのプライベート変数（生物タイプ）,プレイヤー,@1|の|@2|（生物タイプ）
50030,プレイヤーのプライベート変数（生物グループ）,プレイヤー,@1|の|@2|（生物グループ）
50031,プレイヤーのプライベート変数（タイマー）,プレイヤー,@1|の|@2|（タイマー）
50032,プレイヤーのプライベート変数（特殊効果タイプ）,プレイヤー,@1|の|@2|（特殊効果タイプ）
50033,プレイヤーの 照準線が指す方向,プレイヤー,@1|の中心が指す方向
50034,プレイヤーの手持ち道具タイプ,プレイヤー,@1|の手持ち道具タイプ
50035,プレイヤー,プレイヤー,|@1
50036,プレイヤーグループ,プレイヤー,|@1
50037,指定プレイヤーの外観,プレイヤー,@1|外観
50038,プレイヤーグループ,プレイヤー,|@1
50039,プレイヤーのプライベート変数（位置グループ）,プレイヤー,@1|の|@2|（位置グループ）
50040,プレイヤーのプライベート変数（地域グループ）,プレイヤー,@1|の|@2|（地域グループ）
50041,プレイヤーのプライベート変数（数値グループ）,プレイヤー,@1|の|@2|（数値グループ）
50042,プレイヤーのプライベート変数（文字列グループ）,プレイヤー,@1|の|@2|（文字列グループ）
50043,プレイヤーのプライベート変数（ブール値グループ）,プレイヤー,@1|の|@2|（ブール値グループ）
50044,プレイヤーのプライベート変数（ブロックタイプグループ）,プレイヤー,@1|の|@2|（ブロックタイプグループ）
50045,プレイヤーのプライベート変数（道具タイプグループ）,プレイヤー,@1|の|@2|（道具タイプグループ）
50046,プレイヤーのプライベート変数（生物タイプグループ）,プレイヤー,@1|の|@2|（生物タイプグループ）
50047,プレイヤーのプライベート変数（タイマーグループ）,プレイヤー,@1|の|@2|（タイマーグループ）
50048,プレイヤーのプライベート変数（特殊効果タイプグループ）,プレイヤー,@1|の|@2|（特殊効果タイプグループ）
50049,ランダム外観タイプ,プレイヤー,ランダム外観タイプ
50050,プレイヤーのミニIDを取得,プレイヤー,|@1|のミニIDを取得
50051,指定ミニIDのプレイヤーを取得,プレイヤー,ミニIDは|@1|のプレイヤーを取得
50052,投擲物を投げたプレイヤー,プレイヤー,投擲物を投げたプレイヤー
60001,プレイヤーグループ内のプレイヤーの数,プレイヤーグループ,@1|内のプレイヤーの数
60002,プレイヤーグループ内のプレイヤーの番号,プレイヤーグループ,@1|内の|@2|の番号
60003,ゲーム内のプレイヤーの数,プレイヤーグループ,ゲーム内での現在のプレイヤーの数
60004,プレイヤーグループ内の指定番号のプレイヤー,プレイヤーグループ,@1|内で番号が|@2|のプレイヤー
60005,プレイヤーグループ内のランダムプレイヤー,プレイヤーグループ,@1|内のランダムプレイヤー
60006,全プレイヤー,プレイヤーグループ,全プレイヤー
60007,チーム内の全プレイヤー,プレイヤーグループ,@1|内の全プレイヤー
60008,エリア内の全プレイヤー,プレイヤーグループ,@1|内の全プレイヤー
70001,生物の位置,生物,@1|の位置
70002,生物の属性,生物,@1|の|@2
70004,生物グループ内の生物の番号を取得する,生物,@1|内の|@2|の番号
70005,生物が向いている角度,生物,@1|が向いている角度
70006,生物のタイプ名,生物,@1|のタイプ名
70007,個体の判断,生物,@1||@2||@3
70008,タイプの判断,生物,@1||@2||@3
70009,生物グループにいる判断,生物,@1||@2|が以下にいる：|@3
70010,エリアにいる判断,生物,@1||@2|が|@3|内
70011,ステータスの判断,生物,@1||@2|が所有する|@3|のステータス
70012,生物のチーム,生物,@1|のチーム
70013,指定生物のタイプ,生物,@1|のタイプ
70014,ランダム生物のタイプ,生物,ランダムな生物のタイプ
70015,生物タイプ,生物,|@1
70016,生物グループ,生物,|@1
70017,指定生物の外観,生物,@1|の外観
70018,生物グループ,生物,|@1
70019,生物タイプグループ,生物,|@1
70020,生物,生物,|@1
70021,投擲物を投げた生物,生物,投擲物を投げた生物
80001,生物グループ内の生物の数,生物グループ,@1|内の生物の数
80002,生物グループ内の指定番号の生物,生物グループ,@1|内で番号が|@2|の生物
80003,生物グループ内のランダム生物,生物グループ,@1|内のランダム生物
80004,チーム内の全生物,生物グループ,@1|内の全生物
80005,エリア内の全生物,生物グループ,@1|内の全生物
90001,ドロップアイテムの位置,道具,@1|の位置
90002,ドロップアイテムの数,道具,@1|の数
90003,プレイヤーのバックパックで変更された道具の数,道具,プレイヤーのバックパックで変更された道具の数
90004,道具のタイプ名,道具,@1|のタイプ名
90005,タイプの判断,道具,@1||@2||@3
90006,ドロップアイテムがエリアにある判断,道具,@1||@2|が|@3|内
90007,投擲物がエリアにある判断,道具,@1||@2|が|@3|内
90008,ドロップアイテムのタイプ,道具,@1|のタイプ
90009,道具タイプ,道具,|@1
90012,道具タイプグループ,道具,|@1
90013,ランダム道具タイプ,道具,ランダム道具タイプ
100001,現在のグローバル天気モード,ワールド,現在のグローバル天気モードを取得
100002,位置と位置との距離,ワールド,@1|と|@2|との距離
100003,天気タイプ比較,ワールド,@1||@2||@3
100004,ブロックタイプ比較,ワールド,@1||@2||@3
100005,ブロックのスイッチステータス,ワールド,@1|のブロックのスイッチステータス
100006,位置がエリアにある判断,ワールド,@1||@2|が|@3|内
100007,指定位置のブロックタイプ,ワールド,@1|のブロックタイプ
100008,位置から位置への方向,ワールド,@1|から|@2|への方向
100009,絶対3軸座標系の方向,ワールド,X|@1|，Y|@2|，Z|@3|の方向
100010,絶対球座標系の方向,ワールド,方位角|@1|、仰角|@2|の方向
100011,位置,ワールド,|@1
100012,地域,ワールド,|@1
100013,タイマー,ワールド,|@1
100014,位置グループ,ワールド,|@1
100015,地域グループ,ワールド,|@1
100016,タイマーグループ,ワールド,|@1
100017,ランダム天気,ワールド,ランダム天気
100018,地形グループの天気,ワールド,@1|の天気
110001,指定プレイヤーの乗り物,乗り物,@1|の乗り物
120001,ランダム特殊効果タイプ,特殊効果,ランダムな特殊効果タイプ
120002,特殊効果タイプ,特殊効果,|@1
120003,特殊効果タイプグループ,特殊効果,|@1
130001,現在再生中の広告の名前を取得する,再生,現在再生中の広告の名前を取得する
140001,ブロックタイプ,ブロック,|@1
140002,ブロックタイプグループ,ブロック,|@1
150001,文字盤,グラフィック情報,文字内容が|@1|の文字盤。フォントサイズは|@2|、ベースプレートの不透明度は|@3|%、番号は|@4
150002,浮遊文字,グラフィック情報,文字内容が|@1|の浮遊文字。フォントサイズは|@2|、番号は|@3
150003,プログレスバー,グラフィック情報,現在の値|@1|、最大値|@2|のプログレスバー。プログレスバーの色は|@3|、番号は|@4
150004,ターゲットオブジェクトを指す矢印,グラフィック情報,|@1|を指し、矢印のサイズは|@2|、色は|@3|、番号は|@4
150005,位置を指す矢印,グラフィック情報,|@1|を指し、矢印のサイズは|@2|、色は|@3|、番号は|@5
150006,ターゲットオブジェクトを指すガイド領域,グラフィック情報,|@1|を指し、矢印のサイズは|@2|、色は|@3|、番号は|@6
150007,位置を指すガイド領域,グラフィック情報,|@1|を指し、矢印のサイズは|@2|、色は|@3|、番号は|@7
150008,ターゲットオブジェクトを指すガイドライン,グラフィック情報,|@1|を指し、矢印のサイズは|@2|、色は|@3|、番号は|@8
150009,位置を指すガイドライン,グラフィック情報,|@1|を指し、矢印のサイズは|@2|、色は|@3|、番号は|@9
160001,ランダム色,色,ランダム色
170001,位置グループで指定された番号の位置,位置グループ,@1|で番号|@2|の位置
170002,位置グループでランダムの位置,位置グループ,@1|でランダムな位置
180001,エリアグループで指定された番号のエリア,地域グループ,@1|で番号|@2|のエリア
180002,エリアグループでランダムのエリア,地域グループ,@1|でランダムなエリア
190001,数値グループで指定された番号の数値,数値グループ,@1|で番号|@2|の数値
190002,数値グループのランダムの数値,数値グループ,@1|でランダムな数値
190003,数値グループの最大値を取得する,数値グループ,|@1|で最大値を得る
190004,数値グループの最小値を取得する,数値グループ,|@1|で最小値を得る
200001,文字列グループで指定された番号の文字列,文字列グループ,@1|で番号|@2|の文字列
200002,文字列グループのランダムな文字列,文字列グループ,@1|でランダムな文字列
210001,ブール値グループで指定された番号のブール値,ブール値,@1|で番号|@2|のブール値
210002,ブール値グループでランダムなブール値,ブール値,@1|でランダムなブール値
220001,ブロックタイプグループで指定された番号のブロックタイプ,ブロックタイプ,@1|で番号|@2|のブロックタイプ
220002,ブロックタイプグループでランダムなブロックタイプ,ブロックタイプ,@1|でランダムなブロックタイプ
230001,アイテムタイプグループで指定された番号のアイテムタイプ,アイテムタイプ,@1|で番号|@2|のアイテムタイプ
230002,アイテムタイプグループでランダムなアイテムタイプ,アイテムタイプ,@1|でランダムなアイテムタイプ
240001,生物タイプグループで指定された番号の生物タイプ,生物タイプ,@1|で番号|@2|の生物タイプ
240002,生物タイプグループでランダムな生物タイプ,生物タイプ,@1|でランダムな生物タイプ
250001,タイマーグループで指定された番号のタイマー,タイマー,@1|で番号|@2|のタイマー
250002,タイマーグループでランダムなタイマー,タイマー,@1|でランダムなタイマー
260001,特殊効果タイプグループで指定された番号の特殊効果タイプ,特殊効果タイプ,@1|で番号|@2|の特殊効果タイプ
260002,特殊効果タイプグループでランダムな特殊効果タイプ,特殊効果タイプ,@1|でランダムな特殊効果タイプ
270004,現在選択されているコンポの回転角度を取得する,共通,|@1
270005,生物のアイコンを取得する,共通,|@1
270006,生物の種類のアイコンを取得する,共通,|@1
270007,状態のアイコンを取得する,共通,|@1
270008,ブロックの種類のアイコンを取得する,共通,|@1
270009,現在のプレイヤーのキャラアイコンを取得する,共通,現在|@1|キャラアイコン
270010,プレーヤーのショートカットバーのアイコンを取得する,共通,@1|ショートカットは|@2|のアイコン
280001,ランダム投擲物タイプ,投擲物,ランダム投擲物タイプ
290001,ランダムサウンド,サウンド,ランダムサウンド
300001,サーバーで取得した位置,データ保存,サーバーで取得した位置
300002,サーバーで取得したエリア,データ保存,サーバーで取得したエリア
300003,サーバーで取得した数値,データ保存,サーバーで取得した数値
300004,サーバーで取得した文字列,データ保存,サーバーで取得した文字列
300005,サーバーで取得したブール値,データ保存,サーバーで取得したブール値
300006,サーバーで取得したプレイヤー,データ保存,サーバーで取得したプレイヤー
300007,サーバーで取得したブロックタイプ,データ保存,サーバーで取得したブロックタイプ
300008,サーバーで取得した道具タイプ,データ保存,サーバーで取得した道具タイプ
300009,サーバーで取得した生物,データ保存,サーバーで取得した生物
300010,サーバーで取得した生物タイプ,データ保存,サーバーで取得した生物タイプ
300011,サーバーで取得したタイマー,データ保存,サーバーで取得したタイマー
300012,サーバーで取得した特殊効果,データ保存,サーバーで取得した特殊効果
300013,ランキングから取得したランキング,データ保存,ランキングから取得したランキング
300014,サーバーで取得した名称（キー）,データ保存,サーバーとランキングのインデックス名を取得（キー）
300015,サーバーで取得したプレイヤー（キー）,データ保存,サーバーとランキングのインデックスプレイヤーを取得（キー）
