ID,描述
68,ランダムにエンチャントステータスが与えられます
69,このアイテムにはすでにエンチャントされています
70,融合後、サブアイテムは消失します
71,サブアイテムを入れてください
72,エンチャントアイテムを選択してください
73,スター
74,ミニコイン
75,エンチャント可能なアイテム：
76,使用できるメインアイテム
77,使用できるサブアイテム
78,適合する属性がありません
79,@1エンチャントしました！
80,エンチャントしたいアイテムを入れてください
81,エンチャント画面からバックパックに入れました
82,野外でサバイバルしながら資源を収集し、ワールドを探索しましょう
83,各種の無限の資源で思い通りのものが建てられます
84,新しいセーブデータを作成し、\n冒険をスタートしましょう
85,まだセーブデータがありません。早く#cfa7a0f作成#nしましょう
86,ここに#cfa7a0fダウンロード#nできるマップがたくさんあります！
87,初めてゲームに進むときは、チュートリアルでゲームの基本的な遊び方を学ぶことをおすすめします
88,シーンの中で人物を選び\nあなたのキャラクターを作成しましょう
89,キャラクターを選択してください
90,チュートリアルはまだ終わっていません。続けますか？
91,初めてミニワールドに入るのなら、#c0aaa1aチュートリアルマップ（おすすめ）#nに入ることを強くご提案いたします
92,チュートリアルマップ
93,地下世界に到着しました
94,地上世界に到着しました
95,@otherとの戦闘中にうっかりミスをしてしまいました。
96,@self、泳いでいる間は酸素の消耗に注意してくださいね～
97,@self熱いものに近づけないように注意してください！
98,高いところは大変危険です。常に安全に気をつけてくださいね！
99,宇宙服が必要です。
100,サボテンに気をつけて！
101,その運の良さは、宝くじを買った方がいいですね。
102,毒に当たったら生乳を飲んでください！
103,@selfは花のように散ってしまいました。
104,ダッシュモードに入りました
105,ステルスモードに入りました
106,ぜひ私の冒険ルームへ！私と仲間たちがあなたを待ってるよ
107,この冒険ルームはクールだね！もうやめられない
108,誰か私の冒険ルームへ遊びに来ない？
109,私の冒険ルームへ遊びに来てね！
110,鉱石掘りを手伝ってくれる人、私の冒険ルームに来てね！
111,私の作ったルームを見に来て！面白いものがたくさんあるよ
112,私の作ったルームで、みんなでパーティしよう！
113,精魂込めて作ったルームです。みんな遊びに来てね
114,私の作ったルームはずっとお客さんを待ってるよ！
115,私の作ったルームには大きな部屋があるよ。早く見においで！
116,満月だ。今夜は特別な夜だね…
117,月が隠れた。今夜は特別な夜だね…
118,ここにたくさんの物資があるけど、何が欲しい？あるいは砂漠や氷原に行って私の兄妹を探してもいいけど。
119,ひたすら砂の風景が続く砂漠は私が育ったところ。もっと多くの物資を集めてオアシスに変えたいんだ。
120,氷原は寒いから、大量の物資が必要なんだ。提供してもらえるかな？
121,相応しくない言葉が含まれています。改めて入力してください
122,これはホスト専用のチェストです。開けることはできません
123,修正した名前を入力してください
124,必須
125,セーブデータ内で名前を修正することはできません
126,名前を修正できました：
127,改名できませんでした。ネットワークを確認して再度お試しください
128,購入したアイテムは、左下隅にある倉庫に入れます
129,セーブデータ内では、アイテムをタップするとバックパックに入れることができます。マウントのかけらはマウントかけら倉庫まで移動されました。#cfa7a0fタップして確認#n
130,このタイプのアイテムは、ホストだけが取り出して使うことができます
131,購入しました。左下隅の倉庫に入って確認してください
132,取り出しました。バックパックの中を確認してください
133,極限冒険スコア：
134,ゲームから退出されました。ゲームを変更してください（0）
135,ホストが宇宙人に連れ去られ、リンクが切断されました！
136,ママがごはんだよとホストを呼んだので、ルームがクローズされました
137,入れません。マップのダウンロードに失敗したか、壊れています（事前にシェアしてバックアップすることをおすすめします）
138,活躍レベル：
139,アンロック達成：
140,情 報
141,アイコン
142,使 用
143,アンロック
144,作者のミニIDを入力してください
145,ミニIDを入力してください
146,ネットワーク接続が不安定です。ネットワークをご確認ください
147,タイプを選択してください
148,普通
149,良好
150,優秀
151,フォロー中のホストは皆休暇中です……
152,申し訳ございませんが、マップリストを更新して再度お試しください
153,名称
154,人数
155,タイプ
156,説明
157,すぐに更新
158,ゲームのバージョンが最新ではありません。更新してください
159,このセーブデータマップはシェアされていないため、マップをダウンロードして回復することはできません
160,このセーブデータをダウンロードし直す必要があります。ダウンロードを始めますか？
161,ネットワーク接続が不安定なため、アップロード/ダウンロードを中止します。ネットワークを確認してから再度お試しください
162,フォローしているマップがありません。仲間のシェアを見てみましょう
163,ゲームに進むとセーブデータのデータを転換します。数分かかることもありますが、退出せずにしばらくお待ちください。
164,前回入ったルーム
165,ズルをして弟グマを怒らせると、あとが怖いよ
166,タイトル
167,タグ
168,タイプ
169,紹介
170,投稿
171,自分のみ閲覧可能
172,素敵なマップ紹介を書けば、もっと多くの仲間たちにダウンロードしてもらえるよ\n（タップして入力、30文字以内）
173,シェアを更新
174,フォロー中
175,作者のミニIDを入力
176,シェア中
177,戻る
178,これは楽しいワールドですよ！
179,このマップが気に入ったら評価してね！
180,確 定
181,セーブデータ名は空白にできません
182,マウント能力
183,孵化時間
184,セーブデータ表紙
185,獲得
186,使用
187,レベルアップ
188,セーブデータをシェアしていません
189,このプレイヤーはマップをシェアしていません
190,デフォルトの並び順
191,おすすめ
192,評価
193,今週の注目
194,最新
195,ランキング
196,成長開始
197,すぐに成熟
198,収穫
199,水やりと虫とりの仲間：
200,植物は#c0aba1d充満#nステータスです
201,植物は#cffda0a水不足#nステータスです
202,植物は#cff3d2b枯渇#nステータスです
203,獲得可能：
204,成熟まであと：
205,（すぐに成熟）
206,成長開始
207,フレンドのマイガーデンをチェックする
208,スコアボード
209,フレンド
210,ファン
211,アイコン
212,名前
213,倒す
214,フレンド追加
215,マウント
216,（プレビュー）
217,再チャレンジを待つ
218,ミニIDを切り替える際のご注意：#r1.重要なセーブデータは消失を避けるためアップロードしてください#r2.ゲームで入力したパスワードに誤りがあった場合は、IDを変えてログインしてみてください
219,ネットワーク接続が不安定なため、ルームがクローズされました
220,ルームを閉じてすべてのプレイヤーを追い出す
221,ゲームからログオフしすべてのプレイヤーを追い出す
222,ゲームスタート：3
223,ゲームスタート：2
224,ゲームスタート：1
225,スタート！
226,了解
227,デフォルト
228,システム公告
229,@selfが@otherに強烈な一撃を与えました！
230,@selfの攻撃が正確に@otherに命中しました！
231,@selfが「友好的」に@otherを復活ポイントまで送りました！
232,@selfの2連撃！
233,@selfの3連撃！
234,@selfの快進撃！
235,@selfは誰にも止められない！
236,@selfがこの試合を掌握しました！
237,@selfが神への道を歩き出しました！
238,@selfが暴走中。誰も止められない！
239,@selfはまるで神！
240,@selfはもう手が着けられない。誰か止めて！
241,バージョン更新
242,公告がありません！
243,@selfが@otherの3連撃を止めました！
244,@selfが@otherの快進撃を止めました！
245,@selfが@otherの勢いを止めました！
246,@selfが@otherの試合掌握を止めました！
247,@selfが@otherの神への道を止めました！
248,@selfが@otherの暴走を止めました！
249,@selfが@otherの神の如き進撃を止めました！
250,@selfが@otherの神を超えた戦いを止めました！
251,現在召喚しているマウントがマウントベビーを生み出せるようになりました！
252,ゲーム時間@num日後にマウントベビーが孵化します
253,現在のステータスでは座ることができません
254,距離が遠すぎて座ることができません
255,旅商人
256,（商品が更新されました）
257,いらっしゃいませ。何かご入り用ですか？\n急いでください。これを逃したら次はありませんよ！
258,後に離れる
259,残り：
260,売り切れました
261,旅商人
262,旅商人は行ってしまいました。
263,図面
264,フォッ、フォッ、フォ。何が欲しいのかな？
265,@Null@
266,チャージできませんでした。しばらくしてから再度お試しください
267,バージョンが古すぎます。更新するとこのスキンが正確に表示されます
268,ホーム-マイガーデン-図鑑アンロック後に使用。イベントとマイガーデン果実でカケラを獲得できます
269,ストレージの空きが足りないためセーブデータを保存できません。ストレージを整理して再度お試しください
270,勝利
271,また頑張ろう
272,引き分け
273,ギフトパック
274,ギフトコード
275,確認
276,確認方式：ショップ
277,の倉庫
278,にて確認
279,ギフトコードを入力してください
280,公式QQ交流グループ（グループ1：238888081、グループ2：238888082、グループ3：238888083）
281,ギフトコードを入力してください！
282,ネットワーク接続が不安定です。ご確認ください
283,コードはすでに使われています。重複して受け取ることはできません
284,入力したコードに誤りがあります
285,おめでとう！パックがアクティベートされました
286,ネットワーク接続が不安定です/プラットフォームに誤りがあります/すでに同じギフトパックを受け取り済みです
287,長押し
288,地面をタップして職人台を設置しましょう！
289,セーブデータ
290,オンライン
291,常用
292,建築
293,機械
294,バックパック
295,工 具
296,作 物
297,雑用品
298,ブロック
299,編 集
300,#cfa7a0f木材#nが足りない。木を切って木材を集めましょう
301,#cfa7a0f職人台#nアイコンを選び、右側の#cfa7a0f製作#nボタンをタップします
302,石#cfa7a0f#nを作る材料が不足しているので、木を切って#cfa7a0f木材を手に入れ#nください
303,#cfa7a0f木のツルハシ#nを選び、右側の#cfa7a0f製作#nボタンをタップします
304,ミニワールドへようこそ。まず#cfa7a0f操作を覚え#nましょう。画面を#cfa7a0fタップ#nしてください
305,左右に#cfa7a0f画面をスワイプ#nすると視角が変わり、前を向けます
306,スティックを#cfa7a0fスワイプ#nすると#cfa7a0f移動#nできます。前に歩いてみましょう
307,#cfa7a0fブロックを長押し#n（矢印が指している所）すると、#cfa7a0fブロックが壊れる#nまで採集し続けます
308,その調子！すべてのブロックは壊して入手することができます。タップして報酬を#cfa7a0f受け取って#nください
309,矢印の方向に進んで木を見つけ、木ブロック（指で示した所）を#cfa7a0f長押し#nして#cfa7a0f木材#nを入手してください
310,良かった。オノを使うともっと早く#cfa7a0f木材を入手#nできますよ
311,#cfa7a0fバックパック#nを開け、#cfa7a0f木板#nを使って#cfa7a0f職人台#nを合成しましょう
312,#cfa7a0f製作#nタグをタップ
313,#cfa7a0f職人台#nで多くの上級アイテムを合成できます。家にも旅行にも、冒険にも不可欠のものです
314,合成した#cfa7a0f職人台#nを#cfa7a0fショートカットバー#nに置いて選択しましょう
315,地面をタップして#cfa7a0f職人台#nを設置しましょう！
316,#cfa7a0fタップ#nして職人台を開けます（指で示した所）
317,アイテムの製作に成功しました。ゲームで#cfa7a0f木のツルハシ#nを使って、初級の鉱石を採掘できます
318,#cfa7a0f麵#nをタップすると（アイテムショートカットバーに置きます）、#cfa7a0f使用ボタン#nが現れます
319,右側の#cfa7a0f使用ボタン#nを#cfa7a0f長押し#nすると麵を食べることができます
320,アイテムショートカットバーでは、使用可能なアイテムを選んだ時のみ#cfa7a0f使用ボタン#nが現れます
321,入手したばかりの#cfa7a0fヘルメット#nを装備してみましょう。まずバックパックを開けます
322,#cfa7a0fキャラクター装備#nタグをタップ
323,#cfa7a0fヘルメット#nをタップ
324,#cfa7a0fヘルメット#nの説明と属性が表示されます。#cfa7a0f装備#nボタンをタップ
325,やったね！簡単でしょう？次は#cfa7a0fモンスター#nを退治しましょう！左上隅の#cfa7a0f×#nをタップして画面を閉じます
326,注意！！モンスターがこっちに向かってきます。左右に#cfa7a0f画面をスワイプ#nしてモンスターの方を向き、モンスターを#cfa7a0fタップ#nして攻撃します
327,チュートリアル終了おめでとうざいます\nゲームには楽しい内容が盛りだくさん。さあ、今すぐ新しい冒険を始めましょう
328,名称：
329,現在のミッション：#cfa7a0f操作に慣れる#n
330,現在のミッション：木を伐採して#cfa7a0f木材#nを入手
331,現在のミッション：#cfa7a0f職人台#nを作成
332,現在のミッション：#cfa7a0f木のツルハシ#nを製作
333,現在のミッション：#cfa7a0f麵#nを食べる
334,現在のミッション：#cfa7a0fモンスター#nを倒す
335,マップに更新があります。最新バージョンをダウンロードしてください
336,@Null@
337,@Null@
338,@Null@
339,システムメンテナンス中のため、マップをシェアできません
340,人数が足りないため、ゲームを開始できません
341,@Null@
342,世界平和とスムーズな運営のため、マイガーデンレベルがLv.2に満たない場合は、マップのシェアは「自分のみ閲覧可能」しか選択できません
343,世界平和とスムーズな運営のため、ミニID作成から7日未満の場合は、マップのシェアは「自分のみ閲覧可能」しか選択できません
344,このマップは自分のみ閲覧可能です。シェアはできません
345,このマップの作者はダウンロード権限を解放していないため、ダウンロードできません
346,@Null@
347,@Null@
348,@Null@
349,Facebook
350,活躍
351,名称
352,作者
353,ログインできませんでした。一部の機能はご利用頂けません
354,更新中です。少々お待ちください
355,@Null@
356,@Null@
357,プラットフォームが異なるので、ログインできません
358,名前に含まれる記号が規定に合っていません
359,ミニID：
360,現在の時間：
361,現在のバージョン：
362,無料
363,（成熟）
364,（1個収穫）
365,（10個収穫！）
366,このフレンドのガーデンにいます！
367,@Null@
368,マウント召喚
369,報酬が倉庫に追加されました
370,もう1回開く
371,もう10回開く
372,ミニビーン
373,経験値
374,キャラクター特長：
375,このドレスアップは以下の特殊変更を含みます：
376,数が足りません。マイガーデン果実を通して入手してください。
377,数が足りません。マイガーデン果実を通して入手してください。
378,加工レシピ
379,カケラの入手先：
380,アンロック進行状況
381,確認
382,まだマウントベビーを獲得できません
383,花火を購入（#c1b9e1eミニビーン#nを贈呈）
384,このフレンドはまだ植物を育てていません。ほかのフレンドのところも見に行きましょう
385,ミニビーンが足りません。購入してください！
386,サーバーが混雑しています。ゲームを再起動してください
387,全回収
388,1つ回収
389,アンロック済み
390,ホーム-マイガーデン-ホーム果実-図鑑でアンロックされたら使用可能。イベント/ホーム果実でかけらを獲得できます
391,ここはマウントベビー生成に適していません！
392,マウントベビーを獲得しました
393,水やりをして経験値×@1、ミニビーン×@2を獲得
394,虫をとって経験値×@1、ミニビーン×@2を獲得
395,マイガーデン
396,フレンドに追加するとガーデンを見に行くことができます
397,セーブデータ内で画面右側のマウントボタンをタップしてください
398,あなたの植物はステータス良好のようです
399,タップしてマイガーデン果実規則を見る
400,ミニビーン：
401,果実：
402,水やり：
403,注意：すでに植物を育てている皆さんは、ミニビーン報酬を受け取ることはできません
404,サインイン、フレンドの水やりの手伝い、果実の成熟で一定の確率でミニビーンが獲得できます。初めて植物を育てる時は#c0aaa1aミニビーン×200#nの報酬がもらえます
405,果実が成長を始めたら、一定時間待つか、あるいはミニビーンを使ってすぐに成熟させることができます。熟した後はマウント、キャラクター、ドレスアップ、ブロックのカケラをアンロックするのに使えます
406,時々マイガーデンに来て植物に水やりをすることで、果実の成長スピードを保てますよ。フレンドの水やりを手伝うと、ミニビーンと成長値が獲得できます
407,了解
408,カケラを表示
409,本日の報酬受け取りが上限に達しました
410,工具を使い慣れていません
411,ホストが保護設定にしているため、ビジターはホストに権限をリクエストしてください
412,権限
413,フリー
414,ビジター
415,ブロックの破壊と設置ができます\n（ゲーム中禁止可能）
416,ブロックの破壊と設置はできません\n（ゲーム中解除可能）
417,図鑑
418,冒険
419,創造
420,対戦
421,電気回路
422,謎解き
423,パルクール
424,マップのサイズ：
425,ダウンロード数：
426,ゲームのバージョンが古すぎます。更新してください
427,総合
428,チュートリアルに入る
429,達人です。スキップする
430,続ける
431,ゲームを続ける
432,アクティベートする
433,もう一度試す
434,ダウンロードを続ける
435,購入へ
436,起動
437,分
438,ログイン報酬
439,ワールド地形コードを入力できます
440,レビュー成功！
441,近接防御：@1、近接攻撃と爆発による被ダメージを-@2%
442,受け取れるボーナスがありません
443,このバージョンはマルチインスタンスに対応していません。
444,[防御スコアは現在の耐久度に比例します]
445,[物理ダメージは近接/遠距離/爆発の3種類です]
446,#c0aaa1a@1#nをルームから追い出しますか？
447,追い出しますか？
448,追い出し失敗！
449,#cffda0a@1#n秒後に再度挑戦
450,ステータス表示
451,ホストがアイテムの使用を禁止しました
452,スターの交換に成功しました
453,ミニコインが不足しています。#c0aaa1a$@1#nで#cfa7a0f@2個のミニコイン#nを購入しますか？（適度に遊んで課金はほどほどに）
454,US$
455,個のミニコイン
456,ミニコインが不足しています
457,US$
458,購入成功、幸せな花火が倉庫に追加されました。ミニビーンを贈呈します
459,所持：
460,交換
461,未知を探る
462,無限のリソースですべてが創造できる
463,上級設定
464,うーん、野外での冒険は多少の危険がつきものです…
465,未知の生物
466,#c0aaa1aスター×@1#nが必要です。#cfa7a0fミニコイン×@2#nを使って補給しますか？
467,を使って
468,補給しますか？
469,不足スター：
470,再度試す
471,所持しているアイテムをドロップし、最初の位置に戻る
472,探険を続ける
473,#c5aea0a探険を続け、所持しているアイテムをドロップしない#n
474,アイテムを入れる
475,メインアイテム
476,サブアイテム
477,融合
478,今回のエンチャントで属性がLv.@1にアップしました
479,Lv.
480,属性が5つ以上あります。エンチャントをタップして選択
481,この属性とその他の属性が衝突しています
482,選択できるのは最多で
483,個の属性
484,融合後には最多で@1個の属性が保存できます。選択してください：
485,個の属性が保存できます。選択してください：
486,@1個の属性を選択してください
487,@1個の@2を獲得
488,個
489,燃料と材料を入れると自動で製錬が始まります
490,製錬後のアイテムを取り出してください
491,チュートリアル完了おめでとうございます
492,受け取る
493,新しい
494,最上級
495,金の果実でなければ10連ガチャは引けません
496,炎プラネット
497,龍鱗記念碑
498,お気に入りキャンセル
499,お気に入りに登録しました
500,@1をルームから追い出しました
501,ルームから追い出しました
502,回
503,更新可
504,このセーブデータはダウンロード済みです
505,相手のミニIDを入力
506,ルームサーバーがリンクされていません
507,（右側のボタンをタップしてメニューを開き、セーブデータを削除できます）
508,ダウンロード中：
509,ダウンロード待機中
510,ダウンロード一時停止中：
511,前回ログイン
512,ログインしていません
513,昨日
514,日前
515,このセーブデータのアップロードはキャンセルされました
516,ログイン済み
517,マップの尾行を入力
518,ワールドを探索
519,ワールドを創造
520,入る
521,フォローをキャンセル
522,仲間にシェアしたマップ
523,このマップをシェアして獲得
524,デフォルト
525,アカウントが存在しません
526,アカウントが凍結されています
527,アカウント名が重複しています
528,バージョンNo.
529,作成日数
530,生存日数
531,時間：
532,座標：
533,高度：
534,チャージ中です
535,受け取る
536,（これ以上受け取れません）
537,（すでに売り切れです）
538,売却
539,交換
540,この物資は購入済みです。更新してください
541,この物資は売却済みです。更新してください
542,成功
543,引き換える
544,交換できるアイテムが十分にありません
545,購入しました
546,物資は更新されました。お選びください
547,更 新
548,消耗
549,商品棚
550,必要
551,任務追跡
552,@1修理成功！
553,修理したいアイテムを入れてください
554,修理材料を入れてください
555,スターが不足しています
556,修理は不要です
557,耐久度：
558,時間
559,秒
560,産卵クールタイム
561,あなたのマウントは寝ています。@1秒後、召喚できます
562,バージョンが古すぎます
563,セーブデータがないため、ルームを作成できません
564,まだお気に入りに登録したルームがありません
565,上限に達しました。更新してください
566,ルームの人数がいっぱいになりました
567,ルームのパスワードが間違っています
568,ルームはホストによってクローズされました
569,これ以上ルームはありません
570,現在のネットワーク
571,最新バージョン
572,端末のバージョンとルームのバージョンが一致しません
573,ルームとのリンクができません
574,ホストのミニIDを入力してください
575,ボタンをタップするとルームの作成を始めます
576,ルームがありません
577,検索結果
578,更新
579,ルームを開設するセーブデータを選んでください
580,タグを入力可能
581,ルームパスワード
582,ルームパスワードを入力してください
583,キャラクター作成ができませんでした。ネットワークをご確認ください
584,基礎設定
585,コントロール設定
586,上級設定
587,基礎
588,コントロール
589,上級
590,名前
591,画面の明るさ
592,UI非表示
593,平和モード
594,音楽
595,SE
596,音量
597,感度
598,Y軸反転
599,左利きモード
600,クロスヘアモード
601,自動ジャンプ
602,バイブレーション
603,その他のゲーム
604,チャージ成功
605,@1このマウントが欲しい場合は、あと#c0aaa1a@2×@3が必要です。#cfa7a0fミニコイン#nを使って集めることができます。（適度に遊んで課金はほどほどに）
606,このマウントが欲しい場合は、あと
607,を使って
608,集める
609,アイテム不足
610,ミニコインを購入しますか？（適度に遊んで課金はほどほどに）
611,永久
612,限定販売：あと#cfa7a0f@1#n日#cfa7a0f@2#n時間#cfa7a0f@3#n分
613,購入できませんでした。ネットワークをご確認ください。
614,使用キャンセル
615,@1の使用に成功しました
616,特長
617,特長アップ
618,特長有効化
619,特長をレベルアップ
620,使用済み
621,この天賦をアクティベートするには、あと#c0aaa1a@1×@2#nが必要です。#cfa7a0fミニコイン#nを使って集めることができます。（適度に遊んで課金はほどほどに）
622,この天賦をレベルアップするには、あと#c0aaa1a@1×@2#nが必要です。#cfa7a0fミニコイン#nを使って集めることができます。（適度に遊んで課金はほどほどに）
623,必要
624,時間限定体験：あと#cfa7a0f@1#n日#cfa7a0f@2#n時間#cfa7a0f@3#n分
625,このキャラクターをアンロックするには、あと#c0aaa1a@1×@2#nが必要です。#cfa7a0fミニコイン#nを使って集めることができます。（適度に遊んで課金はほどほどに）
626,割引
627,購入成功
628,#cfa7a0f1個@1#nを今のセーブデータのバックパックに入れますか？
629,バージョンが古すぎます
630,@1がアンロックされました。おめでとうございます
631,ネットワーク異常です。チャージできません
632,新マウントをアンロック：
633,マウントをレベルアップ：
634,（永久）
635,@1ドレスアップの使用時間が@2日増えました！
636,@Null@
637,アクティベート済み
638,アンロック
639,すぐに購入
640,設置
641,入れる
642,取り出す
643,脱ぐ
644,デフォルト名
645,アンロックに必要なカケラが足りません
646,詳しくはショップをご覧ください
647,バックパックに入れました
648,任務達成！
649,アイテム獲得！
650,@1×@2を拾いました
651,@1個の@2を移動
652,@1×@2を捨てました
653,収集報酬：
654,フィードバック
655,フィードバック
656,こちらから貴重なご意見をお寄せください
657,QQ：
658,携帯番号：
659,(QQナンバーを入力してください)
660,(携帯番号を入力してください)
661,提出
662,本日のフィードバック回数が上限に達しました
663,貴重なご意見を入力いただき再度お送りください
664,フィードバックを送りました
665,現在フィードバックの人数が多いため、しばらくしてから再度お試しください
666,（ロック中）
667,アンロック方法
668,カケラを回収
669,回収
670,このアイテムをアンロックするには、あと#c0aaa1a@1×@2#nが必要です。#cfa7a0f@3#nを使って集めることができます
671,報酬を受け取りました！
672,カスタマイズモードとルール
673,プレイモード
674,のモード
675,マップ作成ルール
676,デフォルト
677,長さ
678,サイズ: (1ブロック=16)
679,幅
680,制限なし
681,地形：
682,ランダム
683,平坦
684,空島
685,マップを作成
686,地貌：
687,草原
688,砂漠
689,森林
690,氷原
691,海洋
692,高山
693,松林
694,山林
695,モンスター作成：
696,動物
697,モンスター
698,この地形ではこの地貌は使えません
699,数字を入力してください
700,#cfa7a0fホストが#n@1を#cfa7a0fルームから追い出し#nました
701,#cfa7a0fルームから追い出しました#n
702,@ItemNameが不足しています
703,交換に必要なアイテムが足りません
704,カスタムモード
705,基本設定
706,デフォルト\nに戻す
707,保存する
708,時間
709,引き落としできませんでした！
710,数値を入力してください！
711,チーム
712,スコア
713,赤チーム
714,青チーム
715,緑チーム
716,紫チーム
717,黄チーム
718,橙チーム
719,お試しプレイ
720,マップ編集
721,チャージできません。他の方法を選択してください
722,チャージ中です。少々お待ちください！
723,チャージヘルプ
724,ネットワークと残高をご確認の上、再度お試しください。すでにお支払い済みの場合、何度かボタンをタップしてみてください
725,最新バージョンに更新してください
726,チャージ失敗が発生した場合は、証明動画や写真付きでご連絡ください：#rサービスメールアドレス：miniworldjapan@mini1.cn#rお使いのミニIDや、チャージ＆支払いのスクリーンショットや購入番号を必ず送ってください。不具合でご迷惑をかけしまして大変申し訳ございません！
727,チャージできません。ネットワークと残高をご確認の上、再度お試しください。
728,カケラを所持済みです
729,人数が集まりました。ゲームを開始しましょう
730,沼地
731,シェアしてミニビーンを獲得しましょう！
732,ミニビーンの獲得経路
733,1.専用リンクをシェア\n2.仲間があなたのリンクをタップすると、ミニビーン×20を獲得\n3.1日5回まで、毎週最大20回まで受け取り可能
734,現在の受け取り可能数：
735,今週累計：
736,リンクをコピー
737,報酬を受け取りましょう！
738,専用リンク：
739,クリップボードにコピーしました！
740,少なくとも1つの地貌を選択
741,準備段階
742,初期補給箱
743,再チャレンジ補給箱
744,初期補給箱：プレイヤーが最初に携帯するアイテムが入っています
745,再チャレンジ補給箱：プレイヤーが再チャレンジする際に携帯するアイテムが入っています
746,編集日数
747,モード日数
748,チームがありません
749,ゲーム終了
750,おすすめ設定
751,デフォルトのプランならゲームルールを早く覚えることができます
752,パルクールおすすめ
753,対戦おすすめ
754,デフォルト
755,（ゲーム）
756,本日受け取れる報酬が上限に達しました
757,今週受け取れる報酬が上限に達しました
758,受け取りました
759,データエラー
760,まだミニIDを取得していません
761,リンクに失敗しました。再度このページを開いてください
762,このミニIDは凍結されています
763,詳細説明
764,プレイヤーレビュー
765,タップあるいは上にスワイプしてもっと評価を見る
766,評価がありません
767,あなたの評価が、さらによいマップを作るのに役立ちます。ぜひご記入ください！（110文字以内）
768,評価に失敗しました。もう一度お試しください。
769,コメントが空です
770,これ以上評価はありません
771,ネットワークを確認後、再度お試しください
772,評価を削除しました
773,削除に失敗しました
774,（比較的高いスペックが必要です）
775,自分は検索できません
776,"このセーブデータのシェアをキャンセルしますか？
 #cef2d2d（シェアをキャンセル後に削除したりデータをクリアしたりすると、このセーブデータは回復できません）"
777,（専用リンクをQQグループなどにシェアし、仲間がクリックするとボーナス受け取り回数が獲得できます）
778,ミニID切り替えがクローズされました
779,ミニIDパスワード追加がクローズされました
780,マイガーデンがクローズされました
781,ショートメッセージチャージがクローズされました
782,SDKチャージがクローズされました
783,WeChat決済
784,Alipay決済
785,WeChatでの決済を無効にした
786,Alipayでの決済を無効にした
787,注文をキャンセル
788,問題発生
789,チャージ中です。1分以内に反応がなければ、ネットに問題があります
790,1回購入
791,10回購入
792,2倍！
