ID,名字,描述,获得方式
277,萌目プラネット胞子,#c0aba1d食べる#nと15体力を回復。#c0aba1d蛍光BUFF#nを獲得、夜目BUFFまたはくらくらBUFFを獲得するチャンスがある。,萌え目プラネット空島の下の日陰に生える。萌目プラネット胞子の種を植える。
278,萌目プラネット胞子,#c0aba1d食べる#nと15体力を回復。#c0aba1d蛍光BUFF#nを獲得、夜目BUFFまたはくらくらBUFFを獲得するチャンスがある。,萌え目プラネット空島の下の日陰に生える。萌目プラネット胞子の種を植える。
279,萌目プラネット胞子,#c0aba1d食べる#nと15体力を回復。#c0aba1d蛍光BUFF#nを獲得、夜目BUFFまたはくらくらBUFFを獲得するチャンスがある。,萌え目プラネット空島の下の日陰に生える。萌目プラネット胞子の種を植える。
280,萌目プラネット胞子,#c0aba1d食べる#nと15体力を回復。#c0aba1d蛍光BUFF#nを獲得、夜目BUFFまたはくらくらBUFFを獲得するチャンスがある。,萌え目プラネット空島の下の日陰に生える。萌目プラネット胞子の種を植える。
281,萌目プラネット胞子,#c0aba1d食べる#nと15体力を回復。#c0aba1d蛍光BUFF#nを獲得、夜目BUFFまたはくらくらBUFFを獲得するチャンスがある。,萌え目プラネット空島の下の日陰に生える。萌目プラネット胞子の種を植える。
282,萌目プラネット胞子,#c0aba1d食べる#nと15体力を回復。#c0aba1d蛍光BUFF#nを獲得、夜目BUFFまたはくらくらBUFFを獲得するチャンスがある。,萌え目プラネット空島の下の日陰に生える。萌目プラネット胞子の種を植える。
283,萌目プラネット胞子,#c0aba1d食べる#nと15体力を回復。#c0aba1d蛍光BUFF#nを獲得、夜目BUFFまたはくらくらBUFFを獲得するチャンスがある。,萌え目プラネット空島の下の日陰に生える。萌目プラネット胞子の種を植える。
284,萌目プラネット胞子,#c0aba1d食べる#nと15体力を回復。#c0aba1d蛍光BUFF#nを獲得、夜目BUFFまたはくらくらBUFFを獲得するチャンスがある。,萌え目プラネット空島の下の日陰に生える。萌目プラネット胞子の種を植える。
285,萌目プラネット胞子,#c0aba1d食べる#nと15体力を回復。#c0aba1d蛍光BUFF#nを獲得、夜目BUFFまたはくらくらBUFFを獲得するチャンスがある。,萌え目プラネット空島の下の日陰に生える。萌目プラネット胞子の種を植える。
286,変異体萌目プラネット胞子茎,@item_227#または@item_226#と接触して異変した@item_261#,
287,玉なし鋸歯状シダ,#c0aba1dレッドランズ#n固有の古代植物で、葉には極めて鋭い鋸歯があり、一度体に付着すると振り払うのが困難な#c0aba1d刺玉#nを持つものもあります。#r遭遇したら回り込んで、特に手ぶらで触らないようにしてください,
288,玉あり鋸歯状シダ,#c0aba1d赤土#n固有の古代植物で、葉には極めて鋭い鋸歯があり、一度体に付着すると振り払うのが困難な#c0aba1d刺玉#nを持つものもあります。#r遭遇したら回り込んで、特に手ぶらで触らないようにしてください,
289,鋸歯状砂利壁,#c0aba1d刺茎#nを巻き付けたことで、砂利壁の防御力が大幅に向上し、モンスターを止めるだけでなく、跳ね返すことができるようになった#r#c0aba1d ポイント#n: 飼育動物にはお勧めできません。,職人台で加工すると入手可能
290,鋸歯状ラピスウォール,#c0aba1d刺茎#nを巻き付けたことで、ラピスウォールの防御力が大幅に向上し、モンスターを止めるだけでなく、跳ね返すことができるようになった#r#c0aba1d ポイント#n: 飼育動物にはお勧めできません。,職人台で加工すると入手可能
291,鋸歯状惑星岩石ウォール,#c0aba1d刺茎#nを巻き付けたことで、惑星岩石ウォールの防御力が大幅に向上し、モンスターを止めるだけでなく、跳ね返すことができるようになった#r#c0aba1d ポイント#n: 飼育動物にはお勧めできません。,職人台で加工すると入手可能
292,ココナッツの苗木,ココナッツを地面に植えてから育つ苗は、しばらくするとココナッツの木に成長するそうです,
294,巨大ココナッツリーフ,このくらいの大きさの葉っぱなら、#c0aba1d燃料#nとして使えば長く燃えそうだ,
295,大きいココナッツ,#c0aba1d食べて#nスタミナ回復15、 #c0aba1d土ピット#nに植えてココナッツの木に成長できる。#r#c0aba1dココナッツの木#nには大きな実をつける、その下に立たないように注意、やられると面白くないよ!,
296,変異巨大ココナッツリーフ,赤土の影響を受けて葉っぱ全体の色が大きく変わり、内部に不安定な物質が大量に溜まっているので、#c0aba1d燃料#nとして使うと長く燃えるようです。,
297,変異巨大ココナッツ,ココナッツも#c0aba1d赤土#nの影響で変化し、内部に不安定な物質が大量に集まり、成長を続けることが不可能になり、食べられなくなっている#r 海賊は異質なココナッツで#c0aba1d 砲弾#nを作って楽しんでいるらしい、試してみてくれ!,
298,小さな燃え盛る松明,置くと一定時間燃え続けて周囲を照らし、その後消えますが、直火に接すると再点火が可能。例えば、#c0aba1d小さな燃え盛る松明#nを持っていて、#c0aba1d消えた松明#nをクリックするか、#c0aba1d消えた松明#nを持っていて、燃えている#c0aba1d 焚き火#nをクリックすると、再び点火することができます。#r補足：小さな松明は雨に濡れるので、#c0aba1d雨の日に#nは点火できません。,
