keyid,名字,属性描述
43002,近接物理ダメージボーナス,近接物理ダメージ+
43003,近接物理ダメージボーナス,近接物理ダメージ+
44001,剛毅,ダメージ軽減+
44002,剛毅,ダメージ軽減+
44003,剛毅,ダメージ軽減+
45001,遠隔防護,遠隔物理ダメージ-
45002,遠隔防護,遠隔物理ダメージ-
45003,遠隔防護,遠隔物理ダメージ-
46001,爆発防護,爆発ダメージ-
46002,爆発防護,爆発ダメージ-
46003,爆発防護,爆発ダメージ-
47001,靭性回復速度,靭性回復速度+
47002,靭性回復速度,靭性回復速度+
47003,靭性回復速度,靭性回復速度+
48001,ハイジャンプ,ジャンプ力+
48002,ハイジャンプ,ジャンプ力+
48003,ハイジャンプ,ジャンプ力+
49001,大変身,敵側変身確率+
49002,大変身,敵側変身確率+
49003,大変身,敵側変身確率+
50001,耐久性防護,耐久性が減らない確率+
50002,耐久性防護,耐久性が減らない確率+
50003,耐久性防護,耐久性が減らない確率+
51001,高速釣り,釣り速度+
51002,高速釣り,釣り速度+
51003,高速釣り,釣り速度+
52001,スロウ,敵側の速度を下げる確率+
52002,スロウ,敵側の速度を下げる確率+
52003,スロウ,敵側の速度を下げる確率+
53001,採掘スタミナ低下,採掘スタミナが下がる
53002,採掘スタミナ低下,採掘スタミナが下がる
53003,採掘スタミナ低下,採掘スタミナが下がる
54001,隕石落とし,隕石落とし
54002,隕石落とし,隕石落とし
54003,隕石落とし,隕石落とし
55001,スター経験値ボーナス,スター経験値取得率+
55002,スター経験値ボーナス,スター経験値取得率+
55003,スター経験値ボーナス,スター経験値取得率+
56001,スキル加速,スキルクールダウン-
56002,スキル加速,スキルクールダウン-
56003,スキル加速,スキルクールダウン-
57001,とどめの一撃,とどめの一撃ダメージ+2%
57002,とどめの一撃,とどめの一撃ダメージ+2%
57003,とどめの一撃,とどめの一撃ダメージ+2%
58001,ノックバック耐性,ノックバック耐性+5%
58002,撃退防御性,ノックバック耐性+10%
58003,撃退防御性,ノックバック耐性+15%
59001,ビーストダメージボーナス,ビーストに対する与ダメージ+
59002,ビーストダメージボーナス,ビーストに対する与ダメージ+
59003,ビーストダメージボーナス,ビーストに対する与ダメージ+
60001,野蛮人ダメージボーナス,野蛮人に対する与ダメージ+
60002,野蛮人ダメージボーナス,野蛮人に対する与ダメージ+
60003,野蛮人ダメージボーナス,野蛮人に対する与ダメージ+
61001,エリートダメージボーナス,エリートに対する与ダメージ+
61002,エリートダメージボーナス,エリートに対する与ダメージ+
61003,エリートダメージボーナス,エリートに対する与ダメージ+
62001,ボイドダメージボーナス,ボイド生物に対する与ダメージ+
62002,ボイドダメージボーナス,ボイド生物に対する与ダメージ+
62003,ボイドダメージボーナス,ボイド生物に対する与ダメージ+
63001,宇宙ダメージボーナス,宇宙生物に対する与ダメージ+
63002,宇宙ダメージボーナス,宇宙生物に対する与ダメージ+
63003,宇宙ダメージボーナス,宇宙生物に対する与ダメージ+
64001,水棲ダメージボーナス,水棲生物に対する与ダメージ+
64002,水棲ダメージボーナス,水棲生物に対する与ダメージ+
64003,水棲ダメージボーナス,水棲生物に対する与ダメージ+
