ID,名字,描述
56,ホバー,マウントを使用すると、キャラクターが地面から浮いた状態になり、プロペラの音が自動的に流します。
57,地面グライディング,低高度で一定の距離を飛ぶことができ、落下中にジャンプボタンを押し続けると血が落ちない。
58,ハンググライディング,低高度で長距離を飛ぶことができ、落下中にジャンプボタンを押し続けると血が落ちない。
59,ライトとフェザー,使用後は3羽の白鳥の虚影効果を召喚してマウントの周りをぐるぐる動き回ることができます
60,白鳥の湖,水内にダイブができます
61,トワイライトフライト,落下中に血を失うことなく、遠くまで空を飛ぶことができます
62,超能光波,戦闘機が移動すると、自動的にクールな光波を発射します
63,破滅放射線,戦闘機が移動すると、自動的にクールな金赤の光波を発射します
64,聖なる光波,戦闘機が移動すると、自動的にクールな光波を発射します
65,浄化放射線,戦闘機が移動すると、自動的にクールな銀紫の光波を発射します
66,雲をしのぐ,落下中に血を失うことなく、短時間の空中浮遊が可能です
67,空を破る,落下中に血を失うことなく、遠くまで空を飛ぶことができます
68,時空ジャンプ,時空ジャンプのスキルを使用すると、指す方向の15格の距離の外に現れます
69,竜巻,使用後、車の後方に小型な竜巻が発生しています
70,魔法バブル,体の周りにバブルが現れる
71,風の翼,落下中に血を失うことなく、遠くまで空を飛ぶことができます
72,魔法の流れ,身の周りに青い水流が現れます。
73,奇跡の涙,エネルギーシールドを形成することができます。
74,赤の輝き,連続した赤い光が身を包み込みます。
75,ゴールドビーム,連続した金色の光が身を包み込みます。
76,青の輝き,連続した青い光が身を包み込みます。
77,落ちる花びら,落ちる花びらが身を包み込みます。
78,蝶々を廻る,蝶々と花が身を包み込みます。
79,飛ぶ花びら,ピンク色の花びらが身を包み込みます。
80,出航,ジャンプキーを押しすることで10秒間20%加速効果があります。
81,初級召喚,ジャンプキーを押しすることで1つランプの初級精霊があなたについてくる
82,中級召喚,ジャンプキーを押しすることで1つランプの星霊があなたについてくる
83,高級召喚,ジャンプキーを押しすることで1つランプの真珠精霊があなたについてくる
84,神隠し,ジャンプボタンを押して、空中でもう一度ジャンプボタンを押すと神隠し状態になります。
85,幽霊体,体の周りに金色のギヤが現れる
86,パープルライトニング,体の周りにパープルライトニングが現れる
87,強い風,ジャンプボタンを長押すと竜巻を召喚して、目の前の生物を吹き飛ばします。
88,スパイラルフライト,ジャンプボタンを押して、空中でもう一度ジャンプボタンを押すと、ホバリングして空に舞い上がります。
89,音波,体の周りにレーザー効果があります。
90,電子音,体の周りにカラフルな稲妻があります。
91,リズムスイング,ジャンプキーを長く押すことで、自分と一定範囲内のチームメイトにHPを増やすことができます。
92,スーパースター登場,ジャンプキーを長く押すことで、一定範囲内の味方のHPを増加させ、範囲内の怪物の生命値を減少させることができる。
93,はなとび,体の周りには花びらがついています
94,うきぐも,ジャンプボタンを長押しすると、空中をある程度の距離で飛ぶことができます。
95,れいろう,水面を歩ける。
96,風,体の周りには花びらがついています
97,扇舞う,体の周りには花びらがついています
98,揺れる,ジャンプボタンを長押しすると、空中をある程度の距離で飛ぶことができます。
99,エクスタシー,使用ボタンをクリックして幻惑の魔法を発動させると、魔法にかかった怪物が昏睡状態になります。
100,天からの恵み,使用ボタンをクリックすると、肉つき骨が落ちてきます。
101,青い炎,背後から青い炎を放つ。
102,竜の炎,体はオレンジの赤い炎に包まれている。
103,帝皇砲,目標位置に異エネルギー砲を発射し、当たった怪物にダメージを与えた。
104,戦龍ソア,飛行が打ち上げられ，空中を自由に飛び回ることができる。
105,祥瑞,全身に金色の光点と小元宝がある。
106,瑞獣,体の周りに立ちのぼる雲霧があり、光と金貨が周囲に舞い落ちていた。
107,タイガーリープ,前に飛びかかり、当たった怪物にダメージを与えた。
108,マウンテンローア,怒号を発して一定範囲の怪物に被害を与える。
109,流星,体の周りをピンクの星と青いの星が漂う。
110,月華,体の周りを白い花と黄色い蛍光が漂う。
111,祈り,体の周りをピンクのハートと青い蛍光が漂う。
112,飛羽,ジャンプボタンを長押しすると、空中を遠くまで飛ぶことができる。
113,天佑,致命的なダメージを受けたとき、祝福を受けてHPが増加する。
114,風の動き,体の周りを笹の葉と流れる雲が落ちている。
115,描影,体に山や川の影が現れる。
116,フリー,ダメージを受けると移動速度が上がる。
117,千マイルの川や山,使用ボタンをクリックして山々を召喚し、前のモンスターにダメージを与える。
118,星影,きらめく粒子が身を包み込む。
119,聖輝,変わる光が身を包み込む。
120,卜夢,ジャンプボタンを長押しすると、魔法を使ってランダムBUFFを獲得する。
121,帝道,剣穗は具体的な炎を形成します。
122,聖道,周りにはストリーマーの炎があります。
123,御剣飛行,ジャンプボタンを長押しすると、一定距離を空を飛ぶことができます。
124,御剣雙飛行,フレンドと一緒に乗ることができ、二人で御剣は移動速度を上げることもできます。
125,泡風呂,周りに泡が浮いています。
126,音符泡風呂,周りに泡と音符が飛び交っています。
127,夢遊,水に浮くことができます。
128,浮遊泡,ジャンプボタンを長押しすると、周りのモンスターが泡に包まれて空に浮きます。
129,かわいい,周りにたくさんの愛が浮いています。
130,浮かぶ夢,周りに赤いヒガンバナが散りばめられます。
131,軽霊,ジャンプボタンをクリックし、空中でもう一回にクリックすると2段ジャンプします。
132,千幻,ジャンプボタンを長押しすると、近くのモンスターが幻影に陥り、お互いに攻撃します。
133,乗りに行く,周りにネコの足跡が浮いています。
134,飛砂,周りに砂が散りばめられます。
135,砂の上に歩いて,乗ると砂嵐のダメージを下げることができる。
136,輝の感じ,周りに白い羽が散りばめられます。
137,浮翠,周りに緑の羽が散りばめられます。
138,リンラン,周りに華麗な羽が散りばめられます。
139,彷徨う,ジャンプボタンを長押しすると一定距離空中を飛ぶことができる。
140,雀の精霊,乗ると視界の明るさが大幅にアップし、夜でも身の回りの環境がよく見える。
141,流砂,周りにサンズの詰め物があります。
142,霊犀,金色のモクセイが全身に散らばっています。
143,浮かぶ月,水面に浮かぶことができる。
144,餅つき,ジャンプボタンを長押しすると、食べ物アイテムがランダムに生成します。
145,悩みを忘れる,ピンクのスズランの花と光に囲まれています
146,悩みなし,ピンクのスズラン、光と蝶に囲まれています
147,風鈴,ジャンプボタンを長押しすると一定距離空中を飛ぶことができる。
148,香浮,超高速の移動速度がある。
149,滑走,周りにはカエデの葉と光があります。
150,動力加速,ジャンプボタンを長押しすると、前方に一定距離ダッシュすることができる。
151,飛行士,ジャンプボタンをダブルクリックすると、低空で飛行することができますが、水面やマグマで飛行することはできません。ジャンプボタンをもう一度ダブルクリックすると着陸します。
152,豚の反撃,連続攻撃を受ける時に敵にダメージを与える
153,ロウソクの光,全身に光が漂っている。
154,飛躍,ジャンプボタンを長押しすると、より高くジャンプできます。
155,ウサギの攻撃,空中でジャンプボタンをタップすると、地面にすばやく着地してブロックを破壊できます。
156,優しい感情,星の光と花びらに囲まれています。
157,ピンクの波,星の光、花びら、ピンクの光に囲まれています。
158,幻想郷に行く,ジャンプボタンを長押しすると、空中で一段の距離を飛ぶことができます。
159,夢の空間,2つの場所でそれぞれ[使用]ボタンをクリックして双方向テレポートアレイを設定できます。
160,雪が降る,青い光と小さな雪に囲まれています。
161,氷の領域,周辺に進入したモンスターは減速する。
162,絶対零度,ジャンプボタンを長押しすると、近くのモンスターを凍らせることができます。
163,スーパーエネルギー,光の輪に囲まれています。
164,祈る,小さな星に囲まれて。
165,サプライズ,ジャンプボタンを長押しすると、短い距離を前進することができます。
166,2人用マウント,フレンドと一緒に乗れる。
167,グル,周りには様々な小さなグルモンの光点が巡り
168,ミラクルエナジー,ジャンプキーを長押しすると、ランダムに生物エッグが生成され。
169,バタバタ,ジャンプキーをダブルクリックすると低空飛行が続くが、水面やマグマの上を飛ぶことはできず、ジャンプキーをダブルクリックすると着陸。
170,ちまきの香り,全身に精緻なちまきが漂っ。
171,帆を上げる,水に浮かぶことができ。
172,海釣り,水面でジャンプキーを長押しすると、ちまきを投げて海洋生物を手に入れることができ。
173,煙雲,霧の雲
174,山中の景色,マウント召喚で掘削速度アップ
175,水月の花びら,長押しで生物召喚、怪物を攻撃。
176,スイートドリーム,キャンディ、粒子、ハートが周りに
177,ファンタジー,HP減少でATK増加。
178,ドールパーティー,[ジャンプ]でハッピーベア召喚、温度維持。
179,,
180,,
181,音律,鼓動する音符。
182,月の音,星と月に囲まれた紫色と金色の音符の鼓動があり。
183,音楽の音,ジャンプキーをダブルクリックすると、一定時間体力が回復します。
184,星穹の楽しみ,ジャンプキーを長押しすると、近くのモンスターを気絶させることができ。
185,碧葉,木の葉に囲まれます。
186,緑の加護,緑のエネルギーと草花に囲まれます。
187,森の祝福,ジャンプボタンをダブルタップすると、一定時間以内にHPを持続回復します。
188,自然共鳴,ジャンプボタンを長押しすると、近くのモンスターにダメージを与えます。
189,ワンダーライト,全身きらめく
190,海シルクダンサー,海洋生物の光に輝いています
191,サンゴのバリア,ダメージシールドのためのダブルタップジャンプ
192,タイダルフューリー,長押ししてジャンプし、周囲のモンスターを撃退します
193,鯉の灯り,体が光る。
194,回遊する鱗光,体の周りに小さな鯉と光玉が漂う。
195,福の衝立,ジャンプボタンをダブルタップしてシールドを張り、一部のダメージを防ぐ。
196,鯉の恵み,ジャンプボタンを長押しして鯉の力を放ち、一定量のHPを回復する。
197,幻夢,体の周りに光玉が漂う。
198,遥か昔のメルヘン,体の周りで童話の子馬が踊る。
199,夜空を駆ける星,ジャンプボタンをダブルタップして一時的な加速効果を獲得する。
200,旋律共鳴,ジャンプボタンを長押しして童話の旋律を奏で、周りのモンスターは一時的に昏睡状態になる。
201,先陣を切る,体の周りに砂埃が漂う。
202,キャンディ攻撃,周りにペロペロキャンディを投げつける。
203,幻の影,体の周りにフライパンの幻像が漂う。
