keyid,名字,属性描述
42003,أضرار الجليد,مستوى تلف الجليد
43001,مكافأة ضرر جسدي بالتحرك القريب,ضرر جسدي بالتحرك القريب +
43002,مكافأة الأذية البدنية للهجمات القريبة.,اضرب قوة الأذية البدنية للمدافعين قريبي المدى +
43003,زيادة الضرر الفيزيائي القتالي الإضافية,الضرر الفيزيائي القتالي +
44001,الثبات,تقليل الضرر +
44002,الثبات,تخفيض الضرر +
44003,الثبات,تخفيض الضرر +
45001,حماية عن بُعد,ضرر فيزيائي عن بُعد -
45002,حماية عن بعد,الضرر الجسدي عن بعد -
45003,حماية عن بعد.,ضرر جسدي عن بعد -
46001,أضرار انفجار,أضرار انفجار -
46002,تلف الانفجار,تلف الانفجار -
46003,أضرار الانفجار,أضرار الانفجار -
47001,سرعة استعادة الصمود,سرعة استعادة الصمود +
47002,سرعة استعادة المرونة,سرعة استعادة المرونة +
47003,معدل استعادة المرونة,معدل استعادة المرونة +
48001,القفز عاليًا,القدرة على القفز +
48002,القفز عالياً,قدرة القفز +
48003,القفز العالي,قدرة القفز +
49001,التحول,فرصة تحويل العدو +
49002,التحويل,فرصة تحويل العدو +
49003,تحوّل,فرصة تحوّل العدو +
50001,Durability Protection,فرصة عدم فقدان المتانة + حماية المتانة
50002,Durability Protection,فرصة عدم فقدان المتانة + حماية المتانة
50003,حماية المتانة,فرصة عدم فقدان المتانة +
51001,الصيد السريع,سرعة الصيد +
51002,الصيد السريع,سرعة الصيد +
51003,صيد سريع,سرعة الصيد +
52001,Slow,فرصة لتبطئ العدو+ إبطاء
52002,بطء,فرصة بطء العدو +
52003,تبطئ,فرصة لتبطئ العدو +
53001,تم تقليل قدرة التحمل عند الحفر,تم خفض قدرة التحمل عند الحفر
53002,تم تقليل قدرة الحفر.,تم خفض قدرة الحفر
53003,تم تقليل قدرة الحفر.,تم خفض قدرة الحفر
54001,سقوط النيزك,سقوط النيزك
54002,سقوط النيزك من المذنب,سقوط النيزك
54003,سقوط النيزك.,سقوط النيزك
55001,مكافأة نقاط تجربة النجمة,الحصول على نقاط تجربة النجمة +
55002,مكافأة نجمات الخبرة.,زيادة نجمات الخبرة +
55003,مكافآت النجم EXP,مكاسب النجم EXP +
56001,تسريع المهارات,تبريد المهارات -
56002,سرعة المهارة,وقت التبريد للمهارة -
56003,مهارة الاستعجال,وقت الاستراحة للمهارة -
57001,الضربة النهائية,+ 2% زيادة الضرر عند الضربة النهائية
57002,الضربة الأخيرة,+ 2٪ زيادة الضرر عند إزالة الوحدات الأخيرة
57003,مهارة آخر ضربة.,+2% زيادة الضرر الناتج عن آخر الضربات
58001,مقاومة إبعاد اللاعب,+ 5% مقاومة لإبعاد اللاعب
58002,مقاومة للدفع,+ 10٪ مقاومة للدفع
58003,مقاومة للطرد.,+ 15٪ مقاومة للطرد
59001,الضرر الإضافي للوحوش,الضرر للوحش +
59002,الضرر الإضافي على الوحوش,الضرر على الوحش +
59003,مكافأة الضرر على الوحوش,ضرر على وحش +
60001,الضرر المكافأة لرجال الخنازير,الضرر لرجال الخنازير +
60002,الضرر الإضافي المكافأة لـ Boarman,الضرر المسبب لـ Boarmen +
60003,زيادة الضرر على رجال الخنازير,الضرر على رجال الخنازير +
61001,الضرر المكافأ للنخبة,الضرر المسبب للنخبة +
61002,مكافأة الضرر للنخبة,أضرار للنخبة +
61003,ضرر إضافي للنخبة,الضرر للنخبة
62001,مكافأة الضرر الفراغي,الضرر على المخلوقات الفراغية +
62002,مكافأة ضرر الفراغ.,الضرر المسبب لمخلوقات الفراغ +
62003,مكافأة الضرر الفراغي,الضرر لكائنات الفراغ +
63001,مكافأة أضرار هوراس.,أضرار الكائنات هوراس +
63002,مكافأة ضرر هوراس,ضرر لمخلوقات هوراس +
63003,أضرار هوراس الإضافية,أضرار لمخلوقات هوراس +
64001,ضرر بحري إضافي,تلف للمخلوقات البحرية +
64002,ضرر مائي إضافي,ضرر للمخلوقات المائية +
64003,ضرر مائي إضافي,ضرر للكائنات المائية +
