ID,名字,描述
98,تأرجح,اضغط لفترة طويلة على زر القفز للطيران مسافة معينة في الهواء.
99,نشوة,"انقر فوق الزر ""استخدام"" لتنشيط دائرة السحر الوهمية، وسوف تقع الوحوش في الدائرة السحرية في الصاعقة."
100,ثروة الشلال,انقر لاستخدام المفتاح لإسقاط عظام اللحوم في الهواء.
101,اللهب الأزرق,اطلاق النار الزرقاء من الخلف.
102,تنين خطر,اللهب البرتقالي يحيط بالجسم.
103,الإمبراطور كانون,يطلق مدفع طاقة. بمجرد أن تصل ، سيتم أخذ الضرر.
104,حلق التنين,تطير في السماء. التحليق بحرية في الهواء.
105,ميمون,تحيط بالجسم بقع ذهبية وسبائك صغيرة.
106,النمر الميمون,الأضواء المتساقطة والعملات المعدنية مع السحب والضباب تحيط بالجسم.
107,قفزة النمر,قفز إلى الأمام لتصاب بأضرار.
108,زئير الجبل,الزئير ليصيب الضرر في نطاق معين.
109,نيزك,النجوم الزرقاء الخنصر تحيط بالجسم
110,وردة صفراء,تحيط الزهور البيضاء واللمعان الأصفر بالجسم
111,القلب الوردي,قلوب وردية وزرقاء مضان تحيط بالجسم
112,الريش الطائر,اضغط لفترة طويلة على زر القفز لتطير مسافة معينة في الهواء.
113,بركة,زيادة الصحة عند التعرض لأضرار قاتلة
114,رياح,أوراق الخيزران والسحب تحيط بالجسم
115,ظل,ظلال الجبال والأنهار تحيط بالجسم
116,حر,يزيد من سرعة الحركة عند التعرض للضرر
117,بانورامي,انقر فوق زر الاستخدام لإلحاق الضرر بالوحوش التي أمامك
118,ظل النجوم,بقعة شينينغ حولها.
119,التوهج الإلهي,الضوء المتدفق حول.
120,الحلم الإلهي,عقد مفتاح القفز إلى السحر والحصول على برتقالي بشكل عشوائي.
121,الإمبراطور داو,سوف يشكل الارتفاع شعلة رمزية.
122,الطريق المقدس,هناك ألسنة اللهب في جميع أنحاء الجسم.
123,السيف يطير,اضغط لفترة طويلة على زر القفز للطيران لمسافة ما في الهواء.
124,ذبابة مزدوجة السيف الإمبراطوري,يمكنك الركوب مع أصدقائك ، ويمكن للسيف المزدوج أيضًا زيادة سرعة الحركة.
125,حمام الفقاعات,هناك فقاعات تطفو حولها.
126,حمام فقاعة النوتة الموسيقية,هناك فقاعات وملاحظات موسيقية تتطاير حولها.
127,المشي أثناء النوم,يمكن أن تطفو على الماء.
128,فقاعة عائمة,اضغط لفترة طويلة على زر القفز لجعل الوحوش من حولك تطفو في الهواء ملفوفة في فقاعات.
129,تصرف لطيف,هناك الكثير من الحب يطفو.
130,حلم عائم,سيتم رش الجسم كله بالزهور الحمراء.
131,ضوء,بعد النقر فوق زر القفز ، انقر فوق زر القفز مرة أخرى في الهواء للقفز على مرحلتين.
132,ألف أوهام,يمكن أن يتسبب الضغط الطويل على زر القفز في وقوع الوحوش القريبة في خيال ومهاجمة بعضها البعض.
133,اذهب في جولة,هناك آثار أقدام قطة تطفو في جميع أنحاء الجسم.
134,الرمال الطائرة,كانت هناك حبات من الرمل تطفو حولها.
135,الرمال يخطو,بعد ركوب الخيل ، يمكن أن تقلل من أضرار العواصف الرملية.
136,مثل الديباج,كان الريش الأبيض يرفرف في جميع أنحاء الجسم.
137,فوكوي,هناك ريش أخضر يطفو.
138,لينلانغ,رفرف ريش رائع حول الجسم.
139,تجول,اضغط لفترة طويلة على زر القفز لتحلق مسافة في الهواء.
140,روح الطائر,بعد الركوب ، يتم تحسين سطوع مجال الرؤية بشكل كبير ، ويمكن رؤية البيئة المحيطة بك بوضوح في الليل.
141,الرمال المتحركة,محاطة بالرمال الذهبية المتدفقة المتدفقة القلب ملء.
142,سبانخ,ترفرفت أزهار الأوسمانثوس الذهبية في جميع أنحاء الجسم.
143,القمر العائم,يمكن أن تطفو على الماء.
144,فاز كعكة,اضغط لفترة طويلة على زر القفز لتوليد عنصر غذائي بشكل عشوائي.
145,ننسى المخاوف,محاط بزنابق الوادي الوردية وقليل من الضوء والظل
146,لا تقلق,محاط بزنابق الوادي الوردية والأضواء الصغيرة والفراشات
147,الرياح الدقات,اضغط لفترة طويلة على زر القفز لتحلق مسافة في الهواء.
148,عبق,لديه سرعة فائقة تتحرك بسرعة.
149,الشريحة,سيكون هناك أوراق القيقب والضوء في جميع أنحاء الجسم تتحرك مع الريح.
150,تسارع الطاقة,اضغط لفترة طويلة على زر القفز للركض للأمام لمسافة.
151,الطيار,انقر نقرًا مزدوجًا فوق مفتاح القفز لمواصلة الطيران على ارتفاع منخفض ، لكنه لا يستطيع الطيران على الماء والحمم البركانية. انقر نقرًا مزدوجًا فوق مفتاح القفز مرة أخرى للهبوط.
152,الخنازير تقاوم,عند التعرض لهجمات متتالية ، يتم إرجاع ضرر هجوم العدو إلى العدو.
153,ضوء الشموع,هناك بقع من الضوء تطفو حولها.
154,قفزة,اضغط لفترة طويلة على زر القفز لتوفير الطاقة للقفز أعلى.
155,اضرب الأرنب,انقر فوق زر القفز في الهواء للهبوط بسرعة وتدمير الكتل على الأرض.
156,الرقة,محاطة بالنجوم والظلال والبتلات.
157,مسحوق,محاط بالنجوم والبتلات وشرائط الضوء الوردية الفاتحة.
158,السفر حول الخيال,اضغط لفترة طويلة على زر القفز لتحلق مسافة في الهواء.
159,حلم الفضاء,انقر فوق الزر استخدام في كل من الموضعين لإعداد مصفوفة نقل ثنائية الاتجاه.
160,ثلج,محاط بالضوء الأزرق والثلج الصغير.
161,حقل الجليد,سيتم إبطاء الوحوش التي تدخل المنطقة المحيطة.
162,الصفر المطلق,اضغط لفترة طويلة على زر القفز لتجميد الوحوش القريبة.
163,الطاقة الفائقة,محاطة بفتحة
164,الأمنية,محاط بالنجوم الصغيرة.
165,مفاجأة,اضغط لفترة طويلة على زر القفز للانتقال الفوري لمسافة إلى الأمام.
166,ركوب مزدوج,يمكنك الركوب مع أصدقائك.
167,الناخر,محاط بجميع أنواع البقع المضيئة الصغيرة.
168,معجزة الطاقة,اضغط لفترة طويلة على زر القفز لتوليد بيضة بيولوجية بشكل عشوائي.
169,رفرفة,انقر نقرًا مزدوجًا فوق زر القفز لمواصلة الطيران على ارتفاع منخفض ، ولكن لا يمكنك الطيران على سطح الماء والصهارة. انقر نقرًا مزدوجًا فوق زر القفز مرة أخرى للهبوط.
170,زلابية بخور,فطائر الأرز الصغيرة الدقيقة تطفو حولها.
171,أبحر,يمكن أن تطفو على الماء.
172,الصيد البحري,اضغط لفترة طويلة على زر القفز على الماء لرمي zongzi والحصول على مخلوق بحري.
173,سحابة من الدخان,سحب ضبابية
174,منظر جبلي,استدعاء جبل لزيادة سرعة الحفر
175,بتلات الماء والقمر,استمر في القفز لاستدعاء مخلوق، هاجم الوحوش.
176,حلم,حلوى، جسيمات، وقلوب حولك
177,خيال,مع تقليل الصحة، يزيد ATK للاعب.
178,حفلة الدمى,اضغط مطولًا [قفز] لاستدعاء الدب السعيد ودرجة الحرارة.
179,,
180,,
181,إيقاع,محاط بضرب النوتات الموسيقية.
182,صوت القمر,هناك نغمات موسيقية أرجوانية وذهبية في جميع أنحاء الجسم مصحوبة بالنجوم والقمر.
183,الموسيقى,يمكن أن يؤدي النقر المزدوج فوق مفتاح الانتقال إلى تسريع واستعادة النقاط الصحية لفترة من الوقت.
184,نجمة قبو المتعة,يمكن الضغط لفترة طويلة على زر القفز صاعقة الوحوش القريبة.
185,بايي,محاطة بأوراق خضراء.
186,اللجوء الأخضر,محاط بالطاقة الخضراء والزهور والأوراق الخضراء.
187,نعمة الغابة,يمكن أن يؤدي النقر المزدوج فوق مفتاح الانتقال إلى استعادة النقاط الصحية لفترة من الوقت.
188,رنين طبيعي,يمكن أن يؤدي الضغط لفترة طويلة على زر القفز إلى إلحاق الضرر بالوحوش القريبة.
189,ضوء رائع,يتلألأ في كل مكان
190,راقصة حرير البحر,تتألق بضوء حياة البحر.
191,حاجز المرجان,النقر المزدوج للقفز من أجل درع الضرر
192,غضب العواصف,اضغط بشكل مطول للقفز ورش الماء
193,مصباح السمك الطارد للبعوض.,تشعُّ بريقًا متناثرًا في جميع الاتجاهات
194,رقصة سمك النورس.,تتألق حول جسدها سمكة الكوي الصغيرة والنقاط الساطعة
195,شاشة جينفو.,يمكن الحصول على درع يقي من جزء من الضرر عن طريق النقر المزدوج على مفتاح القفز.
196,تانغ شيانج فو وتشونغ.,يمكنك الإفراج عن قوة سمك الكوي الذهبي واستعادة كمية معينة من نقاط الحياة عن طريق الضغط الطويل على زر القفز.
197,خيالي,يتلألأ نقاط الضوء في جميع أنحاء الجسم.
198,رقصة الأحلام.,يدور حول جسده حصان أحلام الأطفال يرقص بأناقة.
199,بريق النجوم يمضي بسرعة.,يمكن الحصول على تأثير تسريع مؤقت عند النقر المزدوج على مفتاح القفز.
200,انسجام الميلوديا,يمكنك الحرص على زر القفز لفترة طويلة لتحرير لحن الخيال وجعل الوحوش القريبة تدخل في حالة غيبوبة مؤقتة.
201,فارس وحيد يمضي بسرعة كبيرة.,يتطاير الغبار حول الجسد.
202,هجوم الحلوى.,إلقاء قطع الحلوى في جميع الاتجاهات.
203,شبح الخيال.,يتطاير بجسمي صورة ظلال مقلاة مستوية.
