ID,任务名,任务描述,任务追踪
1004013,مدخل دفاع المدينة,استخدم@item_11323#،@item_11006# و@item_11227# عالج@item_535# ومن ثم ضعه في@1#r ( @item_535# يمكن توصيله بأوتاد خشبية حتى لا تتمكن الوحوش من دخول معقلك كما تشاء),عالجها وقن بوضعها في@item_535#@1
1004014,تمثال غامض,استخدم @item_104# و عالجها @item_596# وقم بوضعها في @1#r ( التمثال الحجري الغريب له شعور غريب بمجرد النظر إليه ، وقد يحدث شيء ما عند لمسه),عالجها وضعها في@item_596#@1
1004015,ابدأ من جديد,"باتجاه @item_596# تبرع بالنجوم @1#r ( بعد النقر على @item_596#، اختر ""تبرع بالنجوم"" يمكن أن يقودك رامي إلى هنا عندما تواجه حادثًا في البرية)",اتجه إلى@item_596# تبرع بالنجمات @1
1004016,البقاء على قيد الحياة في البرية الدرس 2,"أكمل جميع المهام في هدف ""تعلم عدم التوقف أبدًا"" #r ( تعلمت المزيد من معرفة البقاء على قيد الحياة ، حان الوقت للمضي قدمًا)","أكمل جميع المهام في هدف ""تعلم عدم التوقف أبدًا"""
1004017,مصدر الضوء الطبيعي,اصنع @item_905# أو @item_907#@1#r مع @item_837# (مصدر ضوء طبيعي دائم ، ربما بديل للمشاعل التي يمكن أن تنطفئ),حرفة @item_905# أو @item_907#@1
1005001,صعوبة اللباس,تم الحصول عليها عن طريق الصيد @item_11307#@1#r ( تحتاج إلى هزيمة وحيد القرن، للحصول على @item_11307# يجب عليك ان تبحث بتدقيق ),احصل على@item_11307#@1
1005002,معدات نحاسية!,اصنع وارتدي أي معدات نحاسية ، مثل@item_12216#@1#r (بعد التغيير إلى المعدات النحاسية ، ستكون أكثر مقاومة للضرب),اصنع وارتدي أي معدات نحاسية@1
1005003,Sharper Weapon,"Use @item_11329# and @item_11323# to craft @item_12004#@1#r (With @item_12004#, your combat ability will increase significantly)",Craft @item_12004#@1
1005004,القبض على اللص,عند هزيمة رسول الفراغ @item_11911#@1#r ( يعتمد قوة الفراغ على هؤلاء الرسل لسرقة قوة الخلق في كل مكان ، يجب إيقافهم!),تم الحصول عليها بهزيمة رسول الفراغ@item_11911#@1
1005005,قم بترقية طاولة الحرفيين!,أخذ @item_800# رقي @item_797#@1#r ( احمل بيديك @item_11911# عند النقر عليه سوف يأخذ @item_800# ليكن من الممكن ترقية @item_797# لتتمكن من مشاهدة جميع المواصفات),احمل بيدك@item_11911# عند النقر على@item_800#
1005006,مظهر جديد,"عند القيام بعمل أداة او عمل زينة @1#r ( استخدم @item_797# أو @item_800# كلاهما من الممكن ، انقر على طاولة الحرفيين لفتح الصفحة في الخلف، اختر "" اصلاح الأداة"" قم بإصلاح العناصر التي تحتاجها)",قم بإجراء إصلاح للأداة أو المعدات@1
1005007,زيد قوة الصهر,استخدم@item_11329# وعالج@item_799#@1#r ( بعد الاستبدال بمنصة صهر أكثر تقدمًا ، يمكن صهر مجموعات متعددة من المعادن في وقت واحد ، مما يضاعف الكفاءة),قم بمعالجة@item_799#@1
1005008,معدن موثوق,قم بتجميع @item_401#@1#r ( @item_401# نسبة الملمس @item_451# هو أقوى ، توزيع المعادن أعمق أيضًا ، فأنت بحاجة إلى حفر بضع طبقات أخرى تحت الأرض للعثور عليها ، لكن لا تحفر عميقًا),قم بتجميع@item_401#@1
1005009,صهر المعادن: ميثريل,عند الصهر يمكن الحصول على @item_11209#@1#r ( امتلك على @item_11209# بعد ذلك ، يمكن معالجة الأدوات والمعدات الأكثر متانة ، ويمكن معالجة المزيد من الكتل ، ويوصى بحجز المزيد),تم الحصول عليها بالصهر@item_11209#@1
1005010,أداة الميرثيل,عالج @item_11013#@1#r ( @item_11013# التعدين أسرع بكثير من @item_11011# ويمكنك استخدام حشوات الرون للحصول على قدرات أكثر كفاءة),عند معالجة@item_11013#@1
1005011,قوة الطبيعة,عالج @item_785#@1#r ( استخدم @item_785# يمكنك ترصيع الأحرف الرونية على الأدوات أو الأسلحة أو المعدات. هناك أنواع عديدة من أحجار الطلاسم. دعنا نستكشفها تحت الأرض.),عالج@item_785#@1
1005012,إلهام قوة الطلاسم,قم بعمل الطلاسم #r ( انقر على @item_785# افتح على الصفحة، يمكنك الاختيار بحرية من بين الأدوات وأحجار الرون على اليسار. جربها عدة مرات ، فسيفساء الطلاسم  ليست ناجحة دائمًا. ومع ذلك ، يجب الانتباه إلى الأدوات ذات القوة فوق الميرثيل لتضمين الأحرف الطلاسمية.),استخدم@item_785# نفذ ترصيعا من الطلاسم
1005013,قم بالتقدم خطوة واحدة !,"عند انهاء "" المستكشف الماهر"" جميع مهمات الهدف #r ( أنت قادر بالفعل على الوقوف بمفردك ، والاستمرار في تقوية نفسك وهزيمة شبح الفراغ!)","انجاز "" مستكشف ماهر "" جميع مهمات الهدف"
1006001,شظايا من الماضي,قم بجمعها من البدروم @item_598# للحصول على @item_11205#@1#r ( @item_11331# يمكن @item_11205# بتكوين يملك العديد @item_598# لقد دفنت في أعماق كوكب ميرا منذ زمن طويل.),قم بجمعها من البدروم@item_598#@1
1006002,طاقة خطوط النجم,استخدم @item_11205# عالج @item_11331#@1#r ( حسب الاسم المقترح @item_11331# إنه دعامة رئيسية لإمداد الطاقة لمحطة النجوم),عالج@item_11331#@1
1006003,هل الجزيرة في السماء ؟!,في كوكب ميرا يمكنك الدخول على الجزيرة الفارغة #r ( يوجد في كوكب ميرا بيئة مميزة ، انفصل سطح الأرض عن المعلق إلى السماء ، لكنها بقيت في حالة مستقرة جدًا),خطوة إلى علم بيئة جزيرة السماء
1006004,التجارة الخارجية,يمكنك القيام بشراء الجزيرة الفارغة @item_11334#@1#r ( لقد اعتاد شعب أنجيلو على جمع الكنوز في كل مكان في الكون ، وفي نفس الوقت يحبون الأماكن المرتفعة كثيرًا. يجب العثور عليها في الجزيرة الفارغة. يجب أن يكونوا قد خزنوا الكثير @item_11334#),تم شراؤها من تجارجزيرة السماء@item_11334#@1
1006005,اكتمل التجميع!,عالج @item_11335#@1#r ( تم تدمير محطات النجوم في ميرا بشكل أساسي بواسطة الفراغ. حتى بعد تنشيطها ، لا يمكن نقلها إلا داخل الكوكب. يجب عليك استخدام @item_11335# استعادة وحدة النقل عن بعد الخاصة به),عالج@item_11335#@1
1006006,استعادة محطة النجوم,استخدم @item_11331# انقر على @item_594#@1 سوف يقوم بتفعيلها من جديد #r (بعد التنشيط ، يمكن إعادة توصيل محطات النجوم بشبكة خيط النجوم. طالما قمت بتنشيط المزيد من محطات النجوم ، ستكون الرحلة أسهل بكثير),استخدام@item_11331# انقر على@item_594#@1
1006007,ترقية محطة النجوم,استخدم @item_11335# انقر على @item_595#@1 سوف يقوم بترقية #r ( قم بترقيته إلى @item_597# وبعد ذلك يمكن الانتقال الفوري بين الكواكب المجاورة ),استخدم @item_11335# انقر على @item_595#
1006008,خطوة كبيرة في كوكب النجوم,"انجز "" مهندس النجوم الخطي "" وجميع مهمات الهدف #r ( بعد إصلاح محطة النجمة ، يمكنك الذهاب إلى نجمة اللهب ونجمة العين اللطيفة ، وهي على بعد خطوة واحدة من هزيمة شبح الفراغ)","انجز "" مهندس النجوم الخطي "" وجميع مهمات الهدف"
1007001,خطوة في الغابة المطيرة,ادخل إلى بيئة الغابات المطيرة في ميرا #r ( أشجار الغابات المطيرة في ميرا ستار طويلة وكثيفة ومليئة بالمخاطر في كل مكان. من الأفضل عدم الخروج أثناء عاصفة رعدية في الغابة المطيرة ، فالإصابة ببرق ليس مزحة!),بيئة الغابة المطيرة
1007002,قلب الغابات المطيرة,عند تدمير @item_396# ستحصل على @item_11601#@1#r ( من حين لآخر ، يتم ترسيب بعض البلورات على جذوع الأشجار في الغابة المطيرة ، وتحتاج إلى الهدوء والبحث عنها بعناية),احصل على@item_11601#@1
1007003,المفتاح القديم,"استخدم @item_11601# و @item_11329# عالجها واحصل على @item_11597#@1#r ( @item_11597# نقش عليها لغة نجوم ميرا القديمة ، مسجلة طريقة فتح ""معبد الغابات المطيرة"")",عالج واحصل على@item_11597#@1
1007004,معبد الغابات المطيرة!,جد في الغابات الممطرة @item_578# وبعد ذلك استخدم @item_11597# بعد النقر عليها وتفعيلها قم باستدعاء الغابة الممطرة #r ( اله الافعى الريشية),استدعي معبد الغابات المطيرة!
1007005,أفعى الريش,"قم بهزيمة الأفعى الريشية #r ( ولد الثعبان ذو الريش عن طريق الصدفة. ""الثمرة المقدسة"" مخبأة في أعماق جسدها ، وقد مرت بفترة زمنية غير معروفة)",قم بهزيمة أفعى الريشية
1007006,ثمار مقدسة,"احصل على @item_591#@1#r ( "" الثمار المقدسة"" يتم تمرير المفتاح المختوم المخزن في الكمبيوتر من جيل إلى جيل من خلال علم الوراثة)",احصل على@item_591#@1
1007007,معجزة الحياة,خذ @item_591# وقم وازرعة في داخل الحفرة، من أجل أن ينمو شجرة المقدسة@1#r ( الشجرة المقدسة تختلف على النباتات الأخرى، لا يمكن استعمال @item_11311# لتسريع نموها يمكن فقط الانتظار ),ازرع@item_591#@1
1007008,"مفتاح رمز "" الحياة""",يمكن تجميع والحصول على @item_587#@1#r في أعلى الشجرة المقدسة ( ترتفع الشجرة المقدسة في السماء ، وتنمو الثمار في الجذع العلوي. عملية الانتقاء خطيرة للغاية ، عليك توخي الحذر),احصل على@item_587#@1
1007009,افرد جناحيك وحلق,عالجه وارتدي @item_11591#@1#r ( ريش جناح الثعبان المصنوع من الريش قوي جدًا ولكنه خفيف بشكل غير عادي @item_11591# يمكنك الانزلاق معها على ظهرك),عالجة وارتديه@item_11591#@1
1007010,أوراق لامعة,اجمع أوراق الأشجار المتوهجة في الغابات المطيرة ليلاً واحصل على @item_11596#@1#r ( تذكر أن غبار النجوم على الأوراق سوف يتبدد بمجرد حلول النهار),احصل على@item_11596#@1
1007011,السحر؟,عالج @item_11569#@1#r ( إذا لم يتم تضمين الصاري ، فهو مجرد عصا),عالجه@item_11569#@1
1007012,السحر! ! !,عالج أي من طاقم العمل @1 مثل @item_11580##r ( هناك عدة أنواع من الأحجار الكريستالية ، ويعتمد الكهنة المتوحشون على هذه الأحجار الكريستالية لتتمتع بقدرات مختلفة),معالجة أي من طاقم العمل @1
1007013,"خذ القوس! ""فصل من الحياة""","أنجز "" مراقبة الضياع في الغابات المطيرة"" جميع المهام في الهدف","أنجز "" مراقبة الضياع في الغابات المطيرة"" جميع المهام في الهدف"
1008001,وصل الى نجمة اللهب,اركب محطة النجوم للوصول إلى نجمة اللهب #r ( يعتبر نجم اللهب أقرب نجم إلى كواكب المجرة ودرجة حرارة سطحه مرتفعة ويكاد يكون مغطى بالحمم البركانية قبل الذهاب الى نجمة اللهب يجب أن تقوم بعمل الاستعداد الكافي),ركوب محطة النجوم للوصول الى نجمة اللهب
1008002,تدريب التنين الأسودⅠ,"انتصر على التنين الأسود القديم! #r ( لا أعرف عدد السنوات والأيام التي مضت منذ أن حرس التنين الأسود السيف المكسور ، لكنه لم ينس الاتفاقية  التي أبرمها مع "" السالف"" إذا كنت ترغب في الحصول على "" السيف المكسور"" فيجب عليك أولاً اجتياز تجربته وإثبات قوتك للتنين الأسود.",انتصر على التنين الأسود القديم
1008003,"يمثل""الشجاعة"" المفتاح السري",احصل على @item_588##r ( يتم تخزين جزء من مفتاح الختم في السيف المكسور اللهبي وهو أمر ضروري لرفع ختم البركان),احصل على@item_588#
1008004,ترقية الصعوبة!,عالج@item_11215# ، لتفعيل@item_740# ، لاستدعاء التنين الأسود للحمم,استدعاء التنين الأسود الحمم
1008005,تدريب التنين الأسودⅡ,انتصر على تنين الحمم البركانية الأسود #r ( يتحول التنين الأسود إلى شكل حمم بركانية ليبدأ التجربة الثانية ويهزمها ويصبح أقوى),انتصر على تنين الحمم البركانية الأسود!
1008006,الصعوبة ممتلئة!,عالج@item_11216# وفعل@item_741# ، لاستدعاء التنين الفوضوي الأسود,استدعاء الفوضى التنين الأسود
1008007,تدريب التنين الأسود∞,انتصر على التنين الفوضوي الأسود #r ( تحول التنين الاسود الى شكل فوضوي ليفتح المستوى الثالث من التجارب وهذا اصعب اختبار ويتطلب اعدادا كافيا),انتصر على التنين الفوضوي الأسود!
1008008,احصل على قذيفة السلطعون,اهزم قذيفة السلطعون للحصول على @item_12605#@1#r ( قضيفة السلطعون البقاء على قيد الحياة في مثل هذه درجة الحرارة المرتفعة على النجم المحترق ، وحتى القدرة على السباحة في الصهارة ، لا ينفصلان عن غلافه الصلب السحري),احصل على@item_12605#@1
1008009,حقيبة ظهر مقاومة للحريق,عالج وراتدي @item_12277#@1#r ( بعد امتلاك @item_12277# يمكن أن تصمد أمام درجة الحرارة العالية لنجم اللهب),عالج وارتدي@item_12277#@1
1008010,"""شارة الشجاعة""","أكمل جميع المهام في هدف ""محاكمة القدماء""","أكمل جميع المهام في هدف ""محاكمة القدماء"""
1009001,الوصول على كوكب اللطافة,اركب محطة النجوم للوصول إلى كوكب اللطافة #r ( كوكب اللطافة هو القمر الاصطناعي الوحيد لكوكب ميرا، قوة الجاذبية أصغر بكثير من قوة ميرا. هناك مجموعة من الكائنات المحلية ذات المظهر الفريد تعيش على هذا الكوكب ، ويبدو التواصل صعبًا بعض الشيء ...),اركب محطة النجوم للوصول الى الكوكب اللطيف
1009002,تبديد التآكل الفراغي,ساعد العملاق القديم في تأكل الفراغ #r ( العملاق القديم أفسده الفراغ بعمق ، ولا يمكن إصلاحه. الطريقة الوحيدة هي تدميره #r يحتاج لايجاد المعبد بجانب @item_1042# اربع كتل ضع @item_408#، @item_409#، @item_449#،@item_450# حتى تتمكن من استدعاء الرجل العملاق القديم),مساعدة العملاق القديم للهروب من تآكل الفراغ
1009003,"يمثل ""الحكمة"" مقتاح سري",احصل على @item_589#@1#r ( @item_589# لقد كان إنجازًا كبيرًا في مجال الحياة الاصطناعية بواسطة نجوم ميرا القديمة ، وتم تخزين أحد المفاتيح الثلاثة للختم البركاني فيه.),احصل على@item_589#@1
1009004,"""مغامرات القصدير""","اهزم مغامرات القصدير، يحصل على @item_11077#@1#r ( طريقة تمييز الكائنات ذات العيون اللطيفة هي النظر إلى ألوانها. لون ""دينغ العيون اللطيفة"" أبيض ، وهو أمر مخيف للغاية ، لكن احذر من القنابل التي يبصقونها)",احصل على@item_11077#@1
1009005,النجمة الحجرية,استخدم @item_11077# عالجها واحصل على @item_11075#@1#r ( في @item_11075# وقبل ذلك يجب أن تحصل عليها في كوكب اللطافة @item_11090# حتى يكون ممكن),احصل على@item_11075#@1
1009006,تنشيط الطلاسم نجمة العين لطيف,استخدم @item_11075# واحصل على @item_1042#@1#r ( بعد تفعيلها سوف تنتج الأكسجين ، لا داعي للقلق بشأن نقص الأكسجة في منطقة الأكسجين),فعل@item_1042#@1
1009007,منجم النحاس الخام,تجميع @item_445# واحصل على @item_11073#@1#r ( @item_445# إنه أحد المعادن الفريدة في Mengyanxing ، ونسيجه أصعب بكثير من النحاس الأصفر),جمع @item_445# واحصل على @item_11073#@1
1009008,رأس نجمة النحاس,عالج @item_11016#@1#r ( اريد معالجة @item_11016# يجب الحصول أولا على @item_11087#),عالج@item_11016#
1009009,المنجم البنفسجي,كما أنه أحد المعادن الفريدة لنجم مينجيان ، ولكن العائد منخفض للغاية ، ونادراً ما يوجد في جزيرة مينجيان ستار.,اجمع @item_446# واحصل على @item_11074#@1
1009010,تطير للهروب!,عالج @item_12006#@1#r ( اذا اردت معالجة @item_12006# يجب عليك الحصول على @item_11088#),عالج@item_12006#@1
1009011,"""شارة الحكمة""","أكمل جميع المهام في هدف ""الإنقاذ الشديد""","أكمل جميع المهام في هدف ""الإنقاذ الشديد"""
2001001,فأس الحجر الأول,Processing@item_11002#@1#r (تتم معالجتها بشكل أساسي من المواد الاستهلاكية@item_11323# و@item_11627#),الآلات@item_11002#@1
2001002,المعول الحجريⅡ,معالجة@item_11002#@1#r ( عبر@item_796# أو@item_797# استهلك المواد وعالج),عالجitem_11002#@1
2001003,فأس نحاسيⅠ,معالجة@item_11001#@1#r ( عبر@item_796# أو@item_797# استهلك المواد وعالج),معالجةitem_11001#@1
2001004,فأس نحاسيⅡ,معالجة@item_11001#@1#r ( عبر@item_796# أو@item_797# استهلك المواد وعالج),معالجة@item_11001#@1
2001005,فأس ميرثيلⅠ,معالجة@item_11003#@1#r ( عبر@item_796# أو@item_797# استهلك المواد وعالج),معالجة@item_11003#@1
2001006,فأس ميرثيلⅡ,معالجة@item_11003#@1#r ( عبر@item_796# أو@item_797# استهلك المواد وعالج),معالجة@item_11003#@1
2001007,فأس التيتانيومⅠ,معالجة@item_11004#@1#r ( عبر@item_796# أو@item_797# استهلك المواد وعالج),معالجة@item_11004#@1
2001008,فأس التيتانيومⅡ,معالجة@item_11004#@1#r ( عبر@item_796# أو@item_797# استهلك المواد وعالج),معالجة@item_11004#@1
2001009,Chainsaw Ⅰ,Craft @item_11005#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11005#@1
2001010,Chainsaw Ⅱ,Craft @item_11005#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11005#@1
2001011,المجرفة الحجريةⅠ,معالجة@item_11022#@1#r ( عبر@item_796# أو@item_797# استهلك المواد وعالج),معالجة@item_11022#@1
2001012,المجرفة الحجريةⅡ,معالجة@item_11022#@1#r ( عبر@item_796# أو@item_797# استهلك المواد وعالج),معالجة@item_11022#@1
2001013,المجرفة النحاسيةⅠ,معالجة@item_11021#@1#r ( عبر@item_796# أو@item_797# استهلك المواد وعالج),معالجة@item_11021#@1
2001014,المجرفة النحاسيةⅡ,معالجة@item_11021#@1#r ( عبر@item_796# أو@item_797# استهلك المواد وعالج),معالجة@item_11021#@1
2001015,مجرفة ميرثيلⅠ,معالجة@item_11023#@1#r ( عبر@item_796# أو@item_797# استهلك المواد وعالج),معالجة@item_11023#@1
2001016,مجرفة ميرثيلⅡ,معالجة@item_11023#@1#r ( عبر@item_796# أو@item_797# استهلك المواد وعالج),معالجة@item_11023#@1
2001017,مجرفة التيتانيومⅠ,معالجة@item_11024#@1#r ( عبر@item_796# أو@item_797# استهلك المواد وعالج),معالجة@item_11024#@1
2001018,مجرفة التيتانيومⅡ,معالجة@item_11024#@1#r ( عبر@item_796# أو@item_797# استهلك المواد وعالج),معالجة@item_11024#@1
2001019,Tungsten Shovel Ⅰ,Craft @item_11025#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11025#@1
2001020,Tungsten Shovel Ⅱ,Craft @item_11025#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11025#@1
2001021,مجرفة حجريةⅠ,معالجة@item_11032#@1#r ( عبر@item_796# أو@item_797# استهلك المواد وعالج),معالجة@item_11032#@1
