ID,名字,类别名,描述
50010,تحديد المنطقة,لاعب,ايجاد |@1||@2| في منطقة |@3
50011,تحديد الحالة,لاعب,يحصل |@1||@2| على تأثير |@3
50012,المضيف,لاعب,مضيف
50018,فريق اللاعب,لاعب,فريق |@1
50019,التغيرات الخاصة للاعب (منطقة),لاعب,منطقة |@2 التابعة ل|@1
50020,التغيرات الخاصّة للاعب (موقع),لاعب,موقع |@2 التابع ل|@1
50021,التغيرات الخاصّة للاعب (قيمة),لاعب,قيمة |@2 التابعة ل|@1
50022,التغيرات الخاصّة للاعب (شريط),لاعب,شريط |@2 التابع ل|@1
50023,التغيرات الخاصّة للاعب (القيم المنطقيّة),لاعب,القيم المنطقية ل|@2 التابعة ل|@1
50024,التغيرات الخاصّة للاعب (لاعب),لاعب,لاعب |@2 تابع ل|@1
50025,التغيرات الخاصّة للاعب (فريق اللاعب),لاعب,مجموعة لاعبين |@2 التابعين ل|@1
50026,التغيرات الخاصّة للاعب (نوع الكتلة),لاعب,نوع كتلة |@2 التابعة ل|@1
50027,التغيرات الخاصّة للاعب (نوع العنصر),لاعب,نوع عنصر |@2 التابع ل|@1
50028,التغيرات الخاصّة للاعب (المخلوق),لاعب,مخلوق |@2 التابع ل|@1
50029,التغيرات الخاصّة للاعب (نوع المخلوق),لاعب,نوع مخلوق |@2 التابع ل|@1
50030,التغيرات الخاصّة للاعب (مجموعة المخلوق),لاعب,مجموعة مخلوقات |@2 التابع ل|@1
50031,التغيرات الخاصّة للاعب (المؤقّت),لاعب,مؤقّت |@2 التابع ل |@1
50032,التغيرات الخاصّة للاعب (نوع التأثير الخاصّ),لاعب,نوع التأثير الخاصّ ل |@2 التابع ل|@1
50033,الجهة التي تشير اليها الخطوط المتقاطعة,لاعب,الإتّجاه الذي |@1| تشير إله الخطوط المتقاطعة
50034,نوع العناصر المحمولة يدويًا,لاعب,نوع العنصر المحمول باليد |@1
50035,لاعب,لاعب,|@1
50036,مجموعة لاعبين,لاعب,|@1
50037,شكل اللاعب المعيّن,لاعب,شكل |@1
50038,مجموعة اللاعب,لاعب,|@1
50039,التغيرات الخاصّة للاعب (موقع المجموعة),لاعب,مجموعة المواقع ل|@2 من |@1
50040,التغيرات الخاصّة للاعب (منطقة المجموعة),لاعب,مجموعة المناطق ل|@2 من |@1
50041,التغيرات الخاصّة للاعب (مجموعة رقميّة),لاعب,مجموعة الارقام ل|@2 من |@1
50042,التغيرات الخاصّة للاعب (مجموعة شرائط),لاعب,مجموعة شريط الشخصيات ل|@2 من |@1
50043,التغيرات الخاصّة للاعب (مجموعة منطقيّة),لاعب,مجموعة المنطق ل|@2 من |@1
50044,التغيرات الخاصّة للاعب (مجموعة نوع الكتلة),لاعب,مجموعة نوع الكتلة ل|@2 من |@1
50045,التغيرات الخاصّة للاعب (مجموعة نوع الاكسسوارات),لاعب,مجموعة نوع دعائم |@2 من |@1
50046,التغيرات الخاصّة للاعب (مجموعة نوع المخلوق),لاعب,مجموعة نوع مخلوقات |@2 من |@1
50047,التغيرات الخاصّة للاعب (مجموعة الؤقّت),لاعب,مجموعة مؤقّت |@2 من |@1
50048,التغيرات الخاصّة للاعب (مجموعة نوع التأثيرات الخاصّة),لاعب,مجموعة نوع التأثير الخاص |@2 من |@1
50049,نوع المظهر العشوائي,لاعب,نوع المظهر العشوائي
50050,احصل على UID الخاص باللاعب,لاعب,الحصول على UID لـ | @ 1 |
50051,الحصول على لاعب مع UID محدد,لاعب,احصل على لاعب بـ | @ 1 | المعرف الفريد
50052,اللاعب الذي يطلق القذيفة,لاعب,اللاعب الذي يطلق القذيفة
60001,عدد اللاعبين في مجموعة اللاعبين,مجموعة اللاعبين,عدد اللاعبين في |@1
60002,هوية اللاعب في مجموعة اللاعبين,مجموعة اللاعبين,هوية |@2 في |@1
60003,عدد اللاعبين في اللعبة,مجموعة اللاعبين,عدد اللاعبين في اللعبة الحالية
60004,اختيار هوية اللاعب في مجموعة اللاعبين,مجموعة اللاعبين,هوية لاعب |@2| في |@1
60005,لاعب عشوائيّ في مجموعة اللاعبين,مجموعة اللاعبين,لاعبين عشوائيين في |@1
60006,كلّ اللاعبين,مجموعة اللاعبين,كافة اللاعبين
60007,كافّة اللاعبين في الفريق,مجموعة اللاعبين,كافّة اللاعبين في |@1
60008,كافّة اللاعبين في المنطقة,مجموعة اللاعبين,كافة اللاعبين في |@1
70001,موقع المخلوق,مخلوق,موقع |@1
70002,صفة المخلوق,مخلوق,انّ |@2| التابعة ل |@1
70004,الحصول على هويّة المخلوق في مجموعة المخلوقات,مخلوق,هوية |@2| في |@1
70005,مخلوق مواجه للزاوية,مخلوق,الزاوية المقابلة ل|@1
70006,اسم نوع المخلوق,مخلوق,نوع اسم |@1
70007,تحديد الفرد,مخلوق,@1||@2||@3
70008,تحديد النوع,مخلوق,@1||@2||@3
70009,تحديد مجموعة المخلوقات,مخلوق,ايجاد |@1| |@2| في مجموعة |@3
70010,تحديد المنطقة,مخلوق,ايجاد |@1||@2| في منطقة |@3
70011,تحديد الحالة,مخلوق,حصول |@1||@2| على تأثير |@3
70012,فريق المخلوقات,مخلوق,فريق |@1
70013,اختيار نوع المخلوقات,مخلوق,نوع |@1
70014,نوع المخلوقات,مخلوق,نوع مخلوق عشوائي
70015,نوع المخلوقات,مخلوق,|@1
70016,مجموعة المخلوقات,مخلوق,|@1
70017,شكل المخلوق المعيّن,مخلوق,شكل |@1
70018,مجموعة المخلوق,مخلوق,|@1
70019,مجموعة نوع المخلوق,مخلوق,|@1
70020,المخلوق,مخلوق,|@1
70021,المخلوقات التي تطلق المقذوفات,البيولوجيا,المخلوقات التي تطلق المقذوفات
80001,عدد المخلوقات في مجموعة المخلوقات,مجموعة المخلوقات,عدد المخلوقات في |@1
80002,اختيار هويّة المخلوق في مجموعة المخلوقات,مجموعة المخلوقات,هوية مخلوق |@2| في |@1
80003,مخلوق عشوائيّ في مجموعة المخلوقات,مجموعة المخلوقات,مخلوق عشوائي في |@1
80004,كافة المخلوقات في الفريق,مجموعة المخلوقات,كافّة المخلوقات في |@1
80005,كافّة المخلوقات في المنطقة,مجموعة المخلوقات,كافّة المخلوقات في |@1
90001,موقع عنصر السقوط,عنصر,موقع |@1
90002,عدد عناصر السقوط,عنصر,عدد |@1
90003,عدد العناصر المتغيّرة في حقيبة ظهر اللاعب,عنصر,عدد العناصر التي تغيّرت في حقيبة ظهر اللاعب
90004,اسم نوع العنصر,عنصر,نوع اسم |@1
90005,تحديد النوع,عنصر,@1||@2||@3
90006,تحديد موقع عنصر السقوط,عنصر,ايجاد |@1||@2| في منطقة |@3
90007,تحديد منطقة القذائف,عنصر,ايجاد |@1||@2| في منطقة |@3
90008,نوع عنصر السقوط,عنصر,نوع |@1
90009,نوع العنصر,عنصر,|@1
90012,مجموعة نوع الدعامة,عنصر,|@1
90013,,عنصر,نوع الدعامة العشوائية
100001,وضع الطقس العالمي الحالي,العالم,الحصول على وضع الطقس العالمي الحالي
100002,المسافة من وضعيّة لوضعيّة,العالم,المسافة بين |@1| و|@2
100003,مقارنة الطقس,العالم,@1||@2||@3
100004,مقارنة الكتلة,العالم,@1||@2||@3
100005,حالة ترجيح الكتلة,العالم,حالة ترجيح الكتل في |@1
100006,تحديد الموقع في المنطقة,العالم,ايجاد |@1||@2| في منطقة |@3
100007,اختيار نوع الكتلة في الموقع المحدّد,العالم,نوع كتلة |@1
100008,الاتجاه: من وضعية لأخرى,العالم,الاتجاه من |@1| الى |@2
100009,اتجاه احداثيّات المحور الثلاثي المطلق,العالم,اتجاه X|@1، Y|@2، Z|@3
100010,اتجاه احداثيات دائرية مطلقة,العالم,اتجاه زاوية سمت |@1|، ارتفاع |@2
100011,تموضع,العالم,|@1
100012,منطقة,العالم,|@1
100013,مؤقّت,العالم,|@1
100014,مجموعة الموقع,العالم,|@1
100015,مجموعة المنطقة,العالم,|@1
100016,مجموعة المؤقت,العالم,|@1
100017,,العالم,طقس عشوائي
100018,الطقس لمجموعات التضاريس,العالم,@1| الطقس
110001,اختيار مركبة اللاعب,العالم,مركبة |@1
120001,نوع عشوائيّ لتأثير خاصّ,تأثرات خاصّة,نوع عشوائيّ للتأثير الخاصّ
120002,نوع تأثير خاصّ,تأثرات خاصّة,|@1
120003,مجموعة نوع التأثيرات الخاصّة,تأثرات خاصّة,|@1
130001,الاعلان الحاليّ,اللعب,الاعلان الحاليّ
140001,نوع الكتلة,كتلة,|@1
140002,مجموعة نوع الكتلة,كتلة,|@1
150001,صندوق النص,عرض المعلومات,محتوى صندوق النص: |@1|، حجم الخطّ: |@2|، شفافيّة الخلفيّة: |@3|%، الهويّة: |@4|
150002,نص يطفو,عرض المعلومات,محتوى النصّ الذي يطفو: |@1|، حجم الخطّ: |@2|، الهويّة: |@3|
150003,شريط التقدّم,عرض المعلومات,اعدادات شريط التقدّم، القيمة الحاليّة: |@1|، القيمة القصوى: |@2|، لون الشريط: |@3|، الهويّة: |@4|
150004,سهم يشير الى الجسم الهدف,عرض المعلومات,نقطة الاتجاه |@1|، حجم السهم |@2|، اللون |@3|، الهويّة |@4|
150005,سهم يشير الى الموقع,عرض المعلومات,نقطة الاتجاه |@1|، حجم السهم |@2|، اللون |@3|، الهويّة |@4|
150006,منطقة دالّة تشير الى الجسم الهدف,عرض المعلومات,نقطة الاتجاه |@1|، حجم منطقة الدليل |@2|، اللون |@3|، الهويّة |@4|
150007,منطقة دالّة تشير الى الموقع,عرض المعلومات,نقطة الاتجاه |@1|، حجم منطقة الدليل |@2|، اللون |@3|، الهويّة |@4|
150008,توجيهات تشير الى الجسم الهدف,عرض المعلومات,نقطة الاتجاه |@1|، حجم التوجيهات |@2|، اللون |@3|، الهويّة |@4|
150009,توجيهات تشير الى الموقع,عرض المعلومات,نقطة الاتجاه |@1|، حجم التوجيهات |@2|، اللون |@3|، الهويّة |@4|
160001,لون عشوائي,لون,لون عشوائيّ
170001,هوية التموضع في مجموعة التموضع,مجموعة المواقع,هوية التموضع ل |@2| في |@1
170002,موقع عشوائي في مجموعة المواقع,مجموعة المواقع,تموضع عشوائيّ في |@1
180001,هوية المنطقة في مجموعة المناطق,مجموعة المواقع,هويّة منطقة |@2| في |@1
180002,منطقة عشوائية في مجموعة المناطق,مجموعة المواقع,منطقة عشوائيّة في |@1
190001,هوية القيمة في مجموعة القيم,مجموعة الأرقام,هويّة القيمة ل|@2| في |@1
190002,قيمة عشوائية في مجموعة القيم,مجموعة الأرقام,قيمة عشوائيّة في |@1
190003,الحصول على اقصى قيمة في مجموعة الأرقام,مجموعة الأرقام,الحصول على القيمة القصوى في |@1
190004,الحصول على أدنى قيمة في مجموعة الأرقام,مجموعة الأرقام,الحصول على القيمة الأدنى في |@1
200001,هوية الشريط في مجموعة الشرائط,مجموعة الشرائط,هويّة شريط |@2| في |@1
200002,شريط عشوائي في مجموعة الشرائط,مجموعة الشرائط,شريط عشوائيّ في |@1
210001,هوية منطقية في مجموعة القيم المنطقية,قيمة منطقيّة,هويّة |@2| المنطقية في |@1
210002,قيم منطقية عشوائية في مجموعة القيمة المنطقية,قيمة منطقيّة,منطق عشوائي في |@1
220001,هوية الكتلة في مجموعة نوع الكتل,نوع الكتلة,هوية كتلة |@2| في |@1
220002,نوع كتلة عشوائية في مجموعة انواع الكتل,نوع الكتلة,نوع كتلة عشوائيّ في |@1
230001,هوية العنصر في مجموعة نوع العنصر,نوع العنصر,هوية عنصر |@2| في |@1
230002,انواع عناصر عشوائية في مجموعة نوع العناصر,نوع العنصر,نوع عنصر عشوائيّ في |@1
240001,هوية المخلوق في مجموعة نوع المخلوق,نوع المخلوق,هوية مخلوق |@2| في |@1
240002,نوع مخلوق عشوائي في مجموعة انواع المخلوقات,نوع المخلوق,نوع مخلوق عشوائيّ في |@1
250001,هوية المؤقت في مجموعة المؤقت,مجموعة المؤقّت,هوية مؤقت |@2| في |@1
250002,مؤقّت عشوائيّ في مجموعة المؤقت,مجموعة المؤقّت,نوع موقت عشوائي في |@1
260001,هويّة التأثيرات الخاصّة في مجموعة نوع التأثيرات الخاصّة,نوع التأثرات الخاصّة,هوية التأثير الخاص ل |@2| في |@1
260002,انواع تأثيرات خاصّة عشوائيّة في مجموعة نوع التأثيرات الخاصّة,نوع التأثرات الخاصّة,نوع تأثير خاص عشوائي في |@1
270004,الحصول على أيقونة نوع البند,عامّ,|@1
270005,الحصول على أيقونة المخلوق,عامّ,|@1
270006,الحصول على أيقونة نوع المخلوق,عامّ,|@1
270007,الحصول على رمز الحالة,عامّ,|@1
270008,الحصول على أيقونة نوع كتلة,عامّ,|@1
270009,احصل على أيقونة الشخصيات الحالية للاعب,عامّ,الحالي |@1| أيقونة الشخصية
270010,احصل على أيقونة شريط اختصار اللاعب,عامّ,مجموعة |@1| شريط الاختصار كأيقونة |@2
280001,نوع الرمي العشوائي,رمي الكائن,نوع الرمي العشوائي
290001,صوت عشوائي,صوت,صوت عشوائي
300001,الموقع الذي حصل عليه الخادم,مخزن البيانات,الموقع الذي حصل عليه الخادم
300002,المساحة التي حصل عليها الخادم,مخزن البيانات,المساحة التي حصل عليها الخادم
300003,القيمة التي حصل عليها الخادم,مخزن البيانات,القيمة التي حصل عليها الخادم
300004,سلسلة الأحرف التي حصل عليها الخادم,مخزن البيانات,سلسلة الأحرف التي حصل عليها الخادم
300005,القيمة المنطقية التي حصل عليها الخادم,مخزن البيانات,القيمة المنطقية التي حصل عليها الخادم
300006,حصل اللاعب على الخادم,مخزن البيانات,حصل اللاعب على الخادم
300007,نوع الكتلة التي حصل عليها الخادم,مخزن البيانات,نوع الكتلة التي حصل عليها الخادم
300008,نوع العنصر الذي حصل عليه الخادم,مخزن البيانات,نوع العنصر الذي حصل عليه الخادم
300009,مخلوق حصل عليه الخادم,مخزن البيانات,مخلوق حصل عليه الخادم
300010,نوع المخلوق الذي حصل عليه الخادم,مخزن البيانات,نوع المخلوق الذي حصل عليه الخادم
300011,حصل الخادم على الموقت,مخزن البيانات,حصل الخادم على الموقت
300012,نوع التأثير الذي حصل عليه الخادم,مخزن البيانات,نوع التأثير الذي حصل عليه الخادم
300013,الرقم الذي حصل عليه الخادم,مخزن البيانات,الرقم الذي حصل عليه الخادم
300014,الاسم الذي حصل عليه الخادم (المفاتيح),مخزن البيانات,الحصول على اسم الخادم وفهرس لوحة الصدارة (مفاتيح)
300015,اللاعب الذي حصل عليه الخادم (مفاتيح),مخزن البيانات,الحصول على اسم فهرس المشغل والخادم (مفاتيح)
