ID,名字
370024,pas Moyen 7 (dièse)
370025,1 petit pas
370026,faible hauteur 1 (forte)
370027,petit pas 2
370028,petit pas 2 (dièse)
370029,petit pas 3
370030,petit pas 4
370031,petit pas 4 (dièse)
370032,petit pas 5
370033,petit pas 5 (forte)
370034,petit pas 6
370035,faible pas 6 (forte)
370036,petit pas 7
380001,W Key
380002,Une clé
380003,Clés
380004,D clé
380005,espace clé
380006,touche Maj
380007,Clé B
380008,Clé C
380009,Clé E
380010,Clé F
380011,Clé G
380012,Clé H
380013,Clé I
380014,Clé J
380015,Clé K
380016,Clé L
380017,Clé M
380018,Clé N
380019,Clé O
380020,Clé P
380021,Clé Q
380022,Clé R
380023,Clé T
380024,Clé U
380025,Clé V
380026,Clé X
380027,Clé Y
380028,Clé Z
390001,Barre de raccourcis 1
390002,Barre de raccourcis 2
390003,Barre de raccourcis 3
390004,Barre de raccourcis 4
390005,Barre de raccourcis 5
390006,Barre de raccourcis 6
390007,Barre de raccourcis 7
390008,Barre de raccourcis 8
400001,Barre de raccourcis en cas
410001,Etat Effet de l'événement
420001,Equip Bar 1 (casque)
420002,Equip Bar 2 (Thorax)
420003,Equip Bar 3 (Legguard)
420004,Equip Bar 4 (Boot)
420005,Equip Bar 5 (Retour Gear)
430001,Equip Bar dans l'événement
440001,Le type de créature événement déclencheur
440002,Le type de créature ciblée dans l'événement
440003,Dernier type de créature créé
450001,Recettes en cas
460001,Éperlan dans l'événement
470001,Storyline événement
480001,Numéro d'objet en cas
490001,Zone de texte
490002,texte flottant
490003,Progess Bar
490004,Arrow pointant sur la cible
490005,Arrow pointant en position
490006,Zone de guidage pointant vers la cible
490007,Zone de guidage pointant vers la position
490008,Chemin de guide pointant vers la cible
490009,Chemin de guide pointant vers la position
500001,Ascendant
500002,Descendant
510001,Composant d'événement
520001,Interface de modification actuelle
520002,Interface d'événement
530001,Voyage en avion
530002,Mouvement par défaut
540001,Année
540002,Mois
540003,Jour
540004,Heure
540005,Minute
540006,Seconde
540007,الطابع الزمني (ثانية)
550001,Chaîne d'événement
570001,Musique dans l'événement
580001,Pause
580002,Reprendre
580003,proche
590001,Sélectionnez la fenêtre d'affichage dans le monde
600001,كائن عالمي
610001,حلقة
610002,عزف وحيد
990001,المجموعة المشتركة
990002,مجموعة المحيط
990003,مجموعة الصحراء
990004,جماعة متجمدة عادية
990005,مجموعة منطقة الذروة المتجمدة
990006,التكوين البركاني
990007,تكوين الأراضي الرطبة
