ID,名字,描述,追踪
1094,Diamantenmine (III),Mine 200 #L#cfa7a0f Diamond ore #n@1,Nutze #cfa7a0fDiamantenerze
1095,Meister des Hundetrainings (I),Tame 1 Wolf mit Tierknochen @1,Zähme einen #cfa7a0fWolf
1096,Meister des Hundetrainings (II),Tame 5 Wölfe mit Tierknochen @1,Zähme einen #cfa7a0fWolf
1097,Meister des Hundetrainings (III),Tame 20 Wölfe mit Tierknochen @1,Zähme einen #cfa7a0fWolf
1098,Goldbarrensammler (I),Smelt 5 #L#cfa7a0f gold ingot #n@1,Schmelze #cfa7a0fGolderze
1099,Goldbarrensammler (II),Smelt 100 #L#cfa7a0f gold ingot #n@1,Schmelze #cfa7a0fGolderze
1100,Goldbarrensammler (III),Smelt 500 #L#cfa7a0f gold ingot #n@1,Schmelze #cfa7a0fGolderze
1101,Rennfahrer (I),Mine 10 #L#cfa7a0f Celesthiumz #n@1,Nutze #cfa7a0fLithiumerze
1102,Rennfahrer  (II),Mine 200 #L#cfa7a0f Celesthiumz #n@1,Nutze #cfa7a0fLithiumerze
1103,Rennfahrer (III),Mine 500 #L#cfa7a0f Celesthiumz #n@1,Nutze #cfa7a0fLithiumerze
1104,Ich brauche Pfeile (I),Machen Sie 10 #L#cfa7a0f-Pfeil #n@1,Stelle #cfa7a0fPfeile her
1105,Ich brauche Pfeile (II),Machen Sie 100 #L#cfa7a0f arrow #n@1,Stelle #cfa7a0fPfeile her
1106,Ich brauche Pfeile (III),Machen Sie 1000 #L#cfa7a0f Pfeil #n@1,Stelle #cfa7a0fPfeile her
1107,Waldaufseher (I),Pflanzen Sie mehr als 10 Bäume @1#r (verwenden Sie #L#cfa7a0f Baumsamen #N zum Anpflanzen),Pflanze #cfa7a0fBäume
1108,Waldaufseher (II),Pflanzen Sie mehr als 200 Bäume @1#r (verwenden Sie #L#cfa7a0f Baumsamen #N zum Anpflanzen),Pflanze #cfa7a0fBäume
1109,Waldaufseher (III),Pflanzen Sie mehr als 2000 Bäume @1#r (verwenden Sie #L#cfa7a0f Baumsamen #N zum Anpflanzen),Pflanze #cfa7a0fBäume
1110,Schweinekoteletts! (I),Machen Sie 50 #L#cfa7a0f geröstet tonton #n@1,Röste #cfa7a0fSchweinshaxe
1111,Schweinekoteletts! (II),Machen Sie 200 Kopien von #L#cfa7a0f roast tonton #n@1,Röste #cfa7a0fSchweinshaxe
1112,Schweinekoteletts (III),Machen Sie 1000 #L#cfa7a0f BROAST TONTON #n@1,Röste #cfa7a0fSchweinshaxe
1113,Steaks! (I),Machen Sie 50 #L#cfa7a0f gegrilltes Steak #n@1,Röste #cfa7a0fSteaks
1114,Steaks! (II),Machen Sie 200 #L#cfa7a0f gegrilltes Steak #n@1,Röste #cfa7a0fSteaks
1115,Steaks! (III),Machen Sie 1000 #L#cfa7a0f gegrilltes Steak #n@1,Röste #cfa7a0fSteaks
1116,Hühnerbraten! (I),Machen Sie 50 #L#cfa7a0f Rösthähnchen #n@1,Bereite #cfa7a0fHühnergerichte zu
1117,Hühnerbraten! (II),Machen Sie 200 #L#cfa7a0f Rösthähnchen #n@1,Bereite #cfa7a0fHühnergerichte zu
1118,Hühnerbraten! (III),Machen Sie 1000 #L#cfa7a0f Rösthähnchen #n@1,Bereite #cfa7a0fHühnergerichte zu
1119,Gebratene Lammhaxe! (I),Machen Sie 50 #L#cfa7a0f-Roast-Lammbein #n@1,Bereite #cfa7a0fLammkeulen zu
1120,Gebratene Lammhaxe! (II),Machen Sie 200 #L#cfa7a0f Röstlammbein #n@1,Bereite #cfa7a0fLammkeulen zu
1121,Gebratene Lammhaxe! (III),Machen Sie 1000 #L#cfa7a0f geröstetes Lammbein #n@1,Bereite #cfa7a0fLammkeulen zu
1122,Baumwolle (i),Machen Sie 50 #L#cfa7a0f Baumwollblöcke #n@1,Koche #cfa7a0f Lammkeulen.
1123,Baumwolle (II),Machen Sie 200 #L#cfa7a0f Baumwollblöcke #n@1,Koche #cfa7a0f Lammkeulen.
1124,Baumwolle (III),Machen Sie 1000 #L#cfa7a0f Baumwollblöcke #n@1,Koche #cfa7a0f Lammkeulen.
1125,Steinbagger (I),Meine 100 #L#cfa7a0f stein #n@1,Grabe #cfa7a0fSteine aus
1126,Steinbagger (II),Mine 1000 #L#cfa7a0f stein #n@1,Grabe #cfa7a0fSteine aus
1127,Steinbagger (III),Mein 5000 #L#cfa7a0f stein #n@1,Grabe #cfa7a0fSteine aus
1128,Ich habe Angst vor der Dunkelheit (I),Machen Sie 50 #L#cfa7a0f Fackel #n@1,Stelle #cfa7a0fFackeln her
1129,Ich habe Angst vor der Dunkelheit (II),Machen Sie 200 #L#cfa7a0f Fackel #n@1,Stelle #cfa7a0fFackeln her
1130,Ich habe Angst vor der Dunkelheit (III,Machen Sie 500 #L#cfa7a0f Fackel #n@1,Stelle #cfa7a0fFackeln her
1131,Auferstehung (I),Fehlgeschlagen 1 mal @1,#cfa7a0f Fehlschlag
1132,Auferstehung (II),100-mal fehlgeschlagen @1,#cfa7a0f Fehlschlag
1133,Auferstehung (III),Fehlgeschlagen 500 mal @1,#cfa7a0f Fehlschlag
1134,Köstlichkeit der Pinguine (I),Machen Sie 1 #L#cfa7a0f gerösteter Lachs #N,Röste #cfa7a0f Lachs
1135,Köstlichkeit der Pinguine (II),Machen Sie 10 #L#cfa7a0f gerösteter Lachs #N,Röste #cfa7a0f Lachs
1136,Köstlichkeit der Pinguine (III),Machen Sie 100 #L#cfa7a0f gerösteter Lachs #N,Röste #cfa7a0f Lachs
1137,,,
1138,,,
1139,,,
1140,,,
1141,,,
1142,,,
1143,,,
1144,Sauerstoff Inventor,"Verwenden Sie Horas Kupfer, Horas Rock, Gen Wood Deck und Shards von Rocki, um #L#cfa7a0f Sauerstoffpumpe #n@1 zu machen",Craft #cfa7a0f Sauerstoffpumpe
1145,Sei vorbereitet,"Verwenden Sie Eiskristalle und Eisenbots, um #L#cfa7a0f-Gastank #n@1 zu machen",Craft #cfa7a0f Gastank
1146,Die Freude des Weltraums,"Verwenden Sie Gasbehälter und Horas Kupfer, um #L#cfa7a0f Sauerstoffpackung #n@1 zu machen",Craft #cfa7a0f Sauerstoffpackung
1147,Platzboden,"Verwenden Sie Horas Gras, Horas Rock, Bügeleimer mit Wasser und Tierdünger, um #L#cfa7a0f Pflanzenmedium #n@1 zu machen",Handwerk #cfa7a0fPlant Medium
1148,Weltraumforscher,"Füllen Sie die Aufgabe automatisch aus, nachdem Sie die Vorgängeraufgabe abgeschlossen haben",Mehr zu entdecken im Space
1149,Rocki unten,Besiege 200 Rocki @1,Take down #cfa7a0f Rocki #n für 200 mal
1150,Frosti Down,Besiege 200 Frosti @1,Nimm #cfa7a0f Frosti #n 200 mal
1151,Bulli unten,Besiege 200 Bulli @1,Nehmen Sie #cfa7a0f Bulli #n für 200 mal
1152,Graviti Down,Besiege 100 Graviti @1,Nehmen Sie #cfa7a0f Graviti #n für 100 Mal
1153,K.O.,"Füllen Sie die Aufgabe automatisch aus, nachdem Sie die Vorgängeraufgabe abgeschlossen haben",Beenden Sie alle Horas Monster-Errungenschaften
1154,Horas Überlebender I,Überleben Sie 7 Tage bei Horas @1,Überleben für 7 Tage auf #cfa7a0f Horas
1155,Horas Überlebender II,Überleben Sie 60 Tage bei Horas @1,Überlebe 60 Tage lang auf #cfa7a0f Horas
1156,Horas Überlebender III,Überleben Sie 365 Tage bei Horas @1,Überleben für 365 Tage auf #cfa7a0f Horas
1157,Yammy Oxy I,Essen Sie 10 #L#cfa7a0f OXY #n@1,Verbraucht 10 #cfa7a0f Oxy
1158,Yammy Oxy II,Essen Sie 100 #L#cfa7a0f oxy #n@1,Verbraucht 100 #cfa7a0f Oxy
1159,Yammy Oxy III,Isst 500 #L#cfa7a0f oxy #n@1,Verbrauchen 500 #cfa7a0f Oxy
1160,Regen I,Aktiviere 5 #L#cfa7a0f totem #n@1,Aktiviere 5 #cfa7a0f Regen-Runen
1161,Regen II,Aktivieren Sie 50 #L#cfa7a0f totem #n@1,Aktiviere 50 #cfa7a0f Regen-Runen
1162,Regen III,300 #L#cfa7a0f totem #n@1 aktivieren,Aktiviere 300 #cfa7a0f Regen-Runen
1163,Illu I,Leuchten Sie 5 #L#cfa7a0f totem #n@1,Aktiviere 5 #cfa7a0f Illu Runen
1164,Illu II,Leuchten Sie 50 #L#cfa7a0f totem #n@1,Aktiviere 50 #cfa7a0f Illu Runen
1165,Illu III,Leuchten Sie 300 #L#cfa7a0f Totem #n@1,Aktiviere 300 #cfa7a0f Illu Runen
1166,Stunden Kupfer I,Mine 10 #L#cfa7a0f Horas Kupfererz #n@1,Sammle 10 #cfa7a0f Horas Kupfererze
1167,Stunden Kupfer II,Mine 100 #L#cfa7a0f Horas Kupfererz #n@1,Sammle 100 #cfa7a0f Horas Kupfererze
1168,Stunden Kupfer III,Mine 500 #L#cfa7a0f Horas Kupfererz #n@1,Sammle 500 #cfa7a0f Horas Kupfererze
1169,Stunden Graviti I,Mine 10 #L#cfa7a0f Horas Graviti #n@1,Sammle 10 #cfa7a0f Graviti Erze
1170,Stunden Graviti II,Mine 100 #L#cfa7a0f horas graviti #n@1,Sammle 100 #cfa7a0f Graviti Erze
1171,Stunden Graviti III,Ine 500 #L#cfa7a0f horas graviti #n@1,Sammle 500 #cfa7a0f Graviti Erze
1172,,,
1173,,,
1174,@Null@,@Null@,@Null@
1175,,,
1176,,,
1177,@Null@,@Null@,@Null@
1178,@Null@,@Null@,@Null@
1179,@Null@,@Null@,@Null@
1180,@Null@,@Null@,@Null@
1181,@Null@,@Null@,@Null@
1182,@Null@,@Null@,@Null@
1183,@Null@,@Null@,@Null@
1184,@Null@,@Null@,@Null@
1185,@Null@,@Null@,@Null@
1186,@Null@,@Null@,@Null@
1187,@Null@,@Null@,@Null@
1188,@Null@,@Null@,@Null@
1189,@Null@,@Null@,@Null@
1190,@Null@,@Null@,@Null@
1191,@Null@,@Null@,@Null@
1192,@Null@,@Null@,@Null@
1193,@Null@,@Null@,@Null@
1194,@Null@,@Null@,@Null@
1195,@Null@,@Null@,@Null@
1196,@Null@,@Null@,@Null@
1197,@Null@,@Null@,@Null@
1198,@Null@,@Null@,@Null@
1199,@Null@,@Null@,@Null@
1200,@Null@,@Null@,@Null@
1201,Sicherer Stand,Surve für 7 Tage im Hardcore-Modus @1,Überlebe für #cfa7a0f Tage
1202,Booming,Surve für 60 Tage im Hardcore-Modus @1,Überlebe für #cfa7a0f Tage
1203,Überlebensexperte,Überleben Sie 365 Tage im Hardcore-Modus @1,Überlebe für #cfa7a0f Tage
1204,Barbaren!,Besiege 50 Boarman @1,Besiege Barbaren
1205,Wilde babies!,Besiege 20 Jockey @1,Besiege #cfa7a0fwilde Cutebabies
1206,Phantom!,Besiege 50 Fantom @1,Besiege das #cfa7a0f Fantom
1207,Handel,Machen Sie 20 Trades mit Traveling Traders @1,Handle mit den reisenden Händlern
1208,Wüstenhandel,Machen Sie 50 Trades mit Wüstenhändler @1,Handle mit den Wüstenhändlern
1209,Eisfeld-Handel,Machen Sie 200 Trades mit Eisfeldhändler @1,Handle mit den Eisfeld-Händlern
1210,Explodierendes Ei!,Besiege 30 Boomeggs @1,Besiege die #cfa7a0f Boom-Eggs
1211,Schwefelschützen!,Besiege 100 Schwefelbogener @1,Besiege die #cfa7a0fSchwefelschützen
1212,Drachentöter!,Antike Black Dragon besiegen @1,Besiege #cfa7a0f uralten schwarzen Drachen
1213,Rennstreckenmaterial,Mine 100 #L#cfa7a0f Celesthiumze #n@1,Grabe Carbiderze aus
1214,Waffenlager,Smelt 500 #L#cfa7a0f Eisenerze #n@1,Schmelze #cfa7a0f Eisenerze
1215,Einer für immer,Grabe 20 #L#cfa7a0f diamant ore #n@1,Grabe Diamantenerz aus
1216,Guter Hühnerbraten,Machen Sie 100 #L#cfa7a0f Ganze Hühner #n@1,Röste Hühnchen
1217,König der Hamburger,Machen Sie 50 #L#cfa7a0f Rinderhamburger #n@1,Bereite Beef-Burger zu
1218,Kann mann den goldenen Apfel essen?,Machen Sie 50 #L#cfa7a0f Goldene Äpfel #n@1,Stelle einen Super-Gold-Apfel her
1219,,,
1220,,,
1221,Ich brauche ein paar Steine,"Sammeln Sie Steine ​​auf dem Boden, um scharfe Steine zu erhalten#r (lange Drücken Sie die Steine, um sich zu sammeln)",Sammeln Sie #cfa7a0fstone auf dem Boden
1222,Weitere Materialien,Sammle Zweige für #L#cfa7a0f-Sticks #n@1#r (langes Drücken auf Zweige zum Sammeln),Holen Sie sich#cfa7a0f kleine Holzstab aus den Zweigen
1223,Der Beginn der Steinzeit!,"Verwenden Sie scharfe Steine ​​und Holzbar, um eine Steinspitzacke zu erstellen#r (den Rucksack öffnen und auf der linken Etikett erstellen)",Machen Sie #cfa7a0fstone PickoXe
1224,Primitive Waffen,"Verwenden Sie Holz, um Sticks#r (es ist gefährlich in der Nacht, Sie müssen Waffen verwenden, um sich selbst zu schützen)",Machen Sie #cfa7a0fSTICKS.
1225,Jäger,"Besiege den Boarman, der die Nacht verfolgt#r (oh? Möchten Sie ein Jäger sein?)",Niederlage #cfa7a0fboarman.
1226,Beginnen Sie ein gutes Leben ~,"Verwenden Sie scharfe Steine ​​und Holzbar, um einen Stein Ax zu erstellen#r (kann ich es zuerst ein Haus machen?)","Öffnen Sie den Rucksack, um eine #cfa7a0fstone ax zu erstellen"
1227,Holzfäller,"Finden Sie einen Baum und benutzen Sie die Stein-Axt, um es zu zerstören!#r (die Quelle des Reichtums)",Kollektion #cfa7a0fwood.
1228,Lagerfeuer,"Verwenden Sie Felsen und Holz, um ein Lagerfeuer#r (in der Nacht, Borarman, nicht an Orten mit starkem Licht zu erscheint ~)",Machen Sie #cfa7a0fbonfire.
1229,"Gegrilltes Fleisch, schön!",Rohes Fleisch auf dem Bonfire für Grill#r (Ich fühle mich nach dem Essen voller Kraft!),#cfa7a0fbarbecue.
1230,Den Rasen mähen,"Sammeln Sie Gras auf dem Boden, um eine Handvoll Unkraut zu erhalten#r (verwendet, um Dinge zu binden)",Sammeln Sie #cfa7a0fHandvoll Unkraut
1231,Es werde Licht!,"Verwenden Sie eine Holzstange und eine Handvoll Unkraut, um eine Fackel zu machen#r (alles in eingesetzt! Sorgen Sie sich nie um Borarman)",Machen #cfa7a0ftorch.
1232,Starrer,"Verwenden Sie eine Steinspitzacke, um Steine ​​in den Boden zu graben#r (scheint, dass die meisten Dinge Steine ​​verwenden müssen)",Sammeln Sie #cfa7a0frrock-Blöcke unter der Erde
1233,Handwerker,"Verwenden Sie Wood Bar und Rock, um einen #L#cfa7a0fCrafting Table#n @1 herzustellen (Wow, Sie können mehr Gegenstände herstellen)",Machen Sie #cfa7a0fstone Hammer der Schöpfung
1234,Steinofen Handwerker.,"Verwenden Sie Felsen und Erde, um Steinofen#r (je mehr Steinöfen, desto schneller die Raffineriegeschwindigkeit) herzustellen","Verwenden Sie den Steinhammer der Schöpfung, um #cfa7a0fstone Ofen zu machen"
1235,Der erste Schritt für einen Chefkoch,"Verwenden Sie Felsen, um Steintopf zu machen#r (kann nahrhafte Lebensmittel machen)",Machen Sie #cfa7a0fstone pot
1236,Rationen für die Reise,"Verwenden Sie Weizenmehl, um Weizenbrot in einem Steintopf#r (sicher genug zu machen, können Sie nur hart arbeiten, wenn Sie voll sind!)",Das #cfa7a0f-Brot machen
1237,Der Beginn der Bronzezeitalter!,"Verwenden Sie eine Steinspitzacke, um Kupferlegierungserz unterirdisch zu sammeln#r (siehe, was ich tief unter der Welt gegraben habe!)",Sammeln Sie #cfa7a0fCopper-Legierungsz
1238,Kohle-Chef,"Verwenden Sie eine Steinspitzacke, um kleine Kohle unterirdisch zu sammeln#r (manchmal gibt es auf der Oberfläche und Klippen)",Sammeln Sie #cfa7a0fsmall Kohle
1239,Metallschmelzung: Kupfer,"Setzen Sie den Kupferlegierungserz in den Steinofen und verbrennen Sie es bei niedriger Temperatur, um Messing Block zu verfeinern#r (es kann ein besseres Werkzeug sein)","Schmelzen, um #cfa7a0fbrass ingot zu bekommen"
1240,Kupferofen Handwerker.,"Verwenden Sie Bronzebarren, um #L#cfa7a0fKupferofen#n @1#r herzustellen",Machen Sie #cfa7a0fCoper Ofen
1241,Steinhacke,"Verwenden Sie scharfe Steine ​​und Holzbar, um eine Steinhacke#r (damit, Sie können Land pflügen)",Machen Sie #cfa7a0fStone Hoe
1242,Ration Lord.,"Verwenden Sie Weizensamen, um auf kultiviertes Land zu säen (kann nur auf kultiviertem#r Land gepflanzt werden)",Pflanze #cfa7a0fweihe.
1243,@Null@,@Null@,@Null@
1244,@Null@,@Null@,@Null@
1245,@Null@,@Null@,@Null@
1246,@Null@,@Null@,@Null@
1247,Metallschmelzen: Eisen,"Legen Sie den Ferroalloyerz in einen Kupferofen, um das Brennen mit mittlerer Temperatur zu erhalten, um eisernen Ingot zu erhalten","Schmelzen, um #cfa7a0firon begot zu bekommen"
1248,Eisenofen Handwerker,"Verwenden Sie Eisenbots, um Eisenöfen herzustellen","Verwenden Sie die Handwerkskunst, um einen Eisenofen herzustellen"
1249,Rune Tool!,"Verwenden Sie den Titan-Handwerker-Tisch, um einen Rune-Stein-Inlay zu erstellen#r (Effizienzrune-Stein kann mit Werkzeugen eingelegt werden, Angriff Rune Stone kann mit Waffen eingelegt werden, deren Defence Rune-Stein mit Rüstung integriert werden kann)",Führen Sie einen  #cfa7a0frune Stone Inlay aus
1250,Metallschmelzen: Titan,"Legen Sie das Titanlegierungserz in einen Eisenofen, um es zu schmelzen und zu veredeln, um #L#cfa7a0fTitanlegierungsbarren#n@1 zu erhalten","Schmelzen, um #cfa7a0fTitanlegierungsbarren zu erhalten"
1251,Der Beginn des technologischen Zeitalters!,"Verwenden Sie Titan-Alloy-Ingots und Holzbar, um Titan-Picketaxe#r (Bergbauzeit, Start!)",Mache #cfa7a0fTitan-Spitzhacke
1252,Nicht das gleiche Material,Suchen Sie nach dem Smart Chip auf der Floating Island#r (ausgehen Sie aus und erkunden Sie die Entfernung!),Holen Sie sich den #cfa7a0fSmart-Chip
1253,Aktualisierung der Sternstation.,"Verwenden Sie die Sternstation Upgrade-Komponenten, um das Teleport-Modul zu aktualisieren#r (Sie können nur nach dem Upgrade zu einem weiteren Planeten gehen)",Upgrade #cfa7a0fStar Station Teleportmodul
1254,Neue Welt-Flamas,"Besuchen Sie die Flamas#r (es ist am besten, feuerfeste Kleidung mitzubringen, um Verbrennungen zu vermeiden)",Gehe zu #cfa7a0fFlamas
1255,@Null@,@Null@,@Null@
1256,,,
1257,Flamas Key.,Erhalten #L#cfa7a0f Defekte Klinge #n@1#r von dem Dragon Nest #r (dies ist eine der drei Tasten des Vulkan Altar zu aktivieren),Hol dir #cfa7a0fZerbrochenes Schwert
1258,Neue Welt - Horas,"Besuchen Sie Horas#r (die Luft ist hier dünn, also auf eine Sauerstoffmaske!)",Gehe zu #cfa7a0fHoras
1259,Horas Chef,"Verwenden Sie #L#cfa7a0f Regen Rune#n, um Totem @1#r zu aktivieren (in dem nahe gelegenen geheimen Raum gibt es eine Überraschung!)",Aktiviere das #cfa7a0fTotem
1260,Horas Kupferbohrer,"Sammeln Sie Horas Kupfer, Gen Wood Deck, Horas Block und blaues Celesth-Kabel, um #L#cfa7a0f Horas Kupferbohrer #n@1#r (ich hörte, dass das Plateau und die schwimmende Insel den charmanten Brillanz von Horas Kupfer haben)",Machen Sie #cfa7a0fHoras Kupferbohrer
1261,Jethaken,"Collect Push-Pull-Arm, Horas-Kupfer, Horas Graviti und Scherbe von Graviti, um #L#cfa7a0f-Haken-Shot #n@1#r zu machen (es kann Sie über die Wände fliegen lassen)",#cfa7a0f Sprühhaken herstellen
1262,Alter riesiger Beschwörer,"Beschwören und besiegen Sie den alten Riesen auf Horas @1#r (Sie benötigen Diamond / Malachitblock / Horas Kupferblock / Horas Graviti-Block, um in 4 Quadraten neben dem Totem-Kern gerufen zu werden)",Besiege #cfa7a0fDer alte Riese
1263,Horas Key.,"Besiege den alten Riesen, um das Auge # n @ cfa7a0f Giants Eye #n@1#r zu bekommen (Dies ist einer der drei Schlüssel, um den Vulkanaltar zu aktivieren)",Holen Sie sich #cfa7a0fRiesenauge
1264,Heiliger Baumstor,Grabe ein Loch und pflanze es! Pflanze es! @1#r (Sie können einen der drei Schlüssel an der Spitze des Heiligen Baums erhalten),Pflanze #cfa7a0fHeiliger Baum
1265,Heilige Früchte,"Sammeln Sie den heiligen Baumkern an der Spitze des heiligen Kofferraums, um die #L#cfa7a0f heilige Frucht #n@1#r zu erhalten (Dies ist einer der drei Tasten, um den Vulkanaltar zu aktivieren)",Sammle #cfa7a0fHeilige Früchte
1266,Wer nicht wagt der nicht gewinnt,"Sammeln Sie die drei Schlüssel von Miras, Horas und Flamas und aktivieren Sie den Altar im Vulkanbereich @1#r (geben Sie den Eingang des Hohlsprantoms Lebensraum ein)",#cfa7a0fVulkanaltar aktivieren
1267,Retter!,Besiege das Void Phantom @1,Besiege #cfa7a0fVoid Phantom
1268,Kartoffel,"Wäsche Kartoffelsamen in kultiviertem Land, um #L#cfa7a0f Kartoffeln #n@1 zu bekommen",Wachsen #cfa7a0fpotatoes.
1269,Maske Kartoffeln herstellen,"Verwenden Sie Kartoffeln in Steintopf, um #L#cfa7a0f Kartoffelpüree #n@1 zu bekommen",#cfa7a0fKartoffelpüree machen
1270,Pommes frittes!,"Verwenden Sie Kartoffelpüree, Dracaena-Blume und Papier, um in einem Steinpfot zu kochen, um #L#cfa7a0f Pommes Frites #n@1 zu bekommen",#cfa7a0fPommes Frites machen
1271,Rindfleisch,"Töte eine Kuh, um # l #L#cfa7a0f rind #n@1",Holen Sie sich #cfa7a0fRindfleisch
1272,Steak,"Verwenden Sie Rindfleisch mit dem Grill am Bonfire, um #L#cfa7a0f Steak #n@1 zu bekommen",Gebratenes #cfa7a0fRoastbeef
1273,Honig Glasiered Rindfleisch Burger,"Verwenden Sie Weizenbrot, Limonium Sinuatum, gegrilltes Steak, um # l # l #L#cfa7a0f Rindfleisch Burger #n@1 zu machen",#cfa7a0fRindfleischburger machen Burg
1274,Protein,Legen Sie ein Hühnerstall neben dem Huhn und lag #L#cfa7a0f Eier #n@1,#cfa7a0fEier abholen
1275,Kürbiskuchen,"Verwenden Sie abgefüllte Fructosesirup und Kürbis, um # l #L#cfa7a0f Kürbiskuchen #n@1 zu machen",#cfa7a0fKürbiskuchen machen
1276,Alles Gute zum Geburtstag ~.,"Verwenden Sie Flaschenmilch, Eier, Felde-Fructosesirup und Weizenmehl, um #L#cfa7a0f Kuchen #n@1 zu machen",Machen #cfa7a0fcake.
1277,Wilde Früchte,Zerstörung der Blätter von Obstbäumen fallen #L#cfa7a0f frische Früchte #n@1,Holen Sie sich #cfa7a0fFrisches Obst
1278,Obstteller,"Verwenden Sie Wassermelonenscheiben, Schüssel und frisches Früchte, um eine # l #L#cfa7a0f frische Fruchtplatte #n@1 zu machen",#cfa7a0f Platte mit frischem Obst herstellen
1279,Kaiserchef,"Erhalten Sie automatisch den Titel, nachdem Sie die vorherigen Aufgaben abgeschlossen haben",Schließe den Erfolg der #cfa7a0fFood Making Series ab
1280,Verteidige dich selbst,"Verwenden Sie Holzplatine und Holzbar, um #L#cfa7a0f tür #n@1 zu machen",Machen #cfa7a0fdoor.
1281,Sternen Sie durch das Fenster,"Verwenden Sie Holzplatine und Holzbar, um #L#cfa7a0f Holzfenster #n@1 zu machen",#cfa7a0fHolzfenster erstellen
