ID,名字
240001,Posizione dell'evento
240002,Punto di spawn
240003,Scegli la posizione
250001,Giocatori in Evento Trigger
250002,Giocatori in Evento
260001,Air Block
260002,Tipo di blocco in caso
260003,Ultimo tipo di blocco creato
270001,Tipo di articolo nell'evento
270002,Ultimo tipo di proprietà creato
280001,Proiettile in evento
290001,Drop Item in Event
300001,Creatura in evento
300002,Creatura bersaglio in evento
300003,Scegli Creatura
300004,Ultima creatura creata
310001,Emoticon nell'evento
320001,VERO
320002,FALSE
330001,Sin
330002,Cos
330003,Tan
340001,Tipo di effetto speciale in evento
340002,Ultimo tipo di effetto speciale creato
350001,Sopra
350002,Sotto
350003,Sinistra
350004,Giusto
350005,Davanti
350006,Indietro
360001,L'oggetto che esegue l'azione
370001,Tono alto 1
370002,Alto passo 1 (taglienti)
370003,Tono alto 2
370004,Alto passo 2 (taglienti)
370005,Tono alto 3
370006,Tono alto 4
370007,Alto passo 4 (taglienti)
370008,Tono alto 5
370009,Alta passo 5 (tagliente)
370010,Tono alto 6
370011,Alto passo 6 (taglienti)
370012,Tono alto 7
370013,passo Medio 1
370014,passo il Centro 1 (tagliente)
370015,passo Medio 2
370016,passo Medio 2 (tagliente)
370017,passo Medio 3
370018,passo Medio 4
370019,passo Middle 4 (tagliente)
370020,passo Medio 5
370021,passo Medio 5 (tagliente)
370022,passo Medio 6
370023,passo Medio 6 (tagliente)
370024,passo Medio 7 (tagliente)
370025,Low passo 1
370026,Low passo 1 (tagliente)
370027,Basso passo 2
370028,Bassa passo 2 (tagliente)
370029,Passo basso 3
370030,Basso passo 4
370031,Bassa passo 4 (tagliente)
370032,Basso passo 5
370033,Bassa passo 5 (tagliente)
370034,Basso passo 6
370035,Bassa passo 6 (tagliente)
370036,Basso passo 7
380001,W Key
380002,Una chiave
380003,tasto S
380004,D chiave
380005,tasto spazio
380006,Key shift
380007,Chiave B.
380008,Chiave C.
380009,Chiave E.
380010,Chiave F.
380011,Chiave G.
380012,Chiave H.
380013,Chiave I.
380014,Chiave J.
380015,Chiave K.
380016,Chiave L.
380017,Chiave M.
380018,Chiave N.
380019,Chiave O.
380020,Chiave P.
380021,Chiave Q.
380022,Chiave R.
380023,Chiave T.
380024,Chiave U.
380025,Chiave V.
380026,Chiave X.
380027,Chiave Y.
380028,Chiave Z.
390001,Barra 1
390002,Barra 2
390003,Barra 3
390004,Barra 4
390005,Barra 5
390006,Barra 6
390007,Barra 7
390008,Barra 8
400001,Barra in evento
410001,Effetto di stato in evento
420001,Equip Bar 1 (casco)
420002,Equip Bar 2 (Corazza)
420003,Equip Bar 3 (Legguard)
420004,Equip Bar 4 (Boot)
420005,Equip Bar 5 (Retromarcia)
430001,Equip Bar in evento
440001,Il tipo di creatura in evento di trigger
440002,Il tipo di creatura bersaglio in evento
440003,Ultimo tipo di creatura creato
450001,Ricette in evento
460001,Sperlano in evento
470001,Trama in evento
480001,Numero dell'oggetto in evento
490001,Casella di testo
490002,Testo fluttuante
490003,progess Bar
490004,Freccia che punta al bersaglio
490005,Freccia che punta in posizione
490006,Area guida che punta verso il bersaglio
490007,Area guida che punta verso la posizione
490008,Percorso guida che punta verso il bersaglio
490009,Sentiero di guida che punta verso la posizione
500001,Ascendente
500002,Discendente
510001,Componente evento
520001,Interfaccia di modifica corrente
520002,Interfaccia evento
530001,Volo
530002,Movimento predefinito
540001,Anno
540002,Mese
540003,Giorno
540004,Ora
540005,Minuto
540006,Secondo
540007,Zeitstempel (Sekunden)
550001,Stringa per eventi
570001,Musica nell'evento
580001,Pausa
580002,Riprendere
580003,Chiudere
590001,Seleziona la finestra del display nel mondo
600001,Globales Objekt
610001,Schleife
610002,Einzelspiel
990001,Gemeinsame Gruppe
990002,Ozean-Gruppe
990003,Gruppe Wüste
990004,Gewöhnliche frigide Gruppe
990005,Gruppe der kalten Spitzenzonen
990006,Vulkanische Formation
990007,Bildung von Feuchtgebieten
