ID,名字,描述
79,Fliegende Blütenblätter,"Rosa Blumenblätter und Blumen, die um Sie herumfliegen"
80,Segel setzen,"Tippen Sie auf die Schaltfläche Jump, um 10% 10% zu beschleunigen."
81,Anfängerbeschwörung,"Tippen Sie auf die Schaltfläche Jump, um 1 kleine Genie zu beschwören, die Ihnen folgt."
82,Zwischenbeschwörer,"Klicken Sie auf den Sprungknopf, und ein Sterngenie wird folgen."
83,Erweiterte Vorladung,"Klicken Sie auf die Schaltfläche Jump, und ein Perlengenie wird folgen."
84,Versteckter Gott,"Klicken Sie nach dem Klicken auf die Sprungtaste erneut auf die Schaltfläche Jump, um den unsichtbaren Zustand einzugeben."
85,Temperamentvoll,Goldene Gänge erscheinen um den Körper.
86,Lila Blitz,Purpurrotes Blitz wird um den Körper erscheinen.
87,Windzeit,"Drücken Sie lange Drücken Sie die Jump-Taste, um Energie anzusammeln, um Tornado aufzurufen, um jeden vor Ihnen zu blasen."
88,Spiralflug,"Klicken Sie nach dem Klicken auf die Sprungschaltfläche erneut auf den Sprungknopf in der Luftfahrzeuge, um im Himmel zu schweben."
89,Schallwellen,"Laserlicht-Effekt, der den Körper umgibt."
90,Elektronischer Sound,Bunter Blitz umgab den Körper.
91,Rhythmusschwung,"Drücken Sie die Jump-Taste, um die Gesundheit für sich selbst und mit Teamkollegen in einem bestimmten Bereich zu erhöhen."
92,Superstar kommt an,"Drücken Sie die Jump-Taste, um die Gesundheit von Verbündeten in einem bestimmten Bereich zu erhöhen und die Gesundheit von Monstern im Bereich zu reduzieren."
93,Flatternde Blumen,"Es gibt Blütenblätter, die über den ganzen Körper fliegen."
94,Floating Wolken,"Lange Drücken Sie den Sprungschlüssel, um einen bestimmten Abstand in die Luft zu fliegen."
95,Linglong.,Sie können auf dem Wasser laufen.
96,Leichte Briese,"Es gibt Blütenblätter, die über den ganzen Körper fliegen."
97,Tanzfan.,"Es gibt Blütenblätter, die über den ganzen Körper fliegen."
98,Schwankend,"Lange Drücken Sie die Jump-Taste, um einen bestimmten Abstand in die Luft zu fliegen."
99,Ekstase,"Klicken Sie auf die Schaltfläche Verwendung, um den Phantom-Magic-Kreis zu aktivieren, und die Monster im Zauberkreis fallen in eine Betäubung."
100,Glücksfall,"Klicken Sie hier, um den Schlüssel zu verwenden, um Fleischknochen in die Luft zu fallen."
101,Blaue Flamme,Von hinten schießen blaue Flammen hervor.
102,Drachenflamme,Orangefarbene Flammen umgeben den Körper.
103,Kaiserkanone,"Feuert eine Energiekanone ab. Einmal getroffen, wird der Schaden genommen."
104,Drachenflug,Fliege in den Himmel. Frei schwebend in der Luft.
105,Glücksverheißend,Goldene Flecken und kleine Barren umgeben den Körper.
106,Verheißungsvoller Tiger,Fallende Lichter und Münzen mit Wolken und Nebel umgeben den Körper.
107,Tigersprung,"Springe nach vorne, um mit Schaden zu treffen."
108,Berggebrüll,"Brüllt, um mit Schaden innerhalb einer bestimmten Reichweite zu treffen."
109,Meteor,Pinky blaue Sterne umgeben den Körper
110,Gelbe Blume,Weiße Blüten und gelbe Fluoreszenz umgeben den Körper
111,Rosa Herz,Rosa Herzen und blaue Fluoreszenz umgeben den Körper
112,Fliegende Feder,"Drücken Sie lange auf die Sprungtaste, um eine bestimmte Strecke in der Luft zu fliegen."
113,Segen,"Die Gesundheit wurde erhöht, wenn tödlicher Schaden erlitten wurde"
114,Wind,Bambusblätter und Wolken umgeben den Körper
115,Schatten,Die Schatten von Bergen und Flüssen umgeben den Körper
116,Kostenlos,Erhöht die Bewegungsgeschwindigkeit beim Erleiden von Schaden
117,Panorama,"Klicken Sie auf die Schaltfläche „Benutzen“, um Monstern vor Ihnen Schaden zuzufügen"
118,Sternschatten,Schilling Spot in der Nähe.
119,Göttliches Glühen,Trans fließendes Licht herum.
120,Traum göttlich,"Halten Sie den Sprungschlüssel, um zu verzaubern und holen Sie sich nach dem Zufallsprinzip."
121,Kaiser Dao,Der Stachel wird eine figurative Flamme bilden.
122,Heiliger Weg,Überall am Körper sind Flammen zu sehen.
123,Fliegendes Schwert,"Drücken Sie lange auf die Sprungtaste, um eine gewisse Strecke in der Luft zu fliegen."
124,Imperiales Schwert Doppelfliege,"Du kannst mit deinen Freunden fahren, und das Doppelschwert kann auch die Bewegungsgeschwindigkeit erhöhen."
125,Schaumbad,Es schweben Blasen herum.
126,Musiknote Schaumbad,Es fliegen Blasen und Musiknoten herum.
127,Schlafwandeln,Kann auf dem Wasser schwimmen.
128,schwebende Blase,"Drücken Sie lange auf die Sprungtaste, um die Monster um Sie herum in der Luft in Blasen schweben zu lassen."
129,Süß handeln,"Es gibt eine Menge Liebe, die im Umlauf ist."
130,Schwebender Traum,Der ganze Körper wird mit roten Blumen bestreut.
131,Licht,"Nachdem Sie auf die Sprungtaste geklickt haben, klicken Sie erneut auf die Sprungtaste in der Luft, um in zwei Stufen zu springen."
132,Tausend Illusionen,"Langes Drücken der Sprungtaste kann dazu führen, dass Monster in der Nähe in eine Fantasie verfallen und sich gegenseitig angreifen."
133,Eine Runde drehen,Auf dem ganzen Körper schweben Katzenfußabdrücke.
134,Fliegender Sand,Es schwammen Sandkörner herum.
135,Sand treten,Nach dem Reiten kann es den Schaden von Sandstürmen verringern.
136,Wie Brokat,Weiße Federn flatterten über den ganzen Körper.
137,Fucui,Es schweben grüne Federn herum.
138,Linlang,Wunderschöne Federn flatterten um den Körper.
139,Wandern,"Drücken Sie lange auf die Sprungtaste, um eine Strecke in der Luft zu fliegen."
140,Geist des Vogels,"Nach der Fahrt wird die Helligkeit des Sichtfeldes stark verbessert, und die Umgebung ist nachts deutlich zu sehen."
141,Treibsand,Umgeben vom fließenden goldenen Sand fließende Herzfüllung.
142,Spinat,Goldene Osmanthusblüten flatterten über den ganzen Körper.
143,schwebender Mond,Kann auf dem Wasser schwimmen.
144,Kuchen schlagen,"Drücken Sie lange auf die Sprungtaste, um zufällig ein Lebensmittel zu generieren."
145,Vergessen Sie die Sorgen,Umgeben von rosa Maiglöckchen und ein wenig Licht und Schatten
146,Keine Sorge,"Umgeben von rosa Maiglöckchen, kleinen Lichtern und Schmetterlingen"
147,Windspiele,"Drücken Sie lange auf die Sprungtaste, um eine Strecke in der Luft zu fliegen."
148,Duftend,Hat eine superschnelle Bewegungsgeschwindigkeit.
149,Rutsche,Ahornblätter und Licht werden sich am ganzen Körper mit dem Wind bewegen.
150,Leistungsbeschleunigung,"Drücken Sie lange auf die Sprungtaste, um eine Strecke vorwärts zu sprinten."
151,Pilot,"Doppelklicken Sie auf die Sprungtaste, um in geringer Höhe weiterzufliegen, aber es kann nicht auf Wasser und Lava fliegen. Doppelklicken Sie erneut auf die Sprungtaste, um zu landen."
152,Schweine wehren sich,Bei aufeinanderfolgenden Angriffen wird der Angriffsschaden des Feindes an den Feind zurückgegeben.
153,Kerzenlicht,"Es gibt Lichtflecken, die herumschweben."
154,Sprung,"Drücken Sie lange auf die Sprungtaste, um Energie zu sparen und höher zu springen."
155,Hasenschlag,"Klicken Sie auf die Sprungtaste in der Luft, um schnell zu landen und die Blöcke am Boden zu zerstören."
156,Zärtlichkeit,"Umgeben von Sternen, Schatten und Blütenblättern."
157,Pulver,"Umgeben von Sternen, Blütenblättern und hellrosa Lichtbändern."
158,Reisen Sie durch die Fantasie,"Drücken Sie lange auf die Sprungtaste, um eine Strecke in der Luft zu fliegen."
159,Traumraum,"Klicken Sie auf die Schaltfläche Verwenden an jeder der beiden Positionen, um ein bidirektionales Transport-Array einzurichten."
160,Schnee,Umgeben von blauem Licht und kleinen Schneeflocken.
161,Eisfeld,"Monster, die in die Umgebung eindringen, werden verlangsamt."
162,Absolute Null,"Drücken Sie lange auf die Sprungtaste, um Monster in der Nähe einzufrieren."
163,Super Energie,Umgeben von einer Öffnung
164,Wünsch dir was,Umgeben von kleinen Sternen.
165,Überraschung,"Drücken Sie lange auf die Sprungtaste, um sich eine Strecke vorwärts zu teleportieren."
166,Doppelte Fahrt,Du kannst mit deinen Freunden fahren.
167,Gollum,Umgeben von allerlei kleinen Gollum Beast Lichtflecken.
168,Wunderenergie,"Drücken Sie lange auf die Sprungtaste, um zufällig ein biologisches Ei zu erzeugen."
169,Flattern,"Mit einem Doppelklick auf die Sprungtaste kann man in geringer Höhe weiterfliegen, aber nicht auf der Wasseroberfläche und dem Magma. Ein erneuter Doppelklick auf die Sprungtaste kann landen."
170,Knödel Weihrauch,Um den Körper herum schweben zarte kleine Zongzi.
171,Segel setzen,Kann auf dem Wasser schwimmen.
172,Meeresfischerei,"Drücken Sie lange auf die Sprungtaste auf dem Wasser, um Zongzi zu werfen und ein Meerestier zu bekommen."
173,Rauchwolke,Nebelige Wolken
174,Berglandschaft,"Beschwöre Reittier, um schneller zu graben"
175,Wasser-Mond Blüten,"Sprung gedrückt halten, Kreatur beschwören, Monster angreifen."
176,Süßer Traum,"Bonbons, Teilchen, Herzen um dich"
177,Fantasie,"HP diminuisce, ATK aumenta."
178,Puppenparty,Halte [Springen] für Glücklichen Bären und Temperatur.
179,,
180,,
181,Rhythmus,Umgeben von schlagenden Musiknoten.
182,Stimme des Mondes,"Am ganzen Körper ertönen lila und goldene Musiknoten, begleitet von den Sternen und dem Mond."
183,Musik,Ein Doppelklick auf die Sprungtaste kann die Gesundheit beschleunigen und für eine Weile wiederherstellen.
184,Sternengewölbe Vergnügen,Langes Drücken der Sprungtaste kann Monster in der Nähe betäuben.
185,Biye,Umgeben von grünen Blättern.
186,Grünes Asyl,"Umgeben von grüner Energie, Blumen und grünen Blättern."
187,Segen des Waldes,Mit einem Doppelklick auf die Sprungtaste können Gesundheitspunkte für eine gewisse Zeit wiederhergestellt werden.
188,Natürliche Resonanz,Langes Drücken der Sprungtaste kann Monstern in der Nähe Schaden zufügen.
189,Wunderlicht,Überall glänzend.
190,Seiden-Tänzerin des Meeres,Schimmernd mit dem Licht des Meereslebens.
191,Korallenbarriere,Doppeltippen für einen Schadensschild
192,Gezeitenzorn,"Lange drücken, um zu springen und Wasser zu spritzen"
193,Karpfenlampe,Der Körper strahlt ein helles Licht aus.
194,Spiel der Laternenkarpfen.,"Der Körper ist bedeckt mit kleinen Koi-Karpfen und Lichtpunkten, die im Tanz schwimmen."
195,Jin Fu Bildschirm,"Durch Doppelklicken der Sprungtaste können Sie einen Schutzschild erhalten, der einen Teil des Schadens abwehrt."
196,Fuchun-Xiangwu,"Langes Drücken der Sprungtaste ermöglicht die Freisetzung der Kräfte des Koi-Karpfens, um eine bestimmte Menge an Lebenspunkten wiederherzustellen."
197,Traumhaft,Der Körper ist mit Lichtpunkten übersät.
198,Kindheitsträume tanzen im Kreis.,Um den Körper herum tanzen märchenhafte kleine Pferde.
199,Sternenlicht rennt.,Das zweimalige Drücken der Sprungtaste ermöglicht einen kurzen Beschleunigungseffekt.
200,Zusammen klingt man harmonischer.,"Halten Sie die Sprungtaste gedrückt, um das Märchenmelodie freizugeben, damit die umliegenden Monster für kurze Zeit in Ohnmacht fallen."
201,Ein Reiter verschwindet in der Ferne.,Staub umhüllt den Körper.
202,Süßigkeitenangriff.,Werfe Bonbons in alle Richtungen.
203,Schatten der Illusionen,Der Körper ist von Schattenbildern von flachen Pfannen umgeben.
