ID,名称,描述,说明
1030015,Spieler klickt auf den Block,Wenn der Spieler auf das Quadrat klickt,
1030016,Spieler fahren,Wenn der Spieler ein Reittier / Fahrzeug fährt,
1030017,Spieler storniert Fahrt,Wenn der Spieler die Fahrt absagt,
1030018,Änderung des Bewegungszustands des Spielers,Wenn Spieler startet%1,
1030019,Spieler kollidieren,Wenn der Spieler mit einem Spieler / einer Kreatur kollidiert,
1030020,Spieler hebt Gegenstände auf,Wenn der Spieler den Drop aufhebt,
1030021,Einstiegsbereich für Spieler,Wenn der Spieler%1 betritt,"Das Betreten und Verlassen von Bereichsereignissen kann keine entwicklerbezogenen Aktionen auslösen, wie z. B. das Abspielen von Werbung, das Anzeigen von Produktkauffenstern, das Öffnen von Entwicklergeschäften"
1030022,Spieler verlässt das Gebiet,Wenn der Spieler%1 verlässt,"Das Betreten und Verlassen von Bereichsereignissen kann keine entwicklerbezogenen Aktionen auslösen, wie z. B. das Abspielen von Werbung, das Anzeigen von Produktkauffenstern, das Öffnen von Entwicklergeschäften"
1030023,Änderungen der Spielerausrüstungsleiste,Wenn sich die Ausrüstungsleiste des Spielers ändert,
1030024,Spieler Rucksack Bar Änderungen,Wenn sich die Rucksackstange des Spielers ändert,
1030025,Änderungen der Spieler-Verknüpfungsleiste,Wenn sich die Shortcut-Leiste des Spielers ändert,
1030026,Spieler wählt Shortcut-Leiste,Wenn der Spieler die Verknüpfungsleiste auswählt,
1030027,Spieler wirft Gegenstände ab,Wenn der Spieler den Gegenstand verwirft,
1030028,Spieler legt Ausrüstung an,"Wann, Spieler, zieh deine Ausrüstung an",
1030029,Spieler nimmt Ausrüstung ab,"Wann, Spieler, ziehe deine Ausrüstung aus",
1030030,Spieler zeigt Chat-Informationen an,Wenn das Spieler-Chatfeld%1 anzeigt,
1030031,Spieler gibt Chat-Informationen ein,Wenn der Spieler%1 in das Chatfeld sendet,
1030032,Spieler drückt die Taste,"Wenn, Spieler,%1 drücken",
1030033,Spieler drückt lange Taste,"Wenn Spieler, lange drücken%1",
1030034,Spieler-Freigabetaste,Wenn der Spieler%1 freigibt,
1030035,Spieler erhält Status,Wenn der Spieler den Status,
1030036,Spieler verliert Status,Wenn der Spieler seinen Zustand verliert,
1030037,Spieler verliert bestimmten Zustand,Wenn der Spieler den Status%1 verliert,
1030038,Das Spielerniveau hat sich geändert,Wenn sich das Level des Spielers ändert,
1030039,Der Spieler gibt Chat-Informationen ein (einschließlich String),Wenn ein Spieler eine Nachricht mit%1 in das Chatfeld eingibt,Wenn der Spieler den angegebenen Text in das Chatfeld eingibt und ihn sendet
1030040,Wenn der Spieler den angegebenen Gegenstand auswählt,Wenn der Spieler%1 in der Verknüpfungsleiste auswählt,
1030041,Der Spieler lädt Freunde ein,Wenn der Spieler Freunde einlädt,
1040001,Kreaturen werden geschädigt,Wenn die Kreatur verletzt ist,
1040002,Biologischer Angriff,Wenn Kreaturen angreifen,
1040003,Biologischer Angriff getroffen,Wenn der Angriff der Kreatur zuschlägt,
1040004,Kreaturen verursachen Schaden,Wenn Kreaturen Schaden anrichten,
1040005,Kreaturen werden besiegt,Wenn Kreaturen besiegt werden,
1040006,Kreatur schlägt Ziel,Wenn die Kreatur das Ziel besiegt,
1040007,Biologischer Eintrittsbereich,Wenn die Kreatur%1 betritt,
1040008,Biologisches Abfluggebiet,Wenn die Kreatur%1 verlässt,
1040009,Veränderungen im biologischen Bewegungszustand,Wenn die Kreatur beginnt%1,
1040010,Biologische Kollision,Wenn eine Kreatur mit einem Spieler / einer Kreatur kollidiert,
1040011,Veränderungen der biologischen Eigenschaften,Wenn sich die Eigenschaft%1 der Kreatur ändert,
1040012,Kreaturen werden erschaffen,Wenn eine Kreatur erschaffen wird,
1040013,Zustand des biologischen Erwerbs,Wenn eine Kreatur den Zustand erwirbt,
1040014,Biologischer Verlust des Zustands,Wenn Kreaturen ihren Zustand verlieren,
1040015,Kreaturen verlieren ihren designierten Zustand,Wenn die Kreatur%1 verliert,
1040016,Diese Kreatur ist geschädigt,Wenn solche Kreaturen geschädigt werden,
1040017,Diese Kreatur greift an,Wenn solche Kreaturen anfangen anzugreifen,
1040018,Dieser Kreaturenangriff trifft,Wenn solche Kreaturen das Ziel angreifen,
1040019,Diese Kreatur fügt Schaden zu,Wenn solche Kreaturen dem Ziel Schaden zufügen,
1040020,Diese Kreatur ist besiegt,Wenn solche Kreaturen besiegt werden,
1040021,Diese Kreatur besiegt das Ziel,Wenn solche Kreaturen das Ziel besiegen,
1040022,Der Aktionszustand dieser Kreatur ändert sich,Wenn eine solche Kreatur%1 beginnt,
1040023,Diese Kreatur kollidiert,Wenn eine solche Kreatur mit einem Spieler / einer Kreatur kollidiert,
1040024,Diese biologische Eigenschaft verändert sich,Wenn sich die Eigenschaften einer solchen Kreatur%1 ändern,
1040025,Diese Kreatur wurde erschaffen,Wenn solche Kreaturen erschaffen werden,
1040026,Diese Kreatur erhält Status,Wenn solche Kreaturen Zustand erwerben,
1040027,Diese Kreatur verliert ihren Zustand,Wenn solche Kreaturen ihren Zustand verlieren,
1040028,Diese Kreatur wird vom Spieler angeklickt,Wenn solche Kreaturen vom Spieler angeklickt werden,
1050001,Der Block wurde ausgegraben,Wenn der Würfel gegraben wird,
1050002,Würfel wird zerstört,Wenn der Würfel zerstört wird,
1050003,Zustandsänderung des Blockschalters,Wenn sich der Schaltzustand des Blocks ändert,
1050004,Lagerbehälterartikel haben sich geändert,Wenn sich der Inhalt des Vorratsbehälters ändert,
1050005,Blöcke werden erstellt,Wenn ein Block erstellt wird,
1050006,Vorratsbehälter werden in Requisiten eingesetzt,Wenn der Vorratsbehälter in die Stütze gestellt wird,
1050007,Vorratsbehälter wird entfernt Requisiten,Wenn der Vorratsbehälter aus dem Gegenstand entfernt wird,
1050008,Blöcke werden abgebaut,Wenn Blöcke abgebaut werden,
1050009,Block wird durch Bergbau unterbrochen,"Wenn der Block vermint, aber unterbrochen wird",
1050010,Dieser Block ist vermint,Wenn solche Blöcke abgebaut werden,
1050011,Dieser Block wurde ausgegraben,Wenn in einem solchen Block der Abbau abgeschlossen ist,
1050012,Dieser Block wurde durch Bergbau unterbrochen,Wenn bei solchen Blöcken der Abbau unterbrochen wird,
1050013,Dieser Block ist zerstört,Wenn solche Blöcke zerstört werden,
1050014,Dieser Block wird erstellt,Wenn ein solcher Block erstellt wird,
1050015,Dieser Blockschalter ändert den Zustand,Wenn sich der Schaltzustand eines solchen Blocks ändert,
1050016,Dieser Block wird erworben,Wenn der Spieler / die Kreatur einen solchen Block erhält,
1050017,Dieser Block wird vom Spieler angeklickt,Wenn der Spieler auf einen solchen Block klickt,
1050018,Quadratischer Farbwechsel,Wenn sich die Farbe des Würfels ändert,
1060001,Das Projektil trifft das Ziel,Wenn ein Wurf einen Spieler / eine Kreatur / einen Block trifft,
1060002,Einstiegsbereich für Wegwerffahrzeuge,Geben Sie beim Werfen von Gegenständen%1 ein,
1060003,Werfer verlassen das Gebiet,Wenn der Wurf%1 verlässt,
1060004,Drop-Entry-Bereich,Wenn das Ablageobjekt%1 betritt,
1060005,Abgabebereich,Wenn das fallen gelassene Objekt%1 verlässt,
1060006,Fallout aufgegriffen,Wenn heruntergefallene Gegenstände aufgenommen werden,
1060007,Fallout verschwindet,"Wenn, fallend, verschwindend",
1060008,Werfer werden erstellt,Wenn ein Wurf erstellt wird,
1060009,,,
1060010,Dieser Artikel wird weggeworfen,Wenn solche Requisiten weggeworfen werden,
1060011,Dieser Artikel verschwindet,"Wenn solche Requisiten, der Tropfen verschwindet",
1060012,Dieser Artikel ist beschädigt,Wenn solche Stützen beschädigt sind,
1060013,Dieses Projektil trifft das Ziel,Wenn ein solches Projektil ein Ziel trifft,
1060014,Dieser Wurf wurde erstellt oder verbraucht,Wenn solche Geschosse erzeugt oder verbraucht werden,
1060015,Dieser Artikel wird verbraucht,Wenn solche Gegenstände verbraucht werden,
1060016,Dieses Paket wird geöffnet,Wenn solche Paketrequisiten geöffnet werden,
1060017,Dieses Gerät wird aufgesetzt,Wenn solche Geräte und Requisiten angebracht werden,
1060018,Dieses Gerät wird entfernt,Wenn solche Geräte und Requisiten abgenommen werden,
1060019,Diese Ausrüstung wird zerstört,Wenn solche Ausrüstungsgegenstände vom Spieler / der Kreatur zerstört werden,
1060020,Dieser Artikel wird verwendet,Wenn solche Gegenstände vom Spieler verwendet werden,
1060021,Wenn der Tropfen auf die angegebene Weise erstellt wird,Als drop als%1 erstellt wurde,
1060022,Wenn ein Tropfen in irgendeiner Weise erzeugt wird,Wenn ein Tropfen in irgendeiner Weise erzeugt wird,
1070001,Standorteffekte werden erzeugt,Wenn Spezialeffekte vor Ort erzeugt werden,
1070002,Spezialeffekte werden auf dem Player erzeugt,Wenn Spezialeffekte auf dem Player erzeugt werden,
1070003,Spezialeffekte auf die Kreatur werden erzeugt,Wenn Spezialeffekte in Kreaturen erzeugt werden,
1070004,Werfen von Objekteffekten wird erstellt,Wenn Spezialeffekte bei Würfen erzeugt werden,
1070005,Wenn Spezialeffekte für fallengelassene Objekte erzeugt werden,Wenn Spezialeffekte für fallengelassene Objekte erzeugt werden,
1080001,Dieser Zustand wird von Kreaturen erworben,Wenn ein Organismus einen solchen Zustand erwirbt,
1080002,Dieser Zustand wird der Kreatur entzogen,Wenn Lebewesen diesen Zustand verlieren,
1080003,Dieser Status wird vom Spieler erhalten,Wenn der Spieler einen solchen Zustand erlangt,
1080004,Dieser Status wird aus dem Player entfernt,Wenn der Spieler einen solchen Zustand verliert,
1090001,Dieses Rezept ist vollständig,Wenn solche Formulierungen synthetisiert werden,
1090002,Formulierung Synthese abgeschlossen,Wenn die Formel synthetisiert wird,
1100001,Schmelzen beginnt,Wenn die Verhüttung beginnt,
1100002,Schmelzen abgeschlossen,"Wann, Schmelzen, fertig",
1100003,Diese Verhüttung beginnt,Wenn eine solche Verhüttung beginnt,
1100004,Diese Verhüttung ist abgeschlossen,Wenn diese Verhüttung abgeschlossen ist,
110001,Fahrzeug des Spielers,Fahrzeug für%1,
1110001,Handlung beginnt,Wenn die Handlung beginnt,
1110002,Ende der Geschichte,Wenn die Handlung endet,
1110003,Diese Handlung beginnt,Wenn diese Handlung beginnt,
1110004,Ende dieser Folge,Wenn diese Folge endet,
1120001,Taste wird freigegeben,Jede Schaltfläche auf der aktuellen Schnittstelle wird freigegeben,
1120002,Schnittstelle wird geöffnet,Die aktuelle Schnittstelle wird geöffnet,
1120003,Schnittstelle geschlossen,Die aktuelle Schnittstelle ist geschlossen,
1120004,Taste gedrückt wird,eine beliebige Taste auf der aktuellen Schnittstelle gedrückt wird,
1120005,Der Spieler gibt eine Zeichenfolge in die Benutzeroberfläche ein,Wenn der Spieler eine beliebige Zeichenfolge in die Benutzeroberfläche eingibt,
1120006,Die Taste der aktuellen Schnittstelle wird freigegeben,%1 der aktuellen Schnittstelle wird freigegeben,
1120007,Die Taste der aktuellen Schnittstelle wird gedrückt,%1 der aktuellen Schnittstelle wird gedrückt,
1120008,Wenn der Spieler Inhalte in das Textfeld der aktuellen Schnittstelle eingibt,Wenn der Spieler Inhalte in%1 der aktuellen Schnittstelle eingibt,
1130001,Musikwiedergabe,Wenn die Wiedergabe der Schnittstellenmusik beginnt,
1140001,Kauf von Hauptmitgliedern (1 Monat),Wenn der Spieler eine 1-Monats-Mitgliedschaft kauft,
1140002,Purchase Membership (3 Months),When player subscribed 3 months of Membership,
1140003,Jeder Spieler kauft oder extrahiert Gegenstände aus dem Entwicklerspeicher,Wenn der Spieler Gegenstände aus dem Entwicklerspeicher kauft oder extrahiert,
120001,Zufälliger Effekttyp,Zufälliger Effekttyp,
120002,Effekt-Typ,Effekttyp%1,
120003,Effekttyp Gruppe,Effekttyp Gruppe%1,
130001,Abrufen des Namens des aktuell abgespielten Anzeigenschlitzes,Abrufen des Namens des aktuell abgespielten Anzeigenschlitzes,
140001,Blocktyp,Blocktyp%1,
140002,Blocktyp Gruppe,Blocktyp Gruppe%1,
140003,Name des Blocktyps,Typname für%1,
140004,Blocktyp Beschreibung,Plugin-Beschreibung für%1,
140005,Erscheinungsbild der Blocktypen,Erscheinungsbild von%1,
150001,Worttafel,"Texttafel mit Inhalt%1, Schriftgröße%2, Deckkraft%3%, Zahl%4, Automatischer Zeilenumbruch %5",
150002,Schwebender Text,"Fließender Text mit Inhalt%1, Schriftgröße%2, Zahl%3",
150003,Fortschrittsbalken,"Aktueller Wert%1, Fortschrittsbalken für Maximalwert%2, Farbe%3, Zahl%4",
150004,Pfeil zeigt auf Objekt,"Pfeil zeigt auf%1, Größe%2, Farbe%3, Zahl%4",
150005,"Pfeil, der auf den Standort zeigt","Pfeil zeigt auf%1, Größe%2, Farbe%3, Zahl%4",
150006,Führungsfläche zum Objekt,"Führungsfläche zeigt auf%1, Größe%2, Farbe%3, Zahl%4",
150007,Positionierungsweisende Führungsfläche,"Führungsfläche zeigt auf%1, Größe%2, Farbe%3, Zahl%4",
150008,Führungslinie zum Objekt,"Anleitung zu%1, Größe%2, Farbe%3, Nummer%4",
150009,"Führungslinie, die auf den Standort zeigt","Anleitung zu%1, Größe%2, Farbe%3, Nummer%4",
150010,Bild,"Bild ist%1, Größe ist%2x, Deckkraft ist%3%, Zahl ist%4",
160001,Zufällige Farbe,Zufällige Farbe,
170001,Der Standort der angegebenen Nummer in der Ortsgruppe,Standort nummeriert%2 in%1,
170002,Zufälliger Standort in der Ortsgruppe,Zufällige Position in%1,
180001,Der angegebene nummerierte Bereich in der Bereichsgruppe,Bereich nummeriert%2 in%1,
180002,Zufallsgebiete in Gebietsgruppen,Zufallsbereich in%1,
190001,Der numerische Wert der angegebenen Zahl in der numerischen Gruppe,Wert nummeriert%2 in%1,
190002,Zufallswerte in numerischen Gruppen,Zufallswert in%1,
190003,Ermittelt den Maximalwert in einer numerischen Gruppe,Ermittelt den Höchstwert in%1,
190004,Ermittelt den kleinsten Wert in einer numerischen Gruppe,Mindestwert in%1 abrufen,
200001,String Die Zeichenfolge mit der angegebenen Zahl in der Gruppe,%2 Zeichenfolge in%1,
200002,String Zufällige Zeichenfolge in Gruppe,Zufällige Zeichenfolge in%1,
20001,Numerische Operation,%1%2%3,
20002,Überschuss,%1Mod%2,
20003,Zufallszahl,Generieren Sie zufällige ganze Zahlen:%1 bis%2,
20004,Maximaler Wert,%1 und%3 von%2,
20005,Teilbar,%1 teilt%2,
20006,Koordinatenwert des Standorts,%2 Koordinatenwert von%1,
20007,Horizontaler Winkel zwischen den Positionen,Horizontaler Winkel zwischen%1 und%2,
20008,Vertikaler Winkel zwischen den Positionen,Vertikaler Winkel zwischen%1 und%2,
20009,Exponentierung,%1 hoch%2,
20010,Quadratisch,%1 hoch%2,
20011,Absoluter Wert,Absoluter Wert von%1,
20012,trigonometrische Funktion,%1%2%3,
20013,Feste untere logarithmische Funktion,%1%2,
20014,Beliebige untere logarithmische Funktion,Protokoll%1%2,
20015,Rundung,%2%1,
20016,Winkel- und Radianumrechnung,%1 in%2 konvertieren,
20019,Logisches XOR,%1 XOR%2,
20020,Fortgeschrittene Vier-Arithmetik,%1%2%3,
2010001,numerischer Vergleich,%1%2%3,
2010002,Zufallszahl,%1%2%3,
2010003,Höchst- oder Mindestwert,%1%2%3,
2010004,Teilbar,%1%2%3,
2010005,Koordinatenwert des Standorts,%1%2%3,
2010006,Horizontaler Positionswinkel und Position,%1%2%3,
2010007,Vertikaler Winkel von Position zu Position,%1%2%3,
2010008,Exponentierung,%1%2%3,
2010009,Quadratisch,%1%2%3,
2010010,Absoluter Wert,%1%2%3,
2010011,trigonometrische Funktion,%1%2%3,
2010012,Rundung,%1%2%3,
2010013,Winkel- und Radianumrechnung,%1%2%3,
2010018,Vergleich beliebiger Werte,%1%2%3,
2010019,logisch und,%1 und%2,
2010020,logisch oder,%1 oder%2,
2010021,logisch nicht,nicht%1,
2020001,Spielzeit,%1%2%3,
2020002,Anzahl der Spieler,%1%2%3,
2020003,Wetterurteil,%1%2%3,
2020004,Schwerkraft-Urteil,%1%2%3,
2020005,Beurteilung des Auslösestatus,%1 ist aktiviert,
2020006,Beurteilung des Status der Auslösegruppe,%1 ist aktiviert,
2030001,Beurteilung der Teamattribute,%1%2%3,
2040001,Beurteilung der Spielerattribute,%1%2%3,
2040002,Anzahl der besessenen Artikel,%1%2%3,
2040003,Beurteilung der Spielerzahl in der Spielergruppe,%1%2%3,
2040004,Urteil der Spielermannschaft,%1%2%3,
2040005,Individuelles Urteil des Spielers,%1%2%3,
2040006,Orientierung der Spieler,%1%2%3,
2040007,Urteil in der Spielergruppe,%1%2 in%3,
2040008,Player is in area to determine,%1%2 is in %3,
2040009,Beurteilung des Spielerstatus,%1%2 in%3,
2040010,Animation Ausdruck Urteil,%1%2 ist%3,
2040011,Urteil des Spielers,%2 von%1 ist%3,
2040012,Tastenkombination auswählen,%1%2%3,
2040013,Handheld-Artikeltyp-Beurteilung,%1%2%3,
2040014,Beurteilung der Gerätesäule,%1%2%3,
2040015,"Urteil des Spielers, der die Ausrüstung trägt",%1%2 trägt%3,
2040016,Beurteilung des Aussehens des Spielers,%1%2%3,
2040017,Spieler Rucksack Raum Urteil,%1 Shortcut-Leiste und Rucksack können%2%3 für%4 sparen,
2040018,Spieler Rucksack hält Requisiten zu beurteilen,%2 von%1 hält%3 für%4,
2040019,Beurteilung des Zielobjekttyps,Der Zielobjekttyp im Ereignis ist%1 für%2,
2040020,Spielerfreundschaft bestimmen,%1%2 ist eine Freundschaftsbeziehung von%3,
2040021,Whether player follows the author,%1 has %2,
2050001,Anzahl der Spieler in einer Spielergruppe,%1%2%3,
2050002,Anzahl der Spieler in der Spielergruppe,%1%2%3,
2050003,Spieler mit der angegebenen Nummer in der Spielergruppe,%1%2%3,
2060001,biologische Eigenschaften,%1%2%3,
2060003,Urteilsvermögen in der biologischen Gruppe,%1%2 in%3,
2060004,Beurteilung des biologischen Typs,%1%2%3,
2060005,Biologisches individuelles Urteil,%1%2%3,
2060006,Biologische Orientierung,%1%2%3,
2060007,Creature is in area to determine,%1%2 is in %3,
2060008,Beurteilung der Wirkung des biologischen Zustands,%1%2 in%3,
2060009,Urteil des biologischen Teams,%1%2%3,
2060010,Beurteilung der biologischen Zahl in einer biologischen Gruppe,%1%2%3,
2060011,Urteil über die biologische Umgebung,%2 von%1 ist%3,
2060012,Beurteilung des biologischen Aussehens,%1%2%3,
2070001,Die Anzahl der Organismen im Biom,%1%2%3,
2070002,Angegebene Anzahl von Organismen in der biologischen Gruppe,%1%2%3,
2080001,Beurteilung der Anzahl der fallen gelassenen Gegenstände,%1%2%3,
2080002,Tropfen ist in der Gegend,%1%2 in%3,
2080003,Artikeltyp-Urteil,%1%2%3,
2080004,Das Projektil befindet sich in dem Gebiet,%1%2 in%3,
2090001,Entfernung zwischen Standort und Standort,%1%2%3,
2090002,Urteil über Blocktyp,%1%2%3,
2090003,Beurteilung des Status des Blockschalters,Blockumschaltstatus für%1 ist%2,
