ID,内容
1000065,"So ist es richtig, endlich nach rechts. Schieben Sie die Wippe nach rechts."
1000071,"Es ist jetzt viel besser, lassen Sie uns unsere körperliche Verfassung überprüfen."
1000072,"Folgen Sie mir und gehen Sie vorwärts. Drücken Sie die ""W"" -Taste auf der Tastatur, um vorwärts zu gehen."
1000073,"Kein Problem vorwärts, jetzt gehen wir ein bisschen zurück. Drücken Sie die ""S"" -Taste auf der Tastatur, um zurückzugehen."
1000074,"OK, jetzt gehen wir nach links. Versuchen Sie, die ""A"" -Taste auf der Tastatur zu drücken."
1000075,"So ist es richtig, endlich nach rechts. Klicken Sie auf die ""D"" -Taste der Tastatur."
1000081,"Es scheint, dass es kein großes Problem mit dem Körper gibt, versuchen wir als nächstes zu springen."
1000082,"Drücken Sie diese ""Sprung"" -Taste, um zu springen."
1000083,"Springen scheint auch normal zu sein. Als nächstes denke ich... Versuchen Sie Stealth. Drücken Sie die ""Stealth"" -Taste und Sie können in einen Stealth-Zustand wechseln."
1000091,"Es scheint, dass es kein großes Problem mit dem Körper gibt, versuchen wir als nächstes zu springen."
1000092,"Drücken Sie die Taste ""Leerzeichen"", um zu springen."
1000093,"Springen scheint auch normal zu sein. Als nächstes denke ich... Versuchen Sie es mit Stealth. Halten Sie die ""Shift"" -Taste gedrückt, um in den Stealth-Status zu gelangen."
1000101,"Toll, Springen und Stealth sind ganz normal. Wenn wir Stealth bleiben, werden wir nicht vom Rand des Blocks fallen, denken Sie daran."
1000102,"Es gibt noch einen letzten Punkt zu überprüfen, versuchen Sie, Ihren Kopf zu drehen, um auf meine Position zu schauen."
1000103,"Achten Sie auf meine Anweisungen, wischen Sie auf dem Bildschirm in meine Richtung, um sich zu drehen, und wenn Sie bereit sind, fangen wir an."
1000104,"Das erste ist das linke, ich bin hier, wischen Sie den Bildschirm nach links."
1000105,Dann nach rechts. Wischen Sie den Bildschirm nach rechts.
1000106,"Schauen wir uns nun den oberen Teil an. Wischen Sie über den Bildschirm, um herauszufinden, wo ich bin, hehe."
1000107,Dann gibt es folgendes. Können Sie mich finden?
1000108,Schließlich ist da noch der Rücken. Diesmal ist das Unterschwimmen etwas länger.
1000111,"Toll, Springen und Stealth sind ganz normal. Wenn wir Stealth bleiben, werden wir nicht vom Rand des Blocks fallen, denken Sie daran."
1000112,"Es gibt noch einen letzten Punkt zu überprüfen, versuchen Sie, Ihren Kopf zu drehen, um auf meine Position zu schauen."
1000113,"Achten Sie auf meine Anweisungen, bewegen Sie die Maus in meine Richtung, um zu lenken, und wir fangen an, wenn wir bereit sind."
1000114,"Die erste ist die linke, ich bin hier, bewegen Sie die Maus nach links."
1000115,Dann nach rechts. Bewegen Sie die Maus nach rechts.
1000116,"Schauen wir uns nun die Spitze an. Bewege die Maus, um herauszufinden, wo ich bin, hehe."
1000117,Dann gibt es folgendes. Können Sie mich finden?
1000118,Schließlich ist da noch die Rückseite. Bewegen Sie nun die Maus etwas länger.
1000121,"Die Ganzkörperuntersuchung ist abgeschlossen! Toll, alles ist normal. Hey, was ist das?"
1000122,"Es scheint ein baufälliges Haus zu sein, wenn es repariert wird, sollte es unsere vorübergehende Festung sein können!"
1000131,"Bu Bu, es ist zu weit weg, Bu. Lassen Sie uns diese Mission schnell überprüfen, Bu!"
1000132,Jetzt ist das Phantom der Leere immer noch im Vulkan von Myra an der Oberfläche versiegelt.
1000133,"Aber seine Apostel haben ihm insgeheim viel schöpferische Kraft geschickt, und dieses Siegel ist jetzt eine Kerze im Wind."
1000134,"Doch gerade weil das Phantom der Leere darauf erpicht ist, die dreieckige Tür zu öffnen, verbraucht es viel Kraft der Leere. Jetzt ist der perfekte Zeitpunkt, um sie zu zerstören!"
1000135,"Aber jetzt müssen wir die drei Schlüssel des Vulkansiegels einsammeln und ihn gewaltsam aus dem Siegel ziehen, bevor wir es zerstören können."
1000136,"Und diese drei Schlüssel sind jeweils auf Myra, Flame Star und Cute Eye Star gespeichert."
1000137,"Durch den Unfall während des Teleportationsprozesses ist bereits die gesamte Ausrüstung, die wir mitgebracht haben, verloren gegangen. Es ist im Grunde unmöglich, dies mit unserer derzeitigen Ausrüstung zu erledigen."
1000138,"Aber lassen Sie sich nicht entmutigen! Ich habe Ihnen eine Reihe von Zielen gesetzt, und es ist definitiv kein Problem, sie zu verfolgen!"
1000141,"Sehen Sie hier. Dies ist das ""Aufgabenverfolgungsfeld"", und die Aufgabe mit aktivierter Verfolgung wird hier angezeigt."
1000142,"Sobald es abgeschlossen ist, wird es automatisch zur nächsten Aufgabe weitergeleitet."
1000143,"Wenn Sie detailliertere Aufgabeninhalte sehen möchten, klicken Sie einfach darauf, um das Bedienfeld zu öffnen."
1000144,"Dies ist die erste Aufgabe, die ich für Sie angepasst habe, lassen Sie uns zuerst einige @item_11627# sammeln."
2000001,"Sie sagen, wir sollen zur vollen Stunde zum Pier gehen @item_12541# puff."
2000002,"Hey, ich sehe, du scheinst ein wenig müde zu sein, willst du einen Platz zum Ausruhen finden?"
2000003,"Die Landschaft von Myra ist wirklich wunderbar, und ich hoffe, dass ich hier ein Zuhause finden kann, wenn die Krise vorbei ist."
2000004,"Vergessen Sie nicht zu essen, wenn Sie im Ausland unterwegs sind, denn eine geringe Körperkraft ist lebensbedrohlich!"
2000005,"Sie sind wieder wie betäubt, wenn Sie etwas auf dem Herzen haben oder auf Schwierigkeiten stoßen, können Sie mir davon erzählen!"
2000006,Der aktuelle Myra-Star kann die Spuren des Krieges überhaupt nicht erkennen.
2000007,"Void-Apostel verstecken sich immer hinter Kreaturen, um Energie zu stehlen, das ist wirklich abscheulich!"
2000008,Auf Myra Starry Sky Island gibt es ein fettes Tier namens fliegendes Huhn. Füttere es mit ein paar Pfirsichen und du kannst es zum Fliegen reiten!
2000009,"Wenn Sie auf die leere Insel gehen, können Sie die freiliegende Titanlegierung an der Oberfläche ausgraben. Dieses Metall ist sehr hart. Denken Sie daran, mehr zu sammeln, wenn Sie ihm begegnen!"
2000010,"Einige Blöcke ändern ihre Form, wenn sie zu einer bestimmten Form kombiniert werden, wie z. B. eine in der Tiefsee versteckte heiße Quelle, die aus schwarzen Zellstoffblöcken besteht."
2000011,"Den aufgedeckten Nachrichten zufolge sind die geheimen Silberminen relativ konzentriert an der Stelle, an der die Höhe etwa 10-30 Schichten unter dem Boden liegt!"
2000012,"Wenn wir zu anderen Planeten gehen wollen, müssen wir zuerst die Sternstation reaktivieren."
2000013,"Diese armen Wilden sind von der Macht der Leere ausgehöhlt worden, und wir müssen sie so schnell wie möglich retten!"
2000014,"In der Wüste sieht man oft einen schwarzen Schatten auf dem gelben Sand. Tatsächlich ist es ein giftiger Schwanzskorpion, der sich im Sand versteckt. Seien Sie vorsichtig!"
2000015,"Versuchen Sie, keine rohen Lebensmittel zu essen, achten Sie darauf, dass Sie Durchfall bekommen."
2000016,"Einige Blätter der hohen Bäume im Regenwald leuchten nachts, denken Sie daran, auf den Schweinswal zu achten."
2000017,"Auf dem Stern von Mira gibt es ein Musikinstrument namens Suona. Ich habe gehört, dass der Klang sehr unverwechselbar ist. Versuchen wir es."
2000018,"Obwohl die Kraft der Sternenenergie und der Runen ebenfalls aus der Kraft der Schöpfung stammt, ist die endgültige Anwendungsrichtung völlig anders."
2000019,"Lassen Sie uns den Zweck dieser Reise überprüfen. Jetzt ist der perfekte Zeitpunkt, um das Phantom der Leere zu beseitigen, aber Sie müssen die heilige Frucht, das flammende zerbrochene Schwert und das Auge des Steinmannes erhalten, um das Phantom der Leere gewaltsam aus dem vulkanischen Altar zu ziehen."
2000020,"Stehe niemals auf einer Wolke, so viel Gewicht kann er nicht tragen!"
2000021,"Wenn wir zum flammenden Stern gehen, können wir das Sternenerz ausgraben!"
2000022,"Es wird gesagt, dass wir in der Wüste manchmal eine Gruppe von Geschäftsleuten treffen können, deren Ziel es ist, in die Oase zu gehen, um Geschäfte zu machen, wir können ihnen folgen, um die Oase zu finden."
2000023,"Wenn der wilde Partner unglücklicherweise verstirbt, denken Sie daran, das Paket zu finden, das sie zurückgelassen haben, die Souvenirs darin halten ihre Lebensgeschichten fest."
2000024,"Denken Sie beim Pflanzen von Pflanzen daran, die Art der Pflanzen zu unterscheiden. Pflanzen dürfen nur auf Ackerland gepflanzt werden, während Blumen und Bäume in Erdgruben gepflanzt werden müssen."
2000025,"Die Nacht im Freien auf Mira ist sehr gefährlich. Es wird nicht empfohlen, nachts zu handeln. Wir können schlafen und im Morgengrauen aufwachen."
2000026,"Ist dir aufgefallen, dass die Ohren der Woworth-Bestie ein großes und ein kleines sind? Es ist so süß ~"
2000027,"Denken Sie daran, bei Unterwasseraktivitäten einen Neoprenanzug zu tragen. Je tiefer das Wasser, desto höher der Wasserdruck, und der Körper wird es nicht aushalten können."
2000028,"Die Tiefsee enthält ein anderes Mineral, das Glas härter machen kann."
2000029,"Die Zeit ist schon lange vergangen, und es scheint, dass die Erinnerung ein wenig abgenutzt ist. Die heilige Frucht befindet sich im Körper des Federschlangengottes, das flammende zerbrochene Schwert muss die Prüfung des schwarzen Drachen bestehen, und das Auge des Steinmannes ist das Kontrollzentrum des alten Riesen."
2000030,"Wenn dies ein Albtraum ist, hoffe ich, bald aufzuwachen."
2000031,"Die ökologische Struktur hier hat sich stark verändert, ich muss die Informationen aktualisieren."
2000032,"Die Geburt von Leben ist wirklich ein Zufall, sogar ein Planet mit dünnem Sauerstoff wie Cute Eye Star kann Leben gebären, was wirklich erstaunlich ist!"
2000033,"Der flammende Stern ist dem Stern so nahe, dass es unmöglich wäre, ohne einen feuerfesten Rucksack zu laufen."
2000034,"Denken Sie daran, die Einheimischen zu begrüßen, die Mira begegnen."
2000035,"Im ersten Leerkrieg vor langer, langer Zeit waren die alten Riesen die ultimative Kampfwaffe der ersteren und kämpften mehrere Jahre lang gegen die Leerkräfte!"
2000036,"Elementare Lebensformen wie Sandgeist und Hailing on Myra werden hauptsächlich von Runenkraft angetrieben, was sich grundlegend von Lebensformen wie Rami und I unterscheidet, die von Sternenenergie angetrieben werden!"
2000037,"Du siehst so still aus, was denkst du denn da?"
2000038,"Wenn ich dich so ansehe, scheint es ein wenig mühsam zu sein. Warum gehen wir nicht spazieren? Vielleicht entdecken wir ja etwas Neues!"
2000039,"Obwohl ich dir nicht helfen kann, den Feind zu besiegen, werde ich immer an deiner Seite sein und dich im Geiste voll unterstützen!"
2000040,"Die menschliche Vorstellungskraft ist endlos, und nur durch ständiges Erforschen können wir mehr Möglichkeiten entdecken."
2000041,Manchmal müssen wir allein sein und unser Herz beruhigen.
2000042,"Scheitern ist nicht schlimm, was schlimm ist, dass man wegen eines Scheiterns aufgibt. Kommen Sie, finden Sie den richtigen Weg, ich glaube, Sie werden es schaffen!"
2000043,"Jede Entscheidung wird zu unterschiedlichen Ergebnissen führen, daher müssen wir sorgfältig nachdenken und kluge Entscheidungen treffen."
2000044,"Seien Sie jederzeit darauf vorbereitet, mit unerwarteten Situationen umzugehen, und nehmen Sie es nicht auf die leichte Schulter."
2000045,"Wenn Sie ausgehen, vergessen Sie nicht, Ausrüstung und Vorräte mitzubringen, denn im Falle einer Gefahr können Sie ruhiger damit umgehen."
2000046,"Denken Sie daran, die Geräte rechtzeitig zu reparieren, um ihre Lebensdauer zu gewährleisten. Es macht nichts, wenn Sie vergessen, es zu reparieren, Sie können ein anderes herstellen."
2000047,"Das Klima und die Umwelt können sich an manchen Orten auf uns auswirken, daher sollten wir auf eine rechtzeitige Anpassung achten."
2000048,"Hallo, was machst du gerade? Wollen wir zusammen spielen?"
2000049,"Haben Sie sich verlaufen? Schauen Sie sich die kleine Karte in der oberen rechten Ecke an, sie kann Ihnen die Richtung sagen."
2000050,"Denken Sie daran, die Früchte am Baum nach Belieben zu pflücken, dies ist das beste Essen."
2000051,"Achten Sie auf die Sicherheit im Straßenverkehr, sparen Sie mehr Sterne und haben Sie Angst vor Gefahren."
2000052,"Haben Sie keine Angst, wenn Sie auf Schwierigkeiten stoßen, stellen Sie sich ihnen mutig!"
2000053,"Oh oh, der Himmel auf diesem Planeten ist so schön!"
2000054,"Wenn Sie sich müde oder verwirrt fühlen, machen Sie sich keine Sorgen, ich werde immer an Ihrer Seite sein!"
2000055,"Du bist nicht allein, ich bin hier bei dir! Es gibt auch verlorene Partner, die auch auf der zukünftigen Reise auf dich warten!"
2000056,"Wussten Sie, dass verfluchte Wilde tagsüber einschlafen?"
2000057,Gelegentlich müssen Sie trotzdem die Geräte an Ihrem Körper überprüfen.
2000058,"Manchmal ist Scheitern nichts Schlechtes, es lässt dich besser wachsen."
2000059,"Myras Schmetterlinge verwandeln Gras in Blumen, aber sie werden überlaufen, wenn sie nicht aufpassen."
3001001,"""@item_588#"" Die Einstellungsprüfung ist abgeschlossen! Der Status ist normal! Zum Glück hat uns das Phantom der Leere noch nicht gefunden, seien Sie vorsichtig."
3001002,"""@item_589#"" Einstellungen geprüft! Status ist normal!"
3001003,"""@item_587#"" Einstellungen geprüft! Status ist normal!"
3001004,Endlich kann ich dem Phantom der Leere gegenüberstehen! Bereite dich auf den Kampf vor!!
3001005,"Großartig! Nachdem das Phantom der Leere besiegt wurde, ist das Mini-Universum nun endlich sicher!"
3001006,"Das Phantom der Leere scheint etwas in der Nähe fallen gelassen zu haben, also suchen Sie es sorgfältig."
3001007,"Dies ist @item_11333# poof, aber es scheint den Starlink infiltriert zu haben."
3001008,"Möglicherweise können wir es jedoch verwenden, um eine Verbindung zur reparierten Sternstation herzustellen und es auszuprobieren."
3002001,"Sehr gut, @item_11627# hat einen Teil davon gesammelt!"
3002002,"Sie können noch ein paar Stücke ausgraben, um sie vorzubereiten, oder Sie können das Bedienfeld öffnen, um die Belohnungen der Aufgabe von eben zu erhalten."
3002003,"Ich habe die neue Aufgabe für Sie aktualisiert, @item_11627# genug, um einige @item_11006# zu schneiden."
3002004,"Es scheint, dass @item_11323# es auch gesammelt hat, versuchen Sie, das Bedienfeld zu öffnen, um ein @item_11002# zu verarbeiten!"
3002005,"Dieses @item_11002# sieht wirklich gut aus, jetzt sollte das Hacken von Holz viel schneller gehen als zuvor."
3002006,"Finde einen Baum und probiere ihn aus, diesmal brauchen wir keine Äste, lass uns den Stamm fällen und ein paar @item_11323# sammeln."
3002007,"Ha! Mit diesen @item_11323# können wir @item_206# verarbeiten! Myra in der Nacht ist sehr gefährlich, wir müssen schnell eine temporäre Festung bauen."
3002008,"Erinnern Sie sich an das baufällige Gebäude in der Nähe der Star Station, als wir ankamen?"
3002009,"Wenn wir dieses Gebäude mit @item_206# reparieren, kann es vielleicht als unsere vorübergehende Festung genutzt werden!"
3002010,"Es fühlt sich ein bisschen toll an, mit dir in der Chatbox zu reden, hehe. Du kannst mir dabei zusehen, wie ich Dinge ""sage"". Geh und schreibe @item_206#."
3002011,"Festungen gebaut können nur zur Verteidigung verwendet werden, Sie brauchen auch eine praktische Waffe für Notfälle. Verarbeiten Sie ein @item_12012#, Sie werden es brauchen."
3002012,"Wie sieht es aus? Mit @item_12012# wurde die Kampfkraft stark verbessert. Steinwaffen können jedoch nur unsere derzeitige Kampfphase unterstützen, und wir müssen uns weiter stärken!"
3002013,"Übrigens, um die Nacht sicher zu überstehen, brauchen wir auch etwas Beleuchtung."
3002014,"Lasst uns einige @item_11226# und @item_11323# sammeln, damit wir @item_298# verarbeiten können."
3002015,"Jetzt gibt es eine Lichtquelle. Aber diese Art von kleinen Taschenlampe brennt nicht für eine lange Zeit, wenn es @item_1200#, wird es sicherer sein."
3002016,"Ich erinnere mich, dass es in dem baufälligen Gebäude ein @item_1200# gibt, das Sie mit @item_298# anzünden und ausprobieren können."
3002017,(Beifall) @item_1200# So warm ~ Dieses beruhigende Licht kommt unbewusst heraus ~
3002018,Die Beleuchtungsausrüstung ist fertig! Der nächste Schritt ist der wichtigste @item_828#! Mit @item_828# können Sie die Morgendämmerung spüren!
3002019,"Fast hätte ich vergessen, dass @item_800# @item_828# nicht machen kann, wir müssen noch @item_800# zuerst machen."
3002020,"Obwohl dieses @item_800# noch nicht so vollständig ist, kann es schon mehr!"
3002021,"Probieren Sie die Seite ""frisch gebacken"" @item_800# aus, klicken Sie einfach darauf, um die Bearbeitungsseite zu öffnen."
3002022,"Die Rohstoffe für die Herstellung von @item_828# müssen unverzichtbar sein, reichen @item_11226# und @item_11006# aus?"
3002023,"Diesmal ist endlich alles fertig, klicken Sie einfach auf @item_828#, um sich hinzulegen."
3002024,"Aber Sie müssen auf die Uhrzeit in der oberen rechten Ecke achten, vergessen Sie nicht, dass Sie @item_828# nur nach 18: 00 Uhr verwenden können, um die Nacht zu überspringen!"
3002025,"Wenn es Zeit ist, denken Sie daran zu schlafen. Ich werde zuerst eine Pause machen. Wenn Sie etwas bearbeiten möchten, klicken Sie einfach auf die Schaltfläche unten, die mir sehr ähnlich sieht, und nennen Sie mich Bu ~"
3003001,"Das Fleisch ist gekocht!! Nimm das Fleisch und iss es, verbrenne es nicht."
3003002,"Es ist so duftend ~ Der hasserfüllte Designer hat kein Essmodul für mich installiert. Jetzt kann ich nur noch den Geschmack riechen und nicht mehr essen. Ich hoffe wirklich, dass ich mich eines Tages auch daran laben kann."
3003003,"Nach dem Essen sollten Sie mehr Energie haben! Es ist an der Zeit, unsere Werkzeuge und Geräte zu verbessern."
3003004,"Zunächst müssen wir Rohstoffe für die Veredelung sammeln, @item_11201# und @item_11329# sind unverzichtbar."
3003005,"Aber wenn Sie sie bekommen wollen, müssen Sie zuerst spezielle Bergbauwerkzeuge vorbereiten, @item_11012#! Machen Sie zuerst @item_11012#, und ich werde später fortfahren."
3003006,"Die Herstellung von Dingen wird immer kompetenter, hehe ~ Mit @item_11012#, jetzt kannst du in den Bergbau gehen ~"
3003007,"Gehen wir zuerst zum Sammeln von @item_11201#, @item_402# ist im Allgemeinen im Untergrund von Myra Star verteilt, und es besteht keine Notwendigkeit, sehr tief zu graben. Sie befinden sich an relativ flachen Stellen und sind selten an der Oberfläche verteilt."
3003008,"Die Oberfläche des Erzes besteht hauptsächlich aus verstreuten blauen Kristallen, die relativ leicht zu finden sind."
3003009,"Sie können es am Boden suchen oder einen kleinen Tunnel graben, es sollte bald gefunden werden. Los geht s!"
3003010,"Finden Sie @item_402# so schnell, haben Sie ein Talent für den Bergbau?"
3003011,"War nur ein Scherz, lass uns jetzt @item_11329# suchen!"
3003012,"Die Verteilung von @item_451# unterscheidet sich nicht wesentlich von der von @item_402#, und die Oberfläche des Erzes ist hauptsächlich mit einigen orange-gelben Metallfragmenten bestreut, was gut erkennbar ist."
3003013,"Vielleicht habe ich es gerade gesehen, als ich @item_402# ~ gegraben habe. Aber das Erz ist nicht zu viel, lass uns noch etwas sammeln."
3003014,Gibt es wirklich ein Talent für den Bergbau?! Fand @item_451# so schnell.
3003015,"Nachdem nun alle Rohstoffe gesammelt wurden, ist der nächste Schritt die Mineralverhüttung."
3003016,"Das Schmelzen wird einige Zeit dauern. Um auf Nummer sicher zu gehen, können wir zuerst zur Basis zurückkehren. Wenn Sie die Effizienz verbessern wollen, scheint es kein großes Problem zu sein, es vor Ort zu lösen."
3003017,"Lassen Sie uns zuerst @item_802# machen, über den Rest reden wir später."
3003018,"Wenn Sie @item_802# erhalten, können Sie Mineralien schmelzen. Entscheiden Sie, wo Sie schmelzen möchten und lassen Sie @item_802# raus."
3003019,"Klicken Sie nach der Freigabe einfach auf das Quadrat @item_802#, um die Schmelzschnittstelle zu öffnen."
3003020,"Dann geben Sie die @item_451# und @item_11201# ein, die wir gerade gesammelt haben, und alles wird gut. Wenn Sie bereit sind, beginnen Sie zu schmelzen."
3003021,"Oh! @item_11329# ausgeschmolzen, öffnen @item_802# recyceln."
3003022,"Der Schmelztisch aus Stein kann nur einzeln geschmolzen werden. Danach kann @item_11329# einen Messingschmelztisch herstellen, um die Effizienz zu verbessern."
3003023,"Aber das ist alles etwas anderes, lassen Sie uns diese Charge von @item_11329# verwenden, um die Werkzeuge zuerst zu aktualisieren. Mit @item_11011# wird die Mining-Effizienz viel höher sein!"
3003024,"Herzlichen Glückwunsch! Es sieht so aus, als ob Sie alle Missionen unter dem Ziel ""Neuer Entdecker"" abgeschlossen haben und jetzt kein Neuling mehr sind!"
3003025,"Es gibt noch viele Möglichkeiten, in freier Wildbahn zu überleben, um zu lernen. Ich habe sie dem Bedienfeld hinzugefügt. Sie können sie zur Bestätigung öffnen."
3003026,"Aber vergessen Sie nicht unser Endziel: Das gesamte Mini-Universum ist jetzt in Gefahr, und die Aufgabe, die Welt zu retten, liegt auf unseren Schultern, und wir dürfen sie nicht auf die leichte Schulter nehmen."
3003027,"Normalerweise ruhe ich mich im Zwischengeschoss aus, rufen Sie mich einfach an, wenn Sie es brauchen. Fahren Sie fort, wenn Sie bereit sind!"
3004001,"Bu Bu, du hast tatsächlich ein @item_11032# gemacht. Jetzt können Sie Ackerland kultivieren, um Getreide anzubauen, und die Seele der Landwirtschaft brennt Bu!"
3004002,"Pflanzen müssen nach dem Pflanzen eine Weile warten, bis sie reif sind. Wenn Sie möchten, dass sie schneller wachsen, können Sie einige @item_11311# nehmen, um sie zu düngen."
3004003,"Die Textur von @item_812# ist nicht hart genug, und es ist leicht, von Wilden beschädigt zu werden. Wenn es einen Kreis von Geländern um die Festung herum gibt, ist es viel sicherer."
3004004,"Wenn ich @item_104# einen Stern gebe, kann ich diesen Ort aufzeichnen. Wenn in Zukunft eine Gefahr besteht, kann ich Sie zwangsweise zurückschicken."
3004005,"Herzlichen Glückwunsch zum Erreichen eines weiteren großen Ziels!! Es ist an der Zeit, einen Schritt weiter zu gehen und zu sehen was neuen Aufgaben es gibt!"
3005001,"Diese Leder sind sehr stark, wenn sie zusammen mit @item_11329# zu Kupfergeräten verarbeitet werden, wird es uns definitiv helfen, in freier Wildbahn zu überleben!"
3005002,"Hehe, diese Ausrüstung fühlt sich majestätischer an als zuvor. Es gibt insgesamt 4 Stück Messingausrüstung, und es wäre noch mächtiger, wenn es gesammelt werden könnte."
3005003,"Waffen und Rüstungen sind bereit, es ist Zeit, den Götteraposteln eine Lektion zu erteilen! Diese Bösewichte stehlen überall die schöpferische Kraft, und sie müssen schnell gestoppt werden!"
3005004,"Die @item_11911#, die von den Void-Aposteln fallen gelassen wurden, sind alle aus der schöpferischen Kraft verdichtet, die sie gestohlen haben. Wenn Sie es auf dem @item_800# installieren, können Sie @item_797# erhalten!"
3005005,"Klicken Sie auf @item_797#, um alle Rezepte zu sehen! Aber es gibt noch einige Requisiten, die zum Entsperren in Zeichnungen gefunden werden müssen, also achten Sie mehr auf die zukünftige Reise."
3005006,"Der Schmelztisch wurde aufgerüstet, und jetzt können zwei Mineralien auf einmal geschmolzen werden! Gehen wir auf die Suche nach @item_401#, das @item_11209#, das es schmilzt, ist ein sehr wichtiges Metall!"
3005007,"Mit @item_11209# können wir mehr Dinge herstellen, gehen Sie zum Handwerkertisch, um zu sehen was neue Dinge hergestellt werden können!"
3005008,"Jetzt sollte die Grabungsgeschwindigkeit sehr schnell sein, wir können unter Tage gehen, um einige Minen zu graben, bevor wir @item_785# machen!"
3005009,"Den Aufzeichnungen zufolge ist der Runenstein ein einzigartiges Mineral in Myra. Wenn er in Waffen oder Werkzeuge eingelegt wird, kann er unerwartete Kraft erlangen!"
3005010,Oooh! Du hast alle Grundlagen des Überlebens auf Mira gelernt!
3005011,"Nächste... Warten Sie einen Moment, lassen Sie mich einen Blick darauf werfen... Au, es ist Zeit, die Sternstation zu reparieren."
3005012,"Oder wenn Sie etwas anderes tun möchten, klicken Sie einfach auf das Feld für die Aufgabenverfolgung auf dem Bildschirm, um andere Aufgaben zu sehen!"
3006001,"Mal sehen, diese Energiefragmente schlafen schon lange im Boden und können hoffentlich zu einem Energiekern kombiniert werden."
3006002,"Ich habe es tatsächlich geschafft! Der Kern ist in der Hand, und jetzt muss ich @item_11334# finden. Die Datenbank zeigt, dass es in der leeren Inselökologie ist, lass uns gehen."
3006003,"Es ist wirklich spektakulär. Aber die Insel ist so hoch. Wir müssen uns überlegen, wie wir da hochkommen. Schauen wir uns zuerst um."
3006004,"Wie hat der Typ mit den Flügeln so viele Chips bekommen, aber er hat sie endlich bekommen, jetzt kann er @item_11335# verarbeiten."
3006005,"Komponenten und Kern sind fertig, es ist Zeit, die Sternstation zu reparieren! Schauen Sie sich die Requisitenbeschreibung von @item_11331# genauer an!"
3006006,"Oh, die Konsole wurde erfolgreich aktiviert! Diese Sternstation wurde wieder mit der Sternverbindung verbunden. Verwenden Sie @item_11335#, um das Teleportationsmodul zu aktualisieren!"
3006007,Die Verbindung war erfolgreich! Diese Sternstation hat die Funktion der Übertragung zwischen den Planeten wiederhergestellt. Reparieren Sie ein paar weitere Sternstationen und unsere Reise wird bequemer sein.
3006008,"Seid ihr also bereit, es ist Zeit, die ""Drei Heiligen Objekte"" zu finden! Schaut euch die neuesten aktualisierten Missionen an."
3007001,"Sieht aus, als hätten wir den Regenwald gefunden. Der Regenwald ist voller Gefahren, man muss vorsichtig sein."
3007002,"Diese @item_11601# sind die Kristalle, die durch die überschüssige schöpferische Kraft im Inneren der Regenwaldbäume ausgefällt werden, und @item_11329# kann @item_11597# ergeben."
3007003,"Das neu verarbeitete @item_11597# ist der Schlüssel zum Tempel, aber wir müssen den richtigen Schrein finden, um das Idol zu aktivieren, schauen wir uns den Regenwald an."
