keyid,名字,属性描述
54002,Der Sturz des Meteors,Meteoriteneinschlag
54003,Der Fall des Meteoriten,Meteoriteneinschlag
55001,Bonus Star EXP,Star EXP-Zuwächse + Bonusstern-EXP
55002,Bonus Star EXP,Star EXP Gewinne +
55003,Bonusstern-EXP,Stern-EXP-Gewinne +
56001,-Fähigkeiten-Hast,Fähigkeiten-Abklingzeit -
56002,Fähigkeitseilegiertum,Fähigkeitsabklingzeit -
56003,- Fähigkeitshast,Fähigkeitsabklingzeit -
57001,Letzter Treffer,+2% Schaden für den letzten Treffer
57002,Letzter Treffer,+ 2% Schaden bei letztem Treffer
57003,Letzter Treffer,+ 2% Schaden bei letztem Treffer
58001,Rückstoßresistenz,+ 5% Rückstoßresistenz
58002,Stoßdämpfung,+ 10% Stoßdämpfung
58003,Stoßabwehr,+ 15% Stoßabwehr
59001,Bonus-Schaden gegen Tiere,Schaden am Tier +
59002,Bonus-Schaden an Tieren,Schaden an Tieren +
59003,Bonus-Schaden gegenüber Bestien,Schaden gegenüber Bestien +
60001,Bonus-Schaden an Wildschweinen,Schaden an Wildschweinen +
60002,Bonus-Schaden an Wildschwein-Männern,Schaden an Wildschwein-Männern +
60003,Bonus-Schaden an Wildschwein-Männern,Schaden an Wildschwein-Männern +
61001,Zusätzlicher Schaden gegen Elitäre,Schaden gegen Elitäre +
61002,Bonus Schaden gegen Elite,Schaden gegen Elite +
61003,Bonus-Schaden gegen Eliteläufe,Schaden gegen Eliteläufe +
62001,Bonus-Leere-Schaden,Schaden an Leere-Kreaturen +
62002,Bonus Void Damage,Schaden an Void-Kreaturen + Bonus-Void-Schaden
62003,Bonus Void Damage,Schaden an Leerwesen + Bonus-Voidschaden
63001,Bonus Horas-Schaden,Schaden an Horas-Kreaturen +
63002,Bonus Schaden durch Horas,Schaden an den Kreaturen von Horas +
63003,Bonus Horas Damage,Schaden an Horas Kreaturen + Bonus Horas Schaden
64001,Bonus Aquatischer Schaden,Schaden an Wasserkreaturen +
64002,Bonus Aquatic Damage,Schaden an Wasserlebewesen + Bonus-Schaden gegen Wasserlebewesen
64003,Bonus Schaden an Wasserkreaturen,Schaden an Wasserkreaturen +
