ID,名字,描述
3141,Yedek ID,@Null@
3142,Yedek ID,@Null@
3143,Yedek ID,@Null@
3144,Yedek ID,@Null@
3145,Yedek ID,@Null@
3146,Yedek ID,@Null@
3147,Yedek ID,@Null@
3148,Yedek ID,@Null@
3149,Yedek ID,@Null@
3150,Yedek ID,@Null@
3151,Yedek ID,@Null@
3152,Yedek ID,@Null@
3153,Yedek ID,@Null@
3154,Yedek ID,@Null@
3155,Yedek ID,@Null@
3156,Yedek ID,@Null@
3157,Yedek ID,@Null@
3158,Yedek ID,@Null@
3159,Yedek ID,@Null@
3160,Yedek ID,@Null@
3165,Yeşil Çift Taçlı Ejderha,
3166,Yama'nın İki Taç Ejderhası,
3167,Altın Taçlı Ejderha,
3168,Kızıl Zambak Kılıcı Ejderhası,
3169,Gri Demir Ejderha,
3170,Gri Triceratops,
3171,Kahverengi Triceratops,
3172,Mavi Triceratops,
3173,Longsword Triceratops Patronu,
3174,Gri Brachiosaurus,
3175,Sarı Brachiosaurus,
3176,Yeşil Brachiosaurus,
3177,Titan Brachiosaurus Patronu,
3178,Kırmızı Pterosaur,
3179,Gri Pterosaur,
3180,Mor Pterosaur,
3181,Aeolus Pterosaur Patronu,
3182,Yeşil Parasaurolophus,
3183,Camgöbeği Parasaurolophus,
3184,Kırmızı Parasaurolophus,
3185,Siyah Raptor,
3186,Camgöbeği Raptor,
3187,Mor Raptor,
3188,Silahlı Raptor Patronu,
3189,Kahverengi Dilophosaurus,
3190,Gri Dilophosaurus,
3191,Yeşil Stegosaurus,
3192,Mavi Stegosaurus,
3193,T-Rex,
3194,Manik T-Rex,
3195,Vahşi T-Rex,
3196,Silahlı T-Rex,
3197,Mekanik T-Rex Patronu,
3198,Boş Paralı Asker,
3199,Dr. Hükümsüz,
3200,Vahşi adam arkadaşı,@Null@
3201,Avcı arkadaşı,@Null@
3202,Tatlışko arkadaşı,@Null@
3203,Vahşi Anıt Paketi,@Null@
3204,Çöl genç erkek köylü,
3205,Çölde orta yaşlı erkek köylü,
3206,Çöl genç kadın köylü,
3207,Çölde orta yaşlı kadın köylü,
3208,Çöl çocuk köylü,
3209,Çöl küçük kız köylü,
3210,Çöl tüccarı 1,
3211,Çöl tüccarı 2,
3212,Çöl Özel Tüccarı,
3213,Çöl muhafızı,
3214,Balıkçı köyü erkek köylü 1,
3215,Balıkçı köyü erkek köylü 2,
3216,Balıkçı köyü kadın köylü 1,
3217,Balıkçı Köyü Kadın Köylüler 2,
3218,Balıkçı köyü erkek çocuk,
3219,Balıkçı köyü kadın çocuklar,
3220,Korsan Çapulcu,
3221,Korsan Avcısı,
3222,Korsan tüccar,
3223,Ada tüccarı,
3224,Selam Muhafızı,
3225,Küçük korsan gemisi,
3226,Orta korsan gemisi,
3227,Büyük korsan gemisi,
3228,Bomba Teknesi,
3229,Balıkçılık köyü efsanesi fener,
3230,Drift şişesi (biyolojik),
3231,Uzakta sürüklenen şişe (yaratık),
3232,Küçük cam şişe (biyolojik),
3233,Icefield Köylüsü,
3234,Icefield Jokey,
3235,Icefield Köy Korucusu,
3236,Icefield Köyü Avcısı,
3237,Icefield Köyü Woodman,
3238,Icefield Köyü İşçisi,
3239,Icefield Köyü Asistanı,
3240,Kartopu,
3241,Sahte Model,
3242,Küçük Boşluk Hareketi,
3243,Büyük Boşluk Kıvrımı,
3244,Boş Dango,
3245,Evcilleştirilmiş Boşluk Dango,
3246,Boş Boynuzlu Geyik,
3247,Evcilleştirilmiş Boş Boynuzlu Geyik,
3248,Boş Tilki,
3249,Evcil Boşluk Tilki,
3250,Çift kuyruklu Boşluk Tilki,
3251,Evcil Çift Kuyruklu Boşluk Tilki,
3252,Tri-kuyruk Boşluk Tilki,
3253,Evlenmiş Üç Kuyruklu Boşluk Tilki,
3254,Boş Kar Tavşanı,
3255,Boş Kelebek,
3261,Boşluk Wowomon,
3262,Yabanıl Boşluk Wowomonuza Evcilleştirin,
3263,Boşluk Yengeci,
3264,Boş Çöl Kurdu,
3266,Boş Köpekbalığı,
3267,Boşluk Yarasası,
3268,Boşluk Leoparı,
3269,Küçük Boş Korsan Gemisi,
3270,Boş Uçan Ateşböceği,
3271,Boş Kıvrım,
3272,Void Orta Boy Korsan Gemisi,
3273,Büyük Boş Korsan Gemisi,
3400,Doodle Kuş,
3401,Volvo,
3402,iskele iskelesi,
3403,Boynuzlu geyik,
3404,At,@Null@
3405,Buz Ayı,@Null@
3406,Raptor,@Null@
3407,Tilki,
3408,Tilki （ uysal ）,
3409,Penguen,@Null@
3410,Deve Kuşu,@Null@
3411,Vahşi Deve Kuşu,@Null@
3412,Vahşi Buz Ayı,@Null@
3413,Vahşi Raptor,@Null@
3414,Vahşi Top,@Null@
3415,Top,@Null@
3416,Vahşi Panda,@Null@
3417,Panda,@Null@
3418,Arı,@Null@
3419,Ateş Böceği,@Null@
3420,Futbol,@Null@
3421,Vahşi uçan tavuk,@Null@
3422,Uçan tavuk,@Null@
3423,Dövüş Tavuk,@Null@
3424,Tavuk Çığlığı,@Null@
3425,Basketbol,@Null@
3426,（ terk edilmiş ） mücadele tavuk evcilleştirildi,
3427,Yedek ID,@Null@
3428,Yedek ID,@Null@
3429,Yedek ID,@Null@
3430,Sıradan Laosaurus,@Null@
3431,Laosaurus,@Null@
3432,Süper Laosaurus,@Null@
3433,Uçan Sincap,@Null@
3434,Çevik Uçan sincap,@Null@
3435,Akıllı Uçan sincap,@Null@
3436,Sıradan Kylin,@Null@
3437,Kylin,@Null@
3438,Şanslı Kylin,@Null@
3439,Hawkstrider,@Null@
3440,Çevik Hawkstrider,@Null@
3441,Zıplayan Hawkstrider,@Null@
3442,Küçük Fil,@Null@
3443,Neşeli Fil,@Null@
3444,Festival Fil,@Null@
3445,Fok balığı Denizci,@Null@
3446,Kaptan Fok Balığı,@Null@
3447,Süper Fok balığı,@Null@
3448,Transformers tuttu,@Null@
3449,Optimus Prime,@Null@
3450,Transformers tuttu,@Null@
3451,Megatron,@Null@
3452,Transformers tuttu,@Null@
3453,Bumblebee,@Null@
3454,Yavru Kedi,@Null@
3455,Şans Kedi,@Null@
3456,Aslan görünümlü dans eden kedi,@Null@
3457,Midilli bebek,@Null@
3458,Kutsal Midilli,@Null@
3459,Yıldızlı Midilli,@Null@
3460,Bambu Sedan Sandalye,@Null@
3461,Altın Sedan Sandalye,@Null@
3462,Çiçek Sedan Sandalye,@Null@
3463,Transformers tuttu,@Null@
3464,Starscream,@Null@
3465,Transformers tuttu,@Null@
3466,Hot Rod,@Null@
3467,Transformers tuttu,@Null@
3468,Galvatron,@Null@
3469,Arazi sahibi,@Null@
3470,Cehennem Ejderha,@Null@
3471,Uçurum homurtu,@Null@
3472,Transformers tuttu,@Null@
3473,Grimlock,@Null@
3474,Transformers tuttu,@Null@
3475,Swoop,@Null@
3476,Transformers tuttu,@Null@
3477,Uluma,@Null@
3478,Parlak ay ve yıldız gecesi,@Null@
3479,Yeşim Tavşan ve Şeftali Çiçeği,@Null@
3480,Ay Sarayı,@Null@
3481,Tavşan Bey Laby,@Null@
3482,Tavşan Bey Laby,@Null@
3483,Kış Nimet,@Null@
3484,Noel Sürpriz,@Null@
3485,Soğuk efsane,@Null@
3486,Renkli Fantezi,@Null@
3487,Renkli Fantezi,@Null@
3488,Şansli inek,@Null@
3489,Şansli inek,@Null@
3490,Uçurumda Gündoğumu,@Null@
3491,Kuzey Yıldız Alevler,@Null@
3492,Dağlar ve denizleri gezmek,@Null@
3493,Şeytan Boğa Kralı,@Null@
3494,Şeytan Boğa Kralı,@Null@
3495,Lotus adımları,@Null@
3496,Çiçekli yağmurda kar,@Null@
3497,Aynada çiçek ve sulu ay,@Null@
3501,Void Havari,
3502,Antik Siyah Ejderha,@Null@
3503,Magma Siyah Ejderha,@Null@
3504,Kaos Siyah Ejderha,@Null@
3505,Vahşi Nian Vahşi,@Null@
3506,Evcilleştirilmiş Nian Vahşi,@Null@
3507,Şans topu,@Null@
3508,Vahşi Şeytan Bebek,@Null@
3509,Evcilleştirilmiş Şeytan Bebek,@Null@
3510,Eski Colossus,@Null@
3511,Eski Rocki,@Null@
3512,Eski Frosti,@Null@
3513,Eski Bulli,@Null@
3514,Eski Colossus,@Null@
3515,Void Phantom - Haste,@Null@
3516,Void Fantom - Güç,@Null@
3517,Buz Şelalesi Trolü,
3519,Nian Canavar Dağı,@Null@
3520,Dağ Küçük Canavar,@Null@
3521,İnci,
3600,Fener balığı,@Null@
3601,Mürekkep Balığı,@Null@
3602,ışın,
3603,Dev hırıltı denizanası,
3604,Soluk mavi aptal balık,
3605,Koyu mavi aptal balık,
3606,Siyah aptal balık,
3607,Soluk mavi garip balık,
3608,Pembe çirkin balık,
3609,Altın aptal balık,
3610,Altın Cheetfish,
3611,Altın çirkin balık,
3612,Pembe aptal balık,
3613,Sarı Kiki balığı,
3614,Mor çirkin balık,
3615,Yeşil Cheetfish,
3616,Çizgili çirkin balık,
3617,Kırmızı Cheetfish,
3618,Kırmızı aptal balık,
3619,Turuncu çirkin balık,
3620,Yedek ID,@Null@
3621,yengeç,
3622,martı,
3623,hipokampus,
3624,Küçük denizatı,
3625,Denizatı (uysal),
3626,denizanası,
3627,Uçan balık,
3628,köpekbalığı,
3629,stingray,
3630,kızdırma çubuğu yosun balığı,
3800,Tramvay,@Null@
3801,Yedek ID,@Null@
3802,Taşıma tramvay,@Null@
3803,Roket,@Null@
3804,TNT tramvay,@Null@
3805,Yedek ID,@Null@
3806,Ejderha Kayığı,@Null@
3807,kayak,
3808,Nehir Feneri,@Null@
3809,Küçük Tilki.,Mini dünyalarda yaygın biyolojik 。
3810,Küçük ruh tilki,Mini dünyalarda yaygın biyolojik 。
3811,Küçük iskele iskelesi,Mini dünyalarda yaygın biyolojik 。
3812,Küçük Volvo,Mini dünyalarda yaygın biyolojik 。
3813,Küçük Doodle Kuşu,Mini dünyalarda yaygın biyolojik 。
3814,bighorn geyiği,
3815,Midilli,@Null@
3816,Yavru kedi,@Null@
3817,Devekuşu yavrusu,@Null@
3818,Küçük Raptor,@Null@
3819,Küçük Penguen,@Null@
3820,Küçük Buz Ayı,@Null@
3821,Void Havari,
3822,Deve,@Null@
3823,Deve (evcilleştirildi),@Null@
3824,Zehir kuyruklu Akrep,
3825,Lord Sawara.,
3826,Saling Guard,
3827,Saling muhafızları （ dost ）,
3828,Çöl kurdu,@Null@
3829,Dev zehirli kuyruklu akrep,
3830,Yedek ID,@Null@
3831,Yedek ID,@Null@
3832,Yedek ID,@Null@
3833,Yedek ID,@Null@
3834,Yedek ID,@Null@
3835,Yedek ID,@Null@
3836,Yedek ID,@Null@
3837,Kaka,@Null@
3838,Nini,@Null@
3839,Kaka,@Null@
3840,Nini,@Null@
3850,Fener yavru balık,@Null@
3851,Küçük mürekkep balığı,@Null@
3852,Derin deniz yavru balık,@Null@
3853,Dev haydut denizanası yavrusu,@Null@
3854,Soluk mavi şaşkın kızartma,
3855,Koyu mavi şaşkın kızartma,
3856,Siyah şaşkın kızartma,
3857,Soluk Mavi Kiki Fry,
3858,Pembe çirkin kızartma,
3859,Altın şaşkın kızartma,
3860,Altın Kiki kızartma,
3861,Altın çirkin kızartma,
3862,Pembe şaşkın kızartma,
3863,Sarı Kiki kızartma,
3864,Mor çirkin kızartma,
3865,Yeşil Kiki kızartma,
3866,Çizgili çirkin kızartma,
3867,Kırmızı Kiki kızartma,
3868,Kırmızı şaşkın kızartma,
3869,Turuncu çirkin kızartma,
3870,Vahşi Maymun,@Null@
3871,Evcil maymun,@Null@
3872,Leopar,@Null@
3873,Zehir Barbar Shaman,@Null@
3874,Şifa Barbar Shaman,@Null@
3875,Şimşek Barbar Shaman,@Null@
3876,Alev Barbar Shaman,@Null@
3877,Barbar Shaman,@Null@
3878,Tüylü yılan tanrısı,@Null@
3879,Dilek ağacı 1,@Null@
3880,Dilek ağacı 2,@Null@
3881,Lav Yengeç,@Null@
3882,Evcilleştirilmiş Lav Yengeç,@Null@
3883,Serçe,@Null@
3884,Evcilleştirilmiş serçe,@Null@
3885,Crimson Kelebek,@Null@
3886,Mavi Kelebek,@Null@
3887,kokulu Kelebek,@Null@
3888,Güneş Kelebek,@Null@
3889,Dragonkin Kelebek,@Null@
3890,Shezhong Kelebek,@Null@
3891,Tamed vauvos,
3892,Rune Canavar,@Null@
3893,Küçük uçan tavuk,@Null@
3894,Küçük dövüş tavuk,@Null@
3895,Küçük maymun,@Null@
3896,Evcilleştirilmiş lav yengeç,@Null@
3897,Riddle kuşu,@Null@
3898,Hazine Kasesi,@Null@
3899,hazine sandığı,@Null@
3900,Amigo Clair,
3910,Kar Tavşanı,
3911,Genç Kar Tavşanı,Mini Dünya'daki yaygın yaratıklar.
3912,Tibet sığırı,
3913,Genç Yak,Mini Dünya'daki yaygın yaratıklar.
3914,Tibet Tilkisi,
3915,Buz Ruhu Muhafızı,
3916,Kardan adam,
3917,Boşluk Elçisi Rahipleri,
3918,Boşluk Elçisinin Papazı,
3919,Boşluk Elçisinin Yüksek Rahibi,
3920,Yaban Adamı Kaptanı,
3921,Domuz Adam Kaptanı,
3922,Mızrak atan domuzadam kaptanı,
3923,Atıcı Mızrak Yaban Domuzu Kaptanı,
3924,Boarman Centurion,
3925,Boarman Centurion,
3926,Fırlatma-Mızrak Domuz Adam Yüzbaşı,
3927,Atma Mızrağı Domuz Adamı Yüzbaşı,
3928,Boş Yumurta,
3929,Boş Boarman Kaptanı,
3930,Boş Sülük Adamı Senturyon,
3931,Fırlatma mızrağı boş yaban domuzu adamı kaptanı,
3932,Fırlatma-Mızrak Boarman Centurion,
3933,Boş Pilot,
3934,Boşluk Elçisi,
3935,Boarman Destroyer,
3936,Void Boarman Destroyer,
4000,@Null@,@Null@
4001,Kule Savunma Şablonu Okçu,@Null@
4002,@Null@,@Null@
4200,Bağırtı Köpek,@Null@
4201,Sarı civciv,@Null@
4202,Yedek ID,@Null@
4203,Yedek ID,@Null@
4204,Yedek ID,@Null@
4205,Yedek ID,@Null@
4206,Yedek ID,@Null@
4207,Yedek ID,@Null@
4208,Yedek ID,@Null@
4209,Yedek ID,@Null@
4210,Yedek ID,@Null@
4500,Dokuz renkli geyik0,@Null@
4501,Soluk Beyaz Geyik,@Null@
4502,Nirvana'nın Renkleri,@Null@
4503,Geyik Kral,@Null@
4504,Balkabağı arabası0,@Null@
4505,Büyülü balkabağı arabası,@Null@
4506,Kraliyet balkabağı arabası,@Null@
4507,Peri balkabağı arabası,@Null@
4508,Bambu yusufçuk SV.0,@Null@
4509,Kaynak spiral,@Null@
4510,Üç yapraklı spiral,@Null@
4511,Beyaz kuğu SV. 0,@Null@
4512,Gri Kuğu,@Null@
4513,Yıldız dileği kar,@Null@
4514,Rüya gibi fantezi gezisi,@Null@
4515,Fantezi rüya,@Null@
4516,Siyah Jet SV. 0,@Null@
4517,Savaş jet,@Null@
4518,Kara Şahin,@Null@
4519,Beyaz Jet SV. 0,@Null@
4520,Kanat savaş jeti,@Null@
4521,Beyaz Şahin,@Null@
4522,Küçük araba SV. 0,@Null@
4523,Yenilmez kasırga,@Null@
4524,Ocean Roro LVL 0,@Null@
4525,Okyanus Roro,@Null@
4526,Okyanus Roro-Gelişmiş,@Null@
4527,Seadrake Roro SV. 0,@Null@
4528,Seadrake Roro,@Null@
4529,Seadrake Roro-Gelişmiş,@Null@
4530,Ejderha bineği SV. 0,@Null@
4531,Kırmızı Parlayan Ejderha,@Null@
4532,Altın gökyüzü ejderha,@Null@
4533,Void antik ejderha,@Null@
4534,Pitoresk Gemi Lvl 0,@Null@
4535,minyon müzikal,@Null@
4536,Çırpınan Gölge,@Null@
4537,Metro Gecesi,@Null@
4538,Sihirli Halı Lvl 0,@Null@
4539,Arap Gecesi,@Null@
4540,Farsça Uçan Halı,@Null@
4541,Yıldız Sihirli Halı,@Null@
4542,Mekanik Kuş Seviyesi 0,@Null@
4543,Gucoo,@Null@
4544,Alchemy Sparrow,@Null@
4545,Savaşçı şahin,@Null@
4546,Pikap LVL 0,@Null@
4547,En güçlü ses dalgası,@Null@
4548,Sınırsız Elektronik Müzik,@Null@
4549,Çiçek standı LVL 0,@Null@
4550,Bulut içinde çiçek,@Null@
4551,Bulutlu dans eden çiçek,@Null@
4552,Fan Seviyesi 0,@Null@
4553,Okyanus bulutu gezgin,@Null@
4554,Sarhoş çiçek gölge,@Null@
4555,Yay Vay Seviye 0,@Null@
4556,yay vay,@Null@
4557,@Null@,@Null@
4558,@Null@,@Null@
4559,İmparator Colt Lvl 0,@Null@
4560,süpersonik tay,@Null@
4561,kara tay,@Null@
4562,imparator ejderha,@Null@
4563,Kaplan Seviye 0,@Null@
4564,hu kaplan,@Null@
4565,dağ kaplanı,@Null@
4566,güçlü kaplan,@Null@
4567,Miranda Seviye 0,@Null@
4568,Miranda,@Null@
4569,İmparator Kahraman Lvl 0,@Null@
4570,imparator kahraman,@Null@
4571,Kağıt Vinç Sv 0,@Null@
4572,Yıldız Turna,@Null@
4573,Fener Turna,@Null@
4574,Esinti Turna,@Null@
4575,Kum Sürücüsü Sv 0,@Null@
4576,kum binicisi,@Null@
4577,vaha binicisi,@Null@
4578,Parti Binicisi,@Null@
4579,Kaydırma Sv 0,@Null@
4580,Mutlu rüya,@Null@
4581,portre,@Null@
4582,Ölümsüz Anahtar 0,
4583,Gölge kovalamanın anahtarı,
4584,Rüya camının anahtarı,
4585,Tüyün Anahtarı,
4586,Kılıç 0,@Null@
4587,Chixiao uzun kılıç,@Null@
4588,Xuanyuan Kutsal Kılıç,@Null@
4589,Küvet 0 sınıfı,@Null@
4590,Boş zaman,@Null@
4591,Çocukluk zamanı,@Null@
4592,Rüya zamanı,@Null@
4593,Tilki perisi 0,@Null@
4594,Sevimli küçük tilki,@Null@
4595,Tilki Lingli,@Null@
4596,Kızıl Serap,@Null@
4597,Kedi arabası 0 sınıfı,@Null@
4598,Miyav sevimli dönüştürülebilir,@Null@
4599,Kedi araba 2 saklıdır,
4600,Kedi araba 3 saklıdır,
4601,Deve 0,
4602,Deve çanı sesi,
4603,Çöl teknesi,
4604,Deve 3 saklıdır,
4605,Tavus kuşu 0,
4606,Yeşil,
4607,Gece yarısı,
4608,Shaoguang,
4609,Mooncake 0 sınıf,
4610,Yumuşak kalp,
4611,Akasya,
4612,Gui ayda,
4613,Adım 0,
4614,Mor çan,
4615,Lingmeng Qindie,
4616,Rüzgar çanı mavi,
4617,Kaykay 0,
4618,Akçaağaç Gelgit Kaykay,
4619,Akçaağaç hareketini sınırla,
4620,Kaykay 3 saklıdır,
4621,"Gökyüzü Perdesi Yıldız Ejderhası, Carper 0",
4622,"Gökyüzü Perdesi Yıldız Ejderhası, Carper",
4623,Bebek domuz,
4624,Uçan domuz lulu,
4625,Punk domuz yanık,
4626,Uçan Domuz Seviye 3 Ayrılmış,
4627,Tavşan Dağı Seviye 0,
4628,Akan Bulut Yeşim Tavşan,
4629,Fu Rabbit kapıya geliyor,
4630,Tavşan Seviye 3 Ayrılmış,
4631,Makyaj Montaj Seviyesi 0,
4632,Küçük toz kartuşu,
4633,Yıldız Kutusu,
4634,Rüyaların Kanatları,
4635,Kar tanesi seviyesi 0,
4636,Kar sır,
4637,Donma çiçeği,
4638,Kar Tanesi Seviye 3 Rezerve Edildi,
4639,"Magic Vine Saint Yönetmen, Felicia Seviye 0",
4640,"Sihirli Asmanın Kutsal Rehberi, Felicia",
4641,"Gizemli Elf, Felicia Seviye 0",
4642,"Gizemli Elf, Felicia",
4643,Mini Trafo Seviyesi 0,
4644,Mini Transformatör,
4645,Kutlama Kitabı Seviye 0,
4646,Kutlamalar Kitabı,
4647,Gollum Seviye 0,
4648,Gollum,
4649,Hamur Kokulu Sarsıntı Seviye 0,
4650,hamur tatlısı sallamak,
4651,Transformatörler işgal edildi,
4652,barikat,
4653,Bulut Denizi Seviye 0,
4654,Bulut Denizi,
4656,Sweetheart ile Tanışın,
4658,Optimus Primal,
4659,,
4660,,
4661,,
4662,,
4663,Müzik Kutusu 0,
4664,Müzik Kutusu,
4665,Yıldız gözlemcisi,
4666,Yıldız Kasası Sevinci,
4667,Salıncak Dağı Seviye 0,
4668,Cuiye filizi,
4669,Melodik uzun dal,
4670,çocukluk rüyaları,
4671,Kabuk Dağı Seviye 0,
4672,ışıltılı yıldız kabuğu,
4673,Yüzen ışık rüyası,
4674,Shanhai Yıldız Şarkısı,
4675,,
4676,,
4677,Sazan balığı seviye 0,
4678,Altın Balık Atlama Oyunu,
4679,Ming Deng Jin Hua,
4680,Sis Denizi Uzun Işık,
4681,Truva atı seviyesi 0,
4682,Rüya Gölgesi Bulutlar,
4683,Rüya Gölgesi,
4684,Gökkuşağı Peri İzleri,
4685,Büyük adam 0 seviye,
4686,Büyük adam,
4687,Öncü seviye 0,
4688,Öncü,
4689,Kurt Polat Efsanesi 0 seviye,
4690,Kurt efsanesi,
4691,Starlene,
4692,Starlene,
4693,Hayal-Kırmızı Savaş Uçağı,
4694,Hayal - Kırmızı Jet Savaşçısı,
4900,Mount ayrılmış,
4901,karışık,
4902,Mekanik yarasa,
4903,Laserbird,
4904,Mekanik köpek,
5000,Çağrı fonksiyonu rezervasyonu,
10001,Küçük köpük,"Bubblus bebek aşaması, #c0aaa1abeverages#n sever"
10002,Köpük topu,"Bubblus gelişme sürecinde olması, #c0aaa1abeverages#n seviyor"
10003,Yuvarlak topu,Bubblus olgun aşaması #c0aaa1abeverages#n seviyor
10004,Spori,"Sporus bebek aşaması, #c0aaa1adesserts#n sever"
10005,Yeni Yaprak Topu,"Sporus gelişme sürecinde olması, #c0aaa1adesserts#n seviyor"
10006,Lüks top,Sporus olgun aşaması #c0aaa1adesserts#n seviyor
10007,Küçük Taş,"Stonus bebek aşaması, #c0aaa1ayemekler#n seviyor"
10008,Kaya Topu,"Stonus gelişme sürecinde olması, #c0aaa1a yemekler#n seviyor"
10009,Dev Kaya Topu,"Stonus olgun evresi, #c0aaa1ayemekler#n seviyor"
10010,Küçük mars,"Flami sevimli ve sarılıyor ve yuvarlak vücudu, tüm kışın sahibini ısıtmak için yeterli. Seviyor #c0aaa1a yemekleri #n"
10011,Sıcak Top,"Flamus, su buharı yayar, nemlendirir ve ısınır, bu çöl bölgesindeki gezginlere büyük bir yardımdır. Seviyor #c0aaa1a yemekleri #n"
10012,Ateşli Top,"Geceleri uyuyor, Flamlob, usta bir ateş başlattığında vazgeçilmez bir asistandır! Seviyor #c0aaa1a yemekleri #n"
10013,Minik İribaş,"Froggee bebek aşaması, #c0aaa1abeverages #nsever"
10014,Zıplayan Kurbağa,"Froggee gelişme sürecinde olması, #c0aaa1abeverages#n seviyor"
10015,Ninja Kurbağa,Froggee olgun aşaması #c0aaa1abeverages#n seviyor
10016,Minik Tavşan,Rabi bebek aşaması
10017,Tavşan,Rabi artan aşaması
10018,Yeşim Tavşan,Rabi olgun sahne
10019,Minik Köpek,"Dogi, sahibinin cebinde kalmak için kullanılır, sadece dış dünyayı gözlemlemek için küçük kafasını gösteriyor. Seviyor #c0aaa1a yemekleri #n"
10020,Köpek,"Güzergah mistik bir orman alanı olur ve Dogee, konumunu savunmak ve yönünü yönlendirmek için süper işitme kullanıyor. Seviyor #c0aaa1a yemekleri #n"
10021,Köpek şerifi,"Tehlikeyle karşı karşıya kaldığında, sahibinin güvenliğini korumak için bir Doge Şerif olabilir. Seviyor #c0aaa1a yemekleri #n"
10022,Küçük Ejderha Yumurtası,"Drakiegg küçük olmasına rağmen, ama ağırlık ışık değil, kabuğun içine geri çekilmesi ve öne doğru yuvarlanmada iyidir. Seviyor #c0aaa1a tatlılar #n"
10023,Siyah Ejderha Yumurtası,"Güçlü rüzgarlarla uğraşırken, karanlık Drakiegg iki metre ve kuyruğunu uzatacak ve artık üflenmemekten korkmayacak! Seviyor #c0aaa1a tatlılar #n"
10024,Siyah Ejderha Bebeği,Genç Karanlık Draki'nin keskin bir koku duygusu var ve yeraltı yaratıkları burnundan kaçamaz ~ seviyor #c0aaa1a tatlılar #n
10025,Topçuk Papağan,"Parroti canlı ve yapışkan, sahibinin başının üstünde durmayı ve mesafeye bakmayı sever. Seviyor #c0aaa1a içecekler #n"
10026,Topçuk Papağan,"Tombul Parrotiball'ı küçümseme, çeviri ve iletişim kurmada yetkin. Seviyor #c0aaa1a içecekler #n"
10027,Altın Tüylü Papağan,"Altın tüylerle donatılmış, dev dönüştürülmüş papağan, sahibini günde binlerce mil taşıyabilir. Seviyor #c0aaa1a içecekler #n"
10028,Küçük Ruh Küresi,Ghostiball bebek aşaması
10029,Hayalet Topu,Ghostiball artan aşaması
10030,Hayalet Kralı Topu,Ghostiball olgun sahne
10031,Küçük siyah kedi,"Blackipurr bebek aşaması, #c0aaa1adesserts#n sever"
10032,Kömür kedisi,"Blackipurr gelişme sürecinde olması, #c0aaa1adesserts#n seviyor"
10033,Siyahi,Blackipurr olgun aşaması #c0aaa1adesserts#n seviyor
10034,Küçük Leopar,"Sealiball bebek aşaması, #c0aaa1ameals#n sever"
10035,Topçuk Leopar,"Sealiball gelişme sürecinde olması, #c0aaa1ameals#n seviyor"
