ID,名称,描述,说明
1100004,Bu eritme tamamlandı,Böyle bir eritme tamamlandığında,
110001,Oyuncunun aracı,%1 için araç,
1110001,Olay örgüsü başlıyor,Olay örgüsü başladığında,
1110002,Hikayenin sonu,Arsa bittiğinde,
1110003,Bu olay örgüsü başlıyor,"Ne zaman,bu olay örgüsü başlar",
1110004,Bu bölümün sonu,Bu bölüm bittiğinde,
1120001,Düğme serbest bırakıldı,Mevcut arayüzdeki herhangi bir düğme serbest bırakılır,
1120002,Arayüz açıldı,Geçerli arayüz açılır,
1120003,Arayüz kapalı,Geçerli arayüz kapalı,
1120004,Düğmeye basıldı,Mevcut arayüzdeki herhangi bir düğmeye basılır,
1120005,Oyuncu arayüze bir dize girer,Oyuncu arayüzde herhangi bir dizeye girdiğinde,
1120006,Mevcut arayüzün düğmesi serbest bırakıldı,Geçerli arayüzün%1 'i yayınlandı,
1120007,Mevcut arayüzün düğmesine basılır,Geçerli arayüzün%1 'ine basıldı,
1120008,"Oyuncu,mevcut arayüzün metin kutusuna içerik girdiğinde",Oyuncu mevcut arayüzün%1 'indeki içeriğe girdiğinde,
1130001,müzik çalma,Arayüz müziği çalmaya başladığında,
1140001,Başlıca Üye Satın Alımı (1 ay),Oyuncu 1 aylık üyelik satın aldığında,
1140002,Purchase Membership (3 Months),When player subscribed 3 months of Membership,
1140003,Herhangi bir oyuncu geliştirici mağazası öğelerini satın alır veya çıkarır,Oyuncu geliştirici mağaza öğelerini satın aldığında veya çıkardığında,
120001,Rastgele efekt türü,Rastgele efekt türü,
120002,Etki Türü,Etki Türü%1,
120003,Etki Tipi Grubu,Etki Türü Grubu%1,
130001,Şu anda oynayan reklam yuvasının adını alın,Şu anda oynayan reklam yuvasının adını alın,
140001,Blok tipi,Blok Türü%1,
140002,Blok Tipi Grubu,Blok Tipi Grup%1,
140003,Blok tipi adı,%1 için ad yazın,
140004,Blok Tipi Açıklama,%1 için eklenti açıklaması,
140005,Blok türlerinin görünümü,%1 'in görünümü,
150001,Kelime tahtası,"İçerikli metin panosu%1,yazı tipi boyutu%2,opaklık%3,sayı%4, Otomatik satır atlama %5",
150002,kayan metin,"Yüzen metin içeriği%1,yazı tipi boyutu%2,sayı%3",
150003,ilerleme çubuğu,"Geçerli değer%1,maksimum değer%2 için ilerleme çubuğu,renk%3,sayı%4",
150004,Nesneye işaret eden ok,"%1 'i gösteren ok,boyut%2,renk%3,sayı%4",
150005,Konumu gösteren ok,"%1 'i gösteren ok,boyut%2,renk%3,sayı%4",
150006,Nesneye kılavuz yüzeyi,"Kılavuz yüzeyi%1,boyut%2,renk%3,sayı%4 'ü gösteriyor",
150007,Konum gösteren kılavuz yüzeyi,"Kılavuz yüzeyi%1,boyut%2,renk%3,sayı%4 'ü gösteriyor",
150008,Nesne için kılavuz satırı,"Kılavuz%1,boyut%2,renk%3,sayı%4",
150009,Yeri gösteren kılavuz çizgi,"Kılavuz%1,boyut%2,renk%3,sayı%4",
150010,resim,"Resim%1,boyut%2x,opaklık%3,sayı%4",
160001,Rastgele renk,Rastgele renk,
170001,Konum grubundaki belirtilen numaranın konumu,%1 'de%2 numaralı konum,
170002,Konum grubunda rastgele konum,%1 'de rastgele konum,
180001,Alan grubunda belirtilen numaralı alan,%1 'de%2 numaralı alan,
180002,Alan gruplarında rastgele alanlar,%1 'de rastgele alan,
190001,Sayısal grupta belirtilen sayının sayısal değeri,%1 'de%2 numaralı değer,
190002,Sayısal gruplarda rastgele değerler,%1 'deki rastgele değer,
190003,Sayısal bir grupta maksimum değeri alın,%1 'deki maksimum değeri alın,
190004,Sayısal bir gruptaki en küçük değeri alın,%1 'de minimum değer alın,
200001,String Grupta belirtilen sayıya sahip dize,%1 'de%2 dize,
200002,Dize Grupta rastgele dize,%1 'de rastgele dize,
20001,Sayısal işlem,%1%2%3,
20002,artı,%1Mod%2,
20003,rastgele sayı,Rastgele tamsayılar oluşturun:%1 -%2,
20004,maksimum değer,%1 ve%3 /%2,
20005,bölünebilir,%1%2 'yi böler,
20006,Konumun koordinat değeri,%1 'in%2 koordinat değeri,
20007,Pozisyonlar arasındaki yatay açı,%1 ile%2 arasındaki yatay açı,
20008,Pozisyonlar arasındaki dikey açı,%1 ile%2 arasındaki dikey açı,
20009,Üstel,%1 'den%2' nin gücüne,
20010,kare,%1 'den%2' nin gücüne,
20011,mutlak değer,%1 'in mutlak değeri,
20012,Trigonometrik fonksiyon,%1%2%3,
20013,Sabit alt logaritmik fonksiyon,%1%2,
20014,Keyfi alt logaritmik fonksiyon,Günlük%1%2,
20015,yuvarlama,%2%1,
20016,Açı ve radyan dönüşümü,%1 'i%2' ye dönüştürün,
20019,Mantıklı XOR,%1 XOR%2,
20020,Gelişmiş dört aritmetik,%1%2%3,
2010001,sayısal karşılaştırma,%1%2%3,
2010002,rastgele sayı,%1%2%3,
2010003,Maksimum veya minimum değer,%1%2%3,
2010004,bölünebilir,%1%2%3,
2010005,Konumun koordinat değeri,%1%2%3,
2010006,Yatay konum ve konum açısı,%1%2%3,
2010007,Konumdan konuma dikey açı,%1%2%3,
2010008,Üstel,%1%2%3,
2010009,kare,%1%2%3,
2010010,mutlak değer,%1%2%3,
2010011,Trigonometrik fonksiyon,%1%2%3,
2010012,yuvarlama,%1%2%3,
2010013,Açı ve radyan dönüşümü,%1%2%3,
2010018,Keyfi değer karşılaştırması,%1%2%3,
2010019,mantıklı ve,%1 ve%2,
2010020,mantıklı veya,%1 veya%2,
2010021,mantıksal olmayan,%1 değil,
2020001,Oyun zamanı,%1%2%3,
2020002,Oyuncu sayısı,%1%2%3,
2020003,Hava durumu yargısı,%1%2%3,
2020004,Yerçekimi yargısı,%1%2%3,
2020005,Durum kararını tetikle,%1 etkinleştirildi,
2020006,Tetik grubu durum yargısı,%1 etkinleştirildi,
2030001,Takım özelliği yargısı,%1%2%3,
2040001,Oyuncu niteliği yargısı,%1%2%3,
2040002,Sahip olunan eşya sayısı,%1%2%3,
2040003,Oyuncu grubunda oyuncu numarasının yargılanması,%1%2%3,
2040004,Oyuncu takımı kararı,%1%2%3,
2040005,Oyuncu bireysel yargısı,%1%2%3,
2040006,Oyuncu Oryantasyonu,%1%2%3,
2040007,Oyuncu grubunda yargı,%3 'te%1%2,
2040008,Player is in area to determine,%1%2 is in %3,
2040009,Oyuncu durumu etki yargısı,%3 'te%1%2,
2040010,Animasyon ifadesi yargısı,"%1%2,%3",
2040011,Oyuncu belirleme kararı,%1 'in%2' si%3,
2040012,Kısayol çubuğu anahtarını seçin,%1%2%3,
2040013,El eşya tipi yargı,%1%2%3,
2040014,Ekipman sütunu yargısı,%1%2%3,
2040015,Ekipman giyen oyuncu,%1%2%3 giyiyor,
2040016,Oyuncu görünümü yargısı,%1%2%3,
2040017,Oyuncu sırt çantası alanı yargısı,%1 kısayol çubuğu ve sırt çantası%4 için%2%3 tasarruf edebilir,
2040018,Yargılamak için sahne tutan oyuncu sırt çantası,%1 'in%2' si%4 için%3 'ü tutuyor,
2040019,Hedef nesne tipi yargılama,Olay sırasındaki hedef nesne türü%2 için%1,
2040020,Oyuncu arkadaşlığını belirle,"%1%2,%3 'lük bir arkadaş ilişkisidir",
2040021,Whether player follows the author,%1 has %2,
2050001,Bir oyuncu grubundaki oyuncu sayısı,%1%2%3,
2050002,Oyuncu grubundaki oyuncu sayısı,%1%2%3,
2050003,Oyuncu grubunda belirtilen numaraya sahip oyuncular,%1%2%3,
2060001,biyolojik özellikler,%1%2%3,
2060003,Biyolojik grupta yargı,%3 'te%1%2,
2060004,Biyolojik tip yargısı,%1%2%3,
2060005,Biyolojik bireysel yargı,%1%2%3,
2060006,Biyolojik Oryantasyon,%1%2%3,
2060007,Creature is in area to determine,%1%2 is in %3,
2060008,Biyolojik durum etkisi yargısı,%3 'te%1%2,
2060009,Biyolojik takım yargısı,%1%2%3,
2060010,Biyolojik grupta biyolojik sayı yargısı,%1%2%3,
2060011,Biyolojik ayar yargısı,%1 'in%2' si%3,
2060012,Biyolojik görünüm yargısı,%1%2%3,
2070001,Biyomdaki organizma sayısı,%1%2%3,
2070002,Biyolojik grupta belirtilen organizma sayısı,%1%2%3,
2080001,Düşen nesnelerin sayısının yargılanması,%1%2%3,
2080002,Damla bölgede,%3 'te%1%2,
2080003,Öğe türü yargısı,%1%2%3,
2080004,Mermi bölgede,%3 'te%1%2,
2090001,Konum ve konum arasındaki mesafe,%1%2%3,
2090002,Blok tipi yargısı,%1%2%3,
2090003,Blok anahtarı durum kararı,%1 için blok anahtarı durumu%2,
2090004,Blok alan yargısında,%3 'te%1%2,
2090005,Blok yönlendirme kararı,%1 'in%2' ye bakan blokları%3,
2090006,Belirtilen konumdaki blok türü,Blok tipi%2%3 at%1,
2090007,Blok ayar kararı,%1 'in%2' si%3,
2100001,Zamanlayıcı zaman yargısı,%1%2%3,
2100002,Boolean Karşılaştırması,%1%2%3,
2100003,Dize karşılaştırması,%1%2%3,
2100004,Müzik tipi yargısı,%1%2%3,
2100005,Yargıyı tamamlamak için sunucu tablosundan değeri alın,Sunucu tablosundan veya liderlik tablosundan değer alın tam karar%1,"1. Tablolardan veya skor tablolarından değer almak için eylemlerde bulunun
2. Etkinliğin tüm parametreleri aktarılacaktır (olay oyuncusunu tetiklemek,olay yaratığını tetiklemek vb.)"
2100006,Oyuncunun üyeliğini değerlendirmek,%1%2 Mini Dünya Büyük Üyesi%3,
210001,Boole değer grubunda belirtilen sayının Boole değeri,Boolean%1 'de%2 olarak numaralandırıldı,
210002,Boole Gruplarında Rastgele Boole Değerleri,%1 'de Rastgele Boolean,
2110001,Oyuncuya özel araçlar,%1%2%3,
2120001,etki yargısı,%1%2%3,
2130001,Yargıyı tamamlamak için reklamı oynatın,Şu anda oynatılan reklam%1 olarak belirlendi,
2140001,Durum etkisi yargısı,%1%2%3,
2140002,Yapı taşı yargısı,%1 'in%2' si%3 algılama modu algılandı%4 gerekli%5,
2140003,Yürütülebilir yapı taşı kararı,%3 algılama modu%4 gereksinimi%5 için%2 çalıştırılabilir yapı taşı%1 'in algılanması,
2140004,Çalışma ortamı yargısı,Şu anda sınıfta çalışıp çalışmadığını kontrol edin,
