ID,名字
420002,Ekipman Çubuğu 2 (Zırh)
420003,Ekipman Çubuğu 3 (Bacak Koruyucu)
420004,Ekipman Çubuğu 4 (Bot)
420005,Ekipman Çubuğu 5 (Sırt Koruyucu)
430001,Olaydaki Ekipman Çubuğu
440001,Olayı tetikleyen yaratık türü
440002,Olaydaki hedef yaratık türü
440003,Son oluşturulan yaratık türü
450001,Olaydaki tarifler
460001,Olaydaki eritmeler
470001,Olaydaki senaryo
480001,Olaydaki eşya sayısı
490001,Metin panosu
490002,Yüzen metin
490003,İlerleme çubuğu
490004,Hedefe işaret eden ok
490005,Konumuna işaret eden ok
490006,Hedefe doğru işaret eden rehber alanı
490007,Konuma doğru işaret eden rehber alanı
490008,Hedefe doğru işaret eden rehber çizgisi
490009,Konuma doğru işaret eden rehber çizgisi
500001,Artan
500002,Azalan
510001,Olay bileşeni
520001,Mevcut düzenleme arayüzü
520002,Etkinlikteki arayüz
530001,Uçuş
530002,Varsayılan hareket yöntemi
540001,Yıl
540002,Ay
540003,Gün
540004,Zaman
540005,Dakika
540006,Saniye
540007,Zaman damgası (saniye)
550001,Olaydaki karekter dizesi
570001,Etkinlikte müzik
580001,Duraklat
580002,Devam et
580003,Kapat
590001,Dünyadaki Ekran Penceresini Seç
600001,küresel nesne
610001,döngü
610002,tek oyun
990001,Ortak grup
990002,Okyanus grubu
990003,Çöl grubu
990004,Sıradan soğuk grup
990005,Zirve soğuk bölge grubu
990006,volkanik oluşum
990007,Sulak Alan Oluşumu
