keyid,名字,属性描述
38003,Kháng Đóng Băng,Kháng Đóng Băng +
39003,Công Cụ Che Chở,Công Cụ Che Chở
40003,Vũ Khí Che Chở,Vũ Khí Che Chở
41003,Trang Bị Che Chở,Trang Bị Che Chở
42001,Sát Thương Băng,Cấp Sát Thương Băng
42002,Sát Thương Băng,Cấp Sát Thương Băng
42003,Sát Thương Băng,Cấp Sát Thương Băng
43001,Buff sát thương vật lý cận chiến,Sát thương vật lý cận chiến+
43002,Buff sát thương vật lý cận chiến,Sát thương vật lý cận chiến+
43003,Buff sát thương vật lý cận chiến,Sát thương vật lý cận chiến+
44001,Cứng Rắn,Giảm sát thương+
44002,Cứng Rắn,Giảm sát thương+
44003,Cứng Rắn,Giảm sát thương+
45001,Bảo Hộ Tầm Xa,Sát thương vật lý tầm xa-
45002,Bảo Hộ Tầm Xa,Sát thương vật lý tầm xa-
45003,Bảo Hộ Tầm Xa,Sát thương vật lý tầm xa-
46001,Bảo Hộ Nổ,Sát thương nổ-
46002,Bảo Hộ Nổ,Sát thương nổ-
46003,Bảo Hộ Nổ,Sát thương nổ-
47001,Tốc độ hồi phục Sức Bền,Tốc độ hồi phục Sức Bền+
47002,Tốc độ hồi phục Sức Bền,Tốc độ hồi phục Sức Bền+
47003,Tốc độ hồi phục Sức Bền,Tốc độ hồi phục Sức Bền+
48001,Nhảy cao,Năng lực nhảy+
48002,Nhảy cao,Năng lực nhảy+
48003,Nhảy cao,Năng lực nhảy+
49001,Biến biến biến,Tỷ lệ khiến phe địch biến thân+
49002,Biến biến biến,Tỷ lệ khiến phe địch biến thân+
49003,Biến biến biến,Tỷ lệ khiến phe địch biến thân+
50001,Bảo Hộ Bền,Tỷ lệ không rơi Bền+
50002,Bảo Hộ Bền,Tỷ lệ không rơi Bền+
50003,Bảo Hộ Bền,Tỷ lệ không rơi Bền+
51001,Câu Cá Nhanh,Tốc độ câu cá+
51002,Câu Cá Nhanh,Tốc độ câu cá+
51003,Câu Cá Nhanh,Tốc độ câu cá+
52001,Chậm chạp,Tỷ lệ khiến phe địch giảm tốc độ+
52002,Chậm chạp,Tỷ lệ khiến phe địch giảm tốc độ+
52003,Chậm chạp,Tỷ lệ khiến phe địch giảm tốc độ+
53001,Giảm thể lực đào,Giảm thể lực đào
53002,Giảm thể lực đào,Giảm thể lực đào
53003,Giảm thể lực đào,Giảm thể lực đào
54001,Vẫn Thạch Rơi,Vẫn Thạch Rơi
54002,Vẫn Thạch Rơi,Vẫn Thạch Rơi
54003,Vẫn Thạch Rơi,Vẫn Thạch Rơi
55001,Buff EXP Sao,Nhận EXP Sao+
55002,Buff EXP Sao,Nhận EXP Sao+
55003,Buff EXP Sao,Nhận EXP Sao+
56001,Tật Tốc Kỹ Năng,CD Kỹ Năng-
56002,Tật Tốc Kỹ Năng,CD Kỹ Năng-
56003,Tật Tốc Kỹ Năng,CD Kỹ Năng-
57001,Đòn Cuối Cùng,Sát thương đòn cuối cùng +2%
57002,Đòn Cuối Cùng,Sát thương đòn cuối cùng +2%
57003,Đòn Cuối Cùng,Sát thương đòn cuối cùng +2%
58001,Kháng Đánh Lui,Kháng Đánh Lui +5%
58002,Kháng Đánh Lui,Kháng Đánh Lui +10%
58003,Kháng Đánh Lui,Kháng Đánh Lui +15%
59001,Buff sát thương Dã Thú,Sát thương lên Dã Thú +
59002,Buff sát thương Dã Thú,Sát thương lên Dã Thú +
59003,Buff sát thương Dã Thú,Sát thương lên Dã Thú +
60001,Buff sát thương Dã Nhân,Sát thương lên Dã Nhân +
60002,Buff sát thương Dã Nhân,Sát thương lên Dã Nhân +
60003,Buff sát thương Dã Nhân,Sát thương lên Dã Nhân +
61001,Buff sát thương Tinh Anh,Sát thương lên Tinh Anh +
61002,Buff sát thương Tinh Anh,Sát thương lên Tinh Anh +
61003,Buff sát thương Tinh Anh,Sát thương lên Tinh Anh +
62001,Buff sát thương Hư Không,Sát thương lên sinh vật Hư Không +
62002,Buff sát thương Hư Không,Sát thương lên sinh vật Hư Không +
62003,Buff sát thương Hư Không,Sát thương lên sinh vật Hư Không +
63001,Buff sát thương Ngoại Tinh,Sát thương lên sinh vật Ngoại Tinh +
63002,Buff sát thương Ngoại Tinh,Sát thương lên sinh vật Ngoại Tinh +
63003,Buff sát thương Ngoại Tinh,Sát thương lên sinh vật Ngoại Tinh +
64001,Buff sát thương Thủy Sinh,Sát thương lên sinh vật Thủy Sinh +
64002,Buff sát thương Thủy Sinh,Sát thương lên sinh vật Thủy Sinh +
64003,Buff sát thương Thủy Sinh,Sát thương lên sinh vật Thủy Sinh +
