ID,任务名,任务描述,任务追踪
1007001,Vào Rừng Mưa,"Bước và môi trường sinh thái Rừng Mưa trên Miras #r (Rừng Mưa trên Miras có nhiều cây to lớn và rậm rạp, bất kỳ nơi nào cũng đầy hiểm nguy. Vào ngày sấm sét ở Rừng Mưa, tốt nhất đừng đi ra ngoài, nếu bị sét đánh trúng thì không phải chuyện đùa đâu!)",Vào môi trường sinh thái Rừng Mưa
1007002,Bấc Rừng Mưa,"Phá hoại @item_396# nhận được @item_11601#@1#r(Cành Cây của Cây Cao To trong Rừng Mưa thỉnh thoảng sẽ cho ra vài Tinh Thể, cần bình tâm lại và tìm kiếm kỹ lưỡng)",Nhận được @item_11601#@1
1007003,Chìa Khóa Cổ Xưa,"Dùng @item_11601# và @item_11329# để gia công và nhận được @item_11597#@1#r (trên @item_11597# ghi khắc ngôn ngữ của người Miras Cổ Xưa, đã ghi lại cách mở “Đền Thờ Rừng Mưa”)",Gia công nhận được @item_11597#@1
1007004,Đền Thờ Rừng Mưa!,"Trong Rừng Mưa, sau khi tìm ra @item_578# , dùng @item_11597# và nhấp để kích hoạt, triệu hồi ra Đền Thờ Rừng Mưa #r (Thần Rắn ở ngay trong đó!)",Triệu hồi Đền Thờ Rừng Mưa
1007005,Thần Rắn,"Đánh bại Thần Rắn #r (nguồn gốc sinh ra Thần Rắn là từ một tai nạn. “Quả Thần” ẩn sâu trong nó, đã trải qua không biết bao lâu ......)",Đánh bại Thần Rắn
1007006,Hạt Giống Cây Thần,"Nhận được @item_591#@1#r (trong “Quả Thần” có Chìa Khóa Mã phong ấn, được đời đời truyền lại bằng gien di truyền ......)",Nhận được @item_591#@1
1007007,Kỳ Tích Sinh Mệnh,"Trồng @item_591# vào Hố, mọc ra Cây Thần @1#r (Cây Thần khác với những thực vật khác, không thể dùng @item_11311# để tăng tốc độ sinh trưởng, chỉ có thể đợi từ từ thôi)",Trồng @item_591#@1
1007008,Chìa Khóa Mã tượng trưng cho “Sinh Mệnh”,"Ở độ cao của Cây Thần, thu thập và nhận được @item_587#@1#r (Cây Thần cao chọc trời, mà Quả thì lại mục ở trên Cành Cây nơi cao kia. Quá trình hái sẽ cực kỳ nguy hiểm, hãy cẩn thận)",Nhận được @item_587#@1
1007009,Tung Cánh Lượn Bay,"Gia công và mặc @item_11591#@1#r (Lông Vũ trên cánh của Thần Rắn cực kỳ bền chắc và lại rất nhẹ, đeo @item_11591# lên người là có thể Cánh Trượt rồi)",Gia công và mặc @item_11591#@1
1007010,Lá Cây Phát Sáng Lấp Lánh,"Vào buổi đêm trong Rừng Mưa, thu thập Lá Cây Cao To phát sáng, nhận được @item_11596#@1#r (hãy nhớ kỹ, một khi trời sáng, ánh sáng sao trên Lá Cây sẽ tan biến)",Nhận được @item_11596#@1
1007011,Phép Thuật?!,"Gia công @item_11569#@1#r (nếu chưa khảm Pha Lê, thì chỉ là một Cậy Gỗ mà thôi)",Gia công @item_11569#@1
1007012,Phép Thuật!!!,"Gia công Pháp Trượng bất kỳ @1 , ví dụ: @item_11580##r (có nhiều loại Pha Lê, Thầy Tế Dã Nhân dựa vào những Pha Lê này mới có được rất nhiều năng lực)",Gia công Pháp Trượng bất kỳ @1
1007013,Hạ Màn! “Chương Sinh Mệnh”,Hoàn thành tất cả nhiệm vụ trong mục tiêu “Theo Vết Rừng Mưa”,Hoàn thành tất cả nhiệm vụ trong mục tiêu “Theo Vết Rừng Mưa”
1008001,Đến Flamas,"Ngồi vào Trạm Sao và thuận lợi đến được Flamas #r (Flamas là hành tinh gần nhất với Hằng Tinh trong hệ sao, độ ẩm trên bề mặt trái đất cực kỳ cao, và dường như đã bị Dung Nham che phủ. Trước khi đến Flamas cần phải chuẩn bị kỹ càng)",Ngồi vào Trạm Sao thuận lợi đến được Flamas
1008002,Thí Luyện Rồng Đen Ⅰ,"Chiến thắng Rồng Đen Viễn Cổ! # r (Rồng Đen bảo vệ Kiếm Gãy Rực Lửa đã trải qua không biết bao ngày tháng, nhưng vẫn không quên lời giao ước của mình và “Người Thời Xưa”. Muốn có được “Kiếm Gãy Rực Lửa”, cần phải vượt qua được Thí Luyện của rồng trước đã. Hãy chứng minh thực lực của mình cho Rồng Đen thấy đi!)",Chiến thắng Rồng Đen Viễn Cổ
1008003,Chìa Khóa Mã đại diện cho “Can Đảm”,"Nhận được @item_588##r (trong Kiếm Gãy Rực Lửa có chứa một đoạn trong số Chìa Khóa Mã phong ấn, là thứ không thể thiếu để giải trừ Phong Ấn Núi Lửa)",Nhận được @item_588#
1008004,Tăng độ khó!,"Gia công @item_11215# , kích hoạt @item_765# , triệu hồi Hắc Long Dung Nham",Triệu hồi Hắc Long Dung Nham
1008005,Thí Luyện Rồng Đen Ⅱ,"Chiến thắng Rồng Đen Dung Nham! # r (Rồng Đen hóa thân thành dạng Dung Nham và bắt đầu Thí Luyện thứ hai, hãy chiến thắng nó, sẽ mạnh mẽ hơn!)",Chiến thắng Rồng Đen Dung Nham!
1008006,Độ khó cao nhất!,"Gia công @item_11216# , kích hoạt @item_765# , triệu hồi Hắc Long Hỗn Mang",Triệu hồi Hắc Long Hỗn Mang
1008007,Thí Luyện Rồng Đen ∞,"Chiến thắng Rồng Đen Hỗn Loạn! # r (Rồng Đen hóa thân thành dạng Hỗn Loạn và bắt đầu Thí Luyện thứ ba, đây là thử thách khó khăn nhất, hãy chuẩn bị kỹ càng)",Chiến thắng Rồng Đen Hỗn Loạn!
1008008,Nhận được Vỏ Cua Lửa,"Đánh bại Cua Lửa nhận được @item_12605#@1#r (Cua Lửa có thể sinh tồn được dưới nhiệt độ cao đến vậy ở Flamas, thậm chí có thể bơi được trong Dung Nham, điều này chắc chắn liên quan đến lớp vỏ cứng thần kỳ trên người nó)",Nhận được @item_12605#@1
1008009,Trang bị Túi Chống Lửa,Gia công và mặc @item_12277#@1#r (khi có được @item_12277# sẽ có thể chống lại nhiệt độ cao ở Flamas rồi),Gia công và mặc @item_12277#@1
1008010,Hạ Màn! “Chương Can Đảm”,Hoàn thành tất cả nhiệm vụ trong mục tiêu “Thí Luyện Vĩnh Hằng”,Hoàn thành tất cả nhiệm vụ trong mục tiêu “Thí Luyện Vĩnh Hằng”
1009001,Đến Horas,"Ngồi vào Trạm Sao và thuận lợi đến được Horas #r(Horas là vệ tinh duy nhất của Miras, lực dẫn nhỏ hơn rất nhiều so với Miras. Sinh sống trên hành tinh này là một nhóm sinh vận bản địa có vẻ ngoài độc đáo, dường như hơi khó để trò chuyện ......)",Ngồi vào Trạm Sao và thuận lợi đến được Horas
1009002,Xua đuổi Hư Không đang xâm nhập,"Giúp Tên Khổng Lồ Viễn Cổ thoát khỏi sự xâm nhập của Hư Không #r(Tên Khổng Lồ Viễn Cổ đã bị Hư Không xâm nhập quá sâu, đã không thể cứu vãn nữa, cách duy nhất là phá hoại nó. # r Sau khi tìm ra Tế Đàn, trong 4 ô bên cạnh @item_1042# đặt vào @item_408# , @item_409# , @item_449# , @item_450# mới có thể triệu hồi Tên Khổng Lồ Viễn Cổ)",Giúp Tên Khổng Lồ Viễn Cổ thoát khỏi sự xâm nhập của Hư Không
1009003,Chìa Khóa Mã đại diện cho “Trí Tuệ”,"Nhận được @item_589#@1#r (@item_589# từng là đột phá lớn quan trọng trong lĩnh vực sinh mệnh nhân tạo của người Miras Cổ Xưa, bên trong có chứa một trong những đoạn của ba Chìa Khóa Mã Phong Ấn Núi Lửa)",Nhận được @item_589#@1
1009004,“Cuộc Phiêu Lưu Của Rocki”,"Đánh bại Rocki, nhận được @item_11077#@1#r (cách để phân biệt ra sinh vật là nhìn vào màu của chúng, Rocki màu trắng, cực kỳ sợ con người, nhưng hãy cẩn thận Bom mà chúng nhổ ra)",Nhận được @item_11077#@1
1009005,Đá Tinh Khởi,Dùng @item_11077# để gia công và nhận được @item_11075#@1,Gia công @item_11075#@1
1009006,Kích hoạt Vật Tổ Horas,"Dùng @item_11075# để kích hoạt @item_1042#@1#r (sau khi kích hoạt có thể tạo ra một Khu Oxy lớn, ở trong Khu Oxy sẽ không sợ thiếu khí nữa)",Kích hoạt @item_1042#@1
1009007,Quặng Đồng Sao,"Thu thập @item_445#获得@item_11073#@1#r(@item_445# là một trong những khoáng vật đặc biệt của Horas, chất liệu cứng hơn nhiều so với Đồng Vàng)",Thu thập @item_445# nhận được @item_11073#@1
1009008,Mũi Khoan Đồng Sao,Gia công @item_11016#@1#r (muốn gia công @item_11016# thì trước tiên cần có được @item_11087#),Gia công @item_11016#
1009009,Quặng Tím,"Thu thập @item_446# nhận được @item_11074#@1#r (@item_446# cũng là một trong những khoáng vật đặc biệt của Horas, nhưng sản lượng cực kỳ ít, chỉ xuất hiện lượng ít ở Đảo Hoang trên Horas thôi)",Thu thập @item_446# nhận được @item_11074#@1
1009010,Lên Trời Xuống Đất!,Gia công @item_12006#@1#r (muốn gia công @item_12006# thì trước tiên cần có được @item_11088#),Gia công @item_12006#@1
1009011,Hạ Màn! “Chương Trí Tuệ”,Hoàn thành tất cả nhiệm vụ trong mục tiêu “Chi Viện Vượt “Đá””,Hoàn thành tất cả nhiệm vụ trong mục tiêu “Chi Viện Vượt “Đá””
2001001,Rìu Đá I,Gia công @item_11002#@1#r (tốn vật liệu và dùng @item_11323# và @item_11627# để gia công),Gia công @item_11002#@1
2001002,Rìu Đá II,Gia công @item_11002#@1#r (tốn vật liệu và dùng @item_11323# và @item_11627# để gia công),Gia công @item_11002#@1
2001003,Rìu Đồng Vàng I,Gia công @item_11001#@1#r (tốn vật liệu và dùng @item_11323# và @item_11329# để gia công),Gia công @item_11001#@1
2001004,Rìu Đồng Vàng Ⅱ,Gia công @item_11001#@1#r (tốn vật liệu và dùng @item_11323# và @item_11329# để gia công),Gia công @item_11001#@1
2001005,Rìu Bạc Kín I,Gia công @item_11003#@1#r (tốn vật liệu và dùng @item_11323# và @item_11209# để gia công),Gia công @item_11003#@1
2001006,Rìu Bạc Kín II,Gia công @item_11003#@1#r (tốn vật liệu và dùng @item_11323# và @item_11209# để gia công),Gia công @item_11003#@1
2001007,Rìu Titan I,Gia công @item_11004#@1#r (tốn vật liệu và dùng @item_11323# và @item_11330# để gia công),Gia công @item_11004#@1
