ID,名称,描述,说明
1030032,Người chơi nhấn nút,Khi người chơi nhấn %1,
1030033,Người chơi nhấn giữ nút,Khi người chơi nhấn giữ %1,
1030034,Người chơi thả nút,Khi người chơi thả nút %1,
1030035,Người chơi nhận trạng thái hiệu ứng,Khi người chơi nhận trạng thái hiệu ứng,
1030036,Người chơi mất trạng thái hiệu ứng,Khi người chơi mất trạng thái,
1030037,Người chơi mất trạng thái chỉ định,Khi người chơi mất trạng thái %1,
1030038,Cấp độ người chơi thay đổi,Khi cấp độ người chơi thay đổi,
1030039,Người chơi nhập thông tin trò chuyện (bao gồm cả chuỗi),Khi nhập nội dung chứa %1 vào chat box,Nhập nội dung văn bản chỉ định vào chat box và gửi đi
1030040,Khi người chơi lựa chọn vật phẩm chỉ định,Khi người chơi lựa chọn %1 ở ô phím tắt,
1030041,Mời Bạn Bè,Khi Người Chơi Mời Bạn Bè,
1040001,Sinh vật nhận sát thương,Khi sinh vật nhận sát thương,
1040002,Sinh vật tấn công,Khi sinh vật bắt đầu tấn công,
1040003,Sinh vật tác động tấn công,Khi sinh vật tác động tấn công,
1040004,Sinh vật gây sát thương,Khi sinh vật gây sát thương,
1040005,Sinh vật bị tiêu diệt,Khi sinh vật bị tiêu diệt,
1040006,Sinh vật tiêu diệt mục tiêu,Khi sinh vật tiêu diệt mục tiêu,
1040007,Sinh vật vào khu vực,Khi sinh vật vào %1,
1040008,Sinh vật rời khỏi khu vực,Khi sinh vật rời khỏi %1,
1040009,Trạng thái chuyển động của sinh vật thay đổi,Khi sinh vật bắt đầu %1,
1040010,Sinh vật va chạm,Khi sinh vật va chạm với bất kỳ người chơi/sinh vật nào,
1040011,Thuộc tính sinh vật thay đổi,Khi thuộc tính sinh vật %1 thay đổi,
1040012,Sinh vật được tạo,Khi sinh vật được tạo,
1040013,Sinh vật nhận trạng thái hiệu ứng,Khi sinh vật nhận trạng thái hiệu ứng,
1040014,Sinh vật mất trạng thái hiệu ứng,Khi sinh vật mất trạng thái hiệu ứng,
1040015,Sinh vật mất trạng thái được chỉ định,Khi sinh vật mất %1,
1040016,Sinh vật này nhận sát thương,Khi sinh vật này nhận sát thương,
1040017,Sinh vật này tấn công,Khi sinh vật này bắt đầu tấn công,
1040018,Sinh vật này tác động tấn công,Khi sinh vật này tác động tấn công tới mục tiêu,
1040019,Sinh vật này gây sát thương,Khi sinh vật này gây sát thương tới mục tiêu,
1040020,Sinh vật này bị tiêu diệt,Khi sinh vật này bị tiêu diệt,
1040021,Sinh vật này tiêu diệt mục tiêu,Khi sinh vật này tiêu diệt mục tiêu,
1040022,Trạng thái hành động của sinh vật này thay đổi,Khi sinh vật này bắt đầu %1,
1040023,Sinh vật này va chạm,Khi sinh vật này va chạm với bất kỳ người chơi/sinh vật nào,
1040024,Thuộc tinh sinh vật này thay đổi,Khi thuộc tính %1 của sinh vật này thay đổi,
1040025,Sinh vật này được tạo,Khi sinh vật này được tạo,
1040026,Sinh vật này nhận trạng thái hiệu ứng,Khi sinh vật này nhận trạng thái hiệu ứng,
1040027,Sinh vật này mất trạng thái hiệu ứng,Khi sinh vật này mất trạng thái hiệu ứng,
1040028,Sinh vật này được click bởi người chơi,Khi sinh vật này được click bởi người chơi,
1050001,Khối được đào xong,Khi khối được đào xong,
1050002,Khối bị phá,Khi khối bị phá,
1050003,Trạng thái chuyển đổi khối thay đổi,Khi trạng thái chuyển đổi của khối thay đổi,
1050004,Vật phẩm trong rương thay đổi,Khi vật phẩm trong rương thay đổi,
1050005,Khối được tạo,Khi khối được tạo,
1050006,Rương được đặt vật phẩm vào trong,Khi rương được đặt vật phẩm vào trong,
1050007,Rương chứa bị lấy vật phẩm ra,Khi rương chứa bị lấy vật phẩm ra,
1050008,Khối được đào,Khi khối được đào,
1050009,Khối đang đào bị gián đoạn,Khi khối đang được đào bị gián đoạn,
1050010,Khối này được đào,Khi khối này được đào,
1050011,Khối này được đào xong,Khi khối này được đào xong,
1050012,Khối này bị gián đoạn khi đang được đào,Khi khối này bị gián đoạn khi đang được đào,
1050013,Khối này bị phá,Khi khối này bị phá,
1050014,Khối này được tạo,Khi khối này được tạo,
1050015,Trạng thái chuyển đổi của khối này thay đổi,Khi trạng thái chuyển đổi của khối này thay đổi,
1050016,Khối này được nhận,Khi người chơi/sinh vật nhận khối này,
1050017,Khối này được click bởi người chơi,Khi người chơi click vào khối này,
1050018,Đổi Màu Khối,Khi Màu Khối Thay Đổi,
1060001,Vật ném trúng mục tiêu,Khi vật ném trúng người chơi/sinh vật/khối bất kỳ,
1060002,Vật ném vào khu vực,Khi vật ném vào %1,
1060003,Vật ném rời khỏi khu vực,Khi vật ném rời khỏi %1,
1060004,Vật rơi trong khu vực,Khi vật rơi ở trong %1,
1060005,Vật rơi rời khỏi khu vực,Khi vật rơi rời khỏi %1,
1060006,Vật rơi được nhặt,Khi vật phẩm rơi được nhặt lên,
1060007,Vật rơi biến mất,Khi vật rơi biến mất,
1060008,Vật ném được tạo,Khi vật ném được tạo,
1060009,Vật phẩm này được nhận,Khi vật phẩm này được nhận bởi người chơi/sinh vật,
1060010,Vật phẩm này bị vứt bỏ,Khi vật phẩm này bị vứt bỏ,
1060011,Vật phẩm này biến mất,Khi vật phẩm này biến mất,
1060012,Vật phẩm này bị hỏng,Khi vật phẩm này bị hỏng,
1060013,Vật ném này trúng mục tiêu,Khi vật ném này trúng mục tiêu,
1060014,Vật ném này được tạo hoặc tiêu thụ,Khi vật ném này được tạo hoặc tiêu thụ,
1060015,Vật phẩm này được tiêu thụ,Khi vật phẩm này được tiêu thụ,
1060016,Rương này được mở,Khi rương này được mở,
1060017,Trang bị này được mặc,Khi trang bị này được mặc,
1060018,Trang bị này được tháo,Khi trang bị này được tháo,
1060019,Trang bị này bị phá hủy,Khi trang bị này bị phá hủy bởi người chơi/sinh vật,
1060020,Vật phẩm này được sử dụng,Khi vật phẩm này được sử dụng bởi người chơi,
1060021,Khi vật rơi được tạo bằng cách chỉ định,Khi vật rơi được tạo bằng cách %1,
1060022,Khi vật rơi được tạo bằng cách bất kỳ,Khi vật rơi được tạo bằng cách bất kỳ,
1070001,Vị trí hiệu ứng được tạo,Khi hiệu ứng được tạo ở vị trí,
1070002,Hiệu ứng đặc biệt được tạo trên người chơi,Khi hiệu ứng được tạo ở người chơi,
1070003,Hiệu ứng đặc biệt được tạo trên sinh vật,Khi hiệu ứng được tạo ở sinh vật,
1070004,Hiệu ứng đặc biệt được tạo trên vật ném,Khi hiệu ứng được tạo ở vật ném,
1070005,Khi hiệu ứng được tạo ở trên vật phẩm rơi ra,Khi hiệu ứng được tạo ở vật phẩm rơi ra,
1080001,Trạng thái này được sinh vật nhận được,Khi sinh vật nhận trạng thái này,
1080002,Trạng thái này bị loại bỏ khỏi sinh vật,Khi sinh vật mất trạng thái này,
1080003,Trạng thái này được người chơi nhận được,Khi người chơi nhận trạng thái này,
1080004,Trạng thái này bị loại bỏ khỏi người chơi,Khi người chơi mất trạng thái này,
1090001,Công thức này được tổng hợp,Khi công thức này được tổng hợp,
1090002,Công thức được tổng hợp,Khi công thức được tổng hợp,
1100001,Bắt đầu Dung luyện,Khi bắt đầu dung luyện,
1100002,Kết thúc Dung luyện,Khi kết thúc dung luyện,
1100003,Bắt đầu quá trình Dung luyện này,Khi bắt đầu quá trình Dung luyện này,
1100004,Kết thúc quá trình Dung luyện này,Khi kết thúc quá trình Dung luyện này,
110001,Phương tiện của người chơi,Phương tiện của %1,
1110001,Bắt đầu Hội thoại,Khi bắt đầu Hội thoại,
1110002,Kết thúc Hội thoại,Khi kết thúc Hội thoại,
1110003,Bắt đầu Hội thoại này,Khi bắt đầu Hội thoại này,
1110004,Kết thúc Hội thoại này,Khi kết thúc Hội thoại này,
1120001,Nút được nhả ra,Nút bất kỳ trong giao diện hiện tại được thả ra,
1120002,Giao diện được mở,Giao diện hiện tại được mở,
1120003,Giao diện được đóng,Khi giao diện hiện tại được đóng lại,
1120004,Nút được nhấn,Nút bất kỳ trong giao diện hiện tại được nhấn,
1120005,Người chơi nhập chuỗi trong giao diện,Khi người chơi nhập chuỗi bất kỳ trong giao diện,
1120006,Nút trong giao diện hiện tại được thả ra,Nút %1 trong giao diện hiện tại được thả ra,
1120007,Nút trong giao diện hiện tại được nhấn,Nút %1 trong giao diện hiện tại được nhấn,
1120008,Khi người chơi nhập nội dung trong giao diện hiện tại,Khi người chơi nhập nội dung %1 trong giao diện hiện tại,
1130001,Nhạc được phát,Khi bản nhạc giao diện được phát,
1140001,Mua Gói Hội Viên Lớn (1 tháng),Khi người chơi mua Gói Hội Viên Lớn 1 tháng,
1140002,Purchase Membership (3 Months),When player subscribed 3 months of Membership,
1140003,Người chơi bất kỳ mua hoặc nhận vật phẩm Tiệm Developer,Khi người chơi mua hoặc nhận vật phẩm Tiệm Developer,
120001,Loại hiệu ứng ngẫu nhiên,Loại hiệu ứng ngẫu nhiên,
120002,Loại hiệu ứng,Loại hiệu ứng %1,
120003,Nhóm loại hiệu ứng,Nhóm loại hiệu ứng %1,
130001,Nhận tên vị trí phát quảng cáo hiện tại,Nhận tên vị trí phát quảng cáo hiện tại,
140001,Loại khối vuông,Loại khối vuông %1,
140002,Nhóm loại khối,Nhóm loại khối %1,
140003,Tên loại khối vuông,Tên loại %1,
140004,Mô tả loại khối vuông,Mô tả Plugin %1,
140005,Ngoại hình loại khối vuông,Ngoại hình của %1,
150001,Bảng văn bản,"Bảng văn bản với nội dung %1, kích thước phông chữ %2, độ mờ %3%, ID %4, Xuống dòng tự động %5",
150002,Văn bản nổi,"Nội dung là văn bản nổi %1, kích thước phông chữ %2, ID %3",
150003,Thanh tiến trình,"Thanh tiến trình có giá trị hiện tại %1, giá trị tối đa %2, màu sắc %3, ID %4",
150004,Mũi tên chỉ vào đối tượng,"Mũi tên chỉ vào %1, kích thước %2, màu sắc %3, ID %4",
150005,Mũi tên chỉ vào vị trí,"Mũi tên chỉ vào %1, kích thước %2, màu sắc %3, ID %4",
150006,Hướng dẫn chỉ vào đối tượng,"Hướng dẫn chỉ vào %1, kích thước %2, màu sắc %3, ID %4",
150007,Hướng dẫn chỉ vào vị trí,"Hướng dẫn chỉ vào %1, kích thước %2, màu sắc %3, ID %4",
150008,Chỉ đường đến đối tượng,"Chỉ đường đến %1, kích thước %2, màu sắc %3, ID %4",
150009,Chỉ đường đến vị trí,"Chỉ đường đến %1, kích thước %2, màu sắc %3, ID %4",
150010,Hình ảnh,"Hình ảnh là %1, kích thước x%2 lần, độ mờ %3%, ID %4",
160001,Màu ngẫu nhiên,Màu ngẫu nhiên,
170001,Vị trí chỉ định ID trong nhóm vị trí,Trong %1 vị trí ID là %2,
170002,Vị trí ngẫu nhiên trong nhóm vị trí,Vị trí ngẫu nhiên trong %1,
180001,Khu vực chỉ định ID trong nhóm khu vực,Trong %1 khu vực ID là %2,
180002,Khu vực ngẫu nhiên trong nhóm khu vực,Khu vực ngẫu nhiên trong %1,
190001,Trị số chỉ định ID trong nhóm trị số,Trong %1 trị số ID là %2,
190002,Trị số ngẫu nhiên trong nhóm trị số,Trị số ngẫu nhiên trong %1,
190003,Nhận giá trị lớn nhất trong nhóm trị số,Nhận giá trị lớn nhất trong %1,
190004,Nhận giá trị nhỏ nhất trong nhóm trị số,Nhận giá trị nhỏ nhất trong %1,
200001,Chuỗi chỉ định ID trong nhóm chuỗi,Trong %1 chuỗi ID là %2,
200002,Chuỗi ngẫu nhiên trong nhóm chuỗi,Chuỗi ngẫu nhiên trong %1,
20001,Tính toán trị số,%1%2%3,
20002,Lấy phần dư,%1Mod%2,
20003,Số ngẫu nhiên,Tạo số nguyên ngẫu nhiên: %1 đến %2,
20004,Max,%1 và %2 %3,
20005,Chia,%1 chia %2,
20006,Giá trị tọa độ vị trí,Giá trị tọa độ %1 %2,
20007,Góc ngang giữa các vị trí,Góc ngang giữa %1 và %2,
20008,Góc dọc giữa các vị trí,Góc dọc thẳng đứng giữa %1 và %2,
20009,Lũy thừa,%1 %2 lũy thừa,
20010,Khai căn,%1 khai căn %2,
20011,Giá trị tuyệt đối,Giá trị tuyệt đối của %1,
20012,Hàm Lượng Giác,%1%2%3,
20013,Cố định giá trị min của đối số,%1%2,
20014,Tùy biến giá trị min của đối số,Log%1%2,
20015,Làm tròn,%2%1,
20016,Chuyển đổi góc và radian,Chuyển đổi %1 thành %2,
20019,Logic XOR,%1 XOR %2,
20020,Tính toán bốn phép tính nâng cao,%1%2%3,
2010001,So sánh thông số,%1%2%3,
2010002,Số ngẫu nhiên,%1%2%3,
2010003,Số lớn nhất hoặc Số nhỏ nhất,%1%2%3,
2010004,Chia,%1%2%3,
2010005,Giá trị tọa độ vị trí,%1%2%3,
2010006,Góc ngang giữa vị trí với vị trí,%1%2%3,
2010007,Góc dọc giữa vị trí với vị trí,%1%2%3,
2010008,Lũy thừa,%1%2%3,
2010009,Khai căn,%1%2%3,
2010010,Giá trị tuyệt đối,%1%2%3,
2010011,Hàm Lượng Giác,%1%2%3,
2010012,Làm tròn,%1%2%3,
2010013,Chuyển đổi góc và radian,%1%2%3,
2010018,So sánh giá trị tùy ý,%1%2%3,
2010019,Logic và,%1 và %2,
2010020,Logic hoặc,%1 hoặc %2,
2010021,Logic phủ định,Không phải %1,
2020001,Giờ Chơi Game,%1%2%3,
2020002,Số lượng người chơi,%1%2%3,
2020003,Đánh giá Thời tiết,%1%2%3,
2020004,Đánh giá Trọng lực,%1%2%3,
2020005,Đánh giá trạng thái kích hoạt,%1 được kích hoạt,
2020006,Đánh giá trạng thái nhóm kích hoạt,%1 được kích hoạt,
2030001,Đánh giá thuộc tính Đội,%1%2%3,
2040001,Đánh giá thuộc tính Người chơi,%1%2%3,
2040002,Số lượng vật phẩm sở hữu,%1%2%3,
2040003,Đánh giá ID người chơi trong nhóm người chơi,%1%2%3,
2040004,Đánh giá đội người chơi,%1%2%3,
2040005,Đánh giá cá nhân người chơi,%1%2%3,
2040006,Góc nhìn người chơi,%1%2%3,
2040007,Đánh giá nhóm người chơi,%1%2 trong %3,
2040008,Player is in area to determine,%1%2 is in %3,
2040009,Đánh giá Hiệu ứng trạng thái,%1%2 trong %3,
2040010,Đánh giá biểu cảm động,%1%2 là %3,
2040011,Đánh giá cài đặt người chơi,%1 %2 là %3,
2040012,Lựa chọn phím tắt,%1%2%3,
2040013,Đánh giá loại vật phẩm cầm tay,%1%2%3,
2040014,Đánh giá ô trang bị,%1%2%3,
2040015,Đáng giá trang bị được mặc,%1%2 mặc %3,
2040016,Đánh giá ngoại hình người chơi,%1%2%3,
2040017,Đánh giá ô balo của người chơi,Ô phím tắt và Balo của %1 có thể tồn trữ %2 %3 là %4,
2040018,Đánh giá có vật phẩm trong ô balo người chơi,%1 %2 có %3 là %4,
2040019,Đánh giá loại đối tượng mục tiêu,Loại đối tượng mục tiêu trong sự kiện là %1 thành %2,
2040020,Đánh giá mối quan hệ bạn bè của người chơi,%1%2 là mối quan hệ bạn bè là %3,
2040021,Whether player follows the author,%1 has %2,
2050001,Số người chơi trong nhóm người chơi,%1%2%3,
2050002,ID của người chơi trong nhóm người chơi,%1%2%3,
2050003,Chọn ID của người chơi cụ thể trong nhóm người chơi,%1%2%3,
2060001,Thuộc tính sinh vật,%1%2%3,
2060003,Đánh giá trong nhóm sinh vật,%1%2 trong %3,
2060004,Đánh giá loại sinh vật,%1%2%3,
2060005,Đánh giá cá nhân sinh vật,%1%2%3,
2060006,Góc nhìn sinh vật,%1%2%3,
2060007,Creature is in area to determine,%1%2 is in %3,
2060008,Đánh giá hiệu ứng trạng thái sinh vật,%1%2 trong %3,
2060009,Đánh giá đội sinh vật,%1%2%3,
2060010,Chọn ID sinh vật trong Nhóm Sinh Vật,%1%2%3,
2060011,Đánh giá cài đặt sinh vật,%1 %2 là %3,
2060012,Đánh giá ngoại hình sinh vật,%1%2%3,
2070001,Số lượng sinh vật trong Nhóm Sinh Vật,%1%2%3,
2070002,Chọn ID sinh vật cụ thể trong Nhóm Sinh Vật,%1%2%3,
2080001,Đánh giá số lượng vật phẩm rơi,%1%2%3,
2080002,Vật rơi nằm trong khu vực,%1%2 trong %3,
2080003,Đánh giá loại vật phẩm,%1%2%3,
2080004,Vật ném ở trong khu vực,%1%2 trong %3,
2090001,Khoảng cách giữa các vị trí,%1%2%3,
2090002,Đánh giá loại khối,%1%2%3,
2090003,Đánh giá trạng thái chuyển đổi khối,Trạng thái chuyển đổi khối %1 là %2,
2090004,Đánh giá khối nằm trong khu vực,%1%2 trong %3,
2090005,Đánh giá hướng khối,Mặt khối %1 hướng về %2 %3,
2090006,Loại khối ở vị trí chỉ định,Loại khối tại %1 là %2%3,
2090007,Đánh giá cài đặt khối,%1 %2 là %3,
2100001,Đánh giá thời gian bộ hẹn giờ,%1%2%3,
2100002,So sánh giá trị Boolean,%1%2%3,
2100003,So sánh chuỗi ký tự,%1%2%3,
