ID,购买提示
38,Quả đặc biệt giúp bạn mở khoá vật phẩm. Không đến từ quả vàng hoặc quả bình thường trong vườn.
39,Quả đặc biệt giúp bạn mở khoá vật phẩm. Không đến từ quả vàng hoặc quả bình thường trong vườn.
40,Quả đặc biệt giúp bạn mở khoá vật phẩm. Không đến từ quả vàng hoặc quả bình thường trong vườn.
45,Quả đặc biệt giúp bạn mở khoá vật phẩm. Không đến từ quả vàng hoặc quả bình thường trong vườn.
46,Quả đặc biệt giúp bạn mở khoá vật phẩm. Không đến từ quả vàng hoặc quả bình thường trong vườn.
47,Quả đặc biệt giúp bạn mở khoá vật phẩm. Không đến từ quả vàng hoặc quả bình thường trong vườn.
48,Mua để mở khóa
49,Mở khóa thông qua các sự kiện
50,Mở khóa thông qua các sự kiện
51,Mở khóa thông qua các sự kiện
52,Mở khóa thông qua các sự kiện
53,Quả giới hạn có thể giúp bạn mở khóa các vật phẩm. Không ra quả vàng và quả thông thường
54,Quả giới hạn có thể giúp bạn mở khóa các vật phẩm. Không ra quả vàng và quả thông thường
55,Quả giới hạn có thể giúp bạn mở khóa các vật phẩm. Không ra quả vàng và quả thông thường
56,Quả giới hạn có thể giúp bạn mở khóa các vật phẩm. Không ra quả vàng và quả thông thường
57,Quả giới hạn có thể giúp bạn mở khóa các vật phẩm. Không ra quả vàng và quả thông thường
58,Quả giới hạn có thể giúp bạn mở khóa các vật phẩm. Không ra quả vàng và quả thông thường
59,Quả giới hạn có thể giúp bạn mở khóa các vật phẩm. Không ra quả vàng và quả thông thường
60,Mở khóa thông qua các sự kiện
61,Mở khóa thông qua các sự kiện
62,Quả giới hạn có thể giúp bạn mở khóa các vật phẩm. Không ra quả vàng và quả thông thường
63,Mở khóa thông qua các sự kiện
64,Mở khóa thông qua các sự kiện
65,Mở khóa thông qua các sự kiện
66,Mở khóa thông qua các sự kiện
67,Mở khóa thông qua các sự kiện
68,Mua mở khóa (chi tiêu hợp lý)
69,"Mở khóa đạo cụ có thể nhận được trong sự kiện vườn trái cây, không có trong trái cây vàng và trái cây thông thường (chi tiêu một cách hợp lý)"
70,"Mở khóa đạo cụ có thể nhận được trong sự kiện vườn trái cây, không có trong trái cây vàng và trái cây thông thường (chi tiêu một cách hợp lý)"
71,Mua để mở khóa (Chi tiêu một cách hợp lý)
72,"Mở khóa vật phẩm có thể nhận được trong sự kiện vườn trái cây, không có trong trái cây vàng và trái cây thông thường (chi tiêu một cách hợp lý)"
73,"Mở khóa vật phẩm có thể nhận được trong sự kiện vườn trái cây, không có trong trái cây vàng và trái cây thông thường (chi tiêu một cách hợp lý)"
74,"Mở khóa các vật phẩm có thể nhận được trong ưu đãi đặc biệt của trung tâm mua sắm, mua gói quà"
75,"Mở khóa vật phẩm có thể nhận được trong sự kiện vườn trái cây, không có trong trái cây vàng và trái cây thông thường (chi tiêu một cách hợp lý)"
76,"Mở khóa vật phẩm có thể nhận được trong sự kiện vườn trái cây, không có trong trái cây vàng và trái cây thông thường (chi tiêu một cách hợp lý)"
77,"Mở khóa vật phẩm có thể nhận được trong sự kiện vườn trái cây, không có trong trái cây vàng và trái cây thông thường (chi tiêu một cách hợp lý)"
78,"Mở khóa vật phẩm có thể nhận được trong sự kiện vườn trái cây, không có trong trái cây vàng và trái cây thông thường (chi tiêu một cách hợp lý)"
79,"Mở khóa vật phẩm có thể nhận được trong sự kiện vườn trái cây, không có trong trái cây vàng và trái cây thông thường (chi tiêu một cách hợp lý)"
80,"Mở khóa vật phẩm có thể nhận được trong sự kiện vườn trái cây, không có trong trái cây vàng và trái cây thông thường (chi tiêu một cách hợp lý)"
81,"Mở khóa vật phẩm có thể nhận được trong sự kiện vườn trái cây, không có trong trái cây vàng và trái cây thông thường (chi tiêu một cách hợp lý)"
82,"Mở khóa vật phẩm có thể nhận được trong sự kiện vườn trái cây, không có trong trái cây vàng và trái cây thông thường (chi tiêu một cách hợp lý)"
83,"Mở khóa vật phẩm có thể nhận được trong sự kiện vườn trái cây, không có trong trái cây vàng và trái cây thông thường (chi tiêu một cách hợp lý)"
84,Mua để mở khóa (Chi tiêu một cách hợp lý)
85,Mua để mở khóa (Chi tiêu một cách hợp lý)
86,Mua để mở khóa (Chi tiêu một cách hợp lý)
87,"Mở khóa vật phẩm có thể nhận được trong sự kiện vườn trái cây, không có trong trái cây vàng và trái cây thông thường (chi tiêu một cách hợp lý)"
88,"Mở khóa vật phẩm có thể nhận được trong sự kiện vườn trái cây, không có trong trái cây vàng và trái cây thông thường (chi tiêu một cách hợp lý)"
89,"Mở khóa vật phẩm có thể nhận được trong sự kiện vườn trái cây, không có trong trái cây vàng và trái cây thông thường (chi tiêu một cách hợp lý)"
90,@Null@
91,@Null@
92,Mở khóa vật phẩm có thể nhận từ  vườn trái cây. (Chơi game điều độ tiêu phí hợp lý)
93,Mở khóa vật phẩm có thể nhận từ  vườn trái cây. (Chơi game điều độ tiêu phí hợp lý)
94,Mở khóa vật phẩm có thể nhận từ  vườn trái cây. (Chơi game điều độ tiêu phí hợp lý)
95,Mở khóa vật phẩm có thể nhận từ  vườn trái cây. (Chơi game điều độ tiêu phí hợp lý)
96,Mở khóa vật phẩm có thể nhận từ  vườn trái cây. (Chơi game điều độ tiêu phí hợp lý)
97,Mở khóa vật phẩm có thể nhận từ  vườn trái cây. (Chơi game điều độ tiêu phí hợp lý)
98,"Mở khóa vật phẩm có thể nhận được trong sự kiện vườn trái cây, không có trong trái cây vàng và trái cây thông thường (chi tiêu một cách hợp lý)"
99,"Mở khóa vật phẩm có thể nhận được trong sự kiện vườn trái cây, không có trong trái cây vàng và trái cây thông thường (Chơi game điều độ tiêu phí hợp lý)"
100,"Mua để mở khóa (Giải trí vừa phải, tiêu dùng hợp lý)"
101,"Khi rút Thú Cưỡi có thể mở khóa nhận được vật phẩm. (Giải trí vừa phải, tiêu dùng hợp lý)"
102,"Khi rút Thú Cưỡi có thể mở khóa nhận được vật phẩm. (Giải trí vừa phải, tiêu dùng hợp lý)"
103,Mua để mở khóa (tiêu xài hợp lý giải trí vừa phải)
104,Nhận trong khi mở khóa vật phẩm khi quay Thú Cưỡi. (Tiêu xài hợp lý giải trí vừa phải)
105,Mua để mở khóa (tiêu xài hợp lý giải trí vừa phải)
106,Nhận trong khi mở khóa vật phẩm khi quay Thú Cưỡi. (Tiêu xài hợp lý giải trí vừa phải)
107,Nhận trong khi mở khóa vật phẩm khi quay Thú Cưỡi. (Tiêu xài hợp lý giải trí vừa phải)
108,Mua để mở khóa (tiêu xài hợp lý giải trí vừa phải)
109,Nhận trong khi mở khóa vật phẩm khi quay Thú Cưỡi. (Tiêu xài hợp lý giải trí vừa phải)
110,Nhận trong khi mở khóa vật phẩm khi quay Thú Cưỡi. (Tiêu xài hợp lý giải trí vừa phải)
111,Mở khóa vật phẩm có sẵn thông qua gói ưu đãi đặc biệt. (Tiêu xài hợp lý giải trí vừa phải)
114,Mua để mở khóa (Hãy chi tiêu hợp lý nhé)
115,Mở khóa đạo cụ có thể nhận được trong Máy Rút Thẻ Thú Cưỡi (Hãy chi tiêu hợp lý nhé)
116,Mở khóa đạo cụ có thể nhận được trong Máy Rút Thẻ Thú Cưỡi (Hãy chi tiêu hợp lý nhé)
117,Mua để mở khóa (Hãy chi tiêu hợp lý nhé)
118,
119,
120,Mua để mở khóa (Hãy chi tiêu hợp lý nhé)
121,Mở khóa đạo cụ có thể nhận được trong Máy Rút Thẻ Thú Cưỡi (Hãy chi tiêu hợp lý nhé)
122,Mở khóa đạo cụ có thể nhận được trong Máy Rút Thẻ Thú Cưỡi (Hãy chi tiêu hợp lý nhé)
123,Mở khóa đạo cụ có thể nhận được trong Máy Rút Thẻ Thú Cưỡi (Hãy chi tiêu hợp lý nhé)
124,Mở khóa đạo cụ có thể nhận được trong Máy Rút Thẻ Thú Cưỡi (Hãy chi tiêu hợp lý nhé)
126,Mở khóa vật phẩm có thể nhận được trong Máy Rút Thẻ Thú Cưỡi (Hãy chi tiêu hợp lý nhé)
127,Mở khóa vật phẩm có thể nhận được trong Máy Rút Thẻ Thú Cưỡi (Hãy chi tiêu hợp lý nhé)
128,Mở khóa vật phẩm có thể nhận được trong Máy Rút Thẻ Thú Cưỡi (Hãy chi tiêu hợp lý nhé)
129,Mở khóa vật phẩm có thể nhận được trong Máy Rút Thẻ Thú Cưỡi (Hãy chi tiêu hợp lý nhé)
130,Mở khóa khi mua (Hãy chi tiêu hợp lý nhé)
131,Mở khóa vật phẩm có thể nhận được trong Máy Rút Thẻ Thú Cưỡi (Hãy chi tiêu hợp lý nhé)
132,Mở khóa vật phẩm có thể nhận được trong Máy Rút Thẻ Thú Cưỡi (Hãy chi tiêu hợp lý nhé)
133,Mở khóa vật phẩm có thể nhận được trong Máy Rút Thẻ Thú Cưỡi (Hãy chi tiêu hợp lý nhé)
134,Mở khóa vật phẩm có thể nhận được trong Máy Rút Thẻ Thú Cưỡi (Hãy chi tiêu hợp lý nhé)
137,Mở khóa vật phẩm thông qua sự kiện.
138,Mở khóa vật phẩm có thể nhận được thông qua sự kiện.
139,Mở khóa vật phẩm có thể nhận được thông qua sự kiện.
140,Mở khóa vật phẩm có thể nhận được thông qua sự kiện.
141,Mở khóa vật phẩm thông qua sự kiện.
142,Mở khóa vật phẩm thông qua sự kiện.
143,
144,
145,Mở khóa vật phẩm có thể nhận thông qua sự kiện vận hành.
146,"Mua mở khóa (Chơi game điều độ, chi tiêu hợp lý)"
147,"Mở khóa vật phẩm có thể nhận ở Máy Rút Thẻ Thú Cưỡi. (Chơi game điều độ, chi tiêu hợp lý)"
148,"Mở khóa vật phẩm có thể nhận ở Máy Rút Thẻ Thú Cưỡi. (Chơi game điều độ, chi tiêu hợp lý)"
149,"Mua mở khóa (Chơi game điều độ, chi tiêu hợp lý)"
150,"Mở khóa vật phẩm có thể nhận ở Máy Rút Thẻ Thú Cưỡi. (Chơi game điều độ, chi tiêu hợp lý)"
151,"Mở khóa vật phẩm có thể nhận ở Máy Rút Thẻ Thú Cưỡi. (Chơi game điều độ, chi tiêu hợp lý)"
152,"Mua mở khóa (Chơi game điều độ, chi tiêu hợp lý)"
153,"Mở khóa vật phẩm có thể nhận ở Máy Rút Thẻ Thú Cưỡi. (Chơi game điều độ, chi tiêu hợp lý)"
154,"Mở khóa vật phẩm có thể nhận ở Máy Rút Thẻ Thú Cưỡi. (Chơi game điều độ, chi tiêu hợp lý)"
155,
156,Mua để mở khóa (tiêu xài hợp lý giải trí vừa phải)
157,"Khi rút Thú Cưỡi có thể mở khóa nhận được vật phẩm. (Giải trí vừa phải, tiêu dùng hợp lý)"
158,"Khi rút Thú Cưỡi có thể mở khóa nhận được vật phẩm. (Giải trí vừa phải, tiêu dùng hợp lý)"
159,Mua để mở khóa (tiêu xài hợp lý giải trí vừa phải)
160,"Khi rút Thú Cưỡi có thể mở khóa nhận được vật phẩm. (Giải trí vừa phải, tiêu dùng hợp lý)"
161,"Khi rút Thú Cưỡi có thể mở khóa nhận được vật phẩm. (Giải trí vừa phải, tiêu dùng hợp lý)"
162,Mở khóa vật phẩm có thể nhận thông qua sự kiện vận hành.
163,Mở khóa vật phẩm có thể nhận thông qua sự kiện vận hành.
164,Mở khóa vật phẩm có thể nhận thông qua sự kiện vận hành.
165,
166,
