ID,描述
229,@self đánh @other 1 cú mạnh!
230,"@self tấn công chính xác, trúng @other!"
231,@self đã tiễn @other về Điểm Hồi Sinh!
232,@self liên thắng 2 trận!
233,@self thắng liền 3 trận!
234,@self quá lợi hại!
235,@self không ai đỡ nổi!
236,@self đã làm chủ cuộc chơi này!
237,@self sắp mang vinh quang về rồi!
238,"@self đang càng quét, mau chặn lại!"
239,"@self như thần thánh, không có đối thủ!"
240,@self đã chơi như một vị thần!
241,Phiên bản cập nhật
242,Tạm chưa có thông báo!
243,@self đã kết thúc 3 liên thắng của @other!
244,@self đã kết thúc sự lợi hại của @other!
245,@self đã kết thúc sự bất bại của @other!
246,@self đã kết thúc làm chủ cuộc chơi của @other!
247,@self đã kết thúc con đường của @other's!
248,@self đã kết thúc cuộc càn quét của @other!
249,@self đã kết thúc sự thần thánh của @other!
250,@self đã kết thúc sức mạnh siêu việt của @other!
251,Thú Cưỡi hiện tại có thể sinh Thú Cưỡi Baby!
252,Sau @num ngày ấp mới có thể nở ra Thú Cưỡi Baby
253,Trạng thái hiện tại không thể cưỡi
254,Cách quá xa không thể cưỡi
255,Thương Nhân Lang Thang
256,(Vật phẩm mới)
257,"Xin chào, cho hỏi bạn cần gì? \n"
258,Rời khỏi
259,Còn:
260,Bán Hết
261,Thương Nhân Lang Thang
262,Thương Nhân Lang Thang đi rồi.
263,Bản thiết kế
264,"Ơ, ngươi muốn gì?"
265,@Null@
266,Nạp thất bại. Vui lòng thử lại sau
267,"Phiên bản quá thấp, phải cập nhật mới có thể hiện trang phục này"
268,Vật phẩm chưa được mở khóa nên không thể sử dụng. Hãy chăm vườn để có cơ hội có thêm mảnh và mở khóa.
269,"Không thể lưu dữ liệu do bộ nhớ đã đầy, hãy làm trống và thử lại"
270,Chiến Thắng
271,Thất Bại
272,Hòa
273,Code quà tặng
274,Code quà tặng
275,Kích hoạt!
276,Nhập code quà xong đến Tiệm
277,trong Kho
278,Xem Quà
279,Hãy nhập code quà tặng
280,@Null@
281,Hãy nhập code quà tặng!
282,"Mạng không ổn định, hãy kiểm tra kết nối mạng"
283,"Code này đã được dùng, không thể nhận lại"
284,Mã kích hoạt sai
285,Chúc mừng bạn đã kích hoạt quà
286,Mạng không ổn định/Platform không đúng/Đã nhận quà cùng loại
287,Ấn giữ
288,Nhấp mặt đất để đặt Bàn Thợ!
289,Map của tôi
290,Chơi nhiều người
291,Thường dùng
292,Kiến trúc
293,Máy móc
294,Túi
295,Công cụ
296,Trồng Trọt
297,Tạp vật
298,Khối Vuông
299,Sửa
300,"Thiếu #cfa7a0fVật Liệu Gỗ#n, đào miếng gỗ để thu thập Vật Liệu Gỗ"
301,"Chọn biểu tượng #cfa7a0fBàn Thợ#n trước, sau đó nhấp chọn nút #cfa7a0fChế Tạo#n bên phải"
302,"Thiếu vật liệu để chế tạo #cfa7a0fRìu Đá#n, hãy đi Đốn Cây để lấy #cfa7a0fVật Liệu Gỗ#n nhé"
303,"Chọn #cfa7a0fCuốc Gỗ#n, nhập chọn nút #cfa7a0fChế Tạo#n bên phải"
304,"Chào mừng đến Thế Giới Mini, hãy #cfa7a0flàm quen thao tác#n nào, #cfa7a0fnhấp chọn#n màn hình"
305,"#cfa7a0fTrượt màn hình#n trái phải để chuyển động góc nhìn, đối diện phía trước"
306,"#cfa7a0fTrượt#n trục quay có thể #cfa7a0fdi chuyển#n, thử đi về phía trước"
307,"#cfa7a0fẤn giữ khối vuông#n (vị trí mũi tên), duy trì thu thập cho đến khi #cfa7a0fphá khối vuông#n"
308,"Rất tốt, tất cả khối vuông đều có thể phá và nhận, hãy nhấp chọn #cfa7a0fNhận#n quà"
309,"Men theo hướng mũi tên tìm đến cây, #cfa7a0fnhấn giữ#n khối vuông cây (nơi hiển thị ngón tay) để nhận #cfa7a0fVật Liệu Gỗ#n"
310,"Tốt quá, dùng Rìu đốn cây, có thể nhanh#cfa7a0fnhận Vật Liệu Gỗ#n"
311,"Mở #cfa7a0fTúi#n, dùng #cfa7a0fVán Gỗ#n hợp thành 1 #cfa7a0fBàn Thợ#n nào"
312,Nhấp #cfa7a0fchế tạo#nNhãn
313,"#cfa7a0fBàn Thợ#n có thể gia công chế tạo nhiều vật phẩm cao cấp, du hành, mạo hiểm cần có"
314,Đặt #cfa7a0fBàn Thợ#n vừa chế tạo vào #cfa7a0fPhím Tắt#n và chọn
315,Nhấp mặt đất đặt #cfa7a0fBàn Thợ#n
316,#cfa7a0fNhấp#n mở Bàn Thợ (nơi hiển thị ngón tay)
317,"Chế tạo vật phẩm thành công, dùng #cfa7a0fCuốc Gỗ#n có thể khai thác Quặng sơ cấp trong game"
318,"Nhấp chọn #cfa7a0fMì Sợi#n (đặt vào Phím Tắt), sẽ xuất hiện nút #cfa7a0fDùng#n"
319,#cfa7a0fNhấn giữ#n nút #cfa7a0fDùng#n bên phải có thể ăn Mì Sợi
320,"Chỉ có ở Phím Tắt, chọn vật phẩm có thể dùng, mới xuất hiện nút #cfa7a0fDùng#n"
321,"Hãy đội thử #cfa7a0fMũ#n vừa nhận được, mở Túi trước"
322,Nhấp nhãn #cfa7a0fTrang Bị Nhân Vật#n
323,Nhấp trang bị #cfa7a0fMũ#n
324,"Xuất hiện nội dung và thuộc tính #cfa7a0fMũ#n, nhấp nút #cfa7a0fTrang Bị#n"
325,"Giỏi quá, có phải rất dễ không? Chúng ta đi đánh #cfa7a0fquái#n nào! Nhấp chọn #cfa7a0f×#n ở góc trái phía trên để tắt giao diện"
326,"Chú ý! ! Có quái đi về phía bạn #cfa7a0ftrượt màn hình#n trái phải, đối diện với quái #cfa7a0fnhấp#n tấn công quái"
327,"Chúc mừng hoàn thành Lớp Tân Thủ\nCòn nhiều đặc sắc, hãy bắt đầu mạo hiểm mới nào"
328,Tên:
329,Nhiệm vụ hiện tại: #cfa7a0fTập thao tác#n
330,Nhiệm vụ hiện tại: Đốn cây nhận #cfa7a0fVật Liệu Gỗ#n
331,Nhiệm vụ hiện tại: Chế tạo #cfa7a0fBàn Thợ#n
332,Nhiệm vụ hiện tại: Chế tạo #cfa7a0fCuốc Gỗ#n
333,Nhiệm vụ hiện tại: Ăn #cfa7a0fMì Sợi#n
334,Nhiệm vụ hiện tại: Đánh bại #cfa7a0fQuái#n
335,"Map này đang cập nhập, hãy cập nhật phiên bản mới."
336,@Null@
337,@Null@
338,@Null@
339,"Hệ thống đang bảo trì, tạm thời không thể chia sẻ Map"
340,"Không đủ người, không thể mở game"
341,@Null@
342,"Khi vườn của bạn nhỏ hơn Level2, bạn chia sẻ Map chỉ mình bạn nhìn thấy"
343,"Tài khoản của bạn mới được tạo, chưa đủ 7 ngày, chỉ có bạn nhìn thấy map của bạn khi chia sẻ."
344,"Ở thời điểm hiện tại Map của bạn chỉ mình bạn thấy, không thể chia sẻ Map"
345,"Tác giả chưa cấp quyền tải, không thể tải"
346,@Null@
347,@Null@
348,@Null@
349,Facebook
350,Năng động
351,Tên
352,Tác giả
353,"Đăng nhập thất bại, một số tính năng không thể dùng. Nhớ tạo mật khẩu cho ID của bạn!"
354,"Đang cập nhật, hãy kiên nhẫn"
355,@Null@
356,@Null@
357,Đa nền tảng không thể đăng nhập
358,Chứa ký tự không hợp lệ
359,Số Mini:
360,Thời gian hiện tại:
361,Phiên bản hiện tại:
362,Miễn phí
363,(Chín)
364,(Thu hoạch 1 cái)
365,(Thu hoạch 10 cái! )
366,Đã ở Vườn bạn bè này!
367,@Null@
368,Gọi Thần Thú
369,Đã đặt quà vào Kho
370,Mở lại 1 lần
371,Mở lại 10 lần
372,Đậu Mini
373,EXP
374,Sở trường:
375,Trang phục này sẽ có hiệu ứng:
376,"Số lượng không đủ, có thể thông qua Vườn Quả nhận được."
377,"Số lượng không đủ, có thể thông qua Vườn Quả nhận được."
378,Công thức gia công
379,Nguồn:
380,Tiến độ mở khóa
381,Xác nhận
382,Chưa đến giờ nhận Thú Cưỡi Baby
383,Mua Pháo Hoa (tặng #c1b9e1eĐậu Mini#n)
384,"Bạn này vẫn chưa nuôi dưỡng thực vật, hãy đi xem những người bạn khác"
385,"Bạn không đủ Đậu Mini, hãy mua!"
386,"Server quá tải, hãy thử lại"
387,Thu hồi toàn bộ
388,Thu hồi 1 cái
389,Đã mở khóa
390,"Sau khi mở khóa ở Trang Chủ-Vườn-Trái Cây Vườn-Sổ Tay sẽ dùng, hoạt động hoặc Trái Cây Vườn có thể nhận được mảnh"
391,Nơi này không dễ tạo Thú Cưỡi Baby!
392,Nhận Thú Cưỡi Baby thành công
393,"Tưới Nước thành công nhận x@1 EXP, x@2 Đậu Mini"
394,"Diệt Sâu thành công nhận x@1 EXP, x@2 Đậu Mini"
395,Vườn
396,Thêm bạn bè đi nào!
397,Hãy vào dữ liệu nhấp chọn nút Thú Cưỡi phía bên phải giao diện để dùng
398,Hiện tại thực vật của bạn ở trạng thái Tốt
399,Nhấp xem quy tắc Vườn Quả
400,Đậu Mini:
401,Quả:
402,Tưới nước:
403,Chú ý: Các bạn sẽ chỉ nhận được Quà đậu Mini cho lần đầu tiên vào vườn
404,"Đăng nhập, giúp bạn bè Tưới Nước, quả chín có khả năng nhận Đậu Mini. Lần đầu nhận chăm cây sẽ được tặng #c0aaa1aĐậu Mini*200#n"
405,"Khi trồng cây, bạn cần chăm cây kiên nhẫn 1 thời gian, hoặc có thể dùng Đậu Mini để thúc quả Chín ngay, sau khi Chín có thể mở ra mảnh dùng để mở khóa Thú Cưỡi, Nhân Vật, Trang Phục, Khối Vuông"
406,"Nhớ thường xuyên đến Vườn xem, Tưới Nước cho cây để tăng tốc Trưởng Thành, giúp bạn bè Tưới Nước có thể nhận Đậu Mini và điểm Trưởng Thành"
407,Biết rồi
408,Hiện mảnh
409,Đạt giới hạn nhận quà hôm nay
410,Công cụ không thuận tay
411,"Chủ Phòng cài đặt bảo vệ, khách có thể xin Chủ Phòng quyền hạn"
412,Quyền
413,Tự Do
414,Khách
415,Có thể phá và đặt Khối Vuông\n (Có thể chặn trong game)
416,Không thể phá và đặt Khối Vuông\n (Có thể hủy trong game)
417,Sổ Tay
418,Mạo hiểm
419,Sáng Tạo
420,Đối Chiến
421,Mạch Điện
422,Giải Mã
423,Parkour
424,Kích cỡ map:
425,Lượt tải:
426,"Phiên bản của bạn quá cũ, hãy update"
427,Tổng hợp
428,Vào Lớp
429,"Cao Thủ rồi, bỏ qua"
430,Tiếp tục
431,Tiếp tục
432,Kích Hoạt
433,Thử Lại
434,Tiếp tục tải
435,Đến Mua
436,Kích Hoạt
437,Phút
438,Quà Đăng Nhập
439,Có thể nhập mã địa hình
440,Bình luận thành công!
441,"Thủ cận chiến: @1, giảm @2%sát thương Cận Chiến và Nổ Tung phải chịu"
442,Tạm chưa có quà tặng để nhận
443,"Ứng dụng vẫn đang mở, không thể mở tiếp"
444,[Điểm thủ sẽ chịu ảnh hưởng của tỷ lệ điểm bền hiện tại]
445,[Sát thương vật lý gồm 3 loại là Cận Chiến/Tầm Xa/Nổ Tung]
446,Xác nhận mời #c0aaa1a@1#n ra khỏi phòng sao?
447,Mời khỏi phòng không?
448,Mời ra khỏi thất bại!
449,Hồi sinh sau #cffda0a@1#n 'S
450,Trạng Thái
451,Chủ phòng cấm dùng Đạo cụ
452,Bạn đổi Sao thành công
453,"Bạn không đủ Xu Mini, trả #c0aaa1a@1$#n mua #cfa7a0f@2 Xu Mini nhé?"
454,US$
455,Xu Mini
456,Thiếu Xu Mini
457,US$
458,"Mua thành công, Pháo Hoa Vui Vẻ đã đặt vào Kho, tặng Đậu Mini"
459,Có:
460,Đổi
461,Khám phá thế giới đầy thử thách và bí ẩn
462,Tạo nên bất cứ thứ gì bạn muốn
463,Cài đặt nâng cao
464,"Hic, những chuyến đi xa luôn có nguy hiểm..."
465,Sinh vật chưa rõ
466,"Bạn cần #c0aaa1aSao×@1#n, có dùng #cfa7a0f Xu Mini×@2#n để bổ sung đầy không?"
467,Có muốn dùng
468,Bổ sung?
469,Thiếu Sao:
470,Hồi Sinh
471,Thả tất cả các vật dụng và hồi sinh tại đây
472,Tiếp tục
473,#c5aea0a 1 ☆ Hồi phục ngay tại chỗ mà không làm mất vật phẩm #n
474,Đặt vật phẩm
475,Vật chính
476,Vật phụ
477,Dung hợp
478,Lượt Phụ Ma này sẽ tăng thuộc tính này thành Lv@1
479,Cấp
480,"Vượt quá 5 thuộc tính, sau khi nhấp Phụ Ma chọn"
481,Thuộc tính này xung đột với các thuộc tính khác
482,Chọn tối đa
483,Thuộc tính
484,"Sau khi dung hợp tối đa có thể giữ lại @1 thuộc tính, hãy chọn:"
485,"thuộc tính, hãy chọn:"
486,Hãy chọn đủ @1 thuộc tính
487,Nhận @1 @2
488,Cái
489,Sau khi đặt Nhiên Liệu và Vật Liệu tự động bắt đầu Luyện
490,Hãy nhận vật phẩm sau khi Luyện trước
491,Chúc mừng hoàn thành Lớp Tân Thủ
492,Nhận
493,Mới
494,Cấp tối đa
495,Không phải vị trí Quả Vàng không thể Rút X10
496,Flamas
497,Thẻ Kỷ Niệm Long Lân
498,Bỏ sưu tầm
499,Cất giữ thành công
500,Đã mời @1 ra khỏi phòng
501,Mời ra khỏi phòng
502,Lần
503,Có thể update
504,Bạn đã tải dữ liệu này
505,Nhập số Mini của đối phương
506,Liên kết server phòng thất bại
507,(Trượt hướng phải có thể xóa dữ liệu)
508,Đang tải:
509,Đợi tải
510,Tạm ngưng tải:
511,Đăng nhập lần trước
512,Chưa đăng nhập qua
513,Hôm qua
514,Ngày trước
515,Dữ liệu này đã hủy tải lên
516,Đã đăng nhập
517,Nhập lưu ý
518,Khám phá thế giới
519,Tạo Thế Giới
520,Nhập
521,Hủy theo dõi
522,Chia sẻ map cho đồng đội
523,Chia sẻ map này nhận được
524,Mặc định
525,Tài khoản không tồn tại
526,Tài khoản bị khóa
527,Trùng tên tài khoản
528,Số Phiên Bản
529,Số ngày tạo
530,Ngày sinh tồn
531,Thời gian:
532,Tọa độ:
533,Cao độ:
534,Đang nạp
535,Thu
536,(Đã thu đủ)
537,(Đã bán hết)
538,Bán
539,Trao đổi
540,"Vật này ta đã mua hết, hãy làm mới"
541,"Vật này ta đã bán hết, hãy làm mới"
542,Thành Công
543,Đổi
544,Không đủ vật phẩm để đổi
545,Mua thành công
546,"Đã làm mới tất cả vật phẩm, mời lựa chọn"
547,Làm Mới
548,Tiêu Hao
549,Kệ
550,Cần
551,Theo Dõi Nhiệm Vụ
552,@1 Sửa thành công!
553,Đặt vật phẩm cần sửa vào
554,Đặt vật liệu sửa vào
555,Thiếu Sao
556,Không cần sửa
557,Độ Bền:
558,Giờ
559,giây
560,Thời gian chờ trứng nở
561,"Thú cưỡi đang ngủ, cần @1 giây nữa mới có thể gọi"
562,@Null@
563,"Bạn không có dữ liệu, không thể tạo phòng"
564,Bạn chưa sưu tầm phòng
565,"Đã đạt giới hạn, hãy làm mới"
566,Phòng đầy người
567,Sai mật khẩu phòng
568,Chủ phòng đã đóng phòng
569,Không có phòng khác
570,Mạng hiện tại
571,Phiên bản mới nhất
572,Bạn và chủ phòng chưa cập nhật phiên bản mới nhất nên không thể chơi cùng nhau
573,Kết nối phòng chưa thành công
574,Hãy nhập ID Mini của chủ phòng
575,Nhấp nút bắt đầu tạo phòng
576,Tạm không có phòng
577,Kết quả tìm
578,Làm Mới
579,Chọn mở dữ liệu phòng
580,Có thể nhập nhãn
581,mật khẩu phòng
582,Hãy nhập mật khẩu phòng
583,"Tạo nhân vật không thành công, hãy kiểm tra mạng"
584,Cài đặt cơ bản
585,Cài đặt hạn chế
586,Cài đặt nâng cao
587,Cơ bản
588,Hạn chế
589,Nâng cao
590,Tên
591,Độ sáng
592,Giao diện ẩn
593,Chế độ hòa bình
594,Nhạc
595,Tiếng
596,Âm Lượng
597,Độ Nhạy
598,Trục Y Ngược
599,Chế độ Tay Trái
600,Chế độ tâm chuẩn
601,Tự động nhảy
602,Rung
603,Thêm
604,Nạp thành công
605,"Muốn @1 thần thú này, cần thêm #c0aaa1a@2×@3, bạn cũng có thể dùng #cfa7a0fXu Mini#n để bổ sung đủ. (Chơi game điều độ tiêu phí hợp lý)"
606,"Thú cưỡi này, cần thêm"
607,Bạn cũng có thể dùng
608,để bổ sung đủ
609,Chưa đủ
610,Bạn muốn mua Xu Mini?
611,Vĩnh viễn
612,Mua Sắm Giờ Vàng: Còn #cfa7a0f@1#n ngày#cfa7a0f@2#n giờ #cfa7a0f@3#n phút
613,"Mua chưa thành công, hãy kiểm tra mạng."
614,Hủy dùng
615,@1 dùng thành công
616,Sở Trường
617,Tăng skill
618,Kích hoạt skill
619,Tăng cấp Sở Trường
620,Đã dùng
621,"Muốn kích hoạt thiên phú này, cần thêm #c0aaa1a@1×@2#n, bạn cũng có thể dùng #cfa7a0fXu Mini#n để bổ sung đủ. (Chơi game điều độ tiêu phí hợp lý)"
622,"Tăng cấp thiên phú này, cần thêm #c0aaa1a@1×@2#n, bạn cũng có thể dùng #cfa7a0fXu Mini#n để bổ sung đủ. (Chơi game điều độ tiêu phí hợp lý)"
623,Cần thêm
624,Thời gian giới hạn: Còn#cfa7a0f@1#n ngày#cfa7a0f@2#n giờ #cfa7a0f@3#n phút
