分类,资源ID,文件路径,是否询问后下载[0=手动下载，1=询问后下载，2=用到再下载]
装扮,221,res/entity/140024/face_100108.png,1
装扮,222,res/entity/140024/face_100108.pvr,2
装扮,223,res/entity/140024/yusan.ktx,2
装扮,224,res/entity/140024/yusan.png,1
装扮,225,res/entity/140024/yusan.pvr,2
装扮,226,res/entity/140025/body.omod,1
装扮,227,res/entity/140025/face.ktx,2
装扮,228,res/entity/140025/face.png,1
装扮,229,res/entity/140025/face.pvr,2
装扮,230,res/entity/140025/male.ktx,2
装扮,231,res/entity/140025/male.png,1
装扮,232,res/entity/140025/male.pvr,2
装扮,233,res/entity/140025/wuqi.ktx,2
装扮,234,res/entity/140025/wuqi.png,1
装扮,235,res/entity/140025/wuqi.pvr,2
装扮,236,res/entity/140026/body.omod,1
装扮,237,res/entity/140026/face.ktx,2
装扮,238,res/entity/140026/face.png,1
装扮,239,res/entity/140026/face.pvr,2
装扮,240,res/entity/140026/male.ktx,2
装扮,241,res/entity/140026/male.png,1
装扮,242,res/entity/140026/male.pvr,2
装扮,243,res/entity/140027/body.omod,1
装扮,244,res/entity/140027/face.ktx,2
装扮,245,res/entity/140027/face.png,1
装扮,246,res/entity/140027/face.pvr,2
装扮,247,res/entity/140027/male.ktx,2
装扮,248,res/entity/140027/male.png,1
装扮,249,res/entity/140027/male.pvr,2
不常用生物,250,res/entity/100001/body.omod,2
不常用生物,251,res/entity/100001/js.ktx,2
不常用生物,252,res/entity/100001/js.png,2
不常用生物,253,res/entity/100001/js.pvr,2
不常用生物,254,res/entity/100007/body.omod,2
不常用生物,255,res/entity/100007/male.ktx,2
不常用生物,256,res/entity/100007/male.png,2
不常用生物,257,res/entity/100007/male1.ktx,2
不常用生物,258,res/entity/100007/male1.png,2
不常用生物,259,res/entity/100007/male1.pvr,2
不常用生物,260,res/entity/100007/male1_alpha.ktx,2
不常用生物,261,res/entity/100007/male1_s.ktx,2
不常用生物,262,res/entity/100007/male1_s.png,2
不常用生物,263,res/entity/100007/male1_s.pvr,2
不常用生物,264,res/entity/100007/malegai.ktx,2
不常用生物,265,res/entity/100007/malegai.png,2
不常用生物,266,res/entity/100007/malegai.pvr,2
不常用生物,267,res/entity/100007/malegai01.ktx,2
不常用生物,268,res/entity/100007/malegai01.png,2
不常用生物,269,res/entity/100007/malegai01.pvr,2
不常用生物,270,res/entity/100007/malegai01_alpha.ktx,2
不常用生物,271,res/entity/100007/malegai_alpha.ktx,2
不常用生物,272,res/entity/100007/male_s.ktx,2
不常用生物,273,res/entity/100007/male_s.png,2
不常用生物,274,res/entity/100009/body.omod,2
不常用生物,275,res/entity/100009/male.ktx,2
不常用生物,276,res/entity/100009/male.png,2
不常用生物,277,res/entity/100009/male.pvr,2
不常用生物,278,res/entity/100014/body.omod,2
不常用生物,279,res/entity/100014/male.ktx,2
不常用生物,280,res/entity/100014/male.png,2
不常用生物,281,res/entity/100014/male.pvr,2
不常用生物,282,res/entity/100014/male_alpha.ktx,2
装扮,283,res/entity/140030/body.omod,1
装扮,284,res/entity/140030/face.ktx,2
装扮,285,res/entity/140030/face.png,1
装扮,286,res/entity/140030/face.pvr,2
装扮,287,res/entity/140030/face_100108.ktx,2
装扮,288,res/entity/140030/face_100108.png,1
装扮,289,res/entity/140030/face_100108.pvr,2
装扮,290,res/entity/140030/male.ktx,2
装扮,291,res/entity/140030/male.png,1
装扮,292,res/entity/140030/male.pvr,2
装扮,293,res/entity/140030/tuzi.ktx,2
装扮,294,res/entity/140030/tuzi.png,1
装扮,295,res/entity/140030/tuzi.pvr,2
装扮,296,res/entity/140031/body.omod,1
装扮,297,res/entity/140031/face.ktx,2
装扮,298,res/entity/140031/face.png,1
装扮,299,res/entity/140031/face.pvr,2
装扮,300,res/entity/140031/male.ktx,2
装扮,301,res/entity/140031/male.png,1
装扮,302,res/entity/140031/male.pvr,2
装扮,303,res/entity/140031/shu.ktx,2
装扮,304,res/entity/140031/shu.png,1
装扮,305,res/entity/140031/shu.pvr,2
装扮,306,res/entity/140032/beike.ktx,2
装扮,307,res/entity/140032/beike.png,1
装扮,308,res/entity/140032/beike.pvr,2
装扮,309,res/entity/140032/body.omod,1
装扮,310,res/entity/140032/face.ktx,2
装扮,311,res/entity/140032/face.png,1
装扮,312,res/entity/140032/face.pvr,2
装扮,313,res/entity/140032/male.ktx,2
装扮,314,res/entity/140032/male.png,1
装扮,315,res/entity/140032/male.pvr,2
装扮,316,res/entity/140033/body.omod,1
装扮,317,res/entity/140033/male.ktx,2
装扮,318,res/entity/140033/male.png,1
装扮,319,res/entity/140033/male.pvr,2
装扮,320,res/entity/140034/body.omod,1
装扮,321,res/entity/140034/male.ktx,2
装扮,322,res/entity/140034/male.png,1
装扮,323,res/entity/140034/male.pvr,2
装扮,324,res/entity/140034/male1.ktx,2
装扮,325,res/entity/140034/male1.png,1
装扮,326,res/entity/140034/male1.pvr,2
装扮,327,res/entity/140034/male1_alpha.ktx,2
装扮,328,res/entity/140034/male2.ktx,2
装扮,329,res/entity/140034/male2.png,1
装扮,330,res/entity/140034/male2.pvr,2
装扮,331,res/entity/140034/male_alpha.ktx,2
装扮,332,res/entity/140034/yanse.png,1
装扮,333,res/entity/140035/body.omod,1
装扮,334,res/entity/140035/face.ktx,2
装扮,335,res/entity/140035/face.png,1
装扮,336,res/entity/140035/face.pvr,2
装扮,337,res/entity/140035/face_100100.ktx,2
装扮,338,res/entity/140035/face_100100.png,1
装扮,339,res/entity/140035/face_100100.pvr,2
装扮,340,res/entity/140035/face_100108.ktx,2
装扮,341,res/entity/140035/face_100108.png,1
装扮,342,res/entity/140035/face_100108.pvr,2
装扮,343,res/entity/140035/male.ktx,2
装扮,344,res/entity/140035/male.png,1
装扮,345,res/entity/140035/male.pvr,2
装扮,346,res/entity/140035/san.ktx,2
装扮,347,res/entity/140035/san.png,1
装扮,348,res/entity/140035/san.pvr,2
装扮,349,res/entity/140036/body.omod,1
装扮,350,res/entity/140036/face.ktx,2
装扮,351,res/entity/140036/face.png,1
装扮,352,res/entity/140036/face.pvr,2
装扮,353,res/entity/140036/male.ktx,2
装扮,354,res/entity/140036/male.png,1
装扮,355,res/entity/140036/wuqi.ktx,2
装扮,356,res/entity/140036/wuqi.png,1
装扮,357,res/entity/140036/wuqi.pvr,2
装扮,358,res/entity/140037/body.ktx,2
装扮,359,res/entity/140037/body.omod,1
装扮,360,res/entity/140037/face.ktx,2
装扮,361,res/entity/140037/face.png,1
装扮,362,res/entity/140037/face.pvr,2
装扮,363,res/entity/140037/face_100108.ktx,2
装扮,364,res/entity/140037/face_100108.png,1
装扮,365,res/entity/140037/face_100108.pvr,2
装扮,366,res/entity/140037/male.ktx,2
装扮,367,res/entity/140037/male.png,1
装扮,368,res/entity/140037/male.pvr,2
装扮,369,res/entity/140037/mofabang.ktx,2
装扮,370,res/entity/140037/mofabang.png,1
装扮,371,res/entity/140037/mofabang.pvr,2
装扮,372,res/entity/140038/body.ktx,2
装扮,373,res/entity/140038/body.omod,1
装扮,374,res/entity/140038/body.pvr,2
装扮,375,res/entity/140038/dj.ktx,2
装扮,376,res/entity/140038/dj.png,1
装扮,377,res/entity/140038/dj.pvr,2
装扮,378,res/entity/140038/dunpai.ktx,2
装扮,379,res/entity/140038/dunpai.pvr,2
装扮,380,res/entity/140038/face.ktx,2
装扮,381,res/entity/140038/face.png,1
装扮,382,res/entity/140038/face.pvr,2
装扮,383,res/entity/140038/face_emi.ktx,2
装扮,384,res/entity/140038/face_emi.png,1
装扮,385,res/entity/140038/face_emi.pvr,2
装扮,386,res/entity/140038/male.ktx,2
装扮,387,res/entity/140038/male.png,1
装扮,388,res/entity/140038/male.pvr,2
装扮,389,res/entity/140038/male_emi.ktx,2
装扮,390,res/entity/140038/male_emi.png,1
装扮,391,res/entity/140038/male_emi.pvr,2
装扮,392,res/entity/140039/body.omod,1
装扮,393,res/entity/140039/dunpai.ktx,2
装扮,394,res/entity/140039/dunpai.png,1
装扮,395,res/entity/140039/dunpai.pvr,2
装扮,396,res/entity/140039/face.ktx,2
装扮,397,res/entity/140039/face.png,1
装扮,398,res/entity/140039/face.pvr,2
装扮,399,res/entity/140039/male.ktx,2
装扮,400,res/entity/140039/male.png,1
装扮,401,res/entity/140039/male.pvr,2
装扮,402,res/entity/140040/body.ktx,2
装扮,403,res/entity/140040/body.omod,1
装扮,404,res/entity/140040/body.png,1
装扮,405,res/entity/140040/body.pvr,2
装扮,406,res/entity/140040/body_emi.ktx,2
装扮,407,res/entity/140040/body_emi.png,1
装扮,408,res/entity/140040/body_emi.pvr,2
装扮,409,res/entity/140040/face.ktx,2
装扮,410,res/entity/140040/face.png,1
装扮,411,res/entity/140040/face.pvr,2
装扮,412,res/entity/140040/wuqi.ktx,2
装扮,413,res/entity/140040/wuqi.png,1
装扮,414,res/entity/140040/wuqi.pvr,2
装扮,415,res/entity/140041/body.omod,1
装扮,416,res/entity/140041/che.ktx,2
装扮,417,res/entity/140041/che.png,1
装扮,418,res/entity/140041/che.pvr,2
装扮,419,res/entity/140041/che_emi.ktx,2
装扮,420,res/entity/140041/che_emi.png,1
装扮,421,res/entity/140041/che_emi.pvr,2
装扮,422,res/entity/140041/face.ktx,2
装扮,423,res/entity/140041/face.png,1
装扮,424,res/entity/140041/face.pvr,2
装扮,425,res/entity/140041/male.ktx,2
装扮,426,res/entity/140041/male.png,1
装扮,427,res/entity/140041/male.pvr,2
装扮,428,res/entity/140041/qi.ktx,2
装扮,429,res/entity/140041/qi.png,1
装扮,430,res/entity/140041/qi.pvr,2
装扮,431,res/entity/140042/body.omod,1
装扮,432,res/entity/140042/che.ktx,2
装扮,433,res/entity/140042/che.png,1
装扮,434,res/entity/140042/che.pvr,2
装扮,435,res/entity/140042/che_emi.ktx,2
装扮,436,res/entity/140042/che_emi.png,1
装扮,437,res/entity/140042/che_emi.pvr,2
装扮,438,res/entity/140042/face.ktx,2
装扮,439,res/entity/140042/face.png,1
装扮,440,res/entity/140042/face.pvr,2
装扮,441,res/entity/140042/male.ktx,2
装扮,442,res/entity/140042/male.png,1
装扮,443,res/entity/140042/male.pvr,2
装扮,444,res/entity/140042/qi.ktx,2
装扮,445,res/entity/140042/qi.png,1
装扮,446,res/entity/140042/qi.pvr,2
装扮,447,res/entity/140043/body.omod,1
装扮,448,res/entity/140043/face.ktx,2
装扮,449,res/entity/140043/face.png,1
装扮,450,res/entity/140043/face.pvr,2
装扮,451,res/entity/140043/male.ktx,2
装扮,452,res/entity/140043/male.png,1
装扮,453,res/entity/140043/male.pvr,2
装扮,454,res/entity/140043/wuqi.ktx,2
装扮,455,res/entity/140043/wuqi.png,1
装扮,456,res/entity/140043/wuqi.pvr,2
装扮,457,res/entity/140044/body.omod,1
装扮,458,res/entity/140044/face.ktx,2
装扮,459,res/entity/140044/face.png,1
装扮,460,res/entity/140044/face.pvr,2
装扮,461,res/entity/140044/male.ktx,2
装扮,462,res/entity/140044/male.png,1
装扮,463,res/entity/140044/male.pvr,2
装扮,464,res/entity/140044/wuqi.ktx,2
装扮,465,res/entity/140044/wuqi.png,1
装扮,466,res/entity/140045/body.omod,1
装扮,467,res/entity/140045/dan.ktx,2
装扮,468,res/entity/140045/dan.png,1
装扮,469,res/entity/140045/dan.pvr,2
装扮,470,res/entity/140045/face.ktx,2
装扮,471,res/entity/140045/face.png,1
装扮,472,res/entity/140045/face.pvr,2
装扮,473,res/entity/140045/male.ktx,2
装扮,474,res/entity/140045/male.png,1
装扮,475,res/entity/140045/male.pvr,2
装扮,476,res/entity/140046/body.omod,1
装扮,477,res/entity/140046/face.ktx,2
装扮,478,res/entity/140046/face.png,1
装扮,479,res/entity/140046/face.pvr,2
装扮,480,res/entity/140046/male1.ktx,2
装扮,481,res/entity/140046/male1.png,1
装扮,482,res/entity/140047/body.omod,1
装扮,483,res/entity/140047/face.ktx,2
装扮,484,res/entity/140047/face.png,1
装扮,485,res/entity/140047/face.pvr,2
装扮,486,res/entity/140047/male1.ktx,2
装扮,487,res/entity/140047/male1.png,1
装扮,488,res/entity/140047/male1.pvr,2
装扮,489,res/entity/140048/body.omod,1
装扮,490,res/entity/140048/face.ktx,2
装扮,491,res/entity/140048/face.png,1
装扮,492,res/entity/140048/face.pvr,2
装扮,493,res/entity/140048/face1.ktx,2
装扮,494,res/entity/140048/face1.png,1
装扮,495,res/entity/140048/face1.pvr,2
装扮,496,res/entity/140048/male.ktx,2
装扮,497,res/entity/140048/male.png,1
装扮,498,res/entity/140048/male.pvr,2
装扮,499,res/entity/140048/qiu.ktx,2
装扮,500,res/entity/140048/qiu.png,1
装扮,501,res/entity/140048/qiu.pvr,2
装扮,502,res/entity/140049/body.omod,1
装扮,503,res/entity/140049/face.ktx,2
装扮,504,res/entity/140049/face.png,1
装扮,505,res/entity/140049/face.pvr,2
装扮,506,res/entity/140049/face_100100.ktx,2
装扮,507,res/entity/140049/face_100100.png,1
装扮,508,res/entity/140049/face_100100.pvr,2
装扮,509,res/entity/140049/male.ktx,2
装扮,510,res/entity/140049/male.png,1
装扮,511,res/entity/140049/male.pvr,2
装扮,512,res/entity/140049/wuqi.ktx,2
装扮,513,res/entity/140049/wuqi.png,1
装扮,514,res/entity/140049/wuqi.pvr,2
装扮,515,res/entity/140050/body.omod,1
装扮,516,res/entity/140050/male.ktx,2
装扮,517,res/entity/140050/male.png,1
装扮,518,res/entity/140050/male.pvr,2
装扮,519,res/entity/140050/male_emi.ktx,2
装扮,520,res/entity/140050/male_emi.png,1
装扮,521,res/entity/140050/male_emi.pvr,2
装扮,522,res/entity/140051/body.omod,1
装扮,523,res/entity/140051/male.ktx,2
装扮,524,res/entity/140051/male.png,1
装扮,525,res/entity/140051/male.pvr,2
装扮,526,res/entity/140051/male_emi.ktx,2
装扮,527,res/entity/140051/male_emi.png,1
装扮,528,res/entity/140051/male_emi.pvr,2
装扮,529,res/entity/140052/body.omod,1
装扮,530,res/entity/140052/face.ktx,2
装扮,531,res/entity/140052/face.png,1
装扮,532,res/entity/140052/face.pvr,2
装扮,533,res/entity/140052/face_100100.ktx,2
装扮,534,res/entity/140052/face_100100.png,1
装扮,535,res/entity/140052/face_100100.pvr,2
装扮,536,res/entity/140052/male.ktx,2
装扮,537,res/entity/140052/male.png,1
装扮,538,res/entity/140052/male_alpha.ktx,2
装扮,539,res/entity/140052/zhang.ktx,2
装扮,540,res/entity/140052/zhang.png,1
装扮,541,res/entity/140053/body.omod,1
装扮,542,res/entity/140053/face.ktx,2
装扮,543,res/entity/140053/face.png,1
装扮,544,res/entity/140053/face.pvr,2
装扮,545,res/entity/140053/face_100100.ktx,2
装扮,546,res/entity/140053/face_100100.png,1
装扮,547,res/entity/140053/face_100100.pvr,2
装扮,548,res/entity/140053/male.ktx,2
装扮,549,res/entity/140053/male.png,1
装扮,550,res/entity/140053/male.pvr,2
装扮,551,res/entity/140053/wujian.ktx,2
装扮,552,res/entity/140053/wujian.png,1
装扮,553,res/entity/140053/wujian.pvr,2
装扮,554,res/entity/140053/wujian_emi.ktx,2
装扮,555,res/entity/140053/wujian_emi.png,1
装扮,556,res/entity/140053/wujian_emi.pvr,2
装扮,557,res/entity/140054/body.omod,1
装扮,558,res/entity/140054/face.ktx,2
装扮,559,res/entity/140054/face.png,1
装扮,560,res/entity/140054/face.pvr,2
装扮,561,res/entity/140054/face_100100.ktx,2
装扮,562,res/entity/140054/face_100100.png,1
装扮,563,res/entity/140054/face_100100.pvr,2
装扮,564,res/entity/140054/male.ktx,2
装扮,565,res/entity/140054/male.png,1
装扮,566,res/entity/140054/male.pvr,2
装扮,567,res/entity/140054/wujian.ktx,2
装扮,568,res/entity/140054/wujian.png,1
装扮,569,res/entity/140054/wujian.pvr,2
装扮,570,res/entity/140054/wujian_emi.ktx,2
装扮,571,res/entity/140054/wujian_emi.png,1
装扮,572,res/entity/140054/wujian_emi.pvr,2
装扮,573,res/entity/140055/body.omod,1
装扮,574,res/entity/140055/face.ktx,2
装扮,575,res/entity/140055/face.png,1
装扮,576,res/entity/140055/face.pvr,2
装扮,577,res/entity/140055/male1.ktx,2
装扮,578,res/entity/140055/male1.png,1
装扮,579,res/entity/140055/male1.pvr,2
装扮,580,res/entity/140055/wujian.ktx,2
装扮,581,res/entity/140055/wujian.png,1
装扮,582,res/entity/140055/wujian.pvr,2
装扮,583,res/entity/140056/body.omod,1
装扮,584,res/entity/140056/male.ktx,2
装扮,585,res/entity/140056/male.png,1
装扮,586,res/entity/140056/male.pvr,2
装扮,587,res/entity/140056/male_emi.ktx,2
装扮,588,res/entity/140056/male_emi.png,1
装扮,589,res/entity/140056/male_emi.pvr,2
装扮,590,res/entity/140057/body.ktx,2
装扮,591,res/entity/140057/body.omod,1
装扮,592,res/entity/140057/body.png,1
装扮,593,res/entity/140057/body.pvr,2
装扮,594,res/entity/140057/cibang.ktx,2
装扮,595,res/entity/140057/cibang.png,1
装扮,596,res/entity/140057/cibang.pvr,2
装扮,597,res/entity/140057/cibang_emi.ktx,2
装扮,598,res/entity/140057/cibang_emi.png,1
装扮,599,res/entity/140057/cibang_emi.pvr,2
装扮,600,res/entity/140057/face.ktx,2
装扮,601,res/entity/140057/face.png,1
装扮,602,res/entity/140057/face.pvr,2
装扮,603,res/entity/140057/face_100100.ktx,2
装扮,604,res/entity/140057/face_100100.png,1
装扮,605,res/entity/140057/face_100100.pvr,2
装扮,606,res/entity/140058/body.omod,1
装扮,607,res/entity/140058/face.ktx,2
装扮,608,res/entity/140058/face.png,1
装扮,609,res/entity/140058/face.pvr,2
装扮,610,res/entity/140058/face_100100.ktx,2
装扮,611,res/entity/140058/face_100100.png,1
装扮,612,res/entity/140058/face_100100.pvr,2
装扮,613,res/entity/140058/liuguang.ktx,2
装扮,614,res/entity/140058/liuguang.png,1
装扮,615,res/entity/140058/liuguang.pvr,2
装扮,616,res/entity/140058/liuguang1.ktx,2
装扮,617,res/entity/140058/liuguang1.png,1
装扮,618,res/entity/140058/liuguang1.pvr,2
装扮,619,res/entity/140058/male.ktx,2
装扮,620,res/entity/140058/male.png,1
装扮,621,res/entity/140058/male.pvr,2
装扮,622,res/entity/140058/male_emi.ktx,2
