ID,名字,描述
57,Low Gliding,You'll be able to fly at low altitude for a short distance with no HP loss while falling by pressing [Jump].
58,High Gliding,You'll be able to fly at low altitude for a long distance with no HP loss while falling by pressing [Jump].
59,Floating Feathers,Summon 3 phantom swans that swim around the Mount after use.
60,Swan Lake,You'll be able to dive into the water.
61,Morning Flight,You'll be able to fly in the air and travel short distances with no HP loss while falling.
62,Super Beam,The Fighter will automatically emit cool light waves when moving.
63,Destruction Ray,The Fighter will automatically emit cool gold-red light waves when moving.
64,Sacred Lightwave,The Fighter will automatically emit cool light waves when moving.
65,Purifying Ray,The Fighter will automatically emit cool silver-purple light waves when moving.
66,Rising Cloud,You'll be able to float in the air and travel short distances with no HP loss while falling.
67,Breaking Sky,You'll be able to fly in the air and travel short distances with no HP loss while falling.
68,Dimensional Jump,You'll appear 15 grids away in the pointed direction after using Dimensional Jump.
69,Whirlwind,A small tornado will follow behind the car after use.
70,Magic Bubble,Many Bubbles will appear around you.
71,Zephyr Wings,You'll be able to fly in the air and travel short distances with no HP loss while falling.
72,Magic Gush,A blue water flow will appear around you.
73,Miracle Tears,An Energy Shield will be formed.
74,Red Glow,A red glow will be around you all the time.
75,Golden Beam,A golden glow will be around you all the time.
76,Blue Glow,A blue glow will be around you all the time.
77,Falling Petals,Small petals will fall around you.
78,Butterfly Flutter,Butterflies and Flowers will fly around you.
79,Flying Petals,Pink petals and Flowers will fly around you.
80,Set Sail,Tap [Jump] to speed up by 20% for 10 sec.
81,Junior Summoning,Tap [Jump] to summon 1 small genie that follows you.
82,Medium Summoning,Tap [Jump] to summon 1 star genie that follows you.
83,Advanced Summoning,Tap [Jump] to summon 1 pearl genie that follows you.
84,Hidden God,"After taping [Jump], you can tap again in mid-air to be invisible."
85,Spiritualize,Golden gears will appear around you.
86,Purple Lightning,Purple lightnings will appear around you.
87,Windfury,Long press [Jump] to charge and summon a tornado to blow away the creatures in front.
88,Spiral Flight,"After taping [Jump], you can tap again in mid-air to spiral up."
89,Sound Wave,Laser light effects will be around you.
90,EDM,Colorful lightnings will be around you.
91,Rhythm Swing,Long press [Jump] to increase HP of you and your teammates within a certain range.
92,Superstar Arrival,Long press [Jump] to increase HP of allies within a certain range and reduce the HP of monsters within the range.
93,Fluttering Flowers,Petals will fly around you.
94,Floating Clouds,Long press [Jump] key to fly a certain distance in the air.
95,Linglong,You'll be able to walk on water.
96,Gentle Breeze,Petals will fly around you.
97,Fan Dance,Petals will fly around you.
98,Flicker,Long press [Jump] key to fly a certain distance in the air.
99,Ecstasy Illusion,"Tap [Use] to activate the Phantom Circle, and the monsters inside will be stunned."
100,Fortune Arrival,"Tap [Use], and meat bones will be dropped."
101,Blue Flame,Shooting blue flames out from behind.
102,Dragon Flame,Orange flames will be around you.
103,Emperor Cannon,Fires an energy cannon towards the target location and deals damage to the monsters hit.
104,Soaring Dragon,Fly upwards and soar freely in the air.
105,Auspiciousness,Golden spots and small ingots will be around you.
106,Auspicious Tiger,Lights and falling coins with clouds and mist will be around you.
107,Tiger Leap,Leap forward and deals damage to the monsters hit.
108,Mountain Roar,Roar and deals damage to the monsters within a certain range.
109,Meteor,Pink and blue stars will be around you.
110,Moon Glow,White Flowers and Yellow Fluorescence will be around you.
111,Pray,Pink hearts and blue fluorescence will be around you.
112,Flying Feather,Long press [Jump] key to fly a certain distance in the air.
113,Heaven Blessing,You'll be blessed and gain extra HP when taking fatal damage.
114,Windy,Bamboo Leaves and Clouds will be around you.
115,Creation,Mountain and river shadows will be around you.
116,Roam Free,Increases Movement Speed when taking damage.
117,Panoramic,Tap [Use] to summon mountains that deal damage to monsters in front.
118,Star Shadow,Shinning particles will be around you.
119,Divine Glow,Flowing lights will be around you.
120,Dream Divination,Long press [Jump] to cast magic and get a buff randomly.
121,Imperial Style,The sword spike will form a figurative flame.
122,Saint Way,Flowing flames will be around you.
123,Sword Flight,Long press [Jump] key to fly a certain distance in the air.
124,Dual Sword Flight,You can mount it with your partner. It can also speed up with dual swords.
125,Bubble Bath,Bubbles will float around you.
126,Sonic Bubble Bath,Bubbles and musical notes will float around you.
127,Sleepwalking,It can float on the water.
128,Floating Bubble,Long press [Jump] to let the monsters around you be wrapped in bubbles and float in the air.
129,Act Cute,Hearts will float around you.
130,Floating Dream,Red Equinox Flowers will sprinkle around you.
131,Light Soul,"After taping [Jump], you can tap again in mid-air to do Double Jump."
132,Thousand Illusions,Long press [Jump] to make the nearby monsters fall into the Fantasy and attack each other.
133,Joyriding,Cat footprints will float around you.
134,Blown sand:,Sand grains floating around
135,Tread sand::,Can reduce the damage of sandstorms when riding
136,Feather:,White feathers flying around
137,Plume:,Green feathers flying around
138,Pinion:,Gorgeous feathers flying around
139,Hover:,Long press the jump key to fly a certain distance in the air
140,Peacock Spirit:,The vision is greatly improved when ridden. And can also see the surrounding environment in the dark.
141,Melt:,Gold-sand-like melting floating around
142,Fragrance:,Golden osmanthus floating around
143,Afloat:,Can float on the water
144,Cake:,Long press the jump key to randomly produce a kind of food.
145,Forget:,Surrounded by pink bell orchids and light specks
146,Delight:,"Surrounded by pink bell orchids, light specks and butterflies"
147,Wind chime:,Long press the jump key to fly a certain distance in the air.
148,Ethereal:,Has a super fast movement speed
149,Slide:,Maple leaves floating around and light moving with the wind.
150,Power up:,Long press the jump key to sprint forward for a distance
151,Flier,"Double-click the jump key to keep flying at low altitudes, but you can't fly on the water and magma. Double-click the jump key again to land."
152,Piggy Counterattack,"When being attacked continuously, the damage will be returned back."
153,Candlelight,Light scattering all over the body
154,Leap,Long press the jump key to jump higher
155,Bunny Slam,Click the jump key in the air to quickly destroy the blocks on the ground
156,Tenderness,"Stars, shadows, and petals floating around"
157,Ripple,"Stars, petals, and light pink light bands surrounding around"
158,Wandering,Long press the jump key to fly a certain distance in the air
159,Dream Space,Click the Use button at two positions respectively to set the two-way teleport
160,Drifting Snow,Blue light and small snowflakes surrounding around
161,Freezing Field,Monsters entering the surrounding area will be slowed down
162,Absolute Zero,Long press the jump key to freeze nearby monsters
163,Super Energy,Surrounded by circles of light.
164,Pray,Little stars are around you.
165,Surprise,Long press [Jump] to teleport a certain distance forward.
166,Two-player Mount,You can mount it with your partner.
167,Grunt,The lighting spot featured Little Grunt Beast floating around.
168,Miracle Energy,Long press the jump key to randomly produce a creature's egg.
169,Flutter,"Double click the jump key to initiate sustained low-altitude flight, but cannot fly over water or lava. Double click again to land."
170,Zongzi Aroma,Delicate Zongzi floating around.
171,Sail,Can float on the water.
172,Offshore Fishing,Long press the jump key on the water surface to throw out Zongzi and get a marine creature.
173,Cloud,Misty clouds will be around you!
174,Mountains,Summon mount to increase digging speed
175,Water-Moon Petals,Long press [Jump] to randomly summon a creature which will actively attack nearby monsters.
176,Sweet Dream,"Candies, particles and hearts will be around you"
177,Fantasy,Player's ATK will gradually increase as HP decreases
178,Doll Party,Long press [Jump] to summon Happy Bear and keep player and mount at a suitable temperature.
179,,
180,,
181,Tone,Surrounded by throbbing notes.
182,Moon Voice,Surrounding by throbbing purple-gold notes with starmoon
183,Music,Double-tapping the jump button accelerates and restores HP for a period of time.
184,Star Music,Long press the jump button to stun nearby monsters.
185,Emerald Leaves,Surrounded by green leaves.
186,Verdant Canopy,"Surrounded by an aura of green energy, adorned with blossoming flowers and leaves."
187,Blessing from the Forest,Double-tap the jump key to restore HP over a period of time.
188,Resonance with Nature,Long press the jump key to deal damage to nearby monsters.
189,Wonder Light,Glistening all over.
190,Sea Silk Dancer,Shimmering with marine life light.
191,Coral Barrier,Double-tap jump for a damage shield.
192,Tidal Fury,Long-press jump to splash and repel nearby monsters.
193,Koi Lamp,Light is radiating from every part of it.
194,Dance of Koi and Lamp,It is surrounded by tiny koi and light dots.
195,Screen of Blessings,Double-tap the jump button to activate a shield that can block some damage.
196,Dance of Prosperity,"Tap and hold the jump button to unleash the power of the koi, restoring a certain amount of HP."
197,Fantasy,Light is radiating from every part of it.
198,Dance of Childhood Dreams,It's surrounded by fairy-tale ponies dancing gracefully.
199,Starlight Gallop,Double-tap the jump button for a brief speedup effect.
200,Resonance of Melody,"Tap and hold the jump button to release the fairy-tale melody, causing the surrounding monsters to fall into a brief coma."
201,Head Start,It's enveloped in a cloud of dust.
202,Candy Attack,Hurl lollipops in all directions.
203,Shadow of Illusion,It's covered by the shadow of a pan.
