ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
42,Mecha Meow,"Network connection checked. Electromagnetic turret is ready. Call me a geek? No, no, it is the romance of scientists! Ah? Power is low. Gotta charge up.",@Null@,@Null@,Avatar: Unlock Avatar,Footprint: Leaves electronic particles footprints wherever you walk.,,,
43,Samurai Senbei,Nice move. But it's not nearly as agile as my swords.,@Null@,@Null@,Avatar: Unlock Avatar,Footprint: Leaves dust footprints wherever you walk.,,,
44,Star Wing,"""This champion trophy is my birthday gift!"" Star Wing, who loves the urban life, appears once again in the field. For her, a great win is much more important than mere victory.",@Null@,@Null@,Avatar: Unlock Avatar,Footprint: Leaves small heart footprints wherever you walk.,,,
45,Assassin Li,An energetic assassin who always cheers herself up. She loves to knit for everything she owns.,@Null@,@Null@,Avatar: Unlock Avatar,Footprint: Leaves fuzzy ball footprints wherever you walk.,,,
46,Assassin An,He wants to play cool in front of others. But he is always complained by his partners because of his carelessness.,@Null@,@Null@,Avatar: Unlock Avatar,Footprint: Leaves dart footprints wherever you walk.,,,
47,Parrot YOYO,Do you believe that every cloud has its own smell? I want to be your wings and take you to the most beautiful places in the world.,@Null@,Body Effect: Golden beam shines on the crown!,Avatar: Unlock Avatar,@Null@,,,
48,Mini-S,"It is my duty to guard the peace, for my friends and my Garden!",@Null@,Body Effect: Mecha on the back emits golden rays and electric light!,Avatar: Unlock Avatar,@Null@,,,
49,@Null@,"""Hey, traveler! Would you like to see the amazing magic show? All the fantastic performances are here!""",@Null@,@Null@,@Null@,@Null@,,,
50,Joker,"Hey, dear traveller, would you like to see the amazing magic show? All the fantastic performances are here!",@Null@,@Null@,Avatar: Unlock Avatar,Footprint: Leaves magic patterns wherever you walk.,,,
51,Kana,I'm here to break the rules. Do you want to try some candies or my hammer?,@Null@,@Null@,Avatar: Unlock Avatar,Footprint: Leaves lollipop footprints wherever you walk.,,,
52,Optimus Prime,"I am Optimus Prime, and I send this message so that our pasts will always be remembered, for in those memories we live on.",@Null@,Body Effect: Can Transform in the game and switch the form!,Avatar: Unlock Avatar,Footprint: Leaves camp marker footprints wherever you walk.,#cda5b0aConvert: Click the button on the right to switch the form #n,#cda5b0a Transformers Exclusive Skill：Robots Attack！#n,
53,Megatron,I do this only for the benefit of my deceptions. It grieves me that you may also profit. I'm Megatron.,@Null@,Body Effect: Can Transform in the game and switch the form!,Avatar: Unlock Avatar,Footprint: Leaves camp marker footprints wherever you walk.,#cda5b0aConvert: Click the button on the right to switch the form #n,#cda5b0a Transformers Exclusive Skill：Fusion Cannon！#n,
54,Mousse,"What're the most important things of Christmas Eve? Snow, cakes, magic and wonderful you!",@Null@,@Null@,Avatar: Unlock Avatar,Footprint: Leaves strawberry footprints wherever you walk.,,,
55,Kumquat,"One of the cute twins that just comes to Mini World. The twins are from a rich place. Outgoing Kumquat likes collecting fruits and falling leaves and make things for others. In his words, sharing is the secret to be rich!",@Null@,@Null@,Avatar: Unlock Avatar,Footprint: Leaves chestnut footprints wherever you walk.,,,
56,Snowe,"One of the cute twins that just comes to Mini World. The twins are from a rich place. Hard-working Snowe spends much time helping others. After she comes to Mini World, she hopes she can make more friends and pass the strength of richness to others.",@Null@,Body Effect: Flowers are around you!,Avatar: Unlock Avatar,Footprint: Leaves Chinese knot footprints wherever you walk.,,,
57,Grandpa Lin,"He seems like a slovenly kidult. Actually, he is the powerful lord of the North City and also the teacher of Jinyi, Assassin Li and An. After so many years' fight, now he pays no attention to the affairs of human life.",Unlocking items can be obtained from events,@Null@,Avatar: Unlock Avatar,Footprint: Leaves cucurbit footprints wherever you walk.,,,
58,Bumblebee,"I am Bumblebee, your best friend. Optimus Prime, I was willing to make any sacrifice for peace.",@Null@,Body Effect: Can Transform in the game and switch the form!,Avatar: Unlock Avatar,Footprint: Leaves camp marker footprints wherever you walk.,#cda5b0aConvert: Click the button on the right to switch the form #n,#cda5b0a Transformers Exclusive Skill：Bumblebee Slash！#n,
59,Flower Fairy,"Flower Fairy enjoys wandering in the garden. She plants lots of flowers around her house. Children who walk by are all attracted by the fragrance. This time, she hears that the power on the magic star will change the flowers. As a gardener, she is glad to come.",@Null@,Body Effect: Starlights are around you!,Avatar: Unlock Avatar,@Null@,,,
60,Arell,"Arell is the shinny star from the sky who can realize dreams. When someone makes a wish, Arell will hear that and create a new world with that person.",@Null@,Body Effect: Rainbows are around you!,Avatar: Unlock Avatar,@Null@,,,
61,Snowball,"Born on the snowy mountain, she's chosen to be the protector of the plateau. She is soft but shows great courage when defending her Garden.",Unlocking items can be obtained from events,Body Effect: Snowflakes are around you!,Avatar: Unlock Avatar,@Null@,,,
62,Alice,Alice from the Magic Academy is taken to the wonderland by a poker card. This is an unknown adventure. But Mr. Rabbit is the best companion. He will always be by her side.,@Null@,Body Effect: Prints are around you!,Avatar: Unlock Avatar,@Null@,,,
63,Ninja Frog,Ninja Frog started to learn ninjutsu at a young age. Now he has become a master. But the time he misses the most is when he lay by the pond.,Unlocking items can be obtained from events,@Null@,Avatar: Unlock Avatar,Footprint: Leaves frog footprints wherever you walk.,,,
64,Starscream,Starscream thinks that he is born to be the leader of Decepticon. He has a sharp tongue and often contends for power and profit with Megatron. His behavior often annoys Megatron.,@Null@,Body Effect: Can Transform in the game and switch the form!,Avatar: Unlock Avatar,Footprint: Leaves camp marker footprints wherever you walk.,#cda5b0aConvert: Click the button on the right to switch the form #n,#cda5b0aTransformers Exclusive Skill： Air Alert!#n,
65,Hot Rod,"Calm and with a sense of responsibility, he is the future leader of the Autobot, and also the new hope of peace in the universe. No matter how dangerous the situation is, he will act immediately without hesitation.",@Null@,Body Effect: Can Transform in the game and switch the form!,Avatar: Unlock Avatar,Footprint: Leaves camp marker footprints wherever you walk.,#cda5b0aConvert: Click the button on the right to switch the form #n,#cda5b0aTransformers Exclusive Skill： Red Lightning!#n,
66,Galvatron,He is stronger and more cruel than Megatron. His self-confidence and ambition of conquest are unmatched. The entire universe cannot satisfy the appetite of this ruthless tyrant.,@Null@,Body Effect: Can Transform in the game and switch the form!,Avatar: Unlock Avatar,Footprint: Leaves camp marker footprints wherever you walk.,#cda5b0aConvert: Click the button on the right to switch the form #n,#cda5b0aTransformers Exclusive Skill：Fusion Laser!#n,
67,Raul,"Walking between the virtual and the real, Raul is used to taking the daily issues as game levels and solving them one by one. If luck and ability fail to work, then he'll leave them to the time. Time makes people grow. And growth is also the ultimate answer of every issue.",Unlocking items can be obtained from events,Body Effect: Characters are around you!,Avatar: Unlock Avatar,@Null@,,,
68,Lynn,Lynn likes taking her friend little Cube on a shuttle between the virtual and the real. Exploring the world and enjoying the fun of it mean a lot to her. She never stops and always searches for the neon light that can touch her.,Unlocking items can be obtained from events,Body Effect: Purple particles are around you!,Avatar: Unlock Avatar,@Null@,,,
69,Cyan,"As the descendant of the world's first Zongzi workshop, Cyan and her parents make a deal, that as long as Cyan can maintain the reputation of Zongzi workshop, then she can keep learning playing Guzheng. Inheriting the Zongyi workshop and becoming a master of Guzheng are not conflicted for Cyan, because she wants them both.",@Null@,Body Effect: Zongzi leaves are around you!,Avatar: Unlock Avatar,@Null@,,,
70,Twilight Sparkle,Twilight Sparkle is the most knowledgeable pony. She likes reading and excels in leadership. Princess Celestia helps her learn the magic of friendship and create something new.,@Null@,Body Effect: Magic characters are around you!,Avatar: Unlock Avatar,@Null@,,,
71,Princess Celestia,"Being the ruler of the Kingdom of Equestria, she has great magic power. But actually, she is a cute girl who's quite easy-going. Cakes are always her favorite.",@Null@,Body Effect: Golden particles are around you!,Avatar: Unlock Avatar,@Null@,,,
72,Fluttershy,Fluttershy lives in a wooden hut on the edge of Ponyville and befriends a variety of animals. She often directs them to act together as she's the symbol of kindness in Elements of Harmony.,@Null@,Body Effect: Golden particles are around you!,Avatar: Unlock Avatar,@Null@,,,
73,Princess Luna,"Princess Luna is the sister of Princess Celestia and the second ruler of Equestria who takes charge of the night, dreams and moon rising. She seems mysterious and distant but she is kind indeed.",Unlocking items can be obtained from events,Body Effect: Moon patterns are around you!,Avatar: Unlock Avatar,@Null@,,,
74,Grimlock,Grimlock is the commander of dinobots and also the most powerful one among them. His recklessness makes autobots very anxious. But he also leads the dinobots and has saved the autobots many times.,Unlocking items can be obtained from events,Body Effect: Surrounded by electromagnetic sparks,Avatar: Unlock Avatar,Footprint: Leaves camp marker footprints wherever you walk.,#cda5b0aConvert: Click the button on the right side to switch the autobot/dinobot form!#n,#cda5b0aTransformer exclusive skill: Dragon Roar!#n,
75,Swoop,Swoop's simple thoughts and recklessness are sometimes annoying. But he is a kind-hearted warrior. He plays a huge role in the dinobots team and shoulders important missions.,@Null@,Body Effect: Surrounded by electromagnetic sparks,Avatar: Unlock Avatar,Footprint: Leaves camp marker footprints wherever you walk.,#cda5b0aConvert: Click the button on the right side to switch the autobot/dinobot form!#n,#cda5b0aTransformer exclusive skill: Swift Wing!#n,
76,Snarl,Snarl is a loner. He likes to leave strategic matters to others and only follows Grimlock's dispatch to the wars. This also makes him the most powerful fighter of Grimlock on the battlefield.,@Null@,Body Effect: Surrounded by electromagnetic sparks,Avatar: Unlock Avatar,Footprint: Leaves camp marker footprints wherever you walk.,#cda5b0aConvert: Click the button on the right side to switch the autobot/dinobot form!#n,#cda5b0aTransformer exclusive skill: Bone Sweep!#n,
77,Leonardo,"It is said that he is a traveling painter who uses color magic to purify the world. Warm colors are volatile, and cool colors are quiet. The same is true for Leonardo: the combination of orange and blue is just like his calm and enthusiastic character.",Unlocking items can be obtained from events,@Null@,Avatar: Unlock Avatar,Footprint: Leaves blue dye wherever you walk.,,,
78,Thalia,"""Exchange your precious things with me! I'll give you anything you ever dreamt of!"" Letters signed by Thalia were sent to those who are fond of magic in the Mini Universe. There is also a floating island and a beautiful, mysterious Queen Thalia on Offa Planet!",Unlocking items can be obtained from events,Body Effect: Purple petals are around you!,Avatar: Unlock Avatar,Footprint: Leaves rose patterns wherever you walk.,,,
79,Uta,"Rarely can anyone find Uta. During certain seasons, he would appear and use magic to cure the ailments and banish nightmares. His divination and medicine are so effective and yet so mysterious. He's a hermit and a worthy son of the forest.",@Null@,Body Effect: Runes are around you!,Avatar: Unlock Avatar,@Null@,,,
80,Mr. Rabbit Laby,"Laby's greatest joy is his ability to travel from planet to planet as Mr. Rabbit. But Alice seems to be able to see through his disguise. A card dropped by chance brings them together and a wonderful adventure begins. Is this the magic of poker? No, it is the magic of fate!",Unlocking items can be obtained from events,Body Effect: Rabbit emblems are around you!,Avatar: Unlock Avatar,@Null@,#cd65b00Convert: Click the button to switch rabbit/ human mode!#n,#cd65b00Mr Rabbit skill: Hurry up!#n,
81,Pinkie Pie,"Pinkie Pie is the most famous ""party pony"" and has extraordinary energy. She loves pranks and singing and has a cheerful character. She represents ""laughter"" in Elements of Harmony.",@Null@,Body Effect: Pink hearts are around you!,Avatar: Unlock Avatar,@Null@,,,
82,Night Witch Carol,"Carol loves candies, because candies always bring her good luck. When she tramps the street, a candy store owner takes her in. She also meets the little ghost and learns magic there. Take a candy! Carol's candy pot will definitely surprise you!",@Null@,Body Effect: Magic lights are around you!,Avatar: Unlock Avatar,@Null@,,,
83,Jerry,"Superheroes in the anime are Jerry's favorites. Being encouraged by a real superhero, she puts on a star cloak and firmly believes that she'll definitely become a superhero when she grows up, as long as she does justice.",Unlocking items can be obtained from events,@Null@,Avatar: Unlock Avatar,Footprint: Leaves water drop footprints wherever you walk.,,,
84,Squid,"As a member of his family, Squid doesn't want to live under the sea forever. The sea is vast, but he prefers to float on the surface and observes the bright stars. Though he has no wings, he can make a rocket to the stars with the help of his friends.",Unlocking items can be obtained from events,Body Effect: Wave bubbles are around you!,Avatar: Unlock Avatar,@Null@,,,
85,Gigi Bear,"Life is an adventure and also a challenge. Danger may help you identify yourself. You will not be abandoned by the times if you keep running. If you want to challenge the impossible, go on an adventure with Gigi Bear.",Unlocking items can be obtained from events,@Null@,Avatar: Unlock Avatar,Footprint: Leaves bear footprints wherever you walk.,,,
86,Starlight Glimmer,"She possesses a powerful magical ability no less than Twilight Sparkle, trying to establish a Utopian town. She now becomes a friend of the other ponies and the principal of Friendship School.",@Null@,Body Effect: Blue starlight is around you!,Avatar: Unlock Avatar,@Null@,,,
87,Rainbow Dash,"Rainbow Dash is brave and outgoing. She is a big fan of adventures and pranks. She flies very fast and has a rainbow tailing. She represents ""loyalty"" in Elements of Harmony.",@Null@,Body Effect: There's a rainbow trailing,Avatar: Unlock Avatar,@Null@,,,
88,Princess Cadence,"She used to be a beautiful, kind and considerate student of Princess Celestia. Now she becomes the guardian of the Crystal Empire by defeating King Sombra.",@Null@,Body Effect: Crystal gems are around you!,Avatar: Unlock Avatar,@Null@,,,
89,Audrey,"""Come and learn the magic of nature!"" Audrey from the Magic Academy always spares no efforts to recommend magic about insects. Her diligence helps her win the favor of professor Mysia.",@Null@,Body Effect: Shiny butterflies are around you!,Avatar: Unlock Avatar,Footprint: Leaves moon moth footprints wherever you walk.,,,
90,Predaking,"Predaking is the ferocious fusion of all five of the Predacons with superior abilities and the deadliest war machine of the Decepticons. As a warrior, he is invincible, as a weapon, he is indestructible.",@Null@,Body Effect: Can Transform in the game and switch the form!,Avatar: Unlock Avatar,Footprint: Leaves camp marker footprints wherever you walk.,#cda5b0aTransform: Click the Transform button on the right to transform into Combiner Form! #n,#cda5b0aTransformer Exclusive Skill：Vicious Force！#n,
91,Razorclaw,@Null@,@Null@,Body Effect: Can Transform in the game and switch the form!,Avatar: Unlock Avatar,Footprint: Leaves camp marker footprints wherever you walk.,,,
92,Headstrong,@Null@,@Null@,Body Effect: Can Transform in the game and switch the form!,Avatar: Unlock Avatar,Footprint: Leaves camp marker footprints wherever you walk.,,,
93,Tantrum,@Null@,@Null@,Body Effect: Can Transform in the game and switch the form!,Avatar: Unlock Avatar,Footprint: Leaves camp marker footprints wherever you walk.,,,
94,Rampage,@Null@,@Null@,Body Effect: Can Transform in the game and switch the form!,Avatar: Unlock Avatar,Footprint: Leaves camp marker footprints wherever you walk.,,,
95,Divebomb,@Null@,@Null@,Body Effect: Can Transform in the game and switch the form!,Avatar: Unlock Avatar,Footprint: Leaves camp marker footprints wherever you walk.,,,
96,Superion,Superion is the first Autobot combiner that composes of the Aerialbots. He acts on two principles: Destroy the Decepticons and Protect the Innocents.,@Null@,Body Effect: Can Transform in the game and switch the form!,Avatar: Unlock Avatar,Footprint: Leaves camp marker footprints wherever you walk.,#cda5b0aTransform: Click the Transform button on the right to transform into Combiner Form! #n,#cda5b0aTransformer Exclusive Skill：Fearless Force！#n,
97,Silverbolt,@Null@,@Null@,Body Effect: Can Transform in the game and switch the form!,Avatar: Unlock Avatar,Footprint: Leaves camp marker footprints wherever you walk.,,,
98,Slingshot,@Null@,@Null@,Body Effect: Can Transform in the game and switch the form!,Avatar: Unlock Avatar,Footprint: Leaves camp marker footprints wherever you walk.,,,
99,Skydive,@Null@,@Null@,Body Effect: Can Transform in the game and switch the form!,Avatar: Unlock Avatar,Footprint: Leaves camp marker footprints wherever you walk.,,,
100,Air Raid,@Null@,@Null@,Body Effect: Can Transform in the game and switch the form!,Avatar: Unlock Avatar,Footprint: Leaves camp marker footprints wherever you walk.,,,
101,Fireflight,@Null@,@Null@,Body Effect: Can Transform in the game and switch the form!,Avatar: Unlock Avatar,Footprint: Leaves camp marker footprints wherever you walk.,,,
102,Shengying,I'm the number one lancer in the whole celestial zone. Come challenge me if you don't believe it.,Obtained from Lucky Draw,Footprint: Leaves the Monkey King footprints wherever you walk.,Avatar: Unlock Avatar,@Null@,,,
103,Moyan,I'm the Lord of Fire. Blazing everything within my path is my creed.,@Null@,Body Effect: Evil aura is around you!,Avatar: Unlock Avatar,@Null@,#cd65b00Transform: Click on the Transform button to switch between Bull/Human form! #n,#cd65b00 Moyan Exclusive Skill: Force of the Bull! #n,
104,Lingyao,"Legends say that within the Palace of the Wind God lived a beautiful and elegant lady. Oh, that must be me.",@Null@,Body Effect: Golden petals are around you!,Avatar: Unlock Avatar,@Null@,,,
105,Little Red Riding Hood-Ash,"Ash makes sure that her appearances are in tip-top condition every morning, to match the noble status of her Unicorn. Lately, many have their eyes on the Unicorn, she will never hand over this precious birthday gift from Wolf to anyone else!",@Null@,Footprint: Leaves Little Red Riding Hood footprints wherever you walk.,Avatar: Unlock Avatar,@Null@,,,
106,Cool Mini,"An instructor from Mini Coding, equipped with the magical power of programming. It can be obtained by completing learning tasks in Mini Coding.",Complete the learning tasks in Mini Coding to obtain,Body Effect: Sci-fi particles are around you!,Avatar: Unlock Avatar,Footprint: Leaves footprints wherever you walk.,,,
107,Wolf Boy,"""Let me tell you a secret, Grandma Wolf is real!"" Wolf and Ash like fairytales. Today, Wolf dressed in his wolf outfit and grandma's apron, disguising as the Big Bad Wolf to play a prank on Ash who loves to act. Since everyone is cursed, why not create our very own fairytale adventure?",@Null@,Footprint: Leaves wolf boy footprints wherever you walk.,Avatar: Unlock Avatar,@Null@,,,
108,Celestial Fairy-Ya,"The prosperity of the Celestial world has attracted the eyes of Ya. With her four-string instrument, she travels around the world, performing countless songs with an unchanging calm heart and attitude.",@Null@,Body Effect: Golden lights are around you!,Avatar: Unlock Avatar,@Null@,,,
109,Dragon Prince Song,"""Geese are flying surrounded with dust. Who's playing the lute in the dusk?"" After experiencing countless pain in the mortal world, he decided to follow his heart and stay on the celestial world with dragons as his companions, far away from the mortal world.",Unlocking items can be obtained from events,Avatar: Unlock Avatar,Footprint: Leaves dragon god footprints wherever you walk.,@Null@,,,
110,Rose Maiden Cinderella,"On a summer night, the magic garden is holding a grand ball. Cinderella was surprised to find that the blue item that had appeared in her dream was walking towards the center of the stage. What came with him was the same as the fallen petals she found-the blue hydrangea shoes.",@Null@,Avatar: Unlock Avatar,Footprint: Leaves pink rose footprints wherever you walk.,@Null@,,,
111,Tangerine,"""As a genius gourmet, I just want to enjoy food everywhere! Even though there are so many delicacies in the world, my favorite is still the taste of taiyaki cooked by my parents.""- Tangerine said so after an interview with Mini Daily.",Unlocking items can be obtained from packs or events,Avatar: Unlock Avatar,Footprint: Leaves calico cat footprints wherever you walk.,@Null@,,,
112,Hydrangea Charles,"The ball outside the palace is as colorful as stars and fireworks. When Prince Charles saw Cinderella, he couldn't hide his joy, and carefully took out the delicate roses he picked up.",Obtained from Season Pass,Avatar: Unlock Avatar,Body Effect: Blue lights are around you!,@Null@,,,
113,Bubble,"""Have you heard the legend of the azure sea?"" The well-informed Bubble is born an explorer. He likes to observe the world through bubbles and can find details that everyone else can't see.",Unlocking items can be obtained from packs or events,Avatar: Unlock Avatar,Footprint: Leaves dolphin footprints wherever you walk.,@Null@,,,
114,Flower Dew,Xiaolou First Skin Swap,@Null@,Avatar: Unlock Avatar,Body Effect: Peach petals are around you!,@Null@,,,
115,Princess Frost,"A princess that has been around since the birth of Rory Wonderland. Living in an icy crystal palace, she's the goddess of frost and ice. Due to her icy cold personality, she never has any friends but her heart is pure and kind and can't bear to hurt anyone.",@Null@,Avatar: Unlock Avatar,Body Effect: Ice Crystals are around you!,@Null@,,,
