ID,任务名,任务描述,任务追踪
1002008,Arm Yourself,"Use @item_11323# and @item_11627# to craft @item_12012#@1#r (Surviving in the wilderness can be dangerous, so having a handy weapon is essential!)",Craft @item_12012#@1
1002009,Let's fight!,Defeat any creature @1#r(Is the best defense really offense? Try out your newly crafted weapon and see how it feels),Defeat any creature<br/> @1
1002010,Light in the Darkness!,"Use @item_11323# and @item_11226# to craft @item_298#@1#r(Note: the small torch has limited burn time and needs to be relit once it goes out, but it makes for a great temporary light source.)",Craft @item_298#@1
1002011,Bonfire Party,"Use @item_298# to ignite @item_1200#@1#r(There may be ready-made @item_1200# in the dilapidated house near the star station, or you can make one yourself.)",Ignite @item_1200#@1
1002012,Craftsman,"Use @item_11323# and @item_11627# to craft @item_800#@1#r(craft Table is necessary for any traveller! With it, you can craft more useful items.)",Craft @item_800#@1
1002013,Survival essentials,"Use @item_12600# and @item_11226# to craft @item_828#@1#r(You'll need to use @item_800#. Once crafted, be sure to place the @item_828# in a safe location. You won't be able to sleep if there are threats nearby!)",Craft @item_828#@1
1002014,Take a good rest,"Use @item_828# to sleep#r(Click on @item_828# to lie down, but you can't sleep during the day, you need to wait until night time. The night on Miras starts from 08:00 PM, so watch the time!)",Click the placed @item_828# to sleep
1003001,"Barbecue, yummy!",Cook @item_12513# on the bonfire to get @item_12514#@1#r(Most of the meat dropped by animals can be cooked. Eating raw meat directly in the wild is very dangerous. Please cook it before eating!),Use @item_1200# to cook and obtain @item_12514#<br/>@1
1003002,Conquered by the Roasted Meat,"Have some @item_12514# to restore your stamina @1#r (After eating, you feel full of energy!)",Eat @item_12514#@1
1003003,Mineral Killer,"Use @item_11627# and @item_11323# to craft @item_11012#@1#r(With @item_11012#, you can collect ores faster. Mining without it is too painful!)",Craft @item_11012#@1
1003004,New Energy Source,"Use @item_11012# to mine @item_402# and obtain @item_11201#@1#r(@item_11201# is the most common smelting fuel on Miras. It is quite common both above and below ground, so keep an eye out for it.)",Craft @item_402#@1
1003005,New Mineral!,"Dig with @item_11012# to obtain @item_451#@1#r(@item_451# is widely distributed on Miras, with abundant deposits on the surface and underground.)",Craft @item_451#@1
1003006,Smelting Table Craftman,"Use @item_11226# and @item_101# to craft @item_802#@1#r (With @item_802#, you can smelt metals. It's time to upgrade the tools by mining)",Craft @item_802#@1
1003007,Metal smelting: Brass,Use fuel to smelt @item_451# in @item_802# to refine @item_11329#@1#r (@item_11329# is a very basic metal with a wide range of uses. It can be used to upgrade tools to improve efficiency),Smelt to get @item_11329#@1
1003008,More handy tools,"Use @item_11329# and @item_11323# to craft @item_11011#@1#r (Use @item_800# during crafting. With @item_11011#, mining speed will be significantly increased!)",Craft @item_11011#@1
1003009,Wilderness Survival Lesson 1,"Complete all tasks in the ""New Explorer"".#r(You have learned the most basic wilderness survival skills. Now it's time to apply them to new situations. The tricks of the Void Phantom have not been fully revealed yet, so let's keep up the good work!)","Complete all tasks in the ""New Explorer"""
1004001,At the Beginning of Farming,"Use @item_11627# and @item_11323# to craft @item_11032#@1#r (With it, you can start cultivating farmland)",Craft @item_11032#@1
1004002,Cultivating Farmland,Hold @item_11032# and use it on @item_100# or @item_101# to turn them into farmland@1#r (Long-press the right mouse button on the block on PC or long-press the block on mobile to cultivate farmland),Hold @item_11032# to cultivate farmland@1
1004003,Grain King,Plant @item_11400# on farmland@1#r (Hold @item_11400# and click on farmland to plant it),Plant @item_11400#@1
1004004,Fertilization,"Use @item_11311# on crops@1#r(@item_11311# can accelerate the growth of most plants, but not every fertilization attempt is successful...)",Use @item_11311# on crops@1
1004005,Harvest time!,Harvest the mature @item_229#@1#r (The first harvest is always unforgettable),Harvest @item_229#@1
1004006,The first step to be a chef,"Use @item_104# to craft @item_200108#@1#r (@item_800# will be needed when crafting. You can also ignite the bonfire with @item_298#, remember? Place @item_200108# on the @item_1200# you ignited to make more delicious food)",Craft @item_200108#@1
1004007,Prepare Ingredients,Craft @item_344# with @item_229#@1#r. (You will need to use @item_800# during crafting. @item_344# is a basic ingredient for many dishes),Craft @item_344#@1
1004008,Delicious Dish,Cook @item_12502#@1#r (Use @item_344# in @item_200108# and wait for the delicious dish to be prepared),Cook @item_12502#@1 in @item_200108#
1004009,Enjoy a delicious meal,Eat @item_12502#@1#r(Only when well-fed you have the strength to work!),Eat @item_12502#@1
1004010,Backpack is full!,Craft @item_1180# using @item_11323#@1#r(Items that cannot fit in the backpack can be stored in the storage box.),Craft @item_1180#@1
1004011,Defeat Strong Enemies,"Use @item_11323# to craft @item_812# and place it@1#r(After installing the door on the house, it can facilitate entry and exit, and also prevent monsters from entering the house. However, be careful, @item_812# may be destroyed by monsters!)",Craft and place @item_812#@1
1004012,Defense fortifications,Use @item_11323# to craft @item_821# and place it@1#r(You can connect them by holding @item_821# and clicking on an already placed @item_821#).,Craft and place @item_821#@1
1004013,Defense Entrance,"Craft @item_535# with @item_11323# and @item_11227#, then place it.@1#r(@item_535# can be connected to wooden fence to prevent monsters from entering your stronghold)",Craft and place @item_535#@1
1004014,Mysterious Statue,"Craft @item_596# using @item_104# and place it@1#r (The strange statue has a peculiar feeling just by looking at it, perhaps touching it will trigger something.)",Craft and place @item_596#@1
1004015,Start over,"Offer a star to @item_596#@1#r(Click on @item_596#, then select ""Offer a star"" to allow Lumi to bring you back here when you encounter unexpected situations in the wild.)",Offer a star to @item_596#@1
1004016,Wilderness Survival Lesson 2,"Complete all tasks in the ""Learning is Endless"".#r(You have learned more survival skills, it's time to take it to the next level.)","Complete all tasks in the ""Learning is Endless"""
1004017,Natural Light Source,"Craft @item_905# or @item_907#@1#r with @item_837# (a permanent natural light source, perhaps a replacement for torches that can go out)",Craft @item_905# or @item_907#@1
1005001,Tough Leather,Hunt to obtain @item_11307#@1#r(You need to defeat a Cow or a Wolf to obtain @item_11307#. Be sure to search thoroughly!),Get @item_11307#@1
1005002,Brass Equipment!,"Craft and wear any brass equipment, such as @item_12216#@1#r (After wearing brass equipment, you'll be more strong)",Craft and wear any brass equipment@1
1005003,Sharper Weapon,"Use @item_11329# and @item_11323# to craft @item_12004#@1#r (With @item_12004#, your combat ability will increase significantly)",Craft @item_12004#@1
1005004,Catch the Thief,"Defeat the Void Apostle to obtain @item_11911#@1#r (The Void Phantoms rely on these apostles to steal the power of creation, we must stop them!)",Defeat the Void Apostle to obtain @item_11911#@1
1005005,Upgrade the Crafting Table,"Upgrade @item_800# to @item_797#@1#r (Hold @item_11911# and click on the placed @item_800# to start the upgrade, @item_797# can directly show all crafting recipes)",Hold @item_11911# and click on the placed @item_800#
1005006,Refreshed,"Repair a tool or equipment with @item_797# or @item_800#@1#r(Click on the crafting table and select ""Repair"" to open the repair page. Then put the item that needs to be repaired into it.)",Repair a tool or equipment@1
1005007,Improve smelting efficiency,"Craft @item_799# using @item_11329#@1#rWith a more advanced smelting table, you can smelt multiple ores at once, doubling the efficiency.",Craft @item_799#@1
1005008,More reliable minerals,"Mine @item_401#@1#r(The texture of @item_401# is harder than @item_451# and its mineral distribution is deeper, so you need to dig deeper to find it, but don't dig too deep either.)",Collect @item_401#@1
1005009,Metal Smelting: Mithril,"Smelt to get @item_11209#@1#r(With @item_11209# you can craft more durable tools and equipment, and also craft more blocks, better to stock up on more.)",Smelt to get @item_11209#@1
1005010,Mithril Tool!,"Craft @item_11013#@1#r(Using @item_11013# to dig is more faster than using @item_11011#, and you can inlay the rune for more efficient abilities)",Craft @item_11013#@1
1005011,Power of Nature,"Craft @item_785#@1#r(Use @item_785# to engrave runes to tools, weapons and equipments. There are many types of runes, explore underground to find them.)",Craft @item_785#@1
1005012,Activate the rune power,"Engrave rune once.#r(Click on @item_785# to open the page, then choose the tools and runestones on the left. Try it several times, as rune engraving is not always successful.)",Use @item_785# to engrave rune once
1005013,To the next level,"Complete all tasks in the ""Skilled Explorer"".#r(You're already capable of handling things on your own. Keep strengthening yourself and defeat the Void Phantom!)","Complete all tasks in the ""Skilled Explorer"""
1006001,Shards of the Past,Obtain @item_11205# by collecting @item_598# underground .@1#r(@item_11331# is composed of @item_11205# and a large number of @item_598# were buried deep underground on the planet Miras a long time ago.),Collectting @item_598# underground@1
1006002,Starlink Energy,"Craft @item_11331# using @item_11205#@1#r(As the name implies, @item_11331# is a crucial item for powering star stations)",Craft @item_11331#@1
1006003,Island in the Sky?!,"Step into the ecology of the floating island on Miras#r (The incredible ecology on Miras has caused the surface to detach and float in the sky, but it remains in a very stable state.)",Step into the ecology of the floating island
1006004,Outsiders' Trade,"Purchase @item_11334# from the floating island merchant@1#r (The Angles have a habit of collecting treasures throughout the universe, and they also love heights. You should be able to find them on the floating island. They must have stocked up a lot of @item_11334#.)",Purchase @item_11334# from the floating island merchant@1
1006005,Assembly Completed!,"Craft @item_11335#@1#r (Most of the star stations on Miras have been destroyed by the Void. Even if they are activated, they can only be used for teleportation in the planet. @item_11335# must be used to restore their interstellar teleportation module.)",Craft @item_11335#@1
1006006,Repair Star Station,"Use @item_11331# to click on @item_594# to reactivate it.@1#r(After activation, the star station can be reconnected to the starlink network. Just activate more star stations and the journey will become much easier.)",Use @item_11331# to click on @item_594#@1
1006007,Upgrade Star Station,"Use @item_11335# to click on @item_595#@1 to upgrade it#r(After upgrading to @item_597#, interstellar teleportation between adjacent planets will be available)",Use @item_11335# to click on @item_595#@1
1006008,A Big Step in Interstellar Travel,"Complete all tasks in the ""Starlink Engineer"".#r(After repairing the star station, you can go to Flamas and Horas, getting closer to defeating the Void Phantom)","Complete all tasks in the ""Starlink Engineer"""
1007001,Enter the Rainforest,"Enter the rainforest ecology on Miras#r(The trees in the rainforest of Miras are tall and very dense, full of danger everywhere. It's best not to go out during thunderstorms in the rainforest, getting struck by lightning is no joke!)",Enter the rainforest ecology
1007002,Rainforest Core,"Destroy @item_396# to obtain @item_11601#@1#r(Occasionally, crystals will precipitate on the trunks of the rainforest arbors. You need to carefully search for them.)",Obtain @item_11601#@1
1007003,Ancient Key,"Craft @item_11597# by @item_11601# and @item_11329#@1#r(The ancient Miras language is carved on @item_11597#, which records the method to summon the ""Rainforest Temple"")",Craft @item_11597#@1
1007004,Rainforest Temple!,"After finding @item_578# in the rainforest, use @item_11597# to activate it and summon the Rainforest Temple. (Quetzalcoatl is inside!)",Summon the Rainforest Temple
1007005,Quetzalcoatl,"Defeat Quetzalcoatl#r(The birth of Quetzalcoatl came from an accident. The ""Sacred Fruit"" was deeply hidden inside its body, and had experienced many years...)",Defeat Quetzalcoatl
1007006,Sacred Seed,"Obtain @item_591#@1#r(The sealing key contained within the ""Sacred Fruit,"" passed down through generations via genetic inheritance.)",Obtain @item_591#@1
1007007,Miracle of Life,"Plant @item_591# in a pit and grow the Sacred Tree @1#r(The Sacred Tree is different from other plants, and cannot be accelerated in its growth using @item_11311#. It can only grow slowly with time.)",Plant @item_591#@1
1007008,The Key Symbolizes Life,"At the top of the Sacred Tree, collect and obtain the @item_587#@1#r(The Sacred Tree is towering and the fruit grows inside the trunk at the top. The Crafting of harvesting is very dangerous and requires careful attention.)",Obtain @item_587#@1
1007009,Soar with wings,Craft and wear the @item_11591#@1#r(The feathers of Quetzalcoatl’s wings are incredibly sturdy but exceptionally light. Wearing the @item_11591# on your back allows you to glide.),Craft and wear @item_11591#@1
1007010,Shimmering tree leaves,"Collect arbor leaves in the rainforest at night and obtain @item_11596#@1#r(Remember, once it's daytime, the Stardust on the leaves will disappear.)",Obtain @item_11596#@1
1007011,Witchcraft?,"Craft @item_11569#@1#r(Without inserting a crystal, it's just a plain wooden stick)",Craft @item_11569#@1
1007012,Witchcraft!!!,"Craft any staff@1, such as @item_11580##r(You need to insert different types of crystals. It is the crystals that give Boarman Shamans their diverse abilities.",Craft any staff@1
1007013,The End! Chapter of Life,"Complete all tasks in the ""Rainforest Mystery""","Complete all tasks in the ""Rainforest Mystery"""
1008001,Arrival on Flamas,"Successfully arrived at the Flamas by taking the star station#r(The Flamas is the closest planet to the star in the galaxy, with a remarkably high surface temperature and almost completely covered in lava. Sufficient preparation must be made before traveling to Flamas)",Take the star station to Flamas
1008002,Black Dragon Trial Ⅰ,"Defeat the Ancient Black Dragon!#r(It has been many years since the Black Dragon guarded the Broken Flame Sword, but the promise it made with the ""Ancients"" is still remembered. To obtain the Broken Flame Sword, you must first pass its trial and prove your strength to the Black Dragon!)",Defeat the Ancient Black Dragon
1008003,The Key Symbolizes Courage,Obtain @item_588##r(The Broken Flame Sword contains one of the sealing key. It is essential to lift the seal of the volcano.),Obtain @item_588#@1
1008004,Difficulty increased!,Craft @item_11215# and activate @item_765# to summon the Black Dragon of Lava,Summon the Black Dragon of Lava
1008005,Black Dragon Trial Ⅱ,Defeat the Black Dragon of Lava!#r(The black dragon has transformed into a lava form and opened the second trial. Defeat it and become stronger!),Defeat the Black Dragon of Lava
1008006,Most Difficult,Craft @item_11216# and activate @item_765# to summon the Black Dragon of Chaos,Summon the Black Dragon of Chaos
1008007,Black Dragon Trial ∞,"Defeat the Black Dragon of Chaos!#r(The black dragon has transformed into a chaotic form and opened the third trial. This is the most difficult challenge, and you need to be fully prepared)",Defeat the Black Dragon of Chaos
1008008,Lava Crab Shell,"Defeat Lava Crab to obtain @item_12605#@1#r(The Lava Crab is able to survive in the extreme high temperatures of the Flamas, and even swim in lava, thanks to its unique and magical shell)",Obtain @item_12605#@1
1008009,Wear Fireproof Backpack,"Craft and wear @item_12277#@1#r(With @item_12277#, you can withstand the high temperatures of Flamas)",Craft and wear @item_12277#@1
1008010,The End! Chapter of Courage,"Complete all tasks in the ""Eternal Trial""","Complete all tasks in the ""Eternal Trial"""
1009001,Arrival on Horas,"Successfully arrived at Horas via the star station#r(Horas is the only satellite of Miras and has much lower gravity than Miras. A group of unique-looking indigenous creatures inhabit this planet, and communication with them seems to be challenging)",Take the star station to Horas
1009002,Dispel Void Erosion,"Help the Ancient Giant to get rid of the Void erosion. (The Ancient Giant has been too deeply eroded by the Void to be salvaged, the only solution is to destroy it. Find the Altar and place @item_408#, @item_409#, @item_449#, and @item_450# four squares away from @item_1042# to summon the Ancient Giant.)",Help the Ancient Giant to dispel the erosion of void
1009003,The Key Symbolizes Wisdom,"Obtain @item_589#@1#r(@item_589# was a major breakthrough in the field of artificial life made by the ancient Mirasians, and it contains one of the three keys to unlock the volcano seal.)",Obtain @item_589#@1
1009004,“The Adventures of Rocki”,"Defeat the Rocki to obtain @item_11077#@1#r(To distinguish the creatures you can tell by their colors. Rocki is white and very timid, but be careful of the bombs it spits out.)",Obtain @item_11077#@1
1009005,Regen Rune,Use @item_11077# to craft @item_11075#@1,Craft @item_11075#@1
1009006,Activate Horas Totem,"Activate @item_1042# using @item_11075#@1#r(After activation, it can generate a large area of oxygen, so you don't have to worry about oxygen deficiency in the oxygen zone)",Activate @item_1042#@1
1009007,Horas Copper Ore,"Collect @item_445# to obtain @item_11073#@1#r(@item_445# is one of the unique minerals on Horas, and it is much harder than brass)",Collect @item_445# to obtain @item_11073#@1
1009008,Horas Copper Drill,"Craft @item_11016#@1#r(To craft @item_11016#, you must first obtain @item_11087#)",Craft @item_11016#@1
1009009,Purple Fluorite Ore,"Collect @item_446# to obtain @item_11074#@1#r(@item_446# is also one of the unique minerals found on Horas, but its production is extremely low and it is only found on a few floating islands on the planet.)",Collect @item_446# to obtain @item_11074#@1
1009010,Fly!,"Craft @item_12006#@1#r(To craft @item_12006#, you must first obtain @item_11088#)",Craft @item_12006#@1
1009011,The End! Chapter of Wisdom,"Complete all tasks in the ""Interdimensional Rescue""","Complete all tasks in the ""Interdimensional Rescue"""
2001001,Stone Axe Ⅰ,Craft @item_11002#@1#r (mainly crafted by consuming materials @item_11323# and @item_11627#),Craft @item_11002#@1
2001002,Stone Axe Ⅱ,Craft @item_11002#@1#r (mainly crafted by consuming materials @item_11323# and @item_11627#),Craft @item_11002#@1
2001003,Brass Axe Ⅰ,Craft @item_11001#@1#r (mainly crafted by consuming materials @item_11323# and @item_11329#),Craft @item_11001#@1
2001004,Brass Axe Ⅱ,Craft @item_11001#@1#r (mainly crafted by consuming materials @item_11323# and @item_11329#),Craft @item_11001#@1
2001005,Mithril Axe Ⅰ,Craft @item_11003#@1#r (mainly crafted by consuming materials @item_11323# and @item_11209#),Craft @item_11003#@1
2001006,Mithril Axe Ⅱ,Craft @item_11003#@1#r (mainly crafted by consuming materials @item_11323# and @item_11209#),Craft @item_11003#@1
2001007,Titanium Axe Ⅰ,Craft @item_11004#@1#r (mainly crafted by consuming materials @item_11323# and @item_11330#),Craft @item_11004#@1
2001008,Titanium Axe Ⅱ,Craft @item_11004#@1#r (mainly crafted by consuming materials @item_11323# and @item_11330#),Craft @item_11004#@1
2001009,Chainsaw Ⅰ,Craft @item_11005#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11005#@1
2001010,Chainsaw Ⅱ,Craft @item_11005#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11005#@1
2001011,Stone Shovel Ⅰ,Craft @item_11022# @1#r (mainly crafted by consuming materials @item_11323# and @item_11627#),Craft @item_11022#@1
2001012,Stone Shove Ⅱ,Craft @item_11022# @1#r (mainly crafted by consuming materials @item_11323# and @item_11627#),Craft @item_11022#@1
2001013,Brass Shovel Ⅰ,Craft @item_11021# @1#r (mainly crafted by consuming materials @item_11323# and @item_11329#),Craft @item_11021#@1
2001014,Brass Shovel Ⅱ,Craft @item_11021# @1#r (mainly crafted by consuming materials @item_11323# and @item_11329#),Craft @item_11021#@1
2001015,Mithril Shovel Ⅰ,Craft @item_11023# @1#r (mainly crafted by consuming materials @item_11323# and @item_11209#),Craft @item_11023#@1
2001016,Mithril Shovel Ⅱ,Craft @item_11023# @1#r (mainly crafted by consuming materials @item_11323# and @item_11209#),Craft @item_11023#@1
2001017,Titanium Shovel Ⅰ,Craft @item_11024# @1#r (mainly crafted by consuming materials @item_11323# and @item_11330#),Craft @item_11024#@1
2001018,Titanium Shovel Ⅱ,Craft @item_11024# @1#r (mainly crafted by consuming materials @item_11323# and @item_11330#),Craft @item_11024#@1
2001019,Tungsten Shovel Ⅰ,Craft @item_11025#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11025#@1
2001020,Tungsten Shovel Ⅱ,Craft @item_11025#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11025#@1
2001021,Stone Rake Ⅰ,Craft @item_11032# @1#r (mainly crafted by consuming materials @item_11323# and @item_11627#),Craft @item_11032#@1
2001022,Stone Rake Ⅱ,Craft @item_11032# @1#r (mainly crafted by consuming materials @item_11323# and @item_11627#),Craft @item_11032#@1
2001023,Brass Rake Ⅰ,Craft @item_11031# @1#r (mainly crafted by consuming materials @item_11323# and @item_11329#),Craft @item_11031#@1
2001024,Brass Rake Ⅱ,Craft @item_11031# @1#r (mainly crafted by consuming materials @item_11323# and @item_11329#),Craft @item_11031#@1
2001025,Mithril Rake Ⅰ,Craft @item_11033# @1#r (mainly crafted by consuming materials @item_11323# and @item_11209#),Craft @item_11033#@1
2001026,Mithril Rake Ⅱ,Craft @item_11033# @1#r (mainly crafted by consuming materials @item_11323# and @item_11209#),Craft @item_11033#@1
2001027,Titanium Rake Ⅰ,Craft @item_11034# @1#r (mainly crafted by consuming materials @item_11323# and @item_11330#),Craft @item_11034#@1
2001028,Titanium Rake Ⅱ,Craft @item_11034# @1#r (mainly crafted by consuming materials @item_11323# and @item_11330#),Craft @item_11034#@1
2001029,Tungsten Rake Ⅰ,Craft @item_11035#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11035#@1
2001030,Tungsten Rake Ⅱ,Craft @item_11035#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11035#@1
2001031,Stone Pickaxe Ⅰ,Craft @item_11012# @1#r (mainly crafted by consuming materials @item_11323# and @item_11627#),Craft @item_11012#@1
2001032,Stone Pickaxe Ⅱ,Craft @item_11012# @1#r (mainly crafted by consuming materials @item_11323# and @item_11627#),Craft @item_11012#@1
2001033,Brass Pickaxe Ⅰ,Craft @item_11011# @1#r (mainly crafted by consuming materials @item_11323# and @item_11329#),Craft @item_11011#@1
2001034,Brass Pickaxe Ⅱ,Craft @item_11011# @1#r (mainly crafted by consuming materials @item_11323# and @item_11329#),Craft @item_11011#@1
2001035,Mithril Pickaxe Ⅰ,Craft @item_11013# @1#r (mainly crafted by consuming materials @item_11323# and @item_11209#),Craft @item_11013#@1
2001036,Mithril Pickaxe Ⅱ,Craft @item_11013# @1#r (mainly crafted by consuming materials @item_11323# and @item_11209#),Craft @item_11013#@1
2001037,Titanium Pickaxe Ⅰ,Craft @item_11014# @1#r (mainly crafted by consuming materials @item_11323# and @item_11330#),Craft @item_11014#@1
2001038,Titanium Pickaxe Ⅱ,Craft @item_11014# @1#r (mainly crafted by consuming materials @item_11323# and @item_11330#),Craft @item_11014#@1
2001039,Tungsten Drill Ⅰ,Craft @item_11015#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11015#@1
2001040,Tungsten Drill Ⅱ,Craft @item_11015#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11015#@1
2001041,Horas Copper Drill Ⅰ,Craft @item_11016#@1#r (mainly crafted  by consuming materials @item_11073#),Craft @item_11016#@1
2001042,Horas Copper Drill Ⅱ,Craft @item_11016#@1#r (mainly crafted  by consuming materials @item_11073#),Craft @item_11016#@1
2002001,Fertile Pit,"Use shovel to dig @item_103#@1#r(Hold a shovel, such as @item_11022#, and aim at @item_101# or @item_100# then tap the Use button (long right click on PC) to dig the hole)",Use shovel to dig out @item_103#@1
2002002,Moist Soil,"Use @item_11628# to water @item_103#@1#r (Use @item_11617# to click on the water to fill it up, use @item_11628# to click on @item_103# or @item_102# to make it wet)",Use @item_11628# to water @item_103#@1
2002003,Cherry Tree Ⅰ,Plant @item_11405# on @item_103#@1#r(Usually grows in Grassland or Forest),Plant @item_11405#@1
2002004,Cherry Tree Ⅱ,Plant @item_11405# on @item_103#@1#r(Usually grows in Grassland or Forest),Plant @item_11405#@1
2002005,Cherry Tree Ⅲ,Plant @item_11405# on @item_103#@1#r(Usually grows in Grassland or Forest),Plant @item_11405#@1
2002006,Larch Ⅰ,Plant @item_11406# on @item_103#@1#r(Usually grows in Mountain Coniferous Forest),Plant @item_11406#@1
2002007,Larch Ⅱ,Plant @item_11406# on @item_103#@1#r(Usually grows in Mountain Coniferous Forest),Plant @item_11406#@1
2002008,Larch Ⅲ,Plant @item_11406# on @item_103#@1#r(Usually grows in Mountain Coniferous Forest),Plant @item_11406#@1
2002009,Arbor Ⅰ,Plant @item_11407# on @item_103#@1#r(Usually grows in Rainforest),Plant @item_11407#@1
2002010,Arbor Ⅱ,Plant @item_11407# on @item_103#@1#r(Usually grows in Rainforest),Plant @item_11407#@1
2002011,Arbor Ⅲ,Plant @item_11407# on @item_103#@1#r(Usually grows in Rainforest),Plant @item_11407#@1
2002012,Peach Tree Ⅰ,Plant @item_11409# on @item_103#@1#r(Usually grows in Peach Tree Basin),Plant @item_11409#@1
2002013,Peach Tree Ⅱ,Plant @item_11409# on @item_103#@1#r(Usually grows in Peach Tree Basin),Plant @item_11409#@1
2002014,Peach Tree Ⅲ,Plant @item_11409# on @item_103#@1#r(Usually grows in Peach Tree Basin),Plant @item_11409#@1
2002015,Poplar Ⅰ,Plant @item_11410# on @item_103#@1#r(Usually grows in Grassland or Forest),Plant @item_11410#@1
2002016,Poplar Ⅱ,Plant @item_11410# on @item_103#@1#r(Usually grows in Grassland or Forest),Plant @item_11410#@1
2002017,Poplar Ⅲ,Plant @item_11410# on @item_103#@1#r(Usually grows in Grassland or Forest),Plant @item_11410#@1
2002018,Walnut Tree Ⅰ,Plant @item_11411# on @item_103#@1#r(Usually grows in Floating Island),Plant @item_11411#@1
2002019,Walnut Tree Ⅱ,Plant @item_11411# on @item_103#@1#r(Usually grows in Floating Island),Plant @item_11411#@1
2002020,Walnut Tree Ⅲ,Plant @item_11411# on @item_103#@1#r(Usually grows in Floating Island),Plant @item_11411#@1
2002021,Redwood Ⅰ,Plant @item_11412# on @item_103#@1#r(Usually grows in Red Forest),Plant @item_11412#@1
2002022,Redwood Ⅱ,Plant @item_11412# on @item_103#@1#r(Usually grows in Red Forest),Plant @item_11412#@1
2002023,Redwood Ⅲ,Plant @item_11412# on @item_103#@1#r(Usually grows in Red Forest),Plant @item_11412#@1
2002024,Populus Ⅰ,Plant @item_11421# on @item_103#@1#r(Usually grows in Dessert),Plant @item_11421#@1
2002025,Populus Ⅱ,Plant @item_11421# on @item_103#@1#r(Usually grows in Dessert),Plant @item_11421#@1
2002026,Populus Ⅲ,Plant @item_11421# on @item_103#@1#r(Usually grows in Dessert),Plant @item_11421#@1
2002027,Genwood Ⅰ,Plant @item_11408# on @item_103#@1#r(Usually grows in Horas),Plant @item_11408#@1
2002028,Genwood Ⅱ,Plant @item_11408# on @item_103#@1#r(Usually grows in Horas),Plant @item_11408#@1
2002029,Genwood Ⅲ,Plant @item_11408# on @item_103#@1#r(Usually grows in Horas),Plant @item_11408#@1
2002030,Banana Tree Ⅰ,Plant @item_383# on @item_103#@1#r(Usually grows in Rainforest),Plant @item_383#@1
2002031,Banana Tree Ⅱ,Plant @item_383# on @item_103#@1#r(Usually grows in Rainforest),Plant @item_383#@1
2002032,Banana Tree Ⅲ,Plant @item_383# on @item_103#@1#r(Usually grows in Rainforest),Plant @item_383#@1
2002033,Coconut Tree Ⅰ,Plant @item_295# on @item_103#@1#r(Usually grows in Beach),Plant @item_295#@1
2002034,Coconut Tree Ⅱ,Plant @item_295# on @item_103#@1#r(Usually grows in Beach),Plant @item_295#@1
2002035,Coconut Tree Ⅲ,Plant @item_295# on @item_103#@1#r(Usually grows in Beach),Plant @item_295#@1
