ID,内容
1000114,"Pertama adalah kiri, saya di sini, gerakkan tetikus ke kiri."
1000115,"Seterusnya adalah kanan, saya di sini, gerakkan tetikus ke kanan."
1000116,"Sekarang mari kita lihat atas. Gerakkan tetikus untuk mencari saya, hehe."
1000117,Seterusnya adalah bawah. Bolehkah anda mencari saya?
1000118,Akhirnya adalah belakang. Kali ini jarak untuk menggerakkan tetikus agak jauh.
1000121,"Pemeriksaan seluruh badan selesai! Semuanya dalam keadaan baik. Hei, apa itu?"
1000122,"Nampaknya adalah sebuah rumah rosak. Kalau dibaiki, kemungkinan boleh menjadi tempat tinggal sementara kita!"
1000131,Terlalu jauh. Cepatlah kita semak misi ini!
1000132,Nampaknya Bayang Hampa masih dimeterai di gunung berapi Misra.
1000133,"Tetapi para pengikut telah menghantar sejumlah besar kuasa kreatif kepadanya secara rahsia, meterai ini akan hilang."
1000134,"Disebabkan Bayang Hampa tidak sabar untuk membuka pintu segi tiga, ia telah menghabiskan Kuasa Hampa. Sekarang adalah masa yang sesuai untuk membunuhnya!"
1000135,"Tetapi sekarang kita perlu mengumpul ketiga-tiga kunci meterai gunung berapi. Sebelum ia bersedia, menariknya keluar dari meterai untuk membunuhnya."
1000136,"Ketiga-tiga kunci ini masing-masing disimpan di Miras, Flamas dan Horas."
1000137,"Kejadian berlaku semasa penghantaran menyebabkan semua peralatan kami hilang. Berdasarkan keadaan peralatan semasa, mustahil untuk menyelesaikannya."
1000138,"Jangan putus asa! Saya telah menetapkan beberapa matlamat untuk anda, tidak akan menjadi masalah."
1000141,"Tengok sini. Ini adalah""Kotak Penjejakan Misi"", misi yang dijejaki akan dipaparkan di sini."
1000142,"Setelah menyelesaikannya, ia akan menjejak misi seterusnya secara automatik."
1000143,"Untuk kandungan misi yang lebih terperinci, cuma klik padanya untuk membuka panel kawalan."
1000144,"Ini adalah misi pertama yang saya tetapkan untuk anda, mari kita kumpul beberapa batu dahulu, Zaman Batu akan datang..."
2000001,"Tanya anda, patutkah kami pergi ke jeti untuk mendapatkan @item_12541#."
2000002,"Hei, nampaknya anda berasa letih, adakah anda ingin mencari tempat untuk berehat?"
2000003,Pemandangan Miras sungguh indah. Harap membina sebuah rumah di sini selepas krisis sudah berakhir.
2000004,"Jangan lupa makan apabila menerokai kawasan luar, stamina yang rendah akan membahayakan nyawa!"
2000005,"Anda terpinga-pinga lagi, apa yang anda fikirkan, atau apa kesukaran yang anda hadapi, anda boleh bercakap dengan saya!"
2000006,Tidak dapat melihat kesan pertempuran sebelumnya  di Miras.
2000007,"Pengikut Hampa sentiasa bersembunyi di belakang makhluk untuk mencuri tenaga, sungguh menjijikkan!"
2000008,"Terdapat haiwan gemuk bernama Ayam Terbang di Pulau Terapung Miras. Jika anda memberinya pic beberapa kali, anda boleh menunggangnya untuk terbang!"
2000009,"Jika anda pergi ke Pulau Terapung, anda boleh menggali aloi titanium yang terdedah di permukaan. Logam ini sangat keras. Ingat untuk mengumpul lebih banyak logam, apabila anda menemuinya!"
2000010,"Sesetengah blok boleh mengubah bentuknya apabila digabungkan menjadi bentuk tertentu. Contohnya, mata air panas yang tersembunyi di laut dalam adalah terdiri daripada blok melekit hitam."
2000011,"Menurut berita yang dikesan, bijih Mithril agak tertumpu pada kedalaman kira-kira 10-30 blok di bawah tanah!"
2000012,"Kalau ingin pergi ke planet lain, kita mesti mengaktifkan semula Stesen Bintang dahulu"
2000013,"Orang Liar yang malang ini dimusnah oleh Kuasa Hampa, kita perlu menyelamatkan mereka segera!"
2000014,"Di gurun pasir, anda sering dapat melihat bayang-bayang hitam di atas pasir kuning. Sebenarnya adalah kala jengking yang bersembunyi di dalam pasir. Berhati-hati."
2000015,"Jangan makan makanan mentah, berhati-hati dengan cirit-birit."
2000016,"Di hutan hujan, arbor yang tinggi mempunyai daun yang berkilau pada waktu malam, memberi perhatian"
2000017,Terdapat alat muzik bernama Suona di Miras. Dengar kata bahawa bunyinya sangat istimewa. Jom cuba.
2000018,"Walaupun Tenaga Celesthium dan Kuasa Rune juga berasal dari kuasa penciptaan, arah aplikasi akhir adalah berbeza sama sekali"
2000019,"Mari kita semak semula tujuan perjalanan ini. Sekarang adalah masa yang tepat untuk menghapuskan Bayang Hampa, tetapi anda perlu mendapatkan Buah Suci, Pedang Api Patah dan Mata Orang Batu untuk mengeluarkan Bayang Hampa dari Altar Gunung Berapi secara paksa!"
2000020,"Jangan berdiri di atas awan, ia tidak boleh menanggung beban yang berat!"
2000021,"Jika pergi ke Flamas, kita boleh menggali bijih Tenaga Celesthium"
2000022,Dikatakan bahawa kadang-kadang dapat menemui sekumpulan perniaga di gurun pasir. Tujuan mereka pergi ke oasis untuk berniaga. Kita boleh mengikut mereka untuk mencari oasis.
2000023,"Sekiranya Teman Orang Liar meninggal dunia, ingat untuk mencari bungkusan yang mereka tinggalkan. Cenderahati di dalam mengandungi kisah perjalanan hidup mereka"
2000024,"Semasa menanam tumbuhan, ingat untuk membezakan jenis tumbuhan. Tumbuhan mesti ditanam di tanah pertanian, bunga dan pokok mesti ditanam di dalam lubang tanah."
2000025,"Sangat berbahaya untuk berada di luar rumah pada waktu malam di Miras, tidak digalakkan untuk keluar pada waktu malam. Kita boleh tidur untuk melangkau waktu malam."
2000026,"Adakah anda perasan telinga Badak besar dan kecil, comel sangat~"
2000027,"Ingatlah untuk memakai set selam semasa aktiviti dalam air. Semakin dalam air, semakin besar tekanan air, badan tidak dapat menanggung."
2000028,Terdapat mineral yang berbeza di laut dalam untuk menjadikan kaca lebih keras.
2000029,"Masa telah berlalu sedikit, dan nampaknya ingatan itu sedikit usang. Buah keramat berada di dalam tubuh Ular Berbulu, pedang yang patah perlu melepasi percubaan naga hitam, dan mata lelaki batu. adalah pusat kawalan gergasi purba."
2000030,"Jika ini adalah mimpi ngeri, saya berharap untuk segera bangun."
2000031,"Itulah perubahan ketara dalam struktur ekosistem di sini, saya perlu mengemas kini maklumat saya."
2000032,"Kelahiran hidup adalah kebetulan. Malah planet seperti Horas, kekurangan oksigen juga boleh melahirkan kehidupan. Sungguh menakjubkan!"
2000033,"Flamas terlalu dekat dengan bintang, sukar untuk berjalan tanpa Beg Galas Tahan Api."
2000034,Ingat untuk bertanya khabar apabila bertemu dengan penduduk Miras.
2000035,"Dalam Perang Hampa pertama, gergasi purba berkhidmat sebagai senjata utama Orang Purba, berperang melawan Kuasa Hampa selama bertahun-tahun."
2000036,"Kehidupan berunsur seperti Peri Pasir dan Peri Marin di Miras terutamanya dikuasakan oleh rune, yang pada asasnya berbeza daripada bentuk kehidupan saya, yang dikuasakan oleh Celesthium."
2000037,"Anda kelihatan senyap, apa yang anda fikirkan?"
2000038,Nampaknya anda menghadapi masalah. Apa kata kita berjalan-jalan? Mungkin kita akan menemui sesuatu yang baharu!
2000039,"Walaupun saya tidak dapat membantu anda mengalahkan musuh, saya akan sentiasa berada di sisi anda dan menyokong anda dengan sepenuh hati."
2000040,"Imaginasi manusia tidak berkesudahan. Dengan penerokaan secara berterusan, kita boleh menemui lebih banyak kemungkinan."
2000041,"Kadang-kadang, kita perlu bersendirian untuk menenangkan hati dan fikiran."
2000042,"Kegagalan bukanlah sesuatu yang mengerikan. yang mengerikan adalah berputus asa. Teruskan untuk mencari kaedah yang betul, saya percaya anda!"
2000043,"Setiap pilihan membawa hasil yang berbeza, jadi kita perlu berfikir dengan teliti dan membuat keputusan bijak."
2000044,"Sentiasa bersedia untuk menghadapi situasi yang tidak dijangka, jangan ambil mudah."
2000045,"Sentiasa ingat untuk membawa peralatan dan bahan anda apabila anda keluar, supaya memudahkan anda sentiasa bersedia menghadapi sebarang kemungkinan bahaya."
2000046,"Ingat untuk membaiki peralatan anda tepat pada masanya, supaya anda boleh memanjangkan jangka hayat peralatan. Jika anda terlupa untuk membaikinya, anda boleh membuat yang baru."
2000047,"Iklim dan persekitaran di beberapa tempat yang mungkin memberi kesan kepada kita, jadi kita harus memberi perhatian untuk membuat pelarasan tepat pada masanya."
2000048,"Hi, apa yang anda lakukan? Mahu bermain bersama-sama?"
2000049,"Adakah anda tersesat? Pastikan anda menyemak peta kecil di penjuru kanan sebelah atas, boleh menunjukkan arah kepada anda."
2000050,Ingatlah untuk memetik buah-buahan daripada pokok. Ini adalah sumber makanan yang paling mudah diperolehi.
2000051,Berhati-hati semasa perjalanan dan simpan lebih banyak bintang. Tidak akan takut walaupun menghadapi bahaya.
2000052,"Jangan takut menghadapi kesukaran, hadapinya dengan berani!"
2000053,"Wow, langit di planet ini sangat indah!"
2000054,"Jika anda berasa letih atau keliru, jangan risau, saya akan sentiasa berada di sisi anda."
2000055,"Anda tidak keseorangan, saya di sini untuk menemani anda. Rakan-rakan anda yang hilang, mereka juga menunggu anda dalam perjalanan yang akan datang."
2000056,Adakah anda tahu bahawa Orang Liar dikutuk akan tidur pada siang hari?
2000057,Sangat penting untuk memeriksa peralatan anda sekali-sekala.
2000058,Kadangkala kegagalan bukanlah perkara yang buruk; ia boleh membantu anda bertumbuh dengan lebih baik.
2000059,"Rama-rama di Miras boleh mengubah rumput menjadi bunga. jika tidak berhati-hati, ia akan bertabur ke merata-rata tempat."
3001001,"""@item_588#"" Tetapan disemak! Status adalah normal! Nasib baik, Bayang Hampa masih belum menemui kami. Berhati-hati."
3001002,"""@item_589#"" Tetapan disemak! Status adalah normal!"
3001003,"""@item_587#"" Tetapan disemak! Status adalah normal!"
3001004,Kita boleh bertempur dengan Bayang Hampa secara bersemuka sekarang! Bersedia untuk pertempuran!
3001005,"Baik! Anda telah mengalahkan Bayang Hampa, alam semesta Mini akhirnya selamat!"
3001006,"Nampaknya Bayang Hampa menjatuhkan sesuatu yang berdekatan, cari dengan teliti."
3001007,"Ini ialah @item_11333#, tetapi nampaknya telah menembusi lantai bintang."
3001008,Ia mungkin boleh digunakan untuk menyambung dengan Stesen Bintang yang telah dibaiki. Cubalah.
3002001,"Baik, anda telah mengumpulkan sebahagian daripada @item_11627#!"
3002002,"Anda boleh menggali beberapa lagi sebagai sandaran, atau membuka Panel Kawalan untuk menuntut ganjaran yang diperolehi dari tugasan tadi."
3002003,"Tugasan baru telah dikemas kini untuk anda. Jika anda mempunyai @item_11627# yang mencukupi, pergi untuk memotong beberapa dahan"
3002004,Nampaknya anda telah mengumpul @item_11323# yang mencukupi. Cuba buka Panel Kawalan untuk mensintesis @item_11002#!
3002005,@item_11002# ini kelihatan hebat. Sekarang memotong kayu lebih cepat daripada sebelumnya.
3002006,"Mencari pokok dan mencuba. Kali ini kita tidak memerlukan dahan, mari kita tebang batangnya dan kumpulkan beberapa @item_11323#."
3002007,"Baik! Kita boleh mensintesis @item_206# dengan menggunakan @item_11323# sekarang! Malam di Miras sangat berbahaya, jadi kita perlu membina tempat tinggal sementara dengan cepat."
3002008,Adakah anda masih ingat bangunan usang berhampiran Stesen Bintang sejak kami tiba?
3002009,"Jika kami menggunakan @item_206# untuk membaiki bangunan itu, mungkin ia boleh digunakan sebagai tempat tinggal sementara kami!"
3002010,"Rasanya agak pelik untuk bersembang dengan anda melalui kotak sembang. Anda boleh terus melakukan tugasan anda sambil membaca apa yang saya ""katakan"". Cepatlah letak @item_206#."
3002011,"Tempat tinggal hanya boleh digunakan untuk pertahanan. Anda juga memerlukan senjata yang berguna sekiranya berlaku kecemasan. Sintesis @item_12012#, anda memerlukannya."
3002012,"Baik, bukan? Dengan @item_12012#, kekuatan tempur telah meningkat dengan ketara. Namun, senjata batu hanya boleh menyokong peringkat pertempuran sekarang, kita mesti terus menguatkan diri!"
3002013,"Oh ya, untuk melangkau malam denagn selamat, kita memerlukan beberapa peralatan pencahayaan."
3002014,"Mari kumpulkan beberapa @item_11226# dan @item_11323#, supaya boleh mensintesis @item_298#."
3002015,"Terdapat sumber cahaya sekarang. Namun, masa pembakaran obor kecil ini adalah singkat. Lebih selamat jika kami mempunyai @item_1200#."
3002016,Saya ingat terdapat @item_1200# dalam bangunan itu. Anda boleh menggunakan @item_298# untuk menyalakannya. Mari cuba.
3002017,"@item_1200# memang hangat~ Melihat cahaya yang menenangkan ini, saya keluar tanpa sedar~"
3002018,"Semua peralatan pencahayaan sudah bersedia! Langkah seterusnya adalah perkara yang paling penting, iaitu @item_828#! Dengan @item_828#, anda boleh tidur lena sepanjang malam!"
3002019,"Oh, saya hampir terlupa bahawa kita tidak dapat mensintesis @item_828# tanpa @item_800#. Mari sintesis @item_800# dahulu."
3002020,"Walaupun @item_800# ini belum lengkap, kami sudah boleh mensintesis lebih banyak perkara dengan menggunakannya!"
3002021,Cuba @item_800# baru sekarang. Cuma klik padanya untuk membuka halaman sintesis.
3002022,Bahan untuk mensintesis @item_828# adalah penting. Adakah kita masih mempunyai @item_11226# dan @item_12600# yang mencukupi?
3002023,"Akhirnya siap, cuma klik pada @item_828# untuk berbaring di dalamnya."
3002024,Anda perlu memberi perhatian kepada masa di penjuru kanan sebelah atas. Ingat bahawa anda hanya boleh menggunakan @item_828# untuk melangkau malam selepas jam 18:00!
3002025,"Jangan lupa tidur apabila tiba masanya. Saya akan berehat sebentar, jika anda ingin mensintesis sesuatu, cuma klik butang di bawah yang kelihatan seperti saya untuk membangunkan saya."
3003001,Daging sudah masak! Cepatlah ambil dan makan sebelum hangus.
3003002,"Wanginya~Pereka tidak memasang modul makan untuk saya, sekarang hanya dapat menghidu aromanya tetapi tidak memakannya. Pada suatu hari nanti, saya sangat berharap untuk menikmati makanan yang lazat."
3003003,Berasa lebih bertenaga selepas makan! Sudah tiba masanya untuk menaik taraf alat dan peralatan kami.
3003004,"Yang pertama, kita perlu mengumpul bahan-bahan untuk naik taraf. @item_11201# dan @item_11329# adalah wajib."
3003005,"Untuk mendapatkannya, kita perlu menyediakan alat perlombongan, @item_11012#. Mari sintesis @item_11012# dahulu, saya akan teruskan kemudian."
3003006,"Anda semakin mahir untuk mensintesis sesuatu, hebat~ Dengan @item_11012#, kini boleh pergi untuk melombong."
3003007,"Mari kumpul beberapa @item_11201# dahulu. @item_402# biasanya ditemui di bawah tanah Miras, tetapi ia tidak perlu digali dengan sangat dalam. Mungkin didapati di kawasan cetek di permukaan."
3003008,"Permukaan bijih terutamanya adalah kristal biru yang bertaburan, yang agak mudah ditemui."
3003009,Boleh ditemui di permukaan atau menggali terowong kecil ke bawah. Sepatutnya agak mudah ditemui. Ayuh!
3003010,Anda menemui @item_402# dengan pantas! Adakah anda mempunyai bakat dalam perlombongan?
3003011,"Bergurau senda, mari kita cari @item_11329# sekarang!"
3003012,"Taburan @item_451# adalah serupa dengan @item_402#. Permukaan bijih terutamanya mengandungi kepingan logam oren-kuning yang bertaburan, yang agak boleh dikenali."
3003013,"Kemungkinan anda telah melihatnya semasa melombong @item_402#, tetapi bijih tidak terlalu banyak bijih, mari kita kumpul lagi."
3003014,Adakah anda mempunyai bakat dalam pelombongan? Anda menemui @item_451# dengan begitu pantas!
3003015,"Sekarang bahan mentah dikumpulkan dengan lengkap, langkah seterusnya ialah peleburan mineral."
3003016,"Sedikit masa diperlukan untuk peleburan. Demi keselamatan, kita boleh kembali ke temoat tinggal dulu. Jika anda ingin meningkatkan kecekapan dan menyelesaikannya di tempat kejadian, nampaknya tidak bermasalah."
3003017,Mari kita sintesis @item_802# dahulu. Selebihnya kita akan bincangkan nanti
3003018,Dapat melebur mineral setelah melengkapi @item_802#. Mari tentukan tempat untuk peleburan dan meletakkan @item_802#.
3003019,"Setelah diletakkan, cuma klik pada blok @item_802# untuk membuka halaman peleburan."
3003020,Kemudian memasukkan @item_451# dan @item_11201# yang dikumpulkan tadi. Memulakan peleburan jika bersedia.
3003021,"Oh! @Item_11329# telah dilebur, buka @item_802# untuk menyimpan."
3003022,"Meja Peleburan yang dibuat daripada batu hanya boleh melebur satu demi satu. Setelah mengumpulkan @item_11329# yang mencukupi, Meja Peleburan yang dibuat daripada tembaga boleh disintesis untuk meningkatkan efisiensi."
3003023,"Menaik taraf alat kami dengan menggunakan @item_11329# ini. Dengan @item_11011#, kecekapan perlombongan akan dipertingkatkan dengan ketara!"
3003024,"Taniah! Nampaknya anda telah menyelesaikan semua tugas yang ditetpkan di bawah ""Pengembara Baru"", sekarang bukan pemula lagi!"
3003025,"Terdapat banyak pengetahuan tentang bertahan hidup di alam liar, saya telah menambahkannya ke panel kawalan, boleh membuka untuk menyemak."
3003026,"Jangan lupa tujuan akhir kita. Seluruh Mini World kini berada dalam bahaya, kita mempunyai tanggungjawab yang berat untuk menyelamatkan dunia dan tidak boleh mengambil mudah."
3003027,Saya biasanya berehat di ruang antara lapisan. Hanya hubungi saya apabila anda memerlukan saya. Adakah anda bersedia untuk meneruskan?
3004001,Anda telah mensintesis @item_11032#. Kini anda boleh menambak tanah pertanian untuk menanam tanaman. Jiwa bertani membara!
3004002,"Tanaman menjadi matang memerlukan sedikit masa. Jika anda ingin ia tumbuh lebih cepat, anda boleh menggunakan @item_11311# untuk membajanya."
3004003,"@item_812# tidak cukup keras, boleh dimusnahkan oleh Orang Liar dengan mudah. Gunakan Pagar untuk mengelilingi tempat tinggal akan lebih selamat."
3004004,"Jika memberi @item_104# satu bintang, saya boleh mencatat lokasi ini. Kemudian menghantar anda kembali ke sini apabila anda menghadapi bahaya pada masa hadapan,"
3004005,"Tahniah, anda mencapai satu matlamat besar lagi! Sudah tiba masanya untuk mengambil langkah seterusnya dan menyemak tugas baru!"
3005001,"Kulit ini sangat kukuh. Jika kulit dan @item_11329# digunakan untuk mensintesis peralatan tembaga, akan membantu kita untuk bertahan hidup di alam liar!"
3005002,"Set peralatan ini lebih hebat berbanding dengan sebelum ini. Set lengkap peralatan Tembaga mempunyai 4 keping, lebih hebat jika mengumpulkan semuanya."
3005003,"Senjata dan alat pertahanan sudah bersedia. Sudah tiba masanya untuk memberi pengajaran kepada Bayang Hampa! Penjahat ini mencuri Kuasa Penciptaan di mana-mana sahaja, kita mesti menghentikan mereka secepat mungkin!"
3005004,"@item_11911# yang dijatuhkan oleh Bayang Hampa adalah terkondensasi daripada Kuasa Penciptaan yang mereka mencuri. Jika menggunakannya pada @item_800#, kamu boleh mendapatkan @item_797#!"
3005005,"Klik pada @item_797# untuk menyemak semua resipi! Tetapi masih terdapat beberapa item yang memerlukan cetakan biru untuk membuka kunci, jadi memberi perhatian dalam perjalanan yang akan datang."
3005006,"Meja Peleburan telah dinaik taraf. Kini boleh melebur dua jenis bijih secara serentak. Jom cari @item_401#, yang boleh melebur logam penting @item_11209#!"
3005007,"Dengan @item_11209#, kita boleh mensintesis lebih banyak item sekarang . Mari lihat apa yang boleh disintesis di Meja Tukang!"
3005008,"Menggali lebih pantas sekarang, kita boleh melombong beberapa bijih di bawah tanah sebelum mensintesis @item_785#!"
3005009,"Berdasarkan data bahawa Rune adalah mineral unik di Miras. Apabila ditatah pada senjata atau alat, akan mendapatkan kekuatan yang mengejutkan"
3005010,Anda telah mempelajari semua pengetahuan asas untuk bertahan hidup di Miras!
3005011,"Seterusnya... Tunggu sebentar, biar saya fikir...Seterusnya kita perlu membaiki Stesen Bintang."
3005012,"Jika anda mempunyai perkara lain yang ingin dilakukan, klik pada Kotak Penjejakan Tugas atas skrin untuk menyemak tugas lain."
3006001,"Hmm, biar saya lihat. Fragmen Tenaga ini telah lama terkubur jauh di bawah tanah. Saya harap ia masih boleh digabungkan menjadi Teras Tenaga."
3006002,"Wah, ia berjaya! Kami mendapat Teras. Sekarang kami perlu mencari @item_11334#. Stor data menunjukkan bahawa ia berada di Pulau Terapung. Jom!"
3006003,"Sangat indah, tetapi Pulau Terapung sangat tinggi, kita perlu memikirkan cara untuk pergi ke sana. Mari kita perhatikan keadaan sekeliling dahulu."
3006004,Bagaimanakah orang bersayap itu mempunyai begitu banyak cip? Tetapi akhirnya kita mendapatnya dan kini boleh mensintesis @item_11335#.
3006005,"Komponen dan Teras sudah bersedia, tiba masanya untuk membaiki Stesen Bintang! Baca penerangan alat @item_11331#."
3006006,"Wah, Konsol berjaya diaktifkan! Stesen Bintang ini kini disambungkan semula ke Rantai Bintang. Gunakan @item_11335# untuk menaik taraf Teleporter sekarang!"
3006007,Berjaya disambungkan! Teleportasi antara planet kini dipulihkan. Membaiki lebih banyak Stesen Bintang akan memudahkan perjalanan.
3006008,"Adakah anda bersedia? Sudah tiba masanya untuk mencari ""Tiga Objek Suci""! Semak tugasan terkini."
3007001,"Nampaknya kita telah menemui hutan hujan. Hutan hujan penuh dengan bahaya, jadi anda mesti berhati-hati."
3007002,@item_11601# ini adalah kristal yang terbentuk daripada Kuasa Penciptaan yang berlebihan di dalam arbor hutan hujan. Gabungkan mereka dengan @item_11329# untuk mensintesis @item_11597#.
3007003,"@item_11597# yang baru disintesis adalah kunci Kuil, tetapi kami perlu mencari kuil yang sesuai untuk mengaktifkan Patung. Mari cari di hutan hujan."
3007004,"Adakah ini Kuil Hutan Hujan?! Walaupun saya telah melihatnya dalam data, melihatnya kuil sebenar masih cukup mengejutkan!"
3007005,"Raksasa yang dikenali sebagai ""Quetzalcoatl"" berada di dalam kuil. Kita mesti mengalahkannya sebelum mendapatkan @item_591#. Adakah anda bersedia?"
3007006,Tiada kejadian berlaku. Mari cari apa yang dijatuhkan oleh Quetzalcoatl di tanah berdekatan. Berhati-hatilah agar tidak jatuh ke dalam lava...
3007007,Buah Suci telah dicerna dan meninggalkan biji benih  di dalam badan Quetzalcoatl. Cari ruang terbuka untuk menanamnya.
3007008,Benih kecil ini telah tumbuh menjadi pokok yang begitu besar! Buahnya berada berhampiran mahkota pokok. Kita perlu memikirkan cara untuk naik ke sana.
3007009,"Kami telah mendapat @item_591#! Ia adalah perjalanan yang sukar. Berhati-hati ketika turun, saya agak takut terhadap ketinggian..."
3007010,"Wah, sayap ini sangat cantik. Lebih selamat apabila turun ke bawah."
3007011,"Debu ini sangat berkilat dan cantik, seperti warna saya."
3007012,Adakah ini yang dipegang oleh Bomoh Orang Liar? Nampaknya kehilangan sesuatu.
3007013,Hebat! Cuba lihat apa yang boleh dilepaskan.
3008001,"Aduh, inilah Flamas? Tempat ini terlalu panas. Sangat dekat dengan matahari."
3008002,"Sebelum mencari Naga Hitam, saya rasa lebih baik kita mensintesis @item_12277# terlebih dahulu."
3008003,"Kemenangan! Itu mendebarkan. Naga Hitam memang kuat. Tetapi sekarang, Naga Hitam perlu mengakui kekuatan anda."
3008004,"Ambil @item_588#, ini adalah bukti ""keberanian"" anda!"
3008005,"Adakah ini ""Pedang Api Patah""? Ini merupakan peringatan kerjasama jangka panjang antara dua dunia, malah menggunakan pedang patah sebagai tandanya. Agak sukar untuk memahami."
3008006,"Naga Hitam mempunyai dua bentuk yang lain, jika anda mempunyai kekuatan yang berlebihan, boleh cuba mencabarnya. Kalau rasa kekuatan masih kurang, boleh kembali semula."
3008007,Saya telah mengemas kini tugasan baru dalam senarai. Anda boleh semak.
3008008,Anda telah mengalahkan Naga Hitam berbentuk lava. Hebat! Mari lihat apa yang ditinggalkan untuk kita.
3008009,"Bentuk Chaos seperti biasa. Pergi untuk mendapatkan ganjaran, ia masih di dalam balang di tengah Pulau Naga."
3008010,Rasanya lebih baik sekarang. Saya terasa meleleh. Saya terlupa bahawa saya sebenarnya tidak boleh meleleh.
3009001,"Langit di sini sangat indah! Tetapi suasana Horas sangat tipis. Sebelum memanggil Gergasi Purba, anda mungkin memerlukan beberapa peralatan oksigen. Semak Meja Tukang untuk melihat apa yang boleh buat."
3009002,"Gergasi purba akhirnya bebas, Bayang Hampa memang keji! Simpan @item_589# secepat mungkin, pemusnahan Bayang Hampa dapat dicapai!!"
