ID,购买提示
77,"Item yang dikunci boleh diperolehi dari acara Event Garden Fruit, tidak terdapat dalam Golden Fruit dan buah biasa (hiburan yang sesuai dan penggunaan rasional)"
78,"Item yang dikunci boleh diperolehi dari buah acara taman, tidak terdapat dalam buah emas dan buah biasa (hiburan yang sesuai dan penggunaan rasional)"
79,"Item yang dikunci boleh diperolehi dari buah acara taman, tidak terdapat dalam buah emas dan buah biasa (hiburan yang sesuai dan penggunaan rasional)"
80,"Item yang dikunci boleh diperolehi dari buah acara taman, tidak terdapat dalam buah emas dan buah biasa (hiburan yang sesuai dan penggunaan rasional)"
81,"Item yang dikunci boleh diperolehi dari buah acara taman, tidak terdapat dalam buah emas dan buah biasa (hiburan yang sesuai dan penggunaan rasional)"
82,"Item yang dikunci boleh diperolehi dari buah acara taman, tidak terdapat dalam buah emas dan buah biasa (hiburan yang sesuai dan penggunaan rasional)"
83,"Item yang dikunci boleh diperolehi dari buah acara taman, tidak terdapat dalam buah emas dan buah biasa (hiburan yang sesuai dan penggunaan rasional)"
84,Pembelian untuk membuka kunci (hiburan yang sesuai dan penggunaan rasional)
85,Pembelian untuk membuka kunci (hiburan yang sesuai dan penggunaan rasional)
86,Pembelian untuk membuka kunci (hiburan yang sesuai dan penggunaan rasional)
87,"Item yang dikunci boleh diperolehi dari buah acara taman, tidak terdapat dalam buah emas dan buah biasa (hiburan yang sesuai dan penggunaan rasional)"
88,"Item yang dikunci boleh diperolehi dari buah acara taman, tidak terdapat dalam buah emas dan buah biasa (hiburan yang sesuai dan penggunaan rasional)"
89,"Item yang dikunci boleh diperolehi dari buah acara taman, tidak terdapat dalam buah emas dan buah biasa (hiburan yang sesuai dan penggunaan rasional)"
90,@Null@
91,@Null@
92,Item yang tidak berkunci boleh dapat di buah-buah rumah.
93,Item yang tidak berkunci boleh dapat di buah-buah rumah.
94,Item yang tidak berkunci boleh dapat di buah-buah rumah.
95,Alat membuka kunci dapat diperoleh dari buah-buahan rumah. (Hiburan yang sederhana dan rasional)
96,Alat membuka kunci dapat diperoleh dari buah-buahan rumah. (Hiburan yang sederhana dan rasional)
97,Alat membuka kunci dapat diperoleh dari buah-buahan rumah. (Hiburan yang sederhana dan rasional)
98,"Item yang dikunci boleh diperolehi dari buah acara taman, tidak terdapat dalam buah emas dan buah biasa (hiburan yang sesuai dan penggunaan rasional)"
99,"Item yang dikunci boleh diperolehi dari buah acara taman, tidak terdapat dalam buah emas dan buah biasa (hiburan yang sesuai dan penggunaan rasional)"
100,Buka kunci (sesuai untuk perbelanjaan hiburan yang rasional)
101,Membuka kunci alat peraga membolehkan mesin loteri tunggangan untuk mendapat (sesuai untuk perbelanjaan hiburan yang rasional)
102,Membuka kunci alat peraga membolehkan mesin loteri tunggangan untuk mendapat (sesuai untuk perbelanjaan hiburan yang rasional)
103,Beli dan buka kunci untuk (hiburan sederhana dan penggunaan rasional)
104,Buka kunci untuk item dalam mesin kad Tunggangan.  (Hiburan sederhana dan penggunaan rasional)
105,Beli dan buka kunci untuk (hiburan sederhana dan penggunaan rasional)
106,Buka kunci untuk item dalam mesin kad Tunggangan.  (Hiburan sederhana dan penggunaan rasional)
107,Buka kunci untuk item dalam mesin kad Tunggangan.  (Hiburan sederhana dan penggunaan rasional)
108,Beli dan buka kunci untuk (hiburan sederhana dan penggunaan rasional)
109,Buka kunci untuk item dalam mesin kad Tunggangan.  (Hiburan sederhana dan penggunaan rasional)
110,Buka kunci untuk item dalam mesin kad Tunggangan.  (Hiburan sederhana dan penggunaan rasional)
111,Item tidak berkunci boleh didapati melalui pakej hadiah istimewa. (Hiburan sederhana dan penggunaan rasional)
114,Membeli buka kunci. (Penggunaan dan hiburan yang rasional)
115,Pembuka kunci dapat dari Mesin Loteri Tunggangan. (Penggunaan dan hiburan yang rasional)
116,Pembuka kunci dapat dari Mesin Loteri Tunggangan. (Penggunaan dan hiburan yang rasional)
117,Membeli buka kunci. (Penggunaan dan hiburan yang rasional)
118,Pembuka kunci dapat dari Mesin Loteri Tunggangan. (Penggunaan dan hiburan yang rasional)
119,Pembuka kunci dapat dari Mesin Loteri Tunggangan. (Penggunaan dan hiburan yang rasional)
120,Membeli buka kunci. (Penggunaan dan hiburan yang rasional)
121,Pembuka kunci dapat dari Mesin Loteri Tunggangan. (Penggunaan dan hiburan yang rasional)
122,Pembuka kunci dapat dari Mesin Loteri Tunggangan. (Penggunaan dan hiburan yang rasional)
123,Pembuka kunci dapat dari Mesin Loteri Tunggangan. (Penggunaan dan hiburan yang rasional)
124,Pembuka kunci dapat dari Mesin Loteri Tunggangan. (Penggunaan dan hiburan yang rasional)
126,Pembukaan kunci alat boleh dapat dari Gashapon Cabutan Tunggangan (Hiburan rasional)
127,Pembukaan kunci alat boleh dapat dari Gashapon Cabutan Tunggangan (Hiburan rasional)
128,Pembukaan kunci alat boleh dapat dari Gashapon Cabutan Tunggangan (Hiburan rasional)
129,Pembukaan kunci alat boleh dapat dari Gashapon Cabutan Tunggangan (Hiburan rasional)
130,Beli pembukaan kunci (Hiburan rasional)
131,Pembukaan kunci alat boleh dapat dari Gashapon Cabutan Tunggangan (Hiburan rasional)
132,Pembukaan kunci alat boleh dapat dari Gashapon Cabutan Tunggangan (Hiburan rasional)
133,Pembukaan kunci alat boleh dapat dari Gashapon Cabutan Tunggangan (Hiburan rasional)
134,Pembukaan kunci alat boleh dapat dari Gashapon Cabutan Tunggangan (Hiburan rasional)
137,Pembukaan kunci alat boleh diperolehi dari acara
138,Pembukaan kunci alat boleh diperolehi dari acara
139,Pembukaan kunci alat boleh diperolehi dari acara
140,Pembukaan kunci alat boleh diperolehi dari acara
141,Pembukaan kunci alat boleh diperolehi dari acara
142,Pembukaan kunci alat boleh diperolehi dari acara
143,
144,
145,Pembukaan kunci alat boleh diperolehi dari acara
146,Beli pembukaan kunci (hiburan sederhana dan penggunaan rasional)
147,Alat pembukaan kunci boleh didapati daripada mesin cabutan tunggangan. (Hiburan sederhana dan penggunaan rasional)
148,Alat pembukaan kunci boleh didapati daripada mesin cabutan tunggangan. (Hiburan sederhana dan penggunaan rasional)
149,Beli pembukaan kunci (hiburan sederhana dan penggunaan rasional)
150,Alat pembukaan kunci boleh didapati daripada mesin cabutan tunggangan. (Hiburan sederhana dan penggunaan rasional)
151,Alat pembukaan kunci boleh didapati daripada mesin cabutan tunggangan. (Hiburan sederhana dan penggunaan rasional)
152,Beli pembukaan kunci (hiburan sederhana dan penggunaan rasional)
153,Alat pembukaan kunci boleh didapati daripada mesin cabutan tunggangan. (Hiburan sederhana dan penggunaan rasional)
154,Alat pembukaan kunci boleh didapati daripada mesin cabutan tunggangan. (Hiburan sederhana dan penggunaan rasional)
155,
156,Beli pembukaan kunci (hiburan dan penggunaan rasional)
157,Alat pembukaan kunci boleh dapat dari Gashapon Cabutan Tunggangan (hiburan dan penggunaan rasional)
158,Alat pembukaan kunci boleh dapat dari Gashapon Cabutan Tunggangan (hiburan dan penggunaan rasional)
159,Beli pembukaan kunci (hiburan dan penggunaan rasional)
160,Alat pembukaan kunci boleh dapat dari Gashapon Cabutan Tunggangan (hiburan dan penggunaan rasional)
161,Alat pembukaan kunci boleh dapat dari Gashapon Cabutan Tunggangan (hiburan dan penggunaan rasional)
162,Alat pembukaan kunci boleh dapat dari acara
163,Alat pembukaan kunci boleh dapat dari acara
164,Alat pembukaan kunci boleh dapat dari acara
165,
166,
