ID,任务名,任务描述,任务追踪
1004011,Kalahkan Musuh Kuat,"Gunakan @item_11323# untuk mensintesis @item_812#, dan letakkannya.@1#r (Pintu rumah dipasang dapat mencegah raksasa memasuki rumah. Berhati-hati, @item_812# boleh dimusnahkan oleh Orang Liar! )",Sintesis dan letakkan @item_812#@1
1004012,Benteng Pertahanan,Gunakan @item_11323# untuk mensintesis @item_821# dan letakkannya@1#r (Pegang @item_821# dan klik pada @item_821# yang telah diletakkan untuk menggabungkan.),Sintesis dan letakkan @item_821#@1
1004013,Pintu Keluar Benteng,"Gunakan @item_11323# dan @item_11227# untuk mensintesis @item_535#, dan letakkannya@1#r (@item_535# boleh digabung dengan tiang kayu kecil supaya raksasa tidak boleh memasuki rumah)",Sintesis and letakkan @item_535#@1
1004014,Patung Misteri,"Gunakan @item_104# untuk mensintesis @item_596# dan letakkannya @1#r (Patung batu aneh itu kelihatan aneh, mungkin menyentuhnya akan mencetuskan sesuatu)",Sintesis dan letakkan @item_596# @1
1004015,"Di sini, mulakan semula","Tawarkan bintang kepada @item_596#@1#r (Klik pada @item_596#, kemudian pilih ""Tawarkan bintang"", untuk membolehkan Lamy membawa anda kembali ke sini apabila anda menghadapi sesuatu yang tidak dijangka di alam liar.)",Tawarkan bintang kepada @item_596#@1
1004016,Bertahan Hidup Di Alam Liar Pelajaran 2,Selesai semua tugas dalam 'Belajar Tanpa Akhir'. #r (Belajar ilmu pengetahuan tentang bertahan hidup.),Selesai semua tugas dalam 'Belajar Tanpa Akhir'
1004017,Sumber Cahaya Semulajadi,"Kraf @item_905# atau @item_907#@1#r dengan @item_837# (sumber cahaya semula jadi kekal, mungkin pengganti obor yang boleh keluar)",Kraf @item_905# atau @item_907#@1
1005001,Kulit Keras,Dapatkan @item_11307#@1#r (@item_11307# didapati dengan mengalahkan Lembu atau Serigala.),Dapatkan @item_11307#@1
1005002,Peralatan Tembaga,"Sintesis dan pakai mana-mana peralatan tembaga, seperti @item_12216#@1#r (Lebih kuat selepas pakai peralatan tembaga.)",Sintesis dan pakai mana-mana peralatan tembaga@1
1005003,Senjata yang lebih tajam,"Gunakan @item_11329# dan @item_11323# untuk mensintesis @item_12004#@1#r (Dengan @item_12004#, kuasa pertempuran meningkat!)",Sintesis @item_12004#@1
1005004,Menangkap pencuri,"Kalahkan Bayang Hampa untuk mendapatkan @item_11911#@1#r (Bayang Hampa bergantung pada para pengikutnya untuk mencuri kuasa penciptaan, cepat kalahkan mereka!)",Kalahkan Bayang Hampa untuk dapatkan @item_11911#@1
1005005,Naik taraf Meja Tukang!,"Naik taraf @item_800# kepada @item_797#@1#r (Pegang @item_11911# dan klik pada @item_800# yang diletakkan untuk menaik taraf, @item_797# dapat melihat semua formula)",Pegang @item_11911# dan klik pada @item_800#
1005006,Cara membaiki alat,"Baiki. (@item_797# atau @item_800# boleh digunakan@1#r (Klik pada halaman Meja Tukang dan pilih ""Pembaikan alat"" di sebelah kiri. Kemudian masukkan item yang perlu dibaiki ke dalam.)",Membaiki alat atau peralatan@1
1005007,Meningkatkan kecekapan peleburan,"Gunakan @item_11329# untuk mensintesis @item_799#@1#r (Meja Peleburan yang lebih lanjut boleh melebur beberapa mineral sekaligus, menggandakan kecekapan.)",Sintesis @item_799#@1
1005008,Mineral yang lebih dipercayai,"Kumpulkan @item_401#@1#r (@item_401# lebih keras daripada @item_451#, taburan mineral lebih mendalam. Perlu menggali lebih dalam untuk mendapatkan, tetapi jangan menggali terlalu dalam.)",Kumpulkan @item_401#@1
1005009,Peleburan Logam: Mithril,"Dapatkan @item_11209# dari peleburan@1#r (Dengan @item_11209#, dapat mensintesis alat dan perlengkapan yang lebih tahan lama, mensintesis lebih banyak blok. Lebih baik untuk menyimpan lebih banyak.)",@item_11209# diperolehi dari peleburan@1
1005010,Alat Mithril,"Mensintesis @item_11013#@1#r (Kelajuan menggali dengan @item_11013# lebih pantas daripada @item_11011#, boleh menggunakan tatahan rune untuk meningkatkan kecekapan)",Sintesis @item_11013#@1
1005011,Kuasa alam,"Mensintesis @item_785#@1#r (Gunakan @item_785# untuk menatah rune pada alat, senjata atau peralatan. Terdapat pelbagai jenis batu rune. Mari terokainya di bawah tanah.)",Sintesis @item_785#@1
1005012,Merangsang Kuasa Rune,"Lakukan tatahan rune #r(klik pada @item_785# untuk membuka halaman, boleh memilih daripada alat dan batu rune di sebelah kiri. Cuba beberapa kali, tatahan rune tidak akan berjaya setiap kali. Tetapi hanya alat Mithril dan lebih lanjut boleh digunakan untuk menatah rune)",Gunakan @item_785# untuk tatahan rune
1005013,Ke peringkat seterusnya!,"Selesaikan semua tugas dalam ""Penjelajah Terampil"". #r (Terus menguatkan diri untuk mengalahkan Bayang Hampa!)","Selesaikan semua tugas dalam ""Penjelajah Terampil""."
1006001,Fragmen Purba,"Kumpulkan @item_598# di bawah tanah untuk dapatkan @item_11205#@1#r (@item_11331# dibuat daripada @item_11205#, sejumlah besar @item_598# terkubur di bawah tanah Miras sejak masa dulu)",Kumpulkan @item_598#@1
1006002,Tenaga Celesthium,Gunakan @item_11205# untuk sintesis @item_11331#@1#r (@item_11331# adalah alat penting untuk Stesen Bintang),Sintesis @item_11331#@1
1006003,Pulau di langit?!,"Tiba di Pulau Terapung di Miras #r(Ekologi Miras yang luar biasa, permukaannya terpisah dari tanah dan merapung di langit, tetapi keadaannya sangat stabil)",Tiba di Pulau Terapung
1006004,Peniaga asing,"Membeli @item_11334# dengan Peniaga Pulau Terapung@1#r (Angles suka mencari harta karun di seluruh alam semesta, sukai tempat tinggi; Dapat menemuinya di pulau terapung. Mereka pasti telah menyimpan banyak @item_11334#)",Beli @item_11334# dengan Peniaga Pulau Terapung@1
1006005,Perhimpunan selesai!,"Mensintesis @item_11335#@1#r (Stesen Bintang di Miras dimusnahkan oleh Hampa. Walaupun ia diaktifkan, ia hanya boleh digunakan untuk teleportasi di planet ini. @item_11335# mesti digunakan untuk memulihkan fungsi teleportasi jarak jauhnya)",Mensintesis @item_11335#@1
1006006,Baiki Stesen Bintang,"Gunakan @item_11331# untuk klik pada @item_594#@1 untuk mengaktifkannya#r (Setelah diaktifkan, Stesen Bintang dapat disambungkan ke jaringan Rantai Bintang. Semakin banyak Stesen Bintang diaktifkan, semakin mudah dalam perjalanan)",Gunakan @item_11331# untuk klik @item_594#@1
1006007,Naik taraf Stesen Bintang,Gunakan @item_11335# dan klik pada @item_595#@1 untuk menaik taraf #r (Menaik taraf kepada @item_597# untuk berteleportasi antara planet berdekatan.),Gunakan @item_11335# untuk klik @item_595#@1
1006008,Langkah besar untuk perjalanan planet,"Selesai semua tugas dalam ""Jurutera Rantai Bintang"". #r(Setelah Stesen Bintang diperbaiki, dapat pergi ke Flamas dan Horas, selangkah lebih dekat untuk mengalahkan Bayang Hampa.)","Selesai semua tugas dalam ""Jurutera Rantai Bintang"""
1007001,Masuk Hutan Hujan,"Masuk ekologi hutan hujan di Miras#r (Pokok di hutan hujan Miras tinggi dan sangat padat, sangat berbahaya. Jangan keluar semasa ribut petir di hutan hujan, disambar petir bukan jenaka! )",Masuk ekologi Hutan Hujan
1007002,Teras hutan hujan,"Musnahkan @item_396# untuk mendapatkan @item_11601#@1#r (Kadangkala, kristal akan dikeluarkan dari batang arbor hutan hujan. Perlu mencarinya dengan teliti.)",Sintesis @item_11601#@1
1007003,Kunci purba,"Gunakan @item_11601# dan @item_11329# untuk mensintesis @item_11597#@1#r (@item_11597# ditatah dengan bahasa orang Miras purba, merekodkan kaedah membuka ""Kuil Hutan Hujan"")",Sintesis @item_11597#@1
1007004,Kuil Hutan Hujan,"Selepas menemui @item_578# di hutan hujan, gunakan @item_11597# untuk mengaktifkan, panggil Kuil Hutan Hujan #r( Quetzalcoatl berada di dalam!)",Panggil Kuil Hutan Hujan
1007005,Quetzalcoatl,"Kalahkan Quetzalcoatl #r(Quetzalcoatl dilahirkan dari sebuah kejadian. ""Buah suci"" tersembunyi di dalam badannya, bertahun-tahun...)",Kalahkan Quetzalcoatl
1007006,Biji suci,"Dapatkan @item_591#@1#r (kunci rahsia yang meterai dalam ""Buah Suci"", diturunkan dari generasi ke generasi melalui genetik...)",Dapatkan @item_591#@1
1007007,Keajaiban hidup,"Tanam @item_591# ke dalam lubang untuk menanam Pokok Suci@1#r (Pokok Suci itu berbeza dengan tumbuhan lain, tidak boleh menggunakan @item_11311# untuk mempercepatkan pertumbuhannya, hanya tumbuh seperti biasa)",Menanam @item_591#@1
1007008,"Kunci ""kehidupan""","Dapatkan @item_587# di ketinggian Pokok Suci@1#r (Pokok Suci sangat tinggi, buahnya tumbuh di batang di bahagian tinggi. Proses memetik sangat berbahaya, berhati-hati)",Dapatkan @item_587#@1
1007009,Kembangkan sayap,"Sintesis dan pakai @item_11591#@1#r (Bulu sayap Quetzalcoatl sangat kuat dan sangat ringan, memakai @item_11591# di belakang anda untuk meluncur)",Sintesis dan pakai @item_11591#@1
1007010,Daun berkilau,"Kumpul daun arbor yang berkilau di hutan hujan pada waktu malam untuk mendapatkan @item_11596#@1#r (Ingat, apabila siang hari, habuk berkilau pada daun akan hilang)",Dapatkan @item_11596# @1
1007011,Sihir?,"Mensintesis @item_11569#@1#r (Kristal yang tidak ditatah, ia hanyalah sebatang kayu)",Sintesis @item_11569#@1
1007012,Sihir!!!,"Mensintesis mana-mana tongkat sihir@1, seperti @item_11580##r (Terdapat beberapa jenis kristal, kekuatan Bomoh Orang Liar bergantung pada kristal ini)",Sintesis mana-mana tongkat sihir@1
1007013,"Selesai! ""Bab Kehidupan""","Selesai semua tugas dalam ""Misteri Hutan Hujan"".","Selesai semua tugas dalam ""Misteri Hutan Hujan""."
1008001,Tiba di Flamas,"Gunakan Stesen Bintang untuk tiba di Flamas #r(Flamas adalah planet yang paling hampir dengan bintang di galaksi, suhu permukaan adalah sangat tinggi, dan ia hampir dilitupi oleh lava. Membuat persediaan yang mencukupi sebelum pergi ke Flamas)",Tiba di Flamas dengan menggunakan stesen bintang
1008002,Percubaan Naga Hitam Ⅰ,"Kalahkan Naga Hitam Purba! #r(Sudah lama Naga Hitam menjaga Pedang Api Patah, tetapi ia masih tidak melupakan perjanjian yang dibuatnya dengan ""Orang Purba"". Untuk mendapatkan Pedang Api Patah, anda mesti melepasi percubaannya dahulu, Buktikan kekuatan anda kepada Naga Hitam!)",Kalahkan Naga Hitam Purba
1008003,"Kunci ""Keberanian""","Dapatkan @item_588# #r(Sebahagian kunci rahsia meterai di dalam Pedang Api Patah, perlu menghapuskan meterai gunung berapi)",Dapatkan @item_588#
1008004,Kesukaran meningkat!,"Mensintesis @item_11215#, aktifkan @item_765#, panggil Naga Hitam Lava",Panggil Naga Hitam Lava
1008005,Percubaan Naga Hitam II,Kalahkan Naga Hitam Lava! #r(Naga Hitam bertukar menjadi bentuk lava untuk mulai percubaan kedua. Mengalahkannya dan menjadi lebih kuat!),Kalahkan Naga Hitam Lava
1008006,Kesukaran maksimum!,"Mensintesis @item_11216#, mengaktifkan @item_765#, panggil Naga Hitam Chaos",Panggil Naga Hitam Chaos
1008007,Percubaan Naga Hitam ∞,"Kalahkan Naga Hitam Chaos! #r(Naga hitam berubah menjadi bentuk chaos untuk mulai percubaan ketiga, Ini adalah percubaan yang paling sukar dan memerlukan persediaan yang mencukupi.)",Kalahkan Naga Hitam Chaos
1008008,Dapatkan Ketam Lava,"Kalahkan Ketam Lava untuk mendapatkan @item_12605#@1#r (Ketam Lava boleh bertahan dalam suhu begitu tinggi di Flamas, malah berenang di dalam lava, disebabkan mempunyai cangkerang keras ajaibnya)",Dapatkan @item_12605#@1
1008009,Pakai Ransel Tahan Api,"Sintesis dan pakai @item_12277#@1#r (Dengan @item_12277#, boleh menahan suhu tinggi di Flamas)",Sintesis dan pakai @item_12277#@1
1008010,"Selesai! ""Bab Keberanian""","Selesai semua tugas dalam ""Percubaan Abadi"".","Selesai semua tugas dalam ""Percubaan Abadi""."
1009001,Tiba di Horas,"Gunakan Stesen Bintang untuk tiba di Horas #r(Horas ialah satu-satunya satelit Miras dan mempunyai gravitinya lebih rendah daripada Miras. Sekumpulan makhluk asli yang kelihatan unik mendiami planet ini, susah berkomunikasi dengan mereka)",Tiba di Horas dengan menggunakan Stesen Bintang
1009002,Hilangkan Hakisan Hampa,"Bantu gergasi purba lepas daripada Hakisan Hampa #r(Gergasi purba telah dihakis oleh Hampa dengan begitu mendalam sehingga tidak dapat diperbaiki, satu-satunya cara ialah memusnahkannya. #r Selepas menemui altar, letakkan @item_408#, @item_409#, @item_449#, @item_450# di 4 blok sebelah @item_1042# untuk memanggil gergasi purba)",Bantu gergasi purba lepas dari Hakisan Hampa
1009003,"Kunci ""Kebijaksanaan""","Dapatkan @item_589#@1#r (@item_589# adalah terobosan besar di dalam bidang pembuatan kehidupan orang Miras purba, yang mengandungi salah satu bahagian daripada kunci rahsia meterai gunung berapi)",Dapatkan @item_589#@1
1009004,"""Pengembaraan Rocki""","Kalahkan Rocki untuk mendapatkan @item_11077#@1#r (Cara membezakan makhluk adalah warnanya, warna ""Rocki"" adalah putih, sangat menakutkan, tetapi berhati-hati dengan bom yang mereka keluarkan)",Dapatkan @item_11077#@1
1009005,Batu Bintang,Gunakan @item_11077# untuk mensintesis @item_11075#@1#r (Perlu menemui @item_11090# di Horas sebelum @item_11075#),Sintesis @item_11075#@1
1009007,Bijih Tembaga Horas,"Kumpul @item_445# untuk mendapatkan @item_11073#@1#r (@item_445# ialah salah satu mineral unik Horas, lebih keras daripada tembaga)",Kumpulkan @item_445# untuk dapatkan @item_11073#@1
1009008,Gerudi Tembaga Horas,"Mensintesis @item_11016#@1#r (Jika ingin mensintesis @item_11016#, tetapi mesti mendapatkan @item_11087# dahulu)",Sintesis @item_11016#@1
1009009,Bijih ungu,"Kumpulkan @item_446# untuk mendapatkan @item_11074#@1#r (@item_446# juga merupakan salah satu mineral unik Horas, tetapi pengeluarannya amat rendah, hanya ditemui di Pulau Terapung Horas)",Kumpulkan @item_446# untuk dapatkan @item_11074#@1
1009010,Terbang!,"Sintesis @item_12006#@1#r (Jika ingin mensintesis @item_12006#, mesti mendapatkan @item_11088# dahulu)",Sintesis @item_12006#@1
1009011,"Selesai! ""Bab Kebijaksanaan""","Selesai semua tugas ""Penyelamatan Antara Dimensi""","Selesai semua tugas ""Penyelamatan Antara Dimensi"""
2001001,Kapak BatuⅠ,Mensintesis @item_11002#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11627#),Sintesis @item_11002#@1
2001002,Kapak Batu Ⅱ,Mensintesis @item_11002#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11627#),Sintesis @item_11002#@1
2001003,Kapak Tembaga Ⅰ,Mensintesis @item_11001#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11329#),Sintesis @item_11001#@1
2001004,Kapak Tembaga Ⅱ,Mensintesis @item_11001#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11329#),Sintesis @item_11001#@1
2001005,Kapak Mithril Ⅰ,Mensintesis @item_11003#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11209#),Sintesis @item_11003#@1
2001006,Kapak Mithril Ⅱ,Mensintesis @item_11003#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11209#),Sintesis @item_11003#@1
2001007,Kapak Titanium Ⅰ,Mensintesis @item_11004#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11330#),Sintesis @item_11004#@1
2001008,Kapak Titanium Ⅱ,Mensintesis @item_11004#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11330#),Sintesis @item_11004#@1
2001009,Gergaji Ⅰ,Mensintesis @item_11005#@1#r (Terutamanya disintesis dengan menggunakan bahan @item_11203# dan @item_11911#),Sintesis @item_11005#@1
2001010,Gergaji Ⅱ,Mensintesis @item_11005#@1#r (Terutamanya disintesis dengan menggunakan bahan @item_11203# dan @item_11911#),Sintesis @item_11005#@1
2001011,Penyodok BatuⅠ,Mensintesis @item_11022#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11627#),Sintesis @item_11022#@1
2001012,Penyodook Batu Ⅱ,Mensintesis @item_11022#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11627#),Sintesis @item_11022#@1
2001013,Penyodok Tembaga Ⅰ,Mensintesis @item_11021#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11329#),Sintesis @item_11021#@1
2001014,Penyodok Tembaga Ⅱ,Mensintesis @item_11021#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11329#),Sintesis @item_11021#@1
2001015,Penyodok Mithril Ⅰ,Mensintesis @item_11023#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11209#),Sintesis @item_11023#@1
2001016,Penyodok Mithril  Ⅱ,Mensintesis @item_11023#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11209#),Sintesis @item_11023#@1
2001017,Penyodok Titanium Ⅰ,Mensintesis @item_11024#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11330#),Sintesis @item_11024#@1
2001018,Penyodok Titanium Ⅱ,Mensintesis @item_11024#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11330#),Sintesis @item_11024#@1
2001019,Sekop Tungsten  Ⅰ,Mensintesis @item_11025#@1#r (Terutamanya disintesis dengan menggunakan bahan @item_11203# dan @item_11911#),Sintesis @item_11025#@1
2001020,Sekop Tungsten Ⅱ,Mensintesis @item_11025#@1#r (Terutamanya disintesis dengan menggunakan bahan @item_11203# dan @item_11911#),Sintesis @item_11025#@1
2001021,Garu BatuⅠ,Mensintesis @item_11032#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11627#),Sintesis @item_11032#@1
2001022,Garu Batu Ⅱ,Mensintesis @item_11032#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11627#),Sintesis @item_11032#@1
2001023,Garu TembagaⅠ,Mensintesis @item_11031#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11329#),Sintesis @item_11031#@1
2001024,Garu Tembaga Ⅱ,Mensintesis @item_11031#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11329#),Sintesis @item_11031#@1
2001025,Garu Mithril Ⅰ,Mensintesis @item_11033#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11209#),Sintesis @item_11033#@1
2001026,Garu Mithril Ⅱ,Mensintesis @item_11033#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11209#),Sintesis @item_11033#@1
2001027,Garu Titanium Ⅰ,Mensintesis @item_11034#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11330#),Sintesis @item_11034#@1
2001028,Garu Titanium Ⅱ,Mensintesis @item_11034#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11330#),Sintesis @item_11034#@1
2001029,Garu Tungsten Ⅰ,Mensintesis @item_11035#@1#r (Terutamanya disintesis dengan menggunakan bahan @item_11203# dan @item_11911#),Sintesis @item_11035#@1
2001030,Garu Tungsten Ⅱ,Mensintesis @item_11035#@1#r (Terutamanya disintesis dengan menggunakan bahan @item_11203# dan @item_11911#),Sintesis @item_11035#@1
2001031,Beliung Batu Ⅰ,Mensintesis @item_11012#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11627#),Sintesis @item_11012#@1
2001032,Beliung Batu Ⅱ,Mensintesis @item_11012#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11627#),Sintesis @item_11012#@1
2001033,Beliung Tembaga Ⅰ,Mensintesis @item_11011#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11329#),Sintesis @item_11011#@1
2001034,Beliung Tembaga Ⅱ,Mensintesis @item_11011#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11329#),Sintesis @item_11011#@1
2001035,Beliung Mithril Ⅰ,Mensintesis @item_11013#@1#r (Disintesis dengan menggunakan bahan @item_11323# dan @item_11209#),Sintesis @item_11013#@1
