ID,名字
420003,Bar Peralatan3(Pelindung Kaki)
420004,Bar Peralatan4(But)
420005,Bar Peralatan5(Hiasan belakang)
430001,Bar peralatan dalam peristiwa
440001,Jenis makhluk dalam peristiwa pencetus
440002,Jenis makhluk sasaran dalam peristiwa pencetus
440003,Jenis makhluk yang terakhir dicipta
450001,Formula dalam peristiwa
460001,Perleburan dalam peristiwa
470001,Plot dalam peristiwa
480001,Bilangan peralatan dalam peristiwa
490001,Papan teks
490002,Teks terapung
490003,Teks terapung
490004,Bar kemajuan
490005,Anak panah menunjuk ke lokasi
490006,Permukaan panduan menunjuk ke objek
490007,Permukaan panduan menunjuk ke lokasi
490008,Garis panduan menunjuk ke objek
490009,Garis panduan menunjuk ke lokasi
500001,Aturan menaik
500002,Aturan menurun
510001,Komponen acara
520001,Edit semasa
520002,Interface Event
530001,Penerbangan
530002,Pergerakan biasa
540001,Tahun
540002,Bulan
540003,Hari
540004,Jam
540005,Minit
540006,Saat
540007,Cap masa (saat)
550001,Rangkaian acara
570001,Muzik dalam acara itu
580001,Berhenti
580002,Lanjut
580003,Tutup
590001,Pilih Tetingkap Paparan di Dunia
600001,Objek Global
610001,Main balik gelung
610002,Main sekali sahaja.
990001,Kumpulan Biasa
990002,Kumpulan Lautan
990003,Kumpulan Gurun
990004,Kumpulan Ribbon Biasa
990005,kumpulan jalur sejuk puncak.
990006,Kumpulan gunung berapi
990007,Kumpulan Tanah Lembap
