ID,名字,类别名,描述
50002,Dapatkan kedudukan penglihatan pemain,Pemain,Penglihatan |@1
50003,Atribut pemain,Pemain,@2| |@1
50004,Jumlah alat dimiliki,Pemain,Jumlah |@2| dimiliki |@1
50006,Sudut orientasi pemain,Pemain,Sudut orientasi |@1
50007,Nama pemain,Pemain,Nama |@1
50008,Penilaian Individu,Pemain,@1||@2||@3
50009,Penilaian dalam kumpulan pemain,Pemain,@1||@2| di dalam |@3
50010,Penilaian di kawasan,Pemain,@1||@2| di |@3
50011,Penilaian status,Pemain,@1||@2| memiliki status |@3
50012,Tuan bilik,Pemain,Tuan bilik
50018,Kumpulan pemain,Pemain,Kumpulan |@1
50019,Pemboleh ubah peribadi pemain (Kawasan),Pemain,@2| |@1| (Kawasan)
50020,Pemboleh ubah peribadi pemain (Kedudukan),Pemain,@2||@1| (Kedudukan)
50021,Pemboleh ubah peribadi pemain (Nilai),Pemain,@2||@1| (Nilai)
50022,Pembolehubah peribadi pemain (rentetan),Pemain,@2||@1| (rentetan)
50023,Pemboleh ubah peribadi pemain (Nilai Boolean),Pemain,@2||@1| (Nilai Boolean)
50024,Pemboleh ubah peribadi pemain (Pemain),Pemain,@2||@1| (Pemain)
50025,Pemboleh ubah peribadi pemain (Kumpulan Pemain),Pemain,@2||@1| (Kumpulan Pemain)
50026,Pemboleh ubah peribadi pemain (Jenis blok),Pemain,@2||@1| (Jenis blok)
50027,Pembolehubah peribadi pemain (Jenis alat),Pemain,@2| |@1| (Jenis alat)
50028,Pemboleh ubah peribadi pemain (Makhluk),Pemain,@2||@1| (Makhluk)
50029,Pemboleh ubah peribadi pemain (Jenis Makhluk),Pemain,@2||@1| (Jenis makhluk)
50030,Pemboleh ubah peribadi pemain (Kumpulan Makhluk),Pemain,@2||@1| (Kumpulan makhluk)
50031,Pemboleh ubah peribadi pemain (Pemasa),Pemain,@2||@1| (Pemasa)
50032,Pemboleh ubah peribadi pemain (Jenis kesan khas),Pemain,@2| |@1| (Jenis kesan khas)
50033,Arah yang ditunjuk oleh crosshair pemain,Pemain,Arah yang ditunjuk oleh Crosshair |@1|
50034,Jenis alat dipegang oleh pemain,Pemain,Jenis alat yang dipegang oleh |@1
50035,Pemain,Pemain,|@1
50036,Kumpulan pemain,Pemain,|@1
50037,Penampilan pemain tertentu,Pemain,Penampilan |@1
50038,Kumpulan pemain,Pemain,|@1
50039,Pemboleh ubah peribadi pemain (kumpulan kedudukan),Pemain,@2| |@1| (kumpulan kedudukan)
50040,Pembolehubah peribadi pemain (Kumpulan kawasan),Pemain,@2| |@1| (Kumpulan kawasan)
50041,Pemboleh ubah peribadi pemain (Kumpulan nilai),Pemain,@2|dari|@1|(Kumpulan Numerik)
50042,Pembilehunah peribadi pemain (Kumpulan Rentetan),Pemain,@2| |@1| (Kumpulan Rentetan)
50043,Pembolehubah peribadi pemain (kumpulan Boolean),Pemain,@2| |@1|| (Kumpulan Boolean)
50044,Pembolehubah peribadi pemain (Kumpulan Jenis Blok),Pemain,@2| |@1| (Kumpulan Jenis Blok)
50045,Pembolehubah peribadi pemain (Kumpulan jenis alat),Pemain,@2| |@1| (Kumpulan jenis alat)
50046,Pembolehubah peribadi pemain (Kumpulan Jenis Makhluk),Pemain,@2| |@1| (Kumpulan Jenis Makhluk)
50047,Pembolehubah peribadi pemain (Kumpulan Pemasa),Pemain,@2| |@1| (Kumpulan Pemasa)
50048,Pembolehubah peribadi pemain (Kumpulan Jenis Kesan Khas),Pemain,@2| |@1| (Kumpulan Jenis Kesan Khas)
50049,Jenis penampilan rawak,Pemain,Jenis penampilan rawak
50050,Dapatkan UID pemain,Pemain,Dapatkan UID |@1
50051,Dapatkan UID pemain tertentu,Pemain,Dapatkan UID pemain |@1|
50052,Pemain yang menembak objek lontaran,Pemain,Pemain yang menembak objek lontaran
60001,Jumlah pemain di dalam kumpulan pemain,Kumpulan Pemain,Jumlah pemain di dalam |@1
60002,Nombor pemain dalam kumpulan pemain,Kumpulan Pemain,Nombor |@2| di dalam |@1
60003,Jumlah pemain dalam permainan,Kumpulan Pemain,Jumlah pemain dalam permainan semasa
60004,Nombor pemain tertentu dalam kumpulan pemain,Kumpulan Pemain,Nombor pemain |@2| di dalam |@1
60005,Pemain rawak dalam kumpulan pemain,Kumpulan Pemain,Pemain rawak di dalam |@1
60006,Semua Pemain,Kumpulan Pemain,Semua Pemain
60007,Semua Pemain dalam kumpulan,Kumpulan Pemain,Semua Pemain di dalam |@1
60008,Semua Pemain dalam kawasan,Kumpulan Pemain,Semua Pemain dalam |@1
70001,Kedudukan Makhluk,Makhluk,Kedudukan |@1
70002,Atribut Makhluk,Makhluk,@2| |@1
70004,Dapatkan nombor makhluk dalam kumpulan makhluk,Makhluk,Nombor |@2| dalam |@1
70005,Sudut orientasi makhluk,Makhluk,Sudut orientasi |@1
70006,Nama Jenis Mahluk,Makhluk,Nama Jenis |@1
70007,Penilaian Individu,Makhluk,@1||@2||@3
70008,Penilaian jenis,Makhluk,@1||@2||@3
70009,Penilaian dalam kumpulan makhluk,Makhluk,@1||@2| dalam |@3
70010,Penilaian dalam kawasan,Makhluk,@1||@2| dalam |@3
70011,Penilaian status,Makhluk,@1||@2| memiliki status |@3
70012,Kumpulan makhluk,Makhluk,Kumpulan |@1
70013,Jenis makhluk tertentu,Makhluk,Kumpulan |@1
70014,Jenis makhluk rawak,Makhluk,Jenis makhluk rawak
70015,Jenis makhluk,Makhluk,|@1
70016,Kumpulan Makhluk,Makhluk,|@1
70017,Pemampilan Makhluk tertentu,Makhluk,Penampilan |@1
70018,Kumpulan Makhluk,Makhluk,|@1
70019,Kumpulan jenis makhluk,Makhluk,|@1
70020,Makhluk,Makhluk,|@1
70021,Makhluk yang menembak objek jatuh.,Bio,Makhluk yang menembak objek jatuh.
80001,Jumlah makhluk dalam kumpulan makhluk,Kumpulan Makhluk,Jumlah makhluk dalam |@1
80002,Nombor makhluk tertentu dalam kumpulan makhluk,Kumpulan Makhluk,Makhluk bernombor |@2| dalam |@1
80003,Makhluk rawak dalam kumpulan makhluk,Kumpulan Makhluk,Makhluk rawak dalam |@1
80004,Semua makhluk dalam kumpulan,Kumpulan Makhluk,Semua Makhluk dalam |@1
80005,Semua makhluk dalam kawasan,Kumpulan Makhluk,Semua makhluk dalam |@1
90001,Kedudukan objek jatuh,Peralatan,Kedudukan |@1
90002,Jumlah objek jatuh,Alat,Jumlah |@1
90003,Jumlah item yang berubah dalam beg galas pemain,Alat,Jumlah alat yang berubah dalam beg galas pemain
90004,Nama jenis alat,Alat,Nama Jenis |@1
90005,Penilaian jenis,Alat,@1||@2||@3
90006,Penilaian objek jatuh dalam kawasan,Alat,@1||@2| dalam |@3
90007,Penilaian objek lontaran dalam kawasan,Alat,@1||@2| dalam |@3
90008,Jenis bahan jatuh,Peralatan,Jenis|@1
90009,Jenis alat,Alat,|@1
90012,Kumpulan jenis alat,Alat,|@1
90013,Jenis alat rawak,Alat,Jenis alat rawak
100001,Mod cuaca global semasa,dunia,Dapatkan corak cuaca global semasa.
100002,"Jarak kedudukan dan kedudukan ",Dunia,Jarak antara|@1 |dan |@2
100003,Perbandingan jenis cuaca,Dunia,@1||@2||@3
100004,Perbandingan jenis blok,Dunia,@1||@2||@3
100005,Keadaan suis blok,Dunia,Keadaan suis blok |@1
100006,Penilaian dalam kawasan,Dunia,@1||@2| dalam |@3
100007,Jenis blok di kedudukan tertentu,Dunia,Jenis blok |@1
100008,Arah kedudukan ke kedudukan,Dunia,Arah dari |@1| ke |@2
100009,Arah koordinat tiga paksi mutlak,Dunia,"Arah X|@1|, Y|@2|, Z|@3"
100010,Arah koordinat sfera mutlak,Dunia,"Sudut azimuth |@1|, arah ketinggian |@2"
100011,Kedudukan,Dunia,|@1
100012,Kawasan,Dunia,|@1
100013,Pemasa,Dunia,|@1
100014,Kumpulan kedudukan,Dunia,|@1
100015,Kumpulan kawasan,Dunia,|@1
100016,Kumpulan masa pemasa,Dunia,|@1
100017,Cuaca rawak,Dunia,Cuaca rawak
100018,Cuaca dalam Kumpulan Rupa bumi,dunia,@1| Cuaca
110001,Kenderaan pemain tertentu,Kenderaan,Kendaraan |@1
120001,Jenis kesan khas rawak,Kesan khas,Jenis kesan khas rawak
120002,Jenis kesan khas,Kesan khas,|@1
120003,Kumpulan jenis kesan khas,Kesan khas,|@1
130001,Dapatkan nama slot iklan yang sedang dimainkan,Bermain,Dapatkan nama slot iklan yang sedang dimainkan
140001,Jenis blok,Blok,|@1
140002,Kumpulan jenis blok,Blok,|@1
150001,Papan teks,Mesej grafik,"Kandungan Teks: |@1|, saiz font: |@2|, transparansi latar belakang: |@3|%, nombor: |@4"
150002,Teks terapung,Mesej grafik,"Kandungan Teks Terapung: |@1|, saziz font: |@2|, nombor: |@3"
150003,Bar kemajuan,Mesej grafik,"Nilai semasa: |@1|, nilai maksimum bar kemajuan: |@2|, warna bar kemajuan: |@3|, nombor: |@4"
150004,Anak panah menunjuk ke objek,Mesej grafik,"Menuju ke|@1|, saiz anak panah |@2|, warna |@3|, nombor |@4"
150005,Anak panah menunjuk ke kedudukan,Mesej grafik,"Menuju ke |@1|, saiz anakn panah |@2|, warna |@3|, nombor |@4"
150006,"Permukaan panduan menuju ke objek ",Mesej grafik,"Menuju ke |@1|, saiz permukaan panduan |@2|, warna |@3|, nombor |@4"
150007,Permukaan panduan menuju ke kedudukan,Mesej grafik,"Menuju ke |@1|, saiz permukaan panduan |@2|, warna |@3|, nombor |@4"
150008,Garis panduan menunjuk ke objek,Mesej grafik,"Menuju ke |@1|, saiz garis panduan |@2|, warna |@3|, nombor |@4"
150009,Garis panduan menunjuk ke kedudukan,Mesej grafik,"Menuju ke |@1|, saiz garis panduan |@2|, warna |@3|, nombor |@4"
160001,Warna rawak,Warna,Warna rawak
170001,Kedudukan bernombor tertentu dalam kumpulan kedudukan,Kumpulan kedudukan,Kedudukan yang bernombor |@2| dalam |@1
170002,Kedudukan rawak dalam kumpulan kedudukan,Kumpulan kedudukan,Kedudukan rawak dalam |@1
180001,Kawasan dengan nombor yang ditentukan dalam kumpulan kawasan,Kumpulan kawasan,Nombor kawasan|@2| dalam |@1
180002,Kawasan rawak dalam kumpulan kawasan,Kumpulan kawasan,Kawasan rawak di|@1
190001,Nilai dengan nombor yang ditentukan dalam kumpulan nilai,Kumpulan nilai,Nilai yang bernombor |@2| dalam |@1
190002,Nilai rawak dalam kumpulan nilai,Kumpulan nilai,Nilai rawak dalam |@1
190003,Dapatkan nilai maksimum dalam kumpulan nilai,Kumpulan nilai,Dapatkan nilai maksimum dalam |@1
190004,Dapatkan nilai minimum dalam kumpulan nilai,Kumpulan nilai,Dapatkan nilai minimum dalam |@1
200001,Rentetan dengan nombor yang ditentukan dalam kumpulan rentetan,Kumpulan rentetan,Rentetan bernombor |@2| dalam |@1
200002,Rentetan rawak dalam kumpulan rentetan,Kumpulan rentetan,Rentetan rawak dalam |@1
210001,Nilai Boolean dengan nombor yang ditentukan dalam kumpulan Nilai Boolean,Nilai Boolean,Nilai Boolean bernombor |@2| dalam |@1
210002,Nilai Boolean rawak dalam kumpulan Nilai Boolean,Nilai Boolean,Nilai Boolean rawak dalam |@1
220001,Jenis blok dengan nombor yang ditentukan dalam kumpulan jenis blok,Jenis blok,Blok bernombor |@2| dalam |@1
220002,Jenis blok rawak dalam kumpulan jenis blok,Jenis blok,Jenis blok rawak dalam |@1
230001,Jenis alat dengan nombor yang ditentukan dalam kumpulan jenis alat,Jenis alat,Jenis alat bernombor |@2| dalam |@1
230002,Jenis alat rawak dalam kumpulan jenis alat,Jenis alat,Jenis alat rawak dalam |@1
240001,Jenis makhluk dengan nombor yang ditentukan dalam kumpulan jenis makhluk,Jenis makhluk,Jenis makhluk bernombor |@2| dalam |@1
240002,Jenis makhluk rawak dalam kumpulan jenis makhluk,Jenis makhluk,Jenis makhluk rawak dalam |@1
250001,Pemasa dengan nombor yang ditentukan dalam kumpulan pemasa,Pemasa,Pemasa bernombor |@2| dalam |@1
250002,Pemasa rawak dalam kumpulan pemasa,Pemasa,Pemasa rawak dalam |@1
260001,Jenis kesan khas dengan nombor yang ditentukan dalam kumpulan jenis kesan khas,Jenis Kesan Khas,Jenis kesan khas bernombor |@2| dalam |@1
260002,Jenis kesan khas rawak dalam kumpulan jenis kesan khas,Jenis Kesan Khas,Jenis kesan khas rawak dalam |@1
270004,Dapatkan ikon jenis alat,Umum,|@1
270005,Dapatkan ikon makhluk,Umum,|@1
270006,Dapatkan ikon jenis makhluk,Umum,|@1
270007,Dapatkan ikon status,Umum,|@1
270008,Dapatkan ikon jenis blok,Umum,|@1
270009,Dapatkan Ikon Watak Semasa Pemain,Umum,Ikon watak |@1| semasa
270010,Dapatkan ikon bar pintasan pemain,Umum,@1| bar pintasan sebagai ikon |@2
280001,Jenis lontaran rawak,Jenis lontaran,jenis lontaran rawak
290001,Bunyi rawak,Bunyi,Bunyi rawak
300001,Server memperolehi kedudukan,"Data simpanan ","Server memperolehi kedudukan "
300002,Server memperolehi kawasan,Data simpanan,Server memperolehi kawasan
300003,Server memperolehi nilai,Data simpanan,Server memperolehi nilai
300004,Server memperolehi rentetan,Data simpanan,Server memperolehi rentetan
300005,Server memperolehi Nilai Boolean,Data simpanan,Server memperolehi Nilai Boolean
300006,Server memperolehi pemain,Data simpanan,Server memperolehi pemain
300007,Server memperolehi jenis blok,Data simpanan,Server memperolehi jenis blok
300008,Server memperolehi jenis alat,"Data simpanan ",Server memperolehi jenis alat
300009,Makhluk yang diperolehi oleh pelayan,Data simpanan,Makhluk yang diperolehi oleh pelayan
300010,Jenis makhluk yang diperolehi oleh server,Data simpanan,Jenis makhluk diperolehi oleh server
300011,Pemasa diperolehi oleh server,Data simpanan,Pemasa diperolehi oleh server
300012,Jenis kesan yang diperolehi oleh server,Data simpanan,Jenis kesan yang diperolehi oleh server
300013,Kedudukan yang diperolehi oleh papan pendahulu,Data simpanan,Kedudukan yang diperolehi oleh papan pendahulu
300014,Nama (kekunci) yang diperolehi oleh server,Data simpanan,Dapatkan nama indeks papan pendahulu dan server (kekunci)
300015,Pemain (kekunci) yang diperolehi oleh server,Data simpanan,Dapatkan pemain indeks pelayan dan papan pendahulu (kekunci)
