ID,名字,描述
84,Dios oculto,"Después de pulsar el botón de salto, vuelve a pulsar el botón de salto en el aire para entrar en estado invisible."
85,Viaje espiritual,Aparecerán engranajes dorados alrededor del cuerpo.
86,Relampago púrpura,Un relampago púrpura aparecerá alrededor del cuerpo.
87,Furia del viento,Pulsa prolongadamente el botón de salto para acumular energía y convocar un tornado que haga volar a todo el que esté delante de ti.
88,Vuelo espiral,"Después de pulsar el botón de salto, vuelve a pulsar el botón de salto en el aire para flotar en el cielo."
89,Ondas sonoras,Efecto de luz láser que rodea el cuerpo.
90,Sonido electrónico,Relámpagos de colores que rodean el cuerpo.
91,Ritmo swing,Pulsa prolongadamente el botón de salto para aumentar tu salud y la de tus compañeros de equipo dentro de un rango determinado.
92,La superestrella llega,Pulsa prolongadamente el botón de salto para aumentar la salud de los aliados en un rango determinado y reducir la salud de los monstruos dentro del rango.
93,Flores que revolotean,Hay pétalos volando por todo el cuerpo.
94,Nubes flotantes,Pulsa prolongadamente la tecla de salto para volar una determinada distancia en el aire.
95,Linglong,Puedes caminar sobre el agua.
96,Brisa Fresca,Petalos vuelan alrededor de tu cuerpo.
97,Abanicarse,Petalos vuelan alrededor de tu cuerpo.
98,balanceo,Manten presionado el botón de salto para volar una cierta distancia.
99,Éxtasis,"Haz clic al boton de uso para activar el circulo fantasmagórico, y los monstruos dentro del circulo caerán aturdidos"
100,Serte Inesperada,Haz clic para usar la llave y dejar caer los huesos de carne en el aire.
101,Llama Azul,Llamas azules salieron disparadas desde atrás.
102,Llama de Dragón,Está rodeado de llamas anaranjadas.
103,Cañón Emperador,"Dispara un cañón de energía en la ubicación objetivo, lo que inflige daño a los monstruos que golpea."
104,Elevación del Dragón,"Vuela hacia el cielo, vuela libremente en el aire."
105,Buen Augurio,Hay manchas de luz doradas y pequeños lingotes dorados en todo el cuerpo.
106,Bestia Auspiciosa,"Se levantan nubes y niebla por todas partes, y la luz y las monedas de oro caen por todas partes."
107,Salto de Tigre,Saltar hacia adelante e infligir daño a los monstruos que golpea.
108,Rugido del Tigre en Montaña,Deja escapar un rugido que inflige daño a los monstruos dentro de un cierto rango.
109,Meteorito,Hay estrellas rosas y azules flotando.
110,Flor Amarilla,Flores blancas y luz fluorescente amarilla están esparcidas por todas partes.
111,Corazon Rosa,Hay corazones rosas y luces fluorescentes azules flotando.
112,Pluma Voladora,Mantenga presionado el botón de salto para volar una cierta distancia en el aire.
113,Bendición,Otorgará bendición y aumenta la salud al recibir daño fatal.
114,Viento,Las hojas de bambú y las nubes que fluyen caen por todo el cuerpo.
115,Sombra,Las sombras de las montañas y los ríos aparecerán por todo el cuerpo.
116,Libre,Aumenta la velocidad de movimiento al recibir daño.
117,Panorámico,Haz clic en el botón de uso para invocar montañas para infligir daño a los monstruos frente a ti.
118,Sombra de estrella,Puntos de luz parpadeantes por todas partes
119,Resplandor divino,Luz cambiante te rodea
120,Sueño adivinador,Mantén presionado el botón de salto para lanzar magia y obtener un beneficio aleatorio.
121,Camino Imperial,La punta de la espada formará una llama figurativa.
122,Camino Santo,Rodeado de llamas que fluyen.
123,Vuelo de espada,Mantenga presionado el botón de salto para volar una distancia.
124,Vuelo de espada doble,Puedes montar con tu amigo. También puede acelerar.
125,Baño de burbujas,Las burbujas están flotando alrededor del cuerpo.
126,Baño de burbujas musical,Hay burbujas y notas musicales volando alrededor.
127,Sonambulismo,Puede flotar en el agua.
128,Burbuja flotante,Mantén presionado el botón de salto para hacer que los monstruos a tu alrededor floten en el aire envueltos en burbujas.
129,Actuar lindo,Hay mucho amor flotando alrededor.
130,Sueño flotante,Todo el cuerpo estará salpicado de flores rojas.
131,Alma de luz,"Después de hacer clic en el botón de salto, haga clic en el botón de salto de nuevo en el aire para saltar 2 veces enseguida"
132,Mil ilusiones,Mantenga presionado el botón de salto para que los monstruos cercanos caigan en la ilusión y se ataquen entre sí.
133,Receptor de viento,Hay huellas de gato flotando por todo el cuerpo.
134,Arena soplada,Granos de arena flotando alrededor
135,Pisa arena,Se puede reducir daños de las tormentas de arena
136,Pluma,Plumas blancas volando
137,Pluma verde,Plumas verdes volando alrededor
138,Piñón,Preciosas plumas volando
139,Hover,Pulsa prolongadamente la botón de salto para volar una cierta distancia en el aire
140,Espíritu de pavo real,La visión mejora mucho. También puede ver el entorno circundante en la oscuridad.
141,Arena dorada,Fundición de arena dorada flotando alrededor
142,Fragancia,Osmanthus dorados flotando alrededor
143,Luna flotante,Se puede flotar en el agua
144,Pastel,Pulsa prolongadamente la botón de salto para producir aleatoriamente una comida.
145,Olvidación de melancolía,Rodeado de lirios de valle rosados y motas de luz
146,Delicia,"Rodeado de lirios de valle rosados, motas de luz y mariposas "
147,Campanilla de viento,Pulsa prolongadamente la botón de salto para volar una distancia en el aire.
148,Etérea,Tiene una velocidad de movimiento súper rápida
149,Deslice,Hojas de arce flotando y luz moviéndose con el viento.
150,Encender,Pulsa prolongadamente la botón de salto para mover hacia delante por una distancia
151,Piloto,"Haga doble clic en la tecla de salto para seguir volando a baja altitud, pero no puede volar sobre el agua y la lava. Vuelva a hacer doble clic en la tecla de salto para aterrizar."
152,Contra-ataque del Ceritdo,"Cuando se somete a ataques sucesivos, el daño de ataque del enemigo se devuelve al enemigo."
153,Luz de velas,Hay manchas de luz flotando.
154,Salto,Mantenga presionado el botón de salto para ahorrar energía y saltar más alto.
155,Golpe de conejito,Haga clic en el botón de salto en el aire para aterrizar rápidamente y destruir los bloques en el suelo.
156,Ternura,Rodeado de estrellas y sombras y pétalos.
157,Ola Rosada,"Rodeado de estrellas, pétalos y bandas de luz de color rosa claro."
158,Viajar por la fantasía,Mantenga presionado el botón de salto para volar una distancia en el aire.
159,Espacio de ensueño,Haga clic en el botón Usar en cada una de las dos posiciones para configurar una matriz de transporte bidireccional.
160,Nieve Cayendo,Rodeado de luz azul y pequeños copos de nieve.
161,Campo de hielo,Los monstruos que entren en el área circundante se ralentizarán.
162,Cero absoluto,Mantenga presionado el botón de salto para congelar monstruos cercanos.
163,Súper energía,Rodeado por un círculo de luz.
164,Pida un deseo,Pequeñas estrellas están a tu alrededor.
165,Sorpresa,Mantenga presionado [Jump] para teletransportarse una cierta distancia hacia adelante.
166,Asiento doble,Puedes montarlo con tu amigo
167,Gollum,Rodeado de pequeños puntos de luz de Gollum.
168,Energía milagrosa,Mantenga presionado el botón de salto para generar aleatoriamente un huevo biológico.
169,Aleteo,"Hacer doble clic en el botón de salto puede continuar volando a baja altitud, pero no puede volar sobre la superficie del agua y el magma. Hacer doble clic en el botón de salto de nuevo puede aterrizar."
170,Aroma de Albóndiga,Hay pequeñas albóndigas delicadas flotando alrededor.
171,Zarpar,Puede flotar en el agua.
172,Pesca en el mar,Mantenga presionado el botón de salto en el agua para lanzar una albóndiga y obtener una criatura marina.
173,Nube de humo,Nubes brumosas.
174,Paisaje montaña,Invocar montura para cavar más rápido
175,Pétalos de Agua-Luna,"Mantén salto para invocar criatura, ataca monstruos."
176,Sueño,"Dulces, partículas, corazones alrededor"
177,Fantasía,"A medida que HP baja, ATK del jugador sube."
178,Fiesta de Muñecas,Mantén [Saltar] para Oso Feliz y temperatura.
179,,
180,,
181,Ritmo,Rodeado de notas musicales.
182,Voz de la Luna,Hay notas musicales violetas y doradas en todo el cuerpo acompañadas de las estrellas y la luna.
183,Música,Hacer doble clic en la tecla de salto puede acelerar y restaurar los puntos de salud por un tiempo.
184,Placer de la bóveda estelar,Presionar prolongadamente el botón de salto puede aturdir a los monstruos cercanos.
185,Hojas Esmeralda,Envueltas por hojas verdes.
186,Dosel Verde,"Rodeado por un aura de energía verde, adornado con flores en flor y hojas."
187,Bendición del Bosque,Presiona dos veces la tecla de salto para restaurar puntos de salud gradualmente.
188,Resonancia con la Naturaleza,Mantén presionada la tecla de salto para infligir daño a los monstruos cercanos.
189,Luz Maravillosa,Resplandece por todo el cuerpo.
190,Bailarina de Seda del Mar,Brillando con la luz de la vida marina.
191,Barrera de Coral,Doble toque para escudo de daño
192,Furia de las Mareas,Mantén presionado para saltar y salpicar
193,Lámpara de koi,Irradia luz desde cada parte de ella.
194,Danza de koi y lámpara,Está rodeada por diminutos koi y puntos de luz.
195,Pantalla de bendiciones,Presiona dos veces el botón de salto para activar un escudo que puede bloquear cierto daño.
196,Danza de la prosperidad,"Presiona y mantén presionado el botón de salto para liberar el poder del koi, restaurando una cierta cantidad de puntos de vida."
197,Fantasía,Irradia luz desde cada parte de ella.
198,Danza de los sueños infantiles,Está rodeada por ponis de cuento de hadas que bailan con gracia.
199,Galope estelar,Presiona el botón de salto para un breve efecto de aumento de velocidad.
200,Resonancia de la melodía,"Presiona y mantén presionado el botón de salto para liberar la melodía de cuento de hadas, haciendo que los monstruos cercanos caigan en un breve estado de coma."
201,Ventaja,Está rodeado en una nube de polvo.
202,Ataque de caramelos,Lanza piruletas en todas direcciones.
203,Sombra de ilusión,Está oculto bajo la sombra de una sartén.
