id编号,标题,内容,作者,是否匿名
94,,Acabo de preparar un pan con queso jaja! :),,
95,,"Si pudiera tener una máquina del tiempo regresaría al pasado, para estar contigo en aquellos bellos recuerdos",,
96,,El que lea esto le invito a una fiesta yo pago,,
97,,Buena suerte :),,
98,,Tengo hambre tráeme pan el que lea esto no sabe leer,,
99,Cosas de astronautas,Los astronautas usan pañales en el espacio :*,Desconocido,
100,Broma en una botella,¡La mona lisa no tiene cejas y el que lee esto no tiene pestañas!,Desconocido,
101,Consejos culinarios,¿Has probado el Huevo de Gallina? Es muy rico..,Big Sam,
102,Dudas de Tom:,¿Le has dado la vuelta al mundo? Seguro tarda mas de 80 días.,Capitan Tom,
103,Coordenada secreta,"(1457,10,893) ¿Que habra ahi? Me la acabo de inventar,",Desconocido,
104,Secreto de Ni Ni [1],Se corta el cabello cada 3 semanas.,Cindy la Traviesa,
105,Secreto de Ni Ni [2],Le gusta morderse las uñas.,Cindy la Traviesa,
106,Secreto de Ni Ni [3],Nunca falta a clases y es muy puntual.,Cindy la Traviesa,
107,Secreto de Ni Ni [4],Su Bioma favorio es la Selva tropical.,Cindy la Traviesa,
108,Secreto de Ni Ni [5],Le gusta comer pescado asado y Tarta de calabaza.,Cindy la Traviesa,
109,Secreto de Ni Ni [6],¿Sabias que Ni Ni lanza sus secretos en botellas al mar para olvidarse de ellos,Cindy la Traviesa,
110,Secreto de Ni Ni [7],A Ni Ni le gusta.. Oh no el papel se ha roto.,Cindy la Traviesa,
111,Cosas sobre el jefe,"¡El Jefe esconde bajo su cama todos sus ahorros, el no confia en el banco!",Niño Salvaje,
112,Escuela secundaria de Miras,Miauca Mecha-Gata olvido hacer la tarea Día 1389 de Miras.,Supervisor de area,
113,Notas del Profesor[1]:,Miras es un lugar impresionante.,Profesor Stephen,
114,Notas del Profesor[2]:,"Hemos llegado a lugares desconocidos dentro de Miras, las tribus locales son brillantes.",Profesor Stephen,
115,Notas del Profesor[3]:,"He descubierto que tienen sus creencias y alaban a un Dios, El cubo creador!",Profesor Stephen,
116,Notas del Profesor[4]:,Viven en la naturaleza pero sus conocimientos superan por mucho a la sociedad moderna.,Profesor Stephen,
117,Notas del Profesor[5]:,"Parece que los chicos se sienten muy felices con la tribu, seria genial poder quedarse.",Profesor Stephen,
118,Notas del Profesor[6]:,La verdad sobre la Tribu es impresionante.. Realmente hay un poder increible.,Profesor Stephen,
119,Notas del Profesor[7]:,El mal y el bien siempre han existido en Miras.,Profesor Stephen,
120,Notas del Profesor[8]:,"Parece que hay dioses habitando las selvas, es peligroso estar solo.",Profesor Stephen,
121,Notas del Profesor[9]:,El Joven Ka Ka me ha demostrado como eliminar el Mal de los Salvajes.,Profesor Stephen,
122,Notas del Profesor[10]:,"El viaje ha terminado, espero verlos pronto mis queridos amigos.",Profesor Stephen,
123,Carta a la familia,"He naufragado querida familia, pero conoci personas en el desierto al otro lado del oceano, estoy bien.",Aldeano,
124,Viaje afortunado,¡La Diosa del mar me protege ante la lluvia y los piratas!,Aldeano #2,
125,Historia Antigua,"El dispositivo de Proyección Holografica te cuenta la Historia del Mundo, bueno solo una parte..",Viajero,
126,Historia Antigua,"El mundo de Miras cambia constantemente debido al poder del cubo creador, por eso siempre hay cambios.",Viajero,
127,Habitantes de la Costa #1,"Mis hijos suelen lanzar botellas al mar, lanzare una, nadie la leera supongo.",Jefe de aldea marina,
128,Habitantes de la Costa #2,"Papá lanzó una botella al mar, ojala la encuentre un aventurero genial!",Hijos de jefe de aldea marina,
129,Habitantes de la Costa #3,"Mi esposo mira a mis hijos lanzar botellas al Mar, pero ahora el ha sido el que la lanzo",Esposa del jefe de aldea marina,
130,Habitantes de la Costa #4,"La esposa del vecino Lanzó una Botella al Mar despues de ver al vecino lanzar una, son muy raros..",Habitante del pueblo marino,
131,Mundo Exterior,"¡Las paredes oyen, es una expresion francesa!",Viajero del tiempo,
132,Anecdotas de Aventura,Si lees esto pasame papel de baño escrito en el Día 8,Habitante de Miras,
133,Carta a la familia,¡Esta botella esta cargada con suerte para que sobrevivas!,Aldeano,
134,Naufragos #1,"Estoy perdido en medio del mar con una compañera, se nos estan acabando los suministros de comida y no tenemos material para contruir algo que nos saque de esta isla, solo tenemos tiendas de campaña pero de ahi nada mas, si alguien encuentra esta botella, que venga a salvarnos...",Naufragos (Desconocido),
135,,Eres tú como soñé as llenando mil emociones y alma y mi ser <3,,
136,,Gracias por dedicarte a hacernos felices,,
137,,Nunca te rindas se fuerte y lo lograras💪,,
138,,"Cuando estes perdido en la oscuridad, encuentra la luz.",,
139,,"Si estas leyendo esto, eres una persona muy agradable, y necesito que lo mantengas de esa manera.",,
140,,Espero que pases bien el viaje por esos mares y te recomiendo Qué viste a toda Costa los piratas yacen en los mares cerca de Islas,,
141,,Si ves esto recuerda que eres especial unico y especial aunque otros no te entiendan o vean como eres yo creo en ti solo falta que tu creas en ti,,
142,,Hola mi amigo de aguas salada espero que te encuentres muy bien,,
143,,No te preocupes ponte te salvaremos,,
144,,Hola! ¿Quieres ser mi amigo?,,
145,,"Cuando eres niño,amas a los heroes, cuando eres adulto entiendes a los villanos",,
146,,Nos miramos a los ojos sin saberlo atraves del mar,,
147,,Camaron que se duerme se lo lleva la coriente,,
148,,Eres tú la historia más bonita de mi vida. El amor es lo único que crece cuando se reparte.,,
149,,Lo mejor de mi vida es estar en la tuya. El amor es un verbo que funciona mejor en plural.,,
150,,T.Y.L Las papitas son ricas con mayonesa ♡,,
151,,Porque a las gallinas se les llama aves si no vuelan,,
152,,No espero nada de ustedes y aun así logran decepcionarme,,
153,,Hay un tesoro enterrado en mi isla ven a recojerla,,
154,,Espera y que no te coman los tiburones,,
155,,¿Te imaginas que esta botella viaje en el tiempo y vuelva a caer en mis manos?,,
156,,¿Deseas un pastelillo?,,
157,,"En el jardin de la memoria y el palacio de los sueños, ahi es donde nos veremos",,
158,,Te invitamos a participar en la búsqueda de tesoro,,
159,,Es mejor intentarlo que no hacer nada,,
160,,"Estoy en apuros, por favor ayuda :)",,
161,,"Encuentrame, en el mar de tu corazón",,
162,,No pierdas devista la luna por seguir a unas estrellas,,
163,,¿Podemos tener aventuras juntos?,,
164,,"Eres tan hermosa como el atardecer que brilla en mi ventana, tu eres la única razón de mi vida.",,
165,,"Si la vida te da limones,has limonada",,
166,,"Otra vez me perdi en una cueva, ¿me pueden venir a buscar XD?",,
167,,Valora a la persona que mas quieres y amala con todo tu corazón,,
168,,Me encuenta ir a la playa en especial en dias soleados,,
169,,Persigue tus sueños por que todo es posible hasta lo más mínimo,,
170,,Una ves seras lo q deseas si te empeñas en ello,,
171,,"Las rosas son rojas,el cielo azul,tus ojos son hermosos,y también lo eres tu <||3",,
172,,Hola aventureros que vienen desde muy lejos vamos a una aventura,,
173,,"Te quiero mandar las estrellas, pero no puedo, ya que tú tienes el universo entero",,
174,,"El momento más oscuro de la noche, es justo el instante antes del amanecer",,
175,,"Sigue tus sueños, sin importar a dónde te lleven.",,
176,,"La vida es un viaje, disfruta de ello.",,
177,,"Sé amable, porque todos los que conoces están peleando una batalla de la que no sabes nada.",,
178,,"Arriésgate, comete errores y aprende de ellos.",,
179,,"Cree siempre en ti mismo, incluso cuando nadie más lo haga.",,
180,,Tómese el tiempo para apreciar la belleza de la vida.,,
181,,"Mantente positivo, y cosas buenas vendrán en tu camino.",,
182,,Sueña en grande y nunca te rindas.,,
183,,Difunde amor y bondad donde quiera que vayas.,,
184,,Mantente curioso y sigue aprendiendo.,,
185,,"La vida es corta, aprovéchala al máximo.",,
186,,Viaja a menudo y conoce el mundo.,,
187,,"Sé fiel a ti mismo, y nunca comprometas quién eres.",,
188,,"Sonríe más, es contagioso.",,
189,,Aprecia las cosas simples de la vida.,,
190,,Sé el cambio que deseas ver en el mundo.,,
191,,Nunca dejes de explorar y mantén siempre la mente abierta.,,
192,,Mantente humilde y sé agradecido por lo que tienes.,,
193,,La vida es demasiado corta para perder el tiempo en cosas que no importan.,,
194,,Mantente fiel a tus valores y nunca renuncies a lo que crees.,,
195,,"Sigue tu corazón, y nunca te equivocarás.",,
196,,"Cuídate, tanto física como mentalmente.",,
197,,Disfruta de la vida y no te la tomes demasiado en serio.,,
198,,"Ten paciencia, las cosas buenas llegan a los que esperan.",,
199,,Manténgase optimista y vea lo bueno en cada situación.,,
200,,"Nunca te rindas, incluso cuando el camino por delante sea difícil.",,
201,,"Sé agradecido por cada experiencia, buena o mala.",,
202,,"La vida es demasiado preciosa para desperdiciarla, vívela al máximo.",,
203,,Disfruta de los pequeños momentos y crea recuerdos que durarán toda la vida.,,
204,,Sé amable contigo mismo y no seas demasiado duro contigo mismo.,,
205,,Mantente enfocado en tus objetivos y no dejes que nada se interponga en tu camino.,,
206,,Aprecia a las personas en tu vida y muéstrales cuánto significan para ti.,,
207,,"Sé agradecido por lo que tienes, y nunca lo des por sentado.",,
208,,Tómate tiempo para ti y haz cosas que te hagan feliz.,,
209,,Sé humilde y nunca olvides de dónde vienes.,,
210,,"La vida es lo que tú haces de ella, haz que sea buena.",,
211,,Asume riesgos y no tengas miedo de salir de tu zona de confort.,,
212,,Sé valiente y enfrenta tus miedos de frente.,,
213,,Nunca dejes de crecer y siempre esfuérzate por ser la mejor versión de ti mismo.,,
214,,Sé honesto y sé siempre fiel a ti mismo.,,
215,,"La vida está llena de oportunidades, aprovéchalas cuando se presenten.",,
216,,Tómese el tiempo para reflexionar y aprender de sus experiencias.,,
217,,Sé fuerte y nunca te rindas ante la adversidad.,,
218,,Manténgase inspirado y deje volar su creatividad.,,
219,,"Nunca dejes de soñar, y siempre ten algo por lo que luchar.",,
220,,Cuida a tus seres queridos y muéstrales cuánto te importan.,,
221,,Sé genuino y trata a los demás con amabilidad y respeto.,,
222,,Manténgase enfocado y nunca deje que las distracciones se interpongan en el camino,,
223,,La verdad está ahí fuera.,,
224,,La respuesta se encuentra dentro.,,
225,,Nada es como parece.,,
226,,Las sombras guardan secretos.,,
227,,El desconocido llama.,,
228,,El pasado guarda la llave.,,
229,,El futuro está por escribirse.,,
230,,El velo entre mundos se hace delgado.,,
231,,Los susurros en la oscuridad guardan la verdad.,,
232,,El misterio es solo el comienzo.,,
233,,El océano guarda misterios interminables.,,
234,,El sonido de las olas canta una canción reconfortante.,,
235,,Las mareas del océano traen cambios con cada día que pasa.,,
236,,La inmensidad del océano habla a la alma.,,
237,,La sal del mar trae vida a la orilla.,,
238,,El rugido del océano es a la vez poderoso y pacífico.,,
239,,El horizonte interminable del océano llama al aventurero.,,
240,,Las corrientes del océano transportan secretos de tierras lejanas.,,
241,,El océano es una fuente tanto de belleza como de poder.,,
242,,El misterio y la majestuosidad del océano siempre nos cautivarán.,,
243,,Zarpa a los mares abiertos en busca de aventura y tesoro.,,
244,,"¡Arrr, compañero! ¿Listo para una vida en los mares?",,
245,,¡Yo ho ho y una botella de Zumo Fresco!,,
246,,La llamada del mar es irresistible para el corazón de un verdadero pirata.,,
247,,La vida de un pirata es una de libertad y peligro.,,
248,,El océano es vasto y las oportunidades para la aventura son interminables.,,
249,,"El Jolly Roger ondea alto, marcando el camino de un verdadero pirata.",,
250,,El sonido de las olas y el viento en las velas es música para los oídos de un pirata.,,
251,,"El mar puede ser traicionero, pero las recompensas son grandes para aquellos que se atreven a navegar.",,
252,,"La bandera del pirata puede ser un símbolo de miedo para algunos, pero para otros es un símbolo de libertad.",,
253,El camino de Miras,"Puedes elegir rendirte, pero no puedes renunciar a la elección.",Capitan Tom,
254,Palabras arenosas,"Necesito más arena, arena, arena...",El Arenas,
255,Diario de Misra,La diferencia entre inglés y matemáticas es: uno no puede entender y el otro no puede escribir nada aunque lo entienda.,Misra,
256,Estrategia de comerciante,"¡Hay más arena en el desierto que en el mar, todos, vengan a jugar en el desierto!",Un Comerciante Misterioso,
257,Deseos marinos,"La vida bajo el mar es tan aburrida, quiero ir a la orilla a ver...",Un Caballito de Mar,
258,Frases del sueño,¿Sabes por qué las estrellas y la luna siempre aparecen de noche? Porque sufren de insomnio al igual que yo.,Dreamy,
259,Querido diario:,¡Voy a la escuela llena de energía todos los días!,Xiao Lou,
260,Liberando miedos:,Estoy nervioso por la vida en la escuela secundaria.,Clair la animadora,
261,Palabras de desarrollador,Aunque es un mapa en el que trabajé duro...,Desarrollador de Miras,
262,????????????,¿Cuándo es la versión del océano?,Un Tiburon despistado,
263,Lista de deseos,cuando puedo comprarlo de nuevo,Niño costeño,
264,Motivación,"¡Es difícil, pero lo haré lo mejor que pueda!",Ka Ka,
265,Amante de la comida,¿Te gusta la comida coreana? A mi me encanta,Hot Pot,
266,Recomendaciones,¿Alguna recomendación? El pase de temporada se ve tentador!,Arpapa,
267,,¡asustado! ¡Pero te amo!,Desconocido,
268,,¡Fui adicto a hacerlo una vez!,Desconocido,
269,,El invierno termina temprano,Desconocido,
270,,He estado allí muchas veces. ¿tú?,Desconocido,
271,,Tienes alguna experiencia Compártelo con tus amigos.,Desconocido,
272,,¡Lo he golpeado!,Desconocido,
273,,me alegro de haber ganado,Desconocido,
274,,¡Sería feliz si pudieras ser mi amigo!,Desconocido,
275,,Por eso es divertido. . . seria feliz si hubiera mas,Desconocido,
276,,¡Puedo construir una casa en 20 minutos!,Desconocido,
277,,Duele ver la ciudad destruida por wormsil||li (っω-`｡)il||li,Desconocido,
278,El recolector de premios,¡Me encantan Mini World! ¡igual las bonificaciones de inicio de sesión!,Desconocido,
279,Diario Escolar,Estoy haciendo mi mejor esfuerzo ~,Misra,
280,Historias del Mar 1,Los abismos desconocidos esconden terrores sin conocer.,Naufrago Desconocido,
281,Historias del Mar 2,El miedo acecha en lo profundo de este inmenso oceano.,Naufrago Desconocido,
282,Historias del Mar 3,"Navegando en la oscuridad de los abismos del océano, me he perdido en este naufragio.",Naufrago Desconocido,
283,Historias del Mar 4,"Sobreviviendo a los terrores del mar, llevo 50 dias, tal vez más...",Naufrago Desconocido,
284,Historias del Mar 5,"¡La oscuridad del océano oculta sus peligros, no te confies jamas!",Naufrago Desconocido,
285,Historias del Mar 6,"El mar esconde muchos horrores desconocidos, lo he descubierto cuando me perdí en su inmensidad.",Naufrago Desconocido,
286,Historias del Mar 7,"Enfrentando los miedos de lo profundo, como todo buen marinero, de no ser por la luz de las medusas seguro no estaria aqui para contarlo.",Naufrago Desconocido,
287,Historias del Mar 8,"El misterio del océano trae terror a los cobardes, pero libertad a los valientes.",Naufrago Desconocido,
288,Historias del Mar 9,"La oscuridad del océano no es para los débiles de corazón, asi que mejor no subas a ese barco.",Naufrago Desconocido,
289,Historias del Mar 10,"Los abismos del mar son un mundo de terror, pero con suerte y buen viento llegaras a donde sea, suerte.. Yo no la tuve.",Naufrago Desconocido,
290,Una Historia real de Teach El Capitán: 1,"Había una vez un marinero llamado Teach que vivía una vida sencilla. Había estado navegando los mares por muchos años, pero nunca había experimentado nada como la tormenta que lo alcanzó un día fatídico.",Capitan Teach,
291,Una Historia real de Teach El Capitán: 2,"Los vientos eran tan fuertes que rompieron su barco en dos, y Teach se encontró a la deriva en un pequeño bote sin comida ni agua.",Capitan Teach,
292,Una Historia real de Teach El Capitán: 3,"Los días se convirtieron en semanas, y la condición de Teach empeoró. Tenía hambre, sed y quemaduras por el sol. Su mente comenzó a jugar trucos en él, y comenzó a ver cosas que no estaban allí.",Capitan Teach,
293,Una Historia real de Teach El Capitán: 4,"Teach se  sentía como si estuviera perdiendo la razón. Justo cuando Teach pensó que iba a morir, vio un destello de luz en la distancia. Remó su bote hacia ella con todas sus fuerzas, y pronto llegó a una pequeña isla.",Capitan Teach,
294,Una Historia real de Teach El Capitán: 5,"Era un lugar hermoso, con una exuberante vegetación, aguas cristalinas y pájaros de colores volando sobre su cabeza.
Pero Teach aún estaba en problemas. Era débil y hambriento, y no tenía forma de saber si había comida en la isla.",Capitan Teach,
295,Una Historia real de Teach El Capitán: 6,"Comenzó a explorar y pronto descubrió un pueblo, donde los locales lo acogieron y lo cuidaron hasta que se recuperó.
Con el tiempo, Teach aprendió sobre la isla y sus habitantes, volvio a casa y escribio esta historia!",Capitan Teach,
296,Chistes de Marinero,"¿Por qué el marinero cruzó el océano?
¡Para llegar a la otra marea!",Lumiere y Lucia,
297,Chistes de Marinero,"¿Cómo llamas a un marinero que siempre se toma su tiempo?
Un barco lento.",Lumiere y Lucia,
298,Chistes de Marinero,"¿Cómo mantienen los marineros sus pantalones en el mar?
¡Con un cinturón!",Lumiere y Lucia,
299,Chistes de Marinero,"¿Por qué los marineros usan pendientes?
¡Para tener un lugar para colgar sus anclas!",Lumiere y Lucia,
300,Chistes de Marinero,"¿Cómo llamas a un marinero que siempre está enfermo?
Mareado.",Lumiere y Lucia,
