ID,名字,类别名,描述
50030,Variable Privada(Grupo de Criaturas),Jugador,@2| de |@1| (Grupo de Criaturas)
50031,Variable Privada de Jugador (Temporizador),Jugador,@2| de |@1| (Temporizador)
50032,Variable Privada (Tipo de Efecto Especial),Jugador,@2| de |@1|（Tipo de Efecto Especial）
50033,La dirección a la que se dirige el retículo,Jugador,La dirección a la que se dirige el retículo |@1
50034,Tipo del Objeto Portátil,Jugador,El objeto portátil de |@1
50035,Jugador,Jugador,|@1
50036,Grupo Jugadores,Jugador,|@1
50037,Apariencia del Jugador Designado,Jugador,@1| Apariencia
50038,Grupo de jugadores,Jugador,|@1
50039,Variable privada del jugador (grupo de ubicación),Jugador,@2| de |@1| (Grupo de ubicación)
50040,Variable privada del jugador (grupo regional),Jugador,@2| de |@1| (Grupo de área)
50041,La variable privada del jugador (grupo numérico),Jugador,@2| de |@1| (Grupo numérico)
50042,Variable privada del jugador (grupo de string),Jugador,@2| de |@1| (Grupo de cadena de caracteres)
50043,Variable privada del jugador (grupo booleano),Jugador,@2| de |@1| (Grupo Booleano)
50044,Variable privada del jugador (grupo de tipo de bloque),Jugador,@2| de |@1| (Grupo de tipo de bloque)
50045,Variable privada del jugador (grupo de tipo de accesorios),Jugador,@2| de |@1| (Grupo de tipo de accesorios)
50046,Variable privada del jugador (grupo de tipo de criatura),Jugador,@2| de |@1| (Grupo de tipo de criatura)
50047,Variable privada del jugador (grupo de temporizador),Jugador,@2| de |@1| (Grupo de temporizador)
50048,Variable privada del jugador (grupo de tipo efectos especiales),Jugador,@2| de |@1| (Grupo de tipo  efecto especial)
50049,Tipo de apariencia aleatoria,Jugador,Tipo de apariencia aleatoria
50050,Obtener el número mini del jugador,Jugador,Obtener el UID de |@1|
50051,Obtener el jugador con el número mini especificado,Jugador,Consiguir el jugador cuyo UID es |@1|
50052,Jugadores que lanzan proyectiles,Jugador,Jugadores que lanzan proyectiles
60001,Número Jugador en grupo de jugador,Grupo de Jugadores,Número de jugador en |@1
60002,ID de Jugador en grupo de jugador,Grupo de Jugadores,ID de |@2| en |@1
60003,Número Jugador en juego,Grupo de Jugadores,Número de jugadores en juego actual
60004,Jugador de ID Designado en grupo de jugadores,Grupo de Jugadores,Jugador con número |@2| en |@1
60005,Jugador Aleatorio en grupo de jugadores,Grupo de Jugadores,Jugadores aleatorios en |@1
60006,Jugadores Totales,Grupo de Jugadores,Todos los jugadores
60007,Jugadores Totales en Grupo,Grupo de Jugadores,Todos los jugadores en |@1
60008,Jugadores Totales en Región,Grupo de Jugadores,Todos los jugadores en |@1
70001,Lugar de Criatura,Criaturas,Lugar de |@1
70002,Atributos Criatura,Criaturas,@2| de |@1
70004,Obtener ID Criatura en grupo de criaturas,Criaturas,ID de |@2| en |@1
70005,Ángulo frente a criatura,Criaturas,Ángulo enfrente a |@1
70006,Nombre Tipo de Criatura,Criaturas,Nombre Tipo de |@1
70007,Determinar Individual,Criaturas,@1||@2||@3
70008,Determinar Tipo,Criaturas,@1||@2||@3
70009,Determinar grupo de criaturas,Criaturas,@1||@2| en grupo de |@3
70010,Determinar Región,Criaturas,@1||@2| en región |@3
70011,Determinar Estado,Criaturas,@1||@2| obtiene efecto de |@3
70012,Equipo Criatura,Criaturas,Equipo de |@1
70013,Tipo de Criatura Designado,Criaturas,Tipo de |@1
70014,Tipo de Criatura Aleatorio,Criaturas,Tipo Aleatorio de Criatura
70015,Tipo Criatura,Criaturas,|@1
70016,Criatura,Criaturas,|@1
70017,Apariencia Criatura Designada,Criaturas,Apariencia de|@1
70018,Grupo de Criatura,Criaturas,|@1
70019,Grupo de tipo de criatura,Criaturas,|@1
70020,Criatura,Criaturas,|@1
70021,Criaturas que lanzan proyectiles,Criatura,Criaturas que lanzan proyectiles
80001,Número Criatura en grupo de criaturas,Criaturas,Número de Criatura en |@1
80002,ID Criatura Designado en grupo de criaturas,Grupo de Criaturas,Criatura con número |@2| in |@1
80003,Criatura Aleatoria en grupo de criaturas,Grupo de Criaturas,Criatura aleatoria en |@1
80004,Criaturas Totales en Equipo,Grupo de Criaturas,Todas las criaturas en |@1
80005,Criaturas Totales en Región,Grupo de Criaturas,Todas las criaturas en |@1
90001,Lugar de caer objetos,Objeto,Lugar de |@1
90002,Número de objetos a caer,Objeto,Número de |@1
90003,Número de Objetos que se cambian en Mochila,Objeto,Número de objetos cambiados en la mochila del jugador
90004,Nombre Tipo de Objeto,Objeto,Nombre Tipo de |@1
90005,Determinar Tipo,Objeto,@1||@2||@3
90006,Determinar Región de caer objeto,Objeto,@1||@2| en región |@3
90007,Determinar Región del objeto a tirar,Objeto,@1||@2| en |@3
90008,Tipo de Objeto a Caer,Objeto,Tipo de |@1
90009,Tipo Objeto,Objeto,|@1
90012,Grupo de tipo de prop,Objeto,|@1
90013,Tipo de accesorio aleatorio,Objeto,Tipo de acessorio aleatorio
100001,Modo de Clima Global Actual,Mundo,Obtener el modo de clima global actual
100002,Distancia entre Posiciones,Mundo,Distancia entre |@1| y |@2
100003,Comparación Temperie,Mundo,@1||@2||@3
100004,Comparación Bloque,Mundo,@1||@2||@3
100005,Estado Interruptor de Bloque,Mundo,Estado de Interruptor de bloques en |@1
100006,Determinar Lugar en Región,Mundo,@1||@2| en región |@3
100007,Tipo de Bloque con Lugar Designado,Mundo,Tipo del Bloque |@1
100008,Dirección: De una posición a otra,Mundo,La dirección de |@1| hacia |@2
100009,La dirección de las Tres Coordenadas absolutas,Mundo,"La dirección de X|@1|, Y|@2|, Z|@3"
100010,La dirección de las Coordenadas Esféricas absolutas,Mundo,"La dirección de ángulo do acimut |@1|, con elevación |@2"
100011,Posición,Mundo,|@1
100012,Región,Mundo,|@1
100013,Temporizador,Mundo,|@1
100014,Grupo de ubicación,Mundo,|@1
100015,Grupo de región,Mundo,|@1
100016,Grupo de temporizador,Mundo,|@1
100017,Clima aleatorio,Mundo,Clima aleatorio
100018,Clima de Grupo de Terreno,Mundo,Clima de @1|
110001,Vehículo de Jugador Designado,Mundo,Vehículo de |@1
120001,Tipo Aleatorio de Efecto Especial,Efecto Especial,Tipo aleatorio de efecto especial
120002,Tipo de Efecto Especial,Efecto Especial,|@1
120003,Grupo de Tipo  Efecto especial,Efecto Especial,|@1
130001,Nombre del Anuncio Actual,Reproducir,Nombre del anuncio actual
140001,Tipo Bloque,Bloque,|@1
140002,Grupo de tipo de bloque,Bloque,|@1
150001,Caja de Texto,Mostrar Info,"Contenido del cuadro de texto: |@1|, Tamaño de fuente: |@2|, Opacidad de fondo: |@3|%, ID: |@4"
150002,Texto Flotante,Mostrar Info,"Contenido de texto flotante: |@1|. Tamaño de letra: |@2|, ID: |@3|"
150003,Barra de Progreso,Mostrar Info,"Configuración de la barra: valor actual: |@1|, lo máximo: |@2|, color de la barra:|@3|, ID: |@4|"
150004,Flecha apuntando al objeto objetivo,Mostrar Info,"Apunta a|@1|, el tamaño de la flecha es |@2|, el color es |@3|, el ID es |@4"
150005,Flecha apuntando a la ubicación,Mostrar Info,"Apunta a|@1|, el tamaño de la flecha es|@2|, el color es|@3|, el ID es|@4"
150006,Área de guía apuntando al objeto objetivo,Mostrar Info,"Apunte a|@1|, el tamaño del área de la guía es|@2|, el color es|@3|, el ID es|@4"
150007,Área de guía que apunta a la ubicación,Mostrar Info,"Apunte a|@1|, el tamaño del área de la guía es|@2|, el color es|@3|, el ID es|@4"
150008,Directriz apuntando al objeto objetivo,Mostrar Info,"Apunta a|@1|, el tamaño de la guía es|@2|, el color es|@3|, el ID es|@4"
150009,Directriz que apunta a la ubicación,Mostrar Info,"Apunta a|@1|, el tamaño de la guía es|@2|, el color es|@3|, el ID es|@4"
160001,Color Aleatorio,Color,Color Aleatorio
170001,ID de posición en el grupo de posición,Grupo de ubicación,El ID de posición |@2| en |@1
170002,Ubicación aleatoria en el grupo de ubicaciones,Grupo de ubicación,Posición aleatoria en|@1
180001,ID de área en el grupo de área,Grupo regional,El ID de área |@2| en |@1
180002,Área aleatoria en el grupo de áreas,Grupo regional,Área aleatoria en |@1
190001,ID de valor en el grupo de valores,Grupo numérico,El ID de valor |@2| en |@1
190002,Valor aleatorio en el grupo de valores,Grupo numérico,Valor aleatorio en |@1
190003,Obtenga el valor máximo en un grupo de números,Grupo numérico,Obtenga el valor máximo en |@1
190004,Obtenga el valor mínimo en un grupo de números,Grupo numérico,Obtenga el valor mínimo en |@1
200001,ID de cadena en el grupo de cadenas,Grupo de cuerdas,El ID de cadena |@2| en |@1
200002,Cadena aleatoria en grupo de cadenas,Grupo de cuerdas,Cadena aleatoria en |@1
210001,ID booleano en el grupo de valores booleanos,Valor booleano,El ID booleano |@2| en |@1
210002,Valores booleanos aleatorios en un grupo de valores booleanos,Valor booleano,Booleano aleatorio en |@1
220001,ID de bloque en el grupo de tipo de bloque,Tipo de bloque,El ID de bloque |@2| en |@1
220002,Tipo de bloque aleatorio en el grupo de tipo de bloque,Tipo de bloque,Tipo de bloque aleatorio en |@1
230001,ID de artículo en el grupo de tipo de artículo,Tipo de artículo,El ID de artículo |@2| en |@1
230002,Tipos de elementos aleatorios en el grupo de tipos de elementos,Tipo de artículo,Tipo de elemento aleatorio en |@1
240001,ID de criatura en el grupo de tipo de criatura,Tipo de criatura,El ID de criatura |@2| en |@1
240002,Tipo de criatura aleatoria en el grupo de tipo de criatura,Tipo de criatura,Tipo de criatura aleatoria en |@1
250001,ID de temporizador en el grupo de temporizadores,Grupo de temporizador,El ID del temporizador |@2| en |@1
250002,Temporizador aleatorio en el grupo de temporizadores,Grupo de temporizador,Tipo de temporizador aleatorio en |@1
260001,ID de efecto especial en el grupo de tipo de efecto especial,Tipo de efecto especial,El ID de efecto especial |@2| en |@1
260002,Tipos de efectos especiales aleatorios en el grupo de tipos de efectos especiales,Tipo de efecto especial,Tipo de efecto especial aleatorio en |@1
270004,Obtener el icono del tipo de objeto,General,|@1
270005,Obtener el icono de la criatura,General,|@1
270006,Obtener el icono del tipo de criatura,General,|@1
270007,Obtener el icono de estado,General,|@1
270008,Obtener el icono del tipo de bloque,General,|@1
270009,Obtener el icono del personaje actual del jugador,General,Icono de carácter actual de |@1|
270010,Obtener el icono de la barra de accesos directos del jugador,General,Establecer la barra de acceso directo de |@1| como el icono de |@2
280001,Tipo de lanzamiento aleatorio,Objeto arrojadizo,Tipo de lanzamiento aleatorio
290001,Sonido aleatorio,Sonido,Sonido aleatorio
300001,La ubicación obtenida por el servidor.,Almacenamiento de datos,La ubicación obtenida por el servidor.
300002,La área obtenida por el servidor,Almacenamiento de datos,La área obtenida por el servidor
300003,El valor obtenido por el servidor,Almacenamiento de datos,El valor obtenido por el servidor
300004,La cadena de carácteres obtenida por el servidor.,Almacenamiento de datos,La cadena de carácteres obtenida por el servidor.
300005,El valor booleano obtenido por el servidor.,Almacenamiento de datos,El valor booleano obtenido por el servidor.
300006,Jugadores obtenidos por el servidor,Almacenamiento de datos,Jugadores obtenidos por el servidor
300007,El tipo de bloque obtenido por el servidor.,Almacenamiento de datos,El tipo de bloque obtenido por el servidor.
300008,El tipo de accesorio obtenido por el servidor,Almacenamiento de datos,El tipo de accesorio obtenido por el servidor
300009,Criaturas obtenidas por el servidor.,Almacenamiento de datos,Criaturas obtenidas por el servidor.
300010,El tipo de criatura obtenido por el servidor,Almacenamiento de datos,El tipo de criatura obtenido por el servidor
300011,Temporizador obtenido del servidor,Almacenamiento de datos,Temporizador obtenido del servidor
300012,El tipo de efecto obtenido por el servidor.,Almacenamiento de datos,El tipo de efecto obtenido por el servidor.
300013,La clasificación obtenida por la tabla,Almacenamiento de datos,La clasificación obtenida por la tabla
300014,El nombre (clave) obtenido por el servidor,Almacenamiento de datos,Obtener el nombre del índice del servidor y de la tabla de clacificaciones (claves)
300015,Jugador (clave) obtenido por el servidor,Almacenamiento de datos,Obtener el nombre del índice del servidor y de la tabla de clacificaciones (claves)
