ID,任务名,任务描述,任务追踪
1005010,¡Herramienta de hierro!,"Procesar @item_11013#@1#r (@item_11013# minas mucho más rápido que @item_11011#, y puede usar mosaicos de runas para habilidades más eficientes)",Procesar @item_785#@1
1005011,El poder de la naturaleza,"Procesar @item_785#@1#r (Usa @item_785# para dar herramientas, armas o equipos con incrustaciones de runas, hay muchos tipos de piedras rúnicas, explóralas bajo tierra.)",Procesar @item_785#@1
1005012,Estimula el poder de las runas,"Hacer un mosaico de runas #r (haz clic en @item_785# para abrir la página, puedes elegir entre las herramientas y las piedras rúnicas de la izquierda. El mosaico de runas no tendrá éxito cada vez. Solo herramientas de hierro o aún más duras pueden incrustar runas)",Hacer un mosaico de runas usando @item_785#
1005013,¡Va más lejos!,"Completa todas las misiones en el objetivo ""Explorador Avanzado"". #r (¡Ya eres fuerte, continúa fortaleciéndote y derrota al fantasma del vacío!)","Completa todas las misiones en el objetivo ""Explorador Avanzado"""
1006001,Fragmentos del pasado,"Colectar @item_598# para obtener @item_11205#@1#r (item_11331# se compone de @item_11205#, hay un gran número de @item_598# en las profundidades de Mira hace mucho tiempo)",Colectar @item_598#@1
1006002,Energía Starlink,"Usar @item_11205# para procesar @item_11331#@1#r (como su nombre indica, @item_11331# es el accesorio clave para la fuente de alimentación de la estación estelar)",Procesar @item_11331#@1
1006003,¡¿Isla en el cielo?!,"Pasar en la isla flotante en Mira #r(una increíble ecología en Mira, la superficie se separa de la suspensión al cielo, pero se mantiene en un estado muy estable)",Entrar a isla flotante
1006004,Comercio exterior,"Comprar @item_11334# con el Comerciante de la Isla Flotante @1#r (La gente de Angelo tiene la costumbre de coleccionar tesoros en todas partes del universo, y les gustan lugares con buenas alturas, a lo mejor se pueden encontrar en la Isla Flotante para comprarles @item_11334#)",Comprar @item_11334# con el Comerciante de Isla Flotante@1
1006005,¡El montaje está completo!,"Procesar @item_11335#@1#r (las estaciones estelares en Mira son básicamente destruidas por el Vacío, incluso después de la activación, solo pueden transmitirse dentro del planeta, y deben usar @item_11335# para transformación a larga distancia)",Procesar @item_11335#@1
1006006,Reparar la Estación Estelar,"Haz clic en @item_594#@1 con @item_11331# para reactivarlo #r (después de la activación, la estación estelar puede volver a conectarse a la red de cadena estelar, siempre que active más estaciones estelares, el viaje será mucho más fácil)",Haz clic en @item_594# con @item_11331#@1
1006007,Actualizar la estación estelar,Haz clic a @item_595#@1 con @item_11335# para actualizarlo#r (después de actualiza @item_597# ya se puede transferir entre planetas vecinos),Haz clic a @item_595# con @item_11335#
1006008,Un gran paso en el viaje por el planeta,"Completa todas las misiones en el objetivo ""Ingeniero Starlink"". #r (Después de reparar la estación estelar, puedes ir a Llama y Horas, y estás un paso más cerca de derrotar al fantasma del vacío.)","Completar todas las misiones en el objetivo ""Ingeniero Starlink"""
1007001,Entrar en la selva tropical,"Entrar en la selva tropical en Mira #r (los árboles de la selva tropical en Mira son altos y muy densos, y está llena de peligro. Es mejor no salir durante las tormentas, y ser alcanzado por un rayo no es una broma!)",Entrar en la selva tropical
1007002,Núcleo de la selva tropical,Destruir @item_396# para conseguir @item_11601#@1#r (algunos cristales ocasionalmente se precipitan en el tronco de los árboles de la selva tropical),Conseguir @item_11601#@1
1007003,Clave antigua,"Procesar @item_11597# con @item_11601#和@item_11329#@1#r (@item_11597# está grabado con el idioma del antiguo pueblo Mira, registrando el método de apertura del ""Templo de la Selva Tropical"")",procesar @item_11597#@1
1007004,¡Templo de la selva tropical!,"Después de encontrar @item_578# en la selva tropical, haz clic con @item_11597# para activar y convocar el templo de la selva tropical #r (¡Quetzalcóatl está dentro!)",convocar el templo de la selva tropical
1007005,Quétzalcoatl,"Derrota al Quétzalcoatl #r (El nacimiento del Quétzalcoatl se originó de un accidente. La ""Fruta Sagrada"" está escondida profundamente en su cuerpo y ha pasado por un número desconocido de años...)",Derrotar al Quétzalcoatl
1007006,Semilla sagrada,"Obtener @item_591#@1#r (La llave del sello depositado en el ""Fruto Sagrado"" se transmite de generación en generación a través de la genética...)",Obtener @item_591#@1
1007007,Milagro de vida,"Plantar @item_591# en el pozo del suelo para que crezca el árbol sagrado @1#r (el árbol sagrado es diferente de otras plantas, no  se puede usar @item_11311# para acelerar su crecimiento)",Plantar @item_591#@1
1007008,"La clave que simboliza la ""vida""","Recoger a la altura del Árbol Sagrado y obtener @item_587#@1#r (El Árbol Sagrado se eleva sobre las nubes, y la fruta crece dentro del tronco a la altura. El proceso de recolección es muy peligroso y requiere cuidado)",Obtener @item_587#@1
1007009,Extiende tus alas y vuela,"Procesar y vestirte de @item_11591#@1#r (Las plumas de alas de Quétzalcoatl son muy fuertes pero ligeras, y puedes deslizarte llevando a @item_11591# en tu espalda)",Procesar y vestirte de @item_11591#@1
1007010,Hojas brillantes,"Recolectar hojas brillantes en la selva tropical por la noche para obtener @item_11596#@1#r (recuerda, una vez que sea de día, el polvo de la luz de las estrellas en las hojas se disipará)",Obtener @item_11596#@1
1007011,¿Brujería?,"Procesando @item_11569#@1#r(si no hay cristal incrustado, es solo un palo de madera)",Procesar @item_11569#@1
1007012,¡¡¡Brujería!!!,"Procesar cualquier Bastón @1, como @item_11580##r (Hay varios tipos de cristales, y los sacerdotes salvajes tienen habilidades diversas gracias a estos cristales)",Procesar cualquier Bastón@1
1007013,"""Capítulo de la Vida""","Completa todas las misiones en el objetivo ""Perdidos en la selva tropical""","Completa todas las misiones en el objetivo ""Perdidos en la selva tropical"""
1008001,Llegado a Llamas,Tome la estación estelar para llegar a Llamas #r (la estrella de Llamas  es el planeta más cercano a la estrella en la galaxia. La temperatura en la superficie es extremadamente alta y está casi completamente cubierta por lava. Es necesario estar bien preparado antes de ir allá),Toma la estación estelar para llegar a Llamas
1008002,Prueba de Dragón Negro I,"¡Derrota al antiguo dragón negro! #r (El dragón negro ha estado protegiendo la espada rota en llamas durante años, pero no ha olvidado el acuerdo que hizo con el ""antiguo"". Si deseas obtener la ""espada rota en llamas"", ¡demuestra tu fuerza al dragón negro!)",Derrota al antiguo dragón negro
1008003,"La clave que representa el ""coraje""","Obtener @item_588##r (Espada Rota en Llamas ha almacenado una de las llaves del sello, es esencial para quitar el sello del volcán)",Obtener @item_588#
1008004,¡Aumento de dificultad!,"Procesar @item_588#, activar @item_740#, convocar Dragón Negro de Lava",convocar Dragón Negro de Lava
1008005,Prueba del Dragón Negro II,"¡Derrota al Dragón Negro de Lava! #r (¡El Dragón Negro encarna en forma de lava para abrir la segunda prueba, derrotalo y vuélvete más fuerte!)",¡Derrotar al Dragón Negro de Lava!
1008006,¡Dificultad completa!,"Procesar @item_11216#, activar @item_741#, convocar al Dragón Negro del Caos",convocar al Dragón Negro del Caos
1008007,Prueba del Dragón Negro ∞,"¡Derrota al Dragón Negro del Caos! #r (El dragón negro encarna en una forma caótica para abrir la prueba de tercer nivel, que es la prueba más difícil y requiere una preparación adecuada.)",Derrotat al Dragón Negro del Caos
1008008,Obtener conchas de cangrejo de Lava,"Derrotar al cangrejo de Lava y obtener  (El cangrejo de Lava puede sobrevivir a una temperatura tan alta de Flamas, e incluso nadar en magma, es inseparable de este caparazón duro)",Obtener @item_12605#@1
1008009,Equipar con mochila ignífuga,Procesar y usar @item_12277#@1#r (con @item_12277# puedes soportar el calor de Flamas),Procesar y usar @item_12277#@1
1008010,"Fin del espectáculo! ""Capítulo de coraje""","Completar todas las misiones en el objetivo ""Prueba Antigua""","Completar todas las misiones en el objetivo ""Prueba Antigua"""
1009001,Llegar a Horas,"Toma la estación estelar para llegar a Horas #r (Horas es el único satélite de Mira, y la fuerza atractiva es mucho menor que la de Mira. Parece un poco difícil comunicarnos con los criaturas indígenas de aspecto único que viven en este planeta...)",Tomar la estación estelar para llegar a Horas
1009002,Disipar la erosión del vacío,"Ayuda a los antiguos gigantes a deshacerse de la erosión del vacío #r (el Gigante Antiguo está corroído demasiado profundamente por el vacío y no puede ser recuperado, la única forma es destruirlo. #r necesitas encontrar el altar, colocar el @item_1042# en los 4 bloques al lado el @item_408# , @item_409# , @item_449# , @item_450# para convocar el Gigante Antiguo)",Ayudar al Gigante Antiguo a escapar de la erosión del vacío
1009003,"La clave que representa ""inteligencia""",Obtener @item_589#@1#r(@item_589# fue un gran avance en el campo de la vida artificial para los antiguos habitantes del planeta Mira. Contiene una de las tres claves necesarias para desbloquear el sello volcánico.),Obtener @item_589#@1
1009004,,"Derrota a Ding Ding de Horas y obtén @item_11077#@1#r (La forma de distinguir las criaturas de Horas es por su color. Los ""Ding Ding de Horas"" son blancos y muy temerosos de los humanos, pero ten cuidado con las bombas que escupen).",Obtener @item_11077#@1
1009005,Piedra del Comienzo Estelar,"Obtén @item_11075# procesándolo con @item_11077#@1#r(antes de obtener @item_11075#, debes encontrar @item_11090# en Planeta Horas",Procesar @item_11075#@1
1009006,Activar el tótem de la planeta Horas,"Usa @item_11075 para activar @item_1042#@1#r(una vez activado, podrás generar una gran zona de oxígeno donde no tendrás que preocuparte por la falta de aire)",Activar @item_1042#@1
1009007,Mineral de cobre estelar,"Recoger @item_445# y obtener @item_11073#@1#r(@item_445# es uno de los minerales exclusivos del planeta Horas, su textura es mucho más dura que la del latón)",Colectar @item_445# para obtener @item_11073#@1
1009008,Broca de cobre estelar,Procesar @item_11016#@1#r(Para procesar @item_11016# es necesario obtener primero @item_11087#),Procesar @item_11016#
1009009,Mineral púrpura,"Recoger @item_446 para obtener @item_11074. @1#r(@item_446 es uno de los minerales exclusivos de la planeta Horas, pero su producción es extremadamente baja y solo se encuentra en pocas islas flotantes en Horas.)",Colectar @item_446# para obtener @item_11074#@1
1009010,¡Volando por los cielos y corriendo por la tierra!,"Procesar @item_12006#@1#r (Para procesar @item_12006#, primero debes obtener @item_11088#)",Procesar @item_12006#@1
1009011,"¡Cortina! ""Capítulo de la Sabiduría""","Completar todas las misiones del objetivo ""Rescate en el espacio 'Stone'"".","Completar todas las misiones del objetivo ""Rescate en el espacio 'Stone'""."
2001001,Hacha de piedra I,Procesar @item_11002# @1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11627#),Procesar @item_11002#@1
2001002,Hacha de piedra II,Procesar @item_11002#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11627#),Procesar @item_11002#@1
2001003,Hacha de Latón I,Procesar @item_11001#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11329#),Procesar @item_11001#@1
2001004,Hacha de Latón II,Procesar @item_11001#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11329#),Procesar @item_11001#@1
2001005,Hacha de Hierro I,Procesar @item_11003#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11209#),Procesar @item_11003#@1
2001006,Hacha de Hierro Ⅱ,Procesar @item_11003#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11209#),Procesar @item_11003#@1
2001007,Hacha de titanio I,Procesar @item_11004#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11330#),Procesar @item_11004#@1
2001008,Hacha de titanio II,Procesar @item_11004#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11330#),Procesar @item_11004#@1
2001009,Motosierra Ⅰ,Crea @item_11005#@1#r (Creado consumiendo principalmente @item_11203# y @item_11911#),Crea @item_11005#@1
2001010,Motosierra Ⅱ,Crea @item_11005#@1#r (Creado consumiendo principalmente @item_11203# y @item_11911#),Crea @item_11005#@1
2001011,Pala de piedra I,Procesar @item_11022#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11627#),Procesar @item_11022#@1
2001012,Pala de Piedra II,Procesar @item_11022#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11627#),Procesar @item_11022#@1
2001013,Pala de latón I,Procesar @item_11021#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11329#),Procesar @item_11021#@1
2001014,Pala de latón Ⅱ,Procesar @item_11021#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11329#),Procesar @item_11021#@1
2001015,Pala de Hierro I,Procesar @item_11023#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11209#),Procesar @item_11023#@1
2001016,Pala de Hierro II,Procesar @item_11023#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11209#),Procesar @item_11023#@1
2001017,Pala de titanio I,Procesar @item_11024#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11330#),Procesar @item_11024#@1
2001018,Pala de titanio Ⅱ,Procesar @item_11024#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11330#),Procesar @item_11024#@1
2001019,Pala de oro tungsteno I,Crea @item_11025#@1#r (principalmente procesado consumiendo como @item_11203# y @item_11074#),Crea @item_11025#@1
2001020,Pala de oro de tungsteno Ⅱ,Crea @item_11025#@1#r (principalmente procesado consumiendo como @item_11203# y @item_11074#),Crea @item_11025#@1
2001021,Rastrillo de Piedra I,Procesar @item_11032#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11627#),Procesar @item_11032#@1
2001022,Rastrillo de piedra II,Procesar @item_11032#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11627#),Procesar @item_11032#@1
2001023,Rastrillo de latón I,Procesar @item_11031#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11329#),Procesar @item_11031#@1
2001024,Rastrillo de latón II,Procesar @item_11031#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11329#),Procesar @item_11031#@1
2001025,Rastrillo de Hierro I,Procesar @item_11033#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11209#),Procesar @item_11033#@1
2001026,Rastrillo de Hierro II,Procesar @item_11033#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11209#),Procesar @item_11033#@1
2001027,Rastrillo de titanio I,Procesar @item_11034#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11330#),Procesar @item_11034#@1
2001028,Rastrillo de titanio Ⅱ,Procesar @item_11034#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11330#),Procesar @item_11034#@1
2001029,Rastrillo de oro de tungsteno I,Crea @item_11035#@1#r (Elaborado consumiendo principalmente @item_11203# y @item_11911#),Crea @item_11035#@1
2001030,Rastrillo de oro de tungsteno II,Crea @item_11035#@1#r (Elaborado consumiendo principalmente @item_11203# y @item_11911#),Crea @item_11035#@1
2001031,Pico de piedraⅠ,Procesar @item_11012#@1#r(principalmente procesado consumiendo materiales como @item_11006#和@item_11627#),Procesar @item_11012#@1
2001032,Pico de piedra II,Procesar @item_11012#@1#r (principalmente procesado consumiendo materiales como @item_11006# y@item_11627#),Procesar @item_11012#@1
2001033,Pico de latón I,Procesar @item_11011#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11329#),Procesar @item_11011#@1
2001034,Pico de latón II,Procesar @item_11001#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11329#),Procesar @item_11011#@1
2001035,Pico de Hierro I,Procesar @item_11013#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11209#),Procesar @item_11013#@1
2001036,Pico de Hierro II,Procesar @item_11013#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11209#),Procesar @item_11013#@1
2001037,Pico de titanio I,Procesar @item_11014#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11330#),Procesar @item_11014#@1
2001038,Pico de titanio Ⅱ,"Procesar @item_11014#@1#r (principalmente procesado consumiendo materiales como @item_11006# y @item_11330#
)",Procesar @item_11014#@1
2001039,Broca Ⅰ,Crea @item_11005#@1#r (Creado consumiendo principalmente @item_11203# y @item_11911#),Crea @item_11015#@1
2001040,Broca Ⅱ,Crea @item_11005#@1#r (Creado consumiendo principalmente @item_11203# y @item_11911#),Crea @item_11015#@1
2001041,Broca de cobre estelar I,Procesar @item_11016#@1#r (principalmente procesado consumiendo material de @item_11073#),Procesar @item_11016#@1
2001042,Broca de cobres estelar Ⅱ,Procesar @item_11016#@1#r (principalmente procesado consumiendo material de @item_11073#),Procesar @item_11016#@1
2002001,Fosa fértil,"Usar herramientas de pala para excavar @item_103#@1#r(sostener una herramienta de pala, como @item_11022#, apuntar a @item_101# o @item_100# y hacer clic en el botón de uso (mantener presionado el botón derecho en la versión PC) para cavar un agujero)",Usar herramientas de pala para excavar @item_103#@1
2002002,Suelo húmedo,"Regar a @item_103# con @item_11628# @1#r(usando @item_11617# para llenar el bloque de agua, y luego usando @item_11628# en @item_103# o @item_102# para humedecerlo)",Regar a @item_103# con @item_11628# @1
2002003,Árbol de Cerezo I,Plantar @item_11405# en @item_103#@1#r (generalmente crece en praderas y bosques).,Plantar @item_11405#@1
2002004,Árbol de Cerezo II,Plantar @item_11405# en @item_103#@1#r (generalmente crece en praderas y bosques).,Plantar @item_11405#@1
2002005,Árbol de Cerezo Ⅲ,Plantar @item_11405# en @item_103#@1#r (generalmente crece en praderas y bosques).,Plantar @item_11405# @1
