ID,名称,描述,说明
10033,Obtener el número de cualquier valor en cualquier grupo,Obtener el número de %2 en %1,
10034,Obtener el ID de un valor en cualquier grupo,Obtener el ID de %2 en %1,
10035,Determinar si un valor existe en cualquier grupo,%2 existe en %1,
10036,Determinar si un ID específico existe en cualquier grupo,El ID de ubicación %2 en %1 existe,
10037,Cadena Exacta,Intercepta %2- %3 porciones de texto de %1,
10038,Convertir cadena en valor,%1 se convierte a Valor,
10039,Obtener tiempo de dispositivo principal,Obtener tiempo %1 de dispositivo,
10040,Obtener tiempo de dispositivo principal completo,Obtener tiempo de dispositivo completo,
10041,Tipo de bloque aleatorio,Tipo de bloque aleatorio,
10042,Dividir Cadena,"Dividir %1, el separador es %2, interceptar %3 luego de dividir",
10043,Obtain the string with the JSON-specified mark,"Obtain %1 in JSON, content with the key name being %2",
10044,Obtener tiempo de servidor del juego,Obtener tiempo %1 de servidor del juego,
10045,Convertir marca de tiempo a unidad de tiempo,Convertir marca de tiempo %1 a %2,
10046,Obtener tiempo de servidor completo,Obtener tiempo de servidor completo,
10047,Convertir marca de tiempo a tiempo completo,Convertir marca de tiempo %1 a tiempo completo,
10048,Obtener longitud de cadena,Obtener longitud de %1,
10049,Nombre de Tipo de Estado,Escribir Nombre de Tipo de %1,
10050,Descripción de Tipo de Estado,Descripción de Plugin de %1,
10051,Obtener coordenadas de tipo de bloque,Obtener las coordenadas %2 más cercanas de %1 y buscar un radio de %3 bloques en el eje XYZ,
10052,Barra de Objetos de Mochila,Obtener %1,
10053,Tecla de Barra Rápida,Obtener %1,
10054,Barra de Equipo,Obtener %1,
10055,El tipo de bloque se convierte en tipo de objeto,%1 se convierte a Tipo de Objeto,
10056,Tipo de objeto se convierte en tipo de bloque,%1 se convierte en Tipo de Bloque,
10057,Obtener ID de sala actual,Obtener ID de sala actual,
1010001,Cambio de Clima,Cuando cambia el clima,Cuando el clima cambia de soleado a lluvioso y de lluvioso a soleado
1010002,Cuando cambia el clima del grupo de terreno,Cuando cambia el clima del %1 especificado,"Grupo Común: Llanura/Bosque/Colinas/Selva/Cuenca/Isla Flotante/Río; Grupo de Océano: Playa/Mar Profundo/Mar poco Profundo/Islas; Grupo de Desierto: Desierto/Oasis; Zona Helada Ordinaria: Bosque de Coníferas/Campo de Hielo; Zona Helada Alpina: Iceberg; Grupo Volcánico: Volcán; Grupo de Humedal: Bosque Pluvial/Pantano; Llano, Isla Flotante."
1020001,Crear Partida,Cuando se crea el juego,"Comienza la cuenta regresiva. 3, 2, 1, comenzando la partida."
1020002,Tiempo de Juego,Cuando es %1 en el juego,Cuando el juego está en el punto de tiempo especificado
1020003,Tiempo de Ejecución del Juego,Cuando el juego se ejecuta durante %1s,Luego de entrar al juego y ejecutarlo durante cierto tiempo especificado
1020004,El jugador gana,Cuando el jugador gana,
1020005,El jugador pierde,Cuando el jugador pierde,
1020007,Jugador entra en juego,Cuando el jugador entra al juego,
1020008,Jugador sale del juego,Cuando el jugador sale del juego,
1020009,Cambio de Temporizador,Cuando cambia el temporizador,Cuando cambia cualquier variable de temporizador en la biblioteca de variables
1020010,Cambio de temporizador específico,Cuando cambia %1,Cuando cambia la variable de temporizador especificada en la biblioteca de variables
1020011,Durante cada tiempo de ejecución del juego (bucle),Por cada %1s de ejecución del juego,"1. El valor mínimo es 0,05 segundos. Para valores entre 0,01 y 0,09, se considerará 0,05.
2. Se activará luego de cada periodo específico de duración del juego (bucle)."
1020012,Cuando la sala del servidor recibe algún mensaje,Cuando la sala del servidor recibe algún mensaje,
1020013,Recibir Transmisión,Cuando se recibe transmisión %1,
1020014,Condición cumplida,Cuando se establece %1,
1020015,Al colocar planos,Cuando se coloca el plano,
1020016,Cuando la sala del servidor recibe el mensaje de transmisión del servidor,Cuando la sala del servidor recibe la transmisión del servidor %1,
1030001,El jugador es derrotado,Cuando el jugador es derrotado,
1030002,El jugador reaparece,Cuando el jugador reaparece,
1030003,Cambian los atributos del jugador,Cuando cambia el atributo %1 del jugador,"Cuando cambia el atributo del jugador, como HP"
1030004,El jugador derrota al objetivo,Cuando el jugador derrota al objetivo,Cuando el jugador derrota a otros jugadores y criaturas. Los jugadores y criaturas derrotados son los objetivos del evento.
1030005,El jugador ataca,Cuando el jugador comienza a atacar,
1030006,El ataque del jugador acierta,Cuando el ataque del jugador acierta,Cuando el ataque del jugador golpea a otro jugador o criatura. Los jugadores y criaturas alcanzados son los objetivos del evento.
1030007,El jugador inflige daño,Cuando el jugador inflige daño,"Cuando el jugador inflige daño a otros jugadores, y a criaturas. Los jugadores y criaturas atacados son los objetivos del evento."
1030008,El jugador recibe daño,Cuando el jugador recibe daño,
1030009,El jugador se mueve,Cuando el jugador se mueve una casilla,
1030010,El jugador usa un Emote,Cuando el jugador usa Emote,
1030011,El jugador usa el objeto,Cuando el jugador usa el objeto,
1030012,El jugador obtiene el objeto,Cuando el jugador obtiene el objeto,
1030013,El jugador consume el objeto,Cuando el jugador consume el objeto,
1030014,El jugador toca a la criatura o a otro jugador,Cuando el jugador toca la criatura o a otro jugador,
1030015,El jugador toca el bloque,Cuando el jugador toca el bloque,
1030016,El jugador monta,Cuando el jugador monta cualquier montura o vehículo,
1030017,El jugador cancela la montura,Cuando el jugador cancela el uso de cualquier montura o vehículo,
1030018,Cambia el estado de movimiento del jugador,Cuando el jugador comienza %1,
1030019,El jugador está en colisión,Cuando el jugador colisiona con otros jugadores o criaturas,
1030020,El jugador recoge el objeto,Cuando el jugador recoge el botín,
1030021,El jugador entra en la región,Cuando el jugador entra a %1,"Eventos de entrar y salir de región no pueden activar acciones relacionadas al desarrollador, como la reproducción de anuncios, visualización de ventana de compra de objetos o abrir la Tienda de Desarrollador."
1030022,El jugador sale de la región,Cuando el jugador sale de %1,"Eventos de entrar y salir de región no pueden activar acciones relacionadas al desarrollador, como la reproducción de anuncios, visualización de ventana de compra de objetos o abrir la Tienda de Desarrollador."
1030023,Cambia la Barra de Equipo del Jugador,Cuando cambia la barra de equipo del jugador,
1030024,Cambia la Ranura de Mochila del Jugador,Cuando cambia la ranura de mochila del jugador,
1030025,Cambia la Barra Rápida del Jugador,Cuando cambia la barra rápida del jugador,
1030026,El jugador selecciona la Barra Rápida,Cuando el jugador selecciona la Barra Rápida,
1030027,El jugador descarta el objeto,Cuando el jugador descarta el objeto,
1030028,El jugador equipa el equipo,Cuando el jugador equipa el equipo,
1030029,El jugador se quita el equipo,Cuando el jugador se quita el equipo,
1030030,El jugador muestra los mensajes de chat,Cuando la casilla de chat del jugador muestra %1,
1030031,El jugador ingresa mensajes de chat,Cuando el jugador envía %1 en la casilla de chat,
1030032,El jugador presiona un botón,Cuando el jugador presiona %1,
1030033,El jugador mantiene presionada la tecla,Cuando el jugador mantiene presionado %1,
1030034,El jugador suelta el botón,Cuando el jugador suelta %1,
1030035,El jugador obtiene el estado,Cuando el jugador obtiene el estado,
1030036,El jugador pierde el estado,Cuando el jugador pierde el estado,
1030037,El jugador pierde un efecto de estado específico,Cuando el jugador pierde el estado %1,
1030038,Cambia el nivel del jugador,Cuando cambia el nivel del jugador,
1030039,El jugador ingresa información de chat (incluyendo cadenas),Cuando cualquier jugador ingresa contenido que incluye %1 en la casilla de chat,Cuando el jugador ingresa el contenido especificado en la casilla de chat y lo envía
1030040,Cuando el jugador selecciona el objeto específico,Cuando el jugador selecciona %1 en la Barra Rápida,
1030041,El jugador invita a amigos,Cuando el jugador invita a amigos,
1040001,La criatura recibe daño,Cuando la criatura recibe daño,
1040002,La criatura ataca,Cuando la criatura comienza a atacar,
1040003,El ataque de la criatura acierta,Cuando el ataque de la criatura acierta,
1040004,La criatura inflige daño,Cuando la criatura inflige daño,
1040005,La criatura es derrotada,Cuando la criatura es derrotada,
1040006,La criatura derrota al objetivo,Cuando la criatura derrota al objetivo,
1040007,La criatura entra en la región,Cuando la criatura entra en %1,
1040008,La criatura sale de la región,Cuando la criatura sale de %1,
1040009,Cambia el estado de movimiento de la criatura,Cuando la criatura comienza %1,
1040010,La criatura está en colisión,Cuando la criatura colisiona con otros jugadores o criaturas,
1040011,Cambio de atributos de la criatura,Cuando cambia el atributo %1 de la criatura,
1040012,Se crea la criatura,Cuando se crea la criatura,
1040013,La criatura obtiene el efecto de estado,Cuando la criatura obtiene el estado,
1040014,La criatura pierde el estado,Cuando la criatura pierde el estado,
1040015,La criatura pierde un efecto de estado específico,Cuando la criatura pierde %1,
1040016,Esta criatura recibe daño,Cuando este tipo de criatura recibe daño,
1040017,Esta criatura ataca,Cuando este tipo de criatura comienza a atacar,
1040018,El ataque de esta criatura acierta,Cuando este tipo de criatura comienza a atacar y golpea al objetivo,
1040019,Esta criatura inflige daño,Cuando este tipo de criatura inflige daño al objetivo,
1040020,Esta criatura es derrotada,Cuando este tipo de criatura es derrotada,
1040021,Esta criatura derrota al objetivo,Cuando este tipo de criatura derrota al objetivo,
1040022,Cambia el estado de acción de esta criatura,Cuando este tipo de criatura comienza %1,
1040023,Esta criatura está en colisión,Cuando este tipo de criatura colisiona con otros jugadores o criaturas,
1040024,Cambia el atributo de esta criatura,Cuando cambia el atributo %1 de este tipo de criatura,
1040025,Se crea la criatura,Cuando se crea este tipo de criatura,
1040026,Esta criatura obtiene el estado,Cuando este tipo de criatura obtiene el estado,
1040027,Esta criatura pierde el estado,Cuando este tipo de criatura pierde el estado,
1040028,Esta criatura es tocada por los jugadores,Cuando este tipo de criatura es tocada por jugadores,
1050001,Ha finalizado la excavación del bloque,Cuando finaliza la excavación de este bloque,
1050002,Se destruye el bloque,Cuando se destruye este bloque,
1050003,Cambia el estado de interruptor del bloque,Cuando cambia el estado de interruptor del bloque,
1050004,Cambio de objetos en contenedor,Cuando el objeto cambia en el contenedor,
1050005,Se crea el bloque,Cuando se crea este bloque,
1050006,Se colocan objetos en el contenedor,Cuando se colocan objetos en el contenedor,
1050007,Se retiran objetos del contenedor,Cuando se retiran objetos del contenedor,
1050008,Se cava el bloque,Cuando se cava este bloque,
1050009,Se interrumpe la excavación del bloque,Cuando este bloque se cava pero se detiene,
1050010,Se cava este bloque,Cuando se cava este tipo de bloque,
1050011,Ha finalizado la excavación de este bloque,Cuando finaliza la excavación de este tipo de bloque,
1050012,Se ha interrumpido la excavación de este bloque,Cuando se interrumpe la excavación de este tipo de bloque,
1050013,Se destruye este bloque,Cuando se destruye este tipo de bloque,
1050014,Se crea este bloque,Cuando se crea este tipo de bloque,
1050015,Cambia el estado de interruptor de este bloque,Cuando cambia el estado de interruptor de este tipo de bloque,
1050016,Se obtiene este bloque,Cuando el jugador/criatura obtiene este tipo de bloque,
1050017,Este bloque es tocado por jugadores,Cuando el jugador toca este tipo de bloque,
1050018,Cambio de color cuadrado,Cuando cambia el color del cubo,
1060001,El proyectil alcanza al objetivo,"Cuando el proyectil golpea a cualquier otro jugador, criatura o bloque",
1060002,El proyectil entra en la región,Cuando el proyectil entra en %1,
1060003,El proyectil sale de la región,Cuanto el proyectil sale de %1,
1060004,El botín entra en la región,Cuando el botín entra en %1,
1060005,El botín sale de la región,Cuando el botín sale de %1,
1060006,Se recoge el botín,Cuando se recoge botín,
1060007,El botín desaparece,Cuando desaparece el botín,
1060008,Se crea el proyectil,Cuando se crea el proyectil,
1060009,Se obtiene este objeto,Cuando jugadores o criaturas obtienen este tipo de objeto,
1060010,Se descarta este objeto,Cuando se descarta este tipo de objeto,
1060011,Este objeto desaparece,Cuando desaparece el botín de este tipo de objeto,
1060012,Este objeto se daña,Cuando este tipo de objeto recibe daños,
1060013,Este proyectil alcanza al objetivo,Cuando este tipo de proyectil alcanza a cualquier objetivo,
1060014,Este proyectil se crea o se consume,Cuando se crea o consume este tipo de proyectil,
1060015,Se consume este objeto,Cuando se consume este tipo de objeto,
1060016,Se abre este paquete,Cuando se abre este tipo de paquete,
1060017,Se equipa este equipo,Cuando se equipa este tipo de objeto de equipo,
1060018,Se quita este equipo,Cuando se quita este tipo de objeto de equipo,
1060019,Se destruye este equipo,Cuando jugadores o criaturas destruyen este tipo de objeto de equipo,
1060020,Se usa este objeto,Cuando jugadores usan este tipo de objeto,
1060021,Cuando el botín se crea de la manera específica,Cuando el botín se crea con %1,
1060022,Cuando el botín se crea de cualquier manera,Cuando el botín se crea de cualquier manera,
1070001,El Efecto Especial se crea en la ubicación,Cuando se crea Efecto Especial en la Ubicación,
1070002,El Efecto Especial se crea en el jugador,Cuando se crea Efecto Especial en el jugador,
1070003,El Efecto Especial se crea en la criatura,Cuando se crea Efecto Especial en la criatura,
1070004,Se crea el Efecto Especial del proyectil,Cuando se crea Efecto Especial en el proyectil,
1070005,Cuando se crea Efecto Especial en el botín,Cuando se crea Efecto Especial en el botín,
1080001,Este estado es obtenido por las criaturas,Cuando la criatura obtiene este tipo de estado,
1080002,Este estado es eliminado de las criaturas,Cuando la criatura pierde este tipo de estado,
1080003,Este estado es obtenido por los jugadores,Cuando el jugador obtiene este tipo de estado,
1080004,Este estado es eliminado de los jugadores,Cuando el jugador pierde este tipo de estado,
1090001,La creación de esta receta está completa,Cuando se completa la creación de este tipo de receta,
1090002,La creación de la receta está completa,Cuando se completa la creación de la receta,
1100001,Comienza la fundición,Cuando comienza la fundición,
1100002,Finaliza la fundición,Cuando finaliza la fundición,
1100003,Comienza esta fundición,Cuando comienza este tipo de fundición,
1100004,Finaliza esta fundición,Cuando finaliza este tipo de fundición,
110001,El Vehículo del jugador,Vehículo de %1,
1110001,Comienza la trama,Cuando comienza la trama,
1110002,Finaliza la trama,Cuando finaliza la trama,
1110003,Comienza esta trama,Cuando comienza esta trama,
1110004,Finaliza esta trama,Cuando finaliza esta trama,
1120001,Botón soltado,Se suelta cualquier botón de la interfaz actual,
1120002,La interfaz está abierta,La interfaz actual está abierta,
1120003,La interfaz está cerrada,La interfaz actual está cerrada,
1120004,Botón presionado,Se presiona cualquier botón de la interfaz actual,
1120005,El jugador ingresa la cadena en la interfaz,Cuando el jugador ingresa cualquier cadena en la interfaz,
1120006,Se suelta el botón de la interfaz actual,Se suelta %1 de la interfaz actual,
1120007,Se presiona el botón de la interfaz actual,Se presiona %1 de la interfaz actual,
1120008,Cuando el jugador ingresa contenido en la casilla de entrada de la interfaz actual,Cuando el jugador ingresa contenido en %1 de la interfaz actual,
1130001,Reproducir Música,Cuando comienza a reproducirse la música de la interfaz,
1140001,Comprar Membresía (1 Mes),Cuando el jugador compra Membresía de 1 mes,
1140002,Purchase Membership (3 Months),When player subscribed 3 months of Membership,
1140003,Toda compra o retiro de jugador de Objetos de Tienda de Desarrollador,Cuando el jugador compra o retira objetos de la Tienda de Desarrollador,
120001,Tipo de Efecto Especial Aleatorio,Tipo de Efecto Especial Aleatorio,
120002,Tipo de Efecto Especial,Tipo de Efecto Especial %1,
120003,Grupo de Tipo de Efecto Especial,Grupo de Tipo de Efecto Especial %1,
130001,Obtener el nombre de la ranura de anuncio actual,Obtener el nombre de la ranura de anuncio actual,
140001,Tipo de Bloque,Tipo de Bloque %1,
140002,Grupo de Tipo de Bloque,Grupo de Tipo de Bloque %1,
140003,Nombre de Tipo de Bloque,Escribir Nombre de Tipo de %1,
140004,Descripción de Tipo de Bloque,Descripción de Plugin de %1,
140005,Apariencia de Tipo de Bloque,Apariencia de %1,
150001,Cuadro de Texto,"Cuadro de Texto con contenido %1, tamaño de fuente %2, opacidad %3%, ID %4, Salto de línea automático %5",
150002,Texto Flotante,"Texto flotante con contenido %1, tamaño de fuente %2, ID %3",
150003,Barra de Progreso,"Configuración de la Barra de Progreso, Valor Actual: %1, Valor Máximo: %2, Color de Barra: %3, ID: %4",
150004,Flecha apuntando al objeto objetivo,"Flecha que apunta a %1, tamaño %2, color %3, ID %4",
150005,Flecha apuntando a la Ubicación,"Flecha que apunta a %1, tamaño %2, color %3, ID %4",
150006,Área de guía apuntando al objeto objetivo,"Área de guía a %1, tamaño %2, color %3, ID %4",
150007,Área de guía apuntando a la Ubicación,"Área de guía a %1, tamaño %2, color %3, ID %4",
150008,Directriz apuntando al objeto objetivo,"Directriz a %1, tamaño %2, color %3, ID %4",
150009,Directriz apuntando a la ubicación,"Directriz a %1, tamaño %2, color %3, ID %4",
150010,Imagen,"La imagen es %1, el tamaño es x%2, la opacidad es %3%, el ID es %4",
160001,Color Aleatorio,Color Aleatorio,
170001,Ubicación con los números específicos en el Grupo de Ubicación,ID de Ubicación %2 en %1,
170002,Ubicación aleatoria en Grupo de Ubicación,Ubicación Aleatoria en %1,
180001,Regiones con números especificados en el Grupo de Región,ID de Región %2 en %1,
180002,Región aleatoria en el Grupo de Región,Región Aleatoria en %1,
190001,Valor con números especificados en el Grupo Numérico,ID de Valor %2 en %1,
190002,Valor aleatorio en el Grupo Numérico,Valor Aleatorio en %1,
190003,Obtener el valor máximo en un Grupo Numérico,Obtener el valor máximo en %1,
190004,Obtener el valor mínimo en un Grupo Numérico,Obtener el valor mínimo en %1,
200001,Cadena con los números específicos en el Grupo de Cadenas,ID de Cadena %2 en %1,
200002,Cadena Aleatoria en el Grupo de Cadenas,Cadena Aleatoria en %1,
20001,Operación de Valor,%1%2%3,
20002,Restante,%1Mod%2,
20003,Número Aleatorio,Generar enteros aleatorios: de %1 a %2,
20004,Máx,%1 y %3 de %2,
20005,División Exacta,%2 dividido por %1,
20006,Coordenadas de Ubicación,Valor de Coordenadas %2 de %1,
20007,Ángulo Horizontal entre Ubicaciones,Ángulo horizontal entre %1 y %2,
20008,Ángulo Vertical entre Ubicaciones,Ángulo vertical entre %1 y %2,
20009,Potenciación,%1 a potencia de %2,
20010,Extracción Raíces,%1 a potencia de %2,
20011,Valor Absoluto,Valor Absoluto de %1,
20012,Trigonometría,%1%2%3,
20013,Función Log de Base Fija,%1%2,
20014,Función Log de Cualquier Base,Log%1%2,
20015,Redondear,%2%1,
20016,Convertir Ángulo en Radián,Convertir %1 a %2,
20019,exclusivo o,%1 o %2,
20020,Aritmética Avanzada,%1%2%3,
2010001,Comparación de Valor,%1%2%3,
2010002,Número Aleatorio,%1%2%3,
2010003,Max. o Min.,%1%2%3,
2010004,División Exacta,%1%2%3,
2010005,Coordenadas de Ubicación,%1%2%3,
2010006,Ángulo Horizontal entre Ubicaciones,%1%2%3,
2010007,Ángulo Vertical entre Ubicaciones,%1%2%3,
2010008,Potenciación,%1%2%3,
2010009,Extracción Raíces,%1%2%3,
2010010,Valor Absoluto,%1%2%3,
2010011,Trigonometría,%1%2%3,
2010012,Redondear,%1%2%3,
2010013,Convertir Ángulo en Radián,%1%2%3,
2010018,Comparación de cualquier valor,%1%2%3,
2010019,.y.,%1 y %2,
2010020,.o.,%1 o %2,
2010021,.no.,No %1,
2020001,Tiempo de Juego,%1%2%3,
2020002,Número de Jugadores,%1%2%3,
2020003,Determinar Clima,%1%2%3,
2020004,Determinar Gravedad,%1%2%3,
2020005,Determinar Estado de Activador,%1 es el estado activado,
2020006,Determinar Estado de Grupo de Activadores,%1 es el estado activado,
2030001,Determinar Atributo de Equipo,%1%2%3,
2040001,Determinar Atributo de Jugador,%1%2%3,
2040002,Número de Objetos Poseídos,%1%2%3,
2040003,Determinar ID de jugador en grupo de jugadores,%1%2%3,
2040004,Determinar Equipo de Jugador,%1%2%3,
2040005,Determinar Jugador Individual,%1%2%3,
2040006,Orientación del jugador,%1%2%3,
2040007,Determinar grupo de jugadores,%1%2 está en %3,
2040008,Player is in area to determine,%1%2 is in %3,
2040009,Determinar Efecto de Estado del jugador,%1%2 está en %3,
2040010,Determinar Emote,%1%2 es %3,
2040011,Determinar Configuración del Jugador,%2 de %1 es %3,
2040012,Tecla de Seleccionar Barra Rápida,%1%2%3,
2040013,Determinar tipo de objeto portátil,%1%2%3,
2040014,Determinar Barra de Equipo,%1%2%3,
2040015,Determinar si el jugador está equipado,%1%2 está equipado con %3,
2040016,Determinar Apariencia del Jugador,%1%2%3,
2040017,Determinar espacio en mochila del jugador,La Barra Rápida y la Mochila de %1 pueden guardar %2 %3 como %4,
2040018,Determinar objetos portátiles en la mochila del jugador,%3 de %2 de %1 es %4,
2040019,Determinar el tipo de objeto objetivo,El tipo de objeto objetivo en el evento es %1 como %2,
2040020,Determinar la amistad del jugador,%1%2 son amigos de %3,
2040021,Whether player follows the author,%1 has %2,
2050001,Número de jugadores en grupo de jugadores,%1%2%3,
2050002,ID de Jugador en grupo de jugadores,%1%2%3,
2050003,Jugador con el número específico en el grupo de jugadores,%1%2%3,
2060001,Atributo de Criatura,%1%2%3,
2060003,Determinar Grupo de Criatura,%1%2 está en %3,
2060004,Determinar Tipo de Criatura,%1%2%3,
2060005,Determinar la Criatura Individual,%1%2%3,
2060006,Orientación de la Criatura,%1%2%3,
2060007,Creature is in area to determine,%1%2 is in %3,
2060008,Determinar Efecto de Estado de la Criatura,%1%2 está en %3,
2060009,Determinar Equipo de la Criatura,%1%2%3,
2060010,Determinar ID de Criatura en Grupo de Criatura,%1%2%3,
2060011,Determinar Configuración de la Criatura,%2 de %1 es %3,
2060012,Determinar Apariencia de la Criatura,%1%2%3,
2070001,Número de Criaturas en Grupo de Criatura,%1%2%3,
2070002,Criatura con el número específico en Grupo de Criatura,%1%2%3,
2080001,Determinar el número de botines,%1%2%3,
2080002,Hay botines en la región,%1%2 está en %3,
2080003,Determinar Tipo de Objeto,%1%2%3,
2080004,Hay proyectiles en la región,%1%2 está en %3,
2090001,Distancia entre Ubicaciones,%1%2%3,
2090002,Determinar Tipo de Bloque,%1%2%3,
2090003,Determinar Estado de Interruptor de Bloque,El estado de interruptor de bloque de %1 es %2,
2090004,Determinar Región de Bloque,%1%2 está en %3,
2090005,Determinar Orientación de Bloque,Bloque %3 en %1 orientado %2,
2090006,Tipo de Bloque en Ubicación Específica,Tipo de Bloque %2%3 en %1,
2090007,Determinar Configuración de Bloque,%2 de %1 es %3,
2100001,Determinar Tiempo de Temporizador,%1%2%3,
2100002,Comparación de Valor Booleano,%1%2%3,
2100003,Comparación de Cadenas,%1%2%3,
2100004,Determinar tipo de música,%1%2%3,
2100005,Determinar usando el valor obtenido en la tabla del servidor,Determinar %1 utilizando el valor obtenido de la tabla del servidor o la Lista de Ranking,"1. Realiza la acción de obtener valores de la tabla o Lista de Ranking.
2. Se traspasan todos los parámetros del evento (tales como el jugador que activó el evento, y la criatura que activó el evento, etc.)"
2100006,Determinar el estado de membresía del jugador,La Mini Membresía %1%2 es %3,
210001,Valor Booleano con el número específico en el Grupo Booleano,ID de Valor Booleano %2 en %1,
210002,Valores Booleanos Aleatorios en el Grupo Booleano,Valor Booleano Aleatorio en %1,
2110001,Vehículo de Jugador Específico,%1%2%3,
2120001,Determinar Efecto Especial,%1%2%3,
2130001,Determinar la finalización de reproducir anuncios,Finaliza el anuncio actual. Se determina como %1,
2140001,Determinar Efecto de Estado,%1%2%3,
2140002,Determinar Bloque,"Se detectó que %2 de %1 existe %3, el modo de detección %4, requiere %5",
2140003,Puede ejecutar determinación de bloque,"Se detectó que el bloque ejecutable de %2 en %1 existe %3, el modo de detección %4, requiere %5",
2140004,Determinar ambiente en ejecución,Detectar si hay una clase en ejecución actualmente,
2150001,Determinar Unidad,%4 de %1%2%3,
2150002,Determinar Página,%1%2%3,
220001,Tipo de Bloque con números especificados en el Grupo de Tipo de Bloque,ID de Tipo de Bloque %2 en %1,
220002,Tipo de bloque aleatorio en el Grupo de Tipo de Bloque,Tipo de Bloque Aleatorio en %1,
221001,Detectar similaridad de región,"Detectar similaridad de región: región original %1, origen de destino %2, modo de detección %3",
221002,Grupo de Tipo de Bloques en la región,Obtener grupo de tipo de bloque en %1,
221003,Número total de bloques en la región,Obtener el número total de bloques en %1,
221004,Número de bloques del tipo especificado en la región,Obtener el número del tipo de bloque %2 en %1,
230001,Tipo de Objeto con números especificados en el Grupo de Tipo de Objetos,ID de Tipo de Objeto %2 en %1,
230002,Tipos de objetos aleatorios en el Grupo de Tipo de Objetos,Tipo de Objeto Aleatorio en %1,
240001,Tipo de Criatura con números especificados en el Grupo de Tipo de Criatura,ID de Tipo de Criatura %2 en %1,
240002,Tipo de criatura aleatorio en el Grupo de Tipo de Criatura,Tipo de Criatura Aleatorio en %1,
250001,Temporizador con números especificados en el Grupo de Temporizador,ID de Temporizador %2 en %1,
250002,Temporizador aleatorio en el Grupo de Temporizador,Temporizador Aleatorio en %1,
260001,Tipo de Efecto Especial con números especificados en el Grupo de Tipo de Efecto Especial,ID de Tipo de Efecto Especial %2 en %1,
260002,Tipos de efectos especiales aleatorios en el grupo de tipo de efecto especial,Tipo de Efecto Especial Aleatorio en %1,
270004,Icono de Tipo de Objeto,Icono de %1,
270005,Icono de Criatura,Icono de %1,
270006,Icono de Tipo de Criatura,Icono de %1,
270007,Icono de Estado,Icono de %1,
270008,Icono de Tipo de Bloque,Icono de %1,
270009,El icono del personaje actual del jugador,El icono del personaje %1 actual,
270010,Obtener el icono de la Barra Rápida del jugador,Icono de %2 en Barra Rápida %1,
280001,Tipo de proyectil aleatorio,Tipo de proyectil aleatorio,
