ID,名字
520002,Interface de evento
530001,Voo
530002,Movimento padrão
540001,Ano
540002,Mês
540003,Dia
540004,Hora
540005,Minuto
540006,Segundo
540007,Carimbo de Tempo (Segundos)
550001,String de evento
570001,Música no evento
580001,Pausar
580002,Recuperar
580003,Fechar
590001,Selecione no mundo o painel de exibição
600001,Objeto Global
610001,Ciclo
610002,Reprodução Única
990001,Grupo Comum
990002,Grupo do Oceano
990003,Grupo do Deserto
990004,Grupo da Zona Frígida Comum
990005,Grupo da Zona Frígida Alpina
990006,Grupo Vulcânico
990007,Grupo das Zonas Úmidas
