ID,名字,类别名,描述
10034,Obtenha o ID de um valor em um grupo,General,Obter ID de |@2| em |@1
10035,Determine se existe um valor em um grupo,General,@2| Existir em |@1
10036,Determine se um ID específico existe em um grupo,General,Verifique se ID |@2| posição em |@1| existir.
10037,Extrair string,General,Extrair |@1| de |@2| - |@3| cadeia de posições
10038,Converter string em inteiro,General,@1| converter para número inteiro
10039,Obtenha a configuração de hora do dispositivo principal,General,Obtenha o tempo |@1| do dispositivo
10040,Obtenha a configuração de tempo total do dispositivo principal,General,Obter o ajuste total do tempo do dispositivo principal
10041,Tipo de bloco aleatório,General,Tipo de bloco aleatório
10042,Dividir cadeia,Geral,"Dividir |@1|, separador é |@2|; interceptar |@3| após a divisão"
10043,Obter cadeia da etiqueta especificada,Geral,Obter |@1| com o mesmo nome de tecla de |@2|
10044,Obter tempo do servidor do jogo,Geral,Obter o tempo |@1| do servidor do jogo
10045,Converter carimbo de tempo em unidade de tempo,Geral,Converter carimbo de tempo de |@1| para |@2
10046,Obter tempo total do servidor,Geral,Obter tempo total do servidor
10047,Converter carimbo de tempo para tempo total,Geral,Converter carimbo de tempo de |@1| para tempo total
20001,Cálculo Numérico,Matematica,@1||@2||@3
20002,Restante,Matematica,@1| Mod |@2
20003,Número Aleatório,Matematica,Gere um número aleatório entre |@1| e |@2
20004,Valor máximo,Matematica,@1| e |@2|'s |@3
20005,Divisão Exata,Matematica,@1| divide |@2
20006,Coordenar o valor do local,Matematica,@1|'s |@2| valores coordenadas
20007,Ângulo Horizontal entre o Local,Matematica,Ângulo Horizontal Entre |@1| e |@2
20008,Ângulo Vertical entre o Local,Matematica,Ângulo Vertical Entre |@1| e |@2
20009,Exponenciação,Matematica,"@1|, a potencia de |@2"
20010,Extração de Raizes,Matematica,O |@2|-th raiz de |@1
20011,Valor Absoluto,Matematica,@1|'s valor absoluto
20012,Função Trigonométrica,Matematica,@1||@2||@3
20013,Função Log da Base Fixada,Matematica,@1||@2
20014,Função Log de Qualquer Base,Matematica,Log|@1||@2
20015,Número Redondo,Matematica,"O número redondo de |@1|, na forma de |@2"
20016,Converter o ângulo em Radiano,Matematica,Converter |@1| para |@2
20017,.e.,Matematica,@1| e |@2
20018,.ou.,Matematica,@1| ou |@2
20019,exclusivo ou,Matematica,@1| exclusivo ou |@2
20020,.nao.,Matematica,Nao |@1
20021,Comparação aleatória de valores,Matematica,@1||@2||@3
30001,Horário Atual do Jogo,Jogo,Tempo atual do jogo
30002,Equipe de Especificado Ranking,Jogo,A equipe classificou |@1
30003,Vezes de Gravidade Atual,Jogo,Vezes de Gravidade Atual
40001,Atributos Time,Equipe,@1|'s |@2
40002,Comparação de Equipes,Equipe,@1||@2||@3
50001,Localização do Jogador,Jogador,@1|'s Localização
50002,Obter Visão do Jogador,Jogador,@1|'s Visão
50003,Atributo do Jogador,Jogador,@1|'s |@2
50004,Número de Objetos Possuidos,Jogador,Número de |@2| possuido por |@1
50006,Ângulo de Face do Jogador,Jogador,@1|'s ângulo de enfrentamento
50007,Nome do Jogador,Jogador,@1|'s nome
50008,Determinar Indivíduo,Jogador,@1||@2||@3
50009,Determinar o Conjunto de Jogadores,Jogador,@1||@2| em|@3
50010,Determinar Região,Jogador,@1||@2| na regiao |@3
50011,Determinar status,Jogador,@1||@2| obtain |@3| efeitos
50012,Host,Jogador,Host
50018,Equipe do Jogador,Jogador,@1|'s equipe
50019,Variável Privado (Região),Jogador,@2| de |@1| (Regiao)
50020,Variável Privado (Local),Jogador,@2| de |@1| (Lugar)
50021,Variável Privado (Vaor),Jogador,@2| de |@1| (Valor)
50022,Variável Privado (String),Jogador,@2| de |@1| (String)
50023,Variável Privado (Valor Booleano),Jogador,@2| de |@1| (Valor Booleano)
50024,Variável Privado (Jogador),Jogador,@2| de |@1| (Jogador)
50025,Variável Privado (Grupo de Jogadores),Jogador,@2| de |@1| (Grupo de Jogadores)
50026,Variável Privado (Tipo de Bloco),Jogador,@2| de |@1| (Tipo Bloco)
50027,Variável Privado (Tipo de Objeto),Jogador,@2| de |@1| (Tipo Objeto)
50028,Variável Privado (Criatura),Jogador,@2| de |@1| (Criatura)
50029,Variável Privado (Tipo de Criatura),Jogador,@2| de |@1| (Tipo Criatura)
50030,Variável Privado (Grupo de Criaturas),Jogador,@2| de |@1| (Grupo de Criaturas)
50031,Variável Privado (Temporizador),Jogador,@2| de |@1| (Temporizador)
50032,Variável privada (Tipo Especial de Efeito),Jogador,@1|'s (Tipo Especial |@2| de Efeito)
50033,A direção que a mira aponta para,Jogador,A direção que |@1| pontos de mira em
50034,Tipo de item portátil,Jogador,Objeto portátil de |@1
50035,Jogador,Jogador,|@1
50036,Grupo Jogadores,Jogador,|@1
50037,Aparência Jogador Designado,Jogador,@1| aparência
50038,Grupo de jogadores,Jogador,|@1
50039,Variável privada do jogador (grupo de localização),Jogador,@2| de |@1| (Grupo de localização)
50040,Variável privada do jogador (grupo regional),Jogador,@2| de |@1| (Grupo de área)
50041,Variável privada do jogador (grupo numérico),Jogador,@2| de |@1| (grupo numérico)
50042,Variável privada do jogador (grupo de string),Jogador,@2| de |@1| (grupo de cadeias de caracteres)
50043,Variável privada do jogador (grupo booleano),Jogador,@2| de |@1| (Grupo booleano)
50044,Variável privada do jogador (grupo tipo de bloco),Jogador,@2| de |@1| (grupo do tipo de bloco)
50045,Variável privada do jogador (grupo de adereços),Jogador,@2| de |@1| (grupo de adereços)
50046,Variável privada do jogador (grupo tipo criatura),Jogador,@2| de |@1| (Grupo tipo criatura)
50047,Variável privada do jogador (grupo temporizador),Jogador,@2| de |@1| (Group Timer)
50048,Variável privada do jogador (grupo de efeitos especiais),Jogador,@2| de |@1| (Grupo de tipo de efeito especial)
50049,Tipo de aparência aleatória,Jogador,Tipo de aparência aleatória
50050,Obter o UID do jogador,Jogador,Obtenha o UID de |@1
50051,Obtenha o jogador com o UID especificado,Jogador,Obter jogador com |@1| UID
50052,Jogador que lança projéteis,Jogador,Jogador que lança projéteis
60001,Numero jogador no grupo do jogador,Grupo de Jogadores,Número de jogador em |@1
60002,ID de Jogador no grupo do jogador,Grupo de Jogadores,@2|'s ID em |@1
60003,Numero Jogador no jogo,Grupo de Jogadores,Número de jogadores no jogo atual
60004,Jogador de ID Designado no grupo de jogadores,Grupo de Jogadores,Jogador numerado |@2| em |@1
60005,Jogador Aleatorio no grupo de jogadores,Grupo de Jogadores,Jogadores aleatorios em |@1
60006,Jogadores Totais,Grupo de Jogadores,All Players
60007,Jogadores Totais no Grupo,Grupo de Jogadores,All Players in |@1
60008,Jogadores Totais na Regiao,Grupo de Jogadores,All Players in |@1
70001,Localização da criatura,Criaturas,Localização de |@1
70002,Atributo da Criatura,Criaturas,@1|'s |@2
70004,Obter ID Criatura no grupo de criaturas,Criaturas,ID of |@2| em |@1
70005,Angulo frente da criatura,Criaturas,@1|'s ângulo de enfrentamento
70006,Nome Tipo de Criatura,Criaturas,Digite o nome de |@1
70007,Determinar Individual,Criaturas,@1||@2||@3
70008,Determinar Tipo,Criaturas,@1||@2||@3
70009,Determinar grupo de criaturas,Criaturas,@1||@2| em conjunto |@3
70010,Determinar Regiao,Criaturas,@1||@2| na regiao |@3
70011,Determinar Status,Criaturas,@1||@2| obtem |@3| efeitos
70012,Equipe Criatura,Criaturas,@1|'s equipe
70013,Tipo de Criatura Designado,Criaturas,Tipo de |@1
70014,Tipo de Criatura Aleatorio,Criaturas,Tipo de criaturas aleatorias
70015,Tipo de Criatura,Criaturas,|@1
70016,Grupo de Criatura,Criaturas,|@1
70017,Aparência Criatura Designada,Criaturas,Aparência de|@1
70018,Grupo de Criatura,Criaturas,|@1
70019,Grupo tipo Criatura,Criaturas,|@1
70020,Criatura,Criaturas,|@1
70021,Criaturas que lançam projéteis,Criatura,Criaturas que lançam projéteis
80001,Numero Criatura em grupo de criaturas,Criaturas,Numero de criaturas em |@1
80002,ID Criatura Designado em grupo de criaturas,Grupo de Criaturas,Criatura numerada |@2| in |@1
80003,Criatura Aleatoria em grupo de criaturas,Grupo de Criaturas,Criatura aleatória em |@1
80004,Criaturas Totais na Equipe,Grupo de Criaturas,All Creatures in |@1
80005,Criaturas Totais na Regiao,Grupo de Criaturas,All Creatures in |@1
90001,Local de cair objetos,Item,Localização de |@1
90002,Numero de Objetos a cair,Item,Número de |@1
90003,Número de objetos que são alterados na mochila,Item,O número de itens que foram alterados na mochila do jogador
90004,Nome Tipo de Objeto,Item,Tipo nome de |@1
90005,Determinar o tipo,Item,@1||@2||@3
90006,Determinar Região do objeto em queda,Item,@1||@2| na regiao |@3
90007,Determinar a Região do objeto para lançar,Item,@1||@2| em |@3
90008,Tipo de objeto a cair,Item,Tipo de |@1
90009,Tipo de Item,Item,|@1
90012,Grupo Tipo Prop,Item,|@1
90013,Tipo de prop aleatório,Item,Tipo de prop aleatório
100001,Modo de Clima Global Atual,Mundo,Obter o modo de clima global atual
100002,Distância entre posições,Mundo,A distancia entre |@1| e |@2
100003,Comparação Temperatura,Mundo,@1||@2||@3
100004,Comparação dos blocos,Mundo,@1||@2||@3
100005,Estado Interruptor do Bloco,Mundo,Alterna o estado dos blocos em |@1
100006,Determinar o lugar na região,Mundo,@1||@2| na regiao |@3
100007,Tipo de bloco com lugar designado,Mundo,Tipo de bloco de |@1
100008,Direção: de uma posição para outra,Mundo,A direção de |@1| para |@2
100009,A direção das coordenadas absolutas de três eixos,Mundo,"A direção de X|@1|, Y|@2|, Z|@3"
100010,A direção das coordenadas esféricas absolutas,Mundo,"A direção do ângulo do azimute |@1|, elevação|@2"
100011,Posição,Mundo,|@1
100012,Região,Mundo,|@1
100013,Cronômetro,Mundo,|@1
100014,Grupo de localização,Mundo,|@1
100015,Grupo regional,Mundo,|@1
100016,Grupo temporizador,Mundo,|@1
100017,Clima aleatório,Mundo,Clima aleatório
100018,Clima de Grupo do Terreno,Mundo,Clima de @1|
110001,Veiculo do Jogador Designado,Mundo,Veiculo de |@1
120001,Tipo aleatório de efeito especial,Mundo,Tipo aleatório de efeito especial
120002,Tipo de Efeito Especial,Mundo,|@1
120003,Grupo Tipo de Efeito Especial,Mundo,|@1
130001,Anúncio atual,Reproduzir,Anúncio atual
140001,Tipo de Bloco,Bloco,|@1
140002,Grupo do tipo de bloco,Bloco,|@1
150001,Caixa de texto,Exibir Info,"Conteúdo da caixa de texto: |@1|, Tamanho da fonte: |@2|, Background Opacity: |@3|%, ID: |@4"
150002,Texto Flutuante,Exibir Info,"Conteúdo de texto flutuante: |@1|, Tamanho fonte: |@2|, ID: |@3|"
150003,Barra de progresso,Exibir Info,"Configurações para barra de progresso, valor atual: |@1|, Valor Maximo: |@2|, Cor da Barra: |@3|, ID: |@4|"
150004,Flecha apontando para o objeto alvo,Exibir Info,"Aponta para |@1|, o tamanho da flecha é |@2|, a cor é |@3|, o ID é |@4"
150005,Flecha apontando para localização,Exibir Info,"Aponta para |@1|, o tamanho da flecha é |@2|, a cor é |@3|, o ID é |@4"
150006,Área do guia apontando para o objeto alvo,Exibir Info,"Aponta para |@1|, o tamanho do guia da area é |@2|, a cor é |@3|, o ID é |@4"
150007,Área do guia apontando para o local,Exibir Info,"Aponta para |@1|, o tamanho do guia da area é |@2|, a cor é |@3|, o ID é |@4"
150008,Diretriz apontando para o objeto de destino,Exibir Info,"Aponta para |@1|, o tamanho da instrução é |@2|, a cor é |@3|, o ID é |@4"
150009,Diretriz apontando para o local,Exibir Info,"Aponta para |@1|, o tamanho da instrução é |@2|, a cor é |@3|, o ID é |@4"
160001,Cor Aleatória,Cor,Cor Aleatória
170001,Posição do ID no grupo de posição,Grupo de localização,A posição ID |@2| em |@1
170002,Localização aleatória no grupo de localização,Grupo de localização,Posição aleatória em |@1
180001,ID de área no grupo de área,Grupo regional,A área ID |@2| em |@1
180002,Área aleatória no grupo de área,Grupo regional,Área aleatória em |@1
190001,ID do valor no grupo de valor,Grupo numérico,O valor ID |@2| em |@1
190002,Valor aleatório no grupo de valor,Grupo numérico,Valor aleatório em |@1
190003,Obtenha o valor máximo em um grupo de números,Grupo numérico,Obtenha o valor máximo em |@1
190004,Obtenha o valor mínimo em um grupo de números,Grupo numérico,Obtenha o valor mínimo em |@1
200001,ID da string no grupo de strings,Grupo de strings,O string ID |@2| em |@1
200002,String aleatória no grupo de strings,Grupo de strings,String aleatória em |@1
210001,ID booleano no grupo de valor booleano,Valor booleano,O booleano ID |@2| em |@1
210002,Valores booleanos aleatórios em um grupo de valores booleanos,Valor booleano,Booleano aleatório em |@1
220001,ID de bloco no grupo de tipo de bloco,Tipo de bloco,O bloco ID |@2| em |@1
220002,Tipo de bloco aleatório no grupo de tipo de bloco,Tipo de bloco,Tipo de bloco aleatório em |@1
230001,ID do item no grupo de tipo de item,Tipo de item,O item ID |@2| em |@1
230002,Tipos de item aleatórios no grupo de tipo de item,Tipo de item,Tipo de item aleatório em |@1
240001,ID de criatura no grupo de tipo de criatura,Tipo de Criatura,O ID da criatura |@2| em |@1
240002,Tipo de criatura aleatória no grupo de tipo de criatura,Tipo de Criatura,Tipo de criatura aleatória em |@1
250001,ID do cronômetro no grupo do cronômetro,Grupo cronômetro,Cronômetro ID |@2| em |@1
250002,Cronômetro aleatório no grupo do cronômetro,Grupo cronômetro,Tipo de cronômetro aleatório |@1
260001,ID de efeito especial no grupo de tipo de efeito especial,Tipo de efeito especial,Efeito especial ID |@2| em |@1
260002,Tipos de efeitos especiais aleatórios no grupo de tipos de efeitos especiai,Tipo de efeito especial,Tipo de efeito especial aleatório em |@1
270004,Obter ícone de tipo de item,General,|@1
270005,Obter ícone de criatura,General,|@1
270006,Obtenha o ícone do tipo de criatura,General,|@1
270007,Obter ícone de status,General,|@1
270008,Obter ícone do tipo de bloco,General,|@1
270009,Obtenha o ícone do personagem atual do jogador,General,Atual |@1| Ícone de personagem
270010,Obtenha o ícone da barra de atalho do player,General,@1| A barra de atalhos é o ícone de |@2|
280001,Tipo de arremesso aleatório,Objeto de arremesso,Tipo de arremesso aleatório
290001,Som aleatório,Som,Som aleatório
300001,Localização obtida pelo servidor,Armazenamento de dados,Localização obtida pelo servidor
300002,Área obtida pelo servidor,Armazenamento de dados,Área obtida pelo servidor
300003,Valor obtido pelo servidor,Armazenamento de dados,Valor obtido pelo servidor
300004,Cadeia de caracteres obtida pelo servidor,Armazenamento de dados,Cadeia de caracteres obtida pelo servidor
300005,Valor booleano obtido pelo servidor,Armazenamento de dados,Valor booleano obtido pelo servidor
300006,Jogador obtido pelo servidor,Armazenamento de dados,Jogador obtido pelo servidor
300007,Tipo de bloco obtido pelo servidor,Armazenamento de dados,Tipo de bloco obtido pelo servidor
300008,Tipo de item obtido pelo servidor,Armazenamento de dados,Tipo de item obtido pelo servidor
300009,Criatura obtida pelo servidor,Armazenamento de dados,Criatura obtida pelo servidor
300010,Tipo de criatura obtido pelo servidor,Armazenamento de dados,Tipo de criatura obtido pelo servidor
300011,Cronômetro obtido pelo servidor,Armazenamento de dados,Cronômetro obtido pelo servidor
300012,Tipo de efeito obtido pelo servidor,Armazenamento de dados,Tipo de efeito obtido pelo servidor
300013,Número obtido pelo servidor,Armazenamento de dados,Número obtido pelo servidor
300014,Nome obtido pelo servidor (chaves),Armazenamento de dados,Obter o nome do índice do servidor e da tabela de classificação (chaves)
300015,Jogador obtido pelo servidor (chaves),Armazenamento de dados,Obter o nome do índice do servidor e do jogador (chaves)
