ID,名字,描述,获得方式
34,Minério de Fogo de Gelo,Minérios que emitem um frio arrepiante. Precisa ser coletado com @item_11011# ou outros mais avançados. Isso irá #c0aba1dbaixar a temperatura ambiente#n.,Minérios raros que podem aparecer nas #c0aba1dCavernas da Montanha Nevada#n do Campo de Gelo.
35,Pedra de Fogo de Gelo,Um bloco de resfriamento feito com muito @item_11824#. Isso #c0aba1d diminuirá significativamente a temperatura ambiente#n.,
36,Atualização de Entrada da Gruta,,
37,Atualização de Túnel da Gruta,,
38,Atualização de Caverna da Gruta,,
39,Atualização de Buraco da Gruta,,
40,Bloco de Cristal do Vazio,"Este bloco especial é construído com Blocos de Cristal do Vazio e ilumina o espaço ao seu redor. Tenha cuidado ao colocar embaixo de @item_596#, pois pode atrair monstros mais poderosos durante a Noite Vazia. Use com sabedoria!",
100,Bloco de Solo Gramado,Um bloco na superfície pode ser rapidamente recolhido com pás. #c0aba1dUse Ancinhos para entrar em @item_102#. Use pás para torná-lo um @item_103#.,Obtenha usando @item_11226# em @item_101#.
101,Terra,"Use @item_11226# ou depois que a chuva brotar verde para @item_100#, ferramenta tipo pá para mineração rápida, #c0aba1d use ferramentas de ancinho para se tornar @item_102#, use ferramentas de pá para se tornar @item_103#",Disponível abaixo da superfície
102,Terra Cultivada,Você pode cultivar em terras agrícolas. Mantenha perto da água para manter a umidade adequada.,
103,Fossa,"Você pode plantar sementes ou mudas nele, mas você deve regá-lo primeiro.",
104,Rocha,Blocos de natureza podem ser vistos em todos os lugares no subsolo. Pode ser rapidamente extraído com uma picareta.,
105,Pedra Musgosa,Bloco de pedras cobertas de musgo. Pode ser rapidamente extraído com uma picareta.,
106,Areia,"Comumente encontradas na beira da água e em áreas desérticas, ferramentas do tipo pá permitem a mineração rápida e são a matéria-prima para o processamento de areia de quartzo, que é comumente usada para a queima de vidro #r será afetada pela gravidade do local",Comum em áreas à beira-mar e desérticas
107,Pilha de cascalho,"Uma pilha instável de entulho que pode ser minerada rapidamente com ferramentas do tipo pá. #rSe o fundo estiver vazio, ele cederá se você ficar sobre ele, então tenha cuidado para ficar firme",
108,Pedra de Areia,Material de construção feito de @item_29#,
109,Terra Arenosa,"Solos pobres sobre os quais as plantas não podem crescer, ferramentas em forma de pá para extração rápida",
110,Pedras espalhadas,"Pequenas rochas desgastadas pelo vento, extraídas para obter @item_11627# para uso em ferramentas de pedra",
111,Não disponível nesta versão,@Null@,@Null@
112,Cristal Negro,"Afetada pelo fantasma do vazio, a estrutura geológica mudou drasticamente e o minério não existe mais",
113,Gelo crocante,"O gelo quebradiço na água, depois de esmagado, transforma-se em estrelas e se dissipa entre o céu e a terra",
114,Lodo,"Torrões submarinos, ferramentas tipo picareta para extração rápida",
115,Neve Fofa,Uma lâmina fina e macia de neve na altura de um quarto da grade. Pode ser empilhado para alterar a espessura.,
116,Pedra Horas,"Uma pedra especial do Moon-Eyed Star, altamente resistente a explosões, para ser minerada com @item_11013# ou uma ferramenta do tipo picareta superior",
117,Grama de Horas,"Bloco de grama Horas, contém nutrientes básicos para as plantas. Pode ser extraído com @item_11023# ou ferramentas de pá mais avançadas para mineração.",
118,Nuvem de Horas,As nuvens ao redor da planeta das horas começarão a romper quando você pisar nelas,
119,Solo Seco,"Na planeta de horas, @item_100# de Mira precisam ser colocados em @item_1050# para reter nutrientes, caso contrário, eles perderão nutrientes e se tornarão solo seco",
120,Solo Congelado,"Em ambientes frios, @item_100# e @item_101# se transformarão em @item_120#. As plantas que se desenvolvem em ambientes frios precisam crescer neste tipo de solo.",
121,Fossa Congelada,Aqui podem ser plantadas sementes e mudas de flores e árvores que preferem ambientes frios.,
122,Neve Espessa,Neve espessa que derrete em água ao encontrar #c0aba1dlava#n. Isso #c0aba1d diminuirá ligeiramente a temperatura ambiente#n.,
123,Gelo Natural,É comumente visto em áreas frias e com neve e derrete na água em #c0aba1dambientes de alta temperatura#n. Pode ser coletado rapidamente com Picaretas. Isso #c0aba1d diminuirá ligeiramente a temperatura ambiente#n.,
124,Pedra de Enxofre,Rochas comuns em Flamas podem ser fundidas em @item_11214# na plataforma de fundição e podem ser rapidamente extraídas com ferramentas de picareta.,
125,Areia Quente,"Areia amarela exalando respiração escaldante, pode ser extraída rapidamente com ferramentas de pá",
126,Pedra Mágica,"Pedras em lugares desconhecidos, não facilmente destruídas por explosões",Os comerciantes às vezes vendem
127,Bloco de espuma,Um bloco decorativo.,
128,Areia Vermelha,"A rara areia vermelha, rica em elementos minerais, torna-se muito instável quando misturada com @item_11201#",Ocasionalmente encontrado nas ilhas de laterite e coral
129,Neve Grossa,,
130,Bloco Denso de Neve,Você quer fazer um boneco de neve ou lutar uma bola de neve juntos,@Null@
131,Gelo Duro,Gelo muito duro. Indestrutível,@Null@
132,Areia de Cristal de Enxofre,"Apareceu no magma de Blazing Star, só pode ser extraído com @item_11025#, é um dos materiais para fazer @item_11219#, entrará em erupção quando for bloqueado por fluido. #r#c0aba1dA vida é preciosa, por favor, não imite nenhum comportamento no jogo#n","#c0aba1dA vida é preciosa, por favor, não imite nenhum comportamento no jogo#n"
133,Favo de mel vazio,"Ainda não há mel, coloque-o em @item_255# para economizar mel",
134,Favo de Mel completo,"Colmeia cheia de mel, cuidado com as abelhas! Use @item_11320# para obter @item_12511#",
135,Horas Totem - Terra,Estátuas de pedra de grande significado em civilizações antigas agora são usadas apenas para decoração,Uma coleção de relíquias da civilização Maia da Estrela de Estrela Horas
136,Totem Misterioso - Céu,Estátuas de pedra de grande significado em civilizações antigas agora são usadas apenas para decoração,Uma coleção de relíquias da civilização Maia da Estrela de Estrela Horas
137,Horas Pit,Poço de horas,@Null@
138,Bloco Tóxico,Bloqueio tóxico,@Null@
139,Bloco de Utilitários Luta do Chefe,Bloco usado em batalha com chefes,@Null@
140,Life Stone,"O assento de pedra deixado pela civilização ""Antigos"" está conectado com a força vital de Mira.",@Null@
141,Assento de pedra da coragem,"O assento de pedra deixado pela civilização ""Antigos"" está conectado com a coragem e a força de Flamas",@Null@
142,Assento da pedra da sabedoria,"O assento de pedra deixado pela civilização dos ""Antigos"" está conectado com a sabedoria de Horas",@Null@
143,Altar quebrado,"O antigo assento de pedra, que não pode ser restaurado após ser escavado",@Null@
144,Garrafa de vidro de borboleta vermelho,Pode iluminar uma pequena área ao seu redor quando colocado,Use @item_11320# para pegar borboletas no terreno da ilha aérea
145,Garrafa de vidro de borboleta azul,Pode iluminar uma pequena área ao seu redor quando colocado,Use @item_11320# para pegar borboletas no terreno da ilha aérea
146,Garrafa de vidro de borboleta rosa,Pode iluminar uma pequena área ao seu redor quando colocado,Use @item_11320# para pegar borboletas no terreno da ilha aérea
147,Garrafa de vidro de borboleta branca,Pode iluminar uma pequena área ao seu redor quando colocado,Use @item_11320# para pegar borboletas no terreno da ilha aérea
148,Garrafa de vidro de borboleta de dragão,Pode iluminar uma pequena área ao seu redor quando colocado,Use @item_11320# para pegar borboletas no terreno da ilha aérea
149,Garrafa de vidro de borboleta de sino,Pode iluminar uma pequena área ao seu redor quando colocado,Use @item_11320# para pegar borboletas no terreno da ilha aérea
150,Solo vermelho terra arável,Pode ser plantado para acomodar culturas especiais que devem ser irrigadas perto da água ou com um chuveiro para mantê-las úmidas,Obtido limpando @item_233# com um ancinho
151,Poço de Barro Vermelho,Pode ser plantado com plantas especiais que devem estar próximas à água ou irrigadas com um chuveiro para mantê-las úmidas,Obtido usando uma pá para recuperar @item_233#
152,Laje vertical de rocha planetária,Lajes de pedra finas que podem ser empilhadas para alterar a espessura,Feito no Banco do Artesão com blocos de Estrela Horas
153,Laje vertical de bambu,Placas folheadas de luz em pé que podem ser empilhadas para alterar a espessura,Feito de bambu no banco do artesão
154,Laje vertical carmim,Placas folheadas de luz em pé que podem ser empilhadas para alterar a espessura,Processamento de tintas com pigmento carmim na mesa do artesão
155,Laje vertical de blocos de cimento,"Lajes de pedra leves, verticais, que podem ser empilhadas para mudar de espessura",Feito com tijolos de cimento na Mesa do artesão
156,Laje vertical de tijolo amarelo enxofre,"Lajes de pedra leves, verticais, que podem ser empilhadas para mudar de espessura",Trabalhando com tijolos de enxofre na mesa do artesão
157,Laje vertical de pedra,"Lajes de pedra leves, verticais, que podem ser empilhadas para mudar de espessura",Trabalhando com pedra na Mesa do Artesão
158,Laje vertical de pedra refinada,"Lajes de pedra leves, verticais, que podem ser empilhadas para mudar de espessura",Trabalhando com rochas na bancada do artesão
159,Laje vertical de titânio,"Chapas metálicas leves em pé na extremidade, empilháveis para mudar de espessura",Usinagem com titânio na mesa do artesão
160,Laje vertical de latão,"Chapas metálicas leves em pé na extremidade, empilháveis para mudar de espessura",Usinado a partir de latão na bancada do artesão
161,Laje Vertical de Mica,"Chapas metálicas leves em pé na extremidade, empilháveis para mudar de espessura",Trabalhando com mica na mesa do artesão
162,Laje fina vertical de mithril,"Chapas metálicas leves em pé na extremidade, empilháveis para mudar de espessura",Trabalhando com Mithril na mesa do artesão
163,Laje fina vertical de chamas,"Chapas metálicas leves em pé na extremidade, empilháveis para mudar de espessura",Feito com Blaze na mesa de artesão
164,Laje vertical amarelo-limão,Tábuas leves que se levantam e podem ser empilhadas para mudar de espessura,Pintado com tinta amarela limão na bancada do artesão
165,Laje vertical de cal pálido,Tábuas leves que se levantam e podem ser empilhadas para mudar de espessura,Pintado com pigmento de cal pálido na mesa do artesão
166,Laje vertical vermelha castanha profunda,Tábuas leves que se levantam e podem ser empilhadas para mudar de espessura,Pintado com pigmento de mogno castanho no banco do artesão
167,Laje Vertical Laranja Pôr-do-sol,Tábuas leves que se levantam e podem ser empilhadas para mudar de espessura,Pintado com tinta laranja ao pôr-do-sol na mesa do artesão
168,Laje vertical vermelha da begônia,Tábuas leves que se levantam e podem ser empilhadas para mudar de espessura,Pintado com pigmento vermelho begônia no banco do artesão
169,Laje vertical de marfim,Tábuas leves que se levantam e podem ser empilhadas para mudar de espessura,Pintado com tinta branca marfim na mesa do artesão
170,Laje Vertical de Laranja,Tábuas leves que se levantam e podem ser empilhadas para mudar de espessura,Pintado na mesa do artesão com tinta Laranja Folha de Outono
171,Laje vertical,Tábuas leves que se levantam e podem ser empilhadas para mudar de espessura,Processado com madeira na bancada do artesão
172,Laje vertical de tijolos amarelos,"Lajes de pedra leves, verticais, que podem ser empilhadas para mudar de espessura",Processado com tijolos amarelos na bancada do artesão
173,Laje vertical de bloco de manganês,"Chapas metálicas leves em pé na extremidade, empilháveis para mudar de espessura",Processado com nódulos de manganês na mesa do artesão
174,Lâmina vertical cinza claro,Tábuas leves que se levantam e podem ser empilhadas para mudar de espessura,Pintado com tinta cinza claro na mesa do artesão
200,Madeira de cerejeira,"O tronco da cerejeira pode ser transformado em @item_11323# em @item_800#, que pode ser usado para decoração ou como combustível",Incrustado na ferramenta machado #c0aba1dpara obter a runa completa#n e cortá-la para obtê-la
201,Madeira de larício,"Os troncos de larício podem ser transformados em @item_11323# em @item_800#, que podem ser usados ​​para decoração e como combustível",Incrustado na ferramenta machado para #c0aba1dobter a runa completa#n e cortá-la para obtê-la
202,Madeira de choupo,"Troncos de álamo podem ser transformados em @item_11323# em @item_800#, que podem ser usados ​​para decoração e como combustível",Incrustado na ferramenta machado para #c0aba1dobter a runa completa#n e cortá-la para obtê-la
203,Madeira de pau-brasil,"Tronco de pau-brasil, que pode ser transformado em @item_11323# em @item_800#, pode ser usado para decoração ou como combustível",Incrustado na ferramenta machado para #c0aba1dobter a runa completa#n e cortá-la para obtê-la
204,Madeira de Phoebe,"Troncos de Phoebe, que podem ser transformados em @item_11323# na @item_800#, para decoração ou como combustível",Incrustado na ferramenta machado para #c0aba1dobter a runa completa#n e cortá-la para obtê-la
205,Madeira de Noz,"Troncos de Noz, que podem ser transformados em @item_11323# na @item_800#, para decoração ou como combustível",Incrustado na ferramenta machado para #c0aba1dobter a runa completa#n e cortá-la para obtê-la
206,Tábua de madeira,"Material básico de construção, utilizado extensivamente na construção em madeira",Trabalhando com madeira na bancada do artesão
207,Tábua de madeira Laranja Folha de Outono,"Material básico de construção, utilizado extensivamente na construção em madeira",Pintado na mesa do artesão com tinta Laranja Folha de Outono
208,Tábua de madeira branco marfim,"Material básico de construção, utilizado extensivamente na construção em madeira",Pintado na mesa do artesão com Pigmentos de branco marfim
209,Tábua de madeira vermelho begônia,"Material básico de construção, utilizado extensivamente na construção em madeira",Pintado na mesa do artesão com pigmento vermelho begônia
210,Tábua de madeira Laranja Pôr-do-sol,"Material básico de construção, utilizado extensivamente na construção em madeira",Pintado na mesa do artesão com pigmento Laranja Pôr-do-sol
211,Tábua de madeira vermelho castanho profundo,"Material básico de construção, utilizado extensivamente na construção em madeira",Pintado na mesa do artesão com pigmento vermelho castanho profundo
212,Mudas de cerejas,"Pode ser usado como combustível, mas queima muito rapidamente",
213,Muda de Lariço,"Pode ser usado como combustível, mas queima muito rapidamente",
214,Muda de Madeira Choupo,"Pode ser usado como combustível, mas queima muito rapidamente",
215,Muda de Madeira Pau-brasil,"Pode ser usado como combustível, mas queima muito rapidamente",
216,Muda de Madeira Phoebe,"Pode ser usado como combustível, mas queima muito rapidamente",
217,Muda de Madeira de Noz,"Pode ser usado como combustível, mas queima muito rapidamente",
218,Folhas de cerejeira,Pode ser usado como combustível para @item_1200# ou como chapéu do boneco de neve #c0aba1d#n.,
219,Folha de Lariço,Pode ser usado como combustível para @item_1200# ou como chapéu do boneco de neve #c0aba1d#n.,
220,Folha de Choupo,Pode ser usado como combustível para @item_1200# ou como chapéu do boneco de neve #c0aba1d#n.,
221,Folha de Pau-brasil,Pode ser usado como combustível para @item_1200# ou como chapéu do boneco de neve #c0aba1d#n.,
222,Folha de Phoebe,Pode ser usado como combustível para @item_1200# ou como chapéu do boneco de neve #c0aba1d#n.,
223,Folha de nogueira,Pode ser usado como combustível para @item_1200# ou como chapéu do boneco de neve #c0aba1d#n.,
224,Grama,#r#c0aba1dÉ possível obter @item_11226# após destruir#n,"O céu é azul, o campo é vasto e há muito gado e ovelhas nas pastagens"
225,Grama Morta,Use #c0aba1dpá#n tipo de ferramentas para colher @item_225# e o resto para colher @item_11226#,
226,Broto da Terra,"Uma planta que cresce na escuridão e serve como ingrediente de cozinha. Usá-la diretamente #c0aba1drecupera Estamina#n, mas é melhor ter cuidado com a #c0aba1ddor de barriga#n. Dizem que interage de maneira interessante com a #c0aba1dÁrvore de Esporos de Horas#n na Ilha Horas.",
227,Perilla,"Uma planta que cresce na escuridão e serve como ingrediente de cozinha. Usá-la diretamente #c0aba1drecupera Estamina#n, mas é melhor ter cuidado com a #c0aba1ddor de barriga#n. Dizem que interage de maneira interessante com a #c0aba1dÁrvore de Esporos de Horas#n na Ilha Horas.",
228,Malva-Rosa,Dê como #c0aba1dalimento aos Cervos#n para melhorar sua #c0aba1dprodução de leite#n,Cresce na #c0aba1dfloresta#n
229,Milho,Pode ser transformado em @item_344#. O ingrediente básico é @item_344#. Pode ser assado em @item_1200#,Plante @item_11400# em @item_102# ou obtenha colhendo Milho Selvagem
230,Buru gigante,,Plante @item_11401# em @item_102# para obter
231,Muda de Fruta zaul gigante,"Com a luz do sol e a água, espere um pouco mais e os frutos crescerão nas plântulas",
232,Raiz aérea,"As raízes aéreas penduradas nas grandes árvores são excepcionalmente resistentes e podem suportar o peso de uma pessoa, portanto não suba muito alto e cuidado para não cair!",
233,Terra Vermelha,"Solo vermelho raro, rico em ingredientes exóticos, sobre o qual as plantas crescem passam por algumas mudanças milagrosas",
234,Arroz,"Ela cresce #c0aba1dna água da bacia#n e pode ser transformada em @item_12528#, que é cozido em @item_794# para obter @item_12529#. #rAlimentar uma galinha fará com que ela se reproduza",As sementes de arroz são obtidas plantando sementes de arroz sobre uma superfície de água com fundo de torrões ou areia amarela e a uma altura de um compartimento
236,Pepino,Pode ser cultivado em @item_102#.#rVocê pode alimentar #c0aba1dPorco#n para obter @item_11311#.,Quando você destrói um pote de cerâmica ou derrota Ovos Explosivos para obter
237,Bola de Fruta,Fruta de cedro vermelho. Pode ser transformado em comida deliciosa,
238,Grama espinhosa,"Grama com espinhos, #c0aba1d pode obter @item_11226# após destruir",
239,Cantalupo,É tão grande que você tem que abrir para comer! Precisa processá-lo em @item_800#,Você também pode obter @item_11402# em @item_101#
240,Duma de Cantalupo,"Com a luz do sol e a água, espere um pouco mais e os frutos crescerão nas plântulas",
241,Batata Doce,Pode ser plantado em @item_101#. Pode ser assado em @item_1200#,Obtido destruindo Jarras de Cerâmica
242,Caule de cacto,"Crescendo em #c0aba1d deserto#n, pode ser processado em armas com cravos com @item_12001#!",Também pode ser obtido plantando @item_11420# em @item_103#
243,Milho selvagem,É possível obter @item_229# depois de quebrar,O milho cultivado de forma selvagem não é muito nutritivo devido à falta de cuidado
244,Árvore de Natal,"Árvores sempre verdes decoradas pelo próprio Pai Natal, muitas vezes usadas para decorar edifícios",Comprar do comerciante de Natal durante o evento de Natal
245,Erva marinha,"Plantas aquáticas que crescem em #c0aba1dmares rasos#n podem enredar facilmente criaturas e adereços que ficam sobre elas devido ao seu crescimento intrincado. Tente não ficar por muito tempo. Se você tiver sorte, poderá encontrar tesouros raros nelas",
246,Alga Marinha,Plantas aquáticas comuns que crescem em #c0aba1dmares rasos#n têm a chance de largar @item_12615# após serem destruídas,A aquisição completa embutida de runas colherá algas
247,Pétalas de flores flutuantes,"Espalhados #c0aba1dna superfície da água#n, podem ser colocados na superfície da água para decoração",
248,Tábuas flutuantes de madeira,Pode ser colocado na água para #c0aba1d suportar o peso #n,Trabalhando com pranchas de madeira na mesa do artesão
249,Cone de pinho,"O fruto do larício, para cozinhar comidas deliciosas",
250,Lotus,Cresce #c0aba1dna superfície da água#n e pode ser colocado na superfície da água para decoração,
251,Bambu,"Depois de usá-lo em #c0aba1dpanda#n, é possível #c0aba1ddomá-lo#n #r#c0aba1dDepois de alimentar#n panda domesticado, você pode obter @item_11312#",Cresce na #c0aba1dfloresta de bambu#n e também pode ser obtido plantando @item_253# em @item_103#
252,Folha de Bambu,Pode ser usado como decoração e tem chance de dropar @item_253# após quebrar,
253,Broto de bambu,Plantado em @item_103# pode crescer em @item_251#,É possível obter destruindo @item_252#
254,Madeira de Pêssego,Pode ser rapidamente cortado com #c0aba1dferramentas de machado#n #rPode ser processado em @item_11323# e também pode ser usado como combustível,
255,Folha de Pêssego,Pode ser usado como combustível para @item_1200# ou como matéria-prima para produção de oxigênio.#rAlimentá-lo para Redchisk pode fazê-lo procriar. Também pode ser usado como chapéu de boneco de neve #c0aba1d#n.,
256,Muda de Pêssego,Plantado em @item_103# para cultivar pêssego,Quebrar @item_255# tem chance de cair
257,Árvore preciosa,"Use #c0aba1dferramentas de machado#n para cortar rapidamente #rPode ser processado em @item_11323#, também pode ser usado como combustível",
258,Folha de Árvore preciosa,Pode ser usado como combustível para @item_1200# ou como chapéu do boneco de neve #c0aba1d#n.,
259,Muda de Árvore preciosa,Mudas de Árvore preciosa,Destruição @item_258# tem chance de dropar
260,Árvore preciosa sem folhas,Ela cresce na superfície árida de Horas e pode ser plantada ao lado @item_12582##rPrecisa ser cortada com @item_11003# ou ferramentas de machado de nível superior,
261,Esporo da luz das estrelas,"Plantar @item_226#, @item_227# próximo a ele #c0aba1dsofrerá mutação#n",Crescendo no lugar sombrio sob #c0aba1dIlha Aérea#n da estrela Horas
262,Musgo,"Uma planta rica em umidade. Ela costuma deixar o chão escorregadio e, quando quebrado, dá @item_11595##r. Musgo cresce mesmo na regiões o sol não chega, dando uma vitalidade verde",
263,Semente de Esporos da Luz das Estrelas,"Plantado em @item_116# na sombra, @item_270# crescerá depois de um tempo",
264,Tábuas cinzentas,"Material de construção básico, amplamente utilizado na construção de madeira",
265,Tábuas de madeira preciosa sem folhas,Pode ser usado para decoração,
266,Broto de bambu mutado,"#c0aba1dDepois de comer#n, você obterá os seguintes efeitos especiais #r#c0aba1dFluorescência, escavação maluca ou estado de fadiga de escavação.",Feito por mutação de @item_270# perto de Broto de bambu
267,Perila Mutada,"#c0aba1dDepois de comer#n, você obterá os seguintes efeitos especiais #r#c0aba1dFluorescência, recuperação de vida ou status de envenenamento.",É feito por mutação de @item_270# perto de perilla
268,Stipe mutado,,Crescendo no #c0aba1dlugar sombrio sob Ilha Aérea da estrela Horas#n
269,Grama de cor fluorescente,Um dos materiais para fazer @item_12590# e @item_12591#,Crescendo na #c0aba1dIlha Aérea#n da estrela Horas
270,Esporo estelar,"Após #c0aba1dconsumi-lo#n, restaura 15 de vigor e ganha #c0aba1destado fluorescente#n, com probabilidade de obter visão noturna ou estado tonto",Ele cresce na sombra sob a Ilha Aérea da estrela Horas e também pode ser obtido plantando @item_263#
271,Esporo estelar,"Após #c0aba1dconsumi-lo#n, ganha #c0aba1destado fluorescente#n, com probabilidade de obter visão noturna ou estado tonto",Ele cresce na sombra sob a Ilha Aérea da estrela Horas e também pode ser obtido plantando @item_263#
272,Esporo estelar,"Após #c0aba1dconsumi-lo#n, ganha #c0aba1destado fluorescente#n, com probabilidade de obter visão noturna ou estado tonto",Ele cresce na sombra sob a Ilha Aérea da estrela Horas e também pode ser obtido plantando @item_263#
273,Esporo estelar,"Após #c0aba1dconsumi-lo#n, ganha #c0aba1destado fluorescente#n, com probabilidade de obter visão noturna ou estado tonto",Ele cresce na sombra sob a Ilha Aérea da estrela Horas e também pode ser obtido plantando @item_263#
274,Esporo estelar,"Após #c0aba1dconsumi-lo#n, ganha #c0aba1destado fluorescente#n, com probabilidade de obter visão noturna ou estado tonto",Ele cresce na sombra sob a Ilha Aérea da estrela Horas e também pode ser obtido plantando @item_263#
275,Esporo estelar,"Após #c0aba1dconsumi-lo#n, ganha #c0aba1destado fluorescente#n, com probabilidade de obter visão noturna ou estado tonto",Ele cresce na sombra sob a Ilha Aérea da estrela Horas e também pode ser obtido plantando @item_263#
276,Esporo estelar,"Após #c0aba1dconsumi-lo#n, ganha #c0aba1destado fluorescente#n, com probabilidade de obter visão noturna ou estado tonto",Ele cresce na sombra sob a Ilha Aérea da estrela Horas e também pode ser obtido plantando @item_263#
277,Esporo estelar,"Após #c0aba1dconsumi-lo#n, ganha #c0aba1destado fluorescente#n, com probabilidade de obter visão noturna ou estado tonto",Ele cresce na sombra sob a Ilha Aérea da estrela Horas e também pode ser obtido plantando @item_263#
278,Esporo estelar,"Após #c0aba1dconsumi-lo#n, ganha #c0aba1destado fluorescente#n, com probabilidade de obter visão noturna ou estado tonto",Ele cresce na sombra sob a Ilha Aérea da estrela Horas e também pode ser obtido plantando @item_263#
279,Esporo estelar,"Após #c0aba1dconsumi-lo#n, ganha #c0aba1destado fluorescente#n, com probabilidade de obter visão noturna ou estado tonto",Ele cresce na sombra sob a Ilha Aérea da estrela Horas e também pode ser obtido plantando @item_263#
280,Esporo estelar,"Após #c0aba1dconsumi-lo#n, ganha #c0aba1destado fluorescente#n, com probabilidade de obter visão noturna ou estado tonto",Ele cresce na sombra sob a Ilha Aérea da estrela Horas e também pode ser obtido plantando @item_263#
281,Esporo estelar,"Após #c0aba1dconsumi-lo#n, ganha #c0aba1destado fluorescente#n, com probabilidade de obter visão noturna ou estado tonto",Ele cresce na sombra sob a Ilha Aérea da estrela Horas e também pode ser obtido plantando @item_263#
282,Esporo estelar,"Após #c0aba1dconsumi-lo#n, ganha #c0aba1destado fluorescente#n, com probabilidade de obter visão noturna ou estado tonto",Ele cresce na sombra sob a Ilha Aérea da estrela Horas e também pode ser obtido plantando @item_263#
283,Esporo estelar,"Após #c0aba1dconsumi-lo#n, ganha #c0aba1destado fluorescente#n, com probabilidade de obter visão noturna ou estado tonto",Ele cresce na sombra sob a Ilha Aérea da estrela Horas e também pode ser obtido plantando @item_263#
284,Esporo estelar,"Após #c0aba1dconsumi-lo#n, ganha#c0aba1destado fluorescente#n, com probabilidade de obter visão noturna ou estado tonto",Ele cresce na sombra sob a Ilha Aérea da estrela Horas e também pode ser obtido plantando @item_263#
