ID,名字,类别名,描述
90006,Determina la regione dell'elemento di rilascio,Articolo,@1||@2| in Area |@3
90007,Determina la regione del proiettile,Articolo,@1||@2| in Area |@3
90008,Drop Item Type,Articolo,Type of |@1
90009,Tipo di elemento,Articolo,|@1
90012,Prop Type Group.,Articolo,|@1
90013,Tipo di proprietà casuale,Articolo,Tipo di proprietà casuale
100001,Attuale modalità meteo globale,Mondo,Ottieni l'attuale modalità meteo globale
100002,Distanza dalla posizione alla posizione,Mondo,The distance between |@1| and |@2
100003,Confronto del tempo,Mondo,@1||@2||@3
100004,Confronto di blocco,Mondo,@1||@2||@3
100005,Attiva / disattiva stato del blocco,Mondo,Toggle state of blocks in |@1
100006,Determina la posizione nella regione,Mondo,@1||@2| in Area |@3
100007,Seleziona il tipo di blocco in una posizione specifica,Mondo,Block type of |@1
100008,Direzione: da un postion all'altro,Mondo,The direction from |@1| to |@2
100009,La direzione di assoluti tre coordinate degli assi,Mondo,"The direction of X|@1|, Y|@2|, Z|@3"
100010,La direzione delle coordinate assolute sferiche,Mondo,"The direction of azimuth angle |@1|, elevation|@2"
100011,Posizione,Mondo,|@1
100012,Regione,Mondo,|@1
100013,Timer,Mondo,|@1
100014,gruppo Località,Mondo,|@1
100015,gruppo regione,Mondo,|@1
100016,gruppo Timer,Mondo,|@1
100017,Meteo casuale,Mondo,Meteo casuale
100018,Meteo per gruppi di terreno,Mondo,@1| tempo
110001,Seleziona il veicolo del giocatore,Mondo,Vehicle of |@1
120001,Tipo di caso di effetti speciali,Effetto speciale,Tipo di caso di effetti speciali
120002,Speciale tipo di effetto,Effetto speciale,|@1
120003,Gruppo di tipo effetto speciale,Effetto speciale,|@1
130001,La pubblicità corrente,Giocare,La pubblicità corrente
140001,Tipo di blocco,Bloccare,|@1
140002,Gruppo di tipo di blocco,Bloccare,|@1
150001,Casella di testo,visualizzare Info,"Contenuto della casella di testo: |@1|, Dimensione carattere: |@2|, Opacità di sfondo: |@3|%, ID: |@4"
150002,Testo fluttuante,visualizzare Info,"Floating contenuto del testo: |@1|, Dimensione dei caratteri: |@2|, ID: |@3|"
150003,progess Bar,visualizzare Info,"Impostazioni per Barra di avanzamento, Valore attuale: |@1|, Max Valore: |@2|, Bar Colore: |@3|, ID: |@4|"
150004,Freccia che punta verso oggetto target,visualizzare Info,"Punto a |@1|, la dimensione della freccia è |@2|, il colore è |@3|, l'ID è |@4"
150005,Freccia che indica posizione,visualizzare Info,"Punto a |@1|, la dimensione della freccia è |@2|, il colore è |@3|, l'ID è |@4"
150006,Guida zona che punta a oggetto di destinazione,visualizzare Info,"Punto a |@1|, le dimensioni dell'area di guida è |@2|, il colore è |@3|, l'ID è |@4"
150007,zona Guida indicando posizione,visualizzare Info,"Punto a |@1|, le dimensioni dell'area di guida è |@2|, il colore è |@3|, l'ID è |@4"
150008,puntamento guida per oggetto target,visualizzare Info,"Punto a |@1|, le dimensioni della linea guida è |@2|, il colore è |@3|, l'ID è |@4"
150009,puntamento linea guida per posizione,visualizzare Info,"Punto a |@1|, le dimensioni della linea guida è |@2|, il colore è |@3|, l'ID è |@4"
160001,Colore casuale,Colore,Colore casuale
170001,ID posizione nel gruppo di posizione,gruppo Località,The position ID |@2| in |@1
170002,posizione a caso nel gruppo posizione,gruppo Località,Posizione casuale in |@1
180001,ID Area nel gruppo zona,gruppo regionale,L'ID area |@2| in |@1
180002,zona a caso nel gruppo di aree,gruppo regionale,Area casuale in |@1
190001,ID Valore nel gruppo del valore,gruppo numerica,The value ID |@2| in |@1
190002,valore casuale nel gruppo del valore,gruppo numerica,Valore casuale in |@1
190003,Ottenere il massimo valore in un gruppo di serie,gruppo numerica,Ottieni il valore massimo in |@1
190004,Prendi il valore minimo in un gruppo di serie,gruppo numerica,Ottieni il valore minimo in |@1
200001,ID String nel gruppo di stringa,gruppo stringa,L'ID della stringa |@2| in |@1
200002,stringa casuale nel gruppo stringa,gruppo stringa,String casuale in |@1
210001,ID booleano nel gruppo valore booleano,valore booleano,L'ID booleano |@2| in |@1
210002,Casuale booleano Valori in un gruppo valore booleano,valore booleano,Booleano casuale in |@1
220001,Blocco ID nel gruppo tipo di blocco,tipo di blocco,L'ID del blocco |@2| in |@1
220002,tipo di blocco a caso nel gruppo dei tipi di blocco,tipo di blocco,Tipo di blocco casuale in |@1
230001,ID elemento nel gruppo tipo di elemento,Tipo di elemento,L'ID articolo |@2| in |@1
230002,tipi di elemento casuale nel gruppo tipo di elemento,Tipo di elemento,Tipo di oggetto casuale in |@1
240001,ID Creatura nel gruppo tipo di creatura,tipo di creatura,L'ID della creatura |@2| in |@1
240002,Casuale tipo di creatura nel gruppo tipo di creatura,tipo di creatura,Tipo di creatura casuale in |@1
250001,ID Timer nel gruppo temporizzatore,gruppo Timer,L'ID del timer |@2| in |@1
250002,timer a caso nel gruppo temporizzatore,gruppo Timer,Tipo di timer casuale in |@1
260001,ID Effetto speciale nel gruppo tipo di effetto speciale,Speciale tipo di effetto,L'ID effetto speciale |@2| in |@1
260002,Casuali tipi di effetti speciali nel gruppo tipo di effetto speciale,Speciale tipo di effetto,Effetto speciale casuale tipo in |@1
270004,Ottieni l'icona del tipo di elemento,Generale,|@1
270005,Ottieni l'icona della creatura,Generale,|@1
270006,Ottieni l'icona del tipo di creatura,Generale,|@1
270007,Ottieni l'icona dello stato,Generale,|@1
270008,Ottieni l'icona del tipo di blocco,Generale,|@1
270009,Ottieni l'icona del personaggio corrente del giocatore,Generale,Corrente |@1| Icona del personaggio
270010,Ottieni l'icona della barra di scelta rapida del giocatore,Generale,Set |@1| Barra di scelta rapida come l'icona di |@2
280001,Tipo di lancio casuale,Oggetto di lancio,Tipo di lancio casuale
290001,Suono casuale,Suono,Suono casuale
300001,Posizione ottenuta dal server,Archivio dati,Posizione ottenuta dal server
300002,Area ottenuta dal server,Archivio dati,Area ottenuta dal server
300003,Valore ottenuto dal server,Archivio dati,Valore ottenuto dal server
300004,Stringa di caratteri ottenuta dal server,Archivio dati,Stringa di caratteri ottenuta dal server
300005,Valore booleano ottenuto dal server,Archivio dati,Valore booleano ottenuto dal server
300006,Giocatore ottenuto dal server,Archivio dati,Giocatore ottenuto dal server
300007,Tipo di blocco ottenuto dal server,Archivio dati,Tipo di blocco ottenuto dal server
300008,Tipo di elemento ottenuto dal server,Archivio dati,Tipo di elemento ottenuto dal server
300009,Creatura ottenuta dal server,Archivio dati,Creatura ottenuta dal server
300010,Tipo di creatura ottenuto dal server,Archivio dati,Tipo di creatura ottenuto dal server
300011,Timer ottenuto dal server,Archivio dati,Timer ottenuto dal server
300012,Tipo di effetto ottenuto dal server,Archivio dati,Tipo di effetto ottenuto dal server
300013,Numero ottenuto dal server,Archivio dati,Numero ottenuto dal server
300014,Nome ottenuto dal server (chiavi),Archivio dati,Ottieni il nome dell'indice del server e della classifica (chiavi)
300015,Giocatore ottenuto dal server (chiavi),Archivio dati,Ottieni il nome dell'indice del server e del giocatore (chiavi)
