keyid,名字,属性描述
42002,Danni da ghiaccio,Livello di danno da ghiaccio
42003,Danni da ghiaccio,Livello di danno da ghiaccio
43001,Bonus danni fisici da mischia,Danno fisico da mischia +
43002,Danno fisico bonus da mischia,Danno fisico da mischia +
43003,Bonus Melee Physical Damage,Danno fisico corpo a corpo + Bonus danno fisico corpo a corpo.
44001,Perseveranza,Riduzione del danno +
44002,Perseveranza.,Riduzione del danno +
44003,Perseveranza,Riduzione del danno +
45001,Protezione a distanza,Danno fisico a distanza -
45002,Protezione a distanza,Danno fisico a distanza -
45003,Protezione a distanza,Danno fisico a distanza -
46001,Danno da esplosione,Danno da esplosione -
46002,- Danni da esplosione,Danni da esplosione -
46003,Danno da esplosione,Danno da esplosione -
47001,Velocità di ripristino della resilienza,Velocità di ripristino della resilienza +
47002,Velocità di ripristino della resilienza,Velocità di ripristino della resilienza+
47003,Velocità di ripristino della resilienza,Velocità di ripristino della resilienza +
48001,Saltare alto,Capacità di salto +
48002,Saltare alto,Abilità di salto +
48003,Saltare in alto,Abilità di saltare +
49001,Trasformare,Possibilità di Trasformazione del Nemico +
49002,Trasformare,Possibilità di trasformazione del nemico +
49003,Trasformare,Probabilità di trasformazione del nemico +
50001,Protezione della durata,Possibilità di non perdere durata +
50002,Protezione della durata,Probabilità di non perdere durata +
50003,Protezione della durabilità,Chance di non perdere durabilità +
51001,Pesca rapida,Velocità di pesca +
51002,Pesca rapida,Velocità di pesca +
51003,Pesca veloce,Velocità di pesca +
52001,Rallentamento,Chance di rallentare il nemico +
52002,Rallentare,Possibilità di rallentare il nemico +
52003,Rallentamento,Chance di rallentare il nemico +
53001,Stamina di scavo diminuita,Stamina di scavo ridotta
53002,Diminuita resistenza alla scavatura.,Bassa resistenza alla scavatura
53003,La stamina di scavatura è stata ridotta,La resistenza alla scavatura è diminuita
54001,La caduta del meteoro,La caduta del meteoro
54002,La caduta dei meteoriti,La caduta dei meteoriti
54003,Caduta del meteorite,Caduta del meteorite
55001,Bonus di esperienza stellare,Guadagni di esperienza stellare +
55002,Bonus esperienza stella,Guadagni esperienza stella +
55003,Bonus Guadagni di Star EXP,Guadagni di Star EXP +
56001,Velocità abilità,Tempo di ricarica abilità -
56002,Velocità Abilità,Ricarica Abilità -
56003,Velocità dell'abilità,Tempo di recupero dell'abilità -
57001,Ultimo colpo,+ 2% Danno di ultimo colpo
57002,Ultimo colpo,+ 2% Danno di ultimo colpo
57003,Ultimo Colpo,+ 2% Danno dell'Ultimo Colpo
58001,Resistenza al Knockback,+ 5% Resistenza al Knockback
58002,Resistenza al respingimento,+ 10% di resistenza al respingimento
58003,Resistenza ai colpi di spinta,+ Resistenza ai colpi di spinta del 15%
59001,Danno Bonus contro le Bestie,Danno alla Bestia +
59002,Danno bonus alle bestie,Danno alla bestia +
59003,Danno Bonus contro le Bestie,Danno alla Bestia +
60001,Danno bonus ai Boarmen,Danno ai Boarmen +
60002,Danno bonus ai Boarmen,Danno ai Boarmen +
60003,Danno bonus ai Boarman,Danno ai Boarmen +
61001,Danno bonus alla classe Elite,Danno alla classe Elite +
61002,Danno bonus agli Elite,Danno agli Elite +
61003,Bonus danni all'Elite,Danno all'Elite +
62001,Bonus danni del Vuoto,Danno alle Creature del Vuoto +
62002,Bonus danno del vuoto,Danno alle creature del vuoto +
62003,Bonus Void Damage,Danni ai Creature del Vuoto + Danni del Vuoto Bonus
63001,Danno bonus di Horas,Danni alle creature di Horas +
63002,Bonus Horas Damage,Danno alle creature di Horas + Bonus ai danni di Horas
63003,Danno bonus per Horas,Danno alle creature di Horas +
64001,Bonus danni acquatici,Danno alle creature acquatiche +
64002,Bonus danno acquatico,Danno alle creature acquatiche +
64003,Bonus di danno acquatico,Danno agli animali acquatici +
