ID,名称,描述,说明
10022,Converti i toni in valori,Converti%1 al valore,
10024,Offset di posizione (senza cambiare la posizione originale),"Spostamento di%1 lungo l'asse (%2,%3,%4)",
10025,Booleano,Booleano%1,
10026,valore numerico,Valore%1,
10027,Stringa,Stringa%1,
10028,Tipo di aspetto,Tipo di aspetto%1,
10029,Gruppo di valori booleani,Gruppo booleano%1,
10030,Gruppo numerico,Gruppo numerico%1,
10031,Gruppo di stringhe,Gruppo di stringhe%1,
10032,Ottenere il numero di valori in qualsiasi gruppo,Ottieni il numero di valori mediani in%1,
10033,Ottenere il numero di valori arbitrari in qualsiasi gruppo,Ottieni il numero di%2 in%1,
10034,Ottenere il numero di qualsiasi valore in qualsiasi gruppo,Ottieni il numero di%2 in%1,
10035,Qualsiasi giudizio di valore esiste in qualsiasi gruppo,%2 in%1,
10036,Qualsiasi gruppo specificato numero esistenza valore giudizio,Il valore esiste nella posizione numero%2 in%1,
10037,Stringa di intercettazione,Intercetta%2-%3 cifre di%1,
10038,Converti stringa in valore,Converti%1 al valore,
10039,Ottieni l'ora del dispositivo host,Ottieni il tempo%1 del dispositivo,
10040,Ottieni il tempo completo del dispositivo host,Ottieni il tempo completo del dispositivo,
10041,Tipo di blocco casuale,Tipo di blocco casuale,
10042,Stringa divisa,"Diviso%1, diviso a%2, intercetta il segmento%3 dopo lo split",
10043,Obtain the string with the JSON-specified mark,"Obtain %1 in JSON, content with the key name being %2",
10044,Ottieni l'ora del server di gioco,Ottieni%1 ora del tempo del server di gioco,
10045,Convertire timestamp in unità di tempo,Converti il timestamp%1 in%2,
10046,Ottieni il tempo completo del server,Ottieni il tempo completo del server,
10047,Convertire timestamp a tempo pieno,Convertire timestamp%1 a tempo pieno,
10048,Ottieni la lunghezza della stringa,Ottieni la lunghezza di%1,
10049,Nome del tipo di stato,Digita il nome per%1,
10050,descrizione del tipo di stato,Descrizione del plugin per%1,
10051,Ottieni le coordinate del tipo di blocco,"Ottieni le coordinate%2 più vicine da%1, cerca sull 'asse XYZ un raggio di%3 quadrati",
10052,Zaino prop bar,Ottieni%1,
10053,Pulsante barra di scelta rapida,Ottieni%1,
10054,Colonna dell'attrezzatura,Ottieni%1,
10055,Converti il tipo di blocco in tipo di elemento,%1 convertito al tipo di elemento,
10056,Converti il tipo di elemento in tipo di blocco,Converti%1 al tipo di blocco,
10057,Ottieni l'ID della stanza corrente,Ottieni l'ID della stanza corrente,
1010001,Cambiamento del tempo,Quando il tempo cambia,"Il tempo cambia da soleggiato a piovoso, quando piovoso a soleggiato"
1010002,Quando il tempo nel gruppo di terreno cambia,Quando il tempo per%1 specificato cambia,Gruppo comune: pianura / foresta / scogliera / giungla / bacino / isola vuota / fiume; gruppo oceanico: spiaggia / mare profondo / mare poco profondo / isola; gruppo desertico: deserto / oasi; zona fredda ordinaria: foresta di conifere / campo di ghiaccio; zona fredda di picco: iceberg; gruppo vulcanico: vulcano; gruppo di zone umide: foresta pluviale / palude; isola piatta e vuota
1020001,Creazione del gioco,Quando il gioco viene creato,"Dopo che il conto alla rovescia per entrare nel gioco 3, 2, 1 è finito, quando inizia il gioco"
1020002,Tempo di gioco,Quando il tempo di gioco è%1,Quando l'ora corrente del gioco è al momento specificato
1020003,Runtime del gioco,Quando il gioco viene eseguito%1 secondi,"Dopo essere entrati nel gioco, esegui dopo il tempo specificato"
1020004,Il giocatore vince,Quando il giocatore vince,
1020005,Il giocatore fallisce,"Quando, giocatore, fallisce",
1020007,Il giocatore entra nel gioco,Quando il giocatore entra nel gioco,
1020008,Il giocatore lascia il gioco,Quando il giocatore lascia il gioco,
1020009,Cambio timer,Quando il timer cambia,Quando una variabile timer nella libreria variabile cambia
1020010,Specificare la modifica del timer,Quando%1 cambia,Quando la variabile timer specificata nella libreria delle variabili cambia
1020011,Ogni volta che il gioco viene eseguito (ciclo),Ogni%1 secondo in cui il gioco viene eseguito,"1. Il valore minimo è 0,05 secondi, 0.01-0.09 prenderà 0,05
2. Il gioco si attiverà (ciclo) ogni volta che viene eseguito per un tempo specificato"
1020012,Quando la sala di servizio cloud riceve un messaggio,Quando la stanza del server cloud riceve qualsiasi informazione,
1020013,Ricevi la trasmissione,"Quando ricevuto, trasmesso%1",
1020014,Le condizioni sono stabilite,Quando%1 è stabilito,
1020015,Quando si posizionano i progetti,Quando viene posizionato il progetto,
1020016,Quando la stanza del server cloud riceve il messaggio di trasmissione del server,Quando la stanza del server cloud riceve la trasmissione del server%1,
1030001,Il giocatore è sconfitto,Quando il giocatore viene sconfitto,
1030002,Resurrezione del giocatore,Quando il giocatore viene resuscitato,
1030003,Modifica degli attributi del giocatore,Quando l 'attributo%1 del giocatore cambia,"Quando l'attributo di un giocatore, come HP, cambia"
1030004,Il giocatore batte il bersaglio,"Quando, il giocatore, sconfigge il bersaglio","Quando un giocatore sconfigge un altro giocatore, creatura. Il giocatore sconfitto, creatura è il giocatore bersaglio nell'evento, creatura"
1030005,Attacchi del giocatore,Quando il giocatore inizia ad attaccare,
1030006,Attacco del giocatore colpito,"Quando, giocatore, l'attacco colpisce","Quando un giocatore attacca e colpisce un altro giocatore, creatura. Il giocatore colpito, creatura è il giocatore bersaglio nell'evento, creatura"
1030007,Il giocatore infligge danni,"Quando, il giocatore, infligge danni","Quando un giocatore infligge danno ad altri giocatori o creature. Il giocatore infortunato, la creatura è il giocatore bersaglio nell'evento, la creatura"
1030008,Il giocatore subisce danni,Quando il giocatore è infortunato,
1030009,Movimento del giocatore,Quando il giocatore si allontana di uno spazio,
1030010,I giocatori usano espressioni animate,Quando i giocatori usano espressioni animate,
1030011,I giocatori usano gli oggetti,"Quando, giocatori, usate oggetti di scena",
1030012,I giocatori ottengono oggetti,Quando il giocatore ottiene l'oggetto,
1030013,Il giocatore consuma oggetti,Quando il giocatore consuma oggetti,
1030014,Il giocatore fa clic su una creatura o su un giocatore,"Quando, giocatore, clicca su creatura o giocatore",
1030015,Il giocatore fa clic sul blocco,Quando il giocatore fa clic sul quadrato,
1030016,Giro del giocatore,Quando il giocatore cavalca una cavalcatura / veicolo,
1030017,Il giocatore annulla la corsa,Quando il giocatore annulla la corsa,
1030018,Cambiamento dello stato di movimento del giocatore,Quando il giocatore inizia%1,
1030019,I giocatori si scontrano,Quando il giocatore si scontra con qualsiasi giocatore / creatura,
1030020,Il giocatore raccoglie gli oggetti,Quando il giocatore raccoglie la goccia,
1030021,Area di ingresso del giocatore,Quando il giocatore entra in%1,"L'ingresso e l'uscita dagli eventi dell'area non possono attivare azioni relative agli sviluppatori, come la riproduzione di annunci, la visualizzazione di finestre di acquisto di prodotti, l'apertura di negozi per sviluppatori"
1030022,Il giocatore lascia l'area,Quando il giocatore lascia%1,"L'ingresso e l'uscita dagli eventi dell'area non possono attivare azioni relative agli sviluppatori, come la riproduzione di annunci, la visualizzazione di finestre di acquisto di prodotti, l'apertura di negozi per sviluppatori"
1030023,Cambiamenti della barra dell'equipaggiamento del giocatore,Quando la barra dell'equipaggiamento del giocatore cambia,
1030024,Modifiche alla barra dello zaino del giocatore,Quando la barra dello zaino del giocatore cambia,
1030025,Modifiche alla barra delle scorciatoie del giocatore,Quando la barra di scelta rapida del giocatore cambia,
1030026,Il giocatore seleziona la barra di scelta rapida,Quando il giocatore seleziona la barra di scelta rapida,
1030027,Il giocatore scarta gli oggetti,"Quando, il giocatore, scarta l'oggetto",
1030028,Il giocatore indossa l'attrezzatura,"Quando, giocatore, metti la tua attrezzatura",
1030029,Il giocatore toglie l'attrezzatura,"Quando, giocatore, togliti l'attrezzatura",
1030030,Il giocatore visualizza le informazioni della chat,Quando la casella della chat del giocatore mostra%1,
1030031,Il giocatore inserisce le informazioni della chat,Quando il giocatore invia%1 nella casella di chat,
1030032,Il giocatore preme il pulsante,"Quando, giocatore, premi%1",
1030033,Il giocatore preme il pulsante lungo,"Quando giocatore, premi a lungo%1",
1030034,Pulsante di rilascio del giocatore,Quando il giocatore rilascia%1,
1030035,Il giocatore guadagna status,Quando il giocatore guadagna status,
1030036,Il giocatore perde lo stato,Quando il giocatore perde lo stato,
1030037,Il giocatore perde lo stato specificato,Quando il giocatore perde lo stato%1,
1030038,Il livello del giocatore è cambiato,Quando il livello del giocatore cambia,
1030039,Il giocatore inserisce le informazioni della chat (inclusa la stringa),Quando un giocatore inserisce un messaggio contenente%1 nella casella della chat,Quando il giocatore inserisce il testo specificato nella casella di chat e lo invia
1030040,Quando il giocatore seleziona l'oggetto specificato,Quando il giocatore seleziona%1 nella barra delle scorciatoie,
1030041,Il giocatore invita gli amici,Quando il giocatore invita gli amici,
1040001,Le creature vengono danneggiate,Quando la creatura è ferita,
1040002,Attacco biologico,Quando le creature iniziano ad attaccare,
1040003,Attacco biologico colpito,Quando l'attacco della creatura colpisce,
1040004,Le creature causano danni,"Quando, creature, causano danni",
1040005,Le creature vengono sconfitte,Quando le creature vengono sconfitte,
1040006,La creatura batte il bersaglio,Quando la creatura batte il bersaglio,
1040007,Area di ingresso biologica,Quando la creatura entra in%1,
1040008,Zona di partenza biologica,Quando la creatura lascia%1,
1040009,Cambiamenti nello stato di movimento biologico,Quando la creatura inizia%1,
1040010,Collisione biologica,Quando una creatura si scontra con un qualsiasi giocatore / creatura,
1040011,Cambiamenti nelle proprietà biologiche,Quando la proprietà%1 della creatura cambia,
1040012,Le creature vengono create,Quando viene creata una creatura,
1040013,Stato di acquisizione biologica,Quando una creatura acquisisce uno stato,
1040014,Perdita biologica di stato,Quando le creature perdono il loro stato,
1040015,Le creature perdono il loro stato designato,Quando la creatura perde%1,
1040016,Questa creatura è danneggiata,Quando tali creature vengono danneggiate,
1040017,Questa creatura attacca,Quando tali creature iniziano ad attaccare,
1040018,Questo attacco della creatura colpisce,Quando queste creature attaccano il bersaglio,
1040019,Questa creatura infligge danni,Quando tali creature causano danni al bersaglio,
1040020,Questa creatura è sconfitta,Quando tali creature vengono sconfitte,
1040021,Questa creatura batte il bersaglio,Quando tali creature sconfiggono il bersaglio,
1040022,Lo stato d'azione di questa creatura cambia,Quando una tale creatura inizia%1,
1040023,Questa creatura si scontra,Quando una tale creatura si scontra con un qualsiasi giocatore / creatura,
1040024,Questa proprietà biologica cambia,"Quando, le proprietà di tale creatura%1 cambiano",
1040025,Questa creatura è stata creata,Quando tali creature vengono create,
1040026,Questa creatura guadagna status,Quando tali creature acquisiscono lo stato,
1040027,Questa creatura perde il suo stato,Quando tali creature perdono il loro stato,
1040028,Questa creatura viene cliccata dal giocatore,Quando tali creature vengono cliccate dal giocatore,
1050001,Il blocco è stato scavato,Quando il cubo viene scavato,
1050002,Il cubo è distrutto,Quando il cubo viene distrutto,
1050003,Modifica dello stato dell'interruttore di blocco,Quando lo stato di commutazione del blocco cambia,
1050004,Gli articoli del contenitore di stoccaggio sono cambiati,Quando il contenuto del contenitore di stoccaggio cambia,
1050005,I blocchi vengono creati,Quando viene creato un blocco,
1050006,I contenitori di stoccaggio sono messi negli oggetti di scena,Quando il contenitore di stoccaggio è messo nel puntello,
1050007,Il contenitore di stoccaggio viene rimosso oggetti di scena,Quando il contenitore di stoccaggio viene rimosso dall'elemento,
1050008,I blocchi vengono estratti,Quando i blocchi vengono estratti,
1050009,Il blocco viene interrotto dal mining,Quando il blocco viene estratto ma interrotto,
1050010,Questo blocco è minato,Quando tali blocchi vengono estratti,
1050011,Questo blocco è stato scavato,"Quando, un tale blocco, il mining è completato",
1050012,Questo blocco è stato interrotto dall'estrazione,"Quando, per tali blocchi, il mining viene interrotto",
1050013,Questo blocco è distrutto,Quando tali blocchi vengono distrutti,
1050014,Questo blocco viene creato,Quando viene creato un blocco,
1050015,Questo cambio di stato dell'interruttore di blocco,Quando lo stato di commutazione di tale blocco cambia,
1050016,Questo blocco viene acquisito,Quando il giocatore / la creatura riceve un tale blocco,
1050017,Questo blocco viene cliccato dal giocatore,Quando il giocatore fa clic su tale blocco,
1050018,Cambiamento di colore quadrato,Quando il colore del cubo cambia,
1060001,Il proiettile colpisce il bersaglio,Quando un tiro colpisce qualsiasi giocatore / creatura / blocco,
1060002,Area di ingresso usa e getta,"Quando lanci oggetti, inserisci%1",
1060003,I lanciatori lasciano l'area,Quando il lancio lascia%1,
1060004,Area di ingresso drop,Quando l'oggetto drop entra in%1,
1060005,Area di discesa,Quando l'oggetto lasciato cadere lascia%1,
1060006,Fallout raccolto,Quando gli oggetti caduti vengono raccolti,
1060007,Fallout scompare,"Quando, cadendo, scomparendo",
1060008,I lanciatori sono creati,Quando viene creato un tiro,
1060009,,,
1060010,Questo elemento è scartato,Quando tali oggetti di scena vengono scartati,
1060011,Questo articolo scompare,"Quando tali oggetti di scena, la goccia scompare",
1060012,Questo articolo è danneggiato,Quando tali oggetti di scena sono danneggiati,
1060013,Questo proiettile colpisce il bersaglio,Quando un tale proiettile colpisce qualsiasi bersaglio,
1060014,Questo tiro è stato creato o consumato,Quando tali proiettili vengono creati o consumati,
1060015,Questo articolo è consumato,Quando tali oggetti vengono consumati,
1060016,Questo pacchetto è aperto,Quando tali oggetti di scena del pacchetto vengono aperti,
1060017,Questa attrezzatura è messa su,Quando tali attrezzature e oggetti di scena vengono indossati,
1060018,Questa attrezzatura viene rimossa,Quando tali attrezzature e oggetti di scena vengono tolti,
1060019,Questa attrezzatura è distrutta,Quando tali oggetti dell equipaggiamento vengono distrutti dal giocatore / creatura,
1060020,Questo articolo è usato,Quando tali oggetti sono usati dal giocatore,
1060021,Quando la goccia viene creata nel modo specificato,Quando la goccia è stata creata come%1,
1060022,Quando una goccia viene creata in qualsiasi modo,Quando una goccia viene creata in qualsiasi modo,
1070001,Gli effetti di posizione vengono creati,Quando vengono creati effetti speciali in location,
1070002,Gli effetti speciali vengono creati sul giocatore,Quando vengono creati effetti speciali sul giocatore,
1070003,Vengono creati effetti speciali sulla creatura,Quando vengono creati effetti speciali nelle creature,
1070004,Vengono creati effetti di lancio di oggetti,Quando vengono creati effetti speciali sui lanci,
1070005,Quando vengono creati effetti speciali su oggetti caduti,Quando vengono creati effetti speciali su oggetti caduti,
1080001,Questo stato è acquisito dalle creature,Quando un organismo acquisisce tale stato,
1080002,Questo stato viene rimosso dalla creatura,Quando gli esseri viventi perdono questo stato,
1080003,Questo status è ottenuto dal giocatore,"Quando, il giocatore ottiene tale stato",
1080004,Questo stato viene rimosso dal giocatore,Quando il giocatore perde tale stato,
1090001,Questa ricetta è completa,Quando tali formulazioni sono sintetizzate,
1090002,Sintesi della formulazione completata,Quando la formula viene sintetizzata,
1100001,Inizia la fusione,"Quando, fusione, inizia",
1100002,Fusione completata,"Quando, fusione, fatto",
1100003,Questa fusione inizia,Quando inizia tale fusione,
1100004,Questa fusione è completa,Quando tale fusione è completata,
110001,Veicolo del giocatore,Veicolo per%1,
1110001,La trama inizia,Quando inizia la trama,
1110002,Fine della storia,Quando la trama finisce,
1110003,Questa trama inizia,Quando inizia questa trama,
1110004,Fine di questo episodio,Quando questo episodio finisce,
1120001,Il pulsante viene rilasciato,Qualsiasi pulsante sull'interfaccia corrente viene rilasciato,
1120002,L'interfaccia è aperta,L'interfaccia corrente viene aperta,
1120003,Interfaccia chiusa,L'interfaccia corrente è chiusa,
1120004,Il pulsante è premuto,Viene premuto qualsiasi pulsante sull'interfaccia corrente,
1120005,Il giocatore inserisce una stringa sull'interfaccia,Quando il giocatore inserisce una qualsiasi stringa nell'interfaccia,
1120006,Il pulsante dell'interfaccia corrente viene rilasciato,%1 dell 'interfaccia corrente è stato rilasciato,
1120007,Il pulsante dell'interfaccia corrente viene premuto,%1 dell 'interfaccia corrente è premuto,
1120008,Quando il lettore inserisce il contenuto nella casella di testo dell'interfaccia corrente,Quando il lettore inserisce contenuto in%1 dell 'interfaccia corrente,
1130001,riproduzione musicale,Quando la musica dell'interfaccia inizia a suonare,
1140001,Acquisto dei membri principali (1 mese),Quando il giocatore acquista un abbonamento di 1 mese,
1140002,Purchase Membership (3 Months),When player subscribed 3 months of Membership,
1140003,Qualsiasi giocatore acquista o estrae oggetti del negozio dello sviluppatore,Quando il giocatore acquista o estrae gli oggetti del negozio dello sviluppatore,
120001,Tipo di effetto casuale,Tipo di effetto casuale,
120002,Tipo di effetto,Tipo di effetto%1,
120003,Tipo di effetto Gruppo,Tipo di effetto Gruppo%1,
130001,Ottieni il nome dello slot pubblicitario attualmente in riproduzione,Ottieni il nome dello slot pubblicitario attualmente in riproduzione,
140001,Tipo di blocco,Tipo di blocco%1,
140002,Tipo di blocco Gruppo,Tipo di blocco Gruppo%1,
140003,Nome del tipo di blocco,Digita il nome per%1,
140004,Tipo di blocco Descrizione,Descrizione del plugin per%1,
140005,Aspetto dei tipi di blocco,Aspetto di%1,
150001,Bordo di parole,"Scheda di testo con contenuto%1, dimensione carattere%2, opacità%3%, numero%4, Avanzamento automatico di riga %5",
150002,testo fluttuante,"Testo fluttuante con contenuto%1, dimensione carattere%2, numero%3",
150003,barra di avanzamento,"Valore attuale%1, barra di avanzamento per il valore massimo%2, colore%3, numero%4",
150004,Freccia che punta all'oggetto,"Freccia che punta a%1, dimensione%2, colore%3, numero%4",
150005,Freccia che punta alla posizione,"Freccia che punta a%1, dimensione%2, colore%3, numero%4",
150006,Superficie di guida all'oggetto,"Superficie guida che punta a%1, dimensione%2, colore%3, numero%4",
150007,Superficie della guida di posizione,"Superficie guida che punta a%1, dimensione%2, colore%3, numero%4",
150008,Linea guida all'oggetto,"Guida a%1, taglia%2, colore%3, numero%4",
150009,Linea guida che punta alla posizione,"Guida a%1, taglia%2, colore%3, numero%4",
150010,immagine,"L'immagine è%1, la dimensione è%2x, l'opacità è%3%, il numero è%4",
160001,Colore casuale,Colore casuale,
170001,La posizione del numero specificato nel gruppo di posizioni,Posizione numerata%2 in%1,
170002,Posizione casuale nel gruppo di posizioni,Posizione casuale in%1,
180001,L'area numerata specificata nel gruppo di aree,Area numerata%2 in%1,
180002,Aree casuali in gruppi di aree,Area casuale in%1,
190001,Il valore numerico del numero specificato nel gruppo numerico,Valore numerato%2 in%1,
190002,Valori casuali in gruppi numerici,Valore casuale in%1,
190003,Ottenere il valore massimo in un gruppo numerico,Ottieni il valore massimo in%1,
190004,Ottenere il valore più piccolo in un gruppo numerico,Ottieni un valore minimo in%1,
200001,Stringa La stringa con il numero specificato nel gruppo,%2 stringa in%1,
200002,Stringa Stringa casuale nel gruppo,Stringa casuale in%1,
20001,Operazione numerica,%1%2%3,
20002,surplus,%1Mod%2,
20003,numero casuale,Genera numeri interi casuali: da%1 a%2,
20004,valore massimo,%1 e%3 di%2,
20005,divisibile,%1 divide%2,
20006,Valore coordinato della posizione,Valore delle coordinate%2 di%1,
20007,Angolo orizzontale tra le posizioni,Angolo orizzontale tra%1 e%2,
20008,Angolo verticale tra le posizioni,Angolo verticale tra%1 e%2,
20009,Esponenziazione,%1 alla potenza di%2,
20010,quadrato,%1 alla potenza di%2,
20011,valore assoluto,Valore assoluto di%1,
20012,funzione trigonometrica,%1%2%3,
20013,Funzione logaritmica inferiore fissa,%1%2,
20014,Funzione logaritmica inferiore arbitraria,Registro%1%2,
20015,arrotondamento,%2%1,
20016,Conversione angolare e radiante,Converti%1 in%2,
20019,XOR logico,%1 XOR%2,
20020,Aritmetica avanzata quattro,%1%2%3,
2010001,confronto numerico,%1%2%3,
2010002,numero casuale,%1%2%3,
2010003,Valore massimo o minimo,%1%2%3,
2010004,divisibile,%1%2%3,
2010005,Valore coordinato della posizione,%1%2%3,
2010006,Angolo orizzontale di posizione e posizione,%1%2%3,
2010007,Angolo verticale da posizione a posizione,%1%2%3,
2010008,Esponenziazione,%1%2%3,
2010009,quadrato,%1%2%3,
2010010,valore assoluto,%1%2%3,
2010011,funzione trigonometrica,%1%2%3,
2010012,arrotondamento,%1%2%3,
2010013,Conversione angolare e radiante,%1%2%3,
2010018,Confronto arbitrario del valore,%1%2%3,
2010019,logico e,%1 e%2,
2010020,logico o,%1 o%2,
2010021,logico non,Non%1,
2020001,Tempo di gioco,%1%2%3,
2020002,Numero di giocatori,%1%2%3,
2020003,Giudizio meteo,%1%2%3,
2020004,Giudizio di gravità,%1%2%3,
2020005,Giudizio sullo stato di trigger,%1 è abilitato,
2020006,Giudizio sullo stato del gruppo trigger,%1 è abilitato,
2030001,Giudizio degli attributi della squadra,%1%2%3,
2040001,Giudizio degli attributi del giocatore,%1%2%3,
2040002,Numero di oggetti posseduti,%1%2%3,
2040003,Giudizio del numero di giocatore nel gruppo di giocatori,%1%2%3,
2040004,Giudizio della squadra del giocatore,%1%2%3,
2040005,Giudizio individuale del giocatore,%1%2%3,
2040006,Orientamento del giocatore,%1%2%3,
2040007,Giudizio nel gruppo di giocatori,%1%2 in%3,
2040008,Player is in area to determine,%1%2 is in %3,
2040009,Giudizio sull'effetto dello stato del giocatore,%1%2 in%3,
2040010,Animazione espressione giudizio,%1%2 è%3,
2040011,Giudizio del giocatore,%2 di%1 è%3,
2040012,Seleziona il tasto barra di scelta rapida,%1%2%3,
2040013,Giudizio sul tipo di oggetto portatile,%1%2%3,
2040014,Giudizio della colonna dell'attrezzatura,%1%2%3,
2040015,Giudizio del giocatore che indossa l'attrezzatura,%1%2 indossa%3,
2040016,Giudizio sull'aspetto del giocatore,%1%2%3,
2040017,Giudizio spaziale dello zaino del giocatore,%1 barra di scelta rapida e zaino possono salvare%2%3 per%4,
2040018,Zaino del giocatore con oggetti di scena per giudicare,%2 di%1 contiene%3 per%4,
2040019,Giudizio del tipo di oggetto target,Il tipo di oggetto di destinazione nell 'evento è%1 per%2,
2040020,Determina l'amicizia del giocatore,%1%2 è una relazione di amicizia di%3,
2040021,Whether player follows the author,%1 has %2,
2050001,Numero di giocatori in un gruppo di giocatori,%1%2%3,
2050002,Numero di giocatori nel gruppo di giocatori,%1%2%3,
2050003,Giocatori con il numero specificato nel gruppo di giocatori,%1%2%3,
2060001,proprietà biologiche,%1%2%3,
2060003,Giudizio nel gruppo biologico,%1%2 in%3,
2060004,Giudizio di tipo biologico,%1%2%3,
2060005,Giudizio biologico individuale,%1%2%3,
2060006,Orientamento biologico,%1%2%3,
2060007,Creature is in area to determine,%1%2 is in %3,
2060008,Giudizio sull'effetto dello stato biologico,%1%2 in%3,
2060009,Giudizio del team biologico,%1%2%3,
2060010,Giudizio del numero biologico nel gruppo biologico,%1%2%3,
2060011,Giudizio di impostazione biologica,%2 di%1 è%3,
2060012,Giudizio sull'aspetto biologico,%1%2%3,
2070001,Il numero di organismi nel bioma,%1%2%3,
2070002,Numero specificato di organismi nel gruppo biologico,%1%2%3,
2080001,Giudizio del numero di oggetti caduti,%1%2%3,
2080002,La goccia è nella zona,%1%2 in%3,
2080003,Giudizio sul tipo di oggetto,%1%2%3,
2080004,Il proiettile è nella zona,%1%2 in%3,
2090001,Distanza tra posizione e posizione,%1%2%3,
2090002,Giudizio di tipo blocco,%1%2%3,
2090003,Giudizio sullo stato dell'interruttore di blocco,Lo stato dell 'interruttore di blocco per%1 è%2,
2090004,Il blocco è nella zona di giudizio,%1%2 in%3,
2090005,Giudizio di orientamento del blocco,I blocchi a%1 di fronte a%2 sono%3,
2090006,Tipo di blocco nella posizione specificata,Tipo di blocco%2%3 a%1,
2090007,Blocco impostazione giudizio,%2 di%1 è%3,
2100001,Giudizio del tempo del timer,%1%2%3,
2100002,Confronto booleano,%1%2%3,
2100003,Confronto stringhe,%1%2%3,
2100004,Giudizio di tipo musicale,%1%2%3,
2100005,Ottenere il valore dalla tabella del server per completare il giudizio,Ottieni valore dalla tabella del server o dalla classifica Il giudizio completo è%1,"1. Intraprendere azioni per ottenere valori da tabelle o classifiche
2. Tutti i parametri dell'evento saranno passati (come innescare il giocatore dell'evento, innescare la creatura dell'evento, ecc.)"
2100006,Giudicare l'appartenenza del giocatore,%1%2 Mini World Big Member è%3,
210001,Il valore booleano del numero specificato nel gruppo di valori booleani,Numero booleano%2 in%1,
210002,Valori booleani casuali in gruppi booleani,Booleano casuale in%1,
2110001,Veicoli specifici per il giocatore,%1%2%3,
2120001,giudizio di effetto,%1%2%3,
2130001,Riproduci l'annuncio per completare il giudizio,L'annuncio attualmente in riproduzione è determinato per essere%1,
2140001,Giudizio sull'effetto status,%1%2%3,
2140002,Blocco di costruzione del giudizio,%2 di%1 rilevato%3 modalità di rilevamento%4 richiesta%5,
2140003,Giudizio del blocco di costruzione eseguibile,Rilevamento del blocco di costruzione eseguibile%2 di%1 per%3 modalità di rilevamento%4 requisito%5,
2140004,Giudizio sull'ambiente operativo,Controlla se è attualmente in esecuzione nella classe,
2150001,Giudizio componente,%1%2%3 di%4,
2150002,Giudizio della pagina,%1%2%3,
220001,Il tipo di blocco con il numero specificato nel gruppo di tipi di blocco,Tipo di blocco numerato%2 in%1,
220002,Tipo di blocco casuale nel gruppo di tipo di blocco,Tipo di blocco casuale in%1,
221001,"Rilevazione, somiglianza di area",Somiglianza dell'area di rilevamento: area originale%1 origine di destinazione%2 modalità di rilevamento%3,
221002,Tipo di blocco gruppo nell'area,Ottieni il gruppo del tipo di blocco in%1,
221003,Numero totale di blocchi nella zona,Ottieni il numero totale di blocchi in%1,
221004,Numero di blocchi del tipo specificato nell'area,Ottieni il numero di blocchi di tipo%2 in%1,
230001,Il tipo di elemento con il numero specificato nel gruppo di tipi di elemento,Tipo di oggetto numerato%2 in%1,
230002,Tipo di elemento casuale nel gruppo di tipi di elemento,Tipo di elemento casuale in%1,
240001,Il tipo di organismo con il numero specificato nel gruppo di tipo biologico,Tipo biologico numerato%2 in%1,
240002,Tipi biologici casuali nel gruppo dei tipi biologici,Tipo di creatura casuale in%1,
250001,Timer con il numero specificato nel gruppo timer,Timer numerato%2 in%1,
