ID,名字,描述
36002,Intossicazione alimentare (LV.2),Ti senti più affamato e la tua velocità della fame aumenta del 50%.
36003,Intossicazione alimentare (LV.3),Ti senti più affamato e la tua velocità della fame aumenta del 75%.
37001,Respiro subacqueo junior,Puoi respirare sott'acqua!
37002,Respiro subacqueo intermedio,Puoi respirare sott'acqua!
37003,Respiro subacqueo superiore,Puoi respirare sott'acqua!
38001,Dizzy! (Livello 1),"Oh, mi sento come se fossi volante"
38002,Dizzy! (Livello 2),"Oh, mi sento come se fossi volante"
38003,Dizzy! (Livello 3),"Oh, mi sento come se fossi volante"
39001,Tempesta! (Livello 1),Regalo del Vechietto del Nuovo anno!
39002,@Null@,@Null@
39003,@Null@,@Null@
40001,Sono ingrandito! (LV.1),Sembra che il mondo si stia rimpicciolendo!
40002,@Null@,@Null@
40003,@Null@,@Null@
41001,Sono minificato! (LV.1),Sembra che il mondo si stia ingrandendo!
41002,@Null@,@Null@
41003,......,@Null@
42001,Bubble (livello 1),"Avvolto in una bolla, mi sento leggero come una piuma"
42002,Bubble (livello 2),"Avvolto in una bolla, mi sento leggero come una piuma"
42003,Bubble (livello 3),"Avvolto in una bolla, mi sento leggero come una piuma"
43001,Bounce (livello 1),Rimbalzo
43002,@Null@,@Null@
43003,@Null@,@Null@
44001,Veleno d'api (LV.1),Avvelenato in continuazione. Testa gonfia.
44002,@Null@,@Null@
44003,@Null@,@Null@
45001,Congelati (livello 1),Morso di ghiaccio rallenta.
45002,Congelati (livello 2),Morso di ghiaccio rallenta.
45003,Congelati (livello 3),Morso di ghiaccio rallenta.
46001,Radicata (livello 1),"Ti senti come se il tuo piede fosse radicato, e tu ne stai danneggiando."
46002,@Null@,@Null@
46003,@Null@,@Null@
47001,Masterizzazione (livello 1),"Hmmm, odora di barbecue, Ahi fa male!"
47002,Masterizzazione (livello 2),"Hmmm, odora di barbecue, Ahi fa male!"
47003,@Null@,@Null@
48001,@Null@,@Null@
48002,@Null@,@Null@
48003,@Null@,@Null@
49001,@Null@,@Null@
49002,@Null@,@Null@
49003,@Null@,@Null@
50001,Fast Life recovery (LV.1),Recupera 15 PF in 5 secondi
50002,Fast Life recovery (LV.2),Recupera 30 PF in 5 secondi
50003,Fast Life recovery (LV.3),Recupera 40 PF in 5 secondi
50004,Recupero vita veloce (LV.4),Recupera 50 PF in 5 secondi
51001,Recupero vita veloce (LV.5),Recupera 75 PF in 30 secondi
51002,Fast Life recovery (LV.2),Recupera 60 PF in 12 secondi
52001,Misterioso potere di recupero di MushroomFast Life rosso (LV.1),Recuperare 5 hp al secondo
52002,Misterioso potere del fungo rosso (LV.2),Perdere 5 hp al secondo
52003,@Null@,@Null@
53001,Misterioso potere di Mushroom (LV.1),Digging Aumento del 25%
53002,Misterioso potere di Mushroom (LV.2),Scavare ridotto del 25%
53003,@Null@,@Null@
54001,Tossina immnue,Immune contro tutti i veleni!
54002,@Null@,@Null@
54003,@Null@,@Null@
55001,Sacca antidoto,Non è ... pesticida!
55002,@Null@,@Null@
55003,@Null@,@Null@
56001,@Null@,@Null@
56002,@Null@,@Null@
56003,@Null@,@Null@
57001,@Null@,@Null@
57002,@Null@,@Null@
57003,@Null@,@Null@
58001,@Null@,@Null@
58002,@Null@,@Null@
58003,@Null@,@Null@
59001,@Null@,@Null@
59002,@Null@,@Null@
59003,@Null@,@Null@
60001,Avvelenamento (livello 1),"Infliggi 5 danni ogni 1,2 secondi"
60002,Avvelenamento (livello 2),Causa 5 punti di danno ogni 1 secondo.
61001,Lo sciopero di New Comer,Grande aumento danni attacco corpo a corpo.
62001,Difesa corpo a corpo,Riduce danni corpo a corpo del 100%.
63001,Il vento di Horas,Gas velenosa a disagio
63002,@Null@,@Null@
63003,@Null@,@Null@
64001,Horas soffoca,"I polmoni erano pieni di gas velenoso, prendendo danno costantemente."
64002,@Null@,@Null@
64003,@Null@,@Null@
65001,Ossigeno instabile,Area confortante per ora.
65002,Ossigeno stabile,"Ahhh, zona confortante dove nessuno fuma"
65003,Ossigeno continuo,"Ahhh, zona confortante dove nessuno fuma"
66001,Ossigeno instabile,"Puoi respirare, ma questo non ha un buon odore"
66002,@Null@,@Null@
66003,@Null@,@Null@
67001,Gardian of Regen Rune,Regen Rune ti sta proteggendo per un po '.
67002,Ossigeno continuo,"Ahhh, zona confortante dove nessuno fuma"
67003,@Null@,@Null@
68001,Intossicazione alimentare (LV.1),Hai più fame.
68002,@Null@,@Null@
68003,@Null@,@Null@
69001,@Null@,@Null@
69002,@Null@,@Null@
69003,@Null@,@Null@
70001,Soccer-None Dribbling,In grado di affrontare e rubare
70002,Calcio-Dribbling,In grado di sparare e fare un calcio in bicicletta
70003,@Null@,@Null@
71001,Veleno di pollo mutato,Il pollo è stato avvelenato a causa dell'alimentazione mutazionale.
72001,Pallacanestro-no a sfera,"No Ball: Si può rubare, ostacolare, blocco quando nessuna palla in mano.
Click sinistro: Steal. Ruba il basket dal vostro obiettivo.
Fare clic destro: Hinder. Tenere l'avversario indietro.
Spazio: Block. Saltate e applaudire il basket fuori l'aria"
72002,Basketball-Dribbling,"Dribbling: Si può passare, tirare, sprint quando si tiene la palla.
Click sinistro: Pass. Passare la palla al tuo compagno di squadra.
Fare clic destro: sparare. Accumulare potere e sparare il canestro. Lasciate che il soggiorno barra di accumulo nel giallo#cfa7a0farea#n, più probabilità di segnare.
Spazio: Sprint. Sprint distanza verso la direzione corrente."
72003,Azione,Modificare l'azione @1 del giocatore
73001,ardente,"Sotto brucia ambiente caldo, disagio estremo"
73002,Adattarsi a masterizzazione,"Indossare attrezzature resistente al calore, immuned a bruciare ambiente caldo"
74001,Low Oxygen,@Null@
75001,Congelamento,"In un ambiente di congelamento, estremo disagio"
76001,Diarrea,@Null@
77001,Sanguinare,Ah non può smettere! Medico?!
77002,Maledizione sanguinante,Smettila! Questa pietra sembra strana.
78001,ricambio,
79001,EXP Tasso,@Null@
80001,riposo,@Null@
81001,Gambe forti,Svegliarsi con gambe forti
82001,recuperare Stamina,@Null@
82002,recuperare Stamina,@Null@
82003,recuperare Stamina,@Null@
83001,Recuperare Stamina - Inflitrate,@Null@
83002,Recuperare Stamina - Inflitrate,@Null@
83003,Recuperare Stamina - Inflitrate,@Null@
84001,Expand Stamina,@Null@
84002,Expand Stamina,@Null@
84003,Expand Stamina,@Null@
85001,Max HP,@Null@
85002,Max HP,@Null@
85003,Max HP,@Null@
86001,Velocità di movimento - Burst,@Null@
86002,Velocità di movimento - Burst,@Null@
86003,Velocità di movimento - Burst,@Null@
87001,Ridurre Stamina Esaurimento - Dig Block,@Null@
87002,Ridurre Stamina Esaurimento - Dig Block,@Null@
87003,Ridurre Stamina Esaurimento - Dig Block,@Null@
88001,Ridurre Stamina Esaurimento - Run (Vai),@Null@
88002,Ridurre Stamina Esaurimento - Run (Vai),@Null@
88003,Ridurre Stamina Esaurimento - Run (Vai),@Null@
89001,Ridurre Stamina Esaurimento - il pedaggio Tools,@Null@
89002,Ridurre Stamina Esaurimento - il pedaggio Tools,@Null@
89003,Ridurre Stamina Esaurimento - il pedaggio Tools,@Null@
90001,Aumentare il recupero HP.,@Null@
90002,Aumentare il recupero HP.,@Null@
90003,Aumentare HP Recovery,@Null@
91001,Benedizione di Sacred Tree,"Consumare il frutto dell'Albero Sacro, si sente potere illimitato dentro di te"
92001,Regalo di arcobaleno con nube,"Ricevere la benedizione da Rainbow Clouds, aumentare l'altezza di salto, ridurre i danni da caduta"
93001,Esaurimento,Richiede di consumare cibo o rimanere ancora recuperare capacità di resistenza per sbarazzarsi di esaurimento
93002,Crollo,Il corpo sta crollando. Mangia del cibo per recuperare le forze!
94001,dono iniziale,@Null@
95001,vuoto,"La vostra capacità di resistenza è stato rubato dal Fantom, state attenti!"
96001,Potere stellare,@Null@
97001,La potenza della stella si sta raffreddando,"Il potere dell'energia della stella è troppo forte, e il corpo umano non può sopportare troppa potenza dell'energia della stella in breve tempo."
98001,Balala Trasformation Magic.,Balala Power - Transformation Magic
98002,Balala Trasformation Magic.,Balala Power - Transformation Magic
98003,Balala Trasformation Magic.,Balala Power - Transformation Magic
98004,Balala Trasformation Magic.,Balala Power - Transformation Magic
98005,Balala Trasformation Magic.,Balala Power - Transformation Magic
98006,Balala Trasformation Magic.,Balala Power - Transformation Magic
98007,Balala Trasformation Magic.,Balala Power - Transformation Magic
98008,Balala Trasformation Magic.,Balala Power - Transformation Magic
99001,Eclissi lunare,@Null@
100001,Catturato nel fuoco,Perde 3 PF ogni secondo.
101001,Inquinamento (livello 1),Perde 2 PF ogni secondo.
101002,Inquinamento (livello 2),Perde 5 PF ogni secondo.
101003,Inquinamento (livello 3),Perde 10 PF ogni secondo.
101004,Inquinamento (livello 4),Perde 15 PF ogni secondo.
101005,Inquinamento (livello 5),Perde 20 PF ogni secondo.
102001,Fluorescente,"È diventato splendidamente fluorescente, ma attirerà l'attenzione di un mostro e sarà attaccato."
103001,Fai attenzione,"Ho dormito bene la scorsa notte e, quando mi sono svegliato, ho scoperto di essere molto concentrato sull'attività mineraria."
104001,Occhi penetranti,Ho dormito bene e la mia vista era molto migliore.
105001,Resurrezione Abilità Cooldown.,Le abilità infantili di Laura entrano nel tempo di raffreddamento e non continueranno a essere attivate per 5 minuti
105002,Abilità di resurrezione Cooldown 2,Le abilità infantili di Laura entrano nel tempo di raffreddamento e non continueranno a essere attivate per 3 minuti
106001,Ottieni energia,Non scherzare mai con qualcuno che ha Get Up Energy
107001,Dare le vertigini,"Sono assonnato, devo rallentare."
108001,Torcicollo,"La notte scorsa la mia posizione per dormire non era molto buona, il mio collo era rigido e dovevo evitare un esercizio faticoso."
110001,Sono stato pizzicato.,"Sotto controllo, continuamente danneggiato."
200001,Masterizzazione (livello 1),Riceve 15 punti di danni bruciatura ogni secondo.
200002,Masterizzazione (livello 2),Riceve 30 punti di danni bruciatura ogni secondo.
200003,Masterizzazione (livello 3),Riceve 40 punti di danni bruciatura ogni secondo.
200004,Masterizzazione (livello 4),Riceve 60 punti di danni bruciatura ogni secondo.
201001,Chaos (livello 1),Riceve 30 punti di danni caos ogni secondo.
201002,Chaos (livello 2),Riceve 5 punti di danni caos ogni secondo.
202001,Nian Monster è spaventato,I fuochi d'artificio di Capodanno fanno fuggire Mostro Nian
202002,@Null@,@Null@
202003,@Null@,@Null@
203001,Controllo del vuoto,"Sotto il controllo del voto Phantom, è difficile uscire; Accelerare e scappare!"
203002,@Null@,@Null@
203003,@Null@,@Null@
204001,Protezione del nulla,Riduce il danno a lungo raggio presi del 75%.
204002,@Null@,@Null@
204003,@Null@,@Null@
205001,Invincibilità Phantom.,"Void fantasma apre il suo scudo invincibile, immune a tutti i danni"
205002,@Null@,@Null@
205003,@Null@,@Null@
206001,Danno corpo a corpo immune,Riduce preso danno melee del 90%.
206002,Danno corpo a corpo immune,Riduce preso danno melee del 90%.
206003,Danno corpo a corpo immune,Riduce preso danno melee del 90%.
207001,Danno a lungo raggio immune,Riduce i danni a distanza presa dal 90%.
207002,Danno a lungo raggio immune,Riduce i danni a distanza presa dal 90%.
207003,Danno a lungo raggio immune,Riduce i danni a distanza presa dal 90%.
208001,Blast damage Immune,Riduce preso danni esplosione del 90%.
208002,Blast damage Immune,Riduce preso danni esplosione del 90%.
208003,Blast damage Immune,Riduce preso danni esplosione del 90%.
209001,Possesso di BOSS,@Null@
210001,Estrazione Void,"Quando Void fantasma estrae energia dalla porta, danno ridotto ricevuto del 50%"
220001,Mountain Movement Speed-Burst,Aumentare la velocità di montaggio base del 20%
220002,Velocità di movimento di montaggio - scoppio continuo,La velocità di base del supporto viene aumentata di 20%.
230001,Schitellare il livello 1.,"Stato stordito, sostenuto il danno nel tempo."
230002,Illusione Livello 1,Illusione Livello 1
240001,Potenza di musica-edificante,Guarisci 2 HP al secondo
250001,Potere di musica indebolito,Perdere 2 hp al secondo
260001,Illusione Livello 1,Nella fantasia
270001,Livello di shock 1,Perdi 5 HP al secondo
280001,Tempesta di sabbia!,Nasconditi ora! La tempesta di polvere sta arrivando!
280002,Resistere alla tempesta,Mantieni il passaggio chiaro nella tempesta di polvere.
290001,Difesa dello scudo,Fermo come una roccia. Niente da essere paura.
998001,Corri veloce,
999001,Continua ad esplorare!,"Protetto da qualsiasi danno, ma scompare se viene effettuato un attacco o viene utilizzato un oggetto."
999002,ReliveProtect,"Premi il tasto Protezione resurrezione, sarai invincibile per un breve periodo di tempo. Se vai all'attacco l'invincibilità scomparirà."
1000001,Accelerare del 100%,Accelera del 100%
1000002,Accelerare il 1000%,@Null@
1000003,Rallenta,velocità di movimento diminuisce del 75%
1001000,@Null@,@Null@
1001001,Osservatore,@Null@
1001002,@Null@,@Null@
1001003,@Null@,@Null@
1002001,Infezione da virus,Il virus sta erodendo il tuo corpo!
1002002,Virus Intensificare,Infettato da un virus e di ottenere un grande potere.
1002003,@Null@,@Null@
1003001,Un pollo?! (LV.1),Ooh...ooh...(Sono diventato un pollo?)
1003002,Un pollo?! (LV.2),Ooh...ooh...(Sono diventato un pollo?)
1003003,@Null@,@Null@
1004001,Un toro?! (LV.1),Muu...muu...(Sono diventato un bue?)
1004002,Un toro?! (LV.2),Muu...muu...(Sono diventato un bue?)
1004003,@Null@,@Null@
1005001,Una pecora?! (LV.1),Bee...bee...(Sono diventato un agnello?)
1005002,Una pecora?! (LV.2),Bee...bee...(Sono diventato un agnello?)
1005003,@Null@,@Null@
1006001,Un demone?! (LV.1),Scherzetto Anniversario MiniWorld (Sono diventato un Demone?)
1006002,Un demone?! (LV.2),Scherzetto Anniversario MiniWorld (Sono diventato un Demone?)
1006003,@Null@,@Null@
1007001,Un maiale?! (LV.1),Oink! Oink! Oink! (Sono diventato un maiale?)
1007002,Un maiale?! (LV.2),Oink! Oink! Oink! (Sono diventato un maiale?)
1007003,@Null@,@Null@
1008001,A Dango? (LV.1),Coo coo coo?(Sono diventato un Dango?)
1008002,A Dango? (LV.2),Coo coo coo?(Sono diventato un Dango?)
1008003,@Null@,@Null@
1009001,Scudo,Uno scudo (HP 50)
1009002,@Null@,@Null@
1009003,@Null@,@Null@
1009004,Inferno di fuoco,Causa 1 punti di danno al secondo.
1009005,fantasma di fuoco,Causa 2 punti di danno al secondo.
1009006,Rallenta,Velocità di movimento è ridotta per 3 secondi
1009007,Accelerazione della raccolta dei membri,La velocità di raccolta è aumentata del 10%.
1010001,Virus Intensificare,Infettato da un virus e di ottenere un grande potere.
1011001,Melee danni Aumento,danno melee è aumentato del 5%.
1012001,Gamma danni Aumento,danno a distanza è aumentato del 5%.
1013001,Wheel Sun,Uno scudo (HP20)
1014001,Sanguinamento immune,La piastrina è super forte ora!
1015001,Mettere in guardia,È meglio lanciare dal momento che sento qualcosa che mi guarda mentre dormo all'aperto.
1016001,Veleno di rango,Uccidi le creature costantemente e causano la paralisi neurale. È così pericoloso.
1017001,Livello di paralisi neurale 1,Numb ... non può muoversi ...
1017002,Livello di paralisi neurale 2,Numb ... non può muoversi ...
1018001,Scorpion Venom Livello 1,Ci sarà più effetto di tossina Scorpione gravemente. Stai attento!
1018002,Scorpion Venom Livello 2,Ci sarà più effetto di tossina Scorpione gravemente. Stai attento!
1018003,Scorpion Venom Livello 3,Ci sarà più effetto di tossina Scorpione gravemente. Stai attento!
1018004,Scorpion Venom Livello 4,Ci sarà più effetto di tossina Scorpione gravemente. Stai attento!
1018005,Scorpion Venom Livello 5,Ci sarà più effetto di tossina Scorpione gravemente. Stai attento!
1019001,Incoscienza,La coscienza è più lontana ...
1019002,Perdita di coscienza livello 2,
1019003,Perdita di coscienza livello 3,
1020001,Livello di sanguinamento 1,"Ah, non riesco a smettere! Dov'è il dottore?!"
1020002,Livello di sanguinamento 2,"Ah, non riesco a smettere! Dov'è il dottore?!"
1020003,Livello di sanguinamento 3,"Ah, non riesco a smettere! Dov'è il dottore?!"
1020004,Livello di sanguinamento 4,"Ah, non riesco a smettere! Dov'è il dottore?!"
1020005,Livello di sanguinamento 5,"Ah, non riesco a smettere! Dov'è il dottore?!"
1021001,malattia improvvisa,Improvvisamente ho sentito che qualcosa non andava nel mio corpo e non riuscivo a controllarlo...
1022001,Glow stick alghe pesci invincibili,In uno stato di protezione da qualsiasi danno.
1023001,Ingrovigliato...,"Non puoi rimanere nell'erba dell'acqua troppo a lungo, quest'erba è tutta legata al tuo corpo..."
1024001,pesca,"PC end - premere e tenere premuto il pulsante destro del mouse per memorizzare la forza per lanciare la canna, fare clic sul pulsante destro per sollevare la canna; estremità mobile - premere e tenere premuto il pulsante di pesca per memorizzare la forza per lanciare la canna, fare clic sul pulsante di pesca per sollevare la canna;"
1025001,L'intero corpo della guardia di Hailing è cambiato!,"Balala ~ Hailing Guard, cambia!"
1026001,Bruciare la sorgente calda,L'acqua calda della sorgente è troppo calda!!
1027001,cavalluccio marino,Cavalca il mio cavalluccio marino e nuota in fondo al mare ~
1028001,Asilo Poseidon,"Protetto dal mare, riduce la probabilità di essere disturbati dai gabbiani durante la pesca e riduce la probabilità che gli squali appaiano"
1029001,Estremamente caldo,"In un ambiente estremamente caldo, il sangue bolle, il consumo di resistenza aumenta e la forza aumenta in modo significativo"
1030001,caldo,"In un ambiente caldo, il sangue bolle, aumenta il consumo di resistenza, aumenta la forza"
1031001,freddo,"Roccia solida in ambienti freddi, aumento del consumo di resistenza, riduzione dei danni"
1032001,freddo estremo,"Solido come una roccia in ambienti estremamente freddi, lo sforzo fisico aumenta e le lesioni sono notevolmente ridotte"
1033001,congelare,"Congelato e incapace di muoversi, rilasciato dopo alcune lesioni"
1034001,congelamento,"Congelare e non può muoversi, ma non farà male, si scioglierà quando riscaldato"
1035001,Cambiamento continuo della temperatura (prova),
1036001,Variazione della temperatura ambiente (test),
1037001,Congelare 2,"Congelato e incapace di muoversi, rilasciato dopo alcune lesioni"
1037002,Congelare 3,"Congelato e incapace di muoversi, rilasciato dopo alcune lesioni"
1038001,Ghiaccio lento 1,Il freddo ti farà muovere lentamente.
1038002,Ghiaccio lento 2,Il freddo ti farà muovere lentamente.
1038003,Ghiaccio lento 3,Il freddo ti farà muovere lentamente.
1039001,Resistenza al freddo,Aumentare la resistenza al freddo
1040001,resistenza al calore,Aumentare la resistenza al calore
1041001,tenere fuori il freddo,
1042001,resistenza al calore,
1043001,Aumento del danno da ghiaccio (test),Aumento del danno da ghiaccio (test)
1044001,Danno congelato continuato (prova),Danno congelato continuato (prova)
1045001,Aumento del danno congelato ricevuto (test),Aumento del danno congelato ricevuto (test)
1046001,Aggiunto attacco di ghiaccio (test),Aggiunto attacco di ghiaccio (test)
1047001,Aumento della difesa dal ghiaccio (test),Aumento della difesa dal ghiaccio (test)
1048001,Prendere danni da ghiaccio durante l'esecuzione di azioni (test),Prendere danni da ghiaccio durante l'esecuzione di azioni (test)
1049001,Potenza delle meteore,
1050001,Lesioni da ghiaccio 1,"Attaccato dall'attributo ghiaccio, senti freddo e ti muovi lentamente"
1050002,Lesioni da ghiaccio 2,"Attaccato dall'attributo ghiaccio, senti freddo e ti muovi lentamente"
1050003,Lesioni da ghiaccio 3,"Attaccato dall'attributo ghiaccio, senti freddo e ti muovi lentamente"
1050004,Lesioni da ghiaccio 4,"Attaccato dall'attributo ghiaccio, senti freddo e ti muovi lentamente"
1050005,Lesioni da ghiaccio 5,"Attaccato dall'attributo ghiaccio, ti senti freddo e congelato!"
1051001,combustione spontanea,Bruciato e ha continuato a far male
1052001,vulnerabile,
1060001,Palla di neve - nessuna palla,Con funzionamento a sfera
1060002,Palla di neve - con palla,"Con accatastamento, carico, operazione di disimpegno"
1061001,controllo immunitario,Effetto di controllo del congelamento immunitario
1062001,La notte del vuoto.,Sono stato infettato dal vuoto!
1069001,Rottura di resilienza (mostro),La resilienza è stata compromessa e l'abilità di muoversi è stata temporaneamente persa. La resilienza è stata compromessa dal mostro.
1070001,La resilienza è stata compromessa.,La resilienza è stata compromessa e al momento si ha perso la capacità di agire
1071001,Contromossa difensiva (Veleno),Può causare uno stato di avvelenamento all'attaccante
1072001,Ho un grande appetito.,"La scorsa notte ho dormito bene, stamattina ho un buon appetito!"
1073001,Protezione contro il veleno dello scorpione di livello 1.,"Il veleno dello scorpione diventa sempre più forte con ogni morso, fai attenzione!"
1073002,Protezione antiscorpione di livello 2.,"Il veleno dello scorpione diventa sempre più forte nel tempo, fai attenzione!"
