ID,任务名,任务描述,任务追踪
1002010,แสงสว่างในความมืด!,ใช้@item_11323#และ@item_11226#เพื่อคราฟต์@item_298#@1#r(หมายเหตุ!เวลาการเผาไหม้ของคบเพลิงมีจำกัด และหากไฟดับจำเป็นต้องจุดไฟใหม่ แต่เป็นเครื่องมือให้แสงสว่างชั่วคราวได้อย่างแน่นอน),คราฟต์@item_298#@1
1002011,ปาร์ตี้กองไฟ,ใช้@item_298#เพื่อจุดไฟ@item_1200#@1#r(บ้านทรุดโทรมที่ใกล้กับสถานีดวงดาวอาจมี@item_1200#แบบสำเร็จรูป หรือคุณสามารถคราฟต์เองได้),จุด@item_1200#@1
1002012,ช่างคราฟต์,ใช้@item_11323#แล@item_11627#เพื่อคราฟต์@item_800#@1#r(โต๊ะคราฟต์เป็นสิ่งจำเป็นสำหรับการผจญภัย! ว้าว ~ สามารถคราฟต์ของได้อีกเพียบเลย),คราฟต์@item_800#@1
1002013,จำเป็นต่อการอยู่รอด,ใช้@item_12600#และ@item_11226#เพื่อคราฟต์@item_828#@1#r(ต้องคราฟต์ด้วย@item_800#หลังคราฟต์เสร็จ อย่าลืมวาง@item_828#ไว้ในที่ปลอดภัย หากมีภัยคุกคามอยู่ใกล้ ๆ จะไม่สามารถนอนหลับได้!),คราฟต์@item_828#@1
1002014,พักผ่อนให้เพียงพอ,ใช้@item_828#เพื่อนอน#r(คลิกที่@item_828#จะสามารถนอนลงได้ แต่ตอนกลางวันไม่สามารถนอนหลับได้ ต้องนอนในกลางคืน กลางคืนของดาวมิราเริ่มจาก 20:00  อย่าลืมดูเวลาด้วยนะ),คลิก@item_828#ที่วางบนพื้นเพื่อนอน
1003001,เนื้อย่างหอมกรุ่น!,วาง@item_12513#ไว้บนกองไฟเพื่อย่างและจะได้รับ@item_12514#@1#r(เนื้อสัตว์ส่วนใหญ่ที่ดรอปจากการจำกัดสัตว์ต่างๆ ก็สามารถย่างได้ การกินเนื้อดิบโดยตรงในป่าถือเป็นสิ่งที่อันตรายมาก โปรดย่างก่อนรับประทาน!),ใช้@item_1200#ย่างเนื้อดิบเพื่อรับ@item_12514#@1
1003002,กินเนื้อย่างเพื่อเพิ่มพลัง,กิน@item_12514#เพื่อฟื้นฟูค่าความแข็งแรง@1#r(กินแล้วจะรู้สึกมีพลัง!),กิน@item_12514#@1
1003003,ตัวช่วยขุดแร่,ใช้@item_11627#และ@item_11323#เพื่อคราฟต์@item_11012#@1#r(@item_11012#สามารถช่วยให้เราขุดแร่ได้เร็วขึ้น การขุดแร่ด้วยมือเปล่านั้นช้าเกินไป!),คราฟต์@item_11012#@1
1003004,พลังงานใหม่?,ถือ@item_11012#เพื่อขุด@item_402#และจะได้รับ@item_11201#@1#r(@item_11201#เป็นเชื้อเพลิงใช้ในการหลอมที่พบบ่อยสุดในดาวมิรา พบบ่อยทั้งบนพื้นดินและใต้ดิน ),เก็บรวบรวม@item_402#@1
1003005,แร่ใหม่!,ถือ@item_11012#เพื่อขุด@item_451#@1#r(@item_451#มีการกระจายอย่างกว้างขวางในดาวมิรา มีทั้งบนดินและใต้ดิน),รวบรวม@item_451#@1
1003006,ช่างคราฟต์เตาหลอม,ใช้@item_11226#@item_101#เพื่อคราฟต์@item_802#@1#r(มี@item_802#ก็จะเริ่มทำการหลอมโลหะได้แล้ว ถึงเวลาที่หลอมโลหะเพื่ออัพเกรดเครื่องมือแล้ว),คราฟต์@item_802#@1
1003007,การหลอมโลหะ: ทองแดง,ใน@item_802#ใช้@item_451#เพื่อหลอมและกลั่น@item_11329#@1#r (@item_11329#เป็นโลหะพื้นฐานที่ใช้กันอย่างแพร่หลาย สามารถใช้เพื่ออัปเกรดเครื่องมือ ปรับปรุงประสิทธิภาพ),ทำการหลอมเพื่อรับ@item_11329#@1
1003008,เครื่องมือที่มีประโยชน์มากขึ้น,ใช้@item_11329#และ@item_11323#เพื่อคราฟต์@item_11011#@1#r(ต้องคราฟต์ด้วย@item_800#ถ้ามี@item_11011#ความเร็วในการขุดแร่เร็วกว่าเดิมมากเลย!),คราฟต์@item_11011#@1
1003009,บทเรียนแรก-เอาชีวิตรอดในป่า,"ทำภารกิจทั้งหมดในเป้าหมาย""นักสำรวจคนใหม่""ให้สำเร็จ#r(ได้เรียนรู้วิธีการเอาชีวิตรอดในป่าแบบพื้นฐานที่สุดแล้ว และถึงเวลาที่จะทำการอนุมานจากกรณีเดียวแล้ว กลอุบายของปีศาจแห่งความว่างเปล่ายังไม่ถูกทำลาย พยายามสู้ต่อเลย !)","ทำภารกิจทั้งหมดในเป้าหมาย""นักสำรวจคนใหม่""ให้สำเร็จ"
1004001,จุดเริ่มต้นของการทำนา,ใช้@item_11627#และ@item_11323#เพื่อคราฟต์@item_11032#@1#r(ถ้ามีเครื่องมือนี้ก็จะบุกเบิกพื้นที่เพาะปลูกได้แล้ว),คราฟต์@item_11032#@1
1004002,บุกเบิกพื้นที่เพาะปลูก,ถือ@item_11032#ใช้กับ@item_100#หรือ@item_101#เพื่อทำให้เป็นพื้นที่เพาะปลูก@1#r(หากเล่นทางPCให้เล็งไปที่บล็อกและกดปุ่มขวาค้างไว้ แต่ถ้าเล่นด้วยมือถือให้กดแตะค้างที่บล็อกก็จะบุกเบิกพื้นที่เพาะปลูกได้แล้ว ),ถือ@item_11032#เพื่อบุกเบิกที่ดินเพาะปลูก@1
1004003,คิงส์แห่งธัญพืช,หว่าน@item_11400#ไว้บนพื้นที่เพาะปลูก@1#r(ถือ@item_11400#และคลิกที่พื้นที่เพาะปลูกเพื่อปลูก),ปลูก@item_11400#@1
1004004,ใส่ปุ๋ย,ใช้@item_11311#กับพืชผล@1#r(@item_11311#สามารถเร่งการเจริญเติบโตของพืชส่วนใหญ่ได้ แต่ไม่ใช่ว่าทุกการปฏิสนธิจะประสบความสำเร็จ...),ใช้@item_11311#กับพืชผล@1
1004005,เก็บเกี่ยว!,เก็บเกี่ยว@ item_229#ที่สุก@1#r(การเก็บเกี่ยวครั้งแรกเป็นสิ่งที่น่าจดจำเสมอ),เก็บเกี่ยว@item_229#@1
1004006,ขั้นตอนแรกในการทำอาหาร,ใช้@item_104#เพื่อคราฟต์@item_200108#@1#r (เมื่อคราฟต์จะต้องใช้@item_800# กองไฟสามารถใช้@item_298#จุดไฟได้ ยังจำได้ไหม? นำ@item_200108#วางบน@item_1200#ที่จุดไฟจะสามารถทำอาหารรสเลิศได้มากมาย),เพื่อคราฟต์@item_200108#@1
1004007,เตรียมวัตถุดิบ,ใช้@item_229#เพื่อคราฟต์@item_344#@1#r(ต้องใช้@item_800#ในการคราฟต์@item_344#เป็นวัตถุดิบพื้นฐานสำหรับอาหารหลายอย่าง),คราฟต์@item_344#@1
1004008,ปรุงอาหารที่อร่อย,ปรุง@item_12502#@1#r (ใส่@item_344#ไว้ใน@item_200108#จากนั้นรอทานอาหารแสนอร่อยได้เลย),ปรุงอาหาร@item_12502#@1ใน@item_200108#
1004009,เพลิดเพลินกับอาหารอร่อย,ทาน@item_12502#@1#r(เมื่อคุณอิ่มแล้วถึงจะมีแรงไปทำงานได้!!),กิน@item_12502#@1
1004010,กระเป๋าเต็มแล้ว!,ใช้@item_11323#เพื่อคราฟต์@item_1180#@1#r(เมื่อกระเป๋าเต็มสามารถเก็บไอเทมไว้ในหีบเก็บของได้),คราฟต์@item_1180#@1
1004011,ต่อต้านศัตรูที่แข็งแกร่ง,ใช้@item_11323#เพื่อคราฟต์@item_812#และวาง@1#r(หลังจากที่บ้านมีประตูแล้ว ไม่เพียงแต่อำนวยความสะดวกในการเข้าและออกเท่านั้น แต่ยังป้องกันไม่ให้มอนสเตอร์เข้ามาในบ้านอีกด้วย แต่ต้องระวัง@item_812#อาจถูกคนป่าทำลายได้!),คราฟต์และวาง@item_812#@1
1004012,อุปกรณ์ป้องกัน,ใช้@item_11323#เพื่อคราฟต์@item_821#และวาง@1#r(เอา@item_821#ไปคลิก@item_821#ที่วางไว้แล้วเพื่อเชื่อมต่อกัน),คราฟต์และวาง@item_821#@1
1004013,ทางเข้าและออกในการป้องกัน,ใช้@item_11323#และ@item_11227#เพื่อคราฟต์@item_535#และวาง@1#r(@item_535#สามารถเชื่อมต่อกับกองไม้ ทำให้มอนสเตอร์ไม่สามารถเข้ามาในบ้านของคุณได้),คราฟต์และวาง@item_535#@1
1004014,รูปปั้นหินลึกลับ,ใช้@item_104#เพื่อคราฟต์@item_596#และวาง@1#r(รูปปั้นหินแปลก ๆ แค่มองก็รู้สึกแปลก ๆ สัมผัสแล้วอาจจะมีบางอย่างเกิดขึ้น),คราฟต์และวาง@item_596#@1
1004015,เริ่มต้นใหม่ ที่นี่,"มอบดาวให้กับ@item_596#@1#r(หลังจากคลิก@item_596#แล้วเลือก ""มอบดาว"" เมื่อเกิดอุบัติเหตุในป่า รามี่สามารถพาคุณกลับมาที่นี่ได้)",มอบดาวให้กับ@item_596#@1
1004016,บทเรียนที่ 2-เอาชีวิตรอดในป่า,"ทำภารกิจทั้งหมดในเป้าหมาย""การเรียนรู้ไม่มีที่สิ้นสุด""ให้สำเร็จ#r(ได้ความรู้เกี่ยวกับการเอาชีวิตรอดเพิ่มเติม ถึงเวลาที่จะก้าวไปอีกขั้นแล้ว)",ทำภารกิจทั้งหมดในเป้าหมาย“การเรียนรู้ไม่มีที่สิ้นสุดให้สำเร็จ”
1004017,แสงธรรมชาติ,ใช้@item_837#คราฟต์@item_905#หรือ@item_907#@1#r(แหล่งแสงธรรมชาติที่สามารถส่องแสงได้ถาวร บางทีอาจใช้แทนคบไฟที่ดับลงได้ทุกเมื่อได้),คราฟต์@item_905#หรือ@item_907#@1
1005001,ผิวแกร่ง,ตามล่าเพื่อรับ@item_11307#@1#r(ต้องเอาชนะวัวหรือหมาป่าถึงจะได้รับ@item_11307#ต้องหาให้ดีๆ ละ),รับ@item_11307#@1
1005002,อุปกรณ์ทองแดง!,คราฟต์และสวมใส่อุปกรณ์ทองแดงใด ๆ เช่น@item_12216#@1#r(หลังเปลี่ยนใส่อุปกรณ์ทองแดง ทนต่อการโจมตีได้มากขึ้น ฮ่าฮ่า!),คราฟต์และสวมใส่อุปกรณ์ทองแดงใด ๆ@1
1005003,อาวุธที่คมชัดกว่า,ใช้@item_11329#และ@item_11323#เพื่อคราฟต์@item_12004#@1#r (การมี@item_12004#จะทำให้ความสามารถในการต่อสู้พุ่งสูงขึ้น),เพื่อคราฟต์@item_12004#@1
1005004,จับโจร,เอาชนะทูตแห่งความว่างเปล่าเพื่อรับ@item_11911#@1#r(ปีศาจแห่งความว่างเปล่าอาศัยอัครสาวกเหล่านี้เพื่อขโมยพลังแห่งการสร้างทุกที่ ต้องหยุดพวกเขาให้ได้!),เอาชนะทูตแห่งความว่างเปล่าเพื่อรับ@item_11911#@1
1005005,อัพเกรดโต๊ะคราฟต์!,อัปเกรด@item_800#เป็น@item_797#@1#r(ถือ@item_11911#ไปคลิก@item_800#ที่วางไว้แล้วเพื่ออัปเกรด@item_797#สามารถดูสูตรการคราฟต์ทั้งหมดได้โดยตรง),ถือ@item_11911#คลิกที่@item_800#
1005006,โฉมหน้าใหม่,"ทำการซ่อมแซมเครื่องมือหรืออุปกรณ์@1#r(ใช้@item_797#หรือ@item_800#ได้หมด คลิกที่โต๊ะคราฟต์เพื่อเปิด เลือก ""ซ่อมแซมเครื่อง"" ทางด้านซ้าย แล้วใส่รายการที่ต้องการซ่อมแซมเข้าไป)",ทำการซ่อมแซมเครื่องมือหรืออุปกรณ์หนึ่งครั้ง@1
1005007,ปรับประสิทธิภาพในการหลอม,ใช้@item_11329#เพื่อคราฟต์@item_799#@1#r(หลังจากเปลี่ยนเป็นเตาหลอมขั้นสูงแล้ว สามารถหลอมแร่หลายกลุ่มในครั้งเดียว ประสิทธิภาพเพิ่มขึ้นเป็นสองเท่า),คราฟต์@item_799#@1
1005008,แร่ที่แข็งกว่า,ขุด@item_401#@1#r(@item_401#แข็งกว่า@item_451#การกระจายตัวของมันก็ลึกกว่า ต้องขุดลึกลงไปอีกหลายชั้นถึงจะเจอ แต่อย่าขุดลึกเกินไป),เก็บรวบรวม@item_401#@1
1005009,การหลอมโลหะ:มิธริล,ทำการหลอมเพื่อได้รับ@item_11209#@1#r(ถ้ามี@item_11209#ก็จะสามารถคราฟต์เครื่องมือและอุปกรณ์ที่ทนทานมากขึ้น ยังสามารถคราฟต์บล็อกเพิ่มเติมได้อีกด้วย แนะนำให้สำรองเยอะๆ),ทำการหลอมเพื่อรับ@item_11209#@1
1005010,เครื่องมือมิธริล！,คราฟต์@item_11013#@1#r(ความเร็วในการขุดของ@item_11013#เร็วกว่า@item_11011#ตั้งเยอะ และยังสามารถรับความสามารถที่มีประสิทธิภาพมากขึ้นโดยทำการฝังรูน),คราฟต์@item_11013#@1
1005011,พลังที่ควบแน่นตามธรรมชาติ,คราฟต์@item_785#@1#r(ใช้@item_785#เพื่อทำการฝังรูนให้กับเครื่องมือ อาวุธและอุปกรณ์ หินรูนมีหลายชนิด ไปสำรวจที่ใต้ดินได้เลย),คราฟต์@item_785#@1
1005012,กระตุ้นพลังรูน,ทำการฝังรูน#r(คลิก@item_785#เพื่อเปิด สามารถเลือกได้อย่างอิสระในเครื่องมือและหินรูนทางด้านซ้าย ลองอีกสองสามครั้ง การฝังรูนไม่ประสบความสำเร็จทุกครั้ง และต้องเป็นเครื่องมือที่มีความแข็งแกร่งเหนือกว่ามิธริลเท่านั้นถึงจะทำการฝังรูนได้),ใช้@item_785#เพื่อทำการฝังรูนหนึ่งครั้ง
1005013,ก้าวไปอีกขั้น!,"ทำภารกิจทั้งหมดในเป้าหมาย""นักสำรวจที่มีทักษะ""ให้สำเร็จ#r(คุณสามารถอยู่ด้วยตัวคุณเองแล้ว เสริมความแข็งแกร่งให้ตัวเองต่อไปและเอาชนะปีศาจแห่งความว่างเปล่า!)","ทำภารกิจทั้งหมดในเป้าหมาย""นักสำรวจที่มีทักษะ""ให้สำเร็จ"
1006001,เศษซากในอดีต,เก็บรวบรวม@item_598#ในใต้ดินเพื่อรับ@item_11205#@1#r(@item_11331#ประกอบด้วย@item_11205#มี@item_598#จำนวนมากที่ฝังลึกลงไปในดาวมิราเมื่อนานมาแล้ว),เก็บรวบรวม@item_598#@1ในใต้ดิน
1006002,พลังงานห่วงโซ่ดวงดาว,ใช้@item_11205#เพื่อคราฟต์@item_11331#@1#r(ตามชื่อที่แนะนำ@item_11331#เป็นไอเทมสำคัญสำหรับการจัดหาพลังงานของสถานีดวงดาว),คราฟต์@item_11331#@1
1006003,เกาะอยู่บนท้องฟ้า？！,ก้าวเข้าสู่ระบบนิเวศของเกาะว่างเปล่าบนดาวมิรา#r(ระบบนิเวศที่น่าทึ่งบนดาวมิรา พื้นผิวหลุดออกจากการระงับสู่ท้องฟ้า แต่ยังคงอยู่ในสภาพที่มั่นคงมาก),ก้าวเข้าสู่ระบบนิเวศเกาะว่างเปล่า
1006004,ค้าขายกับคนนอก,ซื้อ@item_11334#กับพ่อค้าเกาะว่างเปล่า@1#r(มนุษย์ดาวแองเจโลชอบสะสมสมบัติรอบจักรวาล ในขณะเดียวกันก็ชอบความสูงมาก น่าจะเจอพวกเขาบนเกาะว่างเปล่าได้ พวกเขาต้องมี@item_11334#จำนวนไม่น้อย),ซื้อ@item_11334#@1กับพ่อค้าเกาะว่างเปล่า
1006005,ประกอบเสร็จแล้ว!,คราฟต์@item_11335#@1#r(สถานีดวงดาวบนดาวมิราทั้งหมดนั้นถูกทำลายโดยปีศาจแห่งความว่างเปล่าไปแล้ว สามารถเคลื่อนย้ายได้ภายในดาวเคราะห์แม้หลังจากเปิดใช้งาน ต้องใช้@item_11335#เพื่อซ่อมแซมโมดูลการเคลื่อนย้ายทางไกล),คราฟต์@item_11335#@1
1006006,ซ่อมแซมสถานีดวงดาว,ใช้@item_11331#คลิกที่@item_594#@1เพื่อเปิดใช้งานอีกครั้ง#r(หลังจากเปิดใช้งานสถานีดวงดาวก็จะสามารถเชื่อมต่อกับเครือข่ายห่วงโซ่ดวงดาวอีกครั้ง การเดินทางจะง่ายขึ้นเพียงแค่เปิดใช้งานสถานีดวงดาวเพิ่มเติม),ใช้@item_11331#คลิก@item_594#@1
1006007,อัพเกรดสถานีดวงดาว,ใช้@item_11335#คลิกที่@item_595#@1เพื่ออัพเกรด#r(หลังจากอัพเกรดเป็น@item_597#ก็จะสามารถเคลื่อนย้ายระหว่างดาวเคราะห์ที่อยู่ติดกันได้),ใช้@item_11335# คลิก@item_595#
1006008,เตรียมเดินทางไปสู่ต่างดาว,"ทำภารกิจทั้งหมดในเป้าหมาย""วิศวกรห่วงโซ่ดวงดาว""ให้สำเร็จ#r(หลังจากซ่อมแซมสถานีดวงดาว คุณสามารถไปที่ดาวเปลวไฟ และดาวโฮราสได้ เข้าใกล้การเอาชนะปีศาจแห่งความว่างเปล่าอีกก้าวหนึ่ง)","ทำภารกิจทั้งหมดในเป้าหมาย""วิศวกรห่วงโซ่ดวงดาว""ให้สำเร็จ"
1007001,ก้าวเข้าสู่ป่าดงดิบ,ก้าวเข้าสู่ระบบนิเวศน์ของป่าดงดิบบนดาวมิรา#r(ป่าดงดิบของดาวมิรา มีต้นไม้สูงและหนาแน่น เต็มไปด้วยอันตราย เป็นการดีที่สุดที่จะไม่ออกไปข้างนอกขณะเกิดพายุฝนฟ้าคะนองในป่าดงดิบ การถูกฟ้าผ่าไม่ใช่เรื่องตลก!),ก้าวเข้าสู่ระบบนิเวศน์ป่าดงดิบ
1007002,แกนป่าดงดิบ,ทำลาย@item_396#เพื่อรับ@item_11601#@1#r(บางครั้งผลึกบางส่วนจะสะสมอยู่บนลำต้นของไม้อาร์เบอร์ในป่าดงดิบ ต้องสงบสติอารมณ์และค้นหาอย่างระมัดระวัง),รับ@item_11601#@1
1007003,กุญแจโบราณ,"ใช้@item_11601#และ@item_11329#เพื่อคราฟต์@item_11597#@1#r(บน@item_11597#ถูกแกะสลักภาษาของชาวมิราในสมัยโบราณ บันทึกวิธีการเปิด ""วัดป่าดงดิบ"")",คราฟต์เพื่อรับ@item_11597#@1
1007004,วัดป่าดงดิบ!,หลังจากหาเจอ@item_578#ในป่าดงดิบ ใช้@item_11597#คลิกเพื่อเปิดใช้งาน และจะอัญเชิญวัดป่าดงดิบได้#r(เทพเจ้างูขนนกอยู่ข้างใน!),อัญเชิญวัดป่าดงดิบ
1007005,เทพเจ้างูขนนก,"เอาชนะเทพเจ้างูขนนก#r(การกำเนิดของเทพเจ้างูขนนกเกิดขึ้นจากอุบัติเหตุ ""ผลไม้ศักดิ์สิทธิ์"" ถูกซ่อนอยู่ในร่างกายของมัน และผ่านกาลเวลามาไม่รู้จบ...)",เอาชนะเทพเจ้างูขนนก
1007006,เมล็ดศักดิ์สิทธิ์,"รับ@item_591#@1#r(กุญแจผนึกที่เก็บไว้ใน ""ผลไม้ศักดิ์สิทธิ์"" ส่งต่อจากรุ่นสู่รุ่นผ่านยีนทางพันธุกรรม ...)",รับ@item_591#@1
1007007,ปาฏิหาริย์แห่งชีวิต,ปลูก@item_591#ลงในหลุมดินเพื่อให้โตเป็นต้นไม้ศักดิ์สิทธิ์@1#r(ต้นไม้ศักดิ์สิทธิ์แตกต่างจากพืชอื่น ไม่สามารถใช้@item_11311#เร่งการเติบโต ได้แต่รออย่างช้าๆ),ปลูก@item_591#@1
1007008,"กุญแจที่เป็นสัญลักษณ์ของ ""ชีวิต""",เก็บ@item_587#ที่บนต้นไม้ศักดิ์สิทธิ์@1#r(ต้นไม้ศักดิ์สิทธิ์สูงตระหง่าน ในขณะที่ผลไม้เติบโตในลำต้นสูง กระบวนการเก็บนั้นอันตรายมาก ต้องระวัง),รับ@item_587#@1
1007009,กางปีกและทะยาน,คราฟต์และสวมใส่@item_11591#@1#r(เทพเจ้างูขนนกมีขนปีกที่แข็งแรงมาก แต่เบาผิดปกติ แบก@item_11591#ไว้บนหลังเพื่อร่อน),คราฟต์และสวมใส่@item_11591#@1
1007010,ใบไม้ที่ส่องแสง,เก็บใบไม้ที่เรืองแสงในป่าดงดิบตอนกลางคืน รับ@item_11596#@1#r(อย่าลืมว่าฝุ่นดาวบนใบไม้จะสลายไปเมื่อเป็นเวลากลางวัน),รับ@item_11596#@1
1007011,คาถา?,คราฟต์@item_11569#@1#r(ถ้าไม่ฝังผลึกก็เป็นแค่แท่งไม้),คราฟต์@item_11569#@1
1007012,คาถา!!!,คราฟต์คทาเวทย์ใด ๆ@1 เช่น@item_11580##r(ผลึกมีหลายชนิด นักบวชอาศัยผลึกเหล่านี้ถึงจะมีความสามารถหลากหลายรูปแบบ),คราฟต์คทาเวทย์ใด ๆ@1
1007013,"ม่านเรียก! ""บทแห่งชีวิต""","ทำภารกิจทั้งหมดในเป้าหมาย""ไขปริศนาในป่าดงดิบ""ให้สำเร็จ","ทำภารกิจทั้งหมดในเป้าหมาย""ไขปริศนาในป่าดงดิบ""ให้สำเร็จ"
1008001,ไปสู่ดาวเปลวไฟ,โดยสารสถานีดวงดาวไปยังดาวเปลวไฟ#r(ดาวเปลวไฟเป็นดาวเคราะห์ที่อยู่ใกล้ดาวฤกษ์มากที่สุดในกาแลคซี อุณหภูมิพื้นผิวสูงมาก และเกือบปกคลุมด้วยลาวา ต้องเตรียมพร้อมอย่างดีก่อนมุ่งหน้าไปยังดาวเปลวไฟ),โดยสารสถานีดวงดาวไปยังดาวเปลวไฟ
1008002,กำจัดมังกรดำ I,"เอาชนะมังกรดำโบราณ!#r(มังกรดำปกป้องดาบเพลิงแตกหักเป็นเวลานานมาก  แต่ก็ยังไม่ลืมข้อตกลงที่ทำไว้กับ""คนโบราณ"" ถ้าอยากได้รับ ""ดาบเพลิงแตกหัก"" ต้องผ่านการทดสอบของมันก่อน พิสูจน์ความแข็งแกร่งของคุณกับมังกรดำเถอะ!)",เอาชนะมังกรดำโบราณ
1008003,"กุญแจที่แสดงถึง ""ความกล้าหาญ""",รับ@item_588##r(หนึ่งในส่วนของกุญแจผนึกที่เก็บไว้ในดาบเพลิงแตกหัก มีจำเป็นต่อการยกผนึกภูเขาไฟ),รับ@item_588#
1008004,เพิ่มความยาก!,คราฟต์@item_11215#เปิดใช้@item_765#อัญเชิญมังกรลาวา,อัญเชิญมังกรลาวา
1008005,กำจัดมังกรดำ II,เอาชนะมังกรลาวา!#r(มังกรดำแปลงร่างเป็นลาวาเพื่อเริ่มการทดสอบครั้งที่สอง เอาชนะมันและแข็งแกร่งขึ้น!),เอาชนะมังกรลาวา!
1008006,ความยากลำบากเต็ม!,คราฟต์@item_11216#เปิดใช้@item_765#อัญเชิญมังกรอลวน,อัญเชิญมังกรอลวน
1008007,กำจัดมังกรดำ(ไร้จำกัด),ชัยชนะมังกรอลวน! #r(มังกรดำแปลงร่างเป็นรูปแบบที่อลวนและเปิดการทดสอบระดับที่ 3 นี่เป็นการทดสอบที่ยากที่สุดและต้องมีการเตรียมตัวอย่างเพียงพอ),เอาชนะมังกรอลวน!
1008008,รับเปลือกปูลาวา,เอาชนะปูลาวาเพื่อรับ@item_12605#@1#r(ปูลาวาสามารถอยู่รอดได้ในดาวเปลวไฟที่อุณหภูมิสูงมาก และยังสามารถว่ายน้ำในหินหนืด แยกออกจากเปลือกแข็งที่มีมนต์ขลังบนร่างกายของมันไม่ได้),รับ@item_12605#@1
1008009,เตรียมกระเป๋าเป้กันไฟ,คราฟต์และสวมใส่@item_12277#@1#r(มี@item_12277#ก็จะสามารถทนต่ออุณหภูมิสูงของดาวเปลวไฟได้แล้ว),คราฟต์และสวมใส่@item_12277#@1
