id编号,标题,内容,作者,是否匿名
65,เพื่อนรัก ยังจำฉันได้ไหม,รักทะเลเวลามีเธอ ละเมอถึงเธอแม้ตัวอยู่ทะเล,ข้อความจากทะเล,
66,เพื่อนรัก ยังจำฉันได้ไหม,หาดทรายสีขาว ส่วนรักเราสีสดใส,ข้อความจากทะเล,
67,เพื่อนรัก ยังจำฉันได้ไหม,ทะเลที่ว่ามีคลื่น ยังไม่สดชื่นเท่าเรามีเธอ,ข้อความจากทะเล,
68,เพื่อนรัก ยังจำฉันได้ไหม,ถึงตัวจะอยู่เสม็ด แต่ใจเรามันเกเรไปกับเธอนะ,ข้อความจากทะเล,
69,เพื่อนรัก ยังจำฉันได้ไหม,น้ำทะเลที่ว่าใส ยังไม่เท่ารอยยิ้มพิมพ์ใจของน้อง,ข้อความจากทะเล,
70,เพื่อนรัก ยังจำฉันได้ไหม,เที่ยวทะเลต้องหน้าร้อน แต่เธอมาอ้อนอะน่ารัก,ข้อความจากทะเล,
71,เพื่อนรัก ยังจำฉันได้ไหม,ลืมตาดำน้ำไม่ค่อยชัด แต่โฟกัสอยู่ที่เธอชัดเจน,ข้อความจากทะเล,
72,เพื่อนรัก ยังจำฉันได้ไหม,ท้องทะเลเป็นสีฟ้า แต่พอเธอเข้ามาดันกลายเป็นสีชมพู,ข้อความจากทะเล,
73,เพื่อนรัก ยังจำฉันได้ไหม,เห็นทะเลแล้วใจละเมอ เห็นหน้าเธอแล้วใจละลาย,ข้อความจากทะเล,
74,เพื่อนรัก ยังจำฉันได้ไหม,ในทะเลมีปลา แต่ในสายตาเรามีแต่เธอ,ข้อความจากทะเล,
75,เพื่อนรัก ยังจำฉันได้ไหม,เพราทะเลมันกว้าง คนข้าง ๆ เลยสำคัญ,ข้อความจากทะเล,
76,เพื่อนรัก ยังจำฉันได้ไหม,ถ้าเธอเป็นทะเล ฉันคนเป็นปลาเกเรที่ขาดเธอไม่ได้,ข้อความจากทะเล,
77,เพื่อนรัก ยังจำฉันได้ไหม,อยากมีคนคิดถึงใส่ใจ ที่ไม่ใช่ป้าข้างบ้าน😂,ข้อความจากทะเล,
78,เพื่อนรัก คิดถึงเราป่าว?,คิดถึงคำธรรมดา แต่ก็ดูพิเศษใส่ไข่นะ😅🍳,เพื่อนรัก,
79,เพื่อนรัก คิดถึงเราป่าว?,คำว่าคิดถึง ไม่ว่าสถานการณ์ไหน มันก็สุขใจดี🙂,เพื่อนรัก,
80,เพื่อนรัก คิดถึงเราป่าว?,ความคิดที่ทรมานที่สุดไม่ใช่คิดเลข แต่เป็นคิดถึงต่างหากล่ะ😅,เพื่อนรัก,
81,เพื่อนรัก คิดถึงเราป่าว?,ใจยังอ่อนแอ เพราะแคร์คำว่าคิดถึง😖,เพื่อนรัก,
82,เพื่อนรัก คิดถึงเราป่าว?,รับบริจาคความคิดถึง เพื่อมอบให้ผู้ประสบภัยความเหงา 😂,เพื่อนรัก,
83,เพื่อนรัก คิดถึงเราป่าว?,การคิดถึงบางครั้งก็รู้สึกดี… แต่บางครั้งก็รู้สึกทรมาน,เพื่อนรัก,
84,เพื่อนรัก คิดถึงเราป่าว?,ที่มึงไม่ลืมเพราะมึงยังไม่แก่พอ 😢,เพื่อนรัก,
85,เพื่อนรัก คิดถึงเราป่าว?,จงอยู่กับวันนี้แล้วมีกับวันข้างหน้า 😔,เพื่อนรัก,
86,เพื่อนรัก คิดถึงเราป่าว?,เธออยู่ทุกที่ยกเว้นที่นี่อยู่กับฉัน ☺️,เพื่อนรัก,
87,เพื่อนรัก คิดถึงเราป่าว?,คิดถึงวันเก่าๆ จัง กลับมาให้กอดอีกได้ไหม 🥺,เพื่อนรัก,
88,เพื่อนรัก คิดถึงเราป่าว?,คนจริงอยู่แล้ว คิดถึงก็ดูรูปเอา,เพื่อนรัก,
89,เพื่อนรัก คิดถึงเราป่าว?,คุณไม่ควรพลาดคนที่ไม่คิดถึงคุณใช่ไหม 🤨,เพื่อนรัก,
90,เพื่อนรัก คิดถึงเราป่าว?,คิดถึง (ไม่ทุกเรื่อง) คิดถึง (ไม่ทุกคน) 🙂,เพื่อนรัก,
91,เพื่อนรัก คิดถึงเราป่าว?,ของกินไม่กินก็เน่า ของเก่าไม่เล่าก็ลืม 😣,เพื่อนรัก,
92,เพื่อนรัก คิดถึงเราป่าว?,ตัดกันไม่ขาด แต่ก็ต่อกันไม่ติด,เพื่อนรัก,
93,เพื่อนรัก คิดถึงเราป่าว?,อยากคุยมากนะ แต่แชทเก่าเค้ายังไม่อ่านเลย 😅,เพื่อนรัก,
94,เพื่อนรัก คิดถึงเราป่าว?,อยากคุยมากนะ แต่แชทเก่าเค้ายังไม่อ่านเลย 😅,เพื่อนรัก,
95,เพื่อนรัก คิดถึงเราป่าว?,มันจะมีความคิดถึงอยู่หน่อยๆ แต่ก็ไม่กล้าทักไป 🥺,เพื่อนรัก,
96,เพื่อนรัก คิดถึงเราป่าว?,คิดใดเล่า จะแย่ไปกว่าคิดถึงเธอ 😋,เพื่อนรัก,
97,เพื่อนรัก คิดถึงเราป่าว?,เขาไม่สนก็เลิกบ้า เขาไม่โทรหาก็เลิกรอ 😩,เพื่อนรัก,
98,เพื่อนรัก คิดถึงเราป่าว?,ขอให้นอนหลับแล้วหลังจากตื่นมาทุกอย่างจะเหมือนเมื่อก่อน 😴,เพื่อนรัก,
99,เพื่อนรัก คิดถึงเราป่าว?,อีกคนไปได้ดี อีกคนอยู่กับที่ไม่ไปไหน 😢,เพื่อนรัก,
100,เพื่อนรัก คิดถึงเราป่าว?,การตัดการติดต่อกัน ไม่ได้แปลว่าไม่คิดถึง,เพื่อนรัก,
101,เพื่อนรัก คิดถึงเราป่าว?,ได้แต่ภาวนาขอให้ฉันหมดความรู้สึกทุกอย่างที่มีต่อเธอ 😭,เพื่อนรัก,
102,เพื่อนรัก คิดถึงเราป่าว?,คิดถึงแหล่ะ แต่จะไม่รบกวนแล้ว,เพื่อนรัก,
103,เพื่อนรัก คิดถึงเราป่าว?,ยิ่งไขว้คว้า ก็ยิ่งห่างไกล ยิ่งใส่ใจ ยิ่งเจ็บปวด 😭,เพื่อนรัก,
104,เพื่อนรัก คิดถึงเราป่าว?,ฉันไม่คิดถึงคุณ ฉันคิดถึงคนที่ฉันเคยคิดว่าคุณเป็น 😔,เพื่อนรัก,
105,เพื่อนรัก คิดถึงเราป่าว?,การคิดถึงจนร้องไห้ มันมีอยู่จริงๆ นะ 😢,เพื่อนรัก,
106,เพื่อนรัก คิดถึงเราป่าว?,ฝากท้องฟ้าและดวงดาวโอบกอดเธอแทนฉันที ☄️,เพื่อนรัก,
107,เพื่อนรัก คิดถึงเราป่าว?,ไม่มีที่ไหนเหมือนบ้านจริงๆ 😩,เพื่อนรัก,
108,เพื่อนรัก คิดถึงเราป่าว?,ตื่นขึ้น และไตร่ตรองถึงอนาคต 🧐,เพื่อนรัก,
109,คิดถึงนะ,ฉันคิดถึงคุณเหมือนสาวอ้วนคิดถึงคุกกี้ 🤤🍪,จากคนที่คิดถึงเรา,
110,คิดถึงนะ,การพูดว่าฉันคิดถึงคุณเป็นการพูดน้อย 😅,จากคนที่คิดถึงเรา,
111,คิดถึงนะ,ฉันคิดถึงคุณเหมือนคนงี่เง่าพลาดประเด็น 🤣,จากคนที่คิดถึงเรา,
112,คิดถึงนะ,ฉันคิดถึงเธอ เหมือนพระจันทร์คิดถึงดวงอาทิตย์ 😄,จากคนที่คิดถึงเรา,
113,คิดถึงนะ,ฉันคิดถึงคุณมากกว่าแฮมคิดถึงเบอร์เกอร์ จริงๆ นะ 😂🍔,จากคนที่คิดถึงเรา,
114,คิดถึงนะ,คิดถึงคุณ คุณคนเก่านะ… คนใหม่มันห่วย 😏,จากคนที่คิดถึงเรา,
115,คิดถึงนะ,เพื่อนกินหาง่าย เพื่อนออกกำลังกายหายาก,จากคนที่คิดถึงเรา,
116,คิดถึงนะ,เพื่อนมีเป็นแสน แฟนมีเป็นศูนย์,จากคนที่คิดถึงเรา,
117,คิดถึงนะ,ช่วงนี้จำอะไรไม่ค่อยได้เลย… นอกจากจำนำ,จากคนที่คิดถึงเรา,
118,คิดถึงนะ,ถึงไม่ใช่โซเดียม แต่คอลไลน์ได้นะ,จากคนที่คิดถึงเรา,
119,คิดถึงนะ,วันที่เหมาะกับการออกกำลังกายมากที่สุด คือ วันหลัง,จากคนที่คิดถึงเรา,
120,คิดถึงนะ,ถ้าเธอชอบคนเอวเล็ก โทษทีเราเอวดีอะ,จากคนที่คิดถึงเรา,
121,คิดถึงนะ,พยายามหาเลขเด็ด แต่ลืมไป เราเด็ดกว่าเลข,จากคนที่คิดถึงเรา,
122,คิดถึงนะ,บางครั้งชีวิตก็ไม่ได้ต้องการกำลังใจ แต่ต้องการกำลังโอน,จากคนที่คิดถึงเรา,
123,คิดถึงนะ,แล้ววันหนึ่ง เราจะหัวเราะให้กับทุกเรื่อง ไม่ได้เก่งขึ้นนะ เป็นบ้า,จากคนที่คิดถึงเรา,
124,คิดถึงนะ,ไม่อยากแข่งกับใครหรอก กลัวชนะเพราะเรามันน่ารักเกินไป,จากคนที่คิดถึงเรา,
125,คิดถึงนะ,โตแล้วแยกแยะได้ งานคืองาน เที่ยวคือเที่ยว งาน 10% เที่ยว 90%,จากคนที่คิดถึงเรา,
126,คิดถึงนะ,ไม่อยากติดตลกละ อยากติดเธอ,จากคนที่คิดถึงเรา,
127,คิดถึงนะ,ช่วงนี้ออกกำลังกายด้วยการเดิน.. เดินหาอะไรกิน,จากคนที่คิดถึงเรา,
128,คิดถึงนะ,เป็นคนถูกรักว่ายากแล้ว เป็นคนถูกหวยยากกว่าอีก,จากคนที่คิดถึงเรา,
129,คิดถึงนะ,ลองชากาแฟก่อนมั้ย ถ้าไม่ใช่ค่อยไปชาบู,จากคนที่คิดถึงเรา,
130,คิดถึงนะ,บางกว่าใจ คือเส้นผมเราไง,จากคนที่คิดถึงเรา,
131,คิดถึงนะ,เรื่องกินขอให้บอก ว่างตลอดทักมาเล่อะ,จากคนที่คิดถึงเรา,
132,คิดถึงนะ,หนังที่ดีที่สุด ยกให้หนังไก่ทอด,จากคนที่คิดถึงเรา,
133,คิดถึงนะ,วันนี้ไม่เห็นค่า วันหน้าคือพรุ่งนี้,จากคนที่คิดถึงเรา,
134,คิดถึงนะ,ไก่ที่หมดจาน ดีกว่าการที่เธอหมดใจ,จากคนที่คิดถึงเรา,
135,คิดถึงนะ,ถ้าคะแนนความสวยเต็ม100 อย่างน้อยต้องได้99,จากคนที่คิดถึงเรา,
136,คิดถึงนะ,สาระเดียวที่มีให้ตอนนี้ คือสารภาพรัก ฮิ้วว,จากคนที่คิดถึงเรา,
137,คิดถึงนะ,ถึงจะไม่มีใครแคร์คุณ แต่อย่างน้อยคุณก็มีรังแค,จากคนที่คิดถึงเรา,
138,คิดถึงนะ,ชีวิตนี้ไม่ต้องการอะไรที่ตื่นเต้น แต่ต้องการตื่นสาย,จากคนที่คิดถึงเรา,
139,คิดถึงนะ,อยากไปศรีธัญญาเลยอะ รู้สึกตัวเองน่ารักเป็นบ้า,จากคนที่คิดถึงเรา,
140,ข่าวสารจากโลกมินิ,สมองไม่มี ปากดีนัมเบอร์วัน,จากคนที่ห่วงใย,
141,ข่าวสารจากโลกมินิ,ช่วงนี้ร้อนจริงๆ นะ หมายถึงเงินอ่ะ ร้อนมาก,จากคนที่ห่วงใย,
142,ข่าวสารจากโลกมินิ,ทำไมเธอถึงเลือกเขา ขนาดพระยังเลือก..ฉันเลย,จากคนที่ห่วงใย,
143,ข่าวสารจากโลกมินิ,สายตาสั้นเท่าไหร่ไม่รู้ แต่ไปวัดดูเจอพระ,จากคนที่ห่วงใย,
144,ข่าวสารจากโลกมินิ,สุดท้ายสิ่งที่ทำให้เขายิ้มได้ไม่ใช่เรา แต่เป็นกัญชา,จากคนที่ห่วงใย,
145,ข่าวสารจากโลกมินิ,เราเป็นคนชั่วนะ ชั่วชีวิตนี้ก็ไม่มีวันผอม,จากคนที่ห่วงใย,
146,ข่าวสารจากโลกมินิ,คงมีแต่แกงค์คอลเซ็นเตอร์ ที่อยากคุยกับเรา,จากคนที่ห่วงใย,
147,ข่าวสารจากโลกมินิ,ฉันไม่ต้องการไปสวรรค์ เพราะบนนั้นไม่มีเพื่อนฉันสักคน,จากคนที่ห่วงใย,
148,ข่าวสารจากโลกมินิ,ดื่มเพื่อลืม ลืมกุญแจ ลืมโทรศัพท์ ลืมทางกลับบ้าน ลืมทุกอย่าง แต่ไม่ลืมเธอ,จากคนที่ห่วงใย,
149,ข่าวสารจากโลกมินิ,ไม่มีเงินบอกเราได้นะ เราก็ไม่มีเหมือนกัน จะได้พากันไปกู้,จากคนที่ห่วงใย,
150,ข่าวสารจากโลกมินิ,ส่วนที่ลดยากที่สุดคือความสวยค่ะ เพราะค่อนข้างจะสวยมาก,จากคนที่ห่วงใย,
151,ข่าวสารจากโลกมินิ,เศร้าแค่ในสตอรี่ ตัวจริงอารมณ์ดีเต้นสาวบางโพ,จากคนที่ห่วงใย,
152,ข่าวสารจากโลกมินิ,ชีวิตไม่คุมโทนอะไรทั้งนั้น แค่ทุกวันนี้คุมสติตัวเองยังไม่ได้เลยค่ะ,จากคนที่ห่วงใย,
153,ข่าวสารจากโลกมินิ,มาก่อนมาหลังบ่สำคัญ แต่อย่ามาพร้อมกันมันสิเกม,จากคนที่ห่วงใย,
154,ข่าวสารจากโลกมินิ,ไม่เคยยิ้มแล้วหน้าหวาน เพราะยิ้มแล้วหน้าบานตลอด,จากคนที่ห่วงใย,
155,ข่าวสารจากโลกมินิ,ยังไม่ได้บอกชอบ เพื่อนก็รอปลอบที่ร้านเหล้า,จากคนที่ห่วงใย,
156,ข่าวสารจากโลกมินิ,ชีวิตนี้ขอแพ้แค่ครีม ส่วนเ-ิงเดี๋ยวเจอกัน,จากคนที่ห่วงใย,
157,ข่าวสารจากโลกมินิ,พระเจ้าอาจจะสร้างเรามาเพื่อเมา ไม่ใช่เพื่อเธอ,จากคนที่ห่วงใย,
158,ข่าวสารจากโลกมินิ,อย่าว่าแต่ถูกหวยเลย ถูกใจเธอสักครั้งก็ยังไม่เคย,จากคนที่แอบชอบ,
159,ข่าวสารจากโลกมินิ,หยุดเหยียบย่ำหัวใจ💔 แล้วมาเหยียบหลังเราแทนได้ป่ะ..ปวดว่ะ🤣,จากคนที่แอบชอบ,
160,ข่าวสารจากโลกมินิ,เลยครึ่งปีมานานแล้วยังไม่ผอมเลย...โชคดีที่ยังสวย ค่อยยังชั่ว,จากคนที่แอบชอบ,
161,ข่าวสารจากโลกมินิ,ใช้ชีวิตวัยรุ่นได้คุ้มมั้ย...ไม่รู้ แต่ใช้เงินคุ้มมาก แถมไม่พอใช้ด้วย,จากคนที่แอบชอบ,
162,ข่าวสารจากโลกมินิ,จะท้อได้ยังไง ยังไม่ถูกรางวัลที่ 1 เลย,จากคนที่แอบชอบ,
163,ข่าวสารจากโลกมินิ,นอกจากจะไม่ถูกใจเธอแล้ว ยังไม่ถูกหวยอีก ไรว้า,จากคนที่แอบชอบ,
164,ข่าวสารจากโลกมินิ,อย่าดูถูกว่าตัวเองไม่เก่งอะไรเลย อย่างน้อยก็กินเก่ง กับใช้เงินเก่งอยู่นะ,จากคนที่แอบชอบ,
165,ข่าวสารจากโลกมินิ,เหมือนต้องการใครสักคน แต่จริงๆ แล้วต้องการสิบคน,จากคนที่แอบชอบ,
166,ข่าวสารจากโลกมินิ,ไม่เคยเชื่อเลยนะว่านางฟ้ามีจริง จนกระทั่งเดินมาส่องกระจก🤣,จากคนที่แอบชอบ,
167,ข่าวสารจากโลกมินิ,เรามัดใจใครไม่ได้หรอก ขนาดมัดผมยังลำบากเลย,จากคนที่แอบชอบ,
168,ข่าวสารจากโลกมินิ,น้ำขึ้นให้รีบตัก ผู้ชายทักให้รีบตอบ,จากคนที่แอบชอบ,
169,ข่าวสารจากโลกมินิ,กลางคืนอย่างห้าว ตอนเช้าอย่างง่วง,จากคนที่แอบชอบ,
170,ข่าวสารจากโลกมินิ,แคปชั่นไม่รู้ แต่แคบหมูไม่แน่,จากคนที่แอบชอบ,
171,ข่าวสารจากโลกมินิ,ไม่เคยวิ่งตามใคร เพราะขับรถไปหาอย่างเดียว,จากคนที่คิดถึง,
172,ข่าวสารจากโลกมินิ,อยากมีคนใส่ใจ ที่ไม่ใช่ป้าข้างบ้าน,จากคนที่คิดถึง,
173,ข่าวสารจากโลกมินิ,ใจไม่ดำหรอกจ้ะ ขอบตาต่างหากที่ดำ,จากคนที่คิดถึง,
174,ข่าวสารจากโลกมินิ,พูดไม่ค่อยเก่ง แต่กินหมดจาน,จากคนที่คิดถึง,
175,ข่าวสารจากโลกมินิ,"อยู่ด้วยกันจนถึงสิ้นปีเลยได้ไหม ""เงินอะ""",จากคนที่คิดถึง,
176,ข่าวสารจากโลกมินิ,อย่าทำให้หลงได้ไหม น้ำมันแพง,จากคนที่คิดถึง,
177,ข่าวสารจากโลกมินิ,วิธีที่ทำให้เธอหันมามอง คือการไอ,จากคนที่คิดถึง,
178,ข่าวสารจากโลกมินิ,ถึงไม่งามบาดตา แต่ปากหมาบาดใจนะ,จากคนที่คิดถึง,
179,ข่าวสารจากโลกมินิ,เราชอบตัวเองตอนเผลอ แล้วเธอชอบเราตอนไหน,จากคนที่คิดถึง,
180,ข่าวสารจากโลกมินิ,เคยเป็นแล้วคนดี ตอนนี้เป็นคนโสด,จากคนที่คิดถึง,
181,ข่าวสารจากโลกมินิ,ที่ต้องนั่งตลอด เพราะมีคนบอกลุคดูเจ้าชู้,จากคนที่คิดถึง,
182,ข่าวสารจากโลกมินิ,นั่งดูรูปตัวเองแล้วก็ท้องร้อง คนอะไรน่ากินจริงๆ,จากคนที่คิดถึง,
183,ข่าวสารจากโลกมินิ,อยากมอนิ่งเธอทุกวัน ติดตรงเราตื่นเที่ยง,จากคนที่คิดถึง,
184,ข่าวสารจากโลกมินิ,การมีแฟนที่ดี คือการที่มีแฟนเป็นเรา,จากคนที่คิดถึง,
185,ข่าวสารจากโลกมินิ,"ไม่มีหรอก ""เราชนะ"" มีแต่ ""เราชอบนะ"" เธอชอบไหม",จากคนที่คิดถึง,
186,ข่าวสารจากโลกมินิ,แม่ใช้ให้เด็ดพริก 10 เม็ด แต่ฉันเด็ด 11 เม็ด เพราะฉันเด็ดเกิน,จากคนที่คิดถึง,
