ID,名称,描述,说明
10015,ประเภทบล็อกที่รังสีกระทบ,ประเภทบล็อกที่ได้แตะต้องรังสีจาก%1ไปยัง%2 %3 ช่อง,
10016,ทิศทางที่สัมพันธ์กับระบบพิกัดสามแกน,"ทิศทางที่หันหน้าไปทาง%1 X%2,Y%3,Z%4",
10017,ทิศทางที่สัมพันธ์กับของระบบพิกัดทรงกลม,ทิศทางที่หันหน้าไปทาง%1 มุมทิศ%2 มุมแหงน%3,
10018,เป้าหมายผู้เล่น,เป้าหมาย%1,
10019,เป้าหมายสิ่งมีชีวิต,เป้าหมาย%1,
10020,เป้าหมายวัตถุขว้างปา,เป้าหมาย%1,
10021,เป้าหมายของดรอป,เป้าหมาย%1,
10022,ท่วงทำนองเสียงแปลงเป็นค่าตัวเลข,แปลง%1เป็นค่าตัวเลข,
10024,ตำแหน่งออฟเซ็ต (ไม่เปลี่ยนตำแหน่งเดิม),"%1 เคลื่อนที่ตามแกนพิกัด (%2,%3,%4)",
10025,ค่าบูลีน,ค่าบูลีน%1,
10026,ค่า,ค่า%1,
10027,สตริง,สตริง%1,
10028,ประเภทรูปลักษณ์,ประเภทรูปลักษณ์%1,
10029,กลุ่มค่าบูลีน,กลุ่มค่าบูลีน%1,
10030,กลุ่มค่าตัวเลข,กลุ่มค่าตัวเลข%1,
10031,กลุ่มสตริง,กลุ่มสตริง%1,
10032,รับจำนวนของค่าในกลุ่มใดๆ,รับจำนวนของค่าใน%1,
10033,รับจำนวนของค่าใดค่าหนึ่งในกลุ่มใดๆ,รับจำนวนของ%2ใน%1,
10034,รับหมายเลขของค่าใดค่าหนึ่งในกลุ่มใดๆ,รับหมายเลข%2ใน%1,
10035,ตัดสินค่าใดๆ ในกลุ่มใดๆ,ใน%1มี%2,
10036,ตัดสินการมีอยู่ของหมายเลขที่กำหนดในกลุ่มใดๆ,ค่าตำแหน่งของหมายเลข %2 ใน%1,
10037,ตัดสตริง,ตัดข้อความ %2- %3 ของ %1,
10038,แปลงสตริงเป็นค่าตัวเลข,แปลง%1เป็นค่าตัวเลข,
10039,รับเวลาอุปกรณ์โฮสต์,รับเวลา%1ของอุปกรณ์,
10040,รับเวลาอุปกรณ์โฮสต์ทั้งหมด,รับเวลาอุปกรณ์ทั้งหมด,
10041,ประเภทบล็อกแบบสุ่ม,ประเภทบล็อกแบบสุ่ม,
10042,แบ่งสตริง,แบ่ง%1 ด้วยเครื่องแบ่งแยก %2 และเลือกส่วนที่ %3 หลังการแบ่ง,
10043,Obtain the string with the JSON-specified mark,"Obtain %1 in JSON, content with the key name being %2",
10044,รับเวลาเซิร์ฟเวอร์เกม,รับเวลา%1ของเวลาเซิร์ฟเวอร์เกม,
10045,แปลงไทม์แสตมป์เป็นหน่วยเวลา,แปลงไทม์แสตมป์%1เป็น%2,
10046,รับเวลาเซิร์ฟเวอร์ทั้งหมด,รับเวลาเซิร์ฟเวอร์ทั้งหมด,
10047,แปลงไทม์แสตมป์เป็นเวลาเต็ม,แปลไทม์แสตมป์%1แปลงเป็นเวลาเต็ม,
10048,รับความยาวของสตริง,รับความยาวของ%1,
10049,ชื่อประเภทสถานะ,ชื่อประเภทของ%1,
10050,คำอธิบายประเภทสถานะ,คำอธิบายปลั๊กอินของ%1,
10051,รับพิกัดประเภทบล็อก,รับพิกัด %2 ที่ใกล้ที่สุดจาก %1 ค้นหา 3 บล็อกในรัศมี %3 ของแกน XYZ,
10052,แถบไอเทมเป้,รับ%1,
10053,ปุ่มแถบทางลัด,รับ%1,
10054,แถบอุปกรณ์,รับ%1,
10055,ประเภทบล็อกแปลงเป็นประเภทไอเทม,%1แปลงเป็นประเภทไอเทม,
10056,ประเภทไอเทมแปลงเป็นประเภทบล็อก,%1แปลงเป็นประเภทบล็อก,
10057,รับ ID ห้องปัจจุบัน,รับ ID ห้องปัจจุบัน,
1010001,สภาพอากาศเปลี่ยนแปลง,เมื่อ สภาพอากาศ เปลี่ยนแปลง,เมื่อท้องฟ้าโปร่งเปลี่ยนเป็นฝนตก และฝนตกเปลี่ยนเป็นท้องฟ้าโปร่ง
1010002,เมื่อสภาพอากาศของกลุ่มภูมิประเทศเปลี่ยนแปลง,เมื่ออากาศ %1 ที่กำหนดเปลี่ยนแปลง,กลุ่มทั่วไป: ที่ราบ/ป่า/หน้าผา/ป่าทึบ/แอ่ง/เกาะสกาย/แม่นํ้า กลุ่มทะเล: ชายหาด/ทะเลลึก/ทะเลตื้น/เกาะ กลุ่มทะเลทราย: ทะเลทราย/ โอเอซิส เขตหนาวทั่วไป: ป่าสนเขา/ทุ่งน้ำแข็ง เขตหนาวเขาสูง: ภูเขาน้ำแข็ง กลุ่มภูเขาไฟ: ภูเขาไฟ กลุ่มพื้นที่ชุ่มน้ำ: ป่าฝน/หนองน้ำ ที่ราบ เกาะสกาย
1020001,สร้างเกม,เมื่อสร้างเกม,หลังจากหมดเวลานับถอยหลัง เมื่อเริ่มเกม
1020002,เวลาเกม,เมื่อ เวลาเกม คือ %1,เมื่อเวลาปัจจุบันของเกมถึงเวลาที่กำหนด
1020003,เวลาเล่นเกม,หลังจากเล่นเกม %1 วินาที,หลังจากเข้าเกมและเล่นเกมตามเวลากำหนด
1020004,ผู้เล่นชนะ,เมื่อ ผู้เล่น ชนะ,
1020005,ผู้เล่นพ่ายแพ้,เมื่อ ผู้เล่น พ่ายแพ้,
1020007,ผู้เล่นเข้าสู่เกม,เมื่อ ผู้เล่น เข้าสู่เกม,
1020008,ผู้เล่นออกจากเกม,เมื่อ ผู้เล่น ออกจากเกม,
1020009,เครื่องจับเวลาเปลี่ยนแปลง,เมื่อ เครื่องจับเวลา เกิดการเปลี่ยนแปลง,เมื่อเครื่องจับเวลาใดๆ ในคลังตัวแปรเกิดการเปลี่ยนแปลง
1020010,เครื่องจับเวลาที่กำหนดเกิดการเปลี่ยนแปลง,เมื่อ %1 เกิดการเปลี่ยนแปลง,เมื่อตัวแปรของเครื่องจับเวลาที่กำหนดในคลังตัวแปรเกิดการเปลี่ยนแปลง
1020011,เมื่อเวลาเล่นเกม (วนซ้ำ),เล่นเกมทุกๆ %1 วินาที,"1. ค่าต่ำสุดคือ 0.05 วินาที ค่า 0.01-0.09 จะคิดเป็น 0.05
2. จะเปิด (วนซ้ำ) ทุกครั้งที่เล่นเกมครบตามเวลาที่กำหนด"
1020012,เมื่อห้องเซิร์ฟเวอร์คลาวด์ได้รับข้อความใดๆ,เมื่อ ห้องเซิร์ฟเวอร์คลาวด์ ได้รับข้อความใดๆ,
1020013,รับข้อความประกาศ,เมื่อ รับ ข้อความประกาศ %1,
1020014,บรรลุเงื่อนไข,เมื่อบรรลุ %1,
1020015,เมื่อจัดวางพิมพ์เขียว,เมื่อจัดวาง พิมพ์เขียว,
1020016,เมื่อห้องเซิร์ฟเวอร์คลาวด์ได้รับข้อความประกาศจากเซิร์ฟเวอร์,เมื่อห้องเซิร์ฟเวอร์คลาวด์ได้รับข้อความประกาศจากเซิร์ฟเวอร์ %1,
1030001,ผู้เล่นพ่ายแพ้,เมื่อ ผู้เล่น พ่ายแพ้,
1030002,ผู้เล่นคืนชีพ,เมื่อ ผู้เล่น คืนชีพ,
1030003,คุณสมบัติผู้เล่นเปลี่ยนแปลง,เมื่อคุณสมบัติ %1 ของ ผู้เล่น เปลี่ยนแปลง,เมื่อผู้เล่นคุณสมบัติใดๆ อย่างเช่น HP เกิดการเปลี่ยนแปลง
1030004,ผู้เล่นเอาชนะเป้าหมาย,เมื่อ ผู้เล่น เอาชนะเป้าหมาย,เมื่อผู้เล่นเอาชนะผู้เล่นคนอื่นและสิ่งมีชีวิต ผู้เล่นและสิ่งมีชีวิตที่ถูกเอาชนะเป็นเป้าหมายผู้เล่นและสิ่งมีชีวิตในเหตุการณ์
1030005,ผู้เล่นทำการโจมตี,เมื่อ ผู้เล่น เริ่มโจมตี,
1030006,ผู้เล่นโจมตีโดน,เมื่อ ผู้เล่น โจมตีโดน,เมื่อผู้เล่นโจมตีโดนผู้เล่นคนอื่น และสิ่งมีชีวิตอื่น ผู้เล่นและสิ่งมีชีวิตที่โดนเป็นเป้าหมายผู้เล่นและสิ่งมีชีวิตในเหตุการณ์
1030007,ผู้เล่นสร้างดาเมจ,เมื่อ ผู้เล่น สร้างดาเมจ,เมื่อผู้เล่นสร้างดาเมจต่อผู้เล่นคนอื่นและสิ่งมีชีวิต ผู้เล่นและสิ่งมีชีวิตที่โดนดาเมจเป็นเป้าหมายผู้เล่นและสิ่งมีชีวิตในเหตุการณ์
1030008,ผู้เล่นถูกดาเมจ,เมื่อ ผู้เล่น ถูกดาเมจ,
1030009,ผู้เล่นเคลื่อนที่,เมื่อ ผู้เล่น เคลื่อนที่ 1 ช่อง,
1030010,ผู้เล่นใช้งานอีโมติคอนแบบไดนามิก,เมื่อ ผู้เล่น ใช้งานอีโมติคอนแบบไดนามิก,
1030011,ผู้เล่นใช้งานไอเทม,เมื่อ ผู้เล่น ใช้งานไอเทม,
1030012,ผู้เล่นได้รับไอเทม,เมื่อ ผู้เล่น ได้รับไอเทม,
1030013,ผู้เล่นใช้ไอเทม,เมื่อ ผู้เล่น ใช้ไอเทม,
1030014,ผู้เล่นคลิกที่สิ่งมีชีวิตหรือผู้เล่น,เมื่อ ผู้เล่น คลิกที่สิ่งมีชีวิตหรือผู้เล่น,
1030015,ผู้เล่นคลิกที่บล็อก,เมื่อ ผู้เล่น คลิกที่บล็อก,
1030016,ผู้เล่นขี่สัตว์,เมื่อ ผู้เล่น ขี่สัตว์/นั่งยานพาหนะ,
1030017,ผู้เล่นยกเลิกการขี่,เมื่อ ผู้เล่น ยกเลิกการขี่,
1030018,สถานะการเคลื่อนไหวของผู้เล่นเปลี่ยนแปลง,เมื่อ ผู้เล่น เริ่ม%1,
1030019,ผู้เล่นชนกัน,เมื่อ ผู้เล่น ชนกับผู้เล่น/สิ่งมีชีวิต,
1030020,ผู้เล่นเก็บไอเทม,เมื่อ ผู้เล่น เก็บของดรอป,
1030021,ผู้เล่นเข้าสู่โซน,เมื่อ ผู้เล่น เข้าสู่%1,เหตุการณ์การเข้าและออกจากโซนไม่สามารถกระตุ้นการดำเนินการที่เกี่ยวข้องกับนักพัฒนาได้ เช่น เล่นโฆษณา แสดงหน้าต่างการซื้อสินค้า และเปิดร้านค้านักพัฒนา
1030022,ผู้เล่นออกจากโซน,เมื่อ ผู้เล่น ออกจาก%1,เหตุการณ์การเข้าและออกจากโซนไม่สามารถกระตุ้นการดำเนินการที่เกี่ยวข้องกับนักพัฒนาได้ เช่น เล่นโฆษณา แสดงหน้าต่างการซื้อสินค้า และเปิดร้านค้านักพัฒนา
1030023,แถบอุปกรณ์ผู้เล่นเปลี่ยนแปลง,เมื่อแถบอุปกรณ์ของ ผู้เล่น เกิดการเปลี่ยนแปลง,
1030024,แถบเป้ผู้เล่นเปลี่ยนแปลง,เมื่อแถบเป้ของ ผู้เล่น เกิดการเปลี่ยนแปลง,
1030025,แถบทางลัดผู้เล่นเปลี่ยนแปลง,เมื่อแถบทางลัดของ ผู้เล่น เกิดการเปลี่ยนแปลง,
1030026,ผู้เล่นเลือกแถบทางลัด,เมื่อ ผู้เล่น เลือกแถบทางลัด,
1030027,ผู้เล่นทิ้งไอเทม,เมื่อ ผู้เล่น ทิ้งไอเทม,
1030028,ผู้เล่นติดตั้งอุปกรณ์,เมื่อ ผู้เล่น ติดตั้งอุปกรณ์,
1030029,ผู้เล่นถอดอุปกรณ์,เมื่อ ผู้เล่น ถอดอุปกรณ์,
1030030,ผู้เล่นแสดงข้อความ,เมื่อกรอบแชทของ ผู้เล่น แสดง%1,
1030031,ผู้เล่นป้อนข้อความ,เมื่อ ผู้เล่น ส่ง%1ในกรอบแชท,
1030032,ผู้เล่นกดปุ่ม,เมื่อ ผู้เล่น กด%1,
1030033,ผู้เล่นกดปุ่มค้างไว้,เมื่อ ผู้เล่น กด%1ค้างไว้,
1030034,ผู้เล่นปล่อยปุ่ม,เมื่อ ผู้เล่น ปล่อย%1,
1030035,ผู้เล่นได้รับสถานะ,เมื่อ ผู้เล่น ได้รับสถานะ,
1030036,ผู้เล่นสูญเสียสถานะ,เมื่อ ผู้เล่น สูญเสียสถานะ,
1030037,ผู้เล่นสูญเสียสถานะที่กำหนด,เมื่อ ผู้เล่น สูญเสียสถานะ%1,
1030038,เลเวลผู้เล่นเกิดการเปลี่ยนแปลง,เมื่อเลเวลของ ผู้เล่น เกิดการเปลี่ยนแปลง,
1030039,ผู้เล่นป้อนข้อความ (รวมถึงสตริง),เมื่อผู้เล่นใดๆ ป้อนข้อความที่มี%1ในกรอบแชท,เมื่อผู้เล่นใดๆ ป้อนและส่งข้อความที่มีเนื้อหาตามกำหนดในกรอบแชท
1030040,เมื่อผู้เล่นเลือกไอเทมที่กำหนด,เมื่อผู้เล่นเลือก%1ในแถบทางลัด,
1030041,ผู้เล่นเชิญเพื่อน,เมื่อผู้เล่นเชิญเพื่อน,
1040001,สิ่งมีชีวิตถูกดาเมจ,เมื่อ สิ่งมีชีวิต ถูกดาเมจ,
1040002,สิ่งมีชีวิตทำการโจมตี,เมื่อ สิ่งมีชีวิต เริ่มโจมตี,
1040003,สิ่งมีชีวิตโจมตีโดน,เมื่อ สิ่งมีชีวิต โจมตีโดน,
1040004,สิ่งมีชีวิตสร้างดาเมจ,เมื่อ สิ่งมีชีวิต สร้างดาเมจ,
1040005,สิ่งมีชีวิตพ่ายแพ้,เมื่อ สิ่งมีชีวิต พ่ายแพ้,
1040006,สิ่งมีชีวิตเอาชนะเป้าหมาย,เมื่อ สิ่งมีชีวิต เอาชนะเป้าหมาย,
1040007,สิ่งมีชีวิตเข้าสู่โซน,เมื่อ สิ่งมีชีวิต เข้าสู่%1,
1040008,สิ่งมีชีวิตออกจากโซน,เมื่อ สิ่งมีชีวิต ออกจาก%1,
1040009,สถานะการเคลื่อนไหวของสิ่งมีชีวิตเปลี่ยนแปลง,เมื่อ สิ่งมีชีวิต เริ่ม%1,
1040010,สิ่งมีชีวิตชนกัน,เมื่อ สิ่งมีชีวิต ชนกับผู้เล่น/สิ่งมีชีวิตใดๆ,
1040011,คุณสมบัติสิ่งมีชีวิตเปลี่ยนแปลง,เมื่อคุณสมบัติ %1 ของสิ่งมีชีวิตเกิดการเปลี่ยนแปลง,
1040012,สิ่งมีชีวิตถูกสร้างขึ้น,เมื่อ สิ่งมีชีวิต ถูกสร้างขึ้น,
1040013,สิ่งมีชีวิตได้รับสถานะ,เมื่อ สิ่งมีชีวิต ได้รับสถานะ,
1040014,สิ่งมีชีวิตสูญเสียสถานะ,เมื่อ สิ่งมีชีวิต สูญเสียสถานะ,
1040015,สิ่งมีชีวิตสูญเสียสถานะที่กำหนด,เมื่อ สิ่งมีชีวิต สูญเสีย%1,
1040016,สิ่งมีชีวิตนี้ถูกดาเมจ,เมื่อ สิ่งมีชีวิตนี้ประเภทนี้ ได้รับดาเมจ,
1040017,สิ่งมีชีวิตนี้ทำการโจมตี,เมื่อ สิ่งมีชีวิตนี้ประเภทนี้ เริ่มโจมตี,
1040018,สิ่งมีชีวิตนี้โจมตีโดน,เมื่อ สิ่งมีชีวิตนี้ประเภทนี้ โจมตีโดนเป้าหมาย,
1040019,สิ่งมีชีวิตนี้สร้างดาเมจ,เมื่อ สิ่งมีชีวิตนี้ประเภทนี้ ทำดาเมจต่อเป้าหมาย,
1040020,สิ่งมีชีวิตนี้พ่ายแพ้,เมื่อ สิ่งมีชีวิตนี้ประเภทนี้ พ่ายแพ้,
1040021,สิ่งมีชีวิตนี้เอาชนะเป้าหมาย,เมื่อ สิ่งมีชีวิตนี้ประเภทนี้ เอาชนะเป้าหมาย,
1040022,สถานะการเคลื่อนไหวของสิ่งมีชีวิตนี้เปลี่ยนแปลง,เมื่อ สิ่งมีชีวิตนี้ประเภทนี้ เริ่ม%1,
1040023,สิ่งมีชีวิตนี้ชนกัน,เมื่อ สิ่งมีชีวิตนี้ประเภทนี้ ชนกับผู้เล่น/สิ่งมีชีวิตใดๆ,
1040024,คุณสมบัติของสิ่งมีชีวิตนี้เปลี่ยนแปลง,เมื่อคุณสมบัติ %1 ของสิ่งมีชีวิตนี้ประเภทนี้เปลี่ยนแปลง,
1040025,สิ่งมีชีวิตนี้ถูกสร้างขึ้น,เมื่อ สิ่งมีชีวิตนี้ประเภทนี้ ถูกสร้างขึ้น,
1040026,สิ่งมีชีวิตนี้ได้รับสถานะ,เมื่อ สิ่งมีชีวิตนี้ประเภทนี้ ได้รับสถานะ,
1040027,สิ่งมีชีวิตนี้สูญเสียสถานะ,เมื่อ สิ่งมีชีวิตนี้ประเภทนี้ สูญเสียสถานะ,
1040028,สิ่งมีชีวิตนี้ถูกผู้เล่นคลิก,เมื่อ สิ่งมีชีวิตนี้ประเภทนี้ ถูกผู้เล่นคลิก,
1050001,บล็อกถูกขุดเสร็จสิ้น,เมื่อ บล็อก ถูกขุดเสร็จสิ้น,
1050002,บล็อกถูกทำลาย,เมื่อ บล็อก ถูกทำลาย,
1050003,สถานะสวิตช์ของบล็อกเปลี่ยนแปลง,เมื่อสถานะสวิตช์ของ บล็อก เกิดการเปลี่ยนแปลง,
1050004,ไอเทมภาชนะบรรจุเกิดการเปลี่ยนแปลง,เมื่อไอเทมใน ภาชนะบรรจุ เกิดการเปลี่ยนแปลง,
1050005,บล็อกถูกสร้างขึ้น,เมื่อ บล็อก ถูกสร้างขึ้น,
1050006,จัดวางไอเทมในภาชนะบรรจุ,เมื่อจัดวางไอเทมใน ภาชนะบรรจุ,
1050007,ไอเทมถูกถอนจากภาชนะบรรจุ,ไอเทมถูกถอนจาก ภาชนะบรรจุ,
1050008,บล็อกถูกขุด,เมื่อ บล็อก ถูกขุด,
1050009,บล็อกถูกขุดแต่ถูกขัดจังหวะ,เมื่อ บล็อก ถูกขุดแต่ถูกขัดจังหวะ,
1050010,บล็อกนี้ถูกขุด,เมื่อ บล็อกประเภทนี้ ถูกขุด,
1050011,บล็อกนี้ถูกขุดเสร็จสิ้น,เมื่อขุด บล็อกประเภทนี้ สำเร็จ,
1050012,บล็อกนี้ถูกขัดจังหวะการขุด,เมื่อถูกขัดจังหวะการขุด บล็อกประเภทนี้,
1050013,บล็อกนี้ถูกทำลาย,เมื่อ บล็อกประเภทนี้ ถูกทำลาย,
1050014,บล็อกนี้ถูกสร้างขึ้น,เมื่อ บล็อกประเภทนี้ ถูกสร้างขึ้น,
1050015,สถานะสวิตช์ของบล็อกนี้เปลี่ยนแปลง,เมื่อสถานะสวิตช์ของ บล็อกประเภทนี้ เกิดการเปลี่ยนแปลง,
1050016,บล็อกนี้ถูกได้รับ,เมื่อ ผู้เล่น/สิ่งมีชีวิต ได้รับบล็อกประเภทนี้,
1050017,บล็อกนี้ถูกผู้เล่นคลิก,เมื่อ ผู้เล่น คลิกที่บล็อกประเภทนี้,
1050018,การเปลี่ยนแปลงบล็อกสี,เมื่อบล็อกสีมีการเปลี่ยนแปลง,
1060001,วัตถุขว้างปาโดนเป้าหมาย,เมื่อ วัตถุขว้างปา โดนผู้เล่น/สิ่งมีชีวิตใดๆ /บล็อก,
1060002,วัตถุขว้างปาเข้าสู่โซน,เมื่อ วัตถุขว้างปา เข้าสู่%1,
1060003,วัตถุขว้างปาออกจากโซน,เมื่อ วัตถุขว้างปา ออกจาก%1,
1060004,ของดรอปเข้าสู่โซน,เมื่อ ของดรอป เข้าสู่%1,
1060005,ของดรอปออกจากโซน,เมื่อ ของดรอป ออกจาก%1,
1060006,ของดรอปหยิบขึ้นมา,เมื่อ ของดรอป หยิบขึ้นมา,
1060007,ของดรอปหายไป,เมื่อ ของดรอป หายไป,
1060008,วัตถุขว้างปาถูกสร้างขึ้น,เมื่อ วัตถุขว้างปา ถูกสร้างขึ้น,
1060009,ไอเทมนี้ถูกได้รับ,เมื่อ ไอเทมประเภทนี้ ถูกผู้เล่น/สิ่งมีชีวิตได้รับ,
1060010,ไอเทมนี้ถูกทิ้ง,เมื่อ ไอเทมประเภทนี้ ถูกทิ้ง,
1060011,ไอเทมนี้หายไป,เมื่อของดรอป ไอเทมประเภทนี้ หายไป,
1060012,ไอเทมนี้เสีย,เมื่อ ไอเทมประเภทนี้ เสีย,
1060013,วัตถุขว้างปานี้โดนเป้าหมาย,เมื่อ วัตถุขว้างปาประเภทนี้ โดนเป้าหมายใดๆ,
1060014,วัตถุขว้างปานี้ถูกสร้างขึ้นหรือใช้,เมื่อ วัตถุขว้างปาประเภทนี้ ถูกสร้างขึ้นหรือใช้,
1060015,ไอเทมนี้ถูกใช้,เมื่อ ไอเทมประเภทนี้ ถูกใช้,
1060016,แพ็กเกจนี้ถูกเปิด,เมื่อ ไอเทมแพ็กเกจประเภทนี้ ถูกเปิด,
1060017,อุปกรณ์นี้ถูกติดตั้ง,เมื่อ ไอเทมอุปกรณ์ประเภทนี้ ถูกติดตั้ง,
1060018,อุปกรณ์นี้ถูกถอด,เมื่อ ไอเทมอุปกรณ์ประเภทนี้ ถูกถอด,
1060019,อุปกรณ์นี้ถูกทำลาย,เมื่อ ไอเทมอุปกรณ์ประเภทนี้ ถูกผู้เล่น/สิ่งมีชีวิตทำลาย,
1060020,ไอเทมนี้ถูกใช้งาน,เมื่อ ไอเทมประเภทนี้ ถูกผู้เล่นใช้งาน,
1060021,เมื่ื่อของดรอปถูกสร้างขึ้นตามวิธีที่กำหนด,เมื่ื่อของดรอปถูกสร้างขึ้นตาม%1,
1060022,เมื่ื่อของดรอปถูกสร้างขึ้นตามวิธีการใดๆ,เมื่ื่อของดรอปถูกสร้างขึ้นตามวิธีการใดๆ,
1070001,เอฟเฟกต์ถูกสร้างขึ้นในตำแหน่ง,เมื่อ เอฟเฟกต์ ถูกสร้างขึ้นในตำแหน่ง,
1070002,เอฟเฟกต์บนตัวผู้เล่นถูกสร้างขึ้น,เมื่อ เอฟเฟกต์ ถูกสร้างขึ้นบนตัวผู้เล่น,
1070003,เอฟเฟกต์บนตัวสิ่งมีชีวิตถูกสร้างขึ้น,เมื่อ เอฟเฟกต์ ถูกสร้างขึ้นบนตัวสิ่งมีชีวิต,
1070004,เอฟเฟกต์ขว้างปาวัตถุถูกสร้างขึ้น,เมื่อ เอฟเฟกต์ ถูกสร้างขึ้นในวัตถุขว้างปา,
1070005,เมื่อเอฟเฟกต์ถูกสร้างขึ้นในของดรอป,เมื่อ เอฟเฟกต์ ถูกสร้างขึ้นในของดรอป,
1080001,สิ่งมีชีวิตได้รับสถานะนี้,เมื่อ สิ่งมีชีวิต ได้รับสถานะประเภทนี้,
1080002,สถานะนี้ถูกลบออกจากสิ่งมีชีวิต,เมื่อ สิ่งมีชีวิต สูญเสียสถานะประเภทนี้,
1080003,ผู้เล่นได้รับสถานะนี้,เมื่อ ผู้เล่น ได้รับสถานะประเภทนี้,
1080004,สถานะนี้ถูกลบออกจากผู้เล่น,เมื่อ ผู้เล่น สูญเสียสถานะประเภทนี้,
1090001,ผสานสูตรนี้เสร็จสิ้น,เมื่อผสาน สูตรประเภทนี้ เสร็จสิ้น,
1090002,ผสานสูตรเสร็จสิ้น,เมื่อผสาน สูตร เสร็จสิ้น,
1100001,เริ่มหลอม,เมื่อเริ่ม หลอม,
1100002,หลอมสำเร็จ,เมื่อ หลอม สำเร็จ,
1100003,เมื่อเริ่มการหลอมนี้,เมื่อเริ่ม หลอมประเภทนี้,
1100004,การหลอมนี้สำเร็จ,เมื่อ หลอมประเภทนี้ สำเร็จ,
110001,ยานพาหนะของผู้เล่น,ยานพาหนะของ%1,
1110001,เริ่มเนื้อเรื่อง,เมื่อเริ่ม เนื้อเรื่อง,
1110002,เนื้อเรื่องสิ้นสุดลง,เมื่อ เนื้อเรื่อง สิ้นสุดลง,
1110003,เริ่มเนื้อเรื่องนี้,เมื่อเริ่ม เนื้อเรื่องนี้,
1110004,เนื้อเรื่องนี้สิ้นสุดลง,เมื่อ เนื้อเรื่องนี้ สิ้นสุดลง,
1120001,ปุ่มถูกปล่อย,ปุ่มใดๆ ในหน้าปัจจุบันถูกปล่อย,
1120002,หน้าเกมถูกเปิด,หน้าปัจจุบันถูกเปิด,
1120003,ปิดหน้า,ปิดหน้าปัจจุบัน,
1120004,ปุ่มถูกกด,ปุ่มใดๆ ในหน้าปัจจุบันถูกกด,
1120005,ผู้เล่นป้อนสตริงในหน้าเกม,เมื่อ ผู้เล่น ป้อนสตริงใดๆ ในหน้าเกม,
1120006,ปุ่ม ของหน้าปัจจุบันถูกปล่อย,%1ของหน้าปัจจุบันถูกปล่อย,
1120007,ปุ่ม ของหน้าปัจจุบัน ถูกกด,%1ของหน้าปัจจุบันถูกกด,
1120008,เมื่อ ผู้เล่น ป้อนเนื้อหาในกรอบของหน้าปัจจุบัน,เมื่อ ผู้เล่น ป้อนเนื้อหาใน%1ของหน้าปัจจุบัน,
1130001,เล่นดนตรี,เมื่อ ดนตรีหน้าเกม เริ่มเล่น,
1140001,สมัครสมาชิก(1 เดือน),เมื่อ ผู้เล่น สมัครสมาชิก 1 เดือน,
1140002,Purchase Membership (3 Months),When player subscribed 3 months of Membership,
1140003,ผู้เล่นใดๆ ซื้อหรือรับไอเทมจากร้านค้านักพัฒนา,เมื่อ ผู้เล่น ซื้อหรือรับไอเทมจากร้านค้านักพัฒนา,
