keyid,名字,属性描述
19001,ต้านทานการเผาไหม้,ต้านทานการเผาไหม้ +
19002,ต้านทานการเผาไหม้,ต้านทานการเผาไหม้ +
19003,ต้านทานการเผาไหม้,ต้านทานการเผาไหม้ +
20001,ต้านทานสารพิษ,ต้านทานสารพิษ +
20002,ต้านทานสารพิษ,ต้านทานสารพิษ +
20003,ต้านทานสารพิษ,ต้านทานสารพิษ +
21001,ต้านทานความโกลาหล,ต้านทานความโกลาหล +
21002,ต้านทานความโกลาหล,ต้านทานความโกลาหล +
21003,ต้านทานความโกลาหล,ต้านทานความโกลาหล +
22001,โต้ตอบ,มีโอกาส 15% โต้ตอบระยะประชิด +
22002,โต้ตอบ,มีโอกาส 30% โต้ตอบระยะประชิด +
22003,โต้ตอบ,มีโอกาส 45% โต้ตอบระยะประชิด +
23001,ลดระยะขับไล่,ลดระยะถูกขับไล่
23002,ลดระยะขับไล่,ลดระยะถูกขับไล่
23003,ลดระยะขับไล่,ลดระยะถูกขับไล่
24001,รับแบบสมบูรณ์,รับแบบสมบูรณ์
24002,รับแบบสมบูรณ์,รับแบบสมบูรณ์
24003,รับแบบสมบูรณ์,รับแบบสมบูรณ์
25001,ความเร็วการขุด,ความเร็วการขุด +
25002,ความเร็วการขุด,ความเร็วการขุด +
25003,ความเร็วการขุด,ความเร็วการขุด +
26001,โชคการขุด,ระดับโชคการขุด
26002,โชคการขุด,ระดับโชคการขุด
26003,โชคการขุด,ระดับโชคการขุด
27001,ยิงระเบิด,ยิงระเบิด +
27002,ยิงระเบิด,ยิงระเบิด +
27003,ยิงระเบิด,ยิงระเบิด +
28001,การล่มสลายของมังกร,ดาเมจจากการตก-
28002,การล่มสลายของมังกร,ดาเมจจากการตก-
28003,การล่มสลายของมังกร,ดาเมจจากการตก-
29001,นักล่าคนป่า,นักล่าคนป่า +
29002,นักล่าคนป่า,นักล่าคนป่า +
29003,นักล่าคนป่า,นักล่าคนป่า +
30001,ตกเร็ว(สนับขา),นั่งยองกลางอากาศ ความเร็วการตก+
30002,ตกเร็ว(สนับขา),นั่งยองกลางอากาศ ความเร็วการตก+
30003,ตกเร็ว(สนับขา),นั่งยองกลางอากาศ ความเร็วการตก+
31001,ปีนกำแพง (รองเท้า),ปีนกำแพงได้ แต่ความเร็ว
31002,ปีนกำแพง (รองเท้า),ปีนกำแพงได้ แต่ความเร็ว
31003,ปีนกำแพง (รองเท้า),ปีนกำแพงได้ แต่ความเร็ว
32001,เลือดออก,ระดับเลือดออก
32002,เลือดออก,ระดับเลือดออก
32003,เลือดออก,ระดับเลือดออก
33001,แส้สายฟ้า,แส้สายฟ้า Lv.1
33002,แส้สายฟ้า,แส้สายฟ้า Lv.2
33003,แส้สายฟ้า,แส้สายฟ้า Lv.3
34003,แส้สายฟ้า,แส้สายฟ้า Lv.4
35003,แส้สายฟ้า,แส้สายฟ้า Lv.5
36001,โชคการตกปลา,ระดับโชคการตกปลา
36002,โชคการตกปลา,ระดับโชคการตกปลา
36003,โชคการตกปลา,ระดับโชคการตกปลา
37001,กันหนาว,กันหนาว+
37002,กันหนาว,กันหนาว+
37003,กันหนาว,กันหนาว+
38001,ต้านทานแช่แข็ง,ต้านทานแช่แข็ง+
38002,ต้านทานแช่แข็ง,ต้านทานแช่แข็ง+
38003,ต้านทานแช่แข็ง,ต้านทานแช่แข็ง+
39003,เครื่องมือคุ้มครอง,เครื่องมือคุ้มครอง
40003,อาวุธคุ้มครอง,อาวุธคุ้มครอง
41003,อุปกรณ์คุ้มครอง,อุปกรณ์คุ้มครอง
42001,ดาเมจธาตุน้ำแข็ง,ระดับดาเมจธาตุน้ำแข็ง
42002,ดาเมจธาตุน้ำแข็ง,ระดับดาเมจธาตุน้ำแข็ง
42003,ดาเมจธาตุน้ำแข็ง,ระดับดาเมจธาตุน้ำแข็ง
43001,โบนัสดาเมจกายภาพระยะใกล้,ดาเมจกายภาพระยะใกล้ +
43002,โบนัสดาเมจกายภาพระยะใกล้,ดาเมจกายภาพระยะใกล้ +
43003,โบนัสดาเมจกายภาพระยะใกล้,ดาเมจกายภาพระยะใกล้ +
44001,เด็ดเดี่ยว,ภูมิคุ้มกันดาเมจ +
44002,เด็ดเดี่ยว,ภูมิคุ้มกันดาเมจ +
44003,เด็ดเดี่ยว,ภูมิคุ้มกันดาเมจ +
45001,ป้องกันระยะไกล,ดาเมจกายภาพระยะไกล-
45002,ป้องกันระยะไกล,ดาเมจกายภาพระยะไกล-
45003,ป้องกันระยะไกล,ดาเมจกายภาพระยะไกล-
46001,ป้องกันระเบิด,ดาเมจระเบิด-
46002,ป้องกันระเบิด,ดาเมจระเบิด-
46003,ป้องกันระเบิด,ดาเมจระเบิด-
47001,ความเร็วการฟื้นฟูความแข็งแกร่ง,ความเร็วการฟื้นฟูความแข็งแกร่ง +
47002,ความเร็วการฟื้นฟูความแข็งแกร่ง,ความเร็วการฟื้นฟูความแข็งแกร่ง +
47003,ความเร็วการฟื้นฟูความแข็งแกร่ง,ความเร็วการฟื้นฟูความแข็งแกร่ง +
48001,กระโดดสูงๆ,ความสามารถการกระโดด +
48002,กระโดดสูงๆ,ความสามารถการกระโดด +
48003,กระโดดสูงๆ,ความสามารถการกระโดด +
49001,แปลงร่าง,โอกาสทำให้ฝ่ายศัตรูแปลงร่าง +
49002,แปลงร่าง,โอกาสทำให้ฝ่ายศัตรูแปลงร่าง +
49003,แปลงร่าง,โอกาสทำให้ฝ่ายศัตรูแปลงร่าง +
50001,ป้องกันทนทาน,โอกาสไม่ดรอปทนทาน +
50002,ป้องกันทนทาน,โอกาสไม่ดรอปทนทาน +
50003,ป้องกันทนทาน,โอกาสไม่ดรอปทนทาน +
51001,ตกปลาด่วน,ความเร็วการตกปลา +
51002,ตกปลาด่วน,ความเร็วการตกปลา +
51003,ตกปลาด่วน,ความเร็วการตกปลา +
52001,เชื่องช้า,โอกาสทำให้ฝ่ายศัตรูลดความเร็ว +
52002,เชื่องช้า,โอกาสทำให้ฝ่ายศัตรูลดความเร็ว +
52003,เชื่องช้า,โอกาสทำให้ฝ่ายศัตรูลดความเร็ว +
53001,พลังกายการขุดลดลง +,พลังกายการขุดลด
53002,พลังกายการขุดลดลง +,พลังกายการขุดลด
53003,พลังกายการขุดลดลง +,พลังกายการขุดลด
54001,อุกกาบาตตก,อุกกาบาตตก
54002,อุกกาบาตตก,อุกกาบาตตก
54003,อุกกาบาตตก,อุกกาบาตตก
55001,โบนัส EXP ดาว,การรับ EXP ดาว +
55002,โบนัส EXP ดาว,การรับ EXP ดาว +
55003,โบนัส EXP ดาว,การรับ EXP ดาว +
56001,สกิลโจมตีรวดเร็ว,คูลดาวน์สกิล-
56002,สกิลโจมตีรวดเร็ว,คูลดาวน์สกิล-
56003,สกิลโจมตีรวดเร็ว,คูลดาวน์สกิล-
57001,โจมตีครั้งสุดท้าย,ดาเมจโจมตีครั้งสุดท้าย + 2%
57002,โจมตีครั้งสุดท้าย,ดาเมจโจมตีครั้งสุดท้าย + 2%
57003,โจมตีครั้งสุดท้าย,ดาเมจโจมตีครั้งสุดท้าย + 2%
58001,ต่อต้านตีถอย,ต่อต้านตีถอย + 5%
58002,ต่อต้านตีถอย,ต่อต้านตีถอย + 10%
58003,ต่อต้านตีถอย,ต่อต้านตีถอย + 15%
59001,โบนัสดาเมจอสูร,ดาเมจต่ออสูร +
59002,โบนัสดาเมจอสูร,ดาเมจต่ออสูร +
59003,โบนัสดาเมจอสูร,ดาเมจต่ออสูร +
60001,โบนัสดาเมจคนป่า,ดาเมจต่อคนป่า +
60002,โบนัสดาเมจคนป่า,ดาเมจต่อคนป่า +
60003,โบนัสดาเมจคนป่า,ดาเมจต่อคนป่า +
61001,โบนัสดาเมจอีลิท,ดาเมจต่ออีลิท +
61002,โบนัสดาเมจอีลิท,ดาเมจต่ออีลิท +
61003,โบนัสดาเมจอีลิท,ดาเมจต่ออีลิท +
62001,โบนัสดาเมจนภา,ดาเมจสิ่งมีชีวิตต่อนภา +
62002,โบนัสดาเมจนภา,ดาเมจสิ่งมีชีวิตต่อนภา +
62003,โบนัสดาเมจนภา,ดาเมจสิ่งมีชีวิตต่อนภา +
63001,โบนัสดาเมจต่างดาว,ดาเมจสิ่งมีชีวิตต่อต่างดาว +
63002,โบนัสดาเมจต่างดาว,ดาเมจสิ่งมีชีวิตต่อต่างดาว +
63003,โบนัสดาเมจต่างดาว,ดาเมจสิ่งมีชีวิตต่อต่างดาว +
64001,โบนัสดาเมจน้ำ,ดาเมจสิ่งมีชีวิตต่อน้ำ +
64002,โบนัสดาเมจน้ำ,ดาเมจสิ่งมีชีวิตต่อน้ำ +
64003,โบนัสดาเมจน้ำ,ดาเมจสิ่งมีชีวิตต่อน้ำ +
