ID,名字,类别名,描述
50028,ตัวแปรส่วนตัวของผู้เล่น(สิ่งมีชีวิต),ผู้เล่น,@2|ของ|@1|(สิ่งมีชีวิต)
50029,ตัวแปรส่วนตัวของผู้เล่น(ประเภทสิ่งมีชีวิต),ผู้เล่น,@2|ของ|@1|(ประเภทสิ่งมีชีวิต)
50030,ตัวแปรส่วนตัวของผู้เล่น(กลุ่มสิ่งมีชีวิต),ผู้เล่น,@2|ของ|@1|(กลุ่มสิ่งมีชีวิต)
50031,ตัวแปรส่วนตัวของผู้เล่น(เครื่องจับเวลา),ผู้เล่น,@2|ของ|@1|(เครื่องจับเวลา)
50032,ตัวแปรส่วนตัวของผู้เล่น(ประเภทเอฟเฟกต์),ผู้เล่น,@2|ของ|@1|(ประเภทเอฟเฟกต์)
50033,ทิศทางที่เป้าเล็งของผู้เล่นชี้,ผู้เล่น,ทิศทางที่เป้าเล็งของ|@1|ชี้
50034,ประเภทของรายการที่มีด้ามจับ,ผู้เล่น,ประเภทรายการที่มีด้ามจับของ |@1
50035,ผู้เล่น,ผู้เล่น,|@1
50036,กลุ่มผู้เล่น,ผู้เล่น,|@1
50037,ลักษณะที่ปรากฏของผู้เล่นที่กำหนด,ผู้เล่น,@1| ลักษณะที่ปรากฏ
50038,กลุ่มผู้เล่น,ผู้เล่น,|@1
50039,ตัวแปรส่วนตัวของผู้เล่น (กลุ่มตำแหน่ง),ผู้เล่น,@2|ของ|@1| (กลุ่มตำแหน่ง)
50040,ตัวแปรส่วนตัวของผู้เล่น (กลุ่มภูมิภาค),ผู้เล่น,@2| ของ |@1| (กลุ่มภูมิภาค)
50041,ตัวแปรส่วนตัวของผู้เล่น (กลุ่มตัวเลข),ผู้เล่น,@2| ของ |@1| (กลุ่มตัวเลข)
50042,ตัวแปรส่วนตัวของผู้เล่น (กลุ่มสตริง),ผู้เล่น,@2| ของ |@1| (กลุ่มอักขระสตริง)
50043,ตัวแปรส่วนตัวของผู้เล่น (กลุ่มบูลีน),ผู้เล่น,@2| ของ |@1| (กลุ่มบูลีน)
50044,ตัวแปรส่วนตัวของผู้เล่น (กลุ่มประเภทบล็อก),ผู้เล่น,@2| ของ |@1| (กลุ่มประเภทบล็อก)
50045,ตัวแปรส่วนตัวของผู้เล่น (กลุ่มประเภทไอเทม),ผู้เล่น,@2| ของ |@1| (กลุ่มประเภทไอเทม)
50046,ตัวแปรส่วนตัวของผู้เล่น (กลุ่มประเภทสิ่งมีชีวิต),ผู้เล่น,@2| ของ |@1| (กลุ่มประเภทสิ่งมีชีวิต)
50047,ตัวแปรส่วนตัวของผู้เล่น (กลุ่มจับเวลา),ผู้เล่น,@2| ของ |@1| (กลุ่มจับเวลา)
50048,ตัวแปรส่วนตัวของผู้เล่น (กลุ่มประเภทเทคนิคพิเศษ),ผู้เล่น,@2| ของ |@1| (กลุ่มประเภทผลพิเศษ)
50049,ประเภทลักษณะแบบสุ่ม,ผู้เล่น,ประเภทลักษณะแบบสุ่ม
50050,ได้รับUIDผู้เล่น,ผู้เล่น,ได้รับUID|@1
50051,ได้รับUIDผู้เล่นพิเศษ,ผู้เล่น,ได้รับUIDเป็นผู้เล่น|@1
50052,ผู้เล่นที่ยิงวัตถุขว้างปา,ผู้เล่น,ผู้เล่นที่ยิงวัตถุขว้างปา
60001,จำนวนผู้เล่นในกลุ่มผู้เล่น,กลุ่มผู้เล่น,จำนวนผู้เล่นใน|@1
60002,หมายเลขผู้เล่นในกลุ่มผู้เล่น,กลุ่มผู้เล่น,หมายเลข|@2|ใน|@1
60003,จำนวนผู้เล่นในเกม,กลุ่มผู้เล่น,จำนวนผู้เล่นในเกม
60004,ผู้เล่นที่กำหนดหมายเลขในกลุ่มผู้เล่น,กลุ่มผู้เล่น,ผู้เล่นที่หมายเลขเป็น|@2|ใน|@1
60005,ผู้เล่นสุ่มในกลุ่มผู้เล่น,กลุ่มผู้เล่น,ผู้เล่นสุ่มใน|@1
60006,ผู้เล่นทั้งหมด,กลุ่มผู้เล่น,ผู้เล่นทั้งหมด
60007,ผู้เล่นทั้งหมดในกลุ่ม,กลุ่มผู้เล่น,ผู้เล่นทั้งหมดใน|@1
60008,ผู้เล่นทั้งหมดในขอบเขต,กลุ่มผู้เล่น,ผู้เล่นทั้งหมดใน|@1
70001,ตำแหน่งของสิ่งมีชีวิต,สิ่งมีชีวิต,ตำแหน่งของ|@1
70002,ลักษณะของสิ่งมีชีวิต,สิ่งมีชีวิต,@2|ของ|@1
70004,รับหมายเลขสิ่งมีชีวิตในกลุ่มสิ่งมีชีวิต,สิ่งมีชีวิต,หมายเลข|@2|ใน|@1
70005,มุมที่สิ่งมีชีวิตหันหน้า,สิ่งมีชีวิต,มุมที่|@1|หันหน้า
70006,ชื่อประเภทของสิ่งมีชีวิต,สิ่งมีชีวิต,ชื่อประเภทของ|@1
70007,การตัดสินบุคคล,สิ่งมีชีวิต,@1|คือ|@3||@2
70008,การตัดสินประเภท,สิ่งมีชีวิต,@1|คือ|@3||@2
70009,การตัดสินกลุ่มสิ่งมีชีวิต,สิ่งมีชีวิต,@1|อยู่ใน|@3||@2
70010,การตัดสินขอบเขต,สิ่งมีชีวิต,@1|อยู่ใน|@3||@2
70011,การตัดสินสถานะ,สิ่งมีชีวิต,@1|มีสถานะ|@3||@2
70012,ทีมของสิ่งมีชีวิต,สิ่งมีชีวิต,ทีมของ|@1
70013,ประเภทสิ่งมีชีวิตที่กำหนด,สิ่งมีชีวิต,ประเภทของ|@1
70014,ประเภทสิ่งมีชีวิตแบบสุ่ม,สิ่งมีชีวิต,ประเภทสิ่งมีชีวิตแบบสุ่ม
70015,ประเภทสิ่งมีชีวิต,สิ่งมีชีวิต,|@1
70016,กลุ่มสิ่งมีชีวิต,สิ่งมีชีวิต,|@1
70017,รูปลักษณ์ของสิ่งมีชีวิตที่กำหนด,สิ่งมีชีวิต,@1|ลักษณะที่ปรากฏ
70018,กลุ่มสิ่งมีชีวิต,สิ่งมีชีวิต,|@1
70019,กลุ่มประเภทสิ่งมีชีวิต,สิ่งมีชีวิต,|@1
70020,สิ่งมีชีวิต,สิ่งมีชีวิต,|@1
70021,สิ่งมีชีวิตที่ยิงวัตถุขว้างปา,สิ่งมีชีวิต,สิ่งมีชีวิตที่ยิงวัตถุขว้างปา
80001,จำนวนสิ่งมีชีวิตในกลุ่มสิ่งมีชีวิต,กลุ่มสิ่งมีชีวิต,จำนวนสิ่งมีชีวิตใน|@1
80002,สิ่งมีชีวิตที่กำหนดหมายเลขในกลุ่มสิ่งมีชีวิต,กลุ่มสิ่งมีชีวิต,สิ่งมีชีวิตหมายเลข|@2|ใน|@1
80003,สิ่งมีชีวิตสุ่มในกลุ่มสิ่งมีชีวิต,กลุ่มสิ่งมีชีวิต,สิ่งมีชีวิตสุ่มใน|@1
80004,สิ่งมีชีวิตทั้งหมดในทีม,กลุ่มสิ่งมีชีวิต,สิ่งมีชีวิตทั้งหมดใน|@1
80005,สิ่งมีชีวิตทั้งหมดในขอบเขต,กลุ่มสิ่งมีชีวิต,สิ่งมีชีวิตทั้งหมดใน|@1
90001,ตำแหน่งของของดรอป,ไอเทม,ตำแหน่งของ|@1
90002,จำนวนของของดรอป,ไอเทม,จำนวนของ|@1
90003,จำนวนไอเทมที่มีการเปลี่ยนแปลงในเป้ของผู้เล่น,ไอเทม,จำนวนไอเทมที่มีการเปลี่ยนแปลงในเป้ของผู้เล่น
90004,ชื่อประเภทของไอเทม,ไอเทม,ชื่อประเภทของ|@1
90005,การตัดสินประเภท,ไอเทม,@1|คือ|@3||@2
90006,การตัดสินขอบเขตของของดรอป,ไอเทม,@1|อยู่ใน|@3||@2
90007,การตัดสินขอบเขตของสิ่งที่โยน,ไอเทม,@1|อยู่ใน|@3||@2
90008,ประเภทของดรอป,ไอเทม,ประเภทของ|@1
90009,ประเภทรายการ,ไอเทม,|@1
90012,กลุ่มประเภทไอเทม,ไอเทม,|@1
90013,ประเภทไอเทมแบบสุ่ม,ไอเทม,ประเภทไอเทมแบบสุ่ม
100001,โหมดสภาพอากาศโลกปัจจุบัน,โลก,รับโหมดสภาพอากาศทั่วไปในปัจจุบัน
100002,ระยะห่างระหว่างสองตำแหน่ง,โลก,ระยะห่างระหว่าง|@1|และ|@2
100003,เปรียบเทียบประเภทอากาศ,โลก,@1|คือ|@3||@2
100004,เปรียบเทียบประเภทบล็อก,โลก,@1|คือ|@3||@2
100005,สถานะสวิตช์ของบล็อก,โลก,สถานะสวิตช์ของบล็อกที่อยู่|@1
100006,การตัดสินขอบเขตของตำแหน่ง,โลก,@1|อยู่ใน|@3||@2
100007,ประเภทบล็อกที่ี่กำหนดตำแหน่ง,โลก,ประเภทบล็อกของ|@1
100008,ทิศทางจากตำแหน่งไปยังตำแหน่ง,โลก,ทิศทางจาก|@1|สู่|@2
100009,ทิศทางพิกัดสามแกนสัมบูรณ์,โลก,ทิศทางของX|@1|，Y|@2|，Z|@3
100010,ทิศทางพิกัดกลมสัมบูรณ์,โลก,ทิศทางของมุมทิศ|@1|，มุมเงย|@2
100011,ตำแหน่ง,โลก,|@1
100012,ภูมิภาค,โลก,|@1
100013,เครื่องจับเวลา,โลก,|@1
100014,กลุ่มสถานที่ตั้ง,โลก,|@1
100015,กลุ่มภูมิภาค,โลก,|@1
100016,กลุ่มจับเวลา,โลก,|@1
100017,สุ่มสภาพอากาศ,โลก,สุ่มสภาพอากาศ
100018,สภาพอากาศของกลุ่มภูมิประเทศ,โลก,สภาพอากาศของ@1|
110001,ยานพาหนะของผู้เล่นที่กำหนด,ยานพาหนะ,ยานพาหนะของ|@1
120001,ประเภทเอฟเฟกต์แบบสุ่ม,เอฟเฟกต์,ประเภทเอฟเฟกต์แบบสุ่ม
120002,ประเภทผลพิเศษ,เอฟเฟกต์,|@1
120003,กลุ่มประเภทผลพิเศษ,เอฟเฟกต์,|@1
130001,รับชื่อของช่องโฆษณาที่กำลังเล่นอยู่,เล่น,รับชื่อของช่องโฆษณาที่กำลังเล่นอยู่
140001,ประเภทบล็อก,บล็อก,|@1
140002,กลุ่มประเภทบล็อก,บล็อก,|@1
150001,กล่องข้อความ,ข้อมูลแสดงผล,"เนื้อหาในกล่องข้อความ: |@1|, ขนาดตัวอักษร: |@2|, ความทึบของพื้นหลัง: |@3|%, ID: |@4"
150002,ข้อความลอย,ข้อมูลแสดงผล,ข้อความลอย: |@1|  ขนาด: |@2|  ID: |@3|
150003,แถบดำเนินการ,ข้อมูลแสดงผล,ตั้งค่าแถบสถานะ ค่าปัจจุบัน: |@1|  ค่าสูงสุด: |@2|  สีของแถบ: |@3|  ID: |@4|
150004,ลูกศรชี้ไปที่วัตถุเป้าหมาย,ข้อมูลแสดงผล,ชี้ไปที่ |@1| ขนาดของลูกศรคือ |@2| สีคือ |@3| ID คือ |@4
150005,ลูกศรชี้ไปที่ตำแหน่ง,ข้อมูลแสดงผล,ชี้ไปที่ |@1| ขนาดของลูกศรคือ |@2| สีคือ |@3| ID คือ |@4
150006,คู่มือพื้นที่ชี้ไปที่วัตถุเป้าหมาย,ข้อมูลแสดงผล,ชี้ไปที่ |@1| ขนาดพื้นที่แนะนำคือ |@2| สีคือ |@3| ID คือ |@4
150007,คู่มือพื้นที่ชี้ไปที่ตำแหน่ง,ข้อมูลแสดงผล,ชี้ไปที่ |@1| ขนาดพื้นที่แนะนำคือ |@2| สีคือ |@3| ID คือ |@4
150008,เส้นบอกตำแหน่งชี้ไปที่วัตถุเป้าหมาย,ข้อมูลแสดงผล,ชี้ไปที่ |@1| ขนาดเส้นบอกตำแหน่งคือ |@2| สีคือ |@3| ID คือ |@4
150009,เส้นบอกตำแหน่งที่ชี้ไปยังตำแหน่ง,ข้อมูลแสดงผล,ชี้ไปที่ |@1| ขนาดเส้นบอกตำแหน่งคือ |@2| สีคือ |@3| ID คือ |@4
160001,สุ่มสี,Color,สุ่มสี
170001,ตำแหน่งที่ระบุหมายเลขในกลุ่มตำแหน่ง,กลุ่มตำแหน่ง,ตำแหน่ง IDเป็น |@2| ใน |@1
170002,ตำแหน่งที่ตั้งสุ่มในกลุ่มสถานที่ตั้ง,กลุ่มสถานที่ตั้ง,สุ่มตำแหน่งใน |@1
180001,รหัสพื้นที่ในกลุ่มพื้นที่,กลุ่มภูมิภาค,ID พื้นที่ |@2| ใน |@1
180002,พื้นที่สุ่มในกลุ่มพื้นที่,กลุ่มภูมิภาค,พื้นที่สุ่มใน |@1
190001,ค่าของหมายเลขที่ระบุในกลุ่มตัวเลข,กลุ่มตัวเลข,"ค่าของหมายเลข|@2| ใน |@1 "
190002,สุ่มค่าในกลุ่มมูลค่า,กลุ่มตัวเลข,สุ่มค่าใน |@1
190003,รับค่าสูงสุดในกลุ่มตัวเลข,กลุ่มตัวเลข,รับค่าสูงสุดใน |@1
190004,รับค่าต่ำสุดในกลุ่มตัวเลข,กลุ่มตัวเลข,รับค่าต่ำสุดใน |@1
200001,รหัสสตริงในกลุ่มสตริง,กลุ่มสตริง,ID สตริง |@2| ใน |@1
200002,สตริงสุ่มในกลุ่มสตริง,กลุ่มสตริง,สุ่มสตริงใน |@1
210001,รหัสบูลีนในกลุ่มค่าบูลีน,ค่าบูลีน,ID บูลีน |@2| ใน |@1
210002,ค่าบูลีนแบบสุ่มในกลุ่มค่าบูลีน,ค่าบูลีน,สุ่มค่าบูลีนใน |@1
220001,บล็อค ID ในกลุ่มประเภทบล็อค,ประเภทบล็อก,บล็อค ID |@2| ใน |@1
220002,สุ่มประเภทบล็อกในกลุ่มประเภทบล็อก,ประเภทบล็อก,สุ่มประเภทบล็อกใน |@1
230001,รหัสไอเทมในกลุ่มประเภทไอเทม,ประเภทไอเทม,ID ไอเทม |@2| ใน |@1
230002,สุ่มประเภทไอเทมในกลุ่มประเภทไอเทม,ประเภทไอเทม,สุ่มประเภทไอเทมใน |@1
240001,ID สิ่งมีชีวิตในกลุ่มประเภทสิ่งมีชีวิต,ประเภทสิ่งมีชีวิต,ID สิ่งมีชีวิต |@2| ใน |@1
240002,สุ่มประเภทสิ่งมีชีวิตในกลุ่มประเภทสิ่งมีชีวิต,ประเภทสิ่งมีชีวิต,สุ่มประเภทสิ่งมีชีวิตใน |@1
250001,ID ตัวจับเวลาในกลุ่มตัวจับเวลา,กลุ่มจับเวลา,ID ตัวจับเวลา |@2| ใน |@1
250002,สุ่มตัวจับเวลาในกลุ่มตัวจับเวลา,กลุ่มจับเวลา,สุ่มประเภทตัวจับเวลาใน |@1
260001,ID เอฟเฟกต์พิเศษในกลุ่มประเภทเอฟเฟกต์พิเศษ,ประเภทเอฟเฟกต์พิเศษ,ID เอฟเฟกต์พิเศษ |@2| ใน |@1
260002,ประเภทเอฟเฟกต์พิเศษแบบสุ่มในกลุ่มประเภทเอฟเฟกต์พิเศษ,ประเภทเอฟเฟกต์พิเศษ,สุ่มเอฟเฟกต์พิเศษใน |@1
270004,รับไอคอนประเภทไอเทม,ใช้ทั่วไป,|@1
270005,รับไอคอนสิ่งมีชีวิต,ใช้ทั่วไป,|@1
270006,รับไอคอนประเภทสิ่งมีชีวิต,ใช้ทั่วไป,|@1
270007,รับไอคอนสถานะ,ใช้ทั่วไป,|@1
270008,รับไอคอนประเภทบล็อก,ใช้ทั่วไป,|@1
270009,รับไอคอนตัวละครปัจจุบันของผู้เล่น,ใช้ทั่วไป,ไอคอนตัวละครปัจจุบัน |@1|
270010,รับไอคอนแถบทางลัดของผู้เล่น,ใช้ทั่วไป,ชุด |@1| แถบทางลัดเป็นไอคอนของ |@2
280001,ประเภทการขว้างแบบสุ่ม,การขว้าง,ประเภทการขว้างแบบสุ่ม
290001,เสียงแบบสุ่ม,เสียง,เสียงแบบสุ่ม
300001,ตำแหน่งที่ได้จากเซิร์ฟเวอร์,การจัดเก็บข้อมูล,ตำแหน่งที่ได้จากเซิร์ฟเวอร์
300002,พื้นที่ที่ได้จากเซิร์ฟเวอร์,การจัดเก็บข้อมูล,พื้นที่ที่ได้จากเซิร์ฟเวอร์
300003,ค่าตัวเลขที่ได้จากเซิร์ฟเวอร์,การจัดเก็บข้อมูล,ค่าตัวเลขที่ได้จากเซิร์ฟเวอร์
300004,กลุ่มอักษรที่ได้จากเซิร์ฟเวอร์,การจัดเก็บข้อมูล,กลุ่มอักษรที่ได้จากเซิร์ฟเวอร์
300005,ค่าบูลีนที่ได้จากเซิร์ฟเวอร์,การจัดเก็บข้อมูล,ค่าบูลีนที่ได้จากเซิร์ฟเวอร์
300006,ผู้เล่นที่ได้จากเซิร์ฟเวอร์,การจัดเก็บข้อมูล,ผู้เล่นที่ได้จากเซิร์ฟเวอร์
300007,ประเภทบล็อกที่ได้จากเซิร์ฟเวอร์,การจัดเก็บข้อมูล,ประเภทบล็อกที่ได้จากเซิร์ฟเวอร์
300008,ประเภทไอเทมที่ได้จากเซิร์ฟเวอร์,การจัดเก็บข้อมูล,ประเภทไอเทมที่ได้จากเซิร์ฟเวอร์
300009,สิ่งมีชีวิตที่ได้จากเซิร์ฟเวอร์,การจัดเก็บข้อมูล,สิ่งมีชีวิตที่ได้จากเซิร์ฟเวอร์
300010,ประเภทสิ่งมีชีวิตที่ได้จากเซิร์ฟเวอร์,การจัดเก็บข้อมูล,ประเภทสิ่งมีชีวิตที่ได้จากเซิร์ฟเวอร์
300011,ตัวจับเวลาที่ได้จากเซิร์ฟเวอร์,การจัดเก็บข้อมูล,ตัวจับเวลาที่ได้จากเซิร์ฟเวอร์
