ID,任务名,任务描述,任务追踪
1002009,Сделай это!,Победите любое существо при 1 #r (Лучшая защита - нападение? Попробуйте свежеприготовленное оружие. Каково это),Победите любое существо@1
1002010,Свет в темноте!,"Используйте@item_11006# и@item_11226# для обработки@item_298#@1#r (Примечание! Небольшой фонарик имеет ограниченное время горения и должен быть повторно установлен, если он погашен, но действовать как временный инструмент освещения абсолютно не проблема)",Обработка@item_298#@1
1002011,костер,"Используйте@item_298 #, чтобы зажечь@item_1200 #@1 #r (в разрушенном доме возле звездной станции может быть готовый@item_1200 #, или вы можете обработать его самостоятельно.)",Зажги@item_1200 #@1
1002012,Ремесленник,"Используйте@item_11323 # и@item_11627 # для обработки@item_800 #@1 #r (стол ремесленника, обязательный для путешествий и дома! Ничего себе ~ может обрабатывать больше предметов)",Обработка@item_800 #@1
1002013,Обязательный для выживания,"Используйте@item_12600 # и@item_11226 # для обработки@item_828 #@1 #r (при обработке нужно использовать@item_800 #. После обработки не забудьте поместить@item_828 # в безопасное место, если поблизости есть угроза, спать нельзя!)",Обработка@item_828 #@1
1002014,Хорошего отдыха,"Используйте@item_828 #, чтобы уснуть #r (нажмите@item_828 #, чтобы прилечь, но вы не можете спать днем, вам нужно подождать до ночи. Ночь на Мире начинается в 20: 00, обратите внимание на время)",Нажмите на помещенный@item_828 # sleep
1003001,"Барбекю, ароматное!","Поставьте@item_12513 # на костер и получите@item_12514 #@1 #r (большую часть мяса, брошенного животными, можно обжарить, а также очень опасно есть сырое мясо прямо в дикой природе, пожалуйста, обжарьте его перед едой!)","Используйте@item_1200 #, чтобы получить@item_12514 #@1"
1003002,Покорила шашлык,Съешьте немного@item_12514 # восстановите силы@1 #r (почувствуйте себя полным сил после еды!),Еда@item_12514 #@1
1003003,минеральный враг,"Обработка@item_11012##r с@item_11627# и@item_11006# (с@item_11012# быстрее собирать минералы, добыча с пустыми руками слишком болезненна!)",Обработка@item_11012#@1
1003004,Новая энергия?,"Удерживайте@item_11012 # dig@item_402 # get@item_11201 #@1 #r (@ item_11201 # является наиболее распространенным плавильным топливом на Майре, как над, так и под землей, не забудьте обратить внимание.)",Захват@item_402 #@1
1003005,Совершенно новые минералы!,"Ручной@item_11012 # копать@item_451 #@1 #r (@ item_451 # широко распространен на Майре, и над и под землей много продукции)",Захват@item_451 #@1
1003006,Процессор плавильного стола,"Используйте@item_11226 # и@item_101 # для обработки@item_802 #@1 #r (с@item_802 # можно выплавлять металл, пора обновлять инструмент в течение часа)",Обработка@item_802 #@1
1003007,Metal smelting: Brass,Use fuel to smelt @item_451# in @item_802# to refine @item_11329#@1#r (@item_11329# is a very basic metal with a wide range of uses. It can be used to upgrade tools to improve efficiency),Smelt to get @item_11329#@1
1003008,Более удобные инструменты,Используйте@item_11329# и@item_11006# для обработки@item_11011#@1#r (при обработке вам нужно использовать@item_800#. С@item_11011# скорость майнинга не может быть одинаковой!),Обработка@item_11011#@1
1003009,Первый урок выживания в дикой природе,"Выполните все задачи в цели ""Новый исследователь"". #r (Я изучил самые основные средства выживания в дикой природе, пришло время делать выводы друг от друга. Уловки призрака пустоты не разрушены, так что работайте усерднее!)",Завершите все миссии в цели New Explorer
1004001,Начало фермерства,Используйте@item_11627# и@item_11006# для обработки@item_11032#@1#r (с его помощью можно возделывать сельскохозяйственные угодья),Обработка@item_11032#@1
1004002,Культивирование пахотных земель,"Ручной@item_11032 # используйте@item_100 # или@item_101 #, чтобы превратить его в обрабатываемые земли@1 #r (конец ПК выравнивается с квадратом и долго нажимает правую кнопку, мобильный конец долго нажимает на квадрат, чтобы возделывать обрабатываемые земли)",Ручной@item_11032 # Культивирование@1
1004003,Зерновой король,"Посев@item_11400 # на@item_102 #@1 #r (удерживайте@item_11400 # и нажмите@item_102 #, чтобы посадить)",Посев@item_11400 #@1
1004004,удобрение,"Использование@item_11311 #@1 на сельскохозяйственных культурах #r (@ item_11311 # может ускорить рост большинства растений, но не каждое удобрение может быть успешным...)",Используйте@item_11311 #@1 на культурах
1004005,Отличный урожай!,Урожай спелый@item_229 #@1 #r (первый урожай всегда незабываем),Урожай@item_229 #@1
1004006,The first step to be a chef,"Use @item_104# to craft @item_200108#@1#r (@item_800# will be needed when crafting. You can also ignite the bonfire with @item_298#, remember? Place @item_200108# on the @item_1200# you ignited to make more delicious food)",Craft @item_200108#@1
1004007,Подготовить сырье,Используйте@item_229 # для обработки@item_344 #@1 #r (обработка должна использовать@item_800 #.@item_344 # является основным сырьем многих блюд),Обработка@item_344 #@1
1004008,Delicious Dish,Cook @item_12502#@1#r (Use @item_344# in @item_200108# and wait for the delicious dish to be prepared),Cook @item_12502#@1 in @item_200108#
1004009,пир,"Ешьте@item_12502 #@1 #r (Только когда вы сыты, вы можете много работать!)",Еда@item_12502 #@1
1004010,Рюкзак не может держать его!,"Используйте@item_11323# и@item_11006# для обработки@item_1180#@1#r (предметы, которые не помещаются в рюкзак, могут храниться в ящике для хранения)",Обработка@item_1180#@1
1004011,Защищаться от сильных врагов,"Используйте@item_11323# и@item_11006# для обработки@item_812# и размещения@1#r (после установки дома на дверь он может не только облегчить вход и выход, но и предотвратить проникновение монстров в дом. Но будьте осторожны,@item_812# может быть уничтожен дикарями!)",Процесс и место@item_812#@1
1004012,укрепления,Используйте@item_11323 # для обработки@item_821 # и размещения@1 #r (удерживайте уже расположенную точку@item_821 # можно подключить),Процесс и место@item_821 #@1
1004013,Городская оборона вход и выход,"Используйте@item_11323#,@item_11006# и@item_11227# для обработки@item_535# и размещения@1#r (@ item_535# можно соединить деревянными кольями, чтобы монстры не могли войти в вашу крепость по своему желанию)",Обработка и место@item_535#@1
1004014,Таинственная каменная статуя,"Используйте@item_104 #, чтобы обработать@item_596 # и разместить@1 #r (странная каменная статуя вызывает странное ощущение, просто глядя на нее, касаясь ее, может что-то случиться)",Процесс и место@item_596 #@1
1004015,"Вот, начни сначала","Дайте звезды@item_596 # 1 #r (нажмите на@item_596 # и выберите ""Дайте звезду"", Рэми может вернуть вас сюда в случае несчастного случая в дикой природе)",Дайте звездочки@item_596 #@1
1004016,Выживание в дикой природе Урок 2,"Выполните все задания в цели ""Learning Endless"". #r (Узнайте больше о выживании, пришло время идти дальше.)","Выполните все задания в цели ""Learning Endless"""
1004017,Естественный источник света,"Изготовьте @item_905# или @item_907#@1#r с @item_837# (постоянный источник естественного света, возможно, замена фонарикам, которые могут погаснуть)",Крафт @item_905# или @item_907#@1
1005001,Жесткая кожа,"Охота, чтобы получить@item_11307 #@1 #r (вам нужно победить волшебного зверя или лису, чтобы получить@item_11307 #, вы должны внимательно посмотреть)",Получить@item_11307 #@1
1005002,Латунная экипировка!,"Обработайте и носите любое латунное оборудование, такое как@item_12216 #@1 #r (после замены латунного оборудования оно более устойчиво к избиению, ха-ха!)",Обработать и носить любое латунное снаряжение@1
1005003,Sharper Weapon,"Use @item_11329# and @item_11323# to craft @item_12004#@1#r (With @item_12004#, your combat ability will increase significantly)",Craft @item_12004#@1
1005004,Ловите вора,"Победите Апостолов Пустоты, чтобы получить@item_11911 #@1 #r (Призрак Пустоты полагается на эту группу Апостолов, чтобы украсть силу творения, их нужно остановить!)","Победите Void Apostle, чтобы получить@item_11911 #@1"
1005005,Обновите стол мастера!,"Обновите@item_800 # на@item_797 #@1 #r (handheld@item_11911 # нажмите на помещенный@item_800 # для обновления,@item_797 # может сразу увидеть все рецепты обработки)",Ручной@item_11911 # Нажмите@item_800 #
1005006,совершенно новый,"Сделайте ремонт инструмента или оборудования@1 #r (используйте@item_797 # или@item_800 #, нажмите на стол мастера, чтобы открыть страницу, выберите ""Ремонт реквизита"" слева и поместите в него предметы, которые необходимо отремонтировать.)",Выполнить ремонт инструмента или оборудования@1
1005007,Повышение эффективности плавки,"Обработка@item_799##r на@item_11329# (после замены на более совершенный плавильный стол можно плавить несколько групп минералов за один раз, а эффективность удваивается)",Обработка@item_799#@1
1005008,Более надежные минералы,"Соберите@item_401 #@1 #r (@ item_401 # сложнее, чем@item_451 #, а распределение минералов глубже. Вам нужно закопать еще несколько слоев в землю, чтобы найти его, но не копайте слишком глубоко)",Захват@item_401 #@1
1005009,Плавка металла: Митрил,Плавка получила@item_11209 #@1 #r (с@item_11209 # можно обрабатывать более долговечные инструменты и оборудование и обрабатывать больше блоков. Рекомендуется резервировать больше.),Плавка получена@item_11209 #@1
1005010,Инструмент Мифрил!,"Обработка@item_11013 #@1 #r (@ item_11013 # майнит намного быстрее, чем@item_11011 #, и может использовать рунную мозаику для более эффективных способностей)",Обработка@item_11013 #@1
1005011,Сила природы,"Обработка@item_785 #@1 #r (Используйте@item_785 #, чтобы дать инструменты, оружие или снаряжение, инкрустированное рунами, есть много видов рунных камней, исследуйте их под землей.)",Обработка@item_785 #@1
1005012,Стимулируют силу рун,"Сделайте рунную мозаику #r (нажмите@item_785 #, чтобы открыть страницу, вы можете свободно выбирать среди инструментов и рунных камней слева. Попробуйте еще несколько раз, рунная мозаика будет удачной не каждый раз. Однако обратите внимание на силу мифрила или более Инструменты могут инкрустировать руны)",Используйте@item_785 # для мозаики рун
1005013,Идите дальше!,"Выполните все миссии в задаче ""Опытный исследователь"". #r (Вы уже сами по себе, продолжайте укреплять себя и победите призрака пустоты!)","Завершите все миссии в задаче ""Опытный исследователь"""
1006001,Фрагменты прошлого,"Соберите@item_598 в метро, чтобы получить@item_11205 #@1 #r (@ item_11331 # состоит из@item_11205 #, большое количество@item_598 # давно погребено глубоко под Мирой)",Собираю подполье@item_598 #@1
1006002,Энергия Старлинк,"Используйте@item_11205 # для обработки@item_11331 #@1 #r (как следует из названия,@item_11331 # является ключевой опорой для питания звездной станции)",Обработка@item_11331 #@1
1006003,Остров в небе?!,"Шаг в островной экологической #r на Мире (невероятная экология на Мире, поверхность отделяется от подвески к небу, но поддерживается в очень стабильном состоянии)",Шаг в экологию пустого острова
1006004,Внешняя торговля,"Приобретено у продавца пустого острова@item_11334 #@1 #r (у людей Анджело есть привычка собирать сокровища повсюду во вселенной, и в то же время, как и высоты, они должны быть в состоянии найти их на пустом острове. Их должно быть много@item_11334 #)",Приобретено у Sky Merchant@item_11334 #@1
1006005,Сборка завершена!,"Обработка@item_11335 #@1 #r (звездные станции на Майре в основном уничтожены пустотой, даже после активации они могут передаваться только внутри планеты и должны использовать@item_11335 # для восстановления своего модуля телепортации)",Обработка@item_11335 #@1
1006006,Реставрация Star Station,"Используйте@item_11331 # click@item_594 #@1, чтобы повторно активировать его #r (после активации звездная станция может повторно подключиться к сети звездной связи, если вы активируете больше звездных станций, путешествие будет намного проще)","Используйте@item_11331 #, чтобы нажать@item_594 #@1"
1006007,Обновление звездной станции,"Используйте@item_11335 # нажмите@item_595 #@1, чтобы обновить его #r (обновите до@item_597 #, чтобы перейти между соседними планетами)",Используйте@item_11335 # нажмите@item_595 #
1006008,Большой шаг в планетарных путешествиях,"Выполните все миссии в цели ""Инженер Starlink"". #r (После ремонта звездной станции вы можете перейти к звезде пламени и милой звезде глаз, и вы на один шаг ближе к победе над призраком пустоты.)","Завершите все миссии в цели ""Инженер Starlink"""
1007001,Шаг в тропический лес,"Шагните в экологический #r тропических лесов на Майре (деревья тропических лесов на Майре высокие и очень плотные, и они полны опасности. Лучше не выходить на улицу во время грозы в тропическом лесу, и быть пораженным молнией - это не шутка!)",Шаг в экологию тропических лесов
1007002,Ядро тропического леса,"Уничтожьте@item_396 # get@item_11601 #@1 #r (некоторые кристаллы иногда выпадают в осадок на стволе деревьев тропического леса, нужно успокоиться и внимательно их искать)",Получить@item_11601 #@1
1007003,Древний ключ,"Обработано с помощью@item_11601 # и@item_11329 # для получения@item_11597 #@1 #r (на@item_11597 # выгравирован язык древних народов мира, записывающий способ открытия ""Храма тропического леса"")",Обработка get@item_11597 #@1
1007004,Храм Тропического Леса!,"Найдя@item_578 # в тропическом лесу, используйте@item_11597 # click, чтобы активировать и вызвать храм в тропическом лесу #r (Бог Перьевого Змея внутри!)",Призыв тропического леса храм
1007005,Пернатый змей,"Победить бога пернатого змея #r (Рождение бога пернатого змея произошло случайно. ""Священный плод"" скрыт глубоко в его теле и прошел через неизвестное количество лет...)",Победить Пернатого Змея
1007006,Священное семя,"Получите@item_591 #@1 #r (Ключ от печати, депонированный в ""Священном плоде"", передается из поколения в поколение через генетику...)",Получить@item_591 #@1
1007007,Чудо жизни,"Посадите@item_591 # в яму и посадите священное дерево@1 #r (священное дерево отличается от других растений, оно не может использовать@item_11311 # для ускорения своего роста, оно может ждать только медленно)",Завод@item_591 #@1
1007008,"Ключ, символизирующий ""жизнь""","Соберите на высоте Священного дерева и получите@item_587 #@1 #r (Священное дерево возвышается над облаками, а на высоте внутри ствола растут фрукты. Процесс сбора очень опасен и требует осторожности)",Получить@item_587 #@1
1007009,Расправить крылья и парить,"Обработать и носить@item_11591 #@1 #r (Перо Змеи Божьи крылья и перья очень сильные, но необычно легкие, и вы можете скользить, неся@item_11591 # на спине)",Обработка и ношение@item_11591 #@1
1007010,Сверкающие листья,"Собирайте светящиеся листья деревьев в тропическом лесу ночью, чтобы получить@item_11596 #@1 #r (помните, когда наступает день, звездная пыль на листьях рассеется)",Получить@item_11596 #@1
1007011,Колдовство?,"Обработка@item_11569 #@1 #r (если нет встроенного шпата, это просто деревянная палка)",Обработка@item_11569 #@1
1007012,Колдовство!!!,"Обработайте любой посох@1, например@item_11580 ##r (существует несколько типов шпата, и дикие священники полагаются на этот шпаг, чтобы иметь различные способности)",Обработка любого персонала@1
1007013,"Занавес вызова! ""Глава жизни""","Завершите все миссии в задаче ""Затерянные в тропическом лесу""","Завершите все миссии в задаче ""Затерянные в тропическом лесу"""
1008001,Прибытие к пылающей звезде,"Возьмите звездную станцию, чтобы добраться до звезды пламени #r (звезда пламени - самая близкая планета к звезде в галактике, температура поверхности чрезвычайно высока, и она почти покрыта лавой. Вы должны быть хорошо подготовлены, прежде чем идти к звезде пламени)","Возьмите звездную станцию, чтобы добраться до звезды пламени плавно"
1008002,Испытание черного дракона I,"Победите древнего черного дракона! #r (Черный дракон охраняет пылающий сломанный меч неизвестное количество лет, но он не забыл соглашение, заключенное с ""бывшим"". Если вы хотите получить ""пылающий сломанный меч"", вы должны сначала пройти его. Испытание, чтобы доказать свою силу черному дракону!)",Победить древнего черного дракона
1008003,"Ключ, представляющий ""мужество""","Получите@item_588 ##r (Flame Broken Sword сохранил один из ключей от уплотнения, необходимо поднять уплотнение вулкана)",Получите@item_588 #
1008004,Сложность возросла!,"Обработать@item_11215#, активировать@item_740#, вызвать лавового черного дракона",Призыв Лавового Дракона
1008005,Испытание Черного Дракона II,"Победите лавового черного дракона! #r (Черный дракон воплощается в лавовую форму, чтобы начать второе испытание, победить его и стать сильнее!)",Победите Лавового Дракона!
1008006,Трудность полная!,"Обработать@item_11216#, активировать@item_741#, вызвать Хаоса Чёрного Дракона",Призыв хаоса Черного Дракона
1008007,Испытание Черного Дракона ∞,"Победите хаотичного черного дракона! #r (Черный дракон воплотился в хаотичную форму, чтобы открыть испытание третьего уровня, которое является самым сложным испытанием и требует надлежащей подготовки.)",Победите хаоса Черного Дракона!
1008008,Получите раковины краба Яна,"Победите Яняна Краба и получите@item_12605 #@1 #r (Янян Краб может выжить в такой высокой температуре звезды пламени, и даже плавать в магме, он неотделим от этой волшебной оболочки на своем теле)",Получить@item_12605 #@1
1008009,Оснащен огнеупорным рюкзаком,Обработать и носить@item_12277 #@1 #r (с@item_12277 # вы можете выдержать жару огненной звезды),Обработка и ношение@item_12277 #@1
1008010,"Занавес зовет! ""Глава мужества""","Завершите все миссии в цели ""Древнее испытание""","Завершите все миссии в цели ""Древнее испытание"""
1009001,Прибытие в Cute Eye,"Возьмите звездную станцию, чтобы добраться до звезды с милым глазом #r (звезда с милым глазом - единственный спутник Майры, и сила притяжения намного меньше, чем у Майры. Кажется, немного сложно общаться с группой уникальных коренных существ, живущих на этой планете...)","Возьмите звездную станцию, чтобы плавно добраться до звезды с милым глазом"
1009002,Развейте пустоту эрозии,"Помогите древним гигантам избавиться от эрозии пустоты #r (древние гиганты слишком глубоко корродированы пустотой и не могут быть восстановлены, единственный способ - уничтожить их. #r нужно найти алтарь, положить@item_408 # рядом с@item_1042 #,@item_409 #,@item_449 #,@item_450 #, чтобы вызвать Древние гиганты)",Помогите древним гигантам избежать эрозии пустоты
1009003,"Ключ, представляющий ""мудрость""","Получено@item_589 #@1 #r (@ item_589 # стало крупным прорывом в области искусственной жизни для древнего народа майра, который хранил один из трех ключей Огненной Горной Печати)",Получить@item_589 #@1
1009004,"""Дин-Дин приключения""","Победите красноглазого диня и получите@item_11077 #@1 #r (способ отличить милоглазых существ - смотреть на их цвет, цвет ""милоглазого диня"" белый, очень страшный, но будьте осторожны с бомбами, которые они выплевывают)",Получить@item_11077 #@1
1009005,Камень Синци,"Используйте@item_11077 #, чтобы получить@item_11075 #@1 #r (вам нужно найти@item_11090 # на милой звезде перед@item_11075 #)",Обработка@item_11075 #@1
1009006,Активируй тотем звезды милых глаз,"Используйте@item_11075 # для активации@item_1042 #@1 #r (после активации может образоваться большая область кислорода, и нет необходимости беспокоиться о гипоксии в области кислорода)",Активировать@item_1042 #@1
1009007,Xingtong часов,"Соберите@item_445 # get@item_11073 #@1 #r (@ item_445 # - один из уникальных минералов милой глазной звезды, текстура намного сложнее латуни)",Захват@item_445 # Получить@item_11073 #@1
1009008,Тренировка звездного зрачка,"Обработка@item_11016 #@1 #r (если вы хотите обработать@item_11016 #, вы должны сначала получить@item_11087 #)",Обработка@item_11016 #
1009009,Фиолетовая руда,"Соберите@item_446 #, чтобы получить@item_11074 #@1 #r (@ item_446 # также является одним из уникальных минералов Mengyan Star, но выход чрезвычайно низок, редко встречается на Mengyan Star Sky Island)",Захват@item_446 # Получить@item_11074 #@1
1009010,Лети в небо и беги!,"Обработка@item_12006 #@1 #r (если вы хотите обработать@item_12006 #, вы должны сначала получить@item_11088 #)",Обработка@item_12006 #@1
1009011,"Занавес зовет! ""Глава Мудрости""","Завершите все миссии в задаче ""Super 'Stone' Sky Rescue""","Завершите все миссии в задаче ""Super 'Stone' Sky Rescue"""
2001001,Каменный Топор I,Обработка@item_11002#@1#r (в основном из расходных материалов@item_11006# и@item_11627#),Обработка@item_11002#@1
2001002,Каменный Топор II,Обработка@item_11002#@1#r (в основном из расходных материалов@item_11006# и@item_11627#),Обработка@item_11002#@1
2001003,Латунный топор I,Обработка@item_11001#@1#r (в основном из расходных материалов@item_11006# и@item_11329#),Обработка@item_11001#@1
2001004,Латунный топор II,Обработка@item_11001#@1#r (в основном из расходных материалов@item_11006# и@item_11329#),Обработка@item_11001#@1
2001005,Мифриловый топор I,Обработка@item_11003#@1#r (в основном из расходных материалов@item_11006# и@item_11209#),Обработка@item_11003#@1
2001006,Митриловый топор II,Обработка@item_11003#@1#r (в основном из расходных материалов@item_11006# и@item_11209#),Обработка@item_11003#@1
2001007,Титановый топор I,Обработка@item_11004#@1#r (в основном из расходных материалов@item_11006# и@item_11330#),Обработка@item_11004#@1
2001008,Титановый топор II,Обработка@item_11004#@1#r (в основном из расходных материалов@item_11006# и@item_11330#),Обработка@item_11004#@1
2001009,Chainsaw Ⅰ,Craft @item_11005#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11005#@1
2001010,Chainsaw Ⅱ,Craft @item_11005#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11005#@1
2001011,Каменная лопата I,Обработка@item_11022#@1#r (в основном из расходных материалов@item_11006# и@item_11627#),Обработка@item_11022#@1
2001012,Каменная лопата II,Обработка@item_11022#@1#r (в основном из расходных материалов@item_11006# и@item_11627#),Обработка@item_11022#@1
2001013,Латунная лопата I,Обработка@item_11021#@1#r (в основном из расходных материалов@item_11006# и@item_11329#),Обработка@item_11021#@1
2001014,Латунная лопата Ⅱ,Обработка@item_11021#@1#r (в основном из расходных материалов@item_11006# и@item_11329#),Обработка@item_11021#@1
2001015,Мифриловая лопата I,Обработка@item_11023#@1#r (в основном из расходных материалов@item_11006# и@item_11209#),Обработка@item_11023#@1
2001016,Митриловая лопата II,Обработка@item_11023#@1#r (в основном из расходных материалов@item_11006# и@item_11209#),Обработка@item_11023#@1
2001017,Лопата из титанового сплава I,Обработка@item_11024#@1#r (в основном из расходных материалов@item_11006# и@item_11330#),Обработка@item_11024#@1
2001018,Лопата из титанового сплава Ⅱ,Обработка@item_11024#@1#r (в основном из расходных материалов@item_11006# и@item_11330#),Обработка@item_11024#@1
2001019,Tungsten Shovel Ⅰ,Craft @item_11025#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11025#@1
2001020,Tungsten Shovel Ⅱ,Craft @item_11025#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11025#@1
2001021,Каменные грабли I,Обработка@item_11032#@1#r (в основном из расходных материалов@item_11006# и@item_11627#),Обработка@item_11032#@1
2001022,Каменные грабли II,Обработка@item_11032#@1#r (в основном из расходных материалов@item_11006# и@item_11627#),Обработка@item_11032#@1
2001023,Латунные грабли I,Обработка@item_11031#@1#r (в основном из расходных материалов@item_11006# и@item_11329#),Обработка@item_11031#@1
2001024,Латунные грабли II,Обработка@item_11031#@1#r (в основном из расходных материалов@item_11006# и@item_11329#),Обработка@item_11031#@1
2001025,Мифрил Рейк I,Обработка@item_11033#@1#r (в основном из расходных материалов@item_11006# и@item_11209#),Обработка@item_11033#@1
2001026,Мифрил Рейк II,Обработка@item_11033#@1#r (в основном из расходных материалов@item_11006# и@item_11209#),Обработка@item_11033#@1
2001027,Грабли из титанового сплава I,Обработка@item_11034#@1#r (в основном из расходных материалов@item_11006# и@item_11330#),Обработка@item_11034#@1
2001028,Грабли из титанового сплава Ⅱ,Обработка@item_11034#@1#r (в основном из расходных материалов@item_11006# и@item_11330#),Обработка@item_11034#@1
2001029,Tungsten Rake Ⅰ,Craft @item_11035#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11035#@1
2001030,Tungsten Rake Ⅱ,Craft @item_11035#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11035#@1
2001031,Каменная кирка I,Обработка@item_11012#@1#r (в основном из расходных материалов@item_11006# и@item_11627#),Обработка@item_11012#@1
2001032,Каменная кирка II,Обработка@item_11012#@1#r (в основном из расходных материалов@item_11006# и@item_11627#),Обработка@item_11012#@1
2001033,Латунный выбор I,Обработка@item_11011#@1#r (в основном из расходных материалов@item_11006# и@item_11329#),Обработка@item_11011#@1
2001034,Латунный пик II,Обработка@item_11011#@1#r (в основном из расходных материалов@item_11006# и@item_11329#),Обработка@item_11011#@1
2001035,Мифриловая кирка I,Обработка@item_11013#@1#r (в основном из расходных материалов@item_11006# и@item_11209#),Обработка@item_11013#@1
2001036,Митриловая кирка II,Обработка@item_11013#@1#r (в основном из расходных материалов@item_11006# и@item_11209#),Обработка@item_11013#@1
2001037,Кирка из титанового сплава I,Обработка@item_11014#@1#r (в основном из расходных материалов@item_11006# и@item_11330#),Обработка@item_11014#@1
2001038,Кирка из титанового сплава Ⅱ,Обработка@item_11014#@1#r (в основном из расходных материалов@item_11006# и@item_11330#),Обработка@item_11014#@1
2001039,Tungsten Drill Ⅰ,Craft @item_11015#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11015#@1
2001040,Tungsten Drill Ⅱ,Craft @item_11015#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11015#@1
2001041,Сверло для звездных зрачков I,Обработка@item_11016 #@1 #r (в основном из расходных материалов@item_11073 #),Обработка@item_11016 #@1
2001042,Звездное ученическое упражнение II,Обработка@item_11016 #@1 #r (в основном из расходных материалов@item_11073 #),Обработка@item_11016 #@1
