ID,描述
90,초보 교육이 아직 끝나지 않았는데 계속 하시겠습니까?
91,만약 당신이 처음으로 미니월드에 들어간다면 #c0aaa1a 교수지도 (추천) #n에 들어갈 것을 강력히 권고합니다.
92,초보 교수 맵
93,도달함: 지하세계
94,도달함: 지상세계
95,당신은 @other와의 전투에서 부주의해서 실수하셨습니다.
96,@self 수영 중 산소소모에 주의하세요~
97,@self는 고온의 물체에서 멀리 떨어져 있습니다.
98,높은 곳은 위험하니 항상 안전에 주의하세요!
99,당신은 우주복이 한 벌 필요합니다.
100,선인장 조심!
101,복권을 살 수 있는 운이십니다.
102,당신은 독살되었습니다. 신선한 우유를 마시면 그것을 치료하십시오
103,@self 꽃처럼 졌습니다.
104,런닝모드 시작됩니다.
105,잠행 모드로 시작됩니다.
106,어서 저의 모험의 방으로 오세요!저희들이 당신을 기다리고 있어요.
107,이 모험방은 정말 멋져요!도저히 멈출 수 없어요.
108,누가 저의 모험방으로 빨리 오겠느냐?
109,베프면 저의 모험방으로 와주세요!
110,누가 저를 도와 광산을 캐줄 거예요? 어서 저의 모험의 방으로 와주세요!
111,어서 저 창조의 방으로 와주세요!여기는 재미있는 것이 많습니다.
112,어서 저 창조의 방에 와 다 같이 파티를 해요!
113,"제가 정성껏 만든 창조의 방, 여러분을 환영합니다."
114,저의 창조의 방은 이미 오래전부터 기다리고 있었습니다!
115,저의 창조의 방에 큰 집이 하나 있으니 어서 들어와 보십시오!
116,달이 둥근 특별한 밤...
117,달이 지는 특별한 밤...
118,여기에는 많은 물건이 있는데 당신은 무엇이 필요합니까? 당신은 사막과 빙원에 가서 내 남매를 찾을 수 있을지도 모릅니다.
119,"황사가 자욱한 내가 자란 곳, 나는 더 많은 물건을 원해서 그것을 오아시스로 변화시키겠다!"
120,빙원이 추워서 물자가 많이 필요해요. 저한테 제공해 주실 수 있어요?
121,규범에 맞지 않는 민감한 단어가 있습니다. 다시 입력해주세요.
122,이것은 호스트 전용 사물함이니 열어서는 안 됩니다.
123,변경된 이름을 입력하십시오.
124,비용이 필요합니다.
125,저장 파일에서 이름을 수정할 수 없습니다.
126,이름을 변경하신 것을 축하합니다.
127,이름 변경이 실패되었습니다. 인터넷 재시도를 점검하십시오.
128,구입한 도구는 왼쪽 하단의 창고에 보관할 것입니다.
129,아카이브에서 항목을 탭하여 배낭에 압축을 풉니다. 마운트 조각이 마운트 조각 저장소로 이동되었습니다. #cfa7a0f 클릭하면 #n
130,이런 도구는 호스트만이 추출하여 사용할 수 있습니다.
131,구매가 완료되었습니다. 왼쪽 하단부터 창고로 들어가 보시기 바랍니다.
132,"추출이 완료되었습니다, 백팩으로 확인하시기 바랍니다."
133,극한 모험 점수:
134,당신은 게임에서 그만 두었습니다. 다른 시도를 시도하십시오 (0)
135,호스트가 외계인에게 끌려가서 연결이 끊어졌습니다.
136,엄마가 호스트에게 밥을 먹이고 방을 닫았습니다.
137,"들어갈 수 없습니다, 지도 다운로드가 실패했거나 손상되었습니다(미리 공유 백업 권장)"
138,활성 단계:
139,잠금 해제됨:
140,메시지
141,프로필 사진
142,사용 가능한 메인 물품
143,잠금 해제제됨:
144,작성자 미니 계정 입력
145,미니 계정 입력
146,네트워크가 불안정합니다. 네트워크를 확인하십시오.
147,형식 선택
148,일반
149,양호
150,우수
151,당신이 팔로우하는 호스트들은 잠시 휴가를 보내고 있습니다.
152,죄송합니다. 지도 목록을 새로고침하고 다시 시도하십시오.
153,명칭
154,인수
155,형식 선택
156,묘사
157,바로 업데이트
158,게임 버전이 너무 낮습니다. 업데이트해주세요.
159,이 저장소 맵은 공유되지 않아서 맵을 다운로드하여 복구할 수 없습니다.
160,이 저장 파일을 다시 다운로드해야 합니다. 다운로드를 시작하시겠습니까?
161,네트워크가 불안정하여 업로드/다운로드 일시 정지하였습니다. 네트워크 점검 후 다시 시도하십시오.
162,맵을 저장하지 않았습니다. 다른 친구의 공유를 보십시오!
163,게임에 들어가면 데이터가 변환되므로 몇분이 걸릴 수 있으니 기다려 주십시오. 게임에서 나가시지 마십시오.
164,지난번에 들어갔던 방
165,부정행위를 하여 고친 것은 곰돌이에게 화가 나서 결과가 매우 심각합니다.
166,제목
167,라벨
168,형식 선택
169,소개
170,투고
171,나 혼자만 볼 수 있음
172,"재미있는 지도 소개로 더 많은 친구들의 다운로드 \n(클릭 입력, 30자 제한)을 유도할 수 있습니다."
173,업데이트 공유
174,나으 팔로우
175,작성자의 미니 계정을 입력하십시오
176,나의 공유
177,돌아가기
178,이놈은 게을러서 어떤 설명도 남기지 않았습니다~
179,만약 당신이 이 맵을 좋아한다면 평가를 열심히 해주십시오!
180,네
181,저장 파일 이름을 비워둘 수 없습니다.
182,탈것 능력
183,부화 시간
184,저장 파일 겉표지
185,획득
186,사용
187,업데이트
188,저장 파일을 공유하지 않았습니다.
189,이 플레이어는 공유할 맵이 없습니다.
190,기본 순위
191,추천
192,평점
193,금주 핫
194,최신
195,랭킹
196,성장개시
197,즉시 성숙
198,수확
199,물을 주고 벌레를 제거하러 온 친구
200,식물이 #c0aba1d 포만 #n 상태
201,식물은 #cffda0a에 물 부족 #n 상태
202,식물은 #cff3d2b 고갈 #n 상태
203,획득 가능:
204,성숙 카운트다운:
205,(바로 성숙)
206,성장하기 시작하다
207,친구의 집 보기
208,스코어보드
209,친구 삭제
210,팬
211,프로필 사진
212,명칭
213,격파하다
214,친구
215,탈것마 능력
216,미리 보기
217,재도전을 기다립니다.
218,미니 계정 전환시 주의: #r1. 중요한 저장 파일을 먼저 업로드하십시오 #r2. 게임 중 장난을 치다가 비밀번호 알림이 틀리면 로그인 해결을 시도할 수 있습니다.
219,네트워크가 불안정하여 방이 닫혔습니다.
220,방을 닫으면 모든 플레이어를 내보냅니다.
221,게임을 종료하면 모든 플레이어를 내보냅니다.
222,게임 시작: 3
223,게임 시작: 2
224,게임 시작: 1
225,시작
226,알겠습니다.
227,디폴트 복원
228,시스템 공지
229,@self @other 한 방!
230,@self의 공격은 정확히 @other를 명중시켰습니다!
231,"@self ""친절하게"" @other를 다시 활력소로!"
232,@self 더블 클릭!
233,@self 3연타!
234,@self 날카롭다!
235,@self 아무도 막지 못해요!
236,@self가 이 경기를 지배한다!
237,@self 초신의 길을 걷는다!
238,@self 폭주 중이니 누가 막아!
239,@self 신들린 듯!
240,"@self 이미 초신했다, 제발 누가 끝이나 내놔라!"
241,버전 업데이트
242,공지사항이 없습니다!!
243,@self @other의 3연타가 끝났다!
244,@self는 @other의 날카로움을 종식시킨다!
245,@self가 끝났어 @other는 아무도 막을 수 없어!
246,@self가 @other의 지배 레이스를 끝낸다!
247,@self는 @other의 신들린 길을 끝낸다!
248,@self가 @other의 폭주를 종식시켰다!
249,@self 끝 @other의 신들린 듯!
250,@self는 @other의 신을 끝낸다!
251,지금 부르면 탈것 아이를 낳을 수 있습니다!
252,게임시간 @num 날이 지나야 탈것 아기가 부화됩니다.
253,현재 상태는 앉을 수 없습니다.
254,거리가 너무 멀어서 앉을 수 없습니다.
255,떠돌이 상인
256,(상품 업데이트 완료)
257,어서 오십시오. 뭘 도와 드릴까요?\n 서둘러 주세요. 놓치면 다음을 기다려야 합니다!
258,후거
259,잔여:
260,매진
261,떠돌이 상인
262,떠돌이 상인이 떠났습니다.
263,도면
264,"헉, 헉, 헉, 당신은 무엇을 원하십니까?"
265,비품
266,충전할 수 없습니다. 나중에 다시 시도하십시오.
267,버전이 너무 낮아 업데이트 후 해당 피부가 정확하게 뜰 수 있습니다.
268,첫 화면-내 홈-도감에서 잠금해제 후 사용하며 이벤트와 집 열매는 파편을 얻을 수 있습니다.
269,저장 공간이 부족하여 저장 파일을 저장할 수 없습니다. 저장 공간을 치운 후 다시 시도하십시오.
270,승리
271,계속 노력하세요.
272,비김
273,코드 선물세트 활성화
274,선물세트 활성화 코드
275,활성화!
276,알림 : 획득한 보상은 숍
277,의 창고
278,에서 확인하십시오.
279,선물세트 활성화코드를 입력하세요
280,공식qq단톡방 교류(1방238888081，2방238888082，3방238888083）
281,활성화 코드를 입력하세요!
282,"네트워크가 불안정합니다, 네트워크 연결을 확인하십시오."
283,활성화 코드가 사용되어 중복 수령이 불가합니다.
284,입력하신 활성화 코드가 잘못되었습니다.
285,선물세트를 활성화하신 것을 축하합니다
286,네트워크 불안정/플랫폼이 올바르지 않음/같은 종류의 선물 꾸러미를 가져왔음
287,꾹 누르십시오
288,바닥에 클릭하여 툴박스 놓기!
289,나의 저장 파일
290,온라인
291,다용
292,건축물
293,기계적
294,배낭
295,툴
296,작물
297,잡동사니
298,네모
299,편집
300,"#cfa7a0f 널빤지 #n 부족, 나무 모아 널빤지 만들기"
301,#cfa7a0f 툴박스 #n 아이콘을 선택한 다음 오른쪽에 있는 #cfa7a0f 만들기 #n 버튼을 누르십시오
302,#cfa7a0f 곡괭이를 만들 재료가 부족하니#n 나무를 베어 #cfa7a0f 나무를 얻으세요#n
303,#cfa7a0f 목호 #n를 선택하고 오른쪽에 있는 #cfa7a0f 만들기 #n 버튼을 누르십시오.
304,미니월드에 오신 것을 환영합니다. #cfa7a0f로 #n을 먼저 익혀요. #cfa7a0f 클릭 #n스크린
305,"좌우 #cfa7a0f 슬라이딩스크린 #n, 앞을 향하여 시각 회전하십시오"
306,"#cfa7a0f 슬라이딩 #n흔들림 #cfa7a0f 이동 가능 #n, 앞으로 걸어보세요"
307,#cfa7a0f 네모 #n(화살이 가리키는 곳)를 눌러서 #cfa7a0f가 파괴될 때까지 계속 채취합니다 #n
308,매우 좋습니다. 모든 네모를 파괴하고 가져올 수 있습니다. #cfa7a0f를 클릭하시면 #n 보너스를 받으실 수 있습니다.
309,화살표 방향을 따라 나무를 찾으면 #cfa7a0f 키를 눌러 #cfa7a0f 우드 #n을 가져옵니다.
310,너무 좋아요. 도끼로 나무를 베면 #cfa7a0f로 더 빨리 나무를 얻을 수 있어요 #n
311,#cfa7a0f 배낭 #n을 열고 #cfa7a0f 널빤지 #n으로 #cfa7a0f 툴박스 #n을 합치자
312,#cfa7a0f 클릭으로 #n 태그 만들기
313,"#cfa7a0f 툴박스 #n 합성할 수 있는 고급물품, 홈스테이, 모험 필수"
314,#cfa7a0f 툴박스 #n을 #cfa7a0f 단축바 #n에 놓고 선택
315,바닥에 눌러서 #cfa7a0f 툴박스 #n
316,#cfa7a0f 클릭 #n 툴박스 열기 (손가락 알림)
317,"물품 제작 성공, 게임 중 #cfa7a0f 목호 #n을 이용하면 초보 광석 채굴 가능"
318,#cfa7a0f 밀빵 #n(빠른 물건 칸에 놓기)을 누르면 #cfa7a0f 사용 버튼 #n이 나타납니다
319,#cfa7a0f 꾹 누름 #n 오른쪽 #cfa7a0f 사용버튼 #n 밀빵을 먹을 수 있음
320,단축 물품바에서 사용할 물품을 선택해야만 #cfa7a0f 사용 버튼이 나타납니다 #n
321,방금 얻은 #cfa7a0f 헬멧 #n 장비를 착용하고 배낭을 먼저 열어봅시다.
322,#cfa7a0f 캐릭터 장치 #n 탭 클릭
323,#cfa7a0f헬멧 #n장비 클릭
324,#cfa7a0f 헬멧 #n의 설명과 등록정보가 나타나려면 #cfa7a0f 장치 #n 버튼을 누르십시오
325,너무 좋아요. 쉽죠?#cfa7a0f몬스터 #n을 때리자.왼쪽 상단 #cfa7a0f×#n 누르면 인터페이스 닫기
326,"주의! 몬스터가 다가와 좌우 #cfa7a0f 슬라이딩 화면 #n, 몬스터를 향해 #cfa7a0f 클릭 #n 몬스터를 공격합니다"
327,초보 수업 완성을 축하합니다 \n 아직 많이 남았습니다. 어서 새로운 모험을 시작하세요
328,명칭:
329,현재 작업: #cfa7a0f 숙지 작업 #n
330,현재 작업: 나무를 베어서 #cfa7a0f 나무 #n
331,현재 작업: #cfa7a0f 툴박스 만들기 #n
332,현재 작업: #cfa7a0f 목호 #n 만들기
333,현재 작업: #cfa7a0f 밀빵 먹어치우기 #n
334,현재 작업: #cfa7a0f 몬스터 격파 #n
335,현재 맵이 업데이트 되었으니 최신 버전을 다시 다운로드해 주세요.
336,비축
337,비축
338,비축
339,시스템 점검 중입니다. 지도를 당분간 공유할 수 없습니다.
340,인원수가 부족하여 게임을 시작할 수 없습니다
341,"#L#cef2d2d 내용 업로드에는 국가 관련 규정을 위반할 수 없으며, 국가가 명문화하여 금지한 내용을 포함할 수 없습니다. #n"
342,"세계 평화는 우리가 함께 지켜야 하고, 홈 등급은 2등급 미만일 때 맵 공유는 혼자서만 볼 수 있습니다."
343,"세계 평화는 우릭 함께 지켜야 하고, 미니계정은 만든 지 7일 미만까지 맵 공유는 혼자서만 볼 수 있습니다."
344,현재 맵 권한은 혼자 보기 때문에 공유할 수 없습니다
345,현재 맵 작성자가 다운로드 권한을 개방하지 않아 다운로드할 수 없습니다
346,@Null@
347,@Null@
348,@Null@
349,페이스북
350,활발하다
351,명칭
352,저자
353,로그인이 되지 않아 일부 기능을 사용할 수 없습니다
354,업데이트 중입니다. 잠시만 기다려 주세요.
355,비축
356,생방송
357,크로스 플랫폼은 로그인 할 수 없습니다.
358,이름 중의 부호는 규정에 부합하지 않는다.
359,미니계정:
360,현재 시간:
361,현재 버전:
362,무료
363,(성숙)
364,(1개 수확)
365,(10개 수확)
366,이미 친구 홈에 있습니다.
367,@Null@
368,탈것부름
369,보너스는 이미 창고에 넣었습니다.
370,다시 한 번 시도해 주십시오.
371,다시 열 번 시도해 주십시오.
372,미니빈
373,체험치
374,캐릭터 특기:
375,이 룩은 다음과 같은 특별한 변화를 포함하고 있습니다.
376,양이 부족합니다. 홈 안의 열매를 통해 얻을 수 있습니다.
377,양이 부족합니다. 홈 안의 열매를 통해 얻을 수 있습니다.
378,공예 요리법
379,파편 원본:
380,잠금 해제 진도
381,확인
382,아기 태우는 시간이 아직 안됐습니다
383,불꽃놀이 (#c1b9e1e미니빈 #n증정)
384,이 친구는 아직 식물을 입양하지 않았으니 다른 친구들을 둘러보십시오.
385,미니 콩이 부족하오니 구매부탁드립니다!
386,서버가 바쁘니 게임을 다시 시도해 보십시오
387,일괄 회수
388,1개 회수
389,잠금 해제됨
390,"Home-My Homestead-HomesteadFruits-Pokédex에서 잠금 해제 후 사용하며, 이벤트 또는 Homestead Fruits에 대한 조각을 얻을 수 있습니다."
391,이곳에 탈것용 아기를 생성하기에 적합하지 않습니다
392,탈것용 아기를 성공적으로 획득하였습니다!
393,"성공적인 물주기 경험x@1, 미니빈x@2"
394,"성공적인 벌레 제거 경험x@1, 미니빈x@2"
395,홈
396,친구 추가하면 홈을 보실 수 있습니다.
397,저장 파일 내에서 화면 오른쪽에 있는 탈것 버튼을 클릭하여 사용하십시오
398,당신의 식물은 현재 상태가 양호하다고 느끼고 있습니다.
399,클릭하여 홈 열매 규칙 보기
400,미니빈:
401,열매:
402,물주기:
403,비고:식물을 입양한 친구에게는 미니빈을 다시 받을 수 없습니다.
404,"출석체크를 하고, 좋은 식물에 물을 주고, 열매가 익으면 미니빈을 얻을 확률이 있습니다.1차 입양식물 시상 #c0aaa1a 미니빈 *200#n"
405,"열매는 성장을 열어두고 한동안 기다려 주거나 미니빈으로 직접 익혀주면 잠금해제 탈것, 캐릭터, 분장, 네모난 파편들을 켤 수 있습니다."
406,식물에 물을 주면 과일이 빨리 자랄 수 있고 물을 주면 미니빈과 성장치를 얻을 수 있는 홈을 자주 찾았던 기억이 납니다.
407,알겠습니다
408,파편 표시
409,오늘 획득한 보너스는 이미 상한에 이르렀습니다
410,툴이 손에 맞지 않습니다.
411,호스트가 보호를 설치하였습니다. 관광객은 호스트에게 권한을 요구할 수 있습니다.
412,권한
413,나름
414,관광객
415,네모를 파괴하고 배치할 수 있습니다 \n (게임 중 금지 가능)
416,네모를 파괴하고 배치할 수 없습니다 \n (게임 중 해제 가능)
417,도감
418,모험
419,창조
420,대적
421,회로
422,코드 해제
423,파쿠르
424,맵 크기:
425,다운로드 횟수:
426,게임 버전이 너무 낮습니다. 업데이트하십시오
427,종합
428,수업에 들어가다
429,"고수, 건너 뛰기"
430,계속
431,계속하기
432,활성화
433,재시도
434,계속 다운로드하기
435,구매하기
436,확성화
437,점수
438,체크 보너스
439,세계 지형 코드 입력 가능
440,리뷰 성공!
441,"근접전 방어: @1, @2% 근접전 및 폭발 피해 감소"
442,당분간 받을 혜택가 없습니다.
443,이 판본은 양립할 수 없다.
444,[방어점수는 현재 내구도의 비율에 영향을 받을 수 있습니다]
445,[물리적 상해는 근접전/원격/폭발 3가지]
446,#c0aaa1a@1#n 을 방에서 내보내시겠습니까?
447,내보내시겠습니까?
448,내보내시기에 실패하였습니다!
449,#cffda0a@1#n초 후 재도전
450,상태 표시
451,호스트가 이미 아이템 사용을 금지하였습니다.
452,별을 성공적으로 환전하셨습니다
453,미니코인이 부족합니다. #c0aaaa1a$@1 #n으로 #cfa7a0f@2개의 미니코인을 구입하시겠습니까? #n(적정 오락적이고 이성적인 소비)
454,US$
455,개 미니코인?
456,미니코인이 부족합니다.
457,US$
458,성공적으로 구매되었습니다. 해피불꽃 창고에 넣었고 미니빈 증정하였습니다.
459,소유:
460,태환
461,미지를 탐험하다
462,무한한 자원으로 모든 것을 창조하자
463,고급 설정
464,"어, 야외 모험은 항상 좀 위험해..."
465,미지 생물
466,"#c0aaa1a 별×@1#n, #cfa7a0f 미니코인×@2#n으로 보충하시겠습니까?"
467,사용하시겠습니까?
468,보충하시겠습니까?
469,별이 부족합니다:
470,다시 한번 시도해 주십시오
471,몸에 있는 아이템을 떨어뜨려 처음 위치로 되돌아갑니다.
472,탐험을 계속합니다.
473,#c5aea0a 탐험을 계속하며 몸에 걸치지 않는 소품 #n
474,물품을 넣다
475,메인 물품
476,부속품
477,통합
478,이번 복마는 이 속성을 @1 등급으로 올립니다
479,등급
480,등록정보가 5개 이상이면 복마 클릭 후 선택하십시오
481,이 등록정보는 다른 등록정보와 충돌합니다
482,최대 선택만 가능
483,줄 등록정보
484,통합 후 최대 @1가지 등록정보를 유지할 수 있습니다. 선택하세요:
485,줄 등록정보입니다. 선택하세요:
486,@1가지 속성을 충분히 선택하세요
487,@1개 @2 가져오기
488,개수
489,연료와 재료를 넣으면 자동으로 제련이 시작됩니다.
490,먼저 정련된 물건을 찾으십시오.
491,초보 수업 완료를 축하합니다
492,수령하기
493,new
494,최고 등급
495,비금과실위 10연속 추출 불가합니다
496,플라마
497,용린 기념비
498,즐겨찾기 취소
499,즐겨찾기에 성공함
500,@1을 내보내셨습니다.
501,내보내기
502,차수
503,업데이트 가능
504,이미 이 저장 파일을 다운로드 받았습니다.
505,상대방의 미니 계정을 입력하십시오.
506,룸 서버 연결이 되지 않았습니다
507,(오른쪽 버튼을 눌러 메뉴를 열면 저장 파일을 삭제할 수 있습니다)
508,다운로드 중:
509,다운로드 대기
510,다운로드 일시 정지:
511,마지막 로그인
512,로그인하지 않음
513,어제
514,엊그제
515,이 저장 파일 업로드 취소됨
516,로그인한 적 있음
517,맵 비고 입력하기
518,세계탐사
519,세계를 창조하기
520,들어가기
521,팔로우 취소
522,친구들에게 공유할 맵
523,이 맵을 공유하면 획득
524,디폴트
525,없는 계정입니다
526,동결된 계정입니다
527,중복된 계정 이름입니다
528,버전 번호
529,생성 시간 (일)
530,생존 일수
531,시간:
532,좌표:
533,높이:
534,충전 중입니다
535,수령
536,(완료됨)
537,(완판됨)
538,판매하기
539,교환하기
540,이 상품은 내가 다 사들였으니 새로 고치십시오
541,"그 상품은 내가 다 판매하였으니, 새로 고치십시오"
542,완료
543,교환하기
544,교환할 물건이 충분치 않습니다
545,구매 성공
546,화물은 이미 전부 새로 고쳤으니 고객님께서 고르십시오
547,새로고침
548,소모하기
549,진열대
550,필요하다
551,업적 추적
552,@1 수리 완료!
553,수리할 물품을 넣어주세요
554,수리재를 넣어주세요
555,별이 부족합니다
556,수리할 필요가 없습니다
557,내구도:
558,시간
559,초
560,알낳고 식히는 시간
561,당신의 탑승자는 지금 늦잠을 자고 있으니 소환하려면 @1초가 필요합니다
562,버전이 너무 낮습니다
563,저장 파일이 없어 방을 만들 수 없습니다
564,아직 찜한 방이 없습니다
565,상한에 도달했으니 새로 고침하십시오.
566,방이 이미 꽉 찼습니다.
567,방 비밀번호 오류가 발생하였습니다.
568,방은 이미 호스트에 의해 폐쇄되었습니다.
569,더 이상의 방이 없습니다.
570,현재 네트워크
571,최신 버전
572,클라이언트 버전이 룸 버전과 일치하지 않습니다.
573,방 연결이 실패되었습니다.
574,호스트 미니계정을 입력하십시오.
575,방을 만들기 위해 버튼을 누르십시오.
576,잠시 방이 없습니다.
577,검색 결과
578,새로고침
579,방을 열 저장 파일을 선택하십시오.
580,라벨 입력 가능
581,방 비밀번호
582,방 비밀번호를 입력하십시오.
583,캐릭터를 만들 수 없습니다. 네트워크를 확인하십시오.
584,기본 설정
585,설정 제어
586,고급 설정
587,기본
588,제어
589,고급
590,명칭
591,화면 밝기
592,숨겨진 인터페이스
593,평화 모드
594,뮤직
595,음향 효과
596,볼륨
597,감도
598,Y축 반전
599,왼손잡이 모드
600,표준 모드
601,자동점프
602,진동스위치
603,더 많은 게임
604,충전이 완료되었습니다.
605,@1타려면 #c0aaa1a@2×@3가 필요합니다. #cfa7a0f 미니코인 #n으로 보충할 수도 있습니다.(적정 오락 이성적 소비)
606,타려면 더 필요합니다.
607,사용하셔도 됩니다
608,보충하기
609,도구가 부족합니다.
610,미니코인을 사러 가시겠어요?(적정 오락 이성적 소비)
611,영구적
612,일시 구매: 남은 #cfa7a0f@1#n일 #cfa7a0f@2#n시 #cfa7a0f@3#n분
613,구매가 완료되지 않았습니다. 인터넷 접속을 확인하십시오.
614,사용 취소
615,@1사용 성공
616,특기
617,업그레이드
618,활성화
619,특기적성을 업그레이드 하십시오.
620,사용됨
621,이 기능을 활성화하려면 #c0aaa1a@1×@2#n이 필요합니다. #cfa7a0f미니코인 #n으로 보충할 수도 있습니다.(적정 오락 이성적 소비)
622,이 기능을 업그레이드하려면 #c0aaa1a@1×@2#n이 필요합니다. #cfa7a0f미니코인 #n으로 보충할 수도 있습니다.(적정 오락 이성적 소비)
623,더 필요합니다.
624,일시 체험: 남은 #cfa7a0f@1#n일 #cfa7a0f@2#n시 #cfa7a0f@3#n분
625,이 캐릭터를 잠금 해제하려면 #c0aaa1a@1×@2#n이 필요합니다. #cfa7a0f 미니코인 #n으로 보충할 수도 있습니다.(적정 오락 이성적 소비)
626,할인
627,구매 완료
628,#cfa7a0f를 @1#n 현재 저장되어 있는 배낭으로 가져갈까요?
629,버전이 너무 낮습니다.
630,@1잠금 해제된것을 축하합니다.
631,네트워크 오류가 발생하여 충전할 수 없습니다
632,새 탈것 잠금 해제:
633,탈것 업그레이드
634,(영구적)
635,@1 룩에 @2일 사용시간이 추가되었습니다!
636,버전이 너무 낮습니다.
637,활성화되었습니다.
638,터놓다
639,바로 구매하기
640,놓기
641,저축하기
